,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_Re_L,Red_N_L,Precentral_L,Frontal_Inf_Orb_2_R
SN_pc_R,1.0,0.3784381256223331,0.5936006406109849,0.30226843587078506,-0.0027861739231432336,0.29616742250509315,-0.2656140321180551,-0.13871789984509733,-0.033617624865878236,0.06254874620854091,0.37872990710956267,0.15079832693860656,-0.14312927839224612,-0.3059878865608355,0.478702877303956,0.1856848739255092,0.6553159468351669,0.25883631006727237,-0.09379889975581471,0.6935351725704902
Thal_MDl_L,0.3784381256223331,1.0,0.4005432502880473,0.45026883386217154,0.06414609561111632,0.456157932372886,0.17461368752907602,0.11239826420988791,0.3398242060088845,0.08553347162098834,0.6831769215246116,0.3960308626587006,0.3704724111797465,0.07156670394004158,0.3865759364708394,0.4634202866879629,0.416530922511841,0.29654806160603386,0.2545279215076996,0.386626168522955
OFCpost_R,0.5936006406109849,0.4005432502880473,1.0,0.38450037767826056,0.13627908991663001,0.44396976785142384,-0.24155619408277126,-0.16640585240764216,0.14941574344305483,-0.07096705909723688,0.4511365459404794,0.15538373152825355,-0.2662651630188176,-0.11734793107011511,0.8082551883030002,0.2188656378294037,0.6255121329913451,0.11471584102356101,-0.24457785039654756,0.6869201985782911
Temporal_Sup_R,0.30226843587078506,0.45026883386217154,0.38450037767826056,1.0,-0.26081474626481077,0.7574572938244536,0.42845923035608485,0.25841700694572467,0.47217711752533226,0.06091003078758644,0.4298566934701663,0.5201878531376881,0.422431995930583,-0.1499573315760374,0.30828583559997974,0.5056544475410174,0.18059898291237217,0.30678802589129534,0.4695752266326154,0.5608151726576845
OFClat_L,-0.0027861739231432336,0.06414609561111632,0.13627908991663001,-0.26081474626481077,1.0,-0.2389096371930922,-0.08115041686282096,-0.35544539148732146,-0.40790100061574897,0.09648270288531928,-0.01826924005128106,-0.25618333595124143,-0.29282506795763535,0.26485723560266444,0.049764752614709314,0.24481009000070497,0.12453712859017581,0.13646754437807837,-0.4367331096208227,0.03643865859138793
Heschl_R,0.29616742250509315,0.456157932372886,0.44396976785142384,0.7574572938244536,-0.2389096371930922,1.0,0.3559042779780962,0.2153962327637173,0.4136025413420505,-0.14235457413285066,0.4412138977929954,0.4095808642553955,0.372010800155855,-0.017295248729674487,0.43292621353620586,0.43243685177443425,0.30463606434005747,0.34923113744031314,0.3641521220093616,0.39149512902998984
Cuneus_L,-0.2656140321180551,0.17461368752907602,-0.24155619408277126,0.42845923035608485,-0.08115041686282096,0.3559042779780962,1.0,0.3334415161104135,0.3404403300446177,-0.15200134192976414,0.03076410513639185,0.4310983600814374,0.5656871715729029,0.34758356621095815,-0.15167558442228168,0.36899800716180037,-0.27046059814677964,0.2261626117579373,0.43158051559493615,-0.233792423327414
Occipital_Inf_R,-0.13871789984509733,0.11239826420988791,-0.16640585240764216,0.25841700694572467,-0.35544539148732146,0.2153962327637173,0.3334415161104135,1.0,0.7622332629804274,-0.19378796579797106,0.050179968672771504,0.23964214704010942,0.1516899363726232,0.4013512088553948,-0.03093383366723082,-0.001056728259230433,-0.30519930202481066,0.1336392017530728,0.24954922559364984,-0.12214094518747753
Temporal_Inf_R,-0.033617624865878236,0.3398242060088845,0.14941574344305483,0.47217711752533226,-0.40790100061574897,0.4136025413420505,0.3404403300446177,0.7622332629804274,1.0,-0.1934538441386856,0.28432461532413955,0.49264239473272664,0.2575611906410057,0.3036889835174146,0.32963338733130815,0.012810413326491299,-0.032050024455594475,0.16499920793731238,0.2833595941046261,0.05067789684821725
Vermis_8,0.06254874620854091,0.08553347162098834,-0.07096705909723688,0.06091003078758644,0.09648270288531928,-0.14235457413285066,-0.15200134192976414,-0.19378796579797106,-0.1934538441386856,1.0,0.033671087823883346,-0.07300864964366895,-0.02008232985842183,-0.284579413554696,-0.09159263636802384,0.08043695716777237,0.03338667128170132,0.03235320678707438,0.09774523118887625,0.19579903209433988
Thal_AV_L,0.37872990710956267,0.6831769215246116,0.4511365459404794,0.4298566934701663,-0.01826924005128106,0.4412138977929954,0.03076410513639185,0.050179968672771504,0.28432461532413955,0.033671087823883346,1.0,0.31031605460523837,0.2675362531326905,-0.043290751028873795,0.3820211857915036,0.3969229683784672,0.4148658477229526,0.14008010972257734,0.21460074016642336,0.38636840542399337
Thal_LGN_R,0.15079832693860656,0.3960308626587006,0.15538373152825355,0.5201878531376881,-0.25618333595124143,0.4095808642553955,0.4310983600814374,0.23964214704010942,0.49264239473272664,-0.07300864964366895,0.31031605460523837,1.0,0.38050797892068194,0.059776280902731585,0.21120178392118036,0.3056202250217142,0.14072244907636833,0.411321957769706,0.3100726433944258,0.21991863794414226
Paracentral_Lobule_R,-0.14312927839224612,0.3704724111797465,-0.2662651630188176,0.422431995930583,-0.29282506795763535,0.372010800155855,0.5656871715729029,0.1516899363726232,0.2575611906410057,-0.02008232985842183,0.2675362531326905,0.38050797892068194,1.0,-0.05463989739901199,-0.24538255578246151,0.3285409138586873,-0.1190153141404948,0.2792207639953291,0.7757283421529118,-0.10560140129943192
Vermis_9,-0.3059878865608355,0.07156670394004158,-0.11734793107011511,-0.1499573315760374,0.26485723560266444,-0.017295248729674487,0.34758356621095815,0.4013512088553948,0.3036889835174146,-0.284579413554696,-0.043290751028873795,0.059776280902731585,-0.05463989739901199,1.0,0.19184346679156694,0.20848600328529862,-0.2247684122670359,0.20416306418231644,-0.30259579796415115,-0.5021965665536505
Amygdala_R,0.478702877303956,0.3865759364708394,0.8082551883030002,0.30828583559997974,0.049764752614709314,0.43292621353620586,-0.15167558442228168,-0.03093383366723082,0.32963338733130815,-0.09159263636802384,0.3820211857915036,0.21120178392118036,-0.24538255578246151,0.19184346679156694,1.0,0.19767637116581302,0.5618877589191075,0.244332971155532,-0.32026064235899504,0.3929235964566591
Temporal_Sup_L,0.1856848739255092,0.4634202866879629,0.2188656378294037,0.5056544475410174,0.24481009000070497,0.43243685177443425,0.36899800716180037,-0.001056728259230433,0.012810413326491299,0.08043695716777237,0.3969229683784672,0.3056202250217142,0.3285409138586873,0.20848600328529862,0.19767637116581302,1.0,0.20962328111128378,0.4209707953389117,0.12847626542911222,0.23452523532654918
Thal_Re_L,0.6553159468351669,0.416530922511841,0.6255121329913451,0.18059898291237217,0.12453712859017581,0.30463606434005747,-0.27046059814677964,-0.30519930202481066,-0.032050024455594475,0.03338667128170132,0.4148658477229526,0.14072244907636833,-0.1190153141404948,-0.2247684122670359,0.5618877589191075,0.20962328111128378,1.0,0.1961331288677953,-0.1184557767705748,0.5396151647535028
Red_N_L,0.25883631006727237,0.29654806160603386,0.11471584102356101,0.30678802589129534,0.13646754437807837,0.34923113744031314,0.2261626117579373,0.1336392017530728,0.16499920793731238,0.03235320678707438,0.14008010972257734,0.411321957769706,0.2792207639953291,0.20416306418231644,0.244332971155532,0.4209707953389117,0.1961331288677953,1.0,0.0919911985356714,0.20497692894324177
Precentral_L,-0.09379889975581471,0.2545279215076996,-0.24457785039654756,0.4695752266326154,-0.4367331096208227,0.3641521220093616,0.43158051559493615,0.24954922559364984,0.2833595941046261,0.09774523118887625,0.21460074016642336,0.3100726433944258,0.7757283421529118,-0.30259579796415115,-0.32026064235899504,0.12847626542911222,-0.1184557767705748,0.0919911985356714,1.0,0.10628359079152898
