,Thal_AV_R,Parietal_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_R,Olfactory_R,Cingulate_Post_R,Vermis_6,Cerebellum_7b_L,OFCant_R,Thal_VA_R,Thal_VL_R,Frontal_Sup_2_L,Occipital_Sup_L,Cerebellum_Crus1_R,OFCpost_L,Fusiform_L,Vermis_10,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_L,Frontal_Med_Orb_L,Cingulate_Mid_R,ParaHippocampal_L,Thal_VPL_L,ACC_sub_R,Vermis_7,OFCant_L,Rectus_R,Lingual_R,Precentral_L,SupraMarginal_L,Putamen_L,Cerebellum_8_L,ParaHippocampal_R,Pallidum_R,Thal_VA_L,Temporal_Inf_R,Temporal_Inf_L,Vermis_9,Thal_PuI_R,Cerebellum_6_L,Frontal_Sup_Medial_L,Hippocampus_R,Frontal_Sup_2_R,Thal_PuM_L,Cerebellum_Crus2_R,Cerebellum_7b_R,ACC_sup_R,Thal_PuL_L,Frontal_Inf_Oper_R,Thal_PuL_R,Amygdala_R,Rolandic_Oper_R,SN_pr_R,Vermis_4_5,Supp_Motor_Area_R,SN_pc_L,Thal_LP_R,Frontal_Inf_Oper_L,Postcentral_R,Cuneus_L,Rectus_L,OFCpost_R,Temporal_Pole_Mid_R,Insula_L,Occipital_Inf_L,Pallidum_L,Precuneus_R,Insula_R,VTA_R,Lingual_L,Precuneus_L,Supp_Motor_Area_L,Thal_IL_L,Red_N_R,Parietal_Inf_L,Fusiform_R,Cerebellum_4_5_L,Angular_L,Cerebellum_Crus1_L,Thal_VL_L,Vermis_1_2,Temporal_Pole_Mid_L,SN_pc_R,Thal_MDm_L,Thal_PuM_R,Precentral_R,Cerebellum_6_R,Vermis_8,Thal_LGN_L,Thal_IL_R
Thal_AV_R,1.0,-0.007334593166335547,0.14239071036519485,0.12533634334619892,0.45418051070504756,0.22030479780710213,0.08276052112338438,0.1448364011008835,-0.05574707901659688,0.06883459212686227,0.15980067133737025,0.30782231390664944,-0.018608908292682518,0.26526441966933473,0.05651152388875618,0.18439540662971024,0.23366143068556486,0.3135733250034456,0.20587313514287298,-0.08353681565908759,0.25256779056122,0.31614972241017963,0.422300311203371,0.16591262870944093,-0.0714470806731268,0.0643845884444236,0.12587405010394295,0.33916978343821474,0.1335875476110016,0.004502287194527648,0.37837411177158725,0.3221723163052517,0.2962534199306261,0.548619745177347,0.4567122215547086,0.036834561412019094,0.17836869537157163,-0.020024533314042088,0.4027624379311969,0.1195298538871878,0.17003722173871377,0.2092870004361964,0.2745287515513742,0.529132829217038,0.19352100451374654,-0.04121534427298318,0.3503846603448352,0.501213500938754,0.3339929325794004,-0.0002504883474761937,0.08959079423304499,0.36831750177503414,0.171286456390937,0.28167209563960477,0.3306912532256559,0.533693634146349,0.33426636497219453,0.1357886803701541,0.1923440413103029,0.04207576870613883,0.13120132738143828,0.014712355187418868,0.17520419804080542,0.418608594712218,0.018272009759340898,0.12790521266606647,0.34199653913044264,0.3399890802072041,0.1276749041087183,0.21481464933353825,0.20593435345177613,0.38581801765647117,0.29765759173172646,0.47848163668126176,0.06459352438306991,0.24018559625467636,0.2738045652980817,-0.0753152963868548,0.22999591434195846,0.39718245340857905,0.04820175765379813,-0.14559126179884715,0.14808790863272203,0.5036813125778277,0.36750134006263957,0.20560349064234187,0.05681479961587544,0.12230589999993528,0.20976494494494294,0.016529485827631366
Parietal_Sup_L,-0.007334593166335547,1.0,-0.08211484312256795,0.2654477889791565,-0.17377101107358792,0.1404495050224316,-0.2698059386315298,0.36667410174454945,-0.28377116213286824,0.035632100117014405,0.0806687849838662,0.1314248788643934,0.7369261452015246,-0.1582074711295105,-0.426379193723013,-0.3980446489868757,-0.10956404236715264,-0.17497510062739188,-0.4073584542803041,-0.24660475807897622,0.030573536504023422,-0.17029509770686344,-0.07053777552886636,0.16390886908355087,0.0041649228698868316,-0.15820968725129708,-0.1299505533994496,0.07086749724450005,0.6433776080882604,0.4074945440616397,0.10229404224053953,-0.3445952754730798,-0.06401336980207388,-0.01740777978600627,-0.088031612427593,-0.0015487702073249635,-0.37316631348282797,-0.2899762171002369,0.2475189022521139,-0.3765709010927579,-0.05233405511759699,0.011449314273579309,0.2354800407287339,0.2553372815527015,-0.09079835832627321,0.11298205528130147,0.437123486725428,-0.011071608408501075,0.39393070880129166,0.6109513934291817,-0.42132859363033076,0.2605086247285932,-0.2019583201660777,-0.09665094238592419,0.46369608292251285,-0.1599678844895064,-0.3069021085792858,-0.36519656080745794,0.44398279640349075,0.5316954294965364,-0.059670231083028914,-0.33993747144664604,-0.03424496508156795,0.019686890015416892,-0.2341356665393328,0.5223215454378284,0.4142756942055441,0.08189791728770168,-0.42266976250348165,0.0004569336037208663,0.7819094039880672,0.20439714895090325,0.18772905035073345,-0.19296499807091844,0.8783080700180436,0.02600890485869175,-0.2617637969583065,0.6473746259297128,-0.25018059804091614,-0.07719046300911513,-0.3350053083317483,0.37206417896123556,-0.33882406272866455,-0.0769813027596772,0.18805574651716353,0.467936540213569,-0.2418139628329337,0.024023923385401217,0.05433666804035069,-0.1300300669924248
Temporal_Pole_Sup_R,0.14239071036519485,-0.08211484312256795,1.0,0.3376759299045482,0.42686767505954354,0.3996749999492456,-0.22883059906680647,-0.12133119009458164,0.6966213321224116,0.5264209095370813,0.3875253803704078,0.27104104383853656,-0.19254208729966996,0.2760755025550539,0.5814815605919091,-0.015387019040924793,-0.16397248969375777,0.3537636726626902,0.48177674543125876,0.31008998723796494,0.45336279724301,0.6425995956719542,0.5911775685012445,-0.3758760211058442,-0.24254442122198858,0.5334070933965426,0.32464188947272726,0.13349584990823943,0.08504029875496978,-0.1692488581526801,0.47390594965672495,0.03100102826484473,0.7391405905149401,0.4424995194976833,0.3413113390268648,0.3432866903269444,-0.22663213452864242,-0.293702826591001,0.18113179888049774,-0.190540230070649,0.4860620322576743,0.8088398982317839,0.5657633223447736,0.4344585601559371,-0.2633924304316505,-0.2979575890384823,0.24834244908448921,0.31950468087796036,0.4265287819859865,-0.1635149916762538,0.6714148409279589,0.3804700343228766,0.6993303937150978,0.2887902517413047,0.14288695116358957,0.3535222004536863,0.6280191497173658,0.23580179441757376,-0.21280093891417304,-0.09179130144885243,0.6953553923214374,0.861836283542401,0.7096769443826533,0.33567464489132753,-0.30319404044098885,-0.0033061972390697604,0.31339962649942554,0.6950562215573373,0.34705507012652104,-0.015088502542760947,0.25637688370500156,0.3234566973445485,0.3177187306139042,0.3497309885309996,0.09119771021971368,0.44472471607103337,0.1403450214068398,-0.3963644385774962,-0.15664007238216623,0.4672196592435928,0.532060485106952,-0.09632486894361866,0.5855645516516134,0.5321569433938754,0.435839984430839,-0.13240313618349364,0.19043428687770356,0.03434404224411956,0.3105965269968663,0.4279837614878126
Temporal_Mid_R,0.12533634334619892,0.2654477889791565,0.3376759299045482,1.0,-0.0208575063389434,0.039480360944851994,0.24391574337851007,0.19046644570599802,0.17815472606502206,0.29806341433843875,0.4772792523416531,0.464815224888492,0.32751693642695506,0.6220115992181813,0.02880798765609913,0.36878185881851794,0.38538056136684207,0.022965889853504052,-0.17686452456966328,-0.011247159579489215,0.5752674773406331,0.34108900391513264,0.04314464655484104,-0.1254878836479234,-0.061777230487420086,-0.07467676213313594,-0.009031423494111967,0.782736254576551,0.424666465493208,0.37574815715516496,0.5018089860856022,0.26737952038851465,0.38630671164360825,0.18143921569037647,0.2964967744861566,0.7954972310361773,0.14946373551354325,0.2610277928089435,0.44934241547896303,0.2902781473617324,0.25913738330075864,0.5144137497453383,0.432866228434266,0.28324710608798426,0.37217256029557266,0.3862307269233839,0.3929474236365818,-0.09352656788264954,0.5636155412031332,0.21756165461193078,0.22598278859790796,0.4842088543045713,0.0878741445880293,0.6709695309900113,0.5075979070028419,0.19063183458160715,0.3556442098101445,0.04867184964155552,0.31842098944472913,0.6950743801151185,0.296089931466654,0.10179453191712164,0.3632535015580447,0.4730274689638446,-0.01804459633136809,0.5313809099935646,0.6466262435220562,0.47508994272349797,-0.10912160355172335,0.651617844601755,0.5459878644851366,0.5261677086112428,0.22826566873689655,-0.022689387032680877,0.4537880162154124,0.7932086143166616,0.5124760803418549,0.1599462250300988,0.18064896214521453,0.3983996404499575,0.11972558068973888,-0.09004034480819337,-0.007481127137737351,0.23561446003881328,0.25132249987287997,0.42627746206628314,0.5531546222220752,-0.20805710369600766,0.25895585640138175,-0.14982738684672997
Olfactory_R,0.45418051070504756,-0.17377101107358792,0.42686767505954354,-0.0208575063389434,1.0,0.09994964463330945,-0.20327319169432437,0.04927635595405466,0.256434656579732,-0.13908368583989184,-0.11898628515901186,0.0676260251705019,-0.27308743264821006,0.14177169701870823,0.41587127727292067,-0.11779479796641722,-0.15139540625617964,0.23574478846864017,0.3207175311643214,0.12297042817142369,0.02096609527070919,0.4020474640997388,0.4633654268530953,-0.17413359585769964,-0.1056475961189858,0.4267123686393168,0.1322283560549125,0.024270484486708342,-0.15124331906560173,-0.2656563152005655,0.22598198011308498,0.12540860694404737,0.5156862532167105,0.39687536207965574,0.28444350225784815,-0.024371314260278835,-0.10222198326146942,-0.22920258517894285,-0.05768529480968529,-0.1828064225836239,0.19096152443879716,0.31461272501918125,0.16936972360582253,0.41073482037675973,0.02693287352012624,-0.1388797121642298,0.014635955321395881,0.419500010690614,-0.013543462082598694,-0.14992458863745492,0.47713248214756365,0.18887191612608656,0.3033557008284925,-0.008743240941680136,-0.13614544497297293,0.5191793165463968,0.33703439613151454,0.05667174892584898,-0.23216714792679305,-0.29189120992865286,0.29507720538360616,0.3943375129361953,0.29922530049439316,0.22095652903422008,-0.21533707410447672,-0.17902270661273081,0.081836333480079,0.38616780032558606,0.3173844828112348,-0.19585067306146833,-0.03772667872078872,-0.06331079302742738,0.04525865381190053,0.5841353129929353,-0.15287155167074898,0.03825007058460541,-0.013296478822929548,-0.36275450037013757,-0.06286725495708535,0.18848218576842038,0.10044833036285476,-0.32777233254177984,0.3865354683883375,0.5400912096946798,0.27563529059850017,-0.21184110004803303,-0.09850789846561436,0.10986041236002647,-0.03824924741160366,0.266826333005249
Cingulate_Post_R,0.22030479780710213,0.1404495050224316,0.3996749999492456,0.039480360944851994,0.09994964463330945,1.0,-0.05828741665249652,0.0080926574014122,0.15542102874454755,0.43566463822887735,0.4230900903771616,0.24972599230026973,0.04866910654341065,0.021723325262193702,0.18503845766633747,0.07692176855833162,-0.098420737463352,0.4627081734849483,0.4105766250237759,0.17444188394744842,0.3407379345415722,0.2637374981287548,0.44769202434502897,-0.13209656675777456,-0.22760516206656292,0.3380256955159543,0.21855227346943967,0.05862059918707463,0.18402876581161173,-0.06786268888896868,0.3956007937479056,-0.013979823506789472,0.253670655050985,0.41303754096810485,0.24680603623447916,-0.026889019698583906,0.01815165309172992,-0.22306082109745698,0.12926158322359457,0.0047718286601119726,0.3401831268753064,0.33350860212971045,0.3807394279159697,0.363345477477979,-0.2484482020857591,-0.29030929730797966,0.44133579067095025,0.29624023240937836,0.3698107082702104,0.14711068694784035,0.05195374351997143,0.28100377324192466,0.4338767548131203,0.12753321931367484,0.4185335216637626,0.20860822832926426,0.25343727413383693,0.27543163309074353,0.18296534679311266,0.0494919454635486,0.29085289177806617,0.2076352010208563,0.3597776368528007,0.2554929632179138,-0.12663584960289276,0.20702627402650767,0.3920766439934419,0.3848691118092495,0.04015596420983752,0.1070761868703354,0.293452998277578,0.47086392872138205,0.45322223260153005,0.11202071943453598,0.1735613927692385,0.18383516934033162,0.12853723752802074,-0.0035605290143477806,-0.09138472104489415,0.39078292798923525,0.38656500637528046,0.044643677382781646,0.2526363660014741,0.3589873067817415,0.6300152259887657,0.14362208975005006,-0.12040664270244754,0.2116510150883271,0.3425493593802325,0.2551938813491966
Vermis_6,0.08276052112338438,-0.2698059386315298,-0.22883059906680647,0.24391574337851007,-0.20327319169432437,-0.05828741665249652,1.0,-0.051784235580388735,-0.19031846525191623,0.0063356134811128695,0.19015438244080857,0.2389614250591792,0.0971030393241123,0.6694307223802269,-0.08104585993438224,0.7030914898043491,0.7137660527433868,0.05935426537071931,-0.007388849538728596,0.09320390656500548,0.13891370174619722,0.007024486245956154,-0.24943757597620175,0.1102347114180927,0.10239762264742747,-0.377496201371084,-0.06770386312506999,0.5384929303118837,-0.20850045639609163,0.22864798172268083,0.20130731895287798,0.5830454073513078,-0.19138052178781312,-0.03823582980355439,0.12578865494790104,0.31355717288374063,0.5884493558818816,0.8053405259994459,0.03706635341571371,0.8705770697103916,0.10955116168143997,-0.14347847233641092,-0.11888250729322013,-0.11400222506426179,0.6909287831138586,0.4923611430325377,0.000839036963341351,-0.2228942771794777,-0.027429450534897093,-0.04085674979147803,0.14635290574027288,-0.06769879798088264,-0.11651331069690882,0.31333271350796493,0.13610828241093398,0.10658463142108798,0.09394325630843256,0.3580744271329249,0.020465145320707034,0.2523199886364052,-0.37349481149740893,-0.15996201280767908,0.007943767878183138,0.3546191707272592,0.4947391639795405,0.09228603930496534,-0.12764604135452084,0.09299793303374033,0.10627741846083294,0.713344108193876,-0.2830641878529048,0.21616195479318706,0.010394485597508146,-0.07276039695464956,-0.20277096635948602,0.34814520051986236,0.6330317649379247,0.16327874185632343,0.6553690777316343,0.2122380514761027,0.05898085531723211,-0.05090126554504706,-0.08447369755090871,-0.13848215065520786,-0.2843897781552521,0.036542742290197,0.7050239826933156,-0.10387850156514895,0.1525506074787525,-0.2828275767537158
Cerebellum_7b_L,0.1448364011008835,0.36667410174454945,-0.12133119009458164,0.19046644570599802,0.04927635595405466,0.0080926574014122,-0.051784235580388735,1.0,-0.18844781437384978,-0.021317013755187717,0.06740768699644621,0.06613373150700579,0.40175624898537443,-0.002699624749036981,-0.28434930266228026,-0.03587121078834357,0.17257252320405414,-0.13770413278402222,-0.2924858111375534,0.03846619240602267,0.05977733986790429,-0.004768395718611698,-0.030287638993205825,-0.015662543663221194,0.03869495656661894,-0.11345725027888509,-0.19914393727696256,0.24165142841521212,0.2884440243508422,0.25953556810722606,0.141146034032155,0.08592283094454585,-0.07898843451892813,-0.05781726593066841,0.051387739411264004,0.028508388300937805,-0.009626880892419292,0.05811060026992762,-0.020736017012924116,0.01637374242890317,-0.10051029743026203,-0.05534568480927153,0.037116540872798115,0.019116386919196225,0.09200046133721988,0.09001009972722478,0.101110305337544,0.04604422715350867,0.16260702433389146,0.4612627296189725,-0.23258845820462934,0.24468856110628942,-0.13728052947454908,0.12423521717344814,0.19719524743992928,-0.06464240598345296,-0.13937581301170668,-0.20826326312397916,0.26988818265390446,0.32402548734217623,-0.1536978577702057,-0.2509393739254519,-0.12267387567221133,0.08826522754192383,-0.08661316081847034,0.43083402375345853,0.23784914443177682,0.10931346354299064,-0.3416062093658556,0.17729898935854488,0.33282822664180606,0.10507052314973524,0.12874034750932747,-0.2643151193977997,0.3662026182014582,0.061007792607159925,0.07056552673625406,0.35380028302024796,-0.005774435864369548,0.04487686680307204,-0.32240101873844496,0.10334387141715817,-0.26713259500661035,0.07603578609097728,0.11817773279992366,0.32632261584493244,-0.04164976079048526,0.00335268653184719,-0.16186091258273475,-0.2238289765323206
OFCant_R,-0.05574707901659688,-0.28377116213286824,0.6966213321224116,0.17815472606502206,0.256434656579732,0.15542102874454755,-0.19031846525191623,-0.18844781437384978,1.0,0.40851919415316446,0.21878782151973955,0.15595792241987955,-0.2813091022935861,0.134129237295747,0.6453763242876627,0.08244970073084891,-0.08293473714232623,0.2637649665528967,0.42783480623051784,0.4483803477296336,0.378508338091158,0.5308331579795146,0.3645609012727894,-0.4961580788669903,-0.17920489082778057,0.4949581510219545,0.10527830980094284,0.0057456304082041994,-0.1468501892110315,-0.16569215767925102,0.30876652512560376,0.04036795540176557,0.5373553805445827,0.12503122202253975,0.15655946193702314,0.2056761183942202,-0.05338771873702492,-0.06914404106786082,-0.05841470396266142,-0.05316467692233909,0.3762294997628156,0.6018286006766013,0.3569606760441947,0.009637586344848204,-0.21917579165669662,-0.21183293887661822,0.016894765789158033,0.21687543984198887,0.14029571265976468,-0.15558831772339127,0.6863249087598291,0.2574910467915022,0.6062702170537972,0.2599395223493935,-0.07685424764579045,0.1362191687795759,0.5410899865812779,0.3432037782156534,-0.16510353665026617,-0.14747121161379062,0.6178461368978381,0.7694868335318649,0.4651924202788157,0.2079771542095092,-0.1445378625563905,-0.1474079167926571,0.09868059729476958,0.46531121702151435,0.3002101232092447,-0.0486014627149016,-0.0070378728645168545,0.09460650047715963,0.06298923149651774,0.06489482410061644,-0.14021510553799899,0.25239480290518834,0.2147689699137804,-0.4035467791765987,-0.20445374487336496,0.33272871636233586,0.4492657629009753,-0.19094709010754257,0.39486966838064325,0.33068389070296883,0.2480827136017048,-0.15584114121119721,0.19070769126950313,0.07952245648934082,0.24270679473276077,0.2705882564878844
Thal_VA_R,0.06883459212686227,0.035632100117014405,0.5264209095370813,0.29806341433843875,-0.13908368583989184,0.43566463822887735,0.0063356134811128695,-0.021317013755187717,0.40851919415316446,1.0,0.6501398321108467,0.40422818394057214,0.04197630992122584,0.15936115964998548,0.24154921240165872,0.19146598573642218,-0.019154782942179895,0.37560538727312104,0.38979014882459984,0.2576828036168553,0.5439942763573716,0.48566845561883176,0.47932865119430446,-0.20575736658281538,-0.12451603569402696,0.2182247449638302,0.3562447545192349,0.19400506929959643,0.19143551629868114,0.13963137568643594,0.5870646965435302,0.04607810481768011,0.4413581766858287,0.32053795865357276,0.22602977487094775,0.09943038392011044,0.012280330090586761,-0.1368752925170848,0.26655210083483316,0.017795777975756526,0.4233577487764283,0.6312634367371848,0.5724050124410645,0.28269655838392654,-0.21946849410590938,-0.2182345162545173,0.5228269496015646,0.1804582339407164,0.622017784254953,-0.021510355955372096,0.21106211396727573,0.4690698357087919,0.591652696662991,0.3581493797448628,0.3875811012633535,0.08564144231785344,0.30956014392860365,0.32927384863598763,0.2145217607754285,0.2279118998510377,0.4409548140981377,0.41108721905026996,0.374230699862516,0.4226146260953252,-0.13051080369208048,0.31728620112253303,0.34850455693948484,0.5944724678333619,0.2661574851105345,0.18473992913847262,0.3659809808689244,0.5120156180400268,0.5144313088463254,-0.01482910035989934,0.2019213066285987,0.36894646644757445,0.2545832881631453,-0.12025987820259458,-0.16085344290901427,0.4767981348329829,0.5670793830777651,0.10907335696311089,0.43410879472047376,0.2655569733195585,0.3520504023996774,0.22418180645284974,0.16849163842240988,0.071743890830949,0.4316408501191662,0.37320760398352504
