,Thal_IL_R,Cerebellum_6_L,Thal_VPL_R,SN_pr_L,Calcarine_L,Vermis_10,Frontal_Med_Orb_L,Thal_PuA_R,Olfactory_L,Frontal_Inf_Oper_L,Parietal_Inf_R,Raphe_D,ParaHippocampal_R,Heschl_L,Cingulate_Post_L,Rolandic_Oper_L,Temporal_Inf_L,Angular_R,Rectus_L,ACC_pre_L,Supp_Motor_Area_L,Thal_PuL_L,Cerebellum_8_R,Rolandic_Oper_R,Thal_LP_R,Thal_AV_R,Temporal_Pole_Sup_R,Precentral_L,SupraMarginal_L,OFCmed_L,Amygdala_L,Cerebellum_4_5_R,Cingulate_Mid_L,Vermis_9,Thal_PuI_R,Putamen_R,Lingual_L,Occipital_Mid_L,SN_pc_R,Thal_AV_L,Lingual_R,Cerebellum_6_R,Calcarine_R,Temporal_Inf_R,Cuneus_L,Cerebellum_7b_R,Fusiform_R,Cerebellum_10_L,Thal_MDl_R,Frontal_Sup_Medial_L,OFCpost_L,Thal_VA_R,Cerebellum_10_R,Vermis_1_2,Cerebellum_4_5_L,SN_pc_L,Thal_VL_L,Parietal_Sup_R,Precentral_R,Vermis_8,Thal_VA_L,SupraMarginal_R,Thal_IL_L,Thal_LGN_R,Thal_MGN_R,Vermis_4_5,Temporal_Pole_Mid_R,Frontal_Mid_2_L,Thal_MGN_L,Cerebellum_3_R,OFClat_R,Thal_MDm_R,VTA_R,Angular_L,SN_pr_R,Frontal_Sup_2_R,Cingulate_Post_R,Cerebellum_3_L,Parietal_Inf_L,Thal_VPL_L,Precuneus_L,Red_N_R,Frontal_Inf_Tri_R,Vermis_3,Amygdala_R,Parietal_Sup_L,Cerebellum_Crus2_R,Temporal_Pole_Mid_L,Cingulate_Mid_R,Postcentral_L,Insula_R,Vermis_6,ACC_pre_R,Red_N_L,Frontal_Inf_Orb_2_L
Thal_IL_R,1.0,-0.3018716545010939,0.08095792819587039,0.2401961265027889,-0.17362805827029718,-0.2735042760343031,0.11749636189315303,-0.15832048873874974,0.3006332811233954,0.21021779367937488,-0.07634126887482562,-0.4250663344324887,0.5248575127099459,0.3068812381558728,0.4000372913181349,0.2685140199543312,-0.09973338790323294,-0.15284000560330907,0.3460925016673524,0.5504318044092609,0.24738419503849554,0.50494550932092,-0.10386990609588734,0.2493376548798178,0.26584466817670266,0.016529485827631366,0.4279837614878126,0.07143607715047373,-0.13721474696768135,0.334946933428922,0.035652916472774465,-0.046989507764494474,0.30244268174018185,-0.3898236599289241,0.05573426547240574,0.5684652707053421,-0.250822679522404,-0.2651317148259754,0.5283719887905661,0.29090528475992744,-0.11110828182399304,-0.09656109833860232,0.011777510729284046,-0.17610283699353138,-0.19379413574692597,-0.23652144338483097,0.06660142582766448,0.35942647926266175,-0.13757387958590192,0.26871509484598527,0.3132725756634187,0.37320760398352504,0.4851470435355788,0.4553554099524452,-0.037685404784272965,0.25085511112802333,0.2710813355497807,-0.061438331978998,0.06700670660865077,0.17713390333291973,0.28772112946489864,0.04422639306271302,0.41942369252170214,0.07238953542855864,0.04699557825240578,0.05014359253583981,0.3315344494083474,0.3542896364023527,0.3106844709987895,0.22836112550138127,0.3063033871743718,0.6050160880925466,0.3480236037649598,-0.3688956842312126,0.5321843597235315,0.39591341234783967,0.2551938813491966,0.43141745102363716,-0.028043703343070384,0.682749538744821,0.152671719536324,0.38709693469448636,0.5234543133914132,0.45294620465991586,0.24510424333734154,-0.1300300669924248,-0.31586659082138185,-0.09516909176727642,0.29039457999269036,0.14498913522350787,0.3058395573927086,-0.2828275767537158,0.4694246776927517,0.12592356567067123,0.43284152820476984
Cerebellum_6_L,-0.3018716545010939,1.0,0.24319671673831703,0.19197959708468923,0.539976929696886,0.7492114174910227,0.20700531388261045,0.14054672710143584,0.04658336505728283,0.47684650777994375,-0.11547150646935156,0.58618582653599,-0.15058638522378606,0.21067070858840162,-0.04071180098871975,0.2743112307525462,0.7432385932017438,-0.016181163410936086,-0.3063838659066566,-0.3491578027952292,0.2922348859695889,-0.1545298301704402,0.7848621372459599,0.005649080989090362,0.31363280028954266,0.1195298538871878,-0.190540230070649,-0.2130175925325545,0.2348318128172704,-0.13513470150440293,0.5259244515891737,0.729055631388858,0.2705957401483657,0.8371299438775314,0.02981050544302447,-0.17014264603374657,0.8108072061245832,0.16345489335315733,-0.08327637105659712,0.15044434552777639,0.6147736670046428,0.7065426674540256,0.22318017486855293,0.4001906775913344,0.2835173616602879,0.4004697291848726,0.4593286278932872,-0.2643655058850669,0.19379016153301798,0.14255031758101266,-0.043672672700261074,0.017795777975756526,-0.5349499138080502,0.18963559857456241,0.8147216329188666,0.11707915867445609,0.3486632306887295,-0.4999688316935132,0.09297737426910568,-0.09241462377471414,0.17855752988939094,0.20237671640993732,-0.011134128930011186,0.1321869803739641,0.061853909302050855,0.519525893264263,0.0237522192637626,0.05445839834524772,-0.0725001290052172,0.022552088838776567,-0.12850568805815654,-0.06977939227767459,0.049341818188899315,0.09999965247722264,-0.035661094464056596,-0.042402992849259975,0.0047718286601119726,0.18507906194956272,-0.27539938856733287,-0.1574281509479846,-0.27340915708329483,-0.08631791899666033,-0.18141961388014713,0.10641652588526243,0.16935288725848957,-0.3765709010927579,0.6105247180810105,-0.05339950553659152,0.28605271187557174,-0.3658882654729287,0.12351554719647602,0.8705770697103916,-0.02140958701670882,0.2893510133193035,0.0820076054494112
Thal_VPL_R,0.08095792819587039,0.24319671673831703,1.0,0.24860714603086004,0.538592239261383,0.3813723535628025,-0.2082767422186818,0.6793706595507878,-0.06156960950608355,-0.029544901156636952,0.28650736903012775,0.37351033175311,0.185416398092449,0.27110118679115625,0.16732543233345526,0.40937270100538264,0.21377746914275422,0.2692421859210939,-0.09830868940434388,-0.11580466425029279,0.42571335425995294,0.15380421150656265,0.23324247068735532,0.3501692463029343,0.2591321766088483,0.4963573984588726,-0.015338552806579564,0.32910330939885524,0.28707811854589016,-0.2984788542650736,-0.05079644911138002,0.40988962603082096,0.39068580366121214,0.20010147425876654,0.6171971932994275,0.20304876402097027,0.48662182406628146,0.11741924684123828,-0.061751945773287506,0.022435374543789344,0.6378817862360383,0.1970566490782352,0.4681802739996082,0.3317474828481749,0.4646059732417352,0.2672274854975605,0.43919671503529073,0.0582675190607172,0.3046543737054791,0.14532390169534543,-0.23359149296961643,-0.040542072350590624,0.04164324923413396,-0.06765273567258702,0.36739651408730695,0.3803140841986269,0.3454189205039963,0.19356891739922547,0.4171956479356764,-0.11071167316240596,0.324415427215948,0.3773672871781537,0.26228942675588557,0.5824188934154954,0.7351840312720892,0.497284085390367,0.1493312842473901,0.210342463420332,0.3404128074081879,0.42849331249491995,-0.09135115213799631,0.4140783151653922,-0.059558568236211876,0.2029055239847963,-0.13115853634022168,0.3051643915485638,0.028259886193019168,0.2709444641580071,0.2952949044772521,0.13363489016116292,0.39534777616171757,0.4280231416381324,0.23021016057482707,0.42171140698046006,-0.09894304537172192,0.17868671126274566,0.40761795732007805,0.002627693719425207,0.36684484428484765,0.19922185235546827,0.2098489016873004,0.20021892597433047,-0.03039124932255693,0.6253677983549444,-0.11178076887266074
SN_pr_L,0.2401961265027889,0.19197959708468923,0.24860714603086004,1.0,0.12770109212793948,0.24094347740508434,0.2865224445183056,0.2419429856441059,0.6684476711657896,0.30838691339690844,-0.24125702241134675,0.1463193204681999,0.6225771218964647,0.41109253017943903,0.1311770733853014,0.29406420734608424,0.22523794150168222,-0.170158179254036,0.17423453867232497,0.19427757702254556,0.18728784130482926,0.43770964774787563,0.39162217068256255,0.34291471217354313,0.4061883584246632,0.45915586448034285,0.37912264403466545,-0.1531333519726261,-0.10362679659913827,0.36681399488644806,0.34009351048955744,0.37950588755159426,0.20226872546958896,0.12039460405823747,-0.027134822364792657,0.5395879764621531,0.19284403352501847,-0.1192956454183599,0.5459013471001062,0.14395793080957667,0.35871927639303697,0.2777095159311478,0.11739367658746142,0.09749943830447341,-0.04584855371840537,0.14630276373888865,0.2945773403501252,0.3781098896519107,0.014195791871158622,0.39734252876842024,0.42229883486086073,0.08314284354855922,0.1780433435951802,0.24855892100901142,0.3916759053877042,0.5975329031006631,0.3898041802813123,-0.3181063103711677,-0.004533849761690593,0.03348314262189552,0.4974732186177783,0.02271471238961365,0.34476347465602974,0.356612937964124,0.30278664089119856,0.3234119064923304,0.39236577814080276,0.07071567712617735,0.22398379242669705,0.36668287181256326,0.422236683320034,0.3419450781342528,0.4164306504396529,-0.277757903925587,0.48500706058468585,0.276941940899212,0.12149759654787365,0.4079461725579841,-0.18074761768447,0.501068228375142,-0.030254520205731758,0.5334596386263664,0.3337376570416569,0.3930339159865585,0.6057910700871179,-0.2804735221429648,0.32251084474827746,-0.35835294499640385,0.2900310723957251,-0.2137045963811919,0.5996013373226651,0.22095910060758756,0.49663650148520416,0.55813781926437,0.35388747907507434
Calcarine_L,-0.17362805827029718,0.539976929696886,0.538592239261383,0.12770109212793948,1.0,0.5926601003945811,0.0016054611728610788,0.3031606647767258,0.031154648786458853,0.29200533624727953,0.4220495817921135,0.3570588995192537,0.18581238125234037,0.43455800997458194,0.3071812216307118,0.5734741369541201,0.4464127067320958,0.5685539156662283,-0.02970839044854222,-0.154154538321877,0.6152746345946418,-0.008910587668689707,0.5453834271307654,0.524652297273089,0.2635073420687707,0.18941811467708505,0.07488532018703294,0.39756143249494386,0.585801040916117,-0.23752069515679614,0.09617421080072977,0.7347953359175459,0.6879821573740359,0.44905462912122496,0.42566143435594495,0.2151404279047986,0.8895729376137327,0.3622845157218015,-0.09196393406476625,0.17587775936202035,0.8557927149385623,0.4976913775629907,0.8476930249067531,0.542168861138118,0.8603395516756335,0.3823489751873885,0.6917325236064678,-0.009399498258934796,-0.018107461547395072,0.334574739684618,-0.1282558215159288,0.30427180434315365,-0.17951683861122636,0.17003782210454454,0.6795472312563391,0.1443864729042176,0.4468577159062674,0.19433616992248492,0.5767733369988943,-0.13213722814450635,0.27944493941799664,0.6548295762669561,0.32055265890230605,0.5347308142922416,0.2761263840551375,0.7381658905567688,0.20155208720381942,0.30666220320102194,0.14853829498302995,0.5108081356850559,-0.07463841783950168,0.20661804908604636,-0.16985964895657552,0.4123182206304535,0.04150395525719386,0.4730708944042389,0.1777950048569736,0.32959251796433753,0.4364361065604045,0.03663609317599562,0.5679274926802792,-0.06138721070881568,0.2584789366536045,0.5095344857607406,0.010701504349931026,0.29768306590894544,0.43967323936221675,0.050313036626931054,0.634487640520462,0.30662464253527333,0.4680951279896667,0.4556486991206275,-0.021165542152804882,0.3652914888515523,-0.046272373945921264
Vermis_10,-0.2735042760343031,0.7492114174910227,0.3813723535628025,0.24094347740508434,0.5926601003945811,1.0,0.10982210735869548,0.2478990865275543,0.04135014537655469,0.3965455127982886,0.11748879779959992,0.5978929593093631,-0.09374324385220852,0.3538825890475512,-0.036584515142109766,0.415698818369789,0.6272638894242513,0.19509645671323025,-0.30060787255942817,-0.3352669989042851,0.3385800729250067,-0.0008622801654094579,0.7261569369073662,0.1458200984512774,0.2629205801061303,0.23366143068556486,-0.16397248969375777,-0.12537466534055197,0.3440980992033391,-0.13118670164361967,0.42033863911057784,0.7204983601238595,0.2980060252866195,0.8405594285707508,0.17495585658537313,-0.1520176071768407,0.7809694803851241,0.3884913166094843,-0.21757927772168237,0.07616011485896687,0.6445610439032481,0.6330861374033526,0.3710485872191874,0.3460054807306853,0.4687843222062263,0.48083029853929243,0.37642349590630453,-0.06440442602788637,0.1606893977880345,0.2618979617450397,-0.059490630479404685,-0.019154782942179895,-0.5421132897090014,-0.0733116865073039,0.7668539463725725,0.1383858776224078,0.301066846070674,-0.22937477356975716,0.273691079408327,-0.23229353053347707,0.21063730142187614,0.34956260753014134,0.06729318686092955,0.25489666359125723,0.15106547173853566,0.5694082933963975,0.04008387073339266,0.006575610740584832,-0.09265287052075086,0.11880045023630405,-0.04486922588031303,-0.0842557256543477,-0.11034137106610797,0.19529758868557756,-0.11859053217648036,0.13612284315682177,-0.098420737463352,0.1117801191491881,-0.026581470817648667,-0.14631755494918272,-0.004614313407294376,-0.012526687645980153,-0.11359130410041354,0.13453543302987397,0.18125809755823535,-0.10956404236715264,0.7178434713022113,0.0033023184943663016,0.3806706302216555,-0.20915731888413194,0.2383319007969046,0.7137660527433868,0.046929484984698254,0.37929675015333003,0.01632988592266537
Frontal_Med_Orb_L,0.11749636189315303,0.20700531388261045,-0.2082767422186818,0.2865224445183056,0.0016054611728610788,0.10982210735869548,1.0,-0.16559862043345416,0.4872485867502379,0.4500640277553075,-0.14176396289444546,-0.04863183027899472,0.2390484750022955,0.26466105469731604,0.18834814931567267,0.13320792528314904,0.24298410749264215,-0.07177333414254017,0.15868190683937464,0.2834979381667587,0.017034192536318517,0.10609513639655087,0.24348149771695837,0.15515269848507596,0.34568366106510484,-0.08353681565908759,0.31008998723796494,-0.31399234865494163,-0.01706226192405618,0.4754029204630678,0.4417412978306396,0.23688653150381755,0.2058115263677238,0.1658891397472617,-0.24814109651641744,0.2845173392160573,0.10493708561980011,-0.041020848913740325,0.3310086804164273,0.34116514396381964,0.08299897756506017,0.16023098384034334,-0.05818881282184978,-0.04779060129947815,-0.057018335563926395,-0.07942567576723618,0.08826259309199726,0.1896192220480778,-0.13473585470122465,0.25774801341577586,0.46968930261190717,0.2576828036168553,0.02169056010216497,0.3313407905058017,0.28940842760499363,-0.029314780226274248,0.27174658049595635,-0.27013148842085694,-0.11322642333263473,-0.008966730141326984,0.17711996940334276,0.08690090541600808,0.12547055231261434,-0.01431932344353906,-0.1808719135421895,0.20718014155140022,0.18363891043567587,-0.059084485057516074,-0.06365958912988604,0.06508823266348052,0.2580689702686258,0.23267211307013339,0.3514342245891704,-0.13245584218999418,0.5505160055517724,0.12165043340486963,0.17444188394744842,0.2555754131726161,-0.21271447677466843,0.23855658320755768,-0.12985298687786068,-0.0007937801425326746,0.21288438609087518,0.134825993971132,0.4297277636371278,-0.24660475807897622,-0.09562482494528116,-0.10348386363622034,0.2772638995794983,-0.2590069041050739,0.35982217593243243,0.09320390656500548,0.4240109597236886,0.18580870637826338,0.4513207400712768
Thal_PuA_R,-0.15832048873874974,0.14054672710143584,0.6793706595507878,0.2419429856441059,0.3031606647767258,0.2478990865275543,-0.16559862043345416,1.0,0.002146899420337852,-0.15650762989503558,0.20882222646458642,0.5825827663200587,0.2049810928446741,0.03210322731804877,0.035582895366703754,0.18039982670669832,0.09860789843190504,0.16539220749598635,0.10400597267105767,-0.14252773340929248,0.26436864056225506,0.10057423823368254,0.16114814437881944,0.26233119326971893,0.30359265278694575,0.5023312257687336,-0.0242338668003235,0.2347006748905685,0.007437590339120999,-0.16325214498132098,-0.16368717251035245,0.3244732140080539,0.14305686075472238,0.06095714226706694,0.5317865174749734,0.1417482513834144,0.2743771472246544,-0.08968772758790208,-0.10740653762387364,0.09522672837787127,0.5013488660737275,0.09913276888986598,0.28871038791946724,0.32758268172696803,0.24460588673771336,0.23086332806177545,0.36860726473650274,0.0909306715328356,0.49486393057892375,-0.004462234433401227,-0.11878818370548715,-0.2746886127803348,0.14594700966018573,-0.18305561520760294,0.30039365625493697,0.5016570702778017,0.2672975238135301,0.14004615745981092,0.34341143484096787,0.049879431132228536,0.33377394058534937,0.2599238679038267,0.014711229214454837,0.6330267492830125,0.5445716350131357,0.4121468880158408,0.13018199746166723,0.03634917486337682,0.4161340869517902,0.38111205309291923,-0.04221467193164612,0.1416328695556608,-0.17851996298898679,-0.018677134782436138,-0.17621540903794403,0.11271439589048814,-0.043304502624650215,0.17243124522891332,0.12828636626337672,0.08628222123618913,0.2844609891781371,0.47993572883505675,0.11959642524578297,0.2782806954860642,-0.03887437156056636,0.10521182612407516,0.3071401080470648,-0.09129193399072207,0.20473048813356592,0.065605911728354,-0.008146868417179496,0.03849001500883914,-0.1940371179307735,0.4049351870062152,-0.23003907173387644
Olfactory_L,0.3006332811233954,0.04658336505728283,-0.06156960950608355,0.6684476711657896,0.031154648786458853,0.04135014537655469,0.4872485867502379,0.002146899420337852,1.0,0.5073306431863848,-0.26837914921787775,0.02642877765304074,0.7148627018030549,0.3961504821311007,0.16513975797637476,0.25477348250800935,0.17348362001989168,-0.16660048234994784,0.4396401071532448,0.5197775935677236,0.10467475260749358,0.36605524128313793,0.3116489244771733,0.34976088887967854,0.5839146472584851,0.17798768615615546,0.6372874503230773,-0.2334879288079129,-0.07884856242047686,0.7290147654902922,0.5014007570535122,0.3361985990923691,0.3137444678699438,0.010346748123556012,-0.12134952446711034,0.5340458911625932,0.07027423129346753,-0.11852230507989953,0.5696843739913922,0.43064275259051527,0.19693787605689494,0.24794678011319243,0.10740643683833567,0.11989836987699644,-0.07143534368661124,-0.018415573764549203,0.2772472650128317,0.632570387496387,0.030434552320435727,0.5916459259411077,0.7101403087695541,0.26181761902591744,0.3522254848731987,0.5251515598854004,0.3179644805972858,0.4032885679328317,0.43519397992662223,-0.3361754486863862,-0.11353217274954346,-0.03543828234828497,0.3844325611019193,0.04618704882542571,0.17669379481100864,0.291845054862503,0.012550895855820402,0.2959551147632642,0.48567679223825105,-0.012250122122450411,0.2307795110053095,0.3549989053426008,0.5574626658138618,0.393593384854877,0.4838579556091445,-0.4006269636840933,0.6861227476006737,0.40956892415575136,0.1347262254543646,0.47595228707231774,-0.17274114124605855,0.5438391746558059,0.0008187991292178523,0.4155626744898099,0.499252041100207,0.41956022115011626,0.8100608935577585,-0.2720992952453909,0.06821979885817184,-0.3236759386116647,0.43180737612090353,-0.19964604510111753,0.677005213902481,-0.03137536501568774,0.7463071144524376,0.34517315945216126,0.5502449285075336
Frontal_Inf_Oper_L,0.21021779367937488,0.47684650777994375,-0.029544901156636952,0.30838691339690844,0.29200533624727953,0.3965455127982886,0.4500640277553075,-0.15650762989503558,0.5073306431863848,1.0,-0.08824785580401182,0.17916281565919978,0.26844758882035,0.5743306114218518,0.2554787593281409,0.5573523806218976,0.6136458981070715,-0.09480502276346513,0.09912834315894266,0.32372111395602376,0.284767004930795,0.3009913625581044,0.5131147104223478,0.2732618607750465,0.4649223435235261,0.1357886803701541,0.23580179441757376,-0.3012478787152493,0.2581690032108714,0.5007772591480448,0.7541739909486984,0.4657094277357195,0.5142822200823005,0.41200652827309575,0.0030120365710776626,0.18631802815247367,0.44181423348910737,0.1606404799146394,0.22046875175764497,0.39429498194201107,0.2789909345266648,0.29945512501299315,0.21159420517351082,-0.03772470691379898,0.1557565188269236,0.050290416386557214,0.17816514550220564,0.27430724661403905,0.16004111890921413,0.6024963666040035,0.5583698804424566,0.32927384863598763,-0.08793441356250577,0.622428820185051,0.580693677803378,0.22750754854311903,0.48592702235772023,-0.4459969011748991,0.024582222324849,-0.029899830683530575,0.28409576353784133,0.14755616878099187,0.12280949451954468,0.10783434274221768,-0.20333744408661683,0.38844030644460414,0.18978341750068453,0.14099477869324373,0.1619704025068148,0.1665069135424145,0.3472364847946464,0.09482097854258734,0.2709668004335871,-0.1301567817040916,0.4542555388921738,0.38976556534044254,0.27543163309074353,0.5074428932252879,-0.25228078698361206,0.32875052995109955,-0.07496498748360374,0.155312858565551,0.2118992525799863,0.44525780771430973,0.49841932989224813,-0.36519656080745794,0.2316119708390679,-0.1635818841717963,0.5608180354872417,-0.2299468026458156,0.5052495313532613,0.3580744271329249,0.6119723961536733,0.292648907618059,0.7704435548233481
