,Angular_R,OFCant_R,Precuneus_R,Thal_VL_L,Thal_PuM_R,Cerebellum_8_L,Temporal_Mid_L,Thal_PuA_L,Thal_PuA_R,Cerebellum_7b_R,Thal_VPL_L,Angular_L,Occipital_Sup_L,N_Acc_R,Cingulate_Post_L,Heschl_R,Parietal_Sup_L,ACC_pre_R,Thal_IL_L,Temporal_Mid_R,Parietal_Inf_L,Thal_PuL_R,Thal_VPL_R,Cerebellum_4_5_R,Insula_L,Thal_MGN_L,ACC_sup_R,Thal_VL_R,Parietal_Inf_R,Occipital_Mid_L,Thal_PuL_L,Lingual_L,Temporal_Inf_R,Cerebellum_6_R,Putamen_L,Heschl_L,Rolandic_Oper_R,Cerebellum_Crus1_R,OFCmed_L,Thal_AV_R,Frontal_Inf_Orb_2_L,Thal_LGN_R,Vermis_1_2,Vermis_10,Temporal_Pole_Mid_R,Cingulate_Mid_L,N_Acc_L,ParaHippocampal_R,Paracentral_Lobule_L,Paracentral_Lobule_R,VTA_L,Thal_LGN_L,Putamen_R,OFCmed_R,Thal_MDl_L,Cerebellum_6_L,Lingual_R,Cerebellum_Crus1_L,Caudate_R,SN_pr_R,Thal_MDl_R,Cerebellum_7b_L,Frontal_Med_Orb_R,SN_pc_L,Temporal_Sup_R,Cerebellum_3_L,Hippocampus_R,Caudate_L,Occipital_Mid_R,OFCpost_L
Angular_R,1.0,-0.21802580153112527,0.5593583998490517,0.15422006017846188,0.3127526284506216,-0.062079784515391444,0.057942582600602206,-0.3303900708155571,0.16539220749598635,0.2881246689950115,-0.02009511420183968,0.6049917817640234,0.7718763388172919,-0.19329088382225998,0.38777671256579277,0.24800352317019525,0.8003505103846423,-0.3207367688021881,0.26361841202190905,0.48130433189820526,0.7285517112381055,0.5567297273160898,0.2692421859210939,0.21158734485676242,0.26046298601738443,0.17288279367394813,0.5495350284816715,0.32726546126595973,0.8417098583372821,0.4469250339174282,-0.04596664785129327,0.35296352997442754,0.17587745936099664,0.04126307476047382,0.34392251429676507,0.1672880448640901,0.4051694082622642,0.08694438317431377,-0.3585822504863854,0.060530334831090216,-0.2821263542895826,0.10799704511140511,-0.1282493154153843,0.19509645671323025,0.018163859311333224,0.3911190795921542,0.08595913684909307,0.0012473589646583424,0.6662597211144508,0.611175441634889,-0.12124060435703021,0.27918127888973454,0.14784677201645632,0.012279206702257996,0.05282170127343778,-0.016181163410936086,0.34144899364216436,-0.055928552509900496,-0.0509391047101013,-0.0747841105214462,-0.2456642913596258,0.37777512518809525,0.2303800073281425,-0.03102501455572708,0.3828581644580221,0.08065095403478312,0.11403434575684095,0.1861020170471567,0.7420502506534479,-0.2872072393476515
OFCant_R,-0.21802580153112527,1.0,0.09868059729476958,0.33272871636233586,0.2480827136017048,0.04036795540176557,-0.1351157891990447,0.5226120118452835,-0.13796200963363736,-0.21183293887661822,0.3645609012727894,-0.4035467791765987,-0.2813091022935861,0.16379548559571572,0.18883031207277662,0.35443606290337015,-0.28377116213286824,0.59507104629379,0.06298923149651774,0.17815472606502206,-0.14021510553799899,-0.15558831772339127,-0.2732813358191661,0.22916341461811934,0.2079771542095092,0.13717000880061694,0.016894765789158033,0.21878782151973955,-0.31419331635058884,-0.19070775174782534,0.21687543984198887,-0.0486014627149016,0.2056761183942202,0.19070769126950313,0.30876652512560376,0.2339129028054887,0.2574910467915022,0.134129237295747,0.7203173096256604,-0.05574707901659688,0.42783480623051784,0.16495316989253922,0.4492657629009753,-0.08293473714232623,0.4651924202788157,0.27863519760470296,0.4647248818246097,0.5373553805445827,-0.10382071051738694,-0.09268099283656621,0.32981176905384,0.24270679473276077,0.38639556234068506,0.1386723897159728,0.41214104591157535,-0.05316467692233909,0.0057456304082041994,-0.20445374487336496,0.5462189626734418,0.6062702170537972,0.0747163133701069,-0.18844781437384978,-0.17434837664285827,0.1362191687795759,0.37431247159971315,0.3202569803716437,0.6018286006766013,0.42915835096484906,-0.35341919183203335,0.6453763242876627
Precuneus_R,0.5593583998490517,0.09868059729476958,1.0,0.5019509501520014,0.6775817007347168,0.22001460895011551,-0.0017295142057567993,0.17893221063333473,0.49638144640236376,0.08862173349868674,0.38922796980915936,0.16092956436659428,0.3347069117363434,0.186822605623699,0.5858631971532536,0.5338201792932005,0.4142756942055441,0.0708131678265381,0.45205908601938105,0.6466262435220562,0.5681276770838791,0.2737674405999328,0.537844572430604,0.4873012116005992,0.5263471449715229,0.47946501624682714,0.5840918046344503,0.5291502076957508,0.5703088780783545,0.08829267147604429,0.23146776813444264,0.4138062547829236,0.36298280562329016,0.12597101335001307,0.5973690413242375,0.466427828332258,0.6956161046136028,0.271218564237935,-0.06317597587448545,0.34199653913044264,0.035773681014350675,0.7185604131017359,0.2512332566547106,0.1776721583432605,0.4193744535006752,0.6877510549685432,0.3442634788679591,0.4966868025117547,0.745920082271583,0.7120502287917849,0.01806390610512093,0.39256110189690185,0.5360216251871004,0.11777351361875069,0.44380180248608286,0.0016773219060319242,0.6116618269631133,-0.021217829153204807,0.42671698656774865,0.23301567188237374,0.05506096737564069,0.23784914443177682,0.29562910846804247,0.349588324627877,0.7228593684759048,0.5198652819134214,0.5573731433482739,0.578165868335755,0.2129994173080018,0.0038640059470328764
Thal_VL_L,0.15422006017846188,0.33272871636233586,0.5019509501520014,1.0,0.5116957416370816,0.46093178304760635,0.19820119675000425,0.5830761998862856,0.2672975238135301,0.029563093710079168,0.6205717890924554,-0.11283689057103433,0.0035941985854126587,0.29154216665319427,0.5325374833984053,0.55727312160352,-0.07719046300911513,0.374836567392859,0.4692603773826193,0.3983996404499575,0.17456898105410076,0.08162153972797738,0.3454189205039963,0.6575175993214071,0.6114310518542322,0.45904189150262614,0.4441455974994974,0.6633522879640323,0.09078098443331162,-0.05978632598368702,0.3829899368092573,0.4814062794985493,0.33674838547840746,0.4380107695704046,0.690104799333181,0.5067843021551717,0.6113804913710282,0.46150495756070053,0.24178587947126143,0.39718245340857905,0.37325983505726396,0.40839581438521866,0.5328340490545651,0.301066846070674,0.48337781409870245,0.730940007120586,0.4267151601459344,0.6136722959606254,0.36682823973808654,0.38660345389611556,0.2764596682006828,0.5368499676991336,0.5691623296081543,0.12148022857802217,0.7529192214250536,0.3486632306887295,0.5583308841028993,0.12462179512214284,0.6298849992972354,0.5372207009830327,0.20483676800639175,0.04487686680307204,-0.07099367586841698,0.48749949252737973,0.5573439617437798,0.7029259809679604,0.5968808793461821,0.7681118686646923,-0.13181370070759993,0.26272650870432857
Thal_PuM_R,0.3127526284506216,0.2480827136017048,0.6775817007347168,0.5116957416370816,1.0,-0.01813779261988281,-0.19036901704878462,0.4411622001813094,0.30889162471091614,-0.19122788137761154,0.649199860015532,-0.170173700212162,0.04391854578237574,0.3273640392904299,0.7242606889126731,0.3079014088180254,0.18805574651716353,0.22573336593530458,0.5931170114889562,0.25132249987287997,0.26438723410242343,0.18415737613515543,0.24401599078725,0.2676362902420065,0.3472853364866257,0.5004377441114575,0.5210363518904335,0.4988600156636833,0.30070118897394443,-0.15174023827971547,0.45335812932224084,0.09168008275765756,0.1046548114545333,-0.05953061572346877,0.47797787236065004,0.31330924651050146,0.5012993592443798,0.07444752754943583,0.17569804604127595,0.36750134006263957,0.29907106653678417,0.43247770418752124,0.3378294118874155,-0.06045590993991997,0.4518516548508584,0.4634927318134069,0.5717631518404122,0.5776328823602028,0.5013284673646708,0.4543683738618418,0.24127701244853286,0.32168457161841363,0.7037040756237737,0.1083625806586676,0.46833971492696996,-0.1304412350437265,0.2795048497631506,-0.1877085794537706,0.4781189086927057,0.5337461293120563,-0.12035765914119277,0.11817773279992366,0.10128464715617443,0.30092725602451387,0.5753529571475664,0.525791254243708,0.5908011773310639,0.5501611269232421,-0.09539035077479832,0.2257412432390461
Cerebellum_8_L,-0.062079784515391444,0.04036795540176557,0.22001460895011551,0.46093178304760635,-0.01813779261988281,1.0,0.6467145188839675,0.2253420744059208,0.27222654888037656,0.22868426145517193,0.09773352070795603,0.08083745494017683,0.035980203603762126,0.19657235200985637,0.058028268922138894,0.27970573092191336,-0.3445952754730798,0.19050580638664577,0.07005940803641847,0.26737952038851465,-0.17564911387407825,-0.07073916573602665,0.42763420788479517,0.656102347814394,0.5708536533811784,0.028538578677624025,0.018393348493225603,0.31332194401758473,-0.06349751071993415,0.08844048853452822,0.11446649432526966,0.6587203225091965,0.2529744321625568,0.5352324627996572,0.4332803803030563,0.45076020108302384,0.30749766805034384,0.5798309973222985,0.05343249800269716,0.3221723163052517,0.222276756712002,0.38010162306054995,0.25439432806721884,0.6623836696221705,0.15544075205411026,0.38912286095826715,-0.0322162158829874,0.15028028331093182,-0.03763962706434453,0.09828183392208292,0.10705432629655914,0.18791299503901834,0.09239731296433776,0.07243301506960545,0.3973744428603581,0.6925357007934945,0.590738697717587,0.5076375676987279,0.26282566225558196,0.13408545750520823,0.2539937875257224,0.08592283094454585,-0.16597293990213385,0.40728603876256186,0.1266878246508238,0.39009423269392346,0.09325415835712565,0.2907120212956683,0.05732475221714392,0.09188904534993558
Temporal_Mid_L,0.057942582600602206,-0.1351157891990447,-0.0017295142057567993,0.19820119675000425,-0.19036901704878462,0.6467145188839675,1.0,-0.07193201775542347,-0.006687599418985106,0.3516084756265084,-0.2717573405119267,0.3869684186877701,0.26836874927189097,-0.18714680284908286,-0.06969283156407344,0.034682504913268145,-0.22223693472843767,0.07275406353728399,-0.12277940980315888,0.11004544904816549,-0.1511936919331622,0.08448608913954486,0.1755380111524064,0.5012595248857067,0.48348529486892045,-0.18413990872755537,-0.08960585511433075,0.23013397021765833,0.05349366072566005,0.45426927428767033,-0.10539730089929207,0.6943512651778818,0.0400384083378061,0.41936182345829837,0.2566109177212265,0.35736643948866076,0.09161729661507383,0.3583153665985945,-0.003446792054291635,0.06324546780751196,0.24189368529627323,0.016580160763476008,0.12118873149124812,0.6831460037105461,-0.20146048507569034,0.2858971903984168,-0.24303651906070992,-0.2648518761475484,-0.16813003653784592,0.019536992820451463,0.013673215810518554,0.22991064520684068,-0.2675613127568901,-0.040549421253974254,0.09450435912573163,0.7719168383395216,0.4387696853503077,0.5399077074122406,-0.09547705086797631,-0.10345651582332048,0.1044453927646776,0.04761747441791666,-0.1503863519631719,-0.03253081699296498,-0.12699792381903352,0.13256702247501911,-0.21730001445683841,-0.013507008043749776,0.3453954485550257,0.08539007130568901
Thal_PuA_L,-0.3303900708155571,0.5226120118452835,0.17893221063333473,0.5830761998862856,0.4411622001813094,0.2253420744059208,-0.07193201775542347,1.0,0.10697647071830539,-0.2755107385818842,0.7505634298181597,-0.5668918161452645,-0.4565061766479401,0.5084092130347888,0.382584686158723,0.42779973065853605,-0.44422995645177654,0.7496475237629285,0.2870917288008888,0.003323500993907956,-0.28346608232375675,-0.4170389946977344,0.13669041181714534,0.22962679617511939,0.4022564177229758,0.5086216711679269,0.21764971299244198,0.39917839475369593,-0.3335596343690537,-0.40088642622512466,0.5169678358384681,-0.00089108886026408,0.03572042622601167,0.10181718954509053,0.4611675326234987,0.3803900132653273,0.34187121790395514,0.19161097775030494,0.6459382557963322,0.32984250392351144,0.7219128272074093,0.2401603456150157,0.6400438227817264,-0.08690697233045011,0.4626968069181709,0.40650397684519013,0.6187171427744722,0.6591110692332177,-0.12994427928051813,-0.11238081571907553,0.4368076179911892,0.4700847066041958,0.5990318099222615,0.2740350219492467,0.4967391312224781,0.023228477012367618,0.12165280490159489,-0.03446619508762604,0.8163026763890716,0.7029994655996232,0.35020163922728414,-0.2987725063078127,-0.12694723618512296,0.46940076085860544,0.3656689442424497,0.6026447152657394,0.6441403638422225,0.5875332289472031,-0.6171673878030725,0.6267548226649641
Thal_PuA_R,0.16539220749598635,-0.13796200963363736,0.49638144640236376,0.2672975238135301,0.30889162471091614,0.27222654888037656,-0.006687599418985106,0.10697647071830539,1.0,0.23086332806177545,0.08628222123618913,-0.018677134782436138,0.043601990623070574,0.4841991590833532,0.035582895366703754,0.133623827458128,0.10521182612407516,-0.1940371179307735,0.014711229214454837,0.3370132825910431,0.12828636626337672,0.05344670136648692,0.6793706595507878,0.3244732140080539,0.17554993964897178,0.4161340869517902,0.049142461625384444,0.07910304203132751,0.20882222646458642,-0.08968772758790208,0.10057423823368254,0.2743771472246544,0.32758268172696803,0.09913276888986598,0.16637992419877454,0.03210322731804877,0.26233119326971893,0.2996692177122442,-0.16325214498132098,0.5023312257687336,-0.23003907173387644,0.6330267492830125,-0.18305561520760294,0.2478990865275543,0.13018199746166723,0.14305686075472238,-0.03796984060442505,0.2049810928446741,0.38848723211496916,0.37970453471846505,-0.29450508896997263,0.08665893641676192,0.1417482513834144,0.20034602400208798,0.10258169115615537,0.14054672710143584,0.5013488660737275,0.20866209111271816,0.1664328951109939,-0.17621540903794403,0.49486393057892375,0.18969151139615203,0.18794679691332541,0.5016570702778017,0.1793934926495018,0.17243124522891332,0.09599203724581813,0.2271023700391633,0.07931055702949318,-0.11878818370548715
Cerebellum_7b_R,0.2881246689950115,-0.21183293887661822,0.08862173349868674,0.029563093710079168,-0.19122788137761154,0.22868426145517193,0.3516084756265084,-0.2755107385818842,0.23086332806177545,1.0,-0.2715860087367204,0.23588310598123075,0.3307718079531399,-0.10083561726193822,-0.21769892346210454,0.07687371287358505,0.11298205528130147,-0.2202137389270451,-0.03321332311286814,0.3862307269233839,0.12419341874661097,0.07821902300751427,0.2672274854975605,0.45881062366212927,0.1845088258110705,-0.083412541364856,0.07177441671406612,-0.04328775197219363,0.14613488589343007,0.32136152250712646,-0.15465854186161154,0.4524691703323998,0.4170458341784463,0.5747581559836152,-0.03133034530607935,0.13558786787517174,-0.039310125259695294,0.4637951217430124,-0.23074357813149418,-0.04121534427298318,-0.40114297930320575,0.1457901092582935,-0.15974616417134532,0.48083029853929243,-0.04959211133425595,0.05663131603050187,-0.2200286415731462,-0.03431444257034179,0.18213310622843626,0.16274482228816725,-0.12215391841028841,0.07626939796183911,-0.19594522491572774,0.2785740723024051,-0.046136153960613616,0.4004697291848726,0.4585928143695788,0.2773782258444348,-0.25336930534385194,-0.23245840084470457,0.03196427163187094,0.09001009972722478,-0.015296687985161017,0.06946115153812646,-0.059579322028592535,-0.028825841991393868,-0.0845154562103798,-0.16913114715128194,0.4923320924657668,-0.1331717108690815
