,Thal_PuL_L,Thal_MDl_L,Cerebellum_10_R,OFCmed_R,Temporal_Mid_R,Temporal_Pole_Mid_R,Thal_MGN_L,Temporal_Pole_Sup_L,Occipital_Sup_R,Occipital_Sup_L,Cingulate_Mid_L,Supp_Motor_Area_R,OFCmed_L,Temporal_Pole_Sup_R,Cingulate_Mid_R,Rolandic_Oper_R,Thal_PuI_L,Precuneus_R,Temporal_Inf_L,Hippocampus_L,Thal_VA_R,Angular_L,Cerebellum_9_L,Frontal_Inf_Tri_L,Hippocampus_R,Thal_PuM_L,Thal_LP_L,Cingulate_Post_L,SN_pr_R,ParaHippocampal_R,Thal_LGN_L,Amygdala_R,Frontal_Inf_Tri_R,Heschl_R,Vermis_4_5,Raphe_M,Cerebellum_8_R,Calcarine_R,OFCpost_R,Thal_PuI_R,Precentral_R,Thal_LP_R,Angular_R,ACC_pre_R,Thal_VA_L,Frontal_Med_Orb_L,OFCpost_L,Red_N_R,Insula_L,Caudate_R,Occipital_Inf_R,ACC_sub_L,Pallidum_R,Frontal_Inf_Orb_2_R,Lingual_L
Cingulate_Mid_L,0.33901550938499025,0.6647721738006378,0.2316214588433955,0.08176250133938502,0.5740842711250499,0.38864335233504355,0.40248020283019703,0.19718890384284396,0.35931709313194526,0.2418295302295982,1.0,0.7172092354410874,0.1362844492907421,0.37307294739249175,0.9268643911022428,0.7977949992998704,0.6090150946098323,0.6877510549685432,0.324755699878741,0.5831039137523601,0.614538223233972,0.14902815829366475,0.5520358802140433,0.4922108250660963,0.6099810979838526,0.501754534622612,0.4015721408321699,0.5590720673095699,0.4555114944104164,0.534582722809644,0.6316298497168616,0.1946976413267601,0.6334681536064866,0.6768739641411682,0.7202452823337536,0.5154417497226613,0.38637808744994084,0.6698891230819185,0.24310232059740733,0.4215487095670967,0.6171379183968397,0.5290733690289845,0.3911190795921542,0.349257737456663,0.4476635189911105,0.2058115263677238,0.2089883856947033,0.16966609582020933,0.7338479714350548,0.5436481087445754,0.16054009443625183,0.2001587511969738,0.46749652535172437,0.2595122343241634,0.5835242785794816
Supp_Motor_Area_R,0.2772925619901339,0.4463530718915659,0.1853997382254229,0.0005340771620396776,0.5075979070028419,0.3723717832354199,0.446090838884836,-0.13221854802542712,0.4921490736778524,0.37069148845940636,0.7172092354410874,1.0,-0.31087428184181076,0.14288695116358957,0.6626353623858035,0.7112872981510063,0.3876890937582204,0.7285539406433935,0.08680811048260074,0.15628392847703518,0.3875811012633535,0.30041706078675773,0.38556546654957863,0.23729961853678327,0.35279112910067745,0.5738941668472681,0.03336773574128223,0.5893417373867478,0.14326849253301596,0.3130748693936717,0.5429878869853013,-0.13103385900639397,0.40322579300060224,0.465842970241795,0.5371876598779394,0.3949440143110505,0.3176837805538395,0.6012739927598356,-0.1435690724778482,0.5510514605122699,0.8164914171890677,0.2818140524286133,0.6134299257934197,-0.153036309953043,0.3907288999557155,-0.1119885553444677,-0.20671654945364198,0.14266447600972046,0.5129837007960072,0.22142344474140851,0.2548940690787853,0.03072624644402087,0.40256135682553995,0.08607145311131613,0.4937123728604122
OFCmed_L,0.28355206514231435,0.23382139295177062,0.3513570050022404,0.24582524209948672,-0.042862485409798104,0.28280825907283297,0.13523649795708978,0.32024670668591376,-0.4055863073254855,-0.3738064449540643,0.1362844492907421,-0.31087428184181076,1.0,0.6393134582264107,0.2626493991442446,0.13876579078407084,0.28551293110567755,-0.06317597587448545,0.02467473361105895,0.5692412999317976,0.2369045325481076,-0.49628036609613907,0.20742114809332302,0.41523786520637423,0.4665374503708516,0.04450544481213873,0.5569673595689276,0.0783579735564607,0.5763309616143958,0.5002992703232371,0.20754316078995827,0.7655034425312746,0.3812906102420756,0.35657082274338264,0.06721392818456474,0.18769972632486762,0.012645646555360327,-0.1125786370766338,0.802418717138079,-0.13755176068800773,-0.3892016027425918,0.5007024497596764,-0.3585822504863854,0.7624501650826645,0.12615399044279238,0.4754029204630678,0.928401173163911,0.27501754603987205,0.2629698021110943,0.5874665510992825,-0.29696024199317933,0.31905648392822256,0.1769306087623507,0.4580681710260677,-0.17227608516522477
Temporal_Pole_Sup_R,0.31950468087796036,0.4684719953621841,0.7102105882144653,0.17015629254330528,0.3376759299045482,0.7096769443826533,0.35628039909067605,0.07488064183210111,-0.120959678720826,-0.19254208729966996,0.37307294739249175,0.14288695116358957,0.6393134582264107,1.0,0.45336279724301,0.3804700343228766,0.6139288229086044,0.31339962649942554,-0.22663213452864242,0.5759196121222693,0.5264209095370813,-0.3963644385774962,0.42889155891715647,0.3537636726626902,0.8088398982317839,0.4344585601559371,0.566981514829654,0.4736937698276435,0.6993303937150978,0.7391405905149401,0.3105965269968663,0.6714148409279589,0.7752838564700582,0.6033732537260352,0.2887902517413047,0.41322526848889857,0.06551385998552997,0.19262072204287337,0.861836283542401,0.18113179888049774,-0.13240313618349364,0.6280191497173658,-0.07809495392278697,0.637740626088716,0.3413113390268648,0.31008998723796494,0.5814815605919091,0.3497309885309996,0.33567464489132753,0.8214249263153519,0.03189617878891097,0.34464873293854587,0.4424995194976833,0.8397410202747287,-0.015088502542760947
Cingulate_Mid_R,0.33749016417434946,0.7123211650081389,0.26104997272010755,0.15127816039272582,0.5752674773406331,0.49873648949557603,0.3971166721748463,0.21947280026164515,0.27833505882382853,0.1720544135699523,0.9268643911022428,0.6626353623858035,0.2626493991442446,0.45336279724301,1.0,0.7914508434220175,0.5397005277048255,0.7265438765828912,0.40711910125764506,0.5884896235637297,0.5439942763573716,0.020994249844339462,0.650531799411041,0.5084893727316531,0.629163310606408,0.4399694053773157,0.44494514754862136,0.562710631431249,0.506663843024377,0.5999265088109358,0.6001206536535745,0.35341523925492224,0.645217861987996,0.6855990132283156,0.8087147553126086,0.5057757059540045,0.4722477842756619,0.6423250822773185,0.36889512132671365,0.40847625807215737,0.5913495143133366,0.650774376821624,0.31484920459865456,0.4355809066019045,0.5449523644951285,0.2772638995794983,0.3230289086665374,0.23905908332675777,0.7557064132304852,0.6292120159025594,0.1334924122518446,0.14829639219603336,0.4797923936163002,0.2682456958591736,0.5689622767888676
Rolandic_Oper_R,0.42243418210662487,0.5341388702888205,0.3499198929074448,0.09570786004402763,0.4842088543045713,0.35280117946493594,0.41752235721847364,-0.03620126798248215,0.369971599886987,0.22069045810746546,0.7977949992998704,0.7112872981510063,0.13876579078407084,0.3804700343228766,0.7914508434220175,1.0,0.5050269264394189,0.6956161046136028,0.11889007226120292,0.42100081509280496,0.4690698357087919,0.15466551504680454,0.4910735417304045,0.397243910357859,0.5758413593674581,0.5402491484910689,0.33895894789801656,0.5117121866275879,0.4437398726414212,0.5885027126682513,0.47617779329616416,0.14171919864583885,0.6738406976059752,0.7210508357653294,0.590984705586682,0.5368757984677731,0.16831181049823363,0.5988596475354797,0.18086341198013114,0.4002245581689371,0.6903477179846486,0.4429285364779123,0.4051694082622642,0.2489462025187866,0.4529241210866489,0.15515269848507596,0.19570009076473882,0.237894395335173,0.725923836006175,0.5238199036681228,0.049055216085179966,0.19374985772551384,0.42319277378192666,0.30023868252822994,0.3640691714957887
Thal_PuI_L,0.46966572236046694,0.5079410537346085,0.5656525756771775,0.04822208972737706,0.2120031627932188,0.4537790053311575,0.45044173357664696,0.19852766983465767,-0.08250463578372637,-0.14742856004861524,0.6090150946098323,0.3876890937582204,0.28551293110567755,0.6139288229086044,0.5397005277048255,0.5050269264394189,1.0,0.34210739768435977,0.023985187573579883,0.7763519370587222,0.6206111674949631,-0.21090698175844844,0.28478570752705945,0.5411217661797258,0.6495596724628773,0.7076012730069785,0.6798459305824898,0.4974248543430326,0.6083207483300511,0.5852144506874882,0.5396941380893776,0.26747320275388164,0.7219393669033181,0.5083219780266228,0.3225158842554954,0.47814897293159514,0.0825353538970882,0.22811160830383212,0.4823696854156945,0.33259570964574464,0.16119479817997776,0.5187435989779263,-0.013548146264752859,0.532727631531633,0.39382357742103363,0.16291549568567656,0.30578062530160666,0.5004866520082731,0.4986571745393063,0.7254467207630708,-0.02251337363818064,0.19836093360472287,0.5827359752005867,0.7223735501757798,0.1601082666884759
Precuneus_R,0.23146776813444264,0.44380180248608286,0.34118892814284824,0.11777351361875069,0.6466262435220562,0.4193744535006752,0.47946501624682714,-0.1016618770496181,0.6073648571941558,0.3347069117363434,0.6877510549685432,0.7285539406433935,-0.06317597587448545,0.31339962649942554,0.7265438765828912,0.6956161046136028,0.34210739768435977,1.0,0.14785397694299762,0.23644898377346266,0.34850455693948484,0.16092956436659428,0.42950142429031996,0.2445212474761507,0.5573731433482739,0.5386219397331977,0.14189305210967582,0.5858631971532536,0.23301567188237374,0.4966868025117547,0.39256110189690185,0.013402254339901217,0.5507890901471874,0.5338201792932005,0.6937452873742861,0.3318190861785309,0.20689683286622265,0.757333359978501,0.05714453917691076,0.5794116468747523,0.7079813848025799,0.3527491998928449,0.5593583998490517,0.0708131678265381,0.40192683942455504,-0.025465088987783643,0.0038640059470328764,0.2384632126963559,0.5263471449715229,0.42671698656774865,0.14479567984433578,0.09961690429870461,0.48442775220044537,0.24317551019153777,0.4138062547829236
Temporal_Inf_L,0.024633880380090782,0.3689047389043583,-0.4558517491358614,-0.01699088631910933,0.14946373551354325,-0.038586440512893144,-0.09700605816322753,0.5042020115220622,0.036928439513434816,0.02270056419573055,0.324755699878741,0.08680811048260074,0.02467473361105895,-0.22663213452864242,0.40711910125764506,0.11889007226120292,0.023985187573579883,0.14785397694299762,1.0,0.3613923538152218,0.012280330090586761,0.023044598623239754,0.2920036489362183,0.3637316059350146,-0.03262986788518326,-0.14154956767474128,0.2328630256251197,0.016532331306002235,0.07733690578316352,-0.01695813543342998,0.16836706041116817,0.1462029745733661,-0.11065330783611531,0.017150752986385836,0.5287396523259591,0.04538870470857894,0.6149857833898132,0.2403776140450447,-0.04026577564857479,-0.05079600332998669,0.19480298847524313,0.28844370107616063,-0.03981515127117926,0.14413285655646701,0.24050276579000746,0.24298410749264215,0.13778372048076323,-0.008630408344470882,0.4406509103912709,0.04565456559911751,0.1816983789627102,-0.3227551965676427,0.07500228815204037,-0.2635428795329385,0.6437436982844896
Hippocampus_L,0.4377323559757238,0.5715738369891606,0.3553467444481709,0.1937442420719708,0.12610429596866649,0.4302926288585946,0.32242064623138933,0.5337456536791797,-0.20340033743064637,-0.14980064849595515,0.5831039137523601,0.15628392847703518,0.5692412999317976,0.5759196121222693,0.5884896235637297,0.42100081509280496,0.7763519370587222,0.23644898377346266,0.3613923538152218,1.0,0.5501361566864714,-0.2459449762073975,0.3748719078940923,0.6720314159684119,0.6250657194367051,0.45923946167122714,0.7874163979328229,0.4192745922350175,0.7309447496215334,0.5959810101284743,0.5096385925995173,0.5568410978750882,0.5786968312728111,0.47420647770734214,0.41745156511676823,0.4494613661678819,0.3071405963862224,0.18558495350416968,0.6428888968437491,0.1418829878059705,-0.006795549687292666,0.6010596969392724,-0.13345530091707786,0.765858177941743,0.41437937777866257,0.4518233257673341,0.5694494802493116,0.4754683209838516,0.6664539768017085,0.7607118213564326,-0.11024047809089373,0.06597384020592482,0.563581975576446,0.6037920118856942,0.29070704511126205
Thal_VA_R,0.1804582339407164,0.5263528228395827,0.3537077863898111,-0.041424081271385214,0.29806341433843875,0.374230699862516,0.2159082602337072,0.12246996953744704,0.14737488916281807,0.04197630992122584,0.614538223233972,0.3875811012633535,0.2369045325481076,0.5264209095370813,0.5439942763573716,0.4690698357087919,0.6206111674949631,0.34850455693948484,0.012280330090586761,0.5501361566864714,1.0,-0.12025987820259458,0.3608168672381075,0.37560538727312104,0.6312634367371848,0.28269655838392654,0.3203631057855501,0.5539663744312685,0.591652696662991,0.4413581766858287,0.4316408501191662,0.21106211396727573,0.6013644406189285,0.4367000887505243,0.3581493797448628,0.3235410078037463,0.1530636512568105,0.3133620304562869,0.41108721905026996,0.26655210083483316,0.22418180645284974,0.30956014392860365,0.2202310659013404,0.41251049677497625,0.22602977487094775,0.2576828036168553,0.24154921240165872,-0.01482910035989934,0.4226146260953252,0.4788726819769604,0.006181854705749758,0.5033717593472492,0.32053795865357276,0.5163405216432116,0.18473992913847262
Angular_L,-0.19424574417277624,-0.19296787145029007,-0.3827246495562326,-0.22478402324796629,0.1599462250300988,-0.2988605734665968,-0.2034923929092243,0.05701586934255539,0.5926230871464832,0.7666287743666108,0.14902815829366475,0.30041706078675773,-0.49628036609613907,-0.3963644385774962,0.020994249844339462,0.15466551504680454,-0.21090698175844844,0.16092956436659428,0.023044598623239754,-0.2459449762073975,-0.12025987820259458,1.0,-0.05787460720518308,-0.14924289229188442,-0.32934928476819636,-0.018023654054691356,-0.4888395062697293,0.030257525176701616,-0.35655296487435184,-0.3904647276061496,-1.4327265109740173e-05,-0.46621430959547233,-0.2676102350269883,0.011457174278208674,0.00434222249932319,0.07981969528705707,-0.03420709885682543,0.2896338044846118,-0.49502248643409813,0.009223391699725202,0.3558193579145654,-0.35013845788654085,0.6049917817640234,-0.423937653919488,-0.23026824528895504,-0.13245584218999418,-0.4725895575894963,-0.38438071052493145,0.1304278736419843,-0.3331248723839832,0.23566773121746004,-0.10938013490369058,-0.20731137489287246,-0.4101433386871636,0.3001972075429531
Cerebellum_9_L,0.11045179656065997,0.6194980003699999,0.1705028885543097,0.12284511692663462,0.49351816529244663,0.5011982699297045,0.20253041254211143,0.17980106553869732,0.1943832571965331,0.10853097305725992,0.5520358802140433,0.38556546654957863,0.20742114809332302,0.42889155891715647,0.650531799411041,0.4910735417304045,0.28478570752705945,0.42950142429031996,0.2920036489362183,0.3748719078940923,0.3608168672381075,-0.05787460720518308,1.0,0.14991651994254704,0.4871841118237577,0.21857294823350223,0.26635880466028433,0.2251555061178166,0.39290741684013514,0.46222220656257623,0.29297059619880406,0.4417383165247253,0.49762347931629947,0.428021610420218,0.7448342321891867,0.3493099767556228,0.5279523606172697,0.38483502065980774,0.420485588265154,0.3175653011933223,0.30109153313081144,0.6248430841160697,0.10604392457272123,0.33823217052985927,0.4037880094341604,0.2815671735624797,0.14109831442763895,0.16412716551090994,0.49161802627337453,0.501407452591128,0.24233409073787499,-0.05373793972532851,0.3421416964436937,0.19288121923712756,0.5197203448501767
Frontal_Inf_Tri_L,0.5208569410134117,0.39475257385769164,0.18914120497478915,0.11554329771803619,0.022965889853504052,0.22890008884301194,0.2725360740261127,0.6114434618313231,-0.13879689891176955,-0.028446459188388798,0.4922108250660963,0.23729961853678327,0.41523786520637423,0.3537636726626902,0.5084893727316531,0.397243910357859,0.5411217661797258,0.2445212474761507,0.3637316059350146,0.6720314159684119,0.37560538727312104,-0.14924289229188442,0.14991651994254704,1.0,0.38877040531381235,0.3964695143777171,0.6171706105990487,0.41750370442896667,0.46184472194172943,0.3441345053508106,0.4418315896334907,0.30853679845994936,0.4858034878276401,0.3417133685187863,0.2593805212481379,0.29312990475866085,0.21157259582480473,0.16753573618916368,0.40586985833030215,0.06833494812914717,0.05318879587482803,0.4161210066225196,-0.06867078264620005,0.5967111097878344,0.29783561672609354,0.311359867374061,0.4831204084319975,0.29729536675716023,0.5846872805542414,0.507432336372675,-0.2649802141751611,0.11823344611523441,0.4221000195606907,0.409566931862614,0.24264146591172217
Hippocampus_R,0.37432014312000417,0.6164324236277119,0.6278795122423311,0.2333162698775698,0.5144137497453383,0.6663494251664381,0.4615122183307114,-0.014337208484355334,0.11187040814131341,-0.08593134888792453,0.6099810979838526,0.35279112910067745,0.4665374503708516,0.8088398982317839,0.629163310606408,0.5758413593674581,0.6495596724628773,0.5573731433482739,-0.03262986788518326,0.6250657194367051,0.6312634367371848,-0.32934928476819636,0.4871841118237577,0.38877040531381235,1.0,0.46985323849478755,0.5353728408542927,0.49570522822382157,0.7487719012806613,0.8635352823604172,0.46092464214876167,0.5757888138962813,0.8090888808693512,0.6056213689321944,0.5108915019003359,0.42164699172469955,0.25407677968188597,0.4717626390512347,0.6646405250595595,0.3184493458837437,0.19014000595283762,0.5499643622989305,0.11403434575684095,0.5629890045878871,0.5171042966770454,0.2933181407175931,0.44623808826436717,0.3775202667841268,0.5262528701137547,0.7626580143754377,0.004605459785190677,0.3584502441501212,0.5492362496256421,0.7108558319891943,0.18757939787025882
