,Thal_MGN_L,Temporal_Pole_Mid_R,Frontal_Inf_Orb_2_R,Supp_Motor_Area_L,VTA_L,SN_pr_L,Cerebellum_6_L,Rolandic_Oper_L,Raphe_D,Cerebellum_8_R,Thal_PuI_R,Olfactory_R,Precuneus_L,Frontal_Inf_Tri_L,Occipital_Sup_R,Precentral_L,Cerebellum_9_R,Frontal_Inf_Tri_R,Thal_MDl_R,Thal_VA_R,Temporal_Inf_R,OFCpost_L,Rectus_R,Cingulate_Post_R,Thal_VPL_L,N_Acc_L,Temporal_Pole_Sup_L,Occipital_Inf_L,Thal_PuL_L,Thal_LGN_R,OFCmed_L,OFCmed_R,Cerebellum_10_L,Cerebellum_7b_R,SN_pc_R,Thal_LP_L,Hippocampus_R,Thal_MDm_L,Cerebellum_Crus1_L,ACC_sub_R,Parietal_Inf_R,Putamen_L,Precentral_R,OFCant_R,Red_N_R,Frontal_Inf_Orb_2_L,OFCpost_R,Occipital_Mid_L,Thal_VPL_R,Caudate_L,Cerebellum_3_R,Vermis_8,Putamen_R,Amygdala_R,Frontal_Mid_2_R,Parietal_Sup_R,Occipital_Mid_R,Thal_PuI_L,Cerebellum_8_L,Occipital_Inf_R,Thal_PuL_R,Cerebellum_4_5_L,Fusiform_R,Thal_AV_L,Temporal_Sup_L,Insula_L,Parietal_Sup_L,Frontal_Med_Orb_L,Lingual_R,Lingual_L,Thal_Re_L,Cerebellum_9_L,Vermis_9,Occipital_Sup_L,Vermis_3,Frontal_Inf_Oper_R,Temporal_Mid_R,Temporal_Pole_Sup_R,Cingulate_Mid_R,Pallidum_R,SN_pc_L,ACC_sub_L,Rectus_L,Frontal_Med_Orb_R,Thal_VL_R,OFClat_R,Temporal_Inf_L,Heschl_R,Supp_Motor_Area_R,Angular_R,Temporal_Sup_R,Temporal_Pole_Mid_L,Cuneus_R,Pallidum_L,Thal_PuM_R,Paracentral_Lobule_L,Thal_PuA_L,Cuneus_L,SupraMarginal_L,Thal_IL_L,Thal_PuA_R,Angular_L,Hippocampus_L,ACC_pre_L,Amygdala_L,Precuneus_R,Parietal_Inf_L,Frontal_Sup_2_R,Vermis_6,Postcentral_L,Cerebellum_7b_L,Frontal_Sup_Medial_R,Temporal_Mid_L,Cerebellum_10_R,Red_N_L,Vermis_1_2,Cerebellum_3_L,Thal_PuM_L,Fusiform_L,Thal_LGN_L
Thal_MGN_L,1.0,0.3988089131640009,0.36508102703871426,0.4897745955033465,-0.11718036790352865,0.22398379242669705,-0.0725001290052172,0.3359370139783548,0.15555287668750745,0.05257516835466087,0.5484965545639819,0.3475455456642007,0.39733912364530444,0.2725360740261127,0.022306660458811012,0.3070237799054363,0.0465645793662921,0.4379938219626787,0.3678095579994748,0.2159082602337072,0.15900551413293776,0.1568962721462609,0.15619408499986306,0.37977748823983315,0.551959869757117,0.32699729592319776,-0.05880970529336733,-0.16713715467592355,0.38511116193188355,0.34920476216530405,0.13523649795708978,0.1416412656616288,0.2679550085094225,-0.083412541364856,0.10244309412120661,0.30020495920266443,0.4615122183307114,0.6901037572724621,-0.026561083244808777,0.07464220345947184,0.1828873330090648,0.36812827878444976,0.3075230426994424,0.13717000880061694,0.4727306910250198,0.250628899038938,0.16126890756644485,-0.18642191377622538,0.3404128074081879,0.43108389879431064,0.5184834810868701,0.33707857157697546,0.4534973161727102,0.1658518321764155,0.5044068971225343,0.1291111655965867,-0.2303306904710837,0.45044173357664696,0.028538578677624025,-0.12571731462110136,0.04199386583088477,0.1731692191646686,0.3488326207008675,0.3457286289253589,0.3343821961429494,0.23642880885366283,0.09298211591983105,-0.06365958912988604,0.21235234839675515,0.07610727552213188,0.35193302693845957,0.20253041254211143,-0.2709183575934422,-0.07250303262320164,0.5226199924976532,0.47288993343067204,0.17393062391747816,0.35628039909067605,0.3971166721748463,0.6450563346606452,0.45701254353108417,0.03639736522852939,0.42294395008951874,0.18807833114741604,0.21470640006017386,0.24873621952315897,-0.09700605816322753,0.30011837098056926,0.446090838884836,0.17288279367394813,0.3973462202042645,0.049279366105282094,0.20471699054780168,0.09701072529493057,0.5004377441114575,0.370863501555361,0.5086216711679269,0.06282093832279813,-0.044307041011969264,0.27342137283701423,0.4161340869517902,-0.2034923929092243,0.32242064623138933,0.3359123544256852,-0.14484099941346903,0.47946501624682714,0.18055506654469153,0.5146580352957202,-0.17597431989678375,0.2733597770790013,0.006153632048226163,0.3853071183886929,-0.18413990872755537,0.5670091801360495,0.3412367245821565,0.333185499414779,0.49013146480889325,0.67808309651344,0.027148819635411502,0.5941394663458087
Temporal_Pole_Mid_R,0.3988089131640009,1.0,0.542814241194714,0.49571378147966527,0.3056952924108389,0.39236577814080276,0.0237522192637626,0.2626921423249198,-0.046629399122949576,0.33665216971144646,0.24213107843239043,0.29922530049439316,0.2543954922229418,0.22890008884301194,-0.029001209945090603,0.23234386262344056,0.2238085707080607,0.5749752045925748,0.14359143875244143,0.374230699862516,0.3974858358499806,0.2629599752409418,0.28918442803012656,0.3597776368528007,0.4916398419283825,0.5240237333561044,0.004396763492896565,-0.24584430456345743,0.2030781443783444,0.3852196648143591,0.28280825907283297,0.23174029398017224,0.4699022458839693,-0.04959211133425595,0.4841944648324391,0.37686023722992973,0.6663494251664381,0.5392835305115575,0.059837564735808146,-0.14313811222465433,-0.104973214936639,0.47685238992568035,0.14700410359720342,0.4651924202788157,0.34825861388222845,0.22330053379981477,0.5782609522072089,-0.14182098749955938,0.1493312842473901,0.5476350648493608,0.47920656820975244,0.07913371137599078,0.5385068044098864,0.5635633601476417,0.553533632456817,-0.14313250238439104,-0.25683011764707614,0.4537790053311575,0.15544075205411026,0.0731661315334481,-0.08919201382501447,0.36172598987987553,0.5686474976307385,0.4536536590542475,0.2573439402258081,0.3740399687289762,-0.03424496508156795,0.18363891043567587,0.30220209946546756,0.13107346963462746,0.4403850936853483,0.5011982699297045,-0.143137844315777,-0.08540493831636743,0.46878493765461704,0.5041670962444085,0.3632535015580447,0.7096769443826533,0.49873648949557603,0.4636854952280677,0.4226370189106581,0.04472956583069468,0.4284893646386917,0.13980941303750094,0.3637948978984231,0.5246930250528848,-0.038586440512893144,0.3832842107185286,0.3723717832354199,0.018163859311333224,0.5604826667483174,0.17242597195934872,0.03525712329725197,0.16000570333425596,0.4518516548508584,0.2690287467954234,0.4626968069181709,0.027247265149651805,-0.10622503930574269,0.38707228280493955,0.13018199746166723,-0.2988605734665968,0.4302926288585946,0.2946858907518461,0.05270877331020384,0.4193744535006752,0.14511248805815063,0.5900831740034593,0.007943767878183138,0.14334449512031314,-0.12267387567221133,0.6133298518370631,-0.20146048507569034,0.5587991182189435,0.27620897540440387,0.5045234452965959,0.49018658623235317,0.39118353020349383,0.1482187405060261,0.29954488939704943
Frontal_Inf_Orb_2_R,0.36508102703871426,0.542814241194714,1.0,0.2694012175916287,0.3938136929200518,0.38347161443540034,-0.3010399942159396,0.05959448463938561,-0.39201369234521327,-0.16781278359172974,0.16299274616338855,0.47645953193531687,0.23068394877569237,0.409566931862614,-0.2038833943269289,0.10628359079152898,-0.06866294135861244,0.7873440897054437,0.03186104980735666,0.5163405216432116,0.05067789684821725,0.3950910436069476,0.4948467406253903,0.47092249581491774,0.7187981993178213,0.7071490709458997,0.05092851220778363,-0.4053704821115744,0.44715979184811455,0.21991863794414226,0.4580681710260677,0.036087155115364415,0.2926930180586607,-0.5047029940523964,0.6935351725704902,0.6430839585858995,0.7108558319891943,0.52892291829415,-0.26743690473843673,-0.20941924667552697,-0.27057198468306515,0.42376716676512616,-0.17202862554779674,0.45448665092157664,0.45219829514618937,0.5308308700199564,0.6869201985782911,-0.4601562483732784,0.023215823308273285,0.5700326448531523,0.43453993236825283,0.19579903209433988,0.7166296436421877,0.3929235964566591,0.7114361197545488,-0.07227738838320778,-0.5183739583024325,0.7223735501757798,-0.0480654860771772,-0.12214094518747753,-0.17667360901514473,-0.0475576845343404,0.2637125159402906,0.38636840542399337,0.23452523532654918,0.22448413916378568,-0.08976377125830887,0.1975112269954812,-0.01855453633426327,-0.18586260955223752,0.5396151647535028,0.19288121923712756,-0.5021965665536505,-0.2633911906747308,0.4438565391618916,0.4412481886909185,0.0881101421701154,0.8397410202747287,0.2682456958591736,0.5496337637629732,0.37689974682017224,0.31662281909871326,0.5845944287112911,0.10536356593128832,0.3592225758370256,0.5052012522747729,-0.2635428795329385,0.39149512902998984,0.08607145311131613,-0.16382131725884747,0.5608151726576845,-0.08159809419655904,-0.2773009420777967,-0.011546168529859195,0.48438455283484894,0.022122778655667176,0.6819790874417353,-0.233792423327414,-0.18014540349970143,0.43232731937665014,-0.04495296114469519,-0.4101433386871636,0.6037920118856942,0.7294416019414938,0.019582344846069907,0.24317551019153777,0.050204904722133424,0.4668376910255217,-0.328429549171154,0.16324154635480817,-0.1177371156321213,0.5587958568473561,-0.43750712402761294,0.7835565902714873,0.20497692894324177,0.4832553691085781,0.38223335025226224,0.5313101564246944,-0.12312666988663858,0.18525036461293742
Supp_Motor_Area_L,0.4897745955033465,0.49571378147966527,0.2694012175916287,1.0,0.12783499125902292,0.18728784130482926,0.2922348859695889,0.7165715141860449,0.14626007488888101,0.4467624884049006,0.5445505209292408,-0.06331079302742738,0.5742014782352677,0.38800134236670786,0.29221548192378255,0.5935231833643793,0.3755515049402605,0.5390004681792842,0.07500083549913263,0.5120156180400268,0.4242112590439222,-0.026893754108611022,0.15650705094834547,0.47086392872138205,0.5157013055868293,0.32453045237881983,-0.01925101835488747,-0.06750487413808134,0.3787009150035426,0.3830384472880986,-0.13474051644977839,0.02649289239872288,0.15957386958299233,0.10543006642219901,0.1786569115735714,0.27016711826310935,0.5088419908479389,0.5288113959845211,0.2015679080605136,0.07818840404629852,0.3995130721390905,0.6210651902125977,0.6858497775516661,0.09460650047715963,0.23961793343112398,0.13111885857357733,0.07610819951743691,0.03949418322841987,0.42571335425995294,0.5968397989715581,0.7384221926376255,0.12799457895695676,0.5418214055675274,0.07395485305578624,0.5879703637402689,0.1304153056923541,0.06878858662716503,0.5536000823094744,0.319765183453841,0.288372805973234,0.22168816406811703,0.5806880444850475,0.7295768028781487,0.5186068288387312,0.5633823797098605,0.5698725977065889,0.20439714895090325,0.017034192536318517,0.6155229231495581,0.5438014805711165,0.21179561944605335,0.46725466045559105,0.052516105333398594,0.19068670281775582,0.7040702057633249,0.808632958459736,0.5261677086112428,0.3234566973445485,0.7632728467738749,0.5042043510696409,0.37842503927989984,0.05238025475499964,0.24814433125017946,0.23751565417027373,0.649293895296261,0.11101069336973857,0.1962746721317034,0.5263280691322573,0.9173107565845056,0.4419630720789891,0.6342039604517581,0.09448791464205808,0.34121416356637063,0.5604290839889923,0.5305307085411375,0.6983920393913514,0.298476728937156,0.42779595687958555,0.2651463828653184,0.5918693123727112,0.26436864056225506,0.0863193966012923,0.37825580988091617,0.10865284888390646,-0.12951885050606435,0.6880045980252033,0.4416539216213756,0.6838509020574066,0.21616195479318706,0.48149263632071493,0.10507052314973524,0.5154210120625129,0.10520589797027334,0.27320768719307953,0.39336713451213995,0.43071445895556176,0.6548092226007194,0.6043786964583768,0.37626993665129665,0.636718045086244
VTA_L,-0.11718036790352865,0.3056952924108389,0.3938136929200518,0.12783499125902292,1.0,0.35964315140662795,0.07033529487609945,0.2352530139764152,-0.2327407056365674,0.2368075376489054,-0.20871900467589902,0.0682409777622823,-0.05925808774707229,0.2780854756316639,-0.18841890534259811,-0.16982836930264225,0.07031309513254087,0.35434169055453646,-0.19272935610657452,0.4699808793461502,-0.12188223340855948,0.3120523388998123,0.282866644587268,0.17675922179284476,0.4401802379305775,0.5579970301284096,0.17556688215704314,-0.08112216402717172,0.158174626345464,-0.0029353988736464365,0.3357876077161386,0.1361252868528902,0.3602521744384607,-0.12215391841028841,0.7859018630663309,0.4797776451803033,0.4795893230562545,0.03223618970465434,-0.05804010555388404,-0.2697123091561796,-0.18716189202078773,0.4223651194612107,-0.03244906044602855,0.32981176905384,0.2878014177520676,0.40949633507108046,0.4834461145097668,-0.046524941667153076,-0.20457115086339916,0.3976205943373548,0.19314373923295505,-0.05471552433659639,0.4315721637692467,0.39825566666976364,0.16610217655829718,-0.3412967949245878,-0.22346995340066717,0.4383734460604006,0.10705432629655914,-0.15939526951359054,-0.2957305687883424,0.2059004600904479,0.1793753257971727,0.3176780265238797,0.22835689754151042,0.39819659338482793,-0.26177403846002345,0.3977736555170067,0.061269016478724084,0.02883185489805554,0.4694879483994139,0.217629097762068,-0.0669231203185394,-0.17920820754053393,0.3607761110818032,0.2515385327241335,-0.0034011613720953517,0.35901319050328845,0.32252233530466845,0.24639893180429204,0.16294279249178437,0.20844377297966254,0.14684633216819498,-0.0929075119124712,0.44564885588199366,0.22807637783540388,0.21544864967840122,0.21240411857145855,-0.01624740356204638,-0.12124060435703021,0.14792894121351008,-0.076801793096055,-0.4223075399044259,0.15627101739229868,0.24127701244853286,-0.17564406798131169,0.4368076179911892,-0.06976678760918806,-0.1069870094273824,0.46241973854364277,-0.29450508896997263,-0.2755557397510637,0.576957216162013,0.30025806943514016,0.3342516188019409,0.01806390610512093,-0.20030430295318014,0.2750565284920059,0.08612196856082725,-0.17288181975817482,-0.24298535366632562,0.49563915030101324,0.013673215810518554,0.18514966681559827,0.18113212568588638,0.5920032925295804,0.47551773674359915,-0.013050763585069522,0.30260700560240683,0.0622347198703628
SN_pr_L,0.22398379242669705,0.39236577814080276,0.38347161443540034,0.18728784130482926,0.35964315140662795,1.0,0.19197959708468923,0.29406420734608424,0.1463193204681999,0.39162217068256255,-0.027134822364792657,0.698539356585842,-0.030254520205731758,0.32509686920161585,-0.2037231735769692,-0.1531333519726261,0.2628353867368968,0.3337376570416569,0.014195791871158622,0.08314284354855922,0.09749943830447341,0.42229883486086073,0.06320732101400113,0.12149759654787365,0.501068228375142,0.5279902647630416,0.1360758614718118,-0.028763017106734522,0.43770964774787563,0.356612937964124,0.36681399488644806,0.3523441882772151,0.3781098896519107,0.14630276373888865,0.5459013471001062,0.6300454214319356,0.4529829887493853,0.5135357275895859,0.16589116365365314,-0.15051332907188944,-0.24125702241134675,0.49521782445659374,-0.004533849761690593,0.2516907202005688,0.5334596386263664,0.35388747907507434,0.3861336347748147,-0.1192956454183599,0.24860714603086004,0.34327313406452153,0.36668287181256326,0.03348314262189552,0.5395879764621531,0.6057910700871179,0.09120091547073694,-0.3181063103711677,-0.20896909622562868,0.33818878418947135,0.45910209921089395,-0.04185565468003327,-0.15427163984322217,0.3916759053877042,0.2945773403501252,0.14395793080957667,0.3270505701638795,0.5740357825121966,-0.2804735221429648,0.2865224445183056,0.35871927639303697,0.19284403352501847,0.4067752543654792,0.29200079559553554,0.12039460405823747,-0.1385793830167911,0.3930339159865585,0.1512303334734284,0.15872492486807108,0.37912264403466545,0.2900310723957251,0.47879194290020033,0.5975329031006631,-0.2930032107750862,0.17423453867232497,-0.07829049267791695,0.15321485293607712,0.422236683320034,0.22523794150168222,0.3504503151438438,0.0637219182373799,-0.170158179254036,0.2863676282932155,-0.35835294499640385,-0.18775063569661815,0.09910951787977,0.29844003305132705,-0.04119042341428541,0.5133285946995022,-0.04584855371840537,-0.10362679659913827,0.34476347465602974,0.2419429856441059,-0.277757903925587,0.5255423267987195,0.19427757702254556,0.34009351048955744,0.16788299156697772,-0.18074761768447,0.276941940899212,0.22095910060758756,-0.2137045963811919,0.0707018114434268,0.3824061644121249,0.11664894184941489,0.1780433435951802,0.55813781926437,0.24855892100901142,0.4079461725579841,0.3284708720768603,0.30346354387227886,0.07288068855396387
Cerebellum_6_L,-0.0725001290052172,0.0237522192637626,-0.3010399942159396,0.2922348859695889,0.07033529487609945,0.19197959708468923,1.0,0.2743112307525462,0.58618582653599,0.7848621372459599,0.02981050544302447,-0.1828064225836239,-0.27340915708329483,0.16000814616707093,0.009317347249904146,-0.2130175925325545,0.8719402926974501,-0.18141961388014713,0.19379016153301798,0.017795777975756526,0.4001906775913344,-0.043672672700261074,-0.0667002877507226,0.0047718286601119726,-0.1574281509479846,-0.21189371458609005,0.4973806844305085,0.5109702386985104,-0.1545298301704402,0.1321869803739641,-0.13513470150440293,-0.07780826148776883,-0.2643655058850669,0.4004697291848726,-0.08327637105659712,0.10328229634044085,-0.08036333394060914,-0.01193603027107814,0.6470023785410899,0.05759185961583277,-0.11547150646935156,0.28367729539070397,0.09297737426910568,-0.05316467692233909,-0.08631791899666033,0.0820076054494112,-0.10037726623832251,0.16345489335315733,0.24319671673831703,0.10459401430869122,0.022552088838776567,-0.09241462377471414,-0.17014264603374657,0.16935288725848957,-0.16286735583915196,-0.4999688316935132,0.21261744335710592,0.01625395290157795,0.6925357007934945,0.5313040123692224,0.018409827083219536,0.8147216329188666,0.4593286278932872,0.15044434552777639,0.37503224118571976,0.37563800785233825,-0.3765709010927579,0.20700531388261045,0.6147736670046428,0.8108072061245832,-0.12285595791502314,0.4026204299821277,0.8371299438775314,0.03914599145820239,0.10641652588526243,0.02564174564545801,0.2902781473617324,-0.190540230070649,0.28605271187557174,0.030292777664789928,0.11707915867445609,-0.41871198770958495,-0.3063838659066566,-0.16287485995004738,0.3102403507017734,-0.12850568805815654,0.7432385932017438,-0.007229648676075292,0.1785030308190827,-0.016181163410936086,-0.04156193318485874,-0.05339950553659152,0.11062795493319363,0.08374297124172157,-0.1304412350437265,-0.10013505061715065,0.023228477012367618,0.2835173616602879,0.2348318128172704,-0.011134128930011186,0.14054672710143584,0.09999965247722264,0.26497888672448494,-0.3491578027952292,0.5259244515891737,0.0016773219060319242,-0.27539938856733287,-0.042402992849259975,0.8705770697103916,-0.3658882654729287,0.01637374242890317,0.021554837681681597,0.7719168383395216,-0.5349499138080502,0.2893510133193035,0.18963559857456241,0.18507906194956272,-0.1099656127787672,0.8766201123361277,0.225239870303206
Rolandic_Oper_L,0.3359370139783548,0.2626921423249198,0.05959448463938561,0.7165715141860449,0.2352530139764152,0.29406420734608424,0.2743112307525462,1.0,0.19884850818137592,0.45004653139090156,0.3943714699746676,-0.026273175467952666,0.4775093459649673,0.5729489831375113,0.2834305911244003,0.3916682781697505,0.33113912031636633,0.43861062150555324,0.040969039693260136,0.4123567570101046,0.10330313968231014,0.16343065315973496,0.1132301809838738,0.2442880035421943,0.43132240132816557,0.280556084012554,0.20970716491914493,0.17810898940742897,0.4195315726112828,0.3713805907526605,0.06102036497202633,0.17666076215031773,0.3847836872566562,0.17067660140965507,0.13094140668485266,0.34078782710352484,0.406993873402866,0.390092434143609,0.21982304530283017,0.00925251671146781,0.4212594225345157,0.7020643569782422,0.6799241111498285,0.09836675845726948,0.23005226686550526,0.3275341999649825,0.09023377622870814,0.29739377506018694,0.40937270100538264,0.5469770700339918,0.5739469067952265,-0.00822896564668893,0.41215770716061123,0.1582460811048326,0.3046574674979241,0.09638666330038886,0.15231127197622538,0.45854794805273064,0.4456957296255391,-0.03079068808122235,0.06934492813891754,0.5667293244952096,0.4506266364845413,0.4606830759560008,0.7275324704154232,0.7862405796912052,0.11141184476975864,0.13320792528314904,0.5781228798320979,0.5272660332876943,0.23014122436507364,0.44187674718037373,0.23998505453276714,0.2550962276546718,0.7431216431964643,0.6447239213750549,0.3827610747109756,0.1298148123210277,0.8230344886025858,0.41917316536814997,0.3504194324008766,-0.012180214208592461,0.14642628628544135,0.04889884800673446,0.5698984489268458,0.08949033775158743,0.4282655044312339,0.5613496378555217,0.7042961331413221,0.3307539023531257,0.4660933272909965,-0.07012628393917439,0.29692901267711436,0.40154375058582675,0.37413853721668716,0.5224794621117833,0.3012565194183033,0.526434451965321,0.5234878091610041,0.48288194338058077,0.18039982670669832,0.1646155631107598,0.4818102174583647,0.1464373859848345,0.1939867260363953,0.5832517420179987,0.3411139831116601,0.6290384024919282,0.22997085590654825,0.39367480222107276,0.06898856505056072,0.5774181335840011,0.39415535704066534,0.04657066844527988,0.48232036501726605,0.43687688791811147,0.6911934351127607,0.44382923261481766,0.497068283536348,0.5667888617703734
Raphe_D,0.15555287668750745,-0.046629399122949576,-0.39201369234521327,0.14626007488888101,-0.2327407056365674,0.1463193204681999,0.58618582653599,0.19884850818137592,1.0,0.4637628991121648,0.1807163134204315,0.0744645290821178,-0.0752169862598413,-0.021750362943583536,0.08958740816430301,-0.06734898522319922,0.548994659807751,-0.17822824775688342,0.45199486031904906,-0.3499118451040865,0.3335471401128105,-0.08983822285827682,-0.1417958081745529,-0.13880591184727903,-0.20379972340011257,-0.2823468411970732,0.2032991767051019,0.4524038547633914,-0.10900122844901323,0.322747572285653,-0.1320144485998328,0.024766459530497782,-0.09122602042406419,0.3954444446641554,-0.32058939337187625,-0.07088063672126599,-0.16802709470614902,0.1345847691716619,0.5515234557205292,0.1903566848394981,0.07738395096694162,0.14730480251464978,0.15169705331516511,-0.14902103088669832,0.15806633333842116,-0.12133015042727008,-0.2126657055427838,0.17370183599043054,0.37351033175311,0.01283258609834923,0.13739414790012636,-0.10868860221814633,-0.24347110522629797,0.054120398756769494,-0.17309084336700034,-0.17744492667927314,0.23388774231190504,-0.21392997088469312,0.4938024656782133,0.36357829912206874,0.10809390145016526,0.5152227300446359,0.30397574778279635,0.07651189131807665,0.2338254150567488,0.25019334899999246,-0.0746950171446203,-0.04863183027899472,0.4941945485125547,0.5232321279582958,-0.21143423268528141,0.3431041134230268,0.5700003019336324,0.11621221420256007,0.07341308633845844,-0.019134107867457895,0.26161127741858986,-0.2356231826239397,0.20043391193179136,0.09940126183158476,0.3405601938453213,-0.5330122037233935,-0.1689913422135078,-0.011116628262994605,0.016115613199570625,-0.11701756237465505,0.4409775900534874,-0.023460611588721595,0.17083057295744686,0.0902710573166344,-0.057121801213102376,-0.12139828950758828,0.3830475409906236,-0.02564366647849473,-0.10281228372193835,0.10382427973233901,-0.08075591617203932,0.262513792608372,0.20645410333069666,-0.23604383967591797,0.5825827663200587,0.16201795512850076,-0.0703163630887426,-0.3254145386292345,0.2401106664453244,0.14201256755861072,-0.0573942391175746,-0.06775833519166728,0.4784965649405164,-0.19413356159079675,0.127760237226044,-0.08041501700989614,0.4849697994682462,-0.3235489944622695,0.3263671948523828,-0.12315224671211182,0.07447919484237758,0.04345956046259769,0.4800349092806974,0.08768068868827979
Cerebellum_8_R,0.05257516835466087,0.33665216971144646,-0.16781278359172974,0.4467624884049006,0.2368075376489054,0.39162217068256255,0.7848621372459599,0.45004653139090156,0.4637628991121648,1.0,0.09062576575869342,-0.03940725697995466,-0.07823485002926817,0.21157259582480473,0.07663829878541831,-0.06654698651924616,0.7821409061379557,0.008211108992249394,0.11593094437145418,0.1530636512568105,0.5308909578016178,0.09832368732847385,-0.10239611346444422,0.017821173919994288,0.05216451203974652,0.04094217380449637,0.310140529273979,0.342556637924921,0.007567500916688343,0.3050112170054854,0.012645646555360327,0.17095638251457368,0.08375883368649327,0.5838884528770549,0.10981542675746069,0.16319827776771761,0.25407677968188597,0.17614379031641816,0.5348835317572813,-0.06559385468707961,-0.06957182889277075,0.4050327585852467,0.23707715546744523,0.17222795625075707,0.04949393221967658,0.06309503144359332,0.13680756122005625,0.18138691850361593,0.23324247068735532,0.21572062929079763,0.22203081679014725,-0.09649386696511067,0.10208021263128302,0.48780834180864263,-0.0483731106997665,-0.4579283969312838,0.21784508535466265,0.0825353538970882,0.6145483638326882,0.39188537997000783,-0.014002216745272923,0.8773007453373122,0.6115598020815145,0.3121888615358649,0.34264285295481,0.5284264492231482,-0.2607875330472461,0.24348149771695837,0.6663240119894887,0.723218966184233,0.1308216139496704,0.5279523606172697,0.6929483364380101,0.09225323045448497,0.3012780153973461,0.18280692292278858,0.4740454559386291,0.06551385998552997,0.4722477842756619,0.150245240890378,0.28402086965383583,-0.3496124106479782,-0.09115029069912498,-0.0953963832744565,0.35124626713015994,0.19398016435078805,0.6149857833898132,0.2116135409768163,0.3176837805538395,0.09388653489431129,0.18993994818700494,-0.0501343967513059,0.15418261916483456,0.26418641684766503,0.07932103041416336,0.09812284307928533,0.12288068305530087,0.351392892386847,0.17172051381091433,0.21560363379714745,0.16114814437881944,-0.03420709885682543,0.3071405963862224,-0.2672193738828139,0.420067109013997,0.20689683286622265,-0.11754197625929577,0.20606855953474673,0.7141859785340962,-0.2367017095947128,-0.014192380816349591,0.2606260690484471,0.563212706277574,-0.32507567516795893,0.3326935474623159,0.3431739216242699,0.3898274578449555,-0.016513246232614683,0.7794299721610886,0.31335413463626477
