,Cerebellum_6_R,Cuneus_L,Vermis_9,Thal_PuL_L,Vermis_3,Thal_MDm_L,Thal_LP_L,Red_N_R,Occipital_Sup_L,Lingual_L,Lingual_R,SupraMarginal_L,OFClat_L,Thal_PuA_L,OFClat_R,Pallidum_R,Rectus_L,Temporal_Pole_Mid_R,Thal_LP_R,Thal_VL_R,ACC_pre_L,Vermis_4_5,OFCpost_R,VTA_L,Thal_PuL_R,Cerebellum_6_L,ACC_sup_R,Cuneus_R,Amygdala_R,Raphe_M,Red_N_L,Pallidum_L,Calcarine_R,Temporal_Pole_Sup_L,Paracentral_Lobule_L,Thal_MGN_R,Insula_L,Thal_IL_L,SN_pr_R,Thal_PuA_R,Cerebellum_3_L,Temporal_Sup_R,Caudate_L,Vermis_1_2,Frontal_Inf_Oper_L,Precuneus_L,Temporal_Mid_L,OFCpost_L,Cerebellum_10_R,Thal_AV_R,Postcentral_L,Heschl_R,Cerebellum_Crus2_L,Precentral_R,Occipital_Sup_R,Frontal_Inf_Tri_L,Occipital_Inf_L,SN_pr_L,Vermis_7,Temporal_Inf_L,Supp_Motor_Area_L,Thal_VPL_L,Cerebellum_3_R,Insula_R,Cerebellum_4_5_L
Lingual_R,0.8243357289281903,0.6568561473214841,0.5836505699238963,0.07024301486938196,0.7064975668411139,-0.5814968130539937,-0.2320358436218447,-0.1716062596316055,0.5052896930756094,0.8597966361361118,1.0,0.27498590316643917,0.4100218138272787,-0.19140088347610526,0.26566318585243215,0.5504643699124194,0.10250812232907547,0.0916954893543265,0.08872923457589965,-0.19509240066632416,-0.41105853277734883,0.863839402274388,-0.2913851474429269,-0.39294912579027935,0.11864910742692224,0.7367459027556573,0.12290230788055795,0.6780342335806286,0.5651123425820529,0.4501720135045333,-0.5487069891517914,0.09844611433470091,0.9013657082820483,-0.4908795909852147,0.08338497423515984,-0.15960900992611207,-0.13078825045595618,0.2586336955565097,-0.3316488389218291,-0.05745627916646423,-0.04726760071241368,0.6767962552062707,-0.2015685755970533,0.41083476641992517,-0.07937772006650931,0.08234500641984667,0.21503833860567645,-0.555261506043229,0.011604755953355778,-0.5251150750115416,0.22210555807144255,0.5023258643850269,0.22334825034540082,0.06256746211541162,0.6939265345141228,-0.4766684284232742,0.25607014909630366,-0.18125900386255606,0.1965515499570043,-0.2641498239830249,0.014544944013953917,0.47847544370155887,-0.21712139907383193,0.5174702191260574,0.3564611034272551
SupraMarginal_L,0.045075572996661276,0.6119204172403535,0.26311200250977657,0.2397080346809448,0.1674518419246431,-0.09743621648226286,0.020641679120899627,0.08674771516523236,0.6417539145287388,0.37478111678191495,0.27498590316643917,1.0,-0.28210549962138665,0.1843646332906195,-0.34465991298843635,0.4277543408493334,0.04305244824125785,0.18881108714396155,0.16506127437543527,-0.05666802562748128,0.24376898087602403,0.3839745652130321,-0.20969874011093392,0.03914450825683537,0.363005457858162,0.5364319527196657,0.36592915932979725,0.537092417103923,0.24515074748651342,0.0958371073090103,-0.17842098560996264,0.6198142506844764,0.2668668529343867,0.2791925899505894,0.6306793344068384,-0.3459213017801535,0.6607371672218264,0.24614682305304306,-0.506418529308939,0.02207830963862251,0.32914324098039316,-0.23806163488023543,0.2430475159308822,0.28755863500913975,0.5286502941798548,0.6521637602925635,0.8187804144981152,0.08893461756481201,-0.056518266128436974,0.20032095148718687,0.7409379779476565,0.04505643643626575,0.24233074865495813,0.4072630553546043,0.5604468313190533,0.35527427372946735,-0.0733696020868649,0.26619963075701186,0.05042405734705302,0.40143080685636584,0.5798558909929561,0.3007798496049772,0.1796961234226635,0.012655636231658204,0.5682224490896923
OFClat_L,0.47582211474139596,0.002473993409633123,0.10074889563330482,-0.11318900938914614,0.38262162689526763,-0.20890908236002967,-0.12605786105877512,-0.04133355490142186,-0.12184558727053892,0.2899052798665851,0.4100218138272787,-0.28210549962138665,1.0,-0.19712312435369778,0.5721313956933938,0.09151417015295264,0.07440404888270516,-0.04307521857701583,-0.014137910568247565,-0.008418516699573617,-0.3856735382902403,0.3487255760157397,0.008718027706898026,-0.17978467722750624,-0.21804505110948563,0.11828698024916695,-0.04780597279472783,0.0414802767342172,0.1031251944111382,0.1823672887303372,-0.1623361668071607,-0.3337161345741532,0.31121574175698974,-0.3706890596882071,-0.26009442391115406,0.16709139536987375,-0.4556484505816811,0.0762309011935847,0.2076257976385908,0.032762321469682595,-0.17754978937170643,0.4854548440165722,-0.27188710163463153,0.10897824938571671,-0.23600139008526116,-0.2792786722582674,-0.34569587407684743,-0.26597996866564705,-0.0019388222941012889,-0.31648670382145994,-0.18549261758287888,0.28437654445583255,-0.06950800466360808,-0.10300840495099524,0.07705798279742128,-0.41296008099509207,0.209437659390526,-0.058561710904100034,-0.05480810723736254,-0.4289740249797658,-0.1806055761351099,0.10261493633565379,-0.19398779118587867,0.32540259003752336,-0.034831467109404324
Thal_PuA_L,-0.43644399147475577,-0.3194409378756013,-0.5130432900556112,0.40439437179653215,-0.05763918719389619,0.7700931975142986,0.6394671499149415,0.3376916121807807,-0.2816637275602739,-0.05099675500840213,-0.19140088347610526,0.1843646332906195,-0.19712312435369778,1.0,-0.24064853788166626,0.021069182346368374,0.17341377999762084,0.10237314346846638,0.5135878694511312,0.5543108352763709,0.4331718954181314,-0.05610409770039278,0.34604824118801014,0.5491456279318744,0.48871077649436245,-0.2996080064755559,0.3555677216802374,-0.39547722444292815,-0.3971744995905015,-0.37592706220641964,0.6353182927127323,0.19318505617424286,-0.21087203323548737,0.4032334196947289,0.5802244728519067,0.14296767433408855,0.3599522518941054,0.3664749441962014,0.2889267610264043,0.48239368677268835,0.6025974602861771,-0.2861997243415635,0.7347143283743083,0.29013139400298465,0.7104592117918233,0.3548975812822001,0.15100164546443323,0.3432612550913827,-0.21104050829399942,0.44869374158657255,0.4504235133647025,0.10987197833050459,-0.31787164061681267,0.6488627839836367,-0.2808312197384023,0.6609714467079791,-0.5146652946425012,0.5901334580170806,-0.024766375422451158,0.41937373651382626,0.6567087623954748,0.2932612537538324,0.4782083091369942,0.14202849070426932,0.5033254841155073
OFClat_R,0.47093970283839315,0.0374532772332826,0.23374940215749906,-0.1280481435446164,0.23562004482499616,-0.32531221229827895,-0.2837407877554831,-0.21946271696072284,-0.06310421366238454,0.11065286319876338,0.26566318585243215,-0.34465991298843635,0.5721313956933938,-0.24064853788166626,1.0,0.05970135689200008,0.128781305684508,-0.11502339706223559,-0.10709779921442326,-0.2534841656123349,-0.284072696741432,0.19496918536314292,0.10964019610450289,-0.20132474382458018,-0.2007293590404248,0.03288003337411687,-0.0005139515975865687,0.1138807367494873,0.2096525794619838,0.32430499926625245,-0.24899771739992196,-0.32790338097901345,0.20609052372190081,-0.5493060497143684,-0.3822079866304519,0.22876199235690703,-0.4997432081450702,-0.08087449789800895,0.14150282043683332,-0.1880218507180047,-0.38535141807492235,0.56050155686847,-0.3063018724144146,-0.11377075937927458,-0.42272122192169154,-0.40727592893023035,-0.5133347488958794,-0.33019034085761856,0.061502164442541786,-0.45941085010008503,-0.32317107941867557,0.2529271803198621,0.0703678321388173,-0.2747910890531311,0.04470874126259688,-0.5541735989842907,0.4139098318575626,-0.26085755730467963,0.21190170730685373,-0.60337516117663,-0.3668957001296587,-0.04641742294069272,-0.43971103873900075,0.3655863729546919,-0.3036744171429062
Pallidum_R,0.5710957875163354,0.6283673044845799,0.560657496698162,0.26410660230838584,0.5450746356665245,-0.40108354662366075,-0.06941715161874462,-0.04276672623154424,0.547045686578534,0.5119305897636465,0.5504643699124194,0.4277543408493334,0.09151417015295264,0.021069182346368374,0.05970135689200008,1.0,0.1730347524408775,0.3666245425163778,0.11520195365853504,-0.24170297731824622,0.1544603802613669,0.7663689464974758,-0.11427616828519546,-0.3068223433497559,0.34238397422794997,0.6866186510789208,0.6545350221829216,0.6200814194780083,0.6787607051393402,0.5562289731848922,-0.39201597125392235,0.6023886165747351,0.512978612862698,-0.12695750122351684,0.42286873394573793,-0.12342004184846664,0.3509370732420911,0.3257315184170359,-0.44419803608146863,-0.0935860579812446,0.21745182456856002,0.43386383451988264,-0.09553222058858479,0.4478950856624961,0.19443730135632548,0.3656381481471228,0.36259579581974005,-0.0652132013119092,0.0026569930943748325,-0.39930855024989775,0.3717091959930121,0.5357658707322375,0.09295272751336886,0.38167387531818364,0.597445352360863,-0.07097100335860324,-0.029914366204655537,-0.07017991159508173,0.25794228747410297,0.03736826136735768,0.4176199834190585,0.6031409081971583,-0.12712183646517847,0.5883203020342423,0.44583841801192164
Rectus_L,0.07626667140442146,-0.011551365907387076,-0.023705818092451335,-0.012274571390406202,0.14913952327443253,0.05612878144741477,0.2297329533117856,0.2553555257669465,-0.15681254205107953,0.05249380585085883,0.10250812232907547,0.04305244824125785,0.07440404888270516,0.17341377999762084,0.128781305684508,0.1730347524408775,1.0,0.09935455269943351,0.33201441587315905,0.293950496999104,0.31518872890367916,0.11289709762451967,0.3466364327988779,-0.1846007338081446,0.26746598819204953,0.005091296312587695,0.34327131932954175,-0.06261902963453403,0.0804256175116285,-0.014933870950016713,0.060023851510250054,0.28770487768921726,-0.005332510978530778,0.1255293949761309,0.1552427242595818,-0.0890334085257023,0.12130749166232044,0.1018545289211508,0.14097869035683894,-0.09580466222247719,0.17616660129115239,0.19701752266527958,0.10423748303569783,0.2069876490874137,0.19547422451460522,0.05671575046918013,-0.03224751354198367,0.22633369345587181,0.09732795548017291,-0.1381363524438331,0.041598719778683756,0.07713642859152021,-0.09754862377127081,0.1651909963372568,-0.05247612192686013,0.1676157181559414,-0.05928558174980199,0.05140269554715761,-0.14517438908342928,-0.0854023782467052,0.2406420950027286,0.008466847441805238,0.07598232081697738,0.41120710411812506,0.10870940589122513
Temporal_Pole_Mid_R,0.06904839622753013,0.16880177977834265,0.1831046948607192,0.16353660794295752,0.313761391015389,-0.009937441056982124,0.19211895029506476,0.22809693671786602,0.20207304764351963,-0.0003959471898554044,0.0916954893543265,0.18881108714396155,-0.04307521857701583,0.10237314346846638,-0.11502339706223559,0.3666245425163778,0.09935455269943351,1.0,0.23725253506455352,0.01718000495848085,0.35598810669677117,0.1207290288085709,0.18509207069691333,-0.041535575165221446,0.18072720285958555,0.1362729560833325,0.33556197827102713,0.1977696753215582,0.36320438753734163,0.10571884839095597,0.035865604226417824,0.3902948499916758,0.08505654953878847,0.26682953088135464,0.19313305020233018,-0.2099618789304224,0.45220225462341823,0.03919455469188759,-0.13506563468451402,0.23256387603195425,0.34945246629515686,0.051322794794029264,0.0019107885834518449,0.3944887246655364,0.19407820212004076,0.2238712025758897,0.2536214922255,0.27877100149395695,0.010573105098784235,-0.008486936571061138,0.17707453909382928,0.25405656673380994,-0.08449253761370062,0.10055962480543065,0.2212920180537573,0.2627284201580429,-0.16729423303749394,0.048045378854801785,0.12876458897066642,0.17686158630408966,0.2667089777221543,0.37904116026815665,0.12169695060041404,0.2194353588078247,0.08671939256687747
Thal_LP_R,-0.19813686755010643,-0.1771115430541268,-0.25647423806712294,0.34083577212269517,0.21728838125103783,0.4392704481141177,0.6256006331183249,0.6068262195577306,-0.17819901195585403,0.23053810007794034,0.08872923457589965,0.16506127437543527,-0.014137910568247565,0.5135878694511312,-0.10709779921442326,0.11520195365853504,0.33201441587315905,0.23725253506455352,1.0,0.6599849282295086,0.35588863827755585,0.09496910856331049,0.41123828518516903,0.035577664298318275,0.5908187930123279,-0.1563543728133498,0.3708707271007924,-0.24069671060398384,-0.18408543127361304,-0.3276394012371524,0.5045217713375818,0.3037440594253338,0.07180888204086758,0.25772318736231903,0.5411190617516736,-0.04216820677167786,0.3035784469501332,0.12855110186917118,0.33654246393798726,0.34254516618264197,0.6114471771438452,0.004243592712605218,0.4224423615694604,0.6368526414267984,0.6199541921709177,0.2797506301206531,0.14256808340891297,0.2174664003957617,-0.20871637169478738,0.2889976247485913,0.4080953157777494,0.025433365420830873,-0.40239943372822684,0.5603275277781348,-0.11305214351959868,0.5321509240113173,-0.3253301728081316,0.43439570697723934,-0.06429119413691955,0.1926221059207272,0.566418066265051,0.1872604097866498,0.5382728135526194,0.3129390616173136,0.4918219960757549
Thal_VL_R,-0.5411673597289834,-0.496385234343221,-0.6533754329747373,0.1394174103490571,-0.07005881558654786,0.7074813577148406,0.7236802504786496,0.5723918503799834,-0.4987383876067143,-0.025116021545691047,-0.19509240066632416,-0.05666802562748128,-0.008418516699573617,0.5543108352763709,-0.2534841656123349,-0.24170297731824622,0.293950496999104,0.01718000495848085,0.6599849282295086,1.0,0.3228189739397926,-0.2158113708220458,0.38226309155054417,0.2256096537614585,0.3889860012738302,-0.4626446268946962,0.10448160167123012,-0.6023503798256001,-0.6048866372477004,-0.6484106548922626,0.7074499365055074,0.11432414534509562,-0.20844091286571104,0.4842696843495502,0.413037548597282,-0.0015815143030085501,0.23782054686211634,0.22492720707733627,0.4849265454173846,0.380007819715879,0.6186710811714662,-0.30607279180565494,0.5721292458371499,0.3329355968070018,0.6197561992294872,0.21685210075330077,0.08540350836837673,0.3597947955729805,-0.08964527530001304,0.4879268086469797,0.2514406119950913,-0.11029740914322056,-0.457358795736181,0.4877788144919023,-0.45145336073903275,0.6316443942479282,-0.4429748063768108,0.5379920313505947,-0.35158970726171745,0.3884408390648134,0.4714101166105839,0.030292635661068917,0.7333654110094403,0.03239883783090521,0.4039212995131472
