,Cerebellum_6_R,Cuneus_L,Vermis_9,Thal_PuL_L,Vermis_3,Thal_MDm_L,Thal_LP_L,Red_N_R,Occipital_Sup_L,Lingual_L,Lingual_R,SupraMarginal_L,OFClat_L,Thal_PuA_L,OFClat_R,Pallidum_R,Rectus_L,Temporal_Pole_Mid_R,Thal_LP_R,Thal_VL_R,ACC_pre_L,Vermis_4_5,OFCpost_R,VTA_L,Thal_PuL_R,Cerebellum_6_L,ACC_sup_R,Cuneus_R,Amygdala_R,Raphe_M,Red_N_L,Pallidum_L,Calcarine_R,Temporal_Pole_Sup_L,Paracentral_Lobule_L,Thal_MGN_R,Insula_L,Thal_IL_L,SN_pr_R,Thal_PuA_R,Cerebellum_3_L,Temporal_Sup_R,Caudate_L,Vermis_1_2,Frontal_Inf_Oper_L,Precuneus_L,Temporal_Mid_L,OFCpost_L,Cerebellum_10_R,Thal_AV_R,Postcentral_L,Heschl_R,Cerebellum_Crus2_L,Precentral_R,Occipital_Sup_R,Frontal_Inf_Tri_L,Occipital_Inf_L,SN_pr_L,Vermis_7,Temporal_Inf_L,Supp_Motor_Area_L,Thal_VPL_L,Cerebellum_3_R,Insula_R,Cerebellum_4_5_L
Cerebellum_6_R,1.0,0.614250126358206,0.7607565705387906,-0.07215259392027258,0.6241543393492203,-0.7745391487017532,-0.4813424177884744,-0.36535331909156976,0.44210380647148917,0.5949312145542244,0.8243357289281903,0.045075572996661276,0.47582211474139596,-0.43644399147475577,0.47093970283839315,0.5710957875163354,0.07626667140442146,0.06904839622753013,-0.19813686755010643,-0.5411673597289834,-0.44166805864538766,0.7804488058985861,-0.29185679343295023,-0.4859387056049375,-0.08419648112822434,0.7205297880846572,0.09311577052302042,0.6771996711680993,0.7329513275267902,0.6734836162884048,-0.731435828012429,-0.025686905141265776,0.7087988022964433,-0.6897214485496788,-0.23397834216678062,-0.02432677947585288,-0.3624642254864558,0.08882600539059134,-0.3371909083145912,-0.279889000593833,-0.3821348371758587,0.8172736195723038,-0.44758553582490374,0.1912545203543461,-0.3949451501945341,-0.20510068864823439,-0.11553662291425398,-0.6036491579754373,0.10060390495721842,-0.7379396124130531,-0.08029075249587743,0.5132201149681075,0.34062950458243035,-0.21907539080312358,0.6064065804899952,-0.7111951953185257,0.47061983073209623,-0.4310808142507238,0.2658372619235855,-0.5462392619973684,-0.25424106829277626,0.34344959800742914,-0.6214090090158728,0.5421701056692396,-0.028984958573569638
Cuneus_L,0.614250126358206,1.0,0.7274796300369967,0.09304887769008863,0.44777446419995426,-0.7162094345194608,-0.5075226594096445,-0.28310352856275584,0.9131181827157244,0.5835983045727666,0.6568561473214841,0.6119204172403535,0.002473993409633123,-0.3194409378756013,0.0374532772332826,0.6283673044845799,-0.011551365907387076,0.16880177977834265,-0.1771115430541268,-0.496385234343221,-0.15798481968099454,0.6814170817283494,-0.4013573322636121,-0.32944682924806445,0.11690308289559953,0.8338980489723433,0.24143991327476186,0.9408818593953203,0.6947896599096984,0.5628993667636083,-0.7126756345096457,0.44557184456213966,0.6053973560911741,-0.2330278432046098,0.2213914207607154,-0.24979838041176075,0.24064019453417004,0.14533652550132295,-0.6824342884765286,-0.3376626504768296,-0.13934145691511182,0.30481470270128197,-0.3009324066614949,0.18194557905180678,-0.1074246279861925,0.4326598427254702,0.5237902447917117,-0.2825464506638881,0.09792874984018171,-0.4140072590831628,0.366619467686828,0.2636961809445726,0.5439052212379514,0.015051785316226538,0.8957574266223973,-0.3446505397793504,0.34130618172207416,-0.20739901407318723,0.18600618504357785,-0.07357403079675078,0.06999342691247955,0.392427543684643,-0.29042921061071225,0.21476860829639705,0.2730186294662193
Vermis_9,0.7607565705387906,0.7274796300369967,1.0,-0.08196324880522218,0.3474682212292753,-0.7802290484808864,-0.4652133492270315,-0.3332259643664956,0.700407964856282,0.4373764763122814,0.5836505699238963,0.26311200250977657,0.10074889563330482,-0.5130432900556112,0.23374940215749906,0.560657496698162,-0.023705818092451335,0.1831046948607192,-0.25647423806712294,-0.6533754329747373,-0.31147021343544545,0.6004568505915081,-0.49524261067434977,-0.5576607264294494,-0.06692119329233312,0.793001464074474,0.07200253448121127,0.7897937710055662,0.6915348153868989,0.6242608802095297,-0.6706545645704364,0.19289572345886496,0.5678867993416663,-0.463889140299341,-0.09179530233482097,-0.1949434161700536,-0.05844957206650905,-0.18516735437557288,-0.4468061226503122,-0.4128608635784108,-0.33505909080542784,0.4116449557177385,-0.4720283801494791,0.14830961138132862,-0.32932426314413304,0.04215194540214373,0.19018250533284273,-0.47362697113073204,0.17301320998624373,-0.5532819242734046,0.04443836949601234,0.26699847938020077,0.5372267875425814,-0.22111798368553343,0.6890290689988386,-0.5132595558804728,0.40581218243383044,-0.5181303817409526,0.18582198437162736,-0.244077379535783,-0.23995425670243695,0.23514751076152207,-0.5142431695255316,0.1524413758253492,-0.02726945509267413
Thal_PuL_L,-0.07215259392027258,0.09304887769008863,-0.08196324880522218,1.0,0.2567789380064646,0.20196222595462404,0.22879701052708495,0.2262141322935979,0.15813136938073097,0.12671349976092425,0.07024301486938196,0.2397080346809448,-0.11318900938914614,0.40439437179653215,-0.1280481435446164,0.26410660230838584,-0.012274571390406202,0.16353660794295752,0.34083577212269517,0.1394174103490571,0.31252839216691564,0.17438901972298473,0.20594805300647426,0.09389609445758929,0.30548705447130253,0.02157859470237505,0.4049214182182561,0.07763099763003779,0.12101788924420988,0.035774577183248314,0.12034428680580052,0.2922940072855729,0.11350225845001859,0.12677681917571632,0.4850790290892448,0.06303828549829803,0.27726579390053413,0.3230955819611429,-0.13076056585551143,0.2802381430994192,0.36247455747958585,0.06212139924374621,0.16136910361393383,0.41444165502918434,0.37071957593533106,0.3670357394310205,0.19743966624855083,0.17022190697339581,-0.2348939397243346,0.1424127320491082,0.3526347479164639,0.2341961473095162,-0.1559039032717917,0.43855776098676924,0.210818188892671,0.28185680551543113,-0.14289074764035564,0.24973656471421107,0.21347086786790287,0.13263624450160075,0.48256407667904366,0.529491321545258,0.24583477716533042,0.29298587398945886,0.40138170809394397
Vermis_3,0.6241543393492203,0.44777446419995426,0.3474682212292753,0.2567789380064646,1.0,-0.3916482654885267,-0.10482727575379262,0.11107028771958037,0.31401386500288136,0.6137600179569381,0.7064975668411139,0.1674518419246431,0.38262162689526763,-0.05763918719389619,0.23562004482499616,0.5450746356665245,0.14913952327443253,0.313761391015389,0.21728838125103783,-0.07005881558654786,-0.0781570058165483,0.7131089898894295,-0.027542901003280836,-0.2473675811730463,0.21395993384295933,0.495436666607206,0.2792523045784846,0.47776606808490457,0.555353747139357,0.474100154501192,-0.4038948737990924,0.23992825856628042,0.6456437206639445,-0.2949474400148601,0.1394452569064635,-0.027756896861479464,0.04089543333350278,0.3262416535987452,-0.25772405264570275,0.020316388957914284,0.20214311508897606,0.6137497667633082,-0.1940609369300246,0.5972863364650659,0.07671756198695384,0.09955176650114582,0.09201088012662675,-0.20830994929743665,0.009512606955665845,-0.3812901470082496,0.17704972807034658,0.4709606716310258,-0.05974275512909854,0.14417083996907945,0.5089026613457821,-0.23850374953462986,0.11405472192847071,-0.009099142350095932,0.29033278476894037,-0.2645593850449648,0.18512129585351306,0.529550155237298,-0.06040929037730583,0.5997088087349859,0.3093251322074555
Thal_MDm_L,-0.7745391487017532,-0.7162094345194608,-0.7802290484808864,0.20196222595462404,-0.3916482654885267,1.0,0.7624534952848315,0.48446239159966964,-0.5977149193693236,-0.4071518178456466,-0.5814968130539937,-0.09743621648226286,-0.20890908236002967,0.7700931975142986,-0.32531221229827895,-0.40108354662366075,0.05612878144741477,-0.009937441056982124,0.4392704481141177,0.7074813577148406,0.43208681027821205,-0.4985668236933757,0.4120930863555241,0.5405012688893414,0.28012368755613376,-0.6822587589854101,0.0795934905201232,-0.7687896816456542,-0.7395112623863832,-0.7096785376572183,0.8952116160112572,-0.04504642757969245,-0.5357135087744685,0.5722898187426896,0.3295759067689914,0.12389096406082908,0.25243957934578826,0.10649487012338202,0.5425070928412522,0.5165609336331276,0.5208550739132987,-0.5646064810524181,0.7023872425275366,0.07393714243874994,0.6089853936796514,0.11869614308929578,-0.032127274488757,0.4888715688937359,-0.19908699595285687,0.6830202389568427,0.19504400377270092,-0.2076368883624014,-0.4704753044730303,0.45071625949556776,-0.6570352028088735,0.7544455627079006,-0.5929376564220075,0.5690902670639305,-0.2420729492864526,0.46657147506005836,0.4618858398016128,-0.08447811338810526,0.5987451987753969,-0.18570660441059655,0.23400258925955195
Thal_LP_L,-0.4813424177884744,-0.5075226594096445,-0.4652133492270315,0.22879701052708495,-0.10482727575379262,0.7624534952848315,1.0,0.5754718490862729,-0.4277576694806909,-0.1169875736852206,-0.2320358436218447,0.020641679120899627,-0.12605786105877512,0.6394671499149415,-0.2837407877554831,-0.06941715161874462,0.2297329533117856,0.19211895029506476,0.6256006331183249,0.7236802504786496,0.4508219871713377,-0.16848621303873149,0.385736686500115,0.19013469261740423,0.47750688786867923,-0.3642972789862205,0.30017207808593166,-0.5376928068330428,-0.44234623506587756,-0.5340909708128458,0.7520603170416803,0.19435580176971384,-0.2109809424886441,0.49369507056288464,0.462891054258142,-0.1647529046168158,0.36723589917923916,0.19737212839893553,0.42908930777158855,0.45670585736439356,0.6505108945089311,-0.30147248883974964,0.6644322327353337,0.37812460501633094,0.6675763470909997,0.17712231041275717,0.12776769562004017,0.3772049247716165,-0.10024801907601985,0.4709508331075436,0.2725699198684553,-0.03860945063219056,-0.4617153122108286,0.5683020602767824,-0.4053546559585109,0.7101848358588966,-0.5126072457774646,0.48208606667431164,-0.2575385717587089,0.4375602861962674,0.5855186951964506,0.11607114926875046,0.604552780731525,0.09804164273323601,0.3994040854764916
Red_N_R,-0.36535331909156976,-0.28310352856275584,-0.3332259643664956,0.2262141322935979,0.11107028771958037,0.48446239159966964,0.5754718490862729,1.0,-0.20851564138390216,-0.041913423025840495,-0.1716062596316055,0.08674771516523236,-0.04133355490142186,0.3376916121807807,-0.21946271696072284,-0.04276672623154424,0.2553555257669465,0.22809693671786602,0.6068262195577306,0.5723918503799834,0.4283741689806432,-0.10444372767025531,0.3897941206314902,-0.016343547924703508,0.4498913503345564,-0.2841982032937806,0.272793199032489,-0.3250621143429525,-0.2963954354626976,-0.4600904410447887,0.5670330560002856,0.20736213930945846,-0.12460821170643978,0.4236203413785088,0.38607722951382617,-0.0916439476818689,0.3194727236824152,0.04953759377417972,0.32072292199347724,0.2791413586342569,0.5774053266463537,-0.1896147256177875,0.31541766463731685,0.4813708198157866,0.5216012251902961,0.2357235288040767,0.10399566359398253,0.3579707366843769,-0.11115778846580675,0.3498411403488735,0.2517434543588704,-0.1576741645738903,-0.3122086499812056,0.40364832169226833,-0.23166368680300284,0.5479776389840256,-0.39928341005796986,0.35392516429505616,-0.26286040726679405,0.265088176893711,0.4555162907947103,0.03577120964887975,0.5480336982069067,0.10515518620200463,0.32216386389049223
Occipital_Sup_L,0.44210380647148917,0.9131181827157244,0.700407964856282,0.15813136938073097,0.31401386500288136,-0.5977149193693236,-0.4277576694806909,-0.20851564138390216,1.0,0.4537678613701966,0.5052896930756094,0.6417539145287388,-0.12184558727053892,-0.2816637275602739,-0.06310421366238454,0.547045686578534,-0.15681254205107953,0.20207304764351963,-0.17819901195585403,-0.4987383876067143,-0.06302308090897855,0.5576141101253437,-0.3686590590375861,-0.28261809582494485,0.08614722584358483,0.746236058567719,0.2530960117772863,0.9118194480395346,0.6009913037927668,0.43986157243693275,-0.5641691870020321,0.4293408317842874,0.5236410927083313,-0.10978157522848364,0.2787734851573598,-0.2509008101949275,0.3447047333879085,0.04747681502382556,-0.658667820910149,-0.2042532040140769,-0.07276015930690297,0.11644660547592728,-0.2736425730801737,0.21205596489444048,-0.0539265301282521,0.5498207276892543,0.5902897373018026,-0.18671927973059052,0.07614873788682319,-0.2687057495820436,0.41202297241572977,0.1901911018850603,0.5904065272992518,0.04682916066900425,0.8905381784662249,-0.22932001705428107,0.27122709987590965,-0.1967604713740416,0.11993021751881568,0.08271973421853515,0.09140145423121104,0.41214143796474156,-0.209655084393523,0.05630273905369708,0.3009767014447232
Lingual_L,0.5949312145542244,0.5835983045727666,0.4373764763122814,0.12671349976092425,0.6137600179569381,-0.4071518178456466,-0.1169875736852206,-0.041913423025840495,0.4537678613701966,1.0,0.8597966361361118,0.37478111678191495,0.2899052798665851,-0.05099675500840213,0.11065286319876338,0.5119305897636465,0.05249380585085883,-0.0003959471898554044,0.23053810007794034,-0.025116021545691047,-0.4065756927159376,0.8299902731834918,-0.3500566472667853,-0.24346726484127715,0.221682568672367,0.6821492352934907,0.12878154910357023,0.5362647997355449,0.3492774915216897,0.30294943465392477,-0.3630146729847948,0.2044526492044929,0.8605802742773788,-0.3320042011054983,0.25889387842781053,-0.03313049239898582,-0.008292738629838493,0.3052844199412511,-0.30110914579971393,-0.05112533483716532,0.12799971825939704,0.4520748811634845,-0.10046028254937361,0.42209147190241275,0.13206376317479318,0.19336831091315418,0.3856307074333161,-0.4827926901254875,-0.13972597921132507,-0.30784879529119963,0.3660017109684668,0.3678981726953721,0.05938415317135221,0.2598099527060972,0.5680016521365641,-0.2815317704669712,0.07391857334275023,-0.026438483840289087,0.2190073461015814,-0.02691597443032287,0.15521672593059335,0.41871122224404606,0.06916987540007184,0.331436229124294,0.587193868715307
