,Pallidum_R,Lingual_R,Olfactory_R,Caudate_R,Putamen_L,Calcarine_L,Thal_VL_L,Insula_L,Cerebellum_4_5_L,Vermis_9,N_Acc_R,Frontal_Inf_Orb_2_L,Precuneus_R,Thal_MDm_L,Thal_LP_L,Vermis_4_5,Thal_VL_R,Rectus_L,SN_pc_L,Parietal_Sup_R,Temporal_Sup_R,Cerebellum_8_R,Frontal_Inf_Orb_2_R,Thal_PuL_L,Vermis_8,Caudate_L,Thal_VPL_L,Vermis_10,SN_pc_R,Lingual_L,Temporal_Inf_L,OFCant_L,Precentral_L,Cuneus_R,OFCpost_R,Paracentral_Lobule_R,Cerebellum_3_R,Thal_LGN_L,OFClat_L,Parietal_Inf_L,Thal_IL_R,Postcentral_R,Thal_PuM_L,Frontal_Mid_2_R,LC_L,ACC_sup_R,Precuneus_L,Cuneus_L,Thal_PuL_R,N_Acc_L,ACC_sub_R,Fusiform_R,Supp_Motor_Area_L,Occipital_Inf_L,Temporal_Mid_R
N_Acc_R,-0.19347827198313264,-0.43956024006318456,0.734495100380484,0.41244360968542354,0.34164058923296275,-0.2693936991395552,0.45267004583147424,0.3000488248034273,0.08250406638980687,-0.5154510425184244,1.0,0.7120756849734096,0.06988019926725116,0.5680208336298732,0.4488669496912566,-0.3780356942899188,0.48065912741395744,0.18429551410120465,0.494270129361,0.10327964356915759,-0.2609475869412909,0.19484416384767891,0.6650213865021306,0.1666546249159363,-0.42157191268326355,0.2827118230646471,-0.07726222197911257,-0.4577997470613861,0.15610084964149676,-0.2934947858602105,0.3115347763203282,0.37865390027055906,0.25786122819723317,-0.46197331720912543,0.7139018655067909,0.11627995110543923,0.45456211490961373,0.4356803206794218,-0.1903649769035475,-0.010871335578805088,-0.10942248398745741,0.1981985616470444,-0.016348005035126643,0.3520005688999236,0.12342117569413502,0.3247339858150469,0.12574429767795953,-0.4290696783788233,0.1684820184779821,0.8010654891382776,0.38317256715107934,-0.41512949398101634,0.32840825438784543,-0.3149443022224506,-0.40970992701877945
Frontal_Inf_Orb_2_L,-0.1482242454464323,-0.5774627243446153,0.6799789806437299,0.553779277201219,0.47379349984381225,-0.1034526570541805,0.4103449167990633,0.7116884884825411,0.2848395270867615,-0.47910206057306387,0.7120756849734096,1.0,0.4125946295894363,0.6849963518222156,0.6197959262037236,-0.4413497732015913,0.5400858347963654,0.15628899474150992,0.454435402381459,0.4786582273071199,-0.679424223284151,0.051887639050717166,0.7034659787190057,0.20022431020250533,-0.6774652046172766,0.46943689990480664,-0.019176281221622158,-0.6175206298625449,0.09339553213723066,-0.4045065657818126,0.6749689976205437,0.29355764997449985,0.517090776630266,-0.4044209025679406,0.44858127835962175,0.447611846453041,0.6244453317523299,0.5284894079428555,-0.4267647777841356,0.15286832358803915,-0.22155263400768624,0.5979340636551157,0.06248007808482552,0.4154671701330228,0.10327974830293266,0.35702794845764063,0.4725817842660977,-0.3342316031628137,0.2842397922499089,0.7346271826561861,0.34461390563218003,-0.6941606047696717,0.5733204623015281,-0.47643300608007216,-0.7983630315533549
Precuneus_R,0.30915381921688917,0.1527297226203822,0.09231126135330449,0.31099181685980565,0.5483741672167838,0.5555795022482226,0.12893495080171405,0.6159334355633257,0.6778742964492207,0.03234787588232666,0.06988019926725116,0.4125946295894363,1.0,0.17220016019957834,0.19657921313529686,0.2741737596706817,0.24445673007961446,0.03800395962690651,0.13868965991894602,0.7340667443490188,-0.3320519568267802,0.014051592594354125,0.07961505790250802,0.3752646037621289,-0.22763029190187567,0.2776755766509296,0.4384879315916071,-0.13753064431942394,0.12716443824446047,0.2534418908257654,0.49870122451744336,0.0202180818001581,0.6045726303249639,0.3437665569190369,-0.07056030888366674,0.8661103330559325,0.4048470555370712,0.46015279048256996,-0.17235287934113686,0.6778105543196149,-0.009227932093842331,0.7849467670599436,0.46215485617833413,0.4491298883266125,0.04158078581395453,0.410186747573948,0.8968084865429917,0.4075524467856747,0.3838320110775226,0.10745184622624056,0.01963628594384309,-0.1438611327360489,0.6398937568298878,-0.24034765697853244,-0.322746208023767
Thal_MDm_L,-0.40108354662366075,-0.5814968130539937,0.5048389370093751,0.6108912814326559,0.09022293055169499,-0.361372862553762,0.8047907012723596,0.25243957934578826,0.23400258925955195,-0.7802290484808864,0.5680208336298732,0.6849963518222156,0.17220016019957834,1.0,0.7624534952848315,-0.4985668236933757,0.7074813577148406,0.05612878144741477,0.5333907289503125,0.07272439274372298,-0.5646064810524181,0.055154437480966594,0.665307956917508,0.20196222595462404,-0.4553413898294752,0.7023872425275366,-0.08447811338810526,-0.583878422503521,0.3471152265187494,-0.4071518178456466,0.46657147506005836,0.24139066528955888,0.5229210504056767,-0.7687896816456542,0.4120930863555241,0.25219594415689683,0.5987451987753969,0.40681906850973953,-0.20890908236002967,-0.1479099333181165,-0.3482639440261052,0.335808474914405,-0.11424826076764522,0.40726077235171865,0.12941613601017282,0.0795934905201232,0.11869614308929578,-0.7162094345194608,0.28012368755613376,0.7280718472727055,0.5934121701014536,-0.6301912823179532,0.4618858398016128,-0.5929376564220075,-0.6901814279537717
Thal_LP_L,-0.06941715161874462,-0.2320358436218447,0.4399944333519427,0.6873963076981237,0.31691533155338036,-0.04331935967266844,0.7240744762799456,0.36723589917923916,0.3994040854764916,-0.4652133492270315,0.4488669496912566,0.6197959262037236,0.19657921313529686,0.7624534952848315,1.0,-0.16848621303873149,0.7236802504786496,0.2297329533117856,0.3665929932911316,-0.0045554914449099015,-0.30147248883974964,0.0645743367174667,0.585094776754274,0.22879701052708495,-0.2869730394935117,0.6644322327353337,0.11607114926875046,-0.4288175347200759,0.318173048807954,-0.1169875736852206,0.4375602861962674,0.18189212135221014,0.6334664803462232,-0.5376928068330428,0.385736686500115,0.34407581529284237,0.604552780731525,0.39261655998820016,-0.12605786105877512,-0.056120715762396786,-0.1565749154998742,0.3517529691120971,0.016402007596402996,0.5154392152658067,0.22532115677571316,0.30017207808593166,0.17712231041275717,-0.5075226594096445,0.47750688786867923,0.613157788997387,0.2518319743777491,-0.3288863168944094,0.5855186951964506,-0.5126072457774646,-0.43621643166582663
Vermis_4_5,0.7663689464974758,0.863839402274388,-0.3400146629968341,-0.0388929084888778,0.375823701249312,0.677445702079738,-0.2457836805317847,0.04489112503768936,0.5593728630576285,0.6004568505915081,-0.3780356942899188,-0.4413497732015913,0.2741737596706817,-0.4985668236933757,-0.16848621303873149,1.0,-0.2158113708220458,0.11289709762451967,-0.22020376500209166,-0.022929688853855778,0.5904975082185052,-0.027077531525452118,-0.5174786531217794,0.17438901972298473,0.6327312911232288,-0.1371417655602201,0.5751285141111943,0.6891651465783026,-0.031557516257755366,0.8299902731834918,-0.12266607880536787,-0.21074769631443704,0.2719487454097107,0.6607727080111183,-0.27316082936519387,0.30863510049717696,-0.14584825821476186,0.07866205006676588,0.3487255760157397,0.5077085773777791,0.33417161574484,0.049079924298261926,0.5384546323183876,0.14823941326712167,0.0805675056400108,0.4041184781040191,0.2519156740446092,0.6814170817283494,0.2596676028234583,-0.4349899011608563,-0.3954757289259199,0.7450961451328928,0.2502733872771113,0.13648557238501524,0.6418017771415445
Thal_VL_R,-0.24170297731824622,-0.19509240066632416,0.4868439830620061,0.7318372549058438,0.2608462788102401,-0.07259149027217818,0.8154511830702603,0.23782054686211634,0.4039212995131472,-0.6533754329747373,0.48065912741395744,0.5400858347963654,0.24445673007961446,0.7074813577148406,0.7236802504786496,-0.2158113708220458,1.0,0.293950496999104,0.5389211565908806,0.030221633683651092,-0.30607279180565494,0.15495387318261294,0.5709066548084683,0.1394174103490571,-0.26236024627617305,0.5721292458371499,0.030292635661068917,-0.6040892493214851,0.36482766865389127,-0.025116021545691047,0.3884408390648134,0.324615875450335,0.5342536418415683,-0.6023503798256001,0.38226309155054417,0.3508091124325833,0.7333654110094403,0.39782963283166883,-0.008418516699573617,-0.04056225605499872,0.005097353823544027,0.29961813742526594,-0.12647870980629156,0.491674130960881,0.18643748794320786,0.10448160167123012,0.21685210075330077,-0.496385234343221,0.3889860012738302,0.562426271957328,0.31124149567312687,-0.33962800982821095,0.4714101166105839,-0.4429748063768108,-0.4283235732934989
Rectus_L,0.1730347524408775,0.10250812232907547,0.20136619462912791,0.374175475345888,0.31330897242592304,0.03865401442789066,0.13943949009875756,0.12130749166232044,0.10870940589122513,-0.023705818092451335,0.18429551410120465,0.15628899474150992,0.03800395962690651,0.05612878144741477,0.2297329533117856,0.11289709762451967,0.293950496999104,1.0,0.12483794813480457,-0.08862706028895415,0.19701752266527958,0.3689259580748287,0.13000373841788332,-0.012274571390406202,0.011477115078585154,0.10423748303569783,0.008466847441805238,-0.015401585296441714,0.14963586845797763,0.05249380585085883,-0.0854023782467052,0.28039359320611906,0.1932753438130654,-0.06261902963453403,0.3466364327988779,0.04732816371284283,0.07598232081697738,0.1356704411446237,0.07440404888270516,0.10203333558232044,0.19326967795109823,0.007644361621204446,-0.05427891428674671,0.3243996146200583,0.01830965142487237,0.34327131932954175,0.05671575046918013,-0.011551365907387076,0.26746598819204953,0.19241821412928634,-0.09994025760458608,0.1799696703449597,0.2406420950027286,-0.05928558174980199,0.11232795359992556
SN_pc_L,-0.2002610201483344,-0.3464498469601219,0.5296478241916173,0.4350546880606682,0.11303442900842708,-0.22629684593463326,0.45386823634297174,0.17124051335226054,0.3454189320487374,-0.5500208679883011,0.494270129361,0.454435402381459,0.13868965991894602,0.5333907289503125,0.3665929932911316,-0.22020376500209166,0.5389211565908806,0.12483794813480457,1.0,0.06372961408453805,-0.3155130214645531,-0.2134520371341492,0.5091046599114196,0.19191661719302675,-0.10944283689857114,0.355797970579854,-0.17605957612012904,-0.44505716214137847,0.18786510861471425,-0.07183574352668567,0.29673367283821167,0.1824216236856316,0.45360673249150113,-0.5222458302295708,0.287111442786582,0.24089891986331274,0.5986830637469924,0.3640303304854109,-0.23189378122340853,-0.09507164514367568,0.2067893739327394,0.3041437111649294,-0.09935685431895368,0.28665422308447747,-0.0684401270693132,0.132957984137422,0.14984664087934868,-0.42258683913572553,0.18020174514003395,0.34831864909072824,0.3847892951048354,-0.43974103894915895,0.3960646628366625,-0.4356603054621969,-0.43646037549370165
Parietal_Sup_R,0.13034195524491052,-0.1590341800995918,0.21666717954236697,0.15707613831529285,0.3504061773893628,0.28591554822344917,-0.10371970398342883,0.6096566409816732,0.37266138598904625,0.03906386305176538,0.10327964356915759,0.4786582273071199,0.7340667443490188,0.07272439274372298,-0.0045554914449099015,-0.022929688853855778,0.030221633683651092,-0.08862706028895415,0.06372961408453805,1.0,-0.5289062976864676,-0.11938324374007862,0.12909346469558589,0.10587646104907152,-0.4136721691360831,0.1997197233771849,0.1598353172384282,-0.24083239132649292,-0.17604035220052203,-0.04581035961763239,0.5427679799265505,0.023140829579811947,0.32072054001705724,0.30323265282498796,-0.05957113447629075,0.7018604586791617,0.25183207150230313,0.32946755576734926,-0.4006909109444448,0.5641321419336748,-0.07049315123997801,0.8486656238192535,0.3048412506856874,0.24908584163401837,-0.12619896898625907,0.31709955048899,0.8386089267698397,0.37501117498620107,0.16867499270311295,0.09235244642351044,0.013645695850800487,-0.4139312831176007,0.3681794582029992,-0.05824261993016983,-0.5090420261311758
Temporal_Sup_R,0.43386383451988264,0.6767962552062707,-0.376716768081667,-0.19929973283374608,0.004985429900932406,0.1766812519988365,-0.20711896685679632,-0.4604195910900244,-0.09542088362420965,0.4116449557177385,-0.2609475869412909,-0.679424223284151,-0.3320519568267802,-0.5646064810524181,-0.30147248883974964,0.5904975082185052,-0.30607279180565494,0.19701752266527958,-0.3155130214645531,-0.5289062976864676,1.0,0.2828090267189854,-0.3117376098485287,0.06212139924374621,0.627156057614659,-0.4102570933191023,0.30192164889706435,0.6456303738445287,0.040464450357216915,0.4520748811634845,-0.670100993982193,0.0018995093173951837,-0.2772638754935955,0.37336749976322164,0.14795827032636596,-0.3091250678503322,-0.4600638396737761,-0.26531217726235845,0.4854548440165722,0.018845122390628768,0.3588871054722366,-0.5366002422381384,0.11125374139600053,0.046805542348129316,0.15204427945452714,0.20737361013605218,-0.30553962989996264,0.30481470270128197,-0.02546519085196506,-0.37163741173753306,-0.34710975826626883,0.8722568146688358,-0.20959299575979526,0.41831381485864044,0.9567257602554532
Cerebellum_8_R,-0.005361423121559,0.040122639590432656,0.038904348485769076,0.13170408907263326,0.11366191626338333,-0.11255983663421891,0.20461760291974176,-0.11352157813148575,-0.2014334283123739,-0.11076053874785043,0.19484416384767891,0.051887639050717166,0.014051592594354125,0.055154437480966594,0.0645743367174667,-0.027077531525452118,0.15495387318261294,0.3689259580748287,-0.2134520371341492,-0.11938324374007862,0.2828090267189854,1.0,0.2101295294125003,0.017422297350126032,-0.2139650080512315,-0.05874098120384018,0.1553383078951878,-0.0741042905634015,0.31228494572044774,-0.21763017191225362,-0.3078730069387621,0.356865342070242,-0.09322830882896566,-0.0678083497652139,0.48888676008641596,-0.07413581347364134,-0.15771602760866693,0.004457433348326364,0.29226015024187685,0.05923193969031401,-0.09983638616551113,-0.1534565771048205,-0.00753732805771692,0.3207873191223105,0.2311194239086475,0.23953924246386857,-0.015008376880921962,-0.08454619794510468,-0.005749168171852749,0.3013820116811708,0.14065203660399225,0.2999305927049225,0.023516969174197485,0.1822452172204205,0.21969988984909414
Frontal_Inf_Orb_2_R,-0.3148479485497257,-0.5398147198426945,0.599862553582568,0.5471320920855977,0.16308281424649,-0.31316203939510595,0.5964727164417579,0.2721154174235846,0.05532854898100892,-0.5966358901935952,0.6650213865021306,0.7034659787190057,0.07961505790250802,0.665307956917508,0.585094776754274,-0.5174786531217794,0.5709066548084683,0.13000373841788332,0.5091046599114196,0.12909346469558589,-0.3117376098485287,0.2101295294125003,1.0,0.21827722971172708,-0.5115808337500226,0.4567519766016813,-0.08732594057648006,-0.5889019336886855,0.2673931587740326,-0.4529775968503632,0.26062697064955737,0.39209995602775705,0.2954649347509358,-0.5785754033809365,0.7038932231850072,0.18954715011906442,0.46414936705487886,0.3053157055650798,-0.40007915464014343,-0.029872090235050202,-0.05683893492935698,0.26025699684824466,-0.18358072778223924,0.4775208907460423,0.13559884439731004,0.24837667061774746,0.17346348383100046,-0.5420989001493757,0.24295181203133082,0.6431459185608407,0.32493646357604405,-0.49529447884851185,0.3688342562629508,-0.2628960238975174,-0.5226269965318336
Thal_PuL_L,0.26410660230838584,0.07024301486938196,0.12553144641272726,0.1854809534209303,0.3577548944712235,0.21999940194712483,0.21381206290261587,0.27726579390053413,0.40138170809394397,-0.08196324880522218,0.1666546249159363,0.20022431020250533,0.3752646037621289,0.20196222595462404,0.22879701052708495,0.17438901972298473,0.1394174103490571,-0.012274571390406202,0.19191661719302675,0.10587646104907152,0.06212139924374621,0.017422297350126032,0.21827722971172708,1.0,-0.10075742174251849,0.16136910361393383,0.529491321545258,0.006794450561060279,0.09170400753064908,0.12671349976092425,0.13263624450160075,0.08077968453626012,0.4495508440225568,0.07763099763003779,0.20594805300647426,0.4187880468554468,0.24583477716533042,0.36463739222092595,-0.11318900938914614,0.2497819710943003,0.07581876127845609,0.2912229321140535,0.543231462523786,0.41738144784720743,-0.0039113699184606275,0.4049214182182561,0.3670357394310205,0.09304887769008863,0.30548705447130253,0.1154564953500456,0.09044257401795518,0.042975456014065695,0.48256407667904366,-0.14289074764035564,-0.02146249628208266
Vermis_8,0.3085145681418488,0.656605877503249,-0.3910696807401577,-0.20726888703316707,-0.14473568808383724,0.24526866575870382,-0.2581438065630267,-0.42595868255261166,0.1514555904538029,0.35857047971624906,-0.42157191268326355,-0.6774652046172766,-0.22763029190187567,-0.4553413898294752,-0.2869730394935117,0.6327312911232288,-0.26236024627617305,0.011477115078585154,-0.10944283689857114,-0.4136721691360831,0.627156057614659,-0.2139650080512315,-0.5115808337500226,-0.10075742174251849,1.0,-0.23709286126945622,0.14176600385396712,0.6316197696826373,-0.06567605607318051,0.644850708303594,-0.32905299273713773,-0.31278246555161743,-0.16132509408022422,0.3166878644037918,-0.30716784020642535,-0.23304325869383935,-0.25649190050967013,-0.2286890681301275,0.388927817485626,0.014714619700817368,0.2593404509823227,-0.4176219665350555,0.022413298373350286,-0.18836048649598575,0.09962056044687725,-0.09864577798496335,-0.2736894347090729,0.3174998058862858,-0.06697877002266046,-0.4978380399405093,-0.3253223066209096,0.6007986146570266,-0.21206997181408266,0.19317610480702627,0.6864307008134642
