,Cingulate_Mid_R,Paracentral_Lobule_L,VTA_L,Frontal_Inf_Tri_L,Lingual_L,Cerebellum_10_R,Frontal_Sup_Medial_L,SN_pr_L,Fusiform_R,Cerebellum_6_R,SupraMarginal_L,Precuneus_R,Vermis_3,Calcarine_R,Thal_VPL_L,Cuneus_R,Frontal_Inf_Tri_R,Temporal_Sup_L,SupraMarginal_R,Raphe_D,Heschl_R,ACC_sup_L,Temporal_Pole_Sup_R,Thal_MGN_L,Cerebellum_9_L,Angular_R,Cerebellum_8_L,ACC_sup_R,Parietal_Sup_L,Thal_IL_R,Frontal_Sup_2_R,Temporal_Pole_Sup_L,Cerebellum_4_5_R,Vermis_7,Calcarine_L,Paracentral_Lobule_R,Frontal_Inf_Oper_R,Frontal_Sup_Medial_R,SN_pr_R,Temporal_Mid_L,Temporal_Sup_R,Parietal_Inf_L,Occipital_Inf_R,Precentral_L,OFCpost_R,Rectus_R,Occipital_Sup_R,Cerebellum_8_R,LC_L,Supp_Motor_Area_L,Vermis_1_2,Thal_PuI_L,Supp_Motor_Area_R,Hippocampus_R,Thal_VA_R,OFCmed_L,Thal_AV_L,Thal_MDm_L,Cerebellum_7b_L,Thal_IL_L,Caudate_R,Frontal_Med_Orb_L,SN_pc_R,Occipital_Inf_L,Occipital_Mid_L,Frontal_Sup_2_L,Postcentral_L,Thal_LP_R,Amygdala_R,Thal_VPL_R,Vermis_6,Thal_AV_R,ParaHippocampal_R,Parietal_Inf_R,SN_pc_L
Cingulate_Mid_R,1.0,0.8189980190283722,0.14177122179949608,0.46466252475994757,0.23263745315973938,-0.06334071024838502,0.5154421344896467,0.3998110694270077,-0.033443621277576184,-0.10659563034910326,0.4089376974838793,0.5490900929231181,0.11767711321504835,0.033157231898719546,0.34297293823023767,-0.0035845532089695603,0.243388183830646,0.43306088740044496,0.32754805582159036,0.31082379314441516,0.17746995405106566,0.683809559911682,-0.20847691480921135,0.007829861134032081,-0.13686917337554777,0.16290521170883895,0.26566361458742277,0.6171933077853405,0.2784966788430869,0.07618267908876715,0.45522630341450127,0.20359165892254888,0.33196686285798505,-0.02715837098503205,0.24787147338368046,0.7588903213548498,0.34867138428017436,0.3975329500306113,0.09934250305522804,0.31038947364085273,-0.17749035659851325,0.48609570803452107,-0.2619451390099181,0.8229689532151067,-0.029999462788095625,0.061839469777380945,0.08369358317439538,-0.09903355451673462,-0.006112297527803668,0.7584384367855187,0.409495035047245,0.6406025476192939,0.8130243826621274,0.2707227633119224,0.2708570688084555,-0.018666083019605942,0.10245585004835463,0.3188202359387721,-0.0343650373088492,0.3718671559025664,0.44873031020056975,-0.12220911388527908,0.18094641591103627,-0.38452140513397104,0.08648872190382677,0.42656682779590466,0.709245889229971,0.33857075793178476,-0.1746734487639121,0.4708418547127607,-0.046069249172445495,0.19572277124255139,0.3777829870495812,0.4623855159555742,0.3495064072477225
Paracentral_Lobule_L,0.8189980190283722,1.0,0.1560147998034322,0.6309502085495865,0.25889387842781053,-0.08438831270892533,0.7132694660053641,0.5289658401003886,-0.15698433744479362,-0.23397834216678062,0.6306793344068384,0.7660825919469044,0.1394452569064635,0.05681555474963346,0.40607587802638706,0.1124766357708034,0.32729260304068825,0.665823209713432,0.4423404195608841,0.10845900165244861,0.08595728361331371,0.7210080850735743,-0.22873829773700202,0.11536658211711923,-0.3499109952373391,0.3560017380730379,0.36109264654529366,0.631480868830148,0.4460169360131714,0.10815464251459024,0.6220257497794828,0.40355485827712334,0.3928144660414217,-0.07285028850643259,0.4159260769769542,0.9163060827607631,0.3435909083716754,0.6061789211352319,-0.040356467548821225,0.5797343918906636,-0.2571056480689242,0.6191920812168143,-0.3912246152864251,0.8812438332092243,0.0868379979734029,0.014381106982280078,0.2532805338151002,-0.0975587331075324,-0.026694271137986555,0.8882442591878927,0.5305931081057657,0.7271293940667195,0.919028047459855,0.3254945064425393,0.3172488706047553,-0.00960412447179323,0.0057687295837499574,0.3295759067689914,0.10304336667140712,0.3923171987156818,0.5951091822173681,-0.19847459046002436,0.1476619437422142,-0.3622286762452943,0.1841884645791742,0.6690268560308364,0.8656532207724523,0.5411190617516736,-0.10863064991354092,0.6260988975636798,-0.1473397091588121,0.32196059040581737,0.36628486350932343,0.565803349830355,0.3584341356527168
VTA_L,0.14177122179949608,0.1560147998034322,1.0,0.3918788492503843,-0.24346726484127715,-0.19959902420105838,0.217836339104026,0.5687198984016782,-0.4610637725585069,-0.4859387056049375,0.03914450825683537,0.14180272502283806,-0.2473675811730463,-0.4068299673099056,-0.0898174988416617,-0.3775583937093158,0.08642430949244445,0.2852903977636647,-0.23080627571386175,-0.13706075215707983,-0.17293934103893796,0.1328001166442936,-0.1844582609965356,-0.5888428575290124,-0.214710445969822,-0.1900545748916229,0.38289840467107883,-0.007820762646684033,-0.004732720417086707,-0.3399711715717457,0.20287483103574844,0.39455034589814564,0.06869096049524849,0.05418506923656541,-0.23461289066334143,0.17843428656576396,0.11341121285584276,0.12578391185418894,0.11143648371400089,0.03304359628956725,-0.40521410013169334,0.036966040163296396,-0.45745928568468547,0.2295164749376185,0.19143899661250036,0.12083432202172621,-0.3116579576409335,-0.01730850003378244,-0.16505081965101276,0.25124446579381327,-0.22396956159350517,0.21908245999345724,0.20402906973135937,0.11694729083495642,0.29322550032660616,-0.009622477043841823,0.4428246170040719,0.5405012688893414,-0.27524511710600263,0.081162169898884,0.3008566144601013,0.005061909078852035,0.1304554709454424,-0.25706991121835476,-0.2652417132867179,0.25106921348976036,0.12779049143193844,0.035577664298318275,-0.3823516557490944,0.040820154429202296,-0.44966787230341165,0.44173290088957357,0.4222636980167015,0.04422640877579573,0.2945782533144383
Frontal_Inf_Tri_L,0.46466252475994757,0.6309502085495865,0.3918788492503843,1.0,-0.2815317704669712,-0.10626582717694454,0.753296261740126,0.6066777826343922,-0.6060088116729551,-0.7111951953185257,0.35527427372946735,0.4530461710307314,-0.23850374953462986,-0.4571921925575942,0.05868426572245421,-0.4446319359290397,0.22196243626332945,0.7829251985563646,-0.1269923461740864,-0.0785715506280229,-0.18415945176753523,0.6033045928456188,-0.26531651101778586,-0.16658508669878713,-0.51842310347453,-0.19597411200165338,0.7094998516451558,0.3748271193004241,-0.02419037772370227,-0.17600810512040335,0.6153632088643264,0.8132465041304032,0.3532519094517873,-0.23027089288917738,-0.037665049977102356,0.5413513724676973,0.24251109707430743,0.49089397950630453,0.19047449628030677,0.40766879299685466,-0.6422682950688225,0.21531961279962028,-0.7047318895971301,0.726942183088622,0.3719010121987091,0.1409822775198705,-0.3210873131588354,0.025258767999480028,0.07169224330582015,0.7458348818493412,0.2654300672557056,0.4382158096460548,0.6721615483934931,0.3853680226607718,0.5305814291470863,0.05419623373393793,0.31161499113467545,0.7544455627079006,-0.12535150435870387,0.17818351875915783,0.696577091607925,-0.31197734743216204,0.2326814009570284,-0.5455775297034344,-0.3413286168461604,0.6937282132691487,0.48900564905246063,0.5321509240113173,-0.4235181850949232,0.5672036280084128,-0.6636257461821505,0.6772934744641785,0.5669346153304542,0.1345714084912171,0.5103610853863202
Lingual_L,0.23263745315973938,0.25889387842781053,-0.24346726484127715,-0.2815317704669712,1.0,-0.13972597921132507,-0.09817989133051411,-0.026438483840289087,0.5701481554393316,0.5949312145542244,0.37478111678191495,0.2534418908257654,0.6137600179569381,0.8605802742773788,0.41871122224404606,0.5362647997355449,0.044298228328922384,0.07313348096883027,0.4592540847002263,0.12361587381492856,0.3678981726953721,0.026875422575199894,0.05369085253182389,0.4401144725097607,0.25832048532149343,0.4310093114828277,-0.2664193102946583,0.12878154910357023,0.2617140120837516,0.3411786409578731,-0.0536010133638307,-0.3320042011054983,0.3819945213880293,0.2190073461015814,0.6762177049048747,0.31168964666231685,0.06915284683698891,-0.056318305764884787,-0.30110914579971393,0.3856307074333161,0.4520748811634845,0.38052012850746886,0.45406791546513975,0.21991635969142356,-0.3500566472667853,-0.017705428776075463,0.5680016521365641,-0.21763017191225362,-0.05329250904909207,0.15521672593059335,0.42209147190241275,0.4001777048545205,0.23030120460286477,0.0999468152040799,-0.2320721815153312,0.005779817878147592,-0.2300188702636913,-0.4071518178456466,0.08636779141332948,0.3052844199412511,-0.030875342237028272,0.234800116760166,-0.12851241660405066,0.07391857334275023,0.544959734989019,-0.06441265753330741,0.3660017109684668,0.23053810007794034,0.3492774915216897,0.19484222395954695,0.6595386075384574,-0.30784879529119963,-0.1686385884679639,0.3223958254570504,-0.07183574352668567
Cerebellum_10_R,-0.06334071024838502,-0.08438831270892533,-0.19959902420105838,-0.10626582717694454,-0.13972597921132507,1.0,0.011463195737525238,-0.11346181456631056,0.1066498536624124,0.10060390495721842,-0.056518266128436974,0.052079761827583435,0.009512606955665845,-0.05061110517342073,0.0008196856647096572,0.12810779559323915,-0.009863105808664032,-0.07961054112781372,0.1612671878502456,0.04872224810882816,0.013193423308382083,0.01657093418662198,0.020205420953577708,0.055885430565079997,0.05079502393915928,0.16991258435847767,-0.05228532221870601,0.035102251518903504,0.12333693599154041,0.023716311828271927,0.0056208970438465615,0.03756197890892951,-0.27973129614326564,-0.22426863345632922,-0.031117807872924053,-0.040923428332735476,-0.0882703161467178,0.06393802003718795,0.012398676018764414,-0.02859595922721138,0.00561470024795508,0.05267779619783925,0.08568314892566624,-0.18317528589983326,-0.02946159976689268,-0.042755369212695474,0.13854263983706025,0.1708562661066737,0.10530773255300238,-0.10129909803836362,-0.01366546990854678,-0.2193544138281807,-0.1656557535675624,-0.17575661724574776,-0.06334322479769318,0.15310163777452918,-0.008778489485901408,-0.19908699595285687,0.18217235996934303,-0.07724147083067881,-0.11507483452637507,-0.06111028257106303,0.0427859114566018,0.21348516755949326,0.07372772475379276,0.03789686705551404,-0.1113449867386298,-0.20871637169478738,0.05905044532198269,-0.1456023992686717,0.08151243501486158,-0.19288816464181716,-0.11093007072463379,0.15407808956828487,-0.17256806929485646
Frontal_Sup_Medial_L,0.5154421344896467,0.7132694660053641,0.217836339104026,0.753296261740126,-0.09817989133051411,0.011463195737525238,1.0,0.5175917279015084,-0.2606346345358856,-0.3446040072403133,0.5676893210133148,0.5694266015756342,-0.006616029531440708,-0.24744745124730458,0.2668832870493662,-0.00883843630384012,0.35371668718690163,0.6160056651695757,0.2661063648012809,0.04889175945759067,-0.020438681128672833,0.8491677868115936,0.0517132245248992,0.09716696656961991,-0.41674141814626,0.23897185938357138,0.41360635328137274,0.7464807298537284,0.3847810015705898,0.025359571045773216,0.8613518446605541,0.6788230959780179,0.230763522003206,-0.27406593753367353,0.19950812689660935,0.6218735464198549,0.24177507964199454,0.8482283877442,-0.06872722248348148,0.46000093314026436,-0.30473622505840153,0.5622612375405033,-0.43988667218798544,0.630103883726965,0.49345336550416347,0.10384649620707401,0.09821766137185495,0.16515545810628246,-0.007141246434297804,0.7894248927178414,0.3283384001764871,0.5429847973263773,0.6761539146662746,0.20484154700689722,0.18612346194179927,0.00585203757299659,-0.017805091112189163,0.3768366404226874,0.13843901681114992,0.31670990746487004,0.6270464946981497,-0.2411253848879775,0.1807748487265284,-0.21911949803272573,0.03911514235788939,0.8366601404204729,0.5755395094499657,0.459961312838999,-0.003923693085306818,0.5512684341769731,-0.3223783962285327,0.3619743492162137,0.37329902111116636,0.43248797830919844,0.27369892952759595
SN_pr_L,0.3998110694270077,0.5289658401003886,0.5687198984016782,0.6066777826343922,-0.026438483840289087,-0.11346181456631056,0.5175917279015084,1.0,-0.3046054900141929,-0.4310808142507238,0.26619963075701186,0.39616024530103483,-0.009099142350095932,-0.22776274130156665,0.04776254998516095,-0.3141463468893036,0.3657659388629098,0.46805607625932627,0.07813191218066644,-0.04387169467559984,-0.10260914519612874,0.4211290681253571,-0.10200171096240558,-0.33144220148742637,-0.16205457549042143,-0.09354716488204054,0.5339797013601814,0.3167883617326265,0.05113556601841055,-0.024119042898624626,0.4640292972010528,0.5047322805428408,0.425769176204562,-0.15590161861531857,0.028556560316539727,0.4250395597719763,0.43006354868611557,0.38759771821719596,0.18031733771263503,0.22844627284320074,-0.296215624419459,0.1993716267627567,-0.43309733757026003,0.5814339764689435,0.30928251197331696,0.1743253005811583,-0.18338267619020424,0.003576564751252126,-0.02136102253598221,0.6325092802369767,0.17948495602538894,0.4855056553317104,0.5856291340120222,0.3746408506901429,0.35692433046593436,0.12083879307166029,0.24268009867184298,0.5690902670639305,-0.23429971881024808,0.30828987290757665,0.6329040616748308,-0.08174142808973894,0.40301533901221115,-0.33370517685950823,-0.2564330957946987,0.4426663188680343,0.41570035032725744,0.43439570697723934,-0.3612711743582329,0.505493856506489,-0.3994736874471158,0.4544806481166908,0.5913940465273055,0.13593633237180774,0.4766938722836301
Fusiform_R,-0.033443621277576184,-0.15698433744479362,-0.4610637725585069,-0.6060088116729551,0.5701481554393316,0.1066498536624124,-0.2606346345358856,-0.3046054900141929,1.0,0.9180104247552683,-0.05425649429567574,-0.1438611327360489,0.7479420706615372,0.6485348428802897,0.41298286214131186,0.5235022367482889,0.2247347517768547,-0.5377862066602989,0.5114493727048197,0.4412460729426075,0.5606446586628213,-0.051825425341184304,0.615594773596351,0.4604993830229811,0.4683895521716333,0.43255956893383646,-0.5184310506581904,0.18739807369583714,0.08388751415607708,0.3463246830997108,-0.17815237815467005,-0.6431557147471737,0.08072496037055629,0.23756875283004603,0.33897429182707134,-0.14107377344568434,0.1815624835343605,-0.0731056057574476,-0.16630291348885076,-0.23836675165468324,0.8722568146688358,0.15778944179852733,0.8031157333042205,-0.17297892129320755,-0.09010241096385846,-0.09503157313836318,0.5237658323138984,0.2999305927049225,0.09889073135519588,-0.12950034180604875,0.3372430703815824,0.0042660819063117935,-0.10323964303420771,-0.12707464967327767,-0.5946976126381023,-0.1753673481743496,-0.44972932913930325,-0.6301912823179532,0.11641288222817567,0.1972912235015058,-0.23989233910241112,0.21237778375650052,0.10763517790316442,0.3893813784380172,0.3557874021071444,-0.3775076154172686,-0.06602268488326665,-0.0331726488981046,0.6388144669898151,-0.05542127385218209,0.7513920691210783,-0.7207608299036619,-0.29166339943520453,0.0596848047195018,-0.43974103894915895
Cerebellum_6_R,-0.10659563034910326,-0.23397834216678062,-0.4859387056049375,-0.7111951953185257,0.5949312145542244,0.10060390495721842,-0.3446040072403133,-0.4310808142507238,0.9180104247552683,1.0,0.045075572996661276,-0.17526573116176342,0.6241543393492203,0.7087988022964433,0.34344959800742914,0.6771996711680993,0.03420147346537966,-0.5133156415763104,0.4413758396318853,0.35099220381756496,0.5132201149681075,-0.132182117460016,0.49060315013380457,0.4884331679655247,0.4282786586037266,0.4713813522794062,-0.6495841494466975,0.09311577052302042,0.18525925757297085,0.30532838384701216,-0.2668155501564511,-0.6897214485496788,-0.11139151395196176,0.2658372619235855,0.411984377690118,-0.1880657119969388,-0.07064494017830417,-0.1529185436260291,-0.3371909083145912,-0.11553662291425398,0.8172736195723038,0.211881614780536,0.8200471625008298,-0.28836471378269307,-0.29185679343295023,-0.1976876824418754,0.6064065804899952,0.13137753246524053,0.04826522728839737,-0.25424106829277626,0.1912545203543461,-0.05605777863649,-0.24650275043196385,-0.34842501576952956,-0.6326871626970761,-0.17708452490461124,-0.4660547851420712,-0.7745391487017532,0.2864420047725353,0.08882600539059134,-0.38324167147923105,0.17438449338394157,-0.09618292988551928,0.47061983073209623,0.5601826734332604,-0.40677995711859993,-0.08029075249587743,-0.19813686755010643,0.7329513275267902,-0.214520065804848,0.8845941104988442,-0.7379396124130531,-0.5462717386399486,0.09403451206863844,-0.556368317270481
