,Temporal_Pole_Mid_R,Heschl_R,Vermis_10,Cuneus_R,Frontal_Inf_Orb_2_R,Amygdala_R,VTA_L,Thal_PuI_L,ParaHippocampal_R,Cerebellum_6_R,Cingulate_Post_R,Thal_PuI_R,SN_pr_L,Postcentral_L,Thal_VL_R,Cuneus_L,Frontal_Inf_Oper_R,Temporal_Pole_Sup_R,Vermis_1_2,Frontal_Sup_Medial_L,Pallidum_R,Cerebellum_6_L,OFCant_L,Thal_LGN_R,Heschl_L,Olfactory_R,Precentral_L,Fusiform_L,Precentral_R,Frontal_Sup_2_R,Red_N_R,Cerebellum_Crus1_L,Occipital_Inf_R,Occipital_Mid_L,Parietal_Sup_L,OFCmed_R,Temporal_Inf_R,ACC_pre_R,Supp_Motor_Area_L,Precuneus_R,Cerebellum_10_R,Cerebellum_4_5_L,Cerebellum_9_L,Vermis_8,Thal_AV_L
Cingulate_Post_R,0.23553442127272847,0.325980045611354,0.11690549303873769,0.28933791338877407,0.0033086281228439877,0.15505516244784245,-0.11629436122529022,0.6217728187952805,0.19986968964445273,0.13014300554970187,1.0,0.4968851307751233,0.28095067042770644,0.652440204971334,0.20659278149880198,0.34531033320668747,0.37140557333732294,0.05485556759288718,0.6723980958728047,0.47351611718961256,0.6108477572474824,0.32050398785934103,-0.030885284152675625,0.28281238014476345,0.4658642992145481,0.06160476449688415,0.7396898287459477,0.4307232148677987,0.7765548111562369,0.4059453287550987,0.2879909135139274,0.10047283666657822,-0.011474759591363041,0.2811130921566128,0.3320130845855603,0.008747666909854438,0.01836564183710473,0.32689024281017276,0.7177509779096013,0.6733795221213664,-0.08684484781885723,0.7630907761331169,-0.10017570666265428,0.03113273205744457,-0.1693523586708812
Thal_PuI_R,0.07201374969236614,-0.0675330129966217,-0.17143140811763358,-0.06636286523060578,0.22254876314249128,-0.09673464537939136,-0.2309096930692721,0.2841361940905813,0.30531568017491423,-0.05922581718959136,0.4968851307751233,1.0,0.1289922302770772,0.2876167288985157,0.43706199652586186,0.04374388478827021,0.2926198836096858,-0.027836107178781745,0.4549028935073087,0.28988108622892866,0.1809997364486349,0.020213034485201876,0.007986836522577518,0.02614454571048078,0.26977648212445243,0.19055053617571296,0.4090801191049686,0.19519930048141126,0.43475574040789206,0.24204200287863736,0.37688538699371854,-0.14199376651619436,-0.07887879603906178,-0.09297316545864283,0.022289243304598545,0.17966096478082458,-0.14626647855931577,0.2450629259393864,0.3594760070582083,0.2287430043772287,-0.0866597007687509,0.41851138190172993,-0.012837581042255521,-0.06825656641923569,-0.08585265673463302
SN_pr_L,0.048045378854801785,-0.10260914519612874,-0.32247658096605103,-0.3141463468893036,0.41926095622895215,-0.3612711743582329,0.5687198984016782,0.4855056553317104,0.5913940465273055,-0.4310808142507238,0.28095067042770644,0.1289922302770772,1.0,0.41570035032725744,0.5379920313505947,-0.20739901407318723,0.43006354868611557,-0.10200171096240558,0.17948495602538894,0.5175917279015084,-0.07017991159508173,-0.26484800721425544,0.25704637280707743,0.20793000541727902,0.318357097636756,0.4053927307755374,0.5814339764689435,0.05161543408611192,0.5408395312627258,0.4640292972010528,0.35392516429505616,-0.1867924323208109,-0.43309733757026003,-0.2564330957946987,0.05113556601841055,0.3567931085541919,-0.34047666870795473,0.5297032108338551,0.6325092802369767,0.39616024530103483,-0.11346181456631056,0.4689503060315214,-0.16205457549042143,-0.22006502990934618,0.24268009867184298
Postcentral_L,0.17707453909382928,0.12372264232454501,-0.030958614163630133,0.2696595266225563,0.10688876053725033,-0.06025146960760368,0.12779049143193844,0.6509678569741284,0.23739053216157427,-0.08029075249587743,0.652440204971334,0.2876167288985157,0.41570035032725744,1.0,0.2514406119950913,0.366619467686828,0.2082052112155445,-0.2418080949908301,0.44365351701559996,0.5755395094499657,0.3717091959930121,0.2785023569304473,-0.08547157299408842,0.18100340570326323,0.6470766955330581,0.16423527944704844,0.7628827515811998,0.5108954424747395,0.7705284106564819,0.4905737479766601,0.2517434543588704,0.012968043859970453,-0.30216685413429833,0.3490953258244908,0.6269246008727548,0.014638618627865396,-0.046268715369060645,0.38063510035737097,0.7573416863050072,0.7763812168590155,-0.1113449867386298,0.7432722570225364,-0.2754690815726515,-0.10388880606973042,0.04967382534201001
Thal_VL_R,0.01718000495848085,-0.11029740914322056,-0.6040892493214851,-0.6023503798256001,0.5709066548084683,-0.6048866372477004,0.2256096537614585,0.27913966316659167,0.7754335414549416,-0.5411673597289834,0.20659278149880198,0.43706199652586186,0.5379920313505947,0.2514406119950913,1.0,-0.496385234343221,0.5665771668608658,-0.14808450221663755,0.3329355968070018,0.3645121815869698,-0.24170297731824622,-0.4626446268946962,0.324615875450335,-0.04891861966408214,0.25326401008641436,0.4868439830620061,0.5342536418415683,0.006981950271398214,0.4877788144919023,0.3660373191700819,0.5723918503799834,-0.3119128197257769,-0.41480860819661547,-0.6020744433154476,-0.22088689499267006,0.3820936730648977,-0.4165930019690321,0.4459146055768299,0.4714101166105839,0.24445673007961446,-0.08964527530001304,0.4039212995131472,-0.06630920883483628,-0.26236024627617305,0.303891618234014
Cuneus_L,0.16880177977834265,0.2636961809445726,0.5386560434619998,0.9408818593953203,-0.5420989001493757,0.6947896599096984,-0.32944682924806445,0.2294733919844008,-0.6021851017362071,0.614250126358206,0.34531033320668747,0.04374388478827021,-0.20739901407318723,0.366619467686828,-0.496385234343221,1.0,-0.35441917665015255,0.09388653825979018,0.18194557905180678,0.0867733566132506,0.6283673044845799,0.8338980489723433,-0.25187642550410533,0.09151607896389267,0.2646786309399566,-0.3335745655021356,-0.02774063266553424,0.5615594641249013,0.015051785316226538,0.037707800465253814,-0.28310352856275584,0.3667522122790255,0.3346981572630087,0.9299198560380164,0.6828210331449199,-0.3015169409718107,0.5990438101661181,-0.17307688164700732,0.06999342691247955,0.4075524467856747,0.09792874984018171,0.2730186294662193,-0.09885501322747192,0.3174998058862858,-0.4185194241558782
Frontal_Inf_Oper_R,-0.03618809390345291,0.2473547142384083,-0.16516543158693878,-0.39499394057559284,0.44067272812021624,-0.27207791113657587,0.11341121285584276,0.2995632190941915,0.7248201578781024,-0.07064494017830417,0.37140557333732294,0.2926198836096858,0.43006354868611557,0.2082052112155445,0.5665771668608658,-0.35441917665015255,1.0,0.3466926703270695,0.3132335445463751,0.24177507964199454,0.018645874737840976,-0.3624186483312288,0.39032545151006665,0.22828332420044695,-0.17225204441324982,0.2642338582714699,0.42861598137833107,-0.2878814726716356,0.5430510851629977,0.3906073399738252,0.38033291648354334,-0.06926906561301945,-0.0009892083479872856,-0.5122479097082632,-0.14146160380888712,0.29301322569573746,-0.26628487468220186,0.3131770877666412,0.4364079894129365,0.06799971630532471,-0.0882703161467178,0.32418587208440613,0.3195034787328835,0.06309108934683913,-0.09658076435579982
Temporal_Pole_Sup_R,0.29954768888271693,0.41506769474346455,0.33903476287018924,0.15869744548705073,0.0246465965553878,0.5550069556414122,-0.1844582609965356,-0.13605616820808916,-0.027624446396157253,0.49060315013380457,0.05485556759288718,-0.027836107178781745,-0.10200171096240558,-0.2418080949908301,-0.14808450221663755,0.09388653825979018,0.3466926703270695,1.0,0.15349487952321508,0.0517132245248992,0.3033778216315097,0.05050171238088348,0.3326097794195537,0.15022271824574387,-0.42506341534018,-0.03662754711228542,-0.21393067346527248,-0.2140822227837051,-0.1886666560379833,0.22018714881154505,0.03126540732929008,0.3870928109237949,0.5158257835345619,-0.03369973015189221,-0.03392103611603555,0.2298532330652198,0.21852689359428734,0.1107786304516472,-0.05522042270856073,-0.24518026711367383,0.020205420953577708,-0.1970102998111838,0.32274321491309765,0.17688587754940988,-0.4331844357495364
Vermis_1_2,0.3944887246655364,0.2620296090423794,0.10426555288274059,0.1969907290064883,0.09645214804053096,0.16925399175232259,-0.22396956159350517,0.4559788744912936,0.16883434417706883,0.1912545203543461,0.6723980958728047,0.4549028935073087,0.17948495602538894,0.44365351701559996,0.3329355968070018,0.18194557905180678,0.3132335445463751,0.15349487952321508,1.0,0.3283384001764871,0.4478950856624961,0.2560482486360516,-0.044181384134948376,0.19488484979611473,0.344070555757873,0.030031759080154107,0.5596877682301666,0.4687982004289997,0.5163405118560255,0.2383397957624203,0.4813708198157866,0.17184124410975377,0.09240631349459022,0.12439397530699715,0.1004702613129904,-0.03126438638095414,-0.05673586673185639,0.22767653176616878,0.5099243546066935,0.4478814932592638,-0.01366546990854678,0.581598165302844,-0.05498680450024682,-0.007674030886763341,-0.07902556767793568
Frontal_Sup_Medial_L,0.3015621984414247,-0.020438681128672833,-0.29624826792112213,-0.00883843630384012,0.5156880110360738,-0.003923693085306818,0.217836339104026,0.5429847973263773,0.37329902111116636,-0.3446040072403133,0.47351611718961256,0.28988108622892866,0.5175917279015084,0.5755395094499657,0.3645121815869698,0.0867733566132506,0.24177507964199454,0.0517132245248992,0.3283384001764871,1.0,0.2822892943403998,-0.03490376608503819,0.31577933301091826,0.12199790655890305,0.6019581188613976,0.5626587256294484,0.630103883726965,0.3263565141065526,0.5706803655202544,0.8613518446605541,0.4225681947942499,-0.016455476644978897,-0.43988667218798544,0.03911514235788939,0.3847810015705898,0.4857806456300877,-0.25313421922483226,0.9210027423051498,0.7894248927178414,0.5694266015756342,0.011463195737525238,0.4607391759733622,-0.41674141814626,-0.4434999274135771,-0.017805091112189163
Pallidum_R,0.3666245425163778,0.5357658707322375,0.5803237908670364,0.6200814194780083,-0.3148479485497257,0.6787607051393402,-0.3068223433497559,0.3906683294262078,-0.32104078298957534,0.5710957875163354,0.6108477572474824,0.1809997364486349,-0.07017991159508173,0.3717091959930121,-0.24170297731824622,0.6283673044845799,0.018645874737840976,0.3033778216315097,0.4478950856624961,0.2822892943403998,1.0,0.6866186510789208,-0.14938493749888598,0.18969210679244883,0.327385263989029,-0.11386782552247629,0.3742448000701568,0.5346488026605847,0.38167387531818364,0.2701051877460399,-0.04276672623154424,0.32509981053986614,0.35819651158643045,0.6067722016774347,0.3454227238662469,-0.1605006558923086,0.42756825078873584,0.11191887421284369,0.4176199834190585,0.30915381921688917,0.0026569930943748325,0.44583841801192164,-0.10867868971072149,0.3085145681418488,-0.3809986432157928
Cerebellum_6_L,0.1362729560833325,0.3589969511855544,0.6922325110023735,0.8215354733259663,-0.6127340742881985,0.6915128459912705,-0.39684097481179603,0.2231548089182312,-0.6213574511348584,0.7205297880846572,0.32050398785934103,0.020213034485201876,-0.26484800721425544,0.2785023569304473,-0.4626446268946962,0.8338980489723433,-0.3624186483312288,0.05050171238088348,0.2560482486360516,-0.03490376608503819,0.6866186510789208,1.0,-0.36813278995217674,0.07124837619004167,0.27924008980719245,-0.3917590766552024,0.04925159577180718,0.6985030739340844,0.033298118781837756,-0.06676163888144818,-0.2841982032937806,0.3787972823078682,0.45595187424849976,0.8637454221125379,0.43937919520510677,-0.39900573588521904,0.6138215044934789,-0.26526628664278695,0.05933049514228945,0.2479523680614022,0.08494145584190378,0.35628308870446496,-0.005851722826901762,0.5357211947370782,-0.3633872021304351
OFCant_L,-0.026101342954847437,-0.0020175705502735826,-0.394799567126207,-0.24878564994105587,0.39209995602775705,-0.09219338889522542,0.10811510210783594,-0.0171345086585063,0.4315895930292699,-0.24899585154273163,-0.030885284152675625,0.007986836522577518,0.25704637280707743,-0.08547157299408842,0.324615875450335,-0.25187642550410533,0.39032545151006665,0.3326097794195537,-0.044181384134948376,0.31577933301091826,-0.14938493749888598,-0.36813278995217674,1.0,-0.14603918800061938,-0.05940018774277216,0.3617115881497229,0.05447886370404918,-0.2155901101771489,0.044600961541985784,0.4381159523667948,0.22818677261565848,0.03197033523205147,-0.1457978405264041,-0.3676277216275202,-0.06048285199930434,0.5418903681166632,-0.18167962176069577,0.4477102169846405,0.17640916601826817,0.0202180818001581,0.08211578971802103,-0.036840037723447,0.08590781061732883,-0.31278246555161743,-0.039566732752543
Thal_LGN_R,-0.0469718786715181,0.22342700979383637,0.27061561655688,0.0882319823674329,0.019133625019002523,0.05302440429527587,0.16290643292221063,0.20291490907149026,0.09892328805519303,0.12701163493778775,0.28281238014476345,0.02614454571048078,0.20793000541727902,0.18100340570326323,-0.04891861966408214,0.09151607896389267,0.22828332420044695,0.15022271824574387,0.19488484979611473,0.12199790655890305,0.18969210679244883,0.07124837619004167,-0.14603918800061938,1.0,-0.06342639629743775,-0.10850659238250478,0.15846722377536712,-0.012914563222456038,0.24937525589975829,0.07272244287434734,-0.019831251910409926,0.19033369257624322,0.04872842731684073,0.10535020863337104,0.21976512127495776,-0.125195510901753,-0.053645029038826196,0.06941608533502998,0.19180293057022596,0.22113893034201426,-0.021607857513430733,0.19380547048272045,0.09726220924215088,0.1606202589246538,-0.03300021572685574
Heschl_L,0.24698915234924992,0.031082533653514193,-0.17148717185263976,0.1731201908244336,0.13686399912992156,-0.012926929242801928,0.08038119537338924,0.5404393286861429,0.011543401174665333,-0.3021630521527845,0.4658642992145481,0.26977648212445243,0.318357097636756,0.6470766955330581,0.25326401008641436,0.2646786309399566,-0.17225204441324982,-0.42506341534018,0.344070555757873,0.6019581188613976,0.327385263989029,0.27924008980719245,-0.05940018774277216,-0.06342639629743775,1.0,0.29579864352766866,0.656382269222948,0.703599116967641,0.5494912929249286,0.4459814946144596,0.28690364816622654,-0.05518901494365995,-0.43389459339936864,0.33939441969429207,0.36110720238745886,0.10727863339635808,-0.05959769655542915,0.4726212621620003,0.6504124045486263,0.6496963034833159,-0.05133013589478895,0.6308821461403824,-0.5162213805741915,-0.2572748883441513,0.1712798167633296
Olfactory_R,0.09314661020031156,-0.21332542095840035,-0.5369885135742851,-0.42216139286115945,0.599862553582568,-0.3212277997264133,0.2532621628093627,0.20113708368787095,0.5088618251798355,-0.5849887765891035,0.06160476449688415,0.19055053617571296,0.4053927307755374,0.16423527944704844,0.4868439830620061,-0.3335745655021356,0.2642338582714699,-0.03662754711228542,0.030031759080154107,0.5626587256294484,-0.11386782552247629,-0.3917590766552024,0.3617115881497229,-0.10850659238250478,0.29579864352766866,1.0,0.36790244718334325,0.032546475683986095,0.3049977376820835,0.5418817921056561,0.3530119583911901,-0.2666232844345972,-0.48077895883071076,-0.3692202761240859,-0.07735919862905377,0.645566604260631,-0.3789821435326263,0.6184241872772253,0.4156285459922962,0.09231126135330449,-0.07129013484362413,0.1934807659071646,-0.2233694419392046,-0.3910696807401577,0.14221739653890383
Precentral_L,0.20419985370203897,0.11927696609739727,-0.16704689052142224,-0.1312675668352184,0.2954649347509358,-0.215266889704508,0.2295164749376185,0.72205525101522,0.4966109582581201,-0.28836471378269307,0.7396898287459477,0.4090801191049686,0.5814339764689435,0.7628827515811998,0.5342536418415683,-0.02774063266553424,0.42861598137833107,-0.21393067346527248,0.5596877682301666,0.630103883726965,0.3742448000701568,0.04925159577180718,0.05447886370404918,0.15846722377536712,0.656382269222948,0.36790244718334325,1.0,0.42200736411881135,0.9406606833833226,0.5449092454968423,0.46838631912162837,-0.1915923717005174,-0.37556505404177987,-0.03212428064658695,0.1262427460441861,0.1639744647856018,-0.24563385201951146,0.5531390790110537,0.9203524857469101,0.6045726303249639,-0.18317528589983326,0.814472351283626,-0.31751296500768766,-0.16132509408022422,0.13444595021429095
Fusiform_L,0.2902881285541373,0.22852143808085368,0.26003146811451616,0.5033508842254318,-0.22145950251390928,0.3355004299881763,-0.16677829587116133,0.4381811395635526,-0.26503777358377945,0.19014365658368704,0.4307232148677987,0.19519930048141126,0.05161543408611192,0.5108954424747395,0.006981950271398214,0.5615594641249013,-0.2878814726716356,-0.2140822227837051,0.4687982004289997,0.3263565141065526,0.5346488026605847,0.6985030739340844,-0.2155901101771489,-0.012914563222456038,0.703599116967641,0.032546475683986095,0.42200736411881135,1.0,0.3344889620203779,0.23310277661009612,0.13895518457281456,0.13471103845142693,-0.008521660091420476,0.6384629764991319,0.4038873772310217,-0.09924306315498978,0.2124172376027942,0.1355667791614271,0.4031301632044334,0.5367753806576097,-0.0443329242395093,0.6346910376290751,-0.2932888093204407,0.1321229456536944,-0.007632287562039438
Precentral_R,0.10055962480543065,0.15554147748491592,-0.12756522826436478,-0.08859040702800249,0.2437685273537144,-0.23656085987641134,0.20213310449354172,0.7203630075170743,0.5293776910015956,-0.21907539080312358,0.7765548111562369,0.43475574040789206,0.5408395312627258,0.7705284106564819,0.4877788144919023,0.015051785316226538,0.5430510851629977,-0.1886666560379833,0.5163405118560255,0.5706803655202544,0.38167387531818364,0.033298118781837756,0.044600961541985784,0.24937525589975829,0.5494912929249286,0.3049977376820835,0.9406606833833226,0.3344889620203779,1.0,0.5172412163873908,0.40364832169226833,-0.16466590385884614,-0.30711308533674725,-0.007917458087966418,0.22471881376109526,0.15671328913015292,-0.2564788420283785,0.4726762512975129,0.8711094800627938,0.5996602401227868,-0.14150505077555206,0.8210081108188673,-0.17984850316763618,-0.10117928155457803,0.06351258508746914
Frontal_Sup_2_R,0.25339715229775533,0.12983858933319115,-0.22855340233560967,-0.03786006016712147,0.5283910199305285,0.04026288407315488,0.20287483103574844,0.45251920211107016,0.4098712360386501,-0.2668155501564511,0.4059453287550987,0.24204200287863736,0.4640292972010528,0.4905737479766601,0.3660373191700819,0.037707800465253814,0.3906073399738252,0.22018714881154505,0.2383397957624203,0.8613518446605541,0.2701051877460399,-0.06676163888144818,0.4381159523667948,0.07272244287434734,0.4459814946144596,0.5418817921056561,0.5449092454968423,0.23310277661009612,0.5172412163873908,1.0,0.3652568741111664,0.039922081813090565,-0.34114337028985176,-0.020686871084013462,0.36791285425194115,0.5706777654580852,-0.21473829343110906,0.8449605791219414,0.6980224474672913,0.47363151703110246,0.0056208970438465615,0.42973929538343375,-0.25635340945089874,-0.2975329141635589,-0.07947765081339832
