,Cerebellum_6_L,Thal_LP_R,Vermis_3,Thal_PuL_L,Cerebellum_10_R,Frontal_Inf_Oper_L,Postcentral_L,Cerebellum_9_L,Thal_VL_R,Cerebellum_7b_L,Amygdala_R,OFCant_R,Precentral_L,N_Acc_L,Amygdala_L,Thal_MDm_L,Temporal_Mid_R,Insula_R,Supp_Motor_Area_L,Thal_LP_L,Thal_LGN_L,N_Acc_R,Angular_R,Red_N_R,Cerebellum_Crus2_R,Temporal_Inf_L,ACC_sup_R,Olfactory_L,Cerebellum_3_R,Vermis_10,Thal_LGN_R,Thal_MDm_R,Thal_PuA_R,Cerebellum_4_5_L,OFCpost_L,Thal_PuM_R,ACC_sub_R,Temporal_Pole_Sup_L,Thal_IL_L,SN_pc_R,Cerebellum_Crus2_L,Calcarine_R,Putamen_L,Cingulate_Mid_L,Frontal_Sup_2_R,Thal_PuI_L,Parietal_Sup_R,Frontal_Sup_Medial_L,Vermis_4_5,LC_L,OFCmed_R,Temporal_Pole_Sup_R,Thal_VPL_L,Frontal_Med_Orb_R,Frontal_Mid_2_R,Caudate_L,Rectus_L,Thal_AV_L,Supp_Motor_Area_R,Cerebellum_10_L,Cerebellum_Crus1_L,Olfactory_R,Cingulate_Post_L,Thal_MDl_R,Cerebellum_8_L,ParaHippocampal_R,Frontal_Inf_Tri_L,Angular_L,Lingual_R,Cuneus_R,Thal_VA_R,Cerebellum_6_R,Cerebellum_8_R,Paracentral_Lobule_L,SN_pr_R,Hippocampus_R,ACC_pre_L,Thal_MGN_L,Heschl_L,Insula_L,OFCpost_R,Parietal_Inf_R,Frontal_Mid_2_L,Cerebellum_Crus1_R,Occipital_Mid_L,ACC_sup_L,VTA_L,Thal_PuA_L,OFClat_L,Caudate_R,Cerebellum_9_R,ParaHippocampal_L,Temporal_Sup_L,Thal_VPL_R,Red_N_L,Occipital_Sup_L,Precuneus_R,SupraMarginal_L,Frontal_Inf_Orb_2_R,Thal_PuM_L,Thal_IL_R,Calcarine_L,Temporal_Mid_L,Fusiform_R,Occipital_Inf_R,Precuneus_L,Thal_PuI_R,Thal_MGN_R,Thal_VA_L,Cingulate_Post_R,Lingual_L,Raphe_D,Parietal_Inf_L,Vermis_9,Rolandic_Oper_R,Frontal_Inf_Orb_2_L,Thal_VL_L,Occipital_Inf_L,Thal_MDl_L,OFCant_L,Frontal_Inf_Tri_R,Cingulate_Mid_R,Thal_AV_R,Cerebellum_7b_R,Vermis_8
Cerebellum_6_L,1.0,-0.1563543728133498,0.495436666607206,0.02157859470237505,0.08494145584190378,-0.046239122430949166,0.2785023569304473,-0.005851722826901762,-0.4626446268946962,0.47408263900531644,0.6915128459912705,-0.19312520882625847,0.04925159577180718,-0.5963723037558646,-0.5488139527523174,-0.6822587589854101,0.46566599451445007,0.2417335289810346,0.05933049514228945,-0.3642972789862205,-0.07580957485664003,-0.5170035320832542,0.6560974278297826,-0.2841982032937806,0.6016134789399399,0.01606068986393197,0.18023925567111557,-0.5622674250814054,-0.2576784980760738,0.6922325110023735,0.07124837619004167,-0.2902327523289138,-0.24220665674210937,0.35628308870446496,-0.3801035503187207,-0.06563191410242047,-0.599364826060627,-0.28309444214148966,0.16206631309779926,-0.29118420463186123,0.42617411929399124,0.7051998129981154,0.323560905442923,0.14481884863992633,-0.06676163888144818,0.2231548089182312,0.1615328434991743,-0.03490376608503819,0.808589237640955,-0.01799419193793761,-0.39900573588521904,0.05050171238088348,0.4064952029071702,-0.13676279220450066,-0.10391261290432734,-0.2666874641490455,0.005091296312587695,-0.3633872021304351,0.015539690992759298,0.15889871019780305,0.3787972823078682,-0.3917590766552024,0.1484231811036618,-0.49194792932749437,-0.48503263036502664,-0.6213574511348584,-0.3301639320794252,0.6442546676083032,0.7367459027556573,0.8215354733259663,-0.3823527258255241,0.7205297880846572,-0.21132474715439564,0.13838931243256775,-0.6717777685034355,-0.46679234614955806,-0.23969046979829298,0.6403446289200405,0.27924008980719245,0.20208632937946722,-0.523062944313257,0.3812549991075849,-0.17234979208665954,-0.33101451047568003,0.8637454221125379,0.11122063754293636,-0.39684097481179603,-0.2996080064755559,0.11828698024916695,-0.2338756265376937,-0.4779664949819887,-0.2974353533445742,0.10479525541088115,-0.07223295386178585,-0.689907886604147,0.746236058567719,0.2479523680614022,0.5364319527196657,-0.6127340742881985,0.42450840123853445,0.2447144261919797,0.697109509964499,0.5386603918014444,0.5404189469800705,0.45595187424849976,0.24160459540720808,0.020213034485201876,-0.28665175400379483,-0.2123085836152933,0.32050398785934103,0.6821492352934907,0.16287443659406883,0.4817576927800215,0.793001464074474,-0.06496511539121146,-0.38855576488878907,-0.5974260322924145,0.23185770959978247,-0.11136290121908997,-0.36813278995217674,-0.2176075395416794,0.10399942400857377,-0.42344582893532084,0.017534401857406276,0.5357211947370782
Thal_LP_R,-0.1563543728133498,1.0,0.21728838125103783,0.34083577212269517,-0.20871637169478738,0.6199541921709177,0.4080953157777494,-0.12146251675792402,0.6599849282295086,-0.22702613115561235,-0.18408543127361304,0.0739038449164346,0.5956038627407627,0.40194255398393586,0.1503930272625594,0.4392704481141177,-0.14852704358038646,0.3129390616173136,0.566418066265051,0.6256006331183249,0.4444673486928247,0.4299064035623716,-0.04751001909157741,0.6068262195577306,-0.4035082908376997,0.1926221059207272,0.3708707271007924,0.4619956961841886,0.5382728135526194,-0.210282631427889,0.049830900445173965,0.3126925623097729,0.34254516618264197,0.4918219960757549,0.2174664003957617,0.34839573013092384,0.00013490597551991064,0.25772318736231903,0.12855110186917118,0.243639233002434,-0.40239943372822684,0.07180888204086758,0.4543717413444711,0.3481751266463954,0.4239757932221619,0.4200583821911258,0.0007201930631897485,0.459961312838999,0.09496910856331049,0.14276549125683344,0.29812602874047694,0.07571261364947314,0.1872604097866498,0.19196702230457557,0.5969528687827943,0.4224423615694604,0.33201441587315905,0.015367135719931852,0.6313426070973558,-0.20913651780702852,-0.221155546762129,0.3813530329894998,0.33404631971453097,0.3049304158941572,0.3567187708600485,0.5116621869690245,0.5321509240113173,-0.07467204583670005,0.08872923457589965,-0.24069671060398384,0.25443096044514635,-0.19813686755010643,0.12421427127663799,0.5411190617516736,0.33654246393798726,0.6523889038385052,0.35588863827755585,0.08373954277338867,0.29819870409421606,0.3035784469501332,0.41123828518516903,0.11700583128412055,0.5581085248240182,0.1952935359517658,-0.2953999511689123,0.39080591592669034,0.035577664298318275,0.5135878694511312,-0.014137910568247565,0.6497662484646132,0.39670022605187194,0.4300975232995872,0.3381049704231506,0.7109593857938566,0.5045217713375818,-0.17819901195585403,0.28311834159834487,0.16506127437543527,0.4700406485895076,0.23365170515612885,0.12927242912022172,0.1998164730461983,0.14256808340891297,-0.0331726488981046,-0.18522713089283255,0.2797506301206531,0.47060310628712526,-0.04216820677167786,0.1101043999259923,0.43962499292389406,0.23053810007794034,0.02134874598773073,0.1556458214393472,-0.25647423806712294,0.6086960929386614,0.4297678332167847,0.6165341278473487,-0.3253301728081316,0.22681811280371275,0.1735509247621216,0.4884620866402311,0.33857075793178476,0.2889976247485913,0.16562326471423625,-0.17482409207513486
Vermis_3,0.495436666607206,0.21728838125103783,1.0,0.2567789380064646,0.009512606955665845,0.07671756198695384,0.17704972807034658,0.16240246230341307,-0.07005881558654786,0.03837502039389401,0.555353747139357,-0.11382478319524103,0.17142583423132177,-0.2572872163123157,-0.3613886868852115,-0.3916482654885267,0.6248744220710128,0.5997088087349859,0.18512129585351306,-0.10482727575379262,0.14612307319070375,-0.1765977690859366,0.4710518542154023,0.11107028771958037,0.2222591819923518,-0.2645593850449648,0.2792523045784846,-0.2813582452716293,-0.06040929037730583,0.4705942210489732,0.17345774138101133,-0.0246447479354593,0.020316388957914284,0.3093251322074555,-0.20830994929743665,0.17492081910968257,-0.3127370326657558,-0.2949474400148601,0.3262416535987452,0.1739721609581982,-0.05974275512909854,0.6456437206639445,0.38483823922223115,0.20637188739767223,0.0218625497919232,0.2546425057423995,-0.20871358349871266,-0.006616029531440708,0.7131089898894295,0.14448537725352034,-0.22251749949075156,0.45762789894085065,0.529550155237298,0.06948044092231453,0.1778486957256992,-0.1940609369300246,0.14913952327443253,-0.32869054433326594,0.2062449100488828,0.2656511266331605,0.3024770546030282,-0.30921957044461584,0.08509138805935745,-0.3140236018979712,-0.20885808360163305,-0.13473566280543411,-0.23850374953462986,0.2309167758373271,0.7064975668411139,0.47776606808490457,-0.3679499572698972,0.6241543393492203,0.24347289652264587,0.1394452569064635,-0.25772405264570275,-0.011884034749210277,-0.0781570058165483,0.5057943980277876,-0.042775432772988876,0.04089543333350278,-0.027542901003280836,0.18998269569091952,-0.10706637242881059,-0.20459891336208466,0.3462508978239853,0.12572150013320482,-0.2473675811730463,-0.05763918719389619,0.38262162689526763,0.01966832664075179,-0.3231453086272802,-0.26866845456102173,-0.11550990770172859,0.19684338088460243,-0.4038948737990924,0.31401386500288136,0.16526965636928292,0.1674518419246431,-0.27939740643443384,0.38096011624894155,0.2727489772413737,0.5226052542761426,0.09201088012662675,0.7479420706615372,0.4843808656928901,0.09955176650114582,0.14659516600791966,-0.027756896861479464,0.045402522972236695,0.45040402767097915,0.6137600179569381,0.38714886166379353,0.3295958988735641,0.3474682212292753,0.399682856708115,-0.3410510305827221,-0.08352608216017746,0.11405472192847071,-0.04302004514349885,-0.042033652314704344,0.2175312271830443,0.11767711321504835,-0.3812901470082496,0.35790762129668785,0.3652200381699122
Thal_PuL_L,0.02157859470237505,0.34083577212269517,0.2567789380064646,1.0,-0.2348939397243346,0.37071957593533106,0.3526347479164639,-0.1887030066710832,0.1394174103490571,-0.005798183267855626,0.12101788924420988,0.03090246504503789,0.4495508440225568,0.1154564953500456,-0.016860976966364846,0.20196222595462404,-0.02146249628208266,0.29298587398945886,0.48256407667904366,0.22879701052708495,0.36463739222092595,0.1666546249159363,0.2452179627613438,0.2262141322935979,-0.18330738188317383,0.13263624450160075,0.4049214182182561,0.043787183404124366,0.24583477716533042,0.006794450561060279,0.32244508434850383,0.3432593526009433,0.2802381430994192,0.40138170809394397,0.17022190697339581,0.5303139434998357,0.09044257401795518,0.12677681917571632,0.3230955819611429,0.09170400753064908,-0.1559039032717917,0.11350225845001859,0.3577548944712235,0.3726992272769443,0.3412036181892392,0.38625610625302154,0.10587646104907152,0.35846346771267806,0.17438901972298473,-0.0039113699184606275,0.028804635338611894,0.10886685159006339,0.529491321545258,0.08248317785294328,0.41738144784720743,0.16136910361393383,-0.012274571390406202,-0.02194313127634632,0.5042253231143768,0.11617083063812036,-0.06595299545748749,0.12553144641272726,0.33945419284413914,0.06838831051853123,0.0769810839131146,0.18242437225930544,0.28185680551543113,0.317488053526019,0.07024301486938196,0.07763099763003779,0.04150405562959078,-0.07215259392027258,0.017422297350126032,0.4850790290892448,-0.13076056585551143,0.22849815201895907,0.31252839216691564,0.13763262413417904,0.2341937127828726,0.27726579390053413,0.20594805300647426,0.13736826306635033,0.32069659362548747,-0.060566394953576644,0.06130302341269713,0.3810250813060849,0.09389609445758929,0.40439437179653215,-0.11318900938914614,0.1854809534209303,0.053390837735805205,0.15834856350203277,0.2040375447177814,0.3874764696235328,0.12034428680580052,0.15813136938073097,0.3752646037621289,0.2397080346809448,0.21827722971172708,0.543231462523786,0.07581876127845609,0.21999940194712483,0.19743966624855083,0.042975456014065695,-0.08746978167255691,0.3670357394310205,0.25542512595696965,0.06303828549829803,-0.09512878176719658,0.582231752143676,0.12671349976092425,0.11802901382450993,0.2497819710943003,-0.08196324880522218,0.23712374233125913,0.20022431020250533,0.21381206290261587,-0.14289074764035564,0.09254953824013128,0.08077968453626012,0.23740101724476606,0.3251271368022576,0.1424127320491082,0.18463174785508554,-0.10075742174251849
Cerebellum_10_R,0.08494145584190378,-0.20871637169478738,0.009512606955665845,-0.2348939397243346,1.0,-0.19834813388369524,-0.1113449867386298,0.05079502393915928,-0.08964527530001304,0.18217235996934303,0.05905044532198269,0.05591747556525389,-0.18317528589983326,0.015365814300802796,-0.046791197712414356,-0.19908699595285687,0.03743410720923992,-0.01706009238241401,-0.10129909803836362,-0.10024801907601985,-0.22681895920061887,-0.0567500514246951,0.16991258435847767,-0.11115778846580675,0.2765749236702747,-0.04554334151916002,0.035102251518903504,0.0175997823940195,-0.24602222607397545,-0.0672959323270082,-0.021607857513430733,-0.10676392495600118,-0.15450761559799975,-0.19040873166310635,0.06409361181062267,-0.12024015184979253,-0.02171953256645545,0.03756197890892951,-0.07724147083067881,0.0427859114566018,0.26387711580413586,-0.05061110517342073,-0.01972154140589543,-0.05233270986097625,0.0056208970438465615,-0.2193544138281807,0.1355323749321994,0.011463195737525238,0.0044336998265673624,0.10530773255300238,0.05974947472687942,0.020205420953577708,0.0008196856647096572,-0.01886199432233088,-0.08732511127038303,-0.18000911516504567,0.09732795548017291,-0.008778489485901408,-0.1656557535675624,0.10263348149552312,0.20948118382223765,-0.07129013484362413,-0.08554378624379391,-0.053510662892375445,-0.05228532221870601,-0.11093007072463379,-0.10626582717694454,0.012882918088075217,0.011604755953355778,0.12810779559323915,-0.06334322479769318,0.10060390495721842,0.1708562661066737,-0.08438831270892533,0.012398676018764414,-0.17575661724574776,0.021388029084560903,0.055885430565079997,-0.05133013589478895,-0.02637814123976573,-0.02946159976689268,0.15407808956828487,-0.06564624570940282,0.060026761330463405,0.07372772475379276,0.01657093418662198,-0.19959902420105838,-0.21104050829399942,-0.0019388222941012889,-0.11507483452637507,-0.21210923235570195,-0.228384934262562,-0.07961054112781372,-0.1456023992686717,-0.1494380662868028,0.07614873788682319,0.052079761827583435,-0.056518266128436974,-0.07322077103225023,-0.1334379659548987,0.023716311828271927,-0.031117807872924053,-0.02859595922721138,0.1066498536624124,0.08568314892566624,0.06261919127919137,-0.0866597007687509,-0.08184548215237887,0.011363079831775902,-0.08684484781885723,-0.13972597921132507,0.04872224810882816,0.05267779619783925,0.17301320998624373,-0.009747041581200025,0.009506799795864367,-0.1965815627584568,0.21348516755949326,-0.10946288159037212,0.08211578971802103,-0.009863105808664032,-0.06334071024838502,-0.19288816464181716,0.0540996131872175,-0.05644544757441566
Frontal_Inf_Oper_L,-0.046239122430949166,0.6199541921709177,0.07671756198695384,0.37071957593533106,-0.19834813388369524,1.0,0.7592003676683128,-0.3251987013651253,0.6197561992294872,-0.08040848832304318,-0.3188312950410047,0.18019166672045817,0.9294770294515201,0.3711367889637721,0.3525690727714412,0.6089853936796514,-0.4834115730985992,0.10999783301500551,0.8764721867323833,0.6675763470909997,0.6163376010652508,0.34071984313418624,-0.02895829458931068,0.5216012251902961,-0.39687622386113186,0.5565948622606667,0.46024765886971825,0.3656840133925127,0.6333340925618499,-0.28261662079428757,0.0739219654799553,0.5676265460772697,0.32226660421633563,0.7328419733715705,0.3460937815524072,0.5928380111125463,0.15909196806786205,0.5005388616011355,0.3849465952553794,0.30807281299184214,-0.2599623074355407,-0.062209933978584674,0.5617412216117398,0.6383424880728202,0.5720160645483019,0.6696574760484347,0.3210929861896331,0.6779750524061068,0.1249726532012337,0.09624886391210627,0.22003183342567487,-0.25514449002982575,0.2713224486032552,-0.02559365676413886,0.6303105957711487,0.703571737413077,0.19547422451460522,0.20605463832847393,0.8646057085084914,-0.29147756835227073,-0.21486491417540735,0.3990310459869705,0.5464403946519362,0.3884377787099244,0.5145051550964241,0.5291187035015497,0.8178720221368156,0.19223236813781555,-0.07937772006650931,-0.213743603628358,0.48181931685394314,-0.3949451501945341,-0.07265852257878778,0.8237389190003638,0.11670164806551678,0.4429422106685941,0.5028159640197444,-0.04590871978534091,0.6713617347726408,0.6165198106964079,0.17051575225848986,0.27833777019548306,0.7770905989956493,0.31333907116543297,-0.11487362160827,0.6086695577528556,0.26485451284060924,0.7104592117918233,-0.23600139008526116,0.7278135504086632,0.3984351755276288,0.6036906357401765,0.7408127785570134,0.6741459404157827,0.5253649920163226,-0.0539265301282521,0.5984602136962931,0.5286502941798548,0.41282499809143125,0.32960394353886663,-0.004436239782730586,0.25564595210081,0.47692258059503834,-0.28589509571333177,-0.48323932980494927,0.5373227245620615,0.3888027896826115,-0.07651938106187262,0.03514596059127616,0.5986890623838028,0.13206376317479318,0.0825114411314977,0.43603370747587905,-0.32932426314413304,0.43866059293881204,0.6040338952858838,0.5586285541001123,-0.5446788052608589,0.3424339377407458,0.0952126329393317,0.29281069638789897,0.7200880827247332,0.5004776304704941,0.12847763882875526,-0.23446567871465201
Postcentral_L,0.2785023569304473,0.4080953157777494,0.17704972807034658,0.3526347479164639,-0.1113449867386298,0.7592003676683128,1.0,-0.2754690815726515,0.2514406119950913,0.23361651925904922,-0.06025146960760368,-0.01687738575808997,0.7628827515811998,0.050744760041068177,0.10657069459460043,0.19504400377270092,-0.26547734328721706,0.09449128218770231,0.7573416863050072,0.2725699198684553,0.48461093153869705,0.08166506565454655,0.37206847234952534,0.2517434543588704,-0.018961031061309953,0.4310124859642892,0.46325242016436535,0.07559304312777719,0.37276841435301167,-0.030958614163630133,0.18100340570326323,0.293187162907565,0.13291463416838697,0.7432722570225364,0.08407395388380054,0.4562448956475539,-0.017312247946432095,0.24126953115305702,0.2965820853228845,0.09783337122378172,0.1815453475471164,0.1895833465863732,0.5145940767177872,0.6654169384509359,0.4905737479766601,0.6509678569741284,0.6048613094157717,0.5755395094499657,0.3868023076674491,-0.06500678884583905,0.014638618627865396,-0.2418080949908301,0.35185932849573487,-0.1673080253500194,0.555403817057842,0.5144817694970053,0.041598719778683756,0.04967382534201001,0.7450248586649246,-0.13680718198444977,0.012968043859970453,0.16423527944704844,0.6153282650737094,0.1574090484137802,0.21489787222843645,0.23739053216157427,0.48900564905246063,0.6005704439100611,0.22210555807144255,0.2696595266225563,0.3053237994901695,-0.08029075249587743,-0.11243285250697682,0.8656532207724523,-0.11514109607227258,0.2490091243410279,0.23944793160370403,0.09836545783218063,0.6470766955330581,0.5170845308328387,-0.06024228552639348,0.5625274797636094,0.5826419038701521,0.174871459844841,0.3490953258244908,0.5453881516087772,0.12779049143193844,0.4504235133647025,-0.18549261758287888,0.440332254554905,0.11418141007497334,0.44044235299944184,0.6366418224093858,0.4097793549347406,0.17307487924627324,0.41202297241572977,0.7763812168590155,0.7409379779476565,0.10688876053725033,0.5339429738816638,0.056410425487668434,0.5143843615658393,0.6030111421813582,-0.06602268488326665,-0.30216685413429833,0.7391707776887066,0.2876167288985157,-0.07769691525902317,-0.006806588953868967,0.652440204971334,0.3660017109684668,0.10416709421411653,0.7426367797105285,0.04443836949601234,0.2672080185866198,0.3188440054003957,0.22124208615973529,-0.2324812567163428,0.23766985637059387,-0.08547157299408842,0.2605283128338304,0.709245889229971,0.25817154800503656,0.0004989942498765756,-0.10388880606973042
Cerebellum_9_L,-0.005851722826901762,-0.12146251675792402,0.16240246230341307,-0.1887030066710832,0.05079502393915928,-0.3251987013651253,-0.2754690815726515,1.0,-0.06630920883483628,-0.01585016352388123,-0.048172285859488025,-0.17703788455072797,-0.31751296500768766,-0.11236915369449645,-0.017033677798821947,-0.21057355397694802,0.5420471490978426,0.2802180795954094,-0.34682949271928504,-0.21705883142453633,-0.21852709770793882,-0.12901496138233284,-0.12136893937475594,-0.11506073934527064,0.3830742136590025,-0.485235058840356,-0.105876256567477,0.0002086335537087952,-0.28791087709787644,0.2283830708762718,0.09726220924215088,-0.21043419268131067,-0.12198707745067183,-0.08738565219165466,-0.4499418195606321,-0.2051432356541805,0.011450523482934726,-0.4869561310909194,-0.030862678720162722,0.12294890970735131,0.15767296136897227,0.29680684099317983,-0.39940898613416737,-0.0573989782054284,-0.25635340945089874,-0.1866507650091882,-0.4472544622964017,-0.41674141814626,0.271050852671893,0.1102869482585295,-0.0272155975365223,0.32274321491309765,-0.09346908598857243,-0.03916242206389636,-0.18361157795112576,-0.2633734191217384,0.07942209768664327,-0.1343321384102981,-0.29592157686745285,0.1277664863463944,0.2350757393312374,-0.2233694419392046,-0.15056964147302507,-0.12479881342582799,-0.2193864002690839,0.10778189831320745,-0.51842310347453,-0.3750190976559108,0.3292287555362792,-0.042599504771699215,-0.3002437911338713,0.4282786586037266,0.21229023038745037,-0.3499109952373391,0.2935886008095441,0.19811159424113337,-0.46374659967298104,-0.12246085754360828,-0.5162213805741915,-0.7063363498673135,0.05586401763727976,-0.13421935492766993,-0.5534915956780041,-0.14536532424139123,-0.12740281244069646,-0.29452080519162865,-0.214710445969822,-0.217003225240968,0.5328818235039252,-0.21489515465594886,0.0869024058624379,-0.3399005368852791,-0.6185621543506282,-0.1546263602799395,-0.1053225262345935,-0.1862712527915257,-0.33065432971869424,-0.4030508055956855,-0.25271299455671664,-0.14085555688531684,0.18421688153837523,-0.16664822237490387,-0.5393143908295591,0.4683895521716333,0.48812454733652066,-0.3869329149253909,-0.012837581042255521,0.3262291693669422,0.3127368219992028,-0.10017570666265428,0.25832048532149343,0.12393003695539677,-0.2046364925638892,0.08284624638049157,0.26871644870833516,-0.5184579964259737,0.04138419777585841,0.35490392122641545,-0.1716967491753492,0.08590781061732883,0.21878489333129786,-0.13686917337554777,-0.3878590069448444,-0.18690628028183198,0.5444748669181867
Thal_VL_R,-0.4626446268946962,0.6599849282295086,-0.07005881558654786,0.1394174103490571,-0.08964527530001304,0.6197561992294872,0.2514406119950913,-0.06630920883483628,1.0,-0.31441239828238726,-0.6048866372477004,0.2033510502701803,0.5342536418415683,0.562426271957328,0.565690361855139,0.7074813577148406,-0.4283235732934989,0.03239883783090521,0.4714101166105839,0.7236802504786496,0.39782963283166883,0.48065912741395744,-0.30761019773005704,0.5723918503799834,-0.5218482971825343,0.3884408390648134,0.10448160167123012,0.6570856805417628,0.7333654110094403,-0.6040892493214851,-0.04891861966408214,0.5102633297840838,0.380007819715879,0.4039212995131472,0.3597947955729805,0.3914652963119948,0.31124149567312687,0.4842696843495502,0.22492720707733627,0.36482766865389127,-0.457358795736181,-0.20844091286571104,0.2608462788102401,0.22588567450654182,0.3660373191700819,0.27913966316659167,0.030221633683651092,0.3645121815869698,-0.2158113708220458,0.18643748794320786,0.3820936730648977,-0.14808450221663755,0.030292635661068917,0.04696300738723709,0.491674130960881,0.5721292458371499,0.293950496999104,0.303891618234014,0.5549569744994727,-0.3873880204887924,-0.3119128197257769,0.4868439830620061,0.24637841177130662,0.5240622337819469,0.6511366960053713,0.7754335414549416,0.6316443942479282,-0.30801046773407614,-0.19509240066632416,-0.6023503798256001,0.5727248614601791,-0.5411673597289834,0.15495387318261294,0.413037548597282,0.4849265454173846,0.7490617183611643,0.3228189739397926,-0.24814693562176166,0.25326401008641436,0.23782054686211634,0.38226309155054417,-0.006191629205801851,0.5326096818683931,0.40701465283554145,-0.6020744433154476,0.2298327767701781,0.2256096537614585,0.5543108352763709,-0.008418516699573617,0.7318372549058438,0.6119417696491626,0.5724496495006784,0.41082911770826774,0.671008539829886,0.7074499365055074,-0.4987383876067143,0.24445673007961446,-0.05666802562748128,0.5709066548084683,-0.12647870980629156,0.005097353823544027,-0.07259149027217818,0.08540350836837673,-0.33962800982821095,-0.41480860819661547,0.21685210075330077,0.43706199652586186,-0.0015815143030085501,0.36356553204001446,0.20659278149880198,-0.025116021545691047,-0.04766463297969463,-0.04056225605499872,-0.6533754329747373,0.5231457991973485,0.5400858347963654,0.8154511830702603,-0.4429748063768108,0.3006277076772145,0.324615875450335,0.38755541693316775,0.29814331066822475,0.4879268086469797,0.19489212298976438,-0.26236024627617305
Cerebellum_7b_L,0.47408263900531644,-0.22702613115561235,0.03837502039389401,-0.005798183267855626,0.18217235996934303,-0.08040848832304318,0.23361651925904922,-0.01585016352388123,-0.31441239828238726,1.0,0.34890013674962256,-0.09136479081351732,-0.12224968736143241,-0.29574840086344817,-0.25728143116954705,-0.403324601961732,0.12183324122223893,0.0448357939368583,-0.034293960770023196,-0.2945463759788976,-0.18983492901303936,-0.2658475180462069,0.4657809600311682,-0.17307348545795506,0.619426491241998,0.04455040998980156,0.13978954336419064,-0.2210083384417472,-0.22254475767920595,0.21080198183742554,0.05124126116664084,-0.11982617674661594,-0.328414154543826,0.030909181640054774,-0.1235830542393687,-0.05760773443925022,-0.44930427279899754,-0.03971766825121681,0.03797217122511298,-0.1551043914511257,0.8394866658630086,0.2019110287660818,0.11059742085351207,-0.04634666886825366,0.16922156302506733,-0.06962053629270895,0.4132378888330335,0.13843901681114992,0.24506172454285882,0.052567303390629976,-0.16529091486475989,0.03968048940538151,0.16042067066595977,-0.029418378602208577,0.0278546742741968,-0.11345637230246707,-0.015192889270765036,-0.3261784618546256,-0.056875855802034796,-0.006292010124931547,0.3978011201228336,-0.1590385621283107,-0.13643704862714193,-0.20002010300724937,-0.25747469258969086,-0.4032269389568546,-0.12535150435870387,0.517876905010114,0.21552316574229036,0.5361512525203493,-0.22765262064579866,0.2864420047725353,0.05455253121991581,0.10304336667140712,-0.3462139022160524,-0.3096228437340489,0.07016437617402735,0.28150875083078625,0.15809733002093201,0.1130734147261212,-0.1501228138806675,0.35879240692584613,-0.0035337635472679667,-0.0472262752776255,0.4985714230892843,0.0800196668875565,-0.27524511710600263,-0.2590947952263155,-0.18168011147836222,-0.2013205228854183,-0.29767745122673717,-0.2284238744465254,0.024230462224456236,-0.15579155387554328,-0.35411386854677546,0.5717384576235437,0.269758870334555,0.30080172850535913,-0.03723615044811235,0.10625956931547456,0.14469189320489217,0.32761867206748224,0.25832065143824784,0.11641288222817567,0.02780592501994743,0.35284390632121515,-0.060290135252105845,-0.20459030057199293,-0.17693378449135347,0.09698997526362715,0.08636779141332948,-0.041772172029693626,0.44315586895113834,0.5133130359553315,-0.09999827003684476,-0.09726218714637709,-0.38581831409986284,0.3681296124505319,-0.05995532766954097,-0.06458356383307631,0.07840949225436723,-0.0343650373088492,-0.2511730690889305,-0.033575745167257205,0.07391926310772881
