,VTA_L,ParaHippocampal_R,Parietal_Inf_L,Cingulate_Post_L,Precentral_L,Thal_LGN_L,Vermis_10,Red_N_R,Lingual_L,Angular_R,Rectus_L,Cerebellum_10_R,Rolandic_Oper_R,Postcentral_L,Cerebellum_4_5_R,Cingulate_Mid_L,Occipital_Sup_R,SN_pc_L,Occipital_Mid_R,Thal_AV_R,SN_pc_R,Frontal_Med_Orb_R,Temporal_Pole_Mid_R,Heschl_L,Thal_MGN_L,Cuneus_L,Cerebellum_8_R,Cerebellum_Crus1_L,Temporal_Inf_L,Vermis_1_2,Frontal_Sup_Medial_R,Hippocampus_R,OFCant_L,Thal_PuI_L,Cerebellum_9_L
Rectus_L,-0.1846007338081446,0.17998108993149875,0.10203333558232044,0.010181484757801553,0.1932753438130654,0.1356704411446237,-0.015401585296441714,0.2553555257669465,0.05249380585085883,0.04491023424339716,1.0,0.09732795548017291,0.45138923027312755,0.041598719778683756,0.28161541944782814,0.1311993271203953,-0.05247612192686013,0.12483794813480457,-0.020015939990352807,-0.1381363524438331,0.14963586845797763,0.2997787434552143,0.09935455269943351,0.07768285757581939,0.1710329642156887,-0.011551365907387076,0.3689259580748287,0.02465474750003182,-0.0854023782467052,0.2069876490874137,0.33871559716247795,0.15228916041996457,0.28039359320611906,0.17415281536268273,0.07942209768664327
Cerebellum_10_R,-0.19959902420105838,-0.11093007072463379,0.05267779619783925,-0.08554378624379391,-0.18317528589983326,-0.22681895920061887,-0.0672959323270082,-0.11115778846580675,-0.13972597921132507,0.16991258435847767,0.09732795548017291,1.0,-0.009747041581200025,-0.1113449867386298,-0.27973129614326564,-0.05233270986097625,0.13854263983706025,-0.17256806929485646,0.14438644610432508,-0.19288816464181716,0.0427859114566018,-0.01886199432233088,0.010573105098784235,-0.05133013589478895,0.055885430565079997,0.09792874984018171,0.1708562661066737,0.20948118382223765,-0.04554334151916002,-0.01366546990854678,0.06393802003718795,-0.17575661724574776,0.08211578971802103,-0.2193544138281807,0.05079502393915928
Rolandic_Oper_R,-0.06098317465603996,0.5066874107410555,0.16100587569948202,0.16619436247939134,0.44610910327711095,0.29638332852974647,0.014835948483287781,0.41422395506454346,0.27044213478011614,0.04526147926870637,0.45138923027312755,-0.009747041581200025,1.0,0.2672080185866198,0.5930476638991719,0.4293271316660705,-0.002163907268002959,0.21300264366073351,0.014656788938412066,-0.10465194531263533,0.45832472072136077,0.18611736252997504,0.07691437405861863,-0.029720231802864594,0.017059444618018497,-0.09686180799967727,0.35609805434461367,0.06955647179996166,-0.17161572470468486,0.4963781599289037,0.4155759000659424,0.5391017055122003,0.29851461673159885,0.4075423648243475,0.26871644870833516
Postcentral_L,0.12779049143193844,0.23739053216157427,0.7426367797105285,0.6153282650737094,0.7628827515811998,0.48461093153869705,-0.030958614163630133,0.2517434543588704,0.3660017109684668,0.37206847234952534,0.041598719778683756,-0.1113449867386298,0.2672080185866198,1.0,0.2634649585571416,0.6654169384509359,0.37925630095621327,0.21089022966666088,0.08083882972650891,0.25817154800503656,0.09783337122378172,-0.1673080253500194,0.17707453909382928,0.6470766955330581,0.09836545783218063,0.366619467686828,-0.11243285250697682,0.012968043859970453,0.4310124859642892,0.44365351701559996,0.43479454442230114,0.2490091243410279,-0.08547157299408842,0.6509678569741284,-0.2754690815726515
Cerebellum_4_5_R,0.06869096049524849,0.6059924933295789,0.06453369949625092,0.28477289806734224,0.5426991487186462,0.4101702398838955,-0.20649862947419137,0.45466007467614794,0.3819945213880293,-0.15956065070204098,0.28161541944782814,-0.27973129614326564,0.5930476638991719,0.2634649585571416,1.0,0.3679520217258778,-0.24832014588352433,0.5009660561589734,-0.22978866216218943,0.20250600687674583,0.2376598434793945,0.14270341964484579,0.07779885140548967,0.19093663543909453,0.010467550557443188,-0.2512738162284749,0.07370192296743941,-0.1909504213388743,0.14627112246571097,0.4753796640854983,0.16768862033463333,0.6490479984086275,0.24633072293823843,0.43778649158927896,0.12059718061811305
Cingulate_Mid_L,0.10805228510163488,0.3475261674053521,0.5225682093782337,0.7637678858243867,0.773530625031735,0.44495282000392455,0.07072382778186165,0.21626097286000792,0.2952538911230681,0.24550022773907823,0.1311993271203953,-0.05233270986097625,0.4293271316660705,0.6654169384509359,0.3679520217258778,1.0,0.14636367795347888,0.30945968299218357,0.01610633460546016,0.0682022810037128,0.15738054870417856,-0.026733637618808682,0.09149748961863564,0.45983851036421886,0.0771180611752055,0.15243737738661778,-0.0715411793954961,-0.028613233100122388,0.28894365156636703,0.42628995239160766,0.4727874153094303,0.2365482340803547,0.05332930561643248,0.6532156922162888,-0.0573989782054284
Occipital_Sup_R,-0.3116579576409335,-0.5199092677880197,0.5554927970299769,0.1935423623363263,0.014200328587535645,0.03440879456261429,0.5086591028135145,-0.23166368680300284,0.5680016521365641,0.8452743639083434,-0.05247612192686013,0.13854263983706025,-0.002163907268002959,0.37925630095621327,-0.24832014588352433,0.14636367795347888,1.0,-0.43896104363893484,0.8801049552606698,-0.4142752315684694,-0.1672016726178261,-0.04971563393307637,0.2212920180537573,0.19124175985348954,0.5635364400314327,0.8957574266223973,-0.011676912598218745,0.44767773672566297,-0.10403663550465607,0.3230828344601133,0.2407828428064659,-0.3681256227171272,-0.2189668381122425,0.2421751795652947,-0.05592828796223469
SN_pc_L,0.2945782533144383,0.627232114600516,-0.09507164514367568,0.3745956121312591,0.45360673249150113,0.3640303304854109,-0.44505716214137847,0.31376982618535676,-0.07183574352668567,-0.3517400101510159,0.12483794813480457,-0.17256806929485646,0.21300264366073351,0.21089022966666088,0.5009660561589734,0.30945968299218357,-0.43896104363893484,1.0,-0.5688004431197358,0.42444555005466844,0.18786510861471425,-0.011808354915048986,-0.15571701681588487,0.18930636049782512,-0.3131757815672017,-0.42258683913572553,-0.2134520371341492,-0.4571764437100076,0.29673367283821167,0.027912619941743547,0.1265320317108625,0.5323238359782663,0.1824216236856316,0.2536537903316549,-0.016276789225832877
Occipital_Mid_R,-0.44552958485926714,-0.6152906268977812,0.36485744758070393,-0.03233794256868497,-0.23378857835292854,-0.18207494488025766,0.7090625886145494,-0.34750733967817343,0.6045241970020337,0.7746066022520823,-0.020015939990352807,0.14438644610432508,0.014656788938412066,0.08083882972650891,-0.22978866216218943,0.01610633460546016,0.8801049552606698,-0.5688004431197358,1.0,-0.6511445357740793,-0.19473987581034652,-0.031181769277637807,0.13709535133445305,-0.10671679594659383,0.5952722578550099,0.8408688176509748,0.049338138755469205,0.5015319620450704,-0.3962069571749242,0.22016299704818454,0.029478628311015033,-0.41847378751394626,-0.2581159702940368,0.06143087711507107,0.18547820418219374
Thal_AV_R,0.44173290088957357,0.4193401707320016,-0.038941999945099004,0.22174706777346737,0.3843357556948277,0.31824479218562157,-0.5956646871521052,0.3498411403488735,-0.30784879529119963,-0.36917027223978705,-0.1381363524438331,-0.19288816464181716,-0.10465194531263533,0.25817154800503656,0.20250600687674583,0.0682022810037128,-0.4142752315684694,0.42444555005466844,-0.6511445357740793,1.0,0.11237175801482696,-0.08270875998229957,-0.008486936571061138,0.41899224513393496,-0.39063162459961137,-0.4140072590831628,-0.18620925787090636,-0.36775351888173236,0.5308930446233213,-0.004562570339886514,0.05573845460172577,0.35187991741793406,0.06922793813685171,0.18384856917306427,-0.3878590069448444
SN_pc_R,0.1304554709454424,0.45873974466559814,-0.05502343743331239,0.0056272372809740125,0.2637664945319664,0.06485103388264574,-0.13988065197708682,0.42211215779413314,-0.12851241660405066,-0.13132960499677793,0.14963586845797763,0.0427859114566018,0.45832472072136077,0.09783337122378172,0.2376598434793945,0.15738054870417856,-0.1672016726178261,0.18786510861471425,-0.19473987581034652,0.11237175801482696,1.0,-0.05852864514791219,0.09202453639170441,-0.15672471077334718,-0.25001231342546754,-0.2988105208854447,0.31228494572044774,0.006123115596219528,-0.170135741978809,0.23494538605414844,0.1129276863105948,0.34379154447199395,0.12278255044611147,0.08240852477808594,0.12294890970735131
Frontal_Med_Orb_R,0.043267345113517215,0.12098923633826641,-0.0630581354841652,-0.05177197238788772,0.00023005927806940343,0.21458433245181893,-0.030155794506112808,0.22048165409420195,-0.18019539194342324,0.05269683648088126,0.2997787434552143,-0.01886199432233088,0.18611736252997504,-0.1673080253500194,0.14270341964484579,-0.026733637618808682,-0.04971563393307637,-0.011808354915048986,-0.031181769277637807,-0.08270875998229957,-0.05852864514791219,1.0,0.1850123238756903,-0.029744486930429755,0.1344625006568695,-0.08486132461937504,0.3291453723018647,0.11447884006357059,-0.019039151762395165,0.12526158115112737,0.4440305806457331,0.0025880156327160626,0.3866923658144991,0.039500584503344226,-0.03916242206389636
Temporal_Pole_Mid_R,-0.041535575165221446,-0.16107063070862165,0.22327901189813282,0.05132837224221937,0.20419985370203897,0.1851531843416694,0.03877562731373141,0.22809693671786602,-0.0003959471898554044,0.24261593004237342,0.09935455269943351,0.010573105098784235,0.07691437405861863,0.17707453909382928,0.07779885140548967,0.09149748961863564,0.2212920180537573,-0.15571701681588487,0.13709535133445305,-0.008486936571061138,0.09202453639170441,0.1850123238756903,1.0,0.24698915234924992,0.3101417616175838,0.16880177977834265,0.24473381193230226,0.1799695397603384,0.17686158630408966,0.3944887246655364,0.3407229881834601,-0.11248184283820313,-0.026101342954847437,0.10897551143302088,-0.3757313256188537
Heschl_L,0.08038119537338924,0.011543401174665333,0.5682429475124773,0.5512088411503673,0.656382269222948,0.45220834287741074,-0.17148717185263976,0.28690364816622654,0.15804985588330883,0.22815059446110283,0.07768285757581939,-0.05133013589478895,-0.029720231802864594,0.6470766955330581,0.19093663543909453,0.45983851036421886,0.19124175985348954,0.18930636049782512,-0.10671679594659383,0.41899224513393496,-0.15672471077334718,-0.029744486930429755,0.24698915234924992,1.0,0.2224107553585754,0.2646786309399566,-0.2757352209053447,-0.05518901494365995,0.75716468953818,0.344070555757873,0.39462009021021227,-0.01036539408983169,-0.05940018774277216,0.5404393286861429,-0.5162213805741915
Thal_MGN_L,-0.5888428575290124,-0.48797613187025807,0.29133794904625915,0.1322693500628397,0.04586582499063787,0.05882592620417823,0.3708446932898986,0.05151214911508849,0.4401144725097607,0.5250066142181917,0.1710329642156887,0.055885430565079997,0.017059444618018497,0.09836545783218063,0.010467550557443188,0.0771180611752055,0.5635364400314327,-0.3131757815672017,0.5952722578550099,-0.39063162459961137,-0.25001231342546754,0.1344625006568695,0.3101417616175838,0.2224107553585754,1.0,0.5885421512005985,-0.0010918856144209628,0.2371151568269798,-0.012209875939798017,0.41571981026482346,0.17275898914954743,-0.269423235188957,-0.1019032141914362,0.10527999005385279,-0.12246085754360828
Cuneus_L,-0.32944682924806445,-0.6021851017362071,0.6157275122582134,0.14702406978092833,-0.02774063266553424,-0.024322911401244467,0.5386560434619998,-0.28310352856275584,0.5835983045727666,0.774320495406375,-0.011551365907387076,0.09792874984018171,-0.09686180799967727,0.366619467686828,-0.2512738162284749,0.15243737738661778,0.8957574266223973,-0.42258683913572553,0.8408688176509748,-0.4140072590831628,-0.2988105208854447,-0.08486132461937504,0.16880177977834265,0.2646786309399566,0.5885421512005985,1.0,-0.08454619794510468,0.3667522122790255,-0.07357403079675078,0.18194557905180678,0.1940938739169365,-0.45878466385913186,-0.25187642550410533,0.2294733919844008,-0.09885501322747192
Cerebellum_8_R,-0.01730850003378244,0.2211949139066008,0.05923193969031401,-0.21064978966634404,-0.09322830882896566,0.004457433348326364,-0.0741042905634015,0.1913974672561706,-0.21763017191225362,0.10385525215218022,0.3689259580748287,0.1708562661066737,0.35609805434461367,-0.11243285250697682,0.07370192296743941,-0.0715411793954961,-0.011676912598218745,-0.2134520371341492,0.049338138755469205,-0.18620925787090636,0.31228494572044774,0.3291453723018647,0.24473381193230226,-0.2757352209053447,-0.0010918856144209628,-0.08454619794510468,1.0,0.3093792105565035,-0.3078730069387621,0.20800583088335417,0.270001352746944,0.13959127808330904,0.356865342070242,-0.11797457274261754,0.21229023038745037
Cerebellum_Crus1_L,-0.2577471936663938,-0.3404867962342594,0.2705688160096247,-0.12017409816481006,-0.1915923717005174,-0.15580004947706544,0.34367159171317596,-0.14003998835687217,0.1781597414311536,0.3896544644808035,0.02465474750003182,0.20948118382223765,0.06955647179996166,0.012968043859970453,-0.1909504213388743,-0.028613233100122388,0.44767773672566297,-0.4571764437100076,0.5015319620450704,-0.36775351888173236,0.006123115596219528,0.11447884006357059,0.1799695397603384,-0.05518901494365995,0.2371151568269798,0.3667522122790255,0.3093792105565035,1.0,-0.1986449369521053,0.17184124410975377,0.15563644526865106,-0.31167318404282596,0.03197033523205147,-0.10386692610828514,0.2350757393312374
Temporal_Inf_L,0.24916948888536997,0.15045230878278493,0.2693704082545986,0.4800184778996849,0.5355611696568715,0.3754341769485756,-0.34980541173252233,0.265088176893711,-0.02691597443032287,-0.02322906098492773,-0.0854023782467052,-0.04554334151916002,-0.17161572470468486,0.4310124859642892,0.14627112246571097,0.28894365156636703,-0.10403663550465607,0.29673367283821167,-0.3962069571749242,0.5308930446233213,-0.170135741978809,-0.019039151762395165,0.17686158630408966,0.75716468953818,-0.012209875939798017,-0.07357403079675078,-0.3078730069387621,-0.1986449369521053,1.0,0.1513138954673871,0.25951751868316425,0.05076483921540465,0.010893282288953475,0.2938482228065984,-0.485235058840356
Vermis_1_2,-0.22396956159350517,0.16883434417706883,0.3574723024553687,0.45296412348527215,0.5596877682301666,0.3562961072940593,0.10426555288274059,0.4813708198157866,0.42209147190241275,0.35109687822200086,0.2069876490874137,-0.01366546990854678,0.4963781599289037,0.44365351701559996,0.4753796640854983,0.42628995239160766,0.3230828344601133,0.027912619941743547,0.22016299704818454,-0.004562570339886514,0.23494538605414844,0.12526158115112737,0.3944887246655364,0.344070555757873,0.41571981026482346,0.18194557905180678,0.20800583088335417,0.17184124410975377,0.1513138954673871,1.0,0.30478064602518534,0.33554207574206474,-0.044181384134948376,0.4559788744912936,-0.05498680450024682
Frontal_Sup_Medial_R,0.12578391185418894,0.24565134010348091,0.5302973204798328,0.31222756270355717,0.46151687021122356,0.44565537741832073,-0.12999102042790275,0.29204346856040336,-0.056318305764884787,0.43104242852665864,0.33871559716247795,0.06393802003718795,0.4155759000659424,0.43479454442230114,0.16768862033463333,0.4727874153094303,0.2407828428064659,0.1265320317108625,0.029478628311015033,0.05573845460172577,0.1129276863105948,0.4440305806457331,0.3407229881834601,0.39462009021021227,0.17275898914954743,0.1940938739169365,0.270001352746944,0.15563644526865106,0.25951751868316425,0.30478064602518534,1.0,0.08880410163140996,0.43402592206692175,0.41798908458255823,-0.30743465540911513
Hippocampus_R,0.11694729083495642,0.7900940571983421,-0.13750908342441634,0.27806283246548913,0.4060297298324905,0.31998750835849193,-0.4496977299617374,0.5286409505360778,0.0999468152040799,-0.2951562825771133,0.15228916041996457,-0.17575661724574776,0.5391017055122003,0.2490091243410279,0.6490479984086275,0.2365482340803547,-0.3681256227171272,0.5323238359782663,-0.41847378751394626,0.35187991741793406,0.34379154447199395,0.0025880156327160626,-0.11248184283820313,-0.01036539408983169,-0.269423235188957,-0.45878466385913186,0.13959127808330904,-0.31167318404282596,0.05076483921540465,0.33554207574206474,0.08880410163140996,1.0,0.222101907757647,0.27613021781652203,0.19811159424113337
OFCant_L,0.10811510210783594,0.4315895930292699,0.01877921836021173,-0.044758700424544065,0.05447886370404918,0.20654620779743613,-0.394799567126207,0.22818677261565848,-0.24573489422760667,-0.1201061662222698,0.28039359320611906,0.08211578971802103,0.29851461673159885,-0.08547157299408842,0.24633072293823843,0.05332930561643248,-0.2189668381122425,0.1824216236856316,-0.2581159702940368,0.06922793813685171,0.12278255044611147,0.3866923658144991,-0.026101342954847437,-0.05940018774277216,-0.1019032141914362,-0.25187642550410533,0.356865342070242,0.03197033523205147,0.010893282288953475,-0.044181384134948376,0.43402592206692175,0.222101907757647,1.0,-0.0171345086585063,0.08590781061732883
Thal_PuI_L,0.21908245999345724,0.2850028096920396,0.49841496221585574,0.5926994814742809,0.72205525101522,0.5867998880486162,0.034905663050461444,0.2375578409220642,0.4001777048545205,0.24907207241030668,0.17415281536268273,-0.2193544138281807,0.4075423648243475,0.6509678569741284,0.43778649158927896,0.6532156922162888,0.2421751795652947,0.2536537903316549,0.06143087711507107,0.18384856917306427,0.08240852477808594,0.039500584503344226,0.10897551143302088,0.5404393286861429,0.10527999005385279,0.2294733919844008,-0.11797457274261754,-0.10386692610828514,0.2938482228065984,0.4559788744912936,0.41798908458255823,0.27613021781652203,-0.0171345086585063,1.0,-0.1866507650091882
Cerebellum_9_L,-0.214710445969822,0.10778189831320745,-0.2046364925638892,-0.15056964147302507,-0.31751296500768766,-0.21852709770793882,0.2283830708762718,-0.11506073934527064,0.25832048532149343,-0.12136893937475594,0.07942209768664327,0.05079502393915928,0.26871644870833516,-0.2754690815726515,0.12059718061811305,-0.0573989782054284,-0.05592828796223469,-0.016276789225832877,0.18547820418219374,-0.3878590069448444,0.12294890970735131,-0.03916242206389636,-0.3757313256188537,-0.5162213805741915,-0.12246085754360828,-0.09885501322747192,0.21229023038745037,0.2350757393312374,-0.485235058840356,-0.05498680450024682,-0.30743465540911513,0.19811159424113337,0.08590781061732883,-0.1866507650091882,1.0
