,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R,Pallidum_L
SN_pr_L,1.0,0.21415415098567409,0.30928251197331696,-0.296215624419459,-0.058561710904100034,-0.10260914519612874,-0.20739901407318723,-0.43309733757026003,-0.34047666870795473,0.4686246673995329,-0.22006502990934618,0.24268009867184298,-0.33144220148742637,0.4250395597719763,-0.5181303817409526,-0.3612711743582329,0.46805607625932627,0.3167883617326265,0.5690902670639305,0.5814339764689435,-0.04387169467559984,0.41926095622895215,0.3757389503354118,0.41570035032725744,-0.15590161861531857,0.3746408506901429,-0.11346181456631056,0.05113556601841055,0.33641820743435114,0.07813191218066644,-0.3994736874471158,0.3726144559995397,-0.18338267619020424,0.5771655041537653,0.6325092802369767,0.40301533901221115,0.35158025134025994,0.4544806481166908,0.5668185887512374,0.5062857156620296,0.4426663188680343,0.5078566291744566,0.29585937196048623,0.17948495602538894,0.37302954015940115,-0.1967604713740416,0.04095356043237554,0.5322838948281113,0.13593633237180774,0.30828987290757665,0.505493856506489,0.5175917279015084,0.4766938722836301,0.05605609019380109,0.2595148209467066
Thal_MDl_R,0.21415415098567409,1.0,0.21840444661723524,-0.4342619173794617,-0.10320951883452778,0.080085656406042,-0.5455427774221745,-0.4024273888989777,-0.44401366032707923,0.7332242217217881,-0.37197292156547307,0.5573036834071363,-0.36365618543502154,0.24848092651059842,-0.4810461097012997,-0.5768467794449962,0.24397746569571313,-0.04460627509410716,0.7419747987143819,0.3231833306830833,0.11633840917389904,0.4303010879896068,0.13485285139085335,0.1574090484137802,-0.24587017547078294,0.37940190049312617,-0.053510662892375445,-0.161457868610997,0.12192311414276251,-0.1976933228737822,-0.5317656371982737,0.20089502427696002,-0.46369909743662135,0.35034017538597667,0.21691961645108943,0.13668479660445343,0.05593677427877814,0.4081832097178433,0.24000580089219947,0.219263445123211,0.1729134348372279,0.7181446302284494,0.4908624856219607,0.16611484059236872,0.11512213987587211,-0.3907234613284269,0.5011757772840646,0.5475213287927545,-0.0008047449788895008,0.015663225546241378,0.13840581822860265,0.13298091736028975,0.16166792555763007,0.04533286961420637,-0.21563298729880562
OFCpost_R,0.30928251197331696,0.21840444661723524,1.0,0.14795827032636596,0.008718027706898026,0.041462944580674455,-0.4013573322636121,-0.1583184202702968,-0.38431960425645506,0.4336964913055508,-0.30716784020642535,-0.031604225290462126,-0.15752665431081128,-0.02575943489950974,-0.49524261067434977,-0.06356351793119366,-0.0644154374004361,0.49012901978159845,0.4120930863555241,0.12221105020748131,0.059622500615564254,0.7038932231850072,0.09620247531192556,-0.06024228552639348,-0.20921449305200945,0.42111474314284014,-0.02946159976689268,-0.08939912792965087,0.047750908770134784,0.07786790392682316,-0.47193855507933596,0.16608730870936753,-0.3350180576076909,0.18634631323912432,0.2704022029098797,0.24016517135769008,0.27329889320289397,0.11338351481899406,0.24240232767908135,0.5404012104772585,0.3590235921985363,0.4519805114860655,-0.09405354843191045,0.12377364261115963,0.44799269011180426,-0.3686590590375861,-0.03469072826976553,0.17617576001985746,-0.012292873965182072,0.10673897388292655,0.36213869285560135,0.49345336550416347,0.287111442786582,0.5515111951343846,0.09089289573003663
Temporal_Sup_R,-0.296215624419459,-0.4342619173794617,0.14795827032636596,1.0,0.4854548440165722,0.5538746885648709,0.30481470270128197,0.7918421767752295,0.45815310358660927,-0.5049848841105231,0.627156057614659,-0.5101855783212237,0.34554046825612833,-0.3091250678503322,0.4116449557177385,0.6337873497301449,-0.6634747079337265,0.20737361013605218,-0.5646064810524181,-0.2772638754935955,0.3702502201980694,-0.3117376098485287,-0.4604195910900244,-0.2342119441055477,0.2755888644699518,-0.06058665966007271,0.00561470024795508,-0.03758128508576787,-0.30553962989996264,0.48785413370450725,0.6157472353948114,-0.02546519085196506,0.32835830979416863,-0.6040606254276244,-0.20959299575979526,0.040464450357216915,-0.4117025713244722,-0.7024993834465699,-0.45310234902044355,0.046805542348129316,-0.41422045628291965,-0.20711896685679632,-0.670100993982193,0.18256997879406214,0.41346307286757283,0.11644660547592728,0.07701843475486954,-0.4102570933191023,-0.011606959198860647,0.17582038748901668,-0.014902796454005569,-0.30473622505840153,-0.3155130214645531,0.1530451150470509,-0.11274048708657618
OFClat_L,-0.058561710904100034,-0.10320951883452778,0.008718027706898026,0.4854548440165722,1.0,0.28437654445583255,0.002473993409633123,0.5286990885835936,0.10812917604808957,-0.1623361668071607,0.388927817485626,-0.08704346384384858,-0.009038668054045181,-0.23898988451369846,0.10074889563330482,0.1031251944111382,-0.45630701189021916,-0.04780597279472783,-0.20890908236002967,-0.17617745797971607,0.31140481726629393,-0.40007915464014343,-0.4556484505816811,-0.18549261758287888,-0.05480810723736254,0.07521910405218961,-0.0019388222941012889,-0.11222002851030069,-0.2792786722582674,0.17885921490897866,0.3932168890328642,-0.21804505110948563,0.07705798279742128,-0.2789430199413353,-0.1806055761351099,0.1895982850506101,-0.16139657098302893,-0.31648670382145994,-0.13337843002542804,-0.003556774327372679,-0.3625226065194365,0.029697465369232307,-0.4289740249797658,0.10897824938571671,0.2760048741460592,-0.12184558727053892,0.32649264263572386,-0.27188710163463153,-0.1367233514578033,0.0762309011935847,-0.11260037057389574,-0.31800014126269127,-0.23189378122340853,0.010640831692722032,-0.3337161345741532
Heschl_R,-0.10260914519612874,0.080085656406042,0.041462944580674455,0.5538746885648709,0.28437654445583255,1.0,0.2636961809445726,0.4327205103132787,0.3669969527060119,-0.24165430463737658,0.37535642622406645,-0.08960214851793967,0.24838787763911344,0.14658902851699934,0.26699847938020077,0.4413744868516923,-0.16092383299515256,0.34183898561014653,-0.2076368883624014,0.11927696609739727,0.592947006048121,-0.18208291421256165,0.01961892473981098,0.12372264232454501,0.24944693961371378,-0.17758903774865553,0.013193423308382083,0.13395604159828856,0.07704175722795602,0.49237205638167714,0.43053630228140727,-0.0008512681668407125,0.29978767073342405,-0.26200935795839775,0.15877865907969996,0.011187929636163727,-0.39736852514633286,-0.4305990222244482,-0.3510339004695465,0.19489264151474586,-0.11292161887229016,0.05432669604867051,-0.004827548914679546,0.2620296090423794,0.3444983266709158,0.1901911018850603,0.16196558288224477,-0.09714221864477784,0.29703594740715583,0.35708876731152805,0.01692543446124279,-0.020438681128672833,-0.22698550601694265,0.1247693983766716,0.0584121015018188
Cuneus_L,-0.20739901407318723,-0.5455427774221745,-0.4013573322636121,0.30481470270128197,0.002473993409633123,0.2636961809445726,1.0,0.3346981572630087,0.5990438101661181,-0.7126756345096457,0.3174998058862858,-0.4185194241558782,0.5885421512005985,0.309010646346337,0.7274796300369967,0.6947896599096984,0.08590920538666827,0.24143991327476186,-0.7162094345194608,-0.02774063266553424,0.07148706430986515,-0.5420989001493757,0.24064019453417004,0.366619467686828,0.18600618504357785,-0.45878466385913186,0.09792874984018171,0.6828210331449199,0.4326598427254702,0.515380003345654,0.6870285259756064,0.11690308289559953,0.8957574266223973,-0.26385305601733405,0.06999342691247955,-0.2988105208854447,-0.17567135783351112,-0.4140072590831628,-0.49444612184894926,-0.06884470529575182,0.11389929526589958,-0.6286593371873554,-0.07357403079675078,0.18194557905180678,-0.09686180799967727,0.9131181827157244,-0.28816801445715245,-0.3009324066614949,0.48092504095810074,0.14533652550132295,-0.09344950363530571,0.0867733566132506,-0.42258683913572553,-0.08486132461937504,0.44557184456213966
Occipital_Inf_R,-0.43309733757026003,-0.4024273888989777,-0.1583184202702968,0.7918421767752295,0.5286990885835936,0.4327205103132787,0.3346981572630087,1.0,0.46216265554313724,-0.5870008211933176,0.6138042418857588,-0.3624403314014062,0.36579781655377575,-0.39353792387233977,0.5129925271161223,0.5843124042361425,-0.6152142063915814,-0.019714426233089617,-0.642957455439229,-0.37556505404177987,0.3476765142712952,-0.5720125260304091,-0.47886122275719206,-0.30216685413429833,0.2181296146152962,-0.22287740371482168,0.08568314892566624,-0.0659819338664986,-0.3875169093174993,0.29835345473965913,0.6798789786627831,-0.162612261448816,0.3611118908084553,-0.6884338508470106,-0.35832380160415905,-0.06870469470912456,-0.4522602399660292,-0.6741689507896441,-0.4812769364674324,-0.2165218298378455,-0.509649510125306,-0.3321820836227629,-0.5640424771844127,0.09240631349459022,0.1599544297823158,0.16080241823415978,0.10586393077142651,-0.48464306761427733,-0.07791595175473433,0.08888343113514181,-0.22354508606253828,-0.43988667218798544,-0.4799896503273286,0.05028383312553517,-0.15842458058686582
Temporal_Inf_R,-0.34047666870795473,-0.44401366032707923,-0.38431960425645506,0.45815310358660927,0.10812917604808957,0.3669969527060119,0.5990438101661181,0.46216265554313724,1.0,-0.679693160254689,0.43284131659617053,-0.39302922219157144,0.44684344631730155,-0.09981419490699805,0.5893385731335733,0.5948728507385667,-0.1870372934075203,-0.04225282935595918,-0.6355255811289773,-0.24563385201951146,0.18403142582123838,-0.5075554847564467,-0.05842007028905514,-0.046268715369060645,0.2852732334555508,-0.4869669346275464,-0.004578524657313353,0.17685598622983775,-0.08337495627343747,0.22197831665786663,0.6049151255853503,0.03271560619725404,0.5079776581233855,-0.43936513776660124,-0.20641309776903696,-0.2673392272795234,-0.30190269881400833,-0.49502808013009486,-0.5041925476678184,-0.23643533586516433,-0.2516859665089273,-0.4942934635073196,-0.2212724819834658,-0.05673586673185639,-0.0494329154381881,0.45053172423853943,-0.1341825888718856,-0.36805385054411677,0.08247970949831143,0.170224097613894,-0.19496476501305274,-0.25313421922483226,-0.43196248107871615,-0.12794132312264947,0.1759273226479343
Red_N_L,0.4686246673995329,0.7332242217217881,0.4336964913055508,-0.5049848841105231,-0.1623361668071607,-0.24165430463737658,-0.7126756345096457,-0.5870008211933176,-0.679693160254689,1.0,-0.4582725098243947,0.4430709934080168,-0.4762676197917625,0.2513942292277551,-0.6706545645704364,-0.7441573895580026,0.3348126175818154,0.09540875589679142,0.8952116160112572,0.4491524643607212,-0.02520827133813879,0.6818613934023624,0.1642383956365662,0.17307487924627324,-0.3474356207099683,0.6564072115554825,-0.1494380662868028,-0.2750698820167561,0.13180472358771994,-0.23776617740041905,-0.7170414215276576,0.27139188093263245,-0.6429426524286522,0.6531761142254687,0.361493252689705,0.29626166809415405,0.32597274013722133,0.5997078602775081,0.544256817350616,0.366292086041186,0.343035277307561,0.7806788728230123,0.4358285692234419,0.15812751580918324,0.23737082660575168,-0.5641691870020321,0.27566880924702075,0.6022711253551652,-0.07487628532929767,-0.061874994927510266,0.41587659512012526,0.3347938597268948,0.5375412394305037,0.07918646484527209,-0.08678585298465523
