,Vermis_6,Thal_MGN_L,ACC_pre_L,Vermis_4_5,Vermis_1_2,Thal_MDm_R,Fusiform_R,Thal_LGN_R,VTA_R,Cingulate_Mid_R,Amygdala_L,Occipital_Mid_R,Precuneus_R,Vermis_7,Thal_MDl_L,Temporal_Pole_Mid_L,Cerebellum_9_R,Frontal_Inf_Orb_2_R,Temporal_Mid_L,Precuneus_L,ACC_sub_L,Temporal_Pole_Sup_R,Lingual_L,Thal_VL_L,Frontal_Sup_Medial_L,ACC_sub_R,Frontal_Inf_Tri_L,Thal_PuM_R,Thal_VA_L,Vermis_9,Thal_PuM_L,Supp_Motor_Area_L,Thal_VPL_L,Hippocampus_R,Cerebellum_Crus2_R,Parietal_Inf_L,Cerebellum_7b_L,Angular_L,Occipital_Inf_L,Frontal_Mid_2_R,Red_N_L,Frontal_Inf_Tri_R,Precentral_L,Frontal_Inf_Oper_R,Caudate_L,Cerebellum_10_L,Thal_LGN_L,Thal_PuI_L,Insula_R,Frontal_Sup_Medial_R,Thal_VPL_R,Caudate_R,Vermis_8,Frontal_Sup_2_L,Heschl_R,Parietal_Inf_R,Cerebellum_10_R,Temporal_Sup_L,Parietal_Sup_L,Olfactory_L,Pallidum_R,Cerebellum_Crus1_R,N_Acc_R,Heschl_L,Thal_IL_L,OFCmed_L,Frontal_Inf_Orb_2_L,Postcentral_L,N_Acc_L,Temporal_Sup_R,Olfactory_R,Vermis_10,Temporal_Inf_L,Cingulate_Mid_L,Thal_PuA_R,Rolandic_Oper_R,Putamen_L,Postcentral_R,SupraMarginal_R,Amygdala_R,Occipital_Inf_R,Pallidum_L,SN_pr_R,Insula_L,Fusiform_L,Cerebellum_4_5_L,SN_pc_L,VTA_L,Cerebellum_6_R,Occipital_Mid_L,Frontal_Mid_2_L,Paracentral_Lobule_L,Thal_PuL_R,Cuneus_R,OFClat_R,Calcarine_L,Thal_LP_L,ACC_sup_L,Temporal_Mid_R,Raphe_D,ParaHippocampal_L,OFClat_L,Angular_R,Thal_PuI_R,Thal_MDl_R,Temporal_Pole_Mid_R,Precentral_R,Thal_PuA_L,Calcarine_R,Thal_PuL_L,Cerebellum_4_5_R,Thal_VA_R,Thal_VL_R,Thal_IL_R,Cerebellum_3_L,Cingulate_Post_L,Cingulate_Post_R,SN_pr_L,LC_L,Occipital_Sup_R
Thal_VL_L,-0.5352435848883955,-0.44254877161353795,0.2544576164635313,-0.2457836805317847,0.29829754764987076,0.6784112168418772,-0.2551056169252795,0.0676347705589939,0.250122745102616,0.31406551597187116,0.5242502685570476,-0.6119999405959271,0.12893495080171405,-0.19304056767180544,0.11428926177150814,-0.06121525383665009,0.5925539213858201,0.5964727164417579,-0.1808840397475408,0.06096483199420458,0.5870448776422008,-0.07255004767033615,-0.1125031201120141,1.0,0.2620716924501223,0.44009973858114204,0.550515423594943,0.5277900907736917,0.478467866557878,-0.6880747169531213,-0.05543419176491641,0.409865636732186,0.1194271416538,0.714644609430692,-0.510822260131552,-0.08003460910475031,-0.38581831409986284,-0.44035360914390104,-0.40680714468622864,0.4890512740632311,0.7806788728230123,0.4820271520669496,0.48828120893750293,0.6692049319757074,0.6707087517528797,-0.1295035250369727,0.3567472819914375,0.2830669961840182,0.10376413715271357,0.17244454232257356,0.5231909987265949,0.6246441188438022,-0.2581438065630267,0.20027721823797728,0.05432669604867051,-0.07901248473883891,-0.1965815627584568,0.1971699039840138,-0.2759081490280914,0.5679249432038556,-0.28828976504647874,0.208691395469582,0.45267004583147424,0.05391631958466213,0.2548355296776302,0.2251601703841809,0.4103449167990633,0.22124208615973529,0.6055027282322086,-0.20711896685679632,0.3615105443482681,-0.4574711516433335,0.24333547302509223,0.27795653481450316,0.5404401214604213,0.5351281046171078,0.0886026211919324,0.1971644038534643,-0.07432171269651788,-0.6272392898752609,-0.3321820836227629,-0.15221134953128454,0.6323448646541546,0.02929586360899454,-0.19620935493168576,0.29646657972480556,0.45386823634297174,0.34668709549284704,-0.477556165531977,-0.6857069103132777,0.4190385453195182,0.32682615074195326,0.3342988283738499,-0.6539029408755556,-0.12234796871778807,-0.19358795037819118,0.7240744762799456,0.15745138741193784,-0.3420433312390521,0.09731814072574238,0.45359491573578214,0.029697465369232307,-0.4208544964784203,0.2342929220285898,0.7181446302284494,0.019813243687523296,0.4775649816652265,0.7156096053926254,-0.23436945619274602,0.21381206290261587,0.5756322627226358,0.5141370404991843,0.8154511830702603,-0.060621284028221784,0.5328122127355155,0.1971068090757689,0.17093316675911346,0.5078566291744566,0.24928701795962946,-0.5105939381482345
Frontal_Sup_Medial_L,-0.3223783962285327,0.09716696656961991,0.836378290748631,0.013247091265744271,0.3283384001764871,0.33391337172504276,-0.2606346345358856,0.12199790655890305,-0.053310073924705485,0.5154421344896467,0.25280023277861746,-0.17400832155915794,0.5694266015756342,-0.27406593753367353,0.391754766899958,-0.15768091743307705,0.1667285084863697,0.5156880110360738,0.46000093314026436,0.6646876739280737,0.10241035906691506,0.0517132245248992,-0.09817989133051411,0.2620716924501223,1.0,0.06353539190672049,0.753296261740126,0.3705402179324599,-0.2967604812484208,-0.19334420145515407,0.28453656732960675,0.7894248927178414,0.2668832870493662,0.20484154700689722,-0.18814057878228393,0.5622612375405033,0.13843901681114992,0.34441670224357807,-0.21911949803272573,0.6417509206178492,0.3347938597268948,0.35371668718690163,0.630103883726965,0.24177507964199454,0.45449237732690856,-0.29210049107041636,0.5504566776294534,0.5429847973263773,0.23301385281235198,0.8482283877442,0.5512684341769731,0.6270464946981497,-0.4434999274135771,0.8366601404204729,-0.020438681128672833,0.43248797830919844,0.011463195737525238,0.6160056651695757,0.3847810015705898,0.39406463699238764,0.2822892943403998,0.40372209458268243,0.5061314315580602,0.6019581188613976,0.31670990746487004,0.00585203757299659,0.7234718992141248,0.5755395094499657,0.414572006908111,-0.30473622505840153,0.5626587256294484,-0.29624826792112213,0.4121538172723686,0.5188343814448768,0.16037960872660742,0.33218264754752846,0.6759151546308315,0.6490839946961862,0.2661063648012809,-0.003923693085306818,-0.43988667218798544,0.6877385983307619,-0.06872722248348148,0.7246435363407302,0.3263565141065526,0.4607391759733622,0.27369892952759595,0.217836339104026,-0.3446040072403133,0.03911514235788939,0.8419336190482284,0.7132694660053641,0.5106363237342441,-0.00883843630384012,-0.33982570155353403,0.19950812689660935,0.4779029531671751,0.8491677868115936,-0.41757851139981034,0.04889175945759067,0.4818595252203781,-0.31800014126269127,0.23897185938357138,0.28988108622892866,0.13298091736028975,0.3015621984414247,0.5706803655202544,0.4908455464583817,-0.24744745124730458,0.35846346771267806,0.230763522003206,0.18612346194179927,0.3645121815869698,0.025359571045773216,0.48197045171960745,0.4046070656047814,0.47351611718961256,0.5175917279015084,-0.007141246434297804,0.09821766137185495
ACC_sub_R,-0.50530098138584,-0.5274957628086739,0.14359570484940354,-0.3954757289259199,-0.13644320405172228,0.27055281465704895,-0.3873782645991754,0.20345585198090368,0.0009129776723087477,0.18496800209410938,0.5077037213808845,-0.5674842280961039,0.01963628594384309,-0.13244814364248397,0.10330235571983311,-0.07754206358583732,0.4933218987790931,0.32493646357604405,-0.2761058861613921,-0.014534054673682694,0.5967507992386352,-0.0910475660414731,-0.3890349795209819,0.44009973858114204,0.06353539190672049,1.0,0.3244080106995552,0.26920922132806036,0.19268918282885583,-0.6199026164496185,-0.09796856837790673,0.13832939542679565,-0.08769407871414801,0.31642343053311056,-0.43011395782899714,-0.2209487651478618,-0.44930427279899754,-0.3650529250577244,-0.35838307592861884,0.15287072650648034,0.5365931754716345,0.10284818785210958,0.1849525549812947,0.2525129397310097,0.23397581242447144,0.03309464195663751,0.20583256071617212,-0.04076577205234818,-0.18748190961956693,-0.0018747636570460322,-0.05429812105825832,0.17078359808974775,-0.3253223066209096,0.10264751339585394,-0.07308117295610872,-0.08035142638467965,-0.02171953256645545,0.06942701004481219,-0.2159132274605066,0.40939355950468403,-0.3330326626940502,0.15397110328372232,0.38317256715107934,-0.09134202637390931,-0.08633532672675968,-0.03232896654161832,0.34461390563218003,-0.017312247946432095,0.5284832146518746,-0.34710975826626883,0.32266962555762047,-0.342489327998679,0.21038573152748238,0.16391890147258745,0.41682988016790135,-0.005439445924066499,-0.11917639015201133,0.13889212053127867,-0.28135629720741273,-0.5425362369071377,-0.33726447618546385,-0.31731119262684404,0.4203884662847184,-0.04858749912014892,-0.3021955402729283,0.00641260595673608,0.3847892951048354,0.517676197236671,-0.5139213647386321,-0.5151750621164807,0.23290601040735334,0.03645732974250715,-0.2047735639920019,-0.5852849181827547,-0.10949274145341743,-0.46647481628111903,0.2518319743777491,0.11150175721358814,-0.3894709955374144,0.004312765897637951,0.41996268633828043,0.033882008844478596,-0.40052936486667295,-0.1100418261581544,0.42078600980197034,-0.10562851407693799,0.20551404430747625,0.37338769105768793,-0.4711784331455463,0.09044257401795518,0.1168657502093795,0.36128385042240907,0.31124149567312687,-0.3193665241649522,0.16076370719185062,0.26857291943308687,-0.046541065947666604,0.2933730217398765,0.10531186958530196,-0.5057852475739192
Frontal_Inf_Tri_L,-0.6636257461821505,-0.16658508669878713,0.7230929816719578,-0.3081343268692229,0.2654300672557056,0.5460868297062978,-0.6060088116729551,-0.017448141389413408,0.035483898718425166,0.46466252475994757,0.4718605346156286,-0.6280840784754371,0.4530461710307314,-0.23027089288917738,0.3847092610948565,-0.22376865927124528,0.4881063837803912,0.6886236704629431,0.40766879299685466,0.4506329675251579,0.32093081687896735,-0.26531651101778586,-0.2815317704669712,0.550515423594943,0.753296261740126,0.3244080106995552,1.0,0.4581517797827292,-0.11274170912142917,-0.5132595558804728,0.12961930246756279,0.7458348818493412,0.05868426572245421,0.3853680226607718,-0.5553162623705337,0.21531961279962028,-0.12535150435870387,0.03173784813377276,-0.5455775297034344,0.5760182427375836,0.6743906006061472,0.22196243626332945,0.726942183088622,0.24251109707430743,0.638922042628473,-0.3374397487747234,0.5962431349199924,0.4382158096460548,-0.12409683494169345,0.49089397950630453,0.5672036280084128,0.696577091607925,-0.5830917873575096,0.6937282132691487,-0.18415945176753523,0.1345714084912171,-0.10626582717694454,0.7829251985563646,-0.02419037772370227,0.5784043251059524,-0.07097100335860324,0.45481747368790093,0.5822807271432315,0.6240283616745901,0.17818351875915783,0.05419623373393793,0.9005316135732675,0.48900564905246063,0.6193047072104105,-0.6422682950688225,0.639831107177731,-0.5751858917422633,0.6589150535059763,0.35971550085397097,0.3516214562626423,0.20483408982009094,0.49777351688081817,0.6153912720367659,-0.1269923461740864,-0.4235181850949232,-0.7047318895971301,0.4588397997704985,0.19047449628030677,0.7101680485091246,0.22351213244439855,0.4438911569650172,0.5103610853863202,0.3918788492503843,-0.7111951953185257,-0.3413286168461604,0.9171422506841698,0.6309502085495865,0.4297672924581112,-0.4446319359290397,-0.5541735989842907,-0.037665049977102356,0.7101848358588966,0.6033045928456188,-0.7682374199499143,-0.0785715506280229,0.7121587760070666,-0.41296008099509207,-0.19597411200165338,0.295797785285399,0.4781951584598613,0.2627284201580429,0.5925513727326133,0.6609714467079791,-0.4571921925575942,0.28185680551543113,0.3532519094517873,0.5305814291470863,0.6316443942479282,-0.17600810512040335,0.6662717909427653,0.39679304199962356,0.3147704959532605,0.6066777826343922,0.07169224330582015,-0.3210873131588354
Thal_PuM_R,-0.1755591816932835,-0.059198350700678276,0.3237628769033029,0.18121437343492053,0.3999613555775964,0.7596768907059296,-0.034904700104372285,0.27897724667740464,0.06249615165943348,0.549588986216269,0.20816640183374144,-0.11683368236690231,0.44616070879473274,0.037420936115271836,0.020778035540800828,-0.12803562028201176,0.2300044451229182,0.25422198239554966,0.1955020177512029,0.3987797818153992,0.2228477071301005,-0.03590096898820084,0.08437364895080414,0.5277900907736917,0.3705402179324599,0.26920922132806036,0.4581517797827292,1.0,0.24110788452278728,-0.2494511021038418,0.45008934019889435,0.6035081910439308,0.5952345022970669,0.3125532592490435,-0.23602983786304277,0.24982375872624424,-0.05760773443925022,0.13817330072542464,-0.3420467643595798,0.5516288934973717,0.38709631861607496,0.3753227735214935,0.6444824494191576,0.4384657705621925,0.5135813939601149,0.10838030253697221,0.4171522988372672,0.5620433513062228,0.2925621007102423,0.35873109499598327,0.4535179845156819,0.4315870467426039,-0.13078837209589758,0.2770887848362543,0.380306352035086,0.23388350188417678,-0.12024015184979253,0.3242130967592566,0.0680479983042393,0.13355139741232278,0.24167876058511867,0.012309544969105071,0.0708271287737521,0.3565763531177112,0.5530351623929128,-0.1985604941543854,0.27143168816911467,0.4562448956475539,0.25779308037875864,-0.06939854784736633,0.12642559086319774,-0.10618745948347248,0.3199313243891754,0.5333424357176513,0.3746595607440824,0.369736702132011,0.36801043118998145,0.43279859878290927,0.31127813371880275,-0.11796951483838078,-0.14740651674940222,0.22256374006857213,0.1110932212285284,0.36423657674721843,0.15856087329796026,0.5144476530016456,0.11330673175692202,0.22677453167415088,-0.1679087310238784,-0.10811076844276063,0.4341220265366271,0.558049224779293,0.3760408085299375,-0.1163872334480264,-0.17380775219661151,0.18908180292580723,0.5980263918869635,0.41803107229552755,-0.15172080123078555,0.49802015643072856,0.267857507640573,-0.028592996437829185,0.11293683150119226,0.09918814693139474,0.47487291575164253,0.2672106806615651,0.6389120128573467,0.6531466653455448,0.03725947447966999,0.5303139434998357,0.3768962504441037,0.22096807749920458,0.3914652963119948,-0.14085683104473917,0.5297351848392443,0.40082905598308183,0.5966083674890292,0.3746334391609385,0.20707944690871882,0.030092570815401277
Thal_VA_L,-0.03621626085977094,-0.2954512965832974,-0.3315982126896017,0.012919549937966318,0.16853693525984834,0.3731049718480047,0.11214240277243356,0.0767658117247485,0.12267498848089074,0.04325106213802995,0.047389963416644476,-0.1496917893238677,-0.08214106962387419,-0.19328841581863762,-0.2150867281402968,0.16106056030282936,0.23945184293116334,0.02167948049085715,-0.27957116191587733,-0.15132188341720493,0.4208678525687835,-0.10468069634889539,0.029971782944949427,0.478467866557878,-0.2967604812484208,0.19268918282885583,-0.11274170912142917,0.24110788452278728,1.0,-0.2320169513388421,-0.16206151093152601,-0.0661785289415814,0.08186728520649954,0.33359498363506834,0.01826274144831113,-0.13780562854431216,-0.17693378449135347,-0.33578054752055775,-0.15205389181064333,0.035392120833836534,0.27566880924702075,0.19610486688306467,0.010177577390601033,0.3224908371840234,0.2823900257593391,0.02815149557742169,-0.17974945517716004,-0.02522100349635514,0.041216415220766224,-0.2812545051207897,0.1028474611750726,0.185755213076542,0.16622246157262097,-0.2781672842090552,0.16196558288224477,-0.14354869080512248,0.011363079831775902,-0.18437930487811416,-0.16807870466702104,0.13671309190084277,-0.20797615856573026,-0.1715409090862112,-0.10170449921452195,-0.20446895547207095,0.052017285958947425,0.19965324947241905,-0.18299872742331344,-0.006806588953868967,0.17924606928873865,0.07701843475486954,-0.2017991576893265,-0.05644047503334097,-0.06405849167684569,0.02205705768166781,0.362807888516155,0.2833141346311328,-0.24849165089509562,-0.11529472689717171,0.05236573067574214,-0.371609751338746,0.10586393077142651,-0.4677153449986952,0.40633597136716604,-0.35748793573149273,-0.18387081068599567,0.02064415106130335,-0.017196171064719126,-0.00898311506329602,0.026970109753489784,-0.3035047189187522,-0.20229327348678122,-0.0555785107711193,0.04595852718123789,-0.26574377062574456,0.08876838081326167,-0.06499095684396211,0.2640642112498586,-0.31291199524080676,0.08791299804345847,0.18993777695936276,-0.103878098459118,0.32649264263572386,-0.24391949897082518,0.004414085532041358,0.5011757772840646,-0.11190117759629051,0.07602506908691277,0.2068079537140075,0.08879755656652202,-0.09512878176719658,0.21488435427212338,0.3911635836659766,0.36356553204001446,-0.17854280217348148,0.12028996747559838,-0.0555192115844612,-0.05907711745132169,0.04095356043237554,0.31590611256859263,-0.21318454849352278
Vermis_9,0.7475500791371094,0.6000907465962778,-0.31147021343544545,0.6004568505915081,0.14830961138132862,-0.5096876664790588,0.5581207150442373,0.012898317675043267,-0.13685226479608134,-0.04739627718942982,-0.6924450381712686,0.7638488697119679,0.03234787588232666,0.18582198437162736,-0.3017851667446728,0.14302344410915876,-0.5425116406402442,-0.5966358901935952,0.19018250533284273,0.04215194540214373,-0.5658054157083576,0.12625372218981423,0.4373764763122814,-0.6880747169531213,-0.19334420145515407,-0.6199026164496185,-0.5132595558804728,-0.2494511021038418,-0.2320169513388421,1.0,0.3338699117274977,-0.23995425670243695,0.23514751076152207,-0.5261317187019428,0.7132757915800215,0.2817129342001712,0.5133130359553315,0.47099940843378574,0.40581218243383044,-0.2851000855496101,-0.6706545645704364,-0.24285996891333325,-0.2516514510882303,-0.42996005410346877,-0.4720283801494791,0.30593432122393416,-0.28398212462995737,-0.09583804144876393,0.1524413758253492,-0.07599701877360411,-0.29868649314301077,-0.4989586176739933,0.35857047971624906,-0.20462025376721127,0.26699847938020077,0.2271787324760578,0.17301320998624373,-0.21639611985197116,0.3425133567555548,-0.545265024660993,0.560657496698162,-0.3897294472794357,-0.5154510425184244,0.032642532199171466,-0.18516735437557288,-0.19178995479139108,-0.47910206057306387,0.04443836949601234,-0.5638367416033356,0.4116449557177385,-0.4756019307655946,0.667530710225601,-0.244077379535783,-0.010202580420799297,-0.4128608635784108,-0.1644284877789074,0.0849797647164631,-0.11170785790804466,0.33860942743544137,0.6915348153868989,0.5129925271161223,0.19289572345886496,-0.4468061226503122,-0.05844957206650905,0.40616447101298064,-0.02726945509267413,-0.5500208679883011,-0.5576607264294494,0.7607565705387906,0.7384660777967259,-0.3956645926220561,-0.09179530233482097,-0.06692119329233312,0.7897937710055662,0.23374940215749906,0.48807269630909206,-0.4652133492270315,-0.0506629169495174,0.5234081886117173,0.13707524560604625,-0.4914320207503777,0.10074889563330482,0.5324103646098067,-0.010591919577160313,-0.4810461097012997,0.1831046948607192,-0.22111798368553343,-0.5130432900556112,0.5678867993416663,-0.08196324880522218,-0.4065315987043334,-0.4571971767718567,-0.6533754329747373,0.24041376390342709,-0.33505909080542784,-0.04499225983278996,0.14813415603065225,-0.5181303817409526,-0.06924792878110456,0.6890290689988386
Thal_PuM_L,0.2739472182793485,0.3961715130113601,0.11101644048174085,0.5384546323183876,0.5015570759188028,0.10978010882037037,0.2523740705543986,0.28408362501036366,-0.1028759829269956,0.4665397719601361,-0.2822028867024732,0.3956202655568162,0.46215485617833413,0.3040213298614356,-0.029556361108070625,-0.07189513083456356,-0.1183249507107575,-0.18358072778223924,0.39712099000889534,0.4728475348273221,-0.19366472443544636,0.06853773997081433,0.41239301466444944,-0.05543419176491641,0.28453656732960675,-0.09796856837790673,0.12961930246756279,0.45008934019889435,-0.16206151093152601,0.3338699117274977,1.0,0.4388844309010964,0.6416896727015394,-0.06044334601069331,0.10011523484787471,0.5026654022865862,0.10625956931547456,0.5380972044802497,-0.03638592062113284,0.26542015151160697,-0.11524421820117008,0.04513496326565633,0.44904157125483735,-0.03434964927296925,0.03420984075906279,0.2544362878530772,0.43287342896992115,0.439227827480232,0.2823407733039392,0.2930586740687261,0.17082102122946338,0.011017409220638718,0.022413298373350286,0.21238801379941422,0.37661615781213253,0.44487916762850194,-0.1334379659548987,0.2436524922594374,0.4078202289308909,-0.1936052736002179,0.6091322749825281,-0.12123398894164081,-0.016348005035126643,0.42829320890727246,0.22261795698297113,-0.3568662796704392,0.06248007808482552,0.5339429738816638,-0.0373658667732961,0.11125374139600053,-0.05965023429120467,0.3192069405572565,0.2036101205508548,0.5165235961607417,0.0716159907362201,0.0751676177472265,0.5125836294689166,0.39780743029970933,0.374169218416243,0.39631301558465554,0.12516515293098746,0.4560610152806291,-0.3456479742568813,0.3788289109902762,0.5177659980329137,0.5209564887194976,-0.09935685431895368,-0.09618822448169738,0.2550190032177839,0.5043604889179533,0.20937723083287174,0.5180858946392326,0.3013904414477138,0.47482930065710505,-0.06556040217097742,0.4955307903936784,0.016402007596402996,0.47133643780844087,0.11517357815500934,0.31044489373745804,0.0716041784983513,-0.07691068857231419,0.5004011284490523,0.21253208227841036,-0.0025112067159622103,0.3156781759679685,0.4494546307085107,0.25272701323554686,0.38974997192105404,0.543231462523786,0.07739950345816805,-0.08144722257765018,-0.12647870980629156,0.10136427332270656,0.30384873226375947,0.4953014169457947,0.6704029964454296,0.018567456408254215,-0.02918151297774785,0.527687997739418
Supp_Motor_Area_L,-0.23069479746706634,0.06630671105579385,0.6016740943110312,0.2502733872771113,0.5099243546066935,0.48519930647102083,-0.12950034180604875,0.19180293057022596,0.13549510853414912,0.7584384367855187,0.29003017363426736,-0.15866086197946455,0.6398937568298878,-0.052238863756778484,0.34185702751959907,-0.11786494985010469,0.23164294998469798,0.3688342562629508,0.503856906597042,0.6218991951046206,0.23324061544850053,-0.05522042270856073,0.15521672593059335,0.409865636732186,0.7894248927178414,0.13832939542679565,0.7458348818493412,0.6035081910439308,-0.0661785289415814,-0.23995425670243695,0.4388844309010964,1.0,0.38120241447248016,0.33300623130794943,-0.3019191186361158,0.5356549503376431,-0.034293960770023196,0.30836328871057234,-0.43712396542303705,0.7101606262519132,0.361493252689705,0.4076218897858331,0.9203524857469101,0.4364079894129365,0.5913296780632177,-0.2222106554671581,0.6286299941827022,0.7217506109827536,0.31704885028256546,0.6425054067378166,0.676626268083358,0.7127126801801208,-0.21206997181408266,0.6798790547117959,0.15877865907969996,0.40649199408351666,-0.10129909803836362,0.6816902484054638,0.2310510229737622,0.2899340926784106,0.4176199834190585,0.25317917845655324,0.32840825438784543,0.6504124045486263,0.4511208649982913,-0.036899671936080666,0.5733204623015281,0.7573416863050072,0.33116677494321173,-0.20959299575979526,0.4156285459922962,-0.16076004296744884,0.4668416970252551,0.7499846405554464,0.2774560669906914,0.5070026286650569,0.7159503183257959,0.6839817190023206,0.35328412358021144,-0.08842490641049541,-0.35832380160415905,0.6027905234433341,0.00291340040463524,0.684842035864299,0.4031301632044334,0.7451274866420191,0.3960646628366625,0.25124446579381327,-0.25424106829277626,0.034049334632416516,0.790415370931641,0.8882442591878927,0.63894149828675,-0.03576300347427826,-0.3668957001296587,0.3022981222396329,0.5855186951964506,0.7975475792217079,-0.3227131749074022,0.17881662750545455,0.523772700419093,-0.1806055761351099,0.18386210145280774,0.3594760070582083,0.21691961645108943,0.2667089777221543,0.8711094800627938,0.6567087623954748,-0.022946140206892507,0.48256407667904366,0.47703034645757897,0.2724836539766448,0.4714101166105839,0.028045695046536343,0.682327860708531,0.6345840621744474,0.7177509779096013,0.6325092802369767,0.05636446378364186,0.10792021181341102
Thal_VPL_L,0.3085325749684086,0.39650300884881423,0.1647441962212678,0.5751285141111943,0.552919758598767,0.36668598855731555,0.41298286214131186,0.32970237244783035,0.06246142727850749,0.34297293823023767,-0.23856868010869786,0.4538967959251041,0.4384879315916071,0.12977474420911697,-0.10609754109103971,-0.07471136534195785,-0.09810901993457702,-0.08732594057648006,0.2960030022794677,0.4488807890536447,-0.11814862403354812,0.2505876549674135,0.41871122224404606,0.1194271416538,0.2668832870493662,-0.08769407871414801,0.05868426572245421,0.5952345022970669,0.08186728520649954,0.23514751076152207,0.6416896727015394,0.38120241447248016,1.0,-0.03915729919991072,0.16398890025797172,0.48303545104370554,0.16042067066595977,0.4282726839714437,-0.09795396884990176,0.31528792706136066,-0.11439596406407386,0.1893975952605891,0.3580631312652295,0.12849930211953256,0.055427653265657725,0.2942379507854152,0.2783821141040695,0.40704600872380525,0.490756496272344,0.3739876212211213,0.2922191183796153,0.08012814192105246,0.14176600385396712,0.16593878471254928,0.6166043285538466,0.42490359112039655,0.0008196856647096572,0.11846713511142103,0.3320365235673645,-0.1568974534546291,0.6031409081971583,-0.22543604525005972,-0.07726222197911257,0.28523930973095496,0.48581416943116773,-0.31123616367085327,-0.019176281221622158,0.35185932849573487,-0.008167069065624696,0.30192164889706435,-0.10217040220519852,0.3541218584019319,0.1670767686290278,0.42484472327968476,0.3049121593628868,0.2570244019110885,0.5373253460278902,0.22571513725617848,0.524027757523556,0.4277274268697237,0.2644282916198436,0.3735424541821676,-0.2727653228344962,0.31783167776451016,0.44963685160841843,0.46149171408130685,-0.17605957612012904,-0.0898174988416617,0.34344959800742914,0.38832947755937663,0.14769293790565874,0.40607587802638706,0.2700612199859903,0.4116466736396136,-0.04641742294069272,0.4943010270027551,0.11607114926875046,0.40661867336522584,0.29427384123091954,0.4149642686080528,-0.056516651584655624,0.10261493633565379,0.5455726207021802,0.20314834099882692,0.12350139253675904,0.37904116026815665,0.3612403561756968,0.2932612537538324,0.44329708021330216,0.529491321545258,0.20363838355895633,-0.13677035456300246,0.030292635661068917,0.16177038578222444,0.37203819366322993,0.3157323204142588,0.6108420276075678,0.04776254998516095,0.2845351167198001,0.49858959211868825
Hippocampus_R,-0.38782308623368156,-0.269423235188957,0.087537597499127,-0.10624998295825276,0.33554207574206474,0.3055348944860584,-0.12707464967327767,0.08387730392126307,0.21582187250144966,0.2707227633119224,0.4928476141089501,-0.41847378751394626,0.10275199366803153,-0.2998476721132588,0.18004496028838582,0.11263305706285026,0.5651774179769454,0.5324130812065722,-0.16492733012043564,0.08927588409611345,0.40231285529784566,-0.01588174604253979,0.0999468152040799,0.714644609430692,0.20484154700689722,0.31642343053311056,0.3853680226607718,0.3125532592490435,0.33359498363506834,-0.5261317187019428,-0.06044334601069331,0.33300623130794943,-0.03915729919991072,1.0,-0.37439436252310554,-0.13750908342441634,-0.3096228437340489,-0.33854124567395194,-0.2192217411343691,0.46798235627428053,0.6564072115554825,0.4923387029716344,0.4060297298324905,0.6936151825956454,0.43636619494555695,-0.26269926265212,0.31998750835849193,0.27613021781652203,0.10880617144626893,0.08880410163140996,0.5744904181315427,0.5573783790779314,-0.10985578380121466,0.14753772526095252,-0.17758903774865553,-0.09615288663349165,-0.17575661724574776,0.10131093135662686,-0.17412331328335207,0.611720165533041,-0.28873068891474757,0.2630259674860228,0.4201361025174449,-0.01036539408983169,0.09755088721163001,0.29834259567655563,0.2928930591186905,0.2490091243410279,0.41155722947050427,-0.06058665966007271,0.3802432792747195,-0.4496977299617374,0.05076483921540465,0.2365482340803547,0.25157123744197973,0.5391017055122003,0.0012423003857767645,0.1980239817346472,0.01897118091149199,-0.5684069344070369,-0.22287740371482168,-0.1374078598730157,0.607210649825891,-0.10465909999521872,-0.14613844704803977,0.34924061316848826,0.5323238359782663,0.11694729083495642,-0.34842501576952956,-0.5753093833618161,0.3340243682630818,0.3254945064425393,0.3441491094846004,-0.5485489169317074,-0.10992887612643229,-0.14249746018604947,0.5833696593326988,0.13184593529985833,-0.19000440200626884,-0.07902422823347757,0.44708009540559646,0.07521910405218961,-0.2951562825771133,0.4560539947993929,0.37940190049312617,-0.11248184283820313,0.45977616771581753,0.42374026788410374,-0.10594442589580194,0.22849815201895907,0.6490479984086275,0.36460002845259304,0.7490617183611643,0.13834352694549926,0.36472742982935646,0.27806283246548913,0.2519107498829163,0.3746408506901429,0.01621610279169973,-0.3681256227171272
