,Vermis_6,Thal_MGN_L,ACC_pre_L,Vermis_4_5,Vermis_1_2,Thal_MDm_R,Fusiform_R,Thal_LGN_R,VTA_R,Cingulate_Mid_R,Amygdala_L,Occipital_Mid_R,Precuneus_R,Vermis_7,Thal_MDl_L,Temporal_Pole_Mid_L,Cerebellum_9_R,Frontal_Inf_Orb_2_R,Temporal_Mid_L,Precuneus_L,ACC_sub_L,Temporal_Pole_Sup_R,Lingual_L,Thal_VL_L,Frontal_Sup_Medial_L,ACC_sub_R,Frontal_Inf_Tri_L,Thal_PuM_R,Thal_VA_L,Vermis_9,Thal_PuM_L,Supp_Motor_Area_L,Thal_VPL_L,Hippocampus_R,Cerebellum_Crus2_R,Parietal_Inf_L,Cerebellum_7b_L,Angular_L,Occipital_Inf_L,Frontal_Mid_2_R,Red_N_L,Frontal_Inf_Tri_R,Precentral_L,Frontal_Inf_Oper_R,Caudate_L,Cerebellum_10_L,Thal_LGN_L,Thal_PuI_L,Insula_R,Frontal_Sup_Medial_R,Thal_VPL_R,Caudate_R,Vermis_8,Frontal_Sup_2_L,Heschl_R,Parietal_Inf_R,Cerebellum_10_R,Temporal_Sup_L,Parietal_Sup_L,Olfactory_L,Pallidum_R,Cerebellum_Crus1_R,N_Acc_R,Heschl_L,Thal_IL_L,OFCmed_L,Frontal_Inf_Orb_2_L,Postcentral_L,N_Acc_L,Temporal_Sup_R,Olfactory_R,Vermis_10,Temporal_Inf_L,Cingulate_Mid_L,Thal_PuA_R,Rolandic_Oper_R,Putamen_L,Postcentral_R,SupraMarginal_R,Amygdala_R,Occipital_Inf_R,Pallidum_L,SN_pr_R,Insula_L,Fusiform_L,Cerebellum_4_5_L,SN_pc_L,VTA_L,Cerebellum_6_R,Occipital_Mid_L,Frontal_Mid_2_L,Paracentral_Lobule_L,Thal_PuL_R,Cuneus_R,OFClat_R,Calcarine_L,Thal_LP_L,ACC_sup_L,Temporal_Mid_R,Raphe_D,ParaHippocampal_L,OFClat_L,Angular_R,Thal_PuI_R,Thal_MDl_R,Temporal_Pole_Mid_R,Precentral_R,Thal_PuA_L,Calcarine_R,Thal_PuL_L,Cerebellum_4_5_R,Thal_VA_R,Thal_VL_R,Thal_IL_R,Cerebellum_3_L,Cingulate_Post_L,Cingulate_Post_R,SN_pr_L,LC_L,Occipital_Sup_R
Vermis_6,1.0,0.44356274452191957,-0.4895454245777206,0.7785801081831727,0.09099007646251252,-0.3972428180185924,0.7513920691210783,0.14941768421041274,0.020473527791219432,-0.046069249172445495,-0.5060370730926866,0.8359837929872226,0.0030876470436210523,0.12785716913570466,-0.23463189147283556,0.34499139807587786,-0.5054865777023733,-0.714616325562328,0.09102683540922363,-0.0449399259018964,-0.4483714074226147,0.25088801914907477,0.6595386075384574,-0.5352435848883955,-0.3223783962285327,-0.50530098138584,-0.6636257461821505,-0.1755591816932835,-0.03621626085977094,0.7475500791371094,0.2739472182793485,-0.23069479746706634,0.3085325749684086,-0.38782308623368156,0.7699993121234686,0.2662427641483394,0.431908192150489,0.35832588951035266,0.4505708044832331,-0.24990121648311345,-0.7170414215276576,-0.07130274924769757,-0.2410409171069389,-0.18574590899104676,-0.4479343720687142,0.2776281320167879,-0.2568696067502004,0.0011876975397879744,0.32403761350183063,-0.15380965850603204,-0.2643495261689942,-0.44567929904516884,0.689930831994331,-0.33485903822202173,0.43053630228140727,0.19142513006762607,0.08151243501486158,-0.3439256357525939,0.32140182236412934,-0.614278506197657,0.5306988285633499,-0.3631483468441473,-0.6126748670417541,-0.1654399153687694,0.12912582376707724,-0.1587834407643809,-0.7124250838646663,0.01492060322617509,-0.64742811822667,0.6157472353948114,-0.5692833981873227,0.7628354127238541,-0.35969582021099133,0.042362304974091804,-0.36603611583023576,0.02886618413945993,-0.003301426352551053,-0.2590933846959806,0.4181390244679226,0.6018735018737853,0.6798789786627831,0.005700271917670006,-0.4102084546536736,-0.28847400782317273,0.3135799511874321,0.12339043538323123,-0.4816949208468519,-0.44966787230341165,0.8845941104988442,0.6854051054495441,-0.548074551420805,-0.1473397091588121,-0.12366796102045617,0.7331235343135282,0.29930168537611784,0.47935482851632116,-0.5267329628322566,-0.15429302893754548,0.7498832149350936,0.22133370087844662,-0.5201562883386734,0.3932168890328642,0.5212015351340266,-0.07191146148767054,-0.5317656371982737,-0.1085432623226764,-0.15825625897643247,-0.4542817988526824,0.7381725483093646,-0.09548345387137942,-0.20272685462481496,-0.5473922720380359,-0.5287781092482374,0.3012020024627795,-0.3793979921027988,-0.032758719144848,0.17071460457085874,-0.3994736874471158,-0.02044632605396982,0.6740904194615825
Thal_MGN_L,0.44356274452191957,1.0,0.06708352965349584,0.5445960388282534,0.41571981026482346,-0.2574408874105566,0.4604993830229811,-0.07846662682287615,0.023187994940957406,0.007829861134032081,-0.5488206100223623,0.5952722578550099,0.13998021303399164,0.21267165294931709,-0.14752091927445382,-0.12532513112773205,-0.38728167624621895,-0.32879067000355533,0.3594587769755651,0.1880355488136688,-0.46821705340690384,0.262234230328493,0.4401144725097607,-0.44254877161353795,0.09716696656961991,-0.5274957628086739,-0.16658508669878713,-0.059198350700678276,-0.2954512965832974,0.6000907465962778,0.3961715130113601,0.06630671105579385,0.39650300884881423,-0.269423235188957,0.2915942143173211,0.29133794904625915,0.28150875083078625,0.4094762552289562,0.07700386195672008,-0.036537621219490474,-0.4762676197917625,-0.16651698164664788,0.04586582499063787,-0.25064526923822333,-0.3500795990897899,0.17515647329549833,0.05882592620417823,0.10527999005385279,0.34582109698660296,0.17275898914954743,0.08038123026787133,-0.1637960421763931,0.20258737814050803,0.10116572046190525,0.24838787763911344,0.2690240715300439,0.055885430565079997,0.06377737030717072,0.180910682058094,-0.23356789491497848,0.6422938099760268,-0.16463545545815653,-0.15753220370904047,0.2224107553585754,0.12227220714683304,-0.2065124245108759,-0.14652195033854193,0.09836545783218063,-0.2425670613441801,0.34554046825612833,-0.061407619873473554,0.3708446932898986,-0.012209875939798017,0.0771180611752055,-0.21697709926699948,0.017059444618018497,0.4782707305908138,-0.003626757470778507,0.3449120950655697,0.6667875664528671,0.36579781655377575,0.5245587864849984,-0.5204591788909765,0.29272789117487097,0.5379693109016456,0.18792578592121462,-0.3131757815672017,-0.5888428575290124,0.4884331679655247,0.5511803194868893,-0.01379185698059005,0.11536658211711923,0.17620666770172438,0.6088189366658258,0.033820234999583636,0.5144890878841746,-0.1820090360305821,0.2116481324319768,0.3866224885173076,0.136492971617093,-0.24382854345889998,-0.009038668054045181,0.5250066142181917,0.18721929267615614,-0.36365618543502154,0.3101417616175838,-0.019233608776145446,-0.3339281665166392,0.5269169206820494,0.13763262413417904,0.010467550557443188,-0.3792517534808758,-0.24814693562176166,0.23536763042917752,0.0880820951708094,0.1322693500628397,0.3355544710055905,-0.33144220148742637,0.08098631931819399,0.5635364400314327
ACC_pre_L,-0.4895454245777206,0.06708352965349584,1.0,-0.23238520593249945,0.18331398561375933,0.3758806530197752,-0.3283600641039129,0.0725803789001572,-0.013219267339403365,0.28818018159068387,0.20149674980268514,-0.3170541349855443,0.3130926134714464,-0.18131417915846748,0.3100496793821888,-0.3518114007999591,0.1497292044416505,0.6133912195927792,0.23482047549283927,0.40568578551195333,0.20824845115496984,0.18075087067701595,-0.4065756927159376,0.2544576164635313,0.836378290748631,0.14359570484940354,0.7230929816719578,0.3237628769033029,-0.3315982126896017,-0.31147021343544545,0.11101644048174085,0.6016740943110312,0.1647441962212678,0.087537597499127,-0.31163683955933497,0.25085551527560174,0.07016437617402735,0.08864233102981077,-0.2920378579331679,0.5637534622476608,0.3642649159923505,0.32321649304470945,0.45899276843229503,0.2403039966421097,0.3329959567400727,-0.2108811167870017,0.4375624875077364,0.27869251759991004,0.23078115182682984,0.7929097969333674,0.4349183022395452,0.5395319864512296,-0.5725805255935901,0.6955028987783773,-0.017619156401155953,0.20910069475538126,0.021388029084560903,0.4675396116445117,0.09653379950000748,0.38839794500698577,0.1544603802613669,0.38044666890674655,0.5681907642179732,0.4040429366540956,0.254413381258265,-0.08697830413076864,0.7259646649414434,0.23944793160370403,0.5183315612550599,-0.2831188410228017,0.564478956247269,-0.3806116488565451,0.35929536598872946,0.29597114246364054,0.16394861781619718,0.2530910446703046,0.5984228299693403,0.4472758019200758,0.07167452369798993,0.01936863860177562,-0.45756239961041323,0.6007958849758986,-0.019780031793711125,0.6717258103545011,0.07912896205896773,0.18316272506541534,0.241329418385184,0.22203778704084323,-0.44166805864538766,-0.19744085144483653,0.7708363346716939,0.45024384132318856,0.397264409802768,-0.20081628511903507,-0.284072696741432,-0.07686436413797931,0.4508219871713377,0.7222966253275197,-0.4201050967177815,0.11732756787153625,0.34264179478622786,-0.3856735382902403,0.06595513031978381,0.17124607186091956,0.19452114280144456,0.35598810669677117,0.3603377630346392,0.4331718954181314,-0.4616388761785812,0.31252839216691564,0.16506863498572102,0.09980518486476504,0.3228189739397926,-0.06717748245275044,0.42384092573504506,0.13771172540915763,0.27747287164815976,0.42368801343974927,0.1326661205281242,-0.11866601006554985
Vermis_4_5,0.7785801081831727,0.5445960388282534,-0.23238520593249945,1.0,0.49541897835082843,-0.10998435196889231,0.7450961451328928,0.2124530989361514,0.13817346155017837,0.36959937378707347,-0.4002812780077309,0.7442000131583028,0.2741737596706817,0.19597709353601792,-0.1160239590711132,0.19404316354907625,-0.30913706734038887,-0.5174786531217794,0.295233945145701,0.2519156740446092,-0.2872826008761181,0.26166354888491333,0.8299902731834918,-0.2457836805317847,0.013247091265744271,-0.3954757289259199,-0.3081343268692229,0.18121437343492053,0.012919549937966318,0.6004568505915081,0.5384546323183876,0.2502733872771113,0.5751285141111943,-0.10624998295825276,0.4910029480770012,0.5077085773777791,0.24506172454285882,0.44378084690659897,0.13648557238501524,0.14823941326712167,-0.4829087831526017,0.12200696513793817,0.2719487454097107,0.1003950565451822,-0.1371417655602201,0.23960803984385132,0.07866205006676588,0.3992874713550501,0.5754418465470494,0.10650691063463918,0.14894092944799664,-0.0388929084888778,0.6327312911232288,-0.02674488042440391,0.5563831785210729,0.4142548643142915,0.0044336998265673624,-0.04015804084270575,0.36614253057385726,-0.421236662292496,0.7663689464974758,-0.32470758451454584,-0.3780356942899188,0.16722946587622256,0.3678696027756934,-0.1495183098217315,-0.4413497732015913,0.3868023076674491,-0.4349899011608563,0.5904975082185052,-0.3400146629968341,0.6891651465783026,-0.12266607880536787,0.4648495788999666,-0.11610968998024972,0.322628853723681,0.375823701249312,0.049079924298261926,0.5865477202825854,0.5766121596845158,0.5704077051304223,0.28492630805362773,-0.380023733575725,0.04489112503768936,0.5499988642534305,0.5593728630576285,-0.22020376500209166,-0.3625754581997829,0.7804488058985861,0.647476591207617,-0.14968265119929783,0.29815178615860105,0.2596676028234583,0.6607727080111183,0.19496918536314292,0.677445702079738,-0.16848621303873149,0.2534142395419884,0.6418017771415445,0.3749600972579777,-0.23190160420769068,0.3487255760157397,0.5782280753213909,0.19625656064037805,-0.3487816655761138,0.1207290288085709,0.31880053623170945,-0.05610409770039278,0.8048498449444157,0.17438901972298473,0.24263156450412685,-0.39453645912364516,-0.2158113708220458,0.33417161574484,0.09329087949719755,0.3439914010260432,0.5835198801486681,-0.09365794444001431,0.0805675056400108,0.6718777794632137
Vermis_1_2,0.09099007646251252,0.41571981026482346,0.18331398561375933,0.49541897835082843,1.0,0.22982336089664177,0.3372430703815824,0.19488484979611473,0.25903947219654555,0.409495035047245,-0.18628359711391843,0.22016299704818454,0.4478814932592638,-0.00019557008273435973,0.043279903672585086,-0.10815353325883946,0.11433837100866105,0.09645214804053096,0.26961332760200657,0.40702694682930807,0.03165414352362448,0.15349487952321508,0.42209147190241275,0.29829754764987076,0.3283384001764871,-0.13644320405172228,0.2654300672557056,0.3999613555775964,0.16853693525984834,0.14830961138132862,0.5015570759188028,0.5099243546066935,0.552919758598767,0.33554207574206474,-0.008851983318894705,0.3574723024553687,-0.035730736996480675,0.22430063736823078,-0.19282040567578468,0.4478208380979142,0.15812751580918324,0.2655209395630415,0.5596877682301666,0.3132335445463751,0.16723115856548534,0.01725892917161877,0.3562961072940593,0.4559788744912936,0.3950356095214378,0.30478064602518534,0.4989553974911326,0.33123680688372636,-0.007674030886763341,0.26343528959151874,0.2620296090423794,0.31289415181518176,-0.01366546990854678,0.2566870126434623,0.1004702613129904,0.18646774187284654,0.4478950856624961,-0.007715007700309475,0.11476162316071424,0.344070555757873,0.19713024812111593,-0.041529526761613984,0.17856482156809048,0.44365351701559996,0.18533721300090045,0.18256997879406214,0.030031759080154107,0.10426555288274059,0.1513138954673871,0.42628995239160766,0.2645715396991634,0.4963781599289037,0.521303478065718,0.30457813823547875,0.4799297291638395,0.16925399175232259,0.09240631349459022,0.3434021621715619,0.037811540941985314,0.32787515250195254,0.4687982004289997,0.581598165302844,0.027912619941743547,-0.22396956159350517,0.1912545203543461,0.12439397530699715,0.33282001059743244,0.5305931081057657,0.48498877948498065,0.1969907290064883,-0.11377075937927458,0.4870958366098651,0.37812460501633094,0.3997599851698734,0.13372298490491366,0.20707331938354773,0.12212621671126997,0.10897824938571671,0.35109687822200086,0.4549028935073087,0.16611484059236872,0.3944887246655364,0.5163405118560255,0.29013139400298465,0.4089157884273276,0.41444165502918434,0.4753796640854983,0.1249212184945875,0.3329355968070018,0.19745851641073725,0.6422206999958769,0.45296412348527215,0.6723980958728047,0.17948495602538894,0.26280286037958783,0.3230828344601133
Thal_MDm_R,-0.3972428180185924,-0.2574408874105566,0.3758806530197752,-0.10998435196889231,0.22982336089664177,1.0,-0.2633709627375263,0.1246980487992842,0.07893459861690076,0.3194014441179713,0.3340190861098755,-0.40076166275510444,0.30990048154096145,-0.11436401733284282,0.021456939562170905,-0.23207219943356588,0.3813547212008141,0.39692959318170706,0.11178257262624408,0.24708612810519723,0.39590633041515655,-0.14232231897492884,-0.14534692627889204,0.6784112168418772,0.33391337172504276,0.27055281465704895,0.5460868297062978,0.7596768907059296,0.3731049718480047,-0.5096876664790588,0.10978010882037037,0.48519930647102083,0.36668598855731555,0.3055348944860584,-0.3475235471118476,0.0982488077175158,-0.11982617674661594,-0.09687346646282856,-0.4285163380010058,0.4541604022691393,0.5386825560485583,0.28413396357984405,0.5161845370354533,0.38266354053246726,0.6133903973830169,0.0012341820412544331,0.30609366886463546,0.3800768084563579,0.11416058567611735,0.2545819532318461,0.36343894536643456,0.4946818520035626,-0.20952579992099862,0.2908754083711619,0.23998059499536356,0.07247970807999292,-0.10676392495600118,0.3581157614481105,-0.0793412480332903,0.2778219269853668,-0.07139458298455108,0.10579887975879143,0.20888608976905534,0.28515958685672005,0.5630466444600006,-0.04548839371750176,0.3818541952078238,0.293187162907565,0.4210512310075979,-0.26109633371039825,0.20330828835749312,-0.2954810208231519,0.41682850719568315,0.28267560315122386,0.5064537744265555,0.28620972869427025,0.21632017659996813,0.3164176214048271,0.02943350632161411,-0.34816178503142864,-0.31142539740767716,0.06625627795689511,0.2090694622987127,0.3155192828042126,0.017323319875659212,0.33845494483282185,0.14752946959287486,0.3396315661249675,-0.3943516619402611,-0.3250000799722912,0.45527714352390675,0.37783720609728505,0.37084476709756176,-0.37625606683874235,-0.23673095213002174,-0.039831562108061366,0.6305931066619739,0.23299989685985315,-0.3564715222109273,0.28288486788061484,0.3172898159699126,-0.06866934525513178,-0.1674941847054015,-0.08408405343870602,0.7271290842349741,0.1694312986297462,0.4526806844473675,0.7410287349654343,-0.19267193850471193,0.3432593526009433,0.33700537171654277,0.38854788686083247,0.5102633297840838,-0.34383923865125315,0.5139086086090684,0.1393491221012481,0.27553969143446194,0.4502314104583448,0.3061238113302225,-0.2563273389160523
Fusiform_R,0.7513920691210783,0.4604993830229811,-0.3283600641039129,0.7450961451328928,0.3372430703815824,-0.2633709627375263,1.0,0.16779363465033836,0.2980934343566498,-0.033443621277576184,-0.5559400300146691,0.776911904393128,-0.1438611327360489,0.23756875283004603,-0.2529431432803921,0.2089851346020896,-0.517358931110181,-0.49529447884851185,-0.23836675165468324,-0.2033649316338075,-0.15053445945317576,0.615594773596351,0.5701481554393316,-0.2551056169252795,-0.2606346345358856,-0.3873782645991754,-0.6060088116729551,-0.034904700104372285,0.11214240277243356,0.5581207150442373,0.2523740705543986,-0.12950034180604875,0.41298286214131186,-0.12707464967327767,0.5478627150152062,0.15778944179852733,0.11641288222817567,0.0572988970968601,0.3893813784380172,0.017299078102265292,-0.5958117256725228,0.2247347517768547,-0.17297892129320755,0.1815624835343605,-0.3902063004001601,0.3915007575876327,-0.20683358624900178,0.0042660819063117935,0.684620713177081,-0.0731056057574476,-0.05542127385218209,-0.23989233910241112,0.6007986146570266,-0.3775076154172686,0.5606446586628213,0.0596848047195018,0.1066498536624124,-0.5377862066602989,0.08388751415607708,-0.46173185317207016,0.5361087212627287,-0.4244193297689397,-0.41512949398101634,-0.3710954606111926,0.1972912235015058,-0.1753673481743496,-0.6941606047696717,-0.06602268488326665,-0.43841645798168116,0.8722568146688358,-0.4950958759336629,0.7067440311009137,-0.5978950717751264,0.09929433975537924,-0.18890488856307033,0.3665507164792235,0.09129308183990133,-0.4154078170514939,0.5114493727048197,0.6388144669898151,0.8031157333042205,-0.040793390394079594,-0.16630291348885076,-0.37249645164261413,0.06953848206788996,0.02470846949908174,-0.43974103894915895,-0.4610637725585069,0.9180104247552683,0.3557874021071444,-0.4744925731507143,-0.15698433744479362,0.024734629176679183,0.5235022367482889,0.4727957080959704,0.33897429182707134,-0.3288863168944094,-0.051825425341184304,0.9185045936402296,0.4412460729426075,-0.6254238994791065,0.5324892187895156,0.43255956893383646,0.05727268953602858,-0.41563122662315244,0.08175079754431715,-0.09475690142001342,-0.3119897541674132,0.6485348428802897,0.042975456014065695,0.08072496037055629,-0.5946976126381023,-0.33962800982821095,0.3463246830997108,-0.2392791293862318,-0.09958737351748914,0.2541633271088954,-0.3046054900141929,0.09889073135519588,0.5237658323138984
Thal_LGN_R,0.14941768421041274,-0.07846662682287615,0.0725803789001572,0.2124530989361514,0.19488484979611473,0.1246980487992842,0.16779363465033836,1.0,-0.011652563967131813,0.1448167143336897,0.05227020379255781,0.20320301794436094,0.22113893034201426,-0.0006752640163720683,0.044229644356012114,-0.02290998857704621,0.04362046868676615,0.019133625019002523,-0.03337804359486652,0.19779919173629026,0.09721346255141401,0.15022271824574387,0.06712005430568915,0.0676347705589939,0.12199790655890305,0.20345585198090368,-0.017448141389413408,0.27897724667740464,0.0767658117247485,0.012898317675043267,0.28408362501036366,0.19180293057022596,0.32970237244783035,0.08387730392126307,0.16165176388369445,0.18611382387459643,0.05124126116664084,0.20916758827515514,0.06621127317960047,0.22091447846546663,0.016222705202376453,0.19241102931868528,0.15846722377536712,0.22828332420044695,0.015287181060736654,0.043917725951025506,0.1432691771073803,0.20291490907149026,0.22046849626273718,0.20263140813005845,0.07116849796290141,0.033437514371517194,0.1606202589246538,-0.07557683756045336,0.22342700979383637,0.19200681736164704,-0.021607857513430733,-0.07460420479154117,0.21976512127495776,-0.07033815584023907,0.18969210679244883,-0.1584387481804724,0.058135881058485085,-0.06342639629743775,0.11981143272391073,-0.16154892896470832,-0.0521175281925564,0.18100340570326323,0.07222791038279444,0.1755903382215757,-0.10850659238250478,0.27061561655688,-0.10820562850889275,0.23285339146583692,0.17440751010224367,0.15637283948536354,0.103068177987393,0.13267454072384322,0.2888152820833394,0.05302440429527587,0.04872842731684073,-0.050822523004412715,0.058578282282383105,-0.032388326322145056,-0.012914563222456038,0.19380547048272045,0.04754412483904095,0.16290643292221063,0.12701163493778775,0.10535020863337104,0.06623115507624303,0.16196809938972345,0.0018372322787229636,0.0882319823674329,0.09068589793936806,0.06751660823890082,-0.007548006186171858,0.14310886883820662,0.15819108781729194,0.13134548083492661,-0.028041496724524356,0.09422280487628228,0.2925268887478761,0.02614454571048078,0.021406778746477097,-0.0469718786715181,0.24937525589975829,0.2131972568147606,0.08548912417777554,0.32244508434850383,-0.030312690227455752,-0.07016888463591697,-0.04891861966408214,0.08105595336337573,0.05592643363558232,0.18919956168731725,0.28281238014476345,0.20793000541727902,0.09715359001827653,0.20315222451946077
VTA_R,0.020473527791219432,0.023187994940957406,-0.013219267339403365,0.13817346155017837,0.25903947219654555,0.07893459861690076,0.2980934343566498,-0.011652563967131813,1.0,0.02006229256524914,0.05876118248766617,-0.01879297118870129,-0.09066766389890796,0.12548095938167053,0.11952771484408464,0.04950077938714319,0.019450131621387205,0.1257680261570777,-0.17954832683073849,-0.22537123518646643,0.15814444681685685,0.22950260129576544,0.1882062254741482,0.250122745102616,-0.053310073924705485,0.0009129776723087477,0.035483898718425166,0.06249615165943348,0.12267498848089074,-0.13685226479608134,-0.1028759829269956,0.13549510853414912,0.06246142727850749,0.21582187250144966,-0.12630798114131633,-0.07409362398848839,-0.1425446588630475,-0.2760614413979259,-0.07662058293833794,0.19787428586843936,0.027780998698161186,0.2826806768163193,0.16847563716132696,0.3946668601109345,0.027123688460597813,0.032857043208139876,0.08326834932093649,0.02820019085759532,0.30269645214497354,-0.030983504188984424,0.2611684373648104,0.17875842786372267,0.2559542735215717,-0.11094115860434328,0.19671165101274699,-0.13583202422485616,-0.06389159740345073,-0.08184535343891342,-0.32607008698751705,0.09869309822889298,0.033923928815041846,-0.07427111222535945,0.0018720471420883035,-0.16779764160803834,0.19928791742023297,-0.05573174633857413,-0.12367969251456186,-0.016566128609033292,0.0018638916045981954,0.2790279884783698,0.007487486370968844,-0.015995176799565358,-0.18184645517161838,0.02882764956091094,0.034532878596517054,0.3847477393452701,0.10219908650834107,-0.20904514521672654,0.10785392418013681,-0.03577146277194458,0.1659185019457556,-0.049333044318151706,0.1838337866323879,-0.12368796539159693,-0.13411392295638322,0.0990839774286096,0.14218689401988088,-0.07717691206062952,0.10737056608429567,-0.2556515234225948,0.02179683245678472,0.020188501748490087,0.15097910358906205,-0.14712325414983674,0.060998588331840055,-0.023223498157423323,0.14983454073266106,-0.03312339144117966,0.22949610939466164,0.10143429241496774,-0.041556680678876946,0.14937175455757934,-0.08908965963263193,0.16059747040977151,-0.08622674267697301,0.016091045575054693,0.1122758622683745,0.028692602133815668,0.15216596064316845,0.11211151452126839,0.38540039252317176,-0.13853451518889026,0.25098236976888183,0.1983778070324689,0.2032087825804585,-0.0699965599972202,0.12252317773327012,0.1646473639137685,0.14535837817366026,-0.09830734280837308
Cingulate_Mid_R,-0.046069249172445495,0.007829861134032081,0.28818018159068387,0.36959937378707347,0.409495035047245,0.3194014441179713,-0.033443621277576184,0.1448167143336897,0.02006229256524914,1.0,0.2463121665738579,-0.10092512091913762,0.5490900929231181,-0.02715837098503205,0.1193047804152332,0.03657343159887127,0.16955192379222994,0.11304703726697504,0.31038947364085273,0.5614725761503766,0.18131117620375495,-0.20847691480921135,0.23263745315973938,0.31406551597187116,0.5154421344896467,0.18496800209410938,0.46466252475994757,0.549588986216269,0.04325106213802995,-0.04739627718942982,0.4665397719601361,0.7584384367855187,0.34297293823023767,0.2707227633119224,-0.14324341770940643,0.48609570803452107,-0.0343650373088492,0.25089290740824394,-0.38452140513397104,0.4649911474990842,0.3171938823159683,0.243388183830646,0.8229689532151067,0.34867138428017436,0.5118934566760369,-0.09494358029650884,0.4546226827691852,0.6406025476192939,0.18474265042906432,0.3975329500306113,0.4708418547127607,0.44873031020056975,-0.0751242930135065,0.42656682779590466,0.17746995405106566,0.4623855159555742,-0.06334071024838502,0.43306088740044496,0.2784966788430869,0.1426072648282659,0.4677583663169959,0.10863201457971494,0.07814643368768237,0.5270780320760429,0.3718671559025664,-0.018666083019605942,0.3100975967996382,0.709245889229971,0.16629574291981314,-0.17749035659851325,0.19915956350503,-0.056403008029801124,0.3833831273215627,0.9577448198897381,0.05581849031336008,0.3557556348691571,0.45029247811785444,0.6948613159978847,0.32754805582159036,-0.1746734487639121,-0.2619451390099181,0.3754572324667239,0.09934250305522804,0.3811018487845527,0.3190689154489277,0.7011040484074008,0.3495064072477225,0.14177122179949608,-0.10659563034910326,0.08648872190382677,0.4575790958169579,0.8189980190283722,0.5869912189015802,-0.0035845532089695603,-0.2013790949152692,0.24787147338368046,0.43337013301117594,0.683809559911682,-0.23034733545694544,0.31082379314441516,0.408926907845192,-0.10010904891820888,0.16290521170883895,0.3695271064495268,0.22361179070244916,0.0917905986181388,0.8654176687853303,0.5432446543905397,0.033157231898719546,0.3251271368022576,0.33196686285798505,0.2708570688084555,0.29814331066822475,0.07618267908876715,0.5235435571842879,0.766123127948018,0.7364344697104581,0.3998110694270077,-0.006112297527803668,0.08369358317439538
