,Fusiform_L,Cingulate_Post_L,Cerebellum_9_L,OFCmed_L,Thal_PuI_L,Pallidum_L,Cingulate_Post_R,Thal_MGN_L,Caudate_R,Cerebellum_10_L,Temporal_Sup_R,Vermis_6,Frontal_Inf_Orb_2_R,Temporal_Pole_Sup_L,Lingual_L,OFCpost_L,VTA_L,Precentral_L,Amygdala_R,SN_pc_L,Thal_MDl_L,Rolandic_Oper_R,SN_pr_L,Thal_LP_L,Occipital_Inf_R,Postcentral_L,Thal_IL_R,ACC_sup_R,Cerebellum_4_5_L,Precentral_R,Frontal_Inf_Orb_2_L,SN_pr_R,Occipital_Inf_L,Vermis_4_5,Precuneus_L,Cuneus_L,Precuneus_R,Parietal_Inf_L,Calcarine_L,Thal_VL_L
Fusiform_L,1.0,0.48613258085842376,-0.2932888093204407,-0.11279181782115195,0.4381811395635526,0.5979146383910829,0.4307232148677987,0.5379693109016456,0.10131094205773154,-0.049372510082586814,-0.11605463215231465,0.3135799511874321,-0.22145950251390928,0.25665513530308487,0.5748681545275399,0.03320599148567291,-0.16677829587116133,0.42200736411881135,0.3355004299881763,-0.057498389745588185,0.0355343013443714,-0.016947649539102376,0.05161543408611192,0.09581785883095334,-0.008521660091420476,0.5108954424747395,0.04514205184392596,0.3003706846749998,0.6346910376290751,0.3344889620203779,0.22247628551757564,-0.501763937450974,-0.2257651609802991,0.5499988642534305,0.5597827221538864,0.5615594641249013,0.5367753806576097,0.5472806910868494,0.6667683259809558,-0.19620935493168576
Cingulate_Post_L,0.48613258085842376,1.0,-0.15056964147302507,-0.04433744378735952,0.5926994814742809,0.3199643650375982,0.7155018653015701,0.1322693500628397,0.29572923619791774,-0.08595793362475374,-0.22855383697437265,-0.032758719144848,0.03412941437542193,0.2696597959394812,0.3199605193837774,0.18735040163090702,0.11104716768449026,0.7052089410633978,-0.15224170010480534,0.3745956121312591,0.13847390035616378,0.16619436247939134,0.3504747604935013,0.34865733596926884,-0.26279805820381186,0.6153282650737094,0.05616977649459333,0.5096566317280753,0.7391325292953749,0.7607864348876536,0.37758014221934755,0.05010502590035892,-0.3820262179522019,0.3439914010260432,0.6135485525454576,0.14702406978092833,0.6043837497630105,0.3684958292334108,0.32601687844482663,0.1971068090757689
Cerebellum_9_L,-0.2932888093204407,-0.15056964147302507,1.0,0.19059089195284487,-0.1866507650091882,-0.518766748246401,-0.10017570666265428,-0.12246085754360828,-0.21489515465594886,0.1277664863463944,0.5211129800887092,0.42629934423109794,-0.25271299455671664,-0.4869561310909194,0.25832048532149343,-0.4499418195606321,-0.214710445969822,-0.31751296500768766,-0.048172285859488025,-0.016276789225832877,-0.1716967491753492,0.26871644870833516,-0.16205457549042143,-0.21705883142453633,0.48812454733652066,-0.2754690815726515,0.18421688153837523,-0.105876256567477,-0.08738565219165466,-0.17984850316763618,-0.5184579964259737,0.2935886008095441,0.35490392122641545,0.271050852671893,-0.3869329149253909,-0.09885501322747192,-0.33065432971869424,-0.2046364925638892,-0.16664822237490387,0.04138419777585841
OFCmed_L,-0.11279181782115195,-0.04433744378735952,0.19059089195284487,1.0,0.13303566659466448,-0.08374034862746721,-0.14696651788206327,-0.2065124245108759,0.3020012102495014,-0.31685432566959365,-0.08452348144897881,-0.1587834407643809,0.1802935679913823,0.05741585005419307,0.005779817878147592,-0.0365496954517476,-0.009622477043841823,-0.033053023213710675,-0.3463795031730453,0.2944654551925747,0.11251286539355415,0.20910542705938664,0.12083879307166029,0.18321348125787296,-0.14676884021754671,-0.05092952047034437,0.19889026511473346,-0.10788427429470794,0.045889349168722206,-0.007499744436377922,0.11235695565847616,0.2795658791192806,0.006250646348289721,-0.1495183098217315,-0.028025199252678056,-0.17935614678345874,-0.040944079925447734,-0.05631491486803339,-0.01263063227033281,0.2251601703841809
Thal_PuI_L,0.4381811395635526,0.5926994814742809,-0.1866507650091882,0.13303566659466448,1.0,0.4727770185556398,0.6217728187952805,0.10527999005385279,0.551984768694891,-0.22304887252915473,-0.07090748166810287,0.0011876975397879744,0.12697632991893515,0.26971326612140895,0.4001777048545205,0.15402299216030346,0.21908245999345724,0.72205525101522,0.0016256115933265312,0.2536537903316549,0.2707860073387247,0.4075423648243475,0.4855056553317104,0.42906418650645545,-0.16310809090996947,0.6509678569741284,0.15446624814565846,0.5319347467966594,0.7609228947758118,0.7203630075170743,0.28045926063916143,-0.11688847382694055,-0.24651394625781617,0.3992874713550501,0.5214411722572485,0.2294733919844008,0.5083538001884111,0.49841496221585574,0.43963614170640125,0.2830669961840182
Pallidum_L,0.5979146383910829,0.3199643650375982,-0.518766748246401,-0.08374034862746721,0.4727770185556398,1.0,0.4714304939810938,0.5245587864849984,0.39834379959844096,-0.19047560410453027,-0.11274048708657618,0.005700271917670006,0.09576040508274623,0.4680388085841987,0.2044526492044929,0.4503410259077762,-0.04067679958644875,0.5020633919597022,0.4083744049010827,0.059861771116713355,0.2644459637019945,0.12942319290729581,0.2595148209467066,0.19435580176971384,-0.15842458058686582,0.43558658096925534,0.17467209358621,0.6232654417623984,0.44948662993215244,0.39475995021768384,0.4307183678651009,-0.5053197482782272,-0.17762693492811157,0.28492630805362773,0.5791934148702795,0.44557184456213966,0.46571884429348276,0.5208996233715535,0.4271799426657783,-0.15221134953128454
Cingulate_Post_R,0.4307232148677987,0.7155018653015701,-0.10017570666265428,-0.14696651788206327,0.6217728187952805,0.4714304939810938,1.0,0.3355544710055905,0.31371587825137415,0.03352609875212512,0.1117901698015248,0.17071460457085874,0.0033086281228439877,0.09079314790072161,0.42886607018938666,0.08483303476073341,-0.11629436122529022,0.7396898287459477,0.15505516244784245,0.2130578910663882,0.1404385648783001,0.4241499669500851,0.28095067042770644,0.29434896567291824,-0.011474759591363041,0.652440204971334,0.2527327590434783,0.6536760653541307,0.7630907761331169,0.7765548111562369,0.1673565864648701,-0.04971645411508615,-0.2089797175377055,0.5835198801486681,0.6267801807108386,0.34531033320668747,0.6733795221213664,0.45607294686202055,0.5194119157088765,0.17093316675911346
Thal_MGN_L,0.5379693109016456,0.1322693500628397,-0.12246085754360828,-0.2065124245108759,0.10527999005385279,0.5245587864849984,0.3355544710055905,1.0,-0.1637960421763931,0.17515647329549833,0.34554046825612833,0.44356274452191957,-0.32879067000355533,-0.15058965327052973,0.4401144725097607,-0.12035185997157598,-0.5888428575290124,0.04586582499063787,0.6667875664528671,-0.3131757815672017,-0.14752091927445382,0.017059444618018497,-0.33144220148742637,-0.1820090360305821,0.36579781655377575,0.09836545783218063,0.23536763042917752,0.30213167554052833,0.18792578592121462,-0.019233608776145446,-0.14652195033854193,-0.5204591788909765,0.07700386195672008,0.5445960388282534,0.1880355488136688,0.5885421512005985,0.13998021303399164,0.29133794904625915,0.5144890878841746,-0.44254877161353795
Caudate_R,0.10131094205773154,0.29572923619791774,-0.21489515465594886,0.3020012102495014,0.551984768694891,0.39834379959844096,0.31371587825137415,-0.1637960421763931,1.0,-0.4587109009348985,-0.19929973283374608,-0.44567929904516884,0.5471320920855977,0.5108744139813122,-0.030875342237028272,0.4500893791532775,0.3008566144601013,0.6723736311399305,-0.32171886737119076,0.4350546880606682,0.47224743199045705,0.597289448455861,0.6329040616748308,0.6873963076981237,-0.37636147292473243,0.440332254554905,0.055539864933557705,0.43247953212322054,0.48111340986360673,0.623887164866833,0.553779277201219,0.2590680968754806,-0.3936694480422413,-0.0388929084888778,0.3481858348092346,-0.2623948519408698,0.31099181685980565,0.22685574961760463,0.0710255017616565,0.6246441188438022
Cerebellum_10_L,-0.049372510082586814,-0.08595793362475374,0.1277664863463944,-0.31685432566959365,-0.22304887252915473,-0.19047560410453027,0.03352609875212512,0.17515647329549833,-0.4587109009348985,1.0,0.3052682541582301,0.2776281320167879,-0.293314068335689,-0.42260376182795106,0.12975493050673084,-0.25875535500631036,-0.09415509763836716,-0.194131163001824,0.3140995892705612,-0.3816097627278458,-0.4299242646710425,-0.16869970811557933,-0.4103303386877853,-0.21080602637964166,0.40137256455338155,-0.13680718198444977,-0.1925535678744835,-0.029460216246897333,-0.18504786002245166,-0.19163212520872897,-0.3615608818288358,-0.1175282513653739,0.10968411479500864,0.23960803984385132,-0.22107898480749655,0.09266749322281016,-0.16304169462573842,0.007743819091251401,0.012910838691021918,-0.1295035250369727
Temporal_Sup_R,-0.11605463215231465,-0.22855383697437265,0.5211129800887092,-0.08452348144897881,-0.07090748166810287,-0.11274048708657618,0.1117901698015248,0.34554046825612833,-0.19929973283374608,0.3052682541582301,1.0,0.6157472353948114,-0.3117376098485287,-0.6472561678703475,0.4520748811634845,-0.43991410511062395,-0.40521410013169334,-0.2772638754935955,0.6337873497301449,-0.3155130214645531,-0.2700251545946139,0.41346307286757283,-0.296215624419459,-0.30147248883974964,0.7918421767752295,-0.2342119441055477,0.3588871054722366,0.20737361013605218,-0.09542088362420965,-0.1753921476276983,-0.679424223284151,-0.10684988749535193,0.41831381485864044,0.5904975082185052,-0.30553962989996264,0.30481470270128197,-0.3320519568267802,0.018845122390628768,0.1766812519988365,-0.20711896685679632
Vermis_6,0.3135799511874321,-0.032758719144848,0.42629934423109794,-0.1587834407643809,0.0011876975397879744,0.005700271917670006,0.17071460457085874,0.44356274452191957,-0.44567929904516884,0.2776281320167879,0.6157472353948114,1.0,-0.714616325562328,-0.5597227195191553,0.6595386075384574,-0.5905707283001984,-0.44966787230341165,-0.2410409171069389,0.6018735018737853,-0.4816949208468519,-0.23463189147283556,0.02886618413945993,-0.3994736874471158,-0.5267329628322566,0.6798789786627831,0.01492060322617509,0.3012020024627795,0.03018666629510237,0.12339043538323123,-0.15825625897643247,-0.7124250838646663,-0.4102084546536736,0.4505708044832331,0.7785801081831727,-0.0449399259018964,0.6870285259756064,0.0030876470436210523,0.2662427641483394,0.47935482851632116,-0.5352435848883955
Frontal_Inf_Orb_2_R,-0.22145950251390928,0.03412941437542193,-0.25271299455671664,0.1802935679913823,0.12697632991893515,0.09576040508274623,0.0033086281228439877,-0.32879067000355533,0.5471320920855977,-0.293314068335689,-0.3117376098485287,-0.714616325562328,1.0,0.581590859081318,-0.4529775968503632,0.5753614800104977,0.3412180030679211,0.2954649347509358,-0.42452453271801605,0.5091046599114196,0.27720903002722463,0.2876737056949353,0.41926095622895215,0.585094776754274,-0.5720125260304091,0.10688876053725033,-0.05683893492935698,0.24837667061774746,0.05532854898100892,0.2437685273537144,0.7034659787190057,0.4219938751004849,-0.2628960238975174,-0.5174786531217794,0.17346348383100046,-0.5420989001493757,0.07961505790250802,-0.029872090235050202,-0.31316203939510595,0.5964727164417579
