,Thal_IL_L,Cerebellum_4_5_L,Vermis_1_2,Temporal_Inf_L,Frontal_Sup_Medial_R,Thal_AV_R,Frontal_Inf_Tri_R,Frontal_Med_Orb_R,Occipital_Mid_R,Cerebellum_10_L,Thal_VL_R,LC_L,Thal_AV_L,VTA_R,Temporal_Pole_Sup_R,Thal_MDl_R,Cerebellum_6_L,Precuneus_L,ACC_sub_R,Temporal_Mid_L,OFClat_R,Cingulate_Post_R,Thal_LP_L,SupraMarginal_L,SN_pr_R,Caudate_R,Cerebellum_Crus1_L,Cuneus_L,SN_pr_L,Calcarine_R,Insula_L,Cingulate_Post_L,Heschl_R,Olfactory_L,Amygdala_L,Rectus_L,OFCant_L,Angular_L,Vermis_9,Cingulate_Mid_L,Precentral_L,Putamen_R,Thal_PuM_L,Thal_MDm_L,Occipital_Sup_R,Cerebellum_9_L,Caudate_L,Postcentral_R,Thal_MDm_R,N_Acc_L,Frontal_Sup_Medial_L,Thal_VPL_L,Cerebellum_6_R,OFClat_L,Thal_VL_L,Heschl_L,Precuneus_R,Cerebellum_4_5_R,Pallidum_R,Raphe_D,Cerebellum_9_R,Fusiform_R,Rolandic_Oper_R,Cerebellum_7b_L,Cerebellum_3_R,Supp_Motor_Area_L,Cerebellum_Crus2_L,Parietal_Inf_R,SN_pc_R,ACC_sub_L,Vermis_3,Vermis_7,Calcarine_L,Thal_PuI_R,ACC_pre_L,Parietal_Inf_L,Occipital_Mid_L,Lingual_L,Thal_PuL_R,Thal_LP_R,Temporal_Pole_Sup_L,Putamen_L,Pallidum_L,Cerebellum_7b_R,Thal_PuA_R,Thal_LGN_L,SupraMarginal_R,VTA_L,Temporal_Sup_R,Vermis_8,Rectus_R,Occipital_Inf_L,Rolandic_Oper_L,Hippocampus_R,Raphe_M
Thal_IL_L,1.0,0.43397710183584165,0.19713024812111593,0.062414507489890414,0.31836742509421656,-0.022152688938699764,0.2575683384219834,0.10638446900136495,0.14626152233290823,-0.03760492554975471,0.22492720707733627,0.023168454502163285,-0.05220693844542865,0.19928791742023297,0.11569056952656494,0.015663225546241378,0.16206631309779926,0.2531987039051358,-0.08633532672675968,0.20422639584907903,-0.08087449789800895,0.40669391129941324,0.19737212839893553,0.24614682305304306,-0.21517716687879848,0.33818002197575375,0.02205388517392712,0.14533652550132295,0.30828987290757665,0.17013942302289561,0.22211294643285528,0.1276211614670458,0.35708876731152805,-0.08056070854104581,0.24833192627588607,0.1018545289211508,0.19046048184724226,0.14182337261264924,-0.18516735437557288,0.42347068226286055,0.41232006864497145,0.40047354447241135,0.22261795698297113,0.10649487012338202,0.14804793967520471,-0.030862678720162722,0.2976455643542552,0.17388125182463213,0.5630466444600006,-0.11752602450867207,0.31670990746487004,0.48581416943116773,0.08882600539059134,0.0762309011935847,0.2548355296776302,0.15914988873043687,0.23855632033698387,0.38362741277164714,0.3257315184170359,0.32645141912982545,-0.09582611056262308,0.1972912235015058,0.36712432123780336,0.03797217122511298,0.1866581706061391,0.4511208649982913,-0.11346953478519743,0.2145695921180674,0.17691737701123367,-0.0012375975756785452,0.3262416535987452,0.07504379372568665,0.21706213302696997,0.06757427715155784,0.254413381258265,0.31084850563851785,0.08453476717072832,0.3052844199412511,0.36091870533040293,0.12855110186917118,0.057320971272252205,0.3029871156521732,0.3213114656091513,0.4891793626929156,-0.010538989224393829,0.3000226962928973,0.31022728593409205,0.081162169898884,0.17582038748901668,0.18485890790679302,0.127819806415224,-0.03616526819316158,0.1671585776549533,0.09755088721163001,0.1963114761808961
Cerebellum_4_5_L,0.43397710183584165,1.0,0.581598165302844,0.4928477827188145,0.37384739148913915,0.2166536107051311,0.254679205850122,-0.022109623116621735,0.08730963117664158,-0.18504786002245166,0.4039212995131472,0.07242117778118672,0.029703968159093857,0.0990839774286096,-0.1970102998111838,0.12321260989622938,0.35628308870446496,0.6383309012157689,0.00641260595673608,0.6179162358070459,-0.3036744171429062,0.7630907761331169,0.3994040854764916,0.5682224490896923,-0.11651345985531066,0.48111340986360673,-0.013059158391813588,0.2730186294662193,0.4689503060315214,0.3815397280817719,0.5091668430855687,0.7391325292953749,0.21825354472637504,0.12341442625313494,0.2069041069234936,0.10870940589122513,-0.036840037723447,0.43886408696432444,-0.02726945509267413,0.6891727619519241,0.814472351283626,0.4774827667784255,0.5209564887194976,0.23400258925955195,0.31932910361883327,-0.08738565219165466,0.40838276576538857,0.6310687266427968,0.33845494483282185,0.07513600069990724,0.4607391759733622,0.46149171408130685,-0.028984958573569638,-0.034831467109404324,0.29646657972480556,0.6308821461403824,0.6778742964492207,0.5405142073904915,0.44583841801192164,0.11627226746095161,0.2954854910125558,0.02470846949908174,0.4190570937431062,0.030909181640054774,0.5657201597304253,0.7451274866420191,-0.07612658993072721,0.4797313281930983,0.08955410886434206,0.007315519210147599,0.3093251322074555,-0.023854892652042613,0.5556288227527951,0.41851138190172993,0.18316272506541534,0.49516422411105276,0.27918678191406504,0.587193868715307,0.5329358838293123,0.4918219960757549,0.2760719303192863,0.5450919763852554,0.44948662993215244,0.06042962757870176,0.21777343555912285,0.5825681535128392,0.41220061583797335,0.08414295287813298,-0.09542088362420965,0.1514555904538029,0.01541188219097903,-0.33784309787383954,0.43887518121858937,0.34924061316848826,-0.1066421894875721
Vermis_1_2,0.19713024812111593,0.581598165302844,1.0,0.1513138954673871,0.30478064602518534,-0.004562570339886514,0.2655209395630415,0.12526158115112737,0.22016299704818454,0.01725892917161877,0.3329355968070018,0.26280286037958783,-0.07902556767793568,0.25903947219654555,0.15349487952321508,0.16611484059236872,0.2560482486360516,0.40702694682930807,-0.13644320405172228,0.26961332760200657,-0.11377075937927458,0.6723980958728047,0.37812460501633094,0.28755863500913975,0.037811540941985314,0.33123680688372636,0.17184124410975377,0.18194557905180678,0.17948495602538894,0.4089157884273276,0.32787515250195254,0.45296412348527215,0.2620296090423794,0.18646774187284654,-0.18628359711391843,0.2069876490874137,-0.044181384134948376,0.22430063736823078,0.14830961138132862,0.42628995239160766,0.5596877682301666,0.5250977170969214,0.5015570759188028,0.07393714243874994,0.3230828344601133,-0.05498680450024682,0.16723115856548534,0.30457813823547875,0.22982336089664177,0.18533721300090045,0.3283384001764871,0.552919758598767,0.1912545203543461,0.10897824938571671,0.29829754764987076,0.344070555757873,0.4478814932592638,0.4753796640854983,0.4478950856624961,0.20707331938354773,0.11433837100866105,0.3372430703815824,0.4963781599289037,-0.035730736996480675,0.3343799143371074,0.5099243546066935,-0.17115799581649024,0.31289415181518176,0.23494538605414844,0.03165414352362448,0.5972863364650659,-0.00019557008273435973,0.4870958366098651,0.4549028935073087,0.18331398561375933,0.3574723024553687,0.12439397530699715,0.42209147190241275,0.48498877948498065,0.6368526414267984,0.062405880022356135,0.521303478065718,0.3434021621715619,0.13077556865663081,0.2645715396991634,0.3562961072940593,0.4799297291638395,-0.22396956159350517,0.18256997879406214,-0.007674030886763341,-0.17250004898944443,-0.19282040567578468,0.33645420314614416,0.33554207574206474,-0.009834581698114719
Temporal_Inf_L,0.062414507489890414,0.4928477827188145,0.1513138954673871,1.0,0.25951751868316425,0.5308930446233213,-0.18163995724116716,-0.019039151762395165,-0.3962069571749242,-0.14234016095790106,0.3884408390648134,0.19083665947000092,0.4174297218644033,-0.18184645517161838,-0.5236157983386746,0.4908624856219607,0.01606068986393197,0.5231771577709777,0.21038573152748238,0.6708775650629715,-0.60337516117663,0.2167824736245384,0.4375602861962674,0.40143080685636584,-0.1477389832424332,0.28933670557898167,-0.1986449369521053,-0.07357403079675078,0.29585937196048623,-0.1467330218394012,0.7001198986358801,0.4800184778996849,-0.004827548914679546,0.2736896476170878,0.25886754560362574,-0.0854023782467052,0.010893282288953475,0.2535609506050086,-0.244077379535783,0.28894365156636703,0.5355611696568715,0.039060539450040725,0.2036101205508548,0.46657147506005836,-0.10403663550465607,-0.485235058840356,0.39861907900526006,0.6303120663797342,0.41682850719568315,0.3707172314930735,0.4121538172723686,0.1670767686290278,-0.5462392619973684,-0.4289740249797658,0.24333547302509223,0.75716468953818,0.49870122451744336,0.14627112246571097,0.03736826136735768,-0.0876783661997974,0.467794298165741,-0.5978950717751264,-0.17161572470468486,0.04455040998980156,0.6275027041635111,0.4668416970252551,-0.15069249416386382,0.37349303372911513,-0.170135741978809,0.026056789323812026,-0.2645593850449648,-0.14122054426448108,0.16213778925365835,0.08285827286203655,0.35929536598872946,0.2693704082545986,0.06339903017310175,-0.02691597443032287,0.25100589590818484,0.1926221059207272,0.6569849983963246,0.46594922278289386,0.39085363441646304,-0.1051234531267257,0.4171328101765329,0.3754341769485756,-0.10445033692523341,0.24916948888536997,-0.670100993982193,-0.32905299273713773,-0.19101064917691718,-0.5794181924203119,0.6378564998237469,0.05076483921540465,-0.45347812205901067
Frontal_Sup_Medial_R,0.31836742509421656,0.37384739148913915,0.30478064602518534,0.25951751868316425,1.0,0.05573845460172577,0.5531254484890333,0.4440305806457331,0.029478628311015033,-0.1789051994736289,0.23622482037049639,0.11949377730373174,-0.21937530687647144,-0.030983504188984424,0.29051764370509225,0.04249160447591958,0.020175971384028085,0.6545720382389524,-0.0018747636570460322,0.3341538919542088,-0.15520604377803768,0.4698509030283494,0.3187434743473244,0.3707748039469191,-0.11449574142378659,0.48308726533341706,0.15563644526865106,0.1940938739169365,0.38759771821719596,-0.13738125480274874,0.6105395638929754,0.31222756270355717,0.18100681052083012,0.2760472679078727,0.10711566521796786,0.33871559716247795,0.43402592206692175,0.3642942968442098,-0.07599701877360411,0.4727874153094303,0.46151687021122356,0.3663457060328626,0.2930586740687261,0.18707528060649328,0.2407828428064659,-0.30743465540911513,0.23636983303456424,0.5691420547187938,0.2545819532318461,0.34628127878699033,0.8482283877442,0.3739876212211213,-0.1529185436260291,-0.22118928513717115,0.17244454232257356,0.39462009021021227,0.5445461993620999,0.16768862033463333,0.41138390801016533,0.19441253621803387,0.07909573248805606,-0.0731056057574476,0.4155759000659424,0.2702984613216865,0.23280256613751632,0.6425054067378166,0.11379057332662484,0.5632511150255691,0.1129276863105948,0.03366305603498092,0.10719368897350429,-0.19107126674000668,0.2166713670828013,0.1795381060062279,0.7929097969333674,0.5302973204798328,0.11203581820039428,-0.056318305764884787,0.43553215797323624,0.38466656530328464,0.5448801829644992,0.6947155587677624,0.6420548226915415,0.24027906946103603,0.12800536703417292,0.44565537741832073,0.4986772260405496,0.12578391185418894,-0.02250275792190477,-0.3361365048828946,0.058031589401348276,-0.08363308729023176,0.4949912450214649,0.08880410163140996,0.01437654740266748
Thal_AV_R,-0.022152688938699764,0.2166536107051311,-0.004562570339886514,0.5308930446233213,0.05573845460172577,1.0,-0.10045685011430783,-0.08270875998229957,-0.6511445357740793,-0.31158423747813574,0.4879268086469797,-0.12124147470673134,0.4988709030740391,-0.1226912358244095,-0.4960299130652293,0.4081832097178433,-0.42344582893532084,0.22297730623174414,0.37606881973269735,0.2714060484461839,-0.45941085010008503,-0.0012835734029439676,0.4709508331075436,0.20032095148718687,0.1968222145648567,0.4169267885058743,-0.36775351888173236,-0.4140072590831628,0.4544806481166908,-0.45451332000857814,0.3869258943212375,0.22174706777346737,-0.4305990222244482,0.41637011656285683,0.4997249046853418,-0.1381363524438331,0.06922793813685171,-0.05271461243494838,-0.5532819242734046,0.0682022810037128,0.3843357556948277,-0.06773523852754473,-0.08808131354329855,0.6830202389568427,-0.4142752315684694,-0.3878590069448444,0.46689215393648525,0.3862995793157893,0.40510842590148594,0.3945387149995211,0.3619743492162137,-0.2283884201598664,-0.7379396124130531,-0.31648670382145994,0.4104218470317105,0.41899224513393496,0.24695166688203288,0.20250600687674583,-0.39930855024989775,-0.29903171472198214,0.5051317716498858,-0.7207608299036619,-0.10465194531263533,-0.2511730690889305,0.573510359960686,0.3655701973956629,-0.32685604504037735,-0.09404790448173858,0.11237175801482696,0.26996708912029344,-0.3812901470082496,-0.1907725514072562,-0.185645999326002,0.10549259005158065,0.33331115085258334,-0.038941999945099004,-0.3392521469900771,-0.30784879529119963,0.17193244224576387,0.2889976247485913,0.5828484951370548,0.06475057051134987,0.10559522929497608,-0.021692022124232758,0.3081306951389856,0.31824479218562157,-0.37855968267634954,0.44173290088957357,-0.7024993834465699,-0.5040475866188069,0.07880264957033795,-0.46361705680447907,0.31853598046224824,0.35187991741793406,-0.5495874696033733
Frontal_Inf_Tri_R,0.2575683384219834,0.254679205850122,0.2655209395630415,-0.18163995724116716,0.5531254484890333,-0.10045685011430783,1.0,0.2684876788582767,-0.035290826429007924,-0.12010245799098807,0.38755541693316775,0.19508263487997135,-0.21556487637244226,0.2826806768163193,0.5132984018097666,0.13963914324153512,-0.2176075395416794,0.17413921242958805,0.10284818785210958,-0.22732090966676993,0.14935637825777223,0.3298122580540373,0.35059462980806977,-0.09327739549215151,0.3696183487940916,0.4940230840779073,0.12147453375441987,-0.11777570016702292,0.3657659388629098,-0.029914593265027628,-0.019094967732720385,0.10063371370034178,0.29683147984570074,0.3185655701296555,0.1764588339703936,0.33777039765474487,0.4271837425952374,-0.12607330073608392,-0.24285996891333325,0.312029986366765,0.28450726102763174,0.5203694537163704,0.04513496326565633,0.2400091885306624,-0.007884989124261312,0.21878489333129786,0.2611560480705888,0.1652317138418773,0.28413396357984405,0.30465648100634934,0.35371668718690163,0.1893975952605891,0.03420147346537966,0.22541188538206916,0.4820271520669496,-0.1319721786920051,0.19071307741797405,0.4213059236776518,0.10026805615844193,0.2890625397642011,0.20874496767611317,0.2247347517768547,0.751206624633712,0.07840949225436723,0.12828269223375985,0.4076218897858331,0.02355645705332692,0.16825553292349424,0.39546981436121725,0.3455933257317413,0.2175312271830443,-0.19068207175448113,0.0005338655852166768,0.19642021748390112,0.32321649304470945,0.16181709487182983,-0.28982105772576466,0.044298228328922384,0.3148668730402343,0.4884620866402311,0.13092615334376156,0.2515343531524202,0.030423686396473342,0.2710805259482757,0.17332791349910864,0.25214583069355395,0.4974221066666185,0.08642430949244445,0.3635207815019563,-0.013257113999344424,0.21445058646461906,0.0571716664993755,-0.14843919340529646,0.4923387029716344,-0.11540799646851489
Frontal_Med_Orb_R,0.10638446900136495,-0.022109623116621735,0.12526158115112737,-0.019039151762395165,0.4440305806457331,-0.08270875998229957,0.2684876788582767,1.0,-0.031181769277637807,0.03584014071861515,0.04696300738723709,0.10813721627757238,-0.1601661458849422,-0.0871633883493467,0.4248347601327582,0.04533286961420637,-0.13676279220450066,0.06233184823531101,0.05986486709865562,-0.09911294670080226,0.10244974667494498,0.05074897464374112,0.1178254824765238,-0.1409111955718092,-0.04618138065095096,0.18074922034974417,0.11447884006357059,-0.08486132461937504,0.05605609019380109,-0.11824042583127109,0.1998916980742436,-0.05177197238788772,0.1247693983766716,0.17527459187044359,-0.03347646522601905,0.2997787434552143,0.3866923658144991,-0.08732682338982843,-0.14262625353354635,-0.026733637618808682,0.00023005927806940343,0.10850070133432849,0.05395349369551341,0.08394552841561873,-0.04971563393307637,-0.03916242206389636,-0.07494344698186532,-0.006498162105083018,0.08745495043605396,0.3144235008715154,0.3031936200751769,0.1286834896831992,-0.0664855946476675,0.010640831692722032,0.08356234511496598,-0.029744486930429755,-0.05252880887573199,0.14270341964484579,0.10528606649953993,0.08729889219836333,0.10196268472981028,0.0008338374302970096,0.18611736252997504,-0.029418378602208577,0.07268130834537834,0.09953337970619815,-0.1382098017976973,0.0773866866779274,-0.05852864514791219,0.07107826438160551,0.06948044092231453,0.027040722054720332,-0.0511311968652366,0.02292872113512663,0.45988515457079077,-0.0630581354841652,-0.12645108035498642,-0.18019539194342324,0.017342253484255454,0.19196702230457557,0.23704060558087683,0.24690548831975653,0.23511602267039378,0.17134436460204414,0.10273855017990778,0.21458433245181893,0.09767657498138183,0.043267345113517215,0.1530451150470509,-0.20507381445928563,0.17061702436448276,0.025945420277826897,0.1444337121299087,0.0025880156327160626,0.015008218108204817
Occipital_Mid_R,0.14626152233290823,0.08730963117664158,0.22016299704818454,-0.3962069571749242,0.029478628311015033,-0.6511445357740793,-0.035290826429007924,-0.031181769277637807,1.0,0.27616573431583336,-0.5859418160012985,-0.04723652602430454,-0.5039476111853465,-0.01879297118870129,0.37869220528996,-0.6058375053233889,0.7961874678759118,0.12036527903411436,-0.5674842280961039,0.19092043986666346,0.2906933804185138,0.2605506257000685,-0.5618782490408972,0.2899893226590075,-0.5574608135486051,-0.4106139483076248,0.5015319620450704,0.8408688176509748,-0.37460345081191254,0.7134639097217521,-0.09813064465421763,-0.03233794256868497,0.3950624744782338,-0.6363805118906947,-0.6197076026098729,-0.020015939990352807,-0.2581159702940368,0.5612302822867663,0.7638488697119679,0.01610633460546016,-0.23378857835292854,0.18760890791092721,0.3956202655568162,-0.8476649241110505,0.8801049552606698,0.18547820418219374,-0.5024115590232382,-0.14712231378721152,-0.40076166275510444,-0.6472173494098368,-0.17400832155915794,0.4538967959251041,0.8586488758921245,0.28714873623527265,-0.6119999405959271,-0.10671679594659383,0.11902036413007477,-0.22978866216218943,0.608552804840056,0.24159980217145985,-0.6480934192393805,0.776911904393128,0.014656788938412066,0.40094122903934293,-0.5146470686159261,-0.15866086197946455,0.4523024422571533,0.29705270574791454,-0.19473987581034652,-0.5260121833537957,0.6101676949338345,0.2419514876873238,0.6017453275260632,-0.034672893779746916,-0.3170541349855443,0.36485744758070393,0.7963778530697182,0.6045241970020337,-0.041376524327742074,-0.23718948153148608,-0.5043174877406812,0.15949486651011954,0.18429378855945894,0.12275236313450379,-0.30827132270366414,-0.18207494488025766,0.5785704164661013,-0.44552958485926714,0.6461923701016766,0.5065664250830507,-0.30990392425642266,0.49272305169762437,-0.02658221731969268,-0.41847378751394626,0.6972424826458082
Cerebellum_10_L,-0.03760492554975471,-0.18504786002245166,0.01725892917161877,-0.14234016095790106,-0.1789051994736289,-0.31158423747813574,-0.12010245799098807,0.03584014071861515,0.27616573431583336,1.0,-0.3873880204887924,0.12441211901026626,0.029826615541250615,0.032857043208139876,0.21830575442612327,0.05670311775758967,0.15889871019780305,-0.22107898480749655,0.03309464195663751,-0.24092555857928385,0.296859525511521,0.03352609875212512,-0.21080602637964166,-0.1717984518510413,-0.1175282513653739,-0.4587109009348985,0.2312715714196687,0.09266749322281016,-0.4103303386877853,0.2621014935543844,-0.23549507443747225,-0.08595793362475374,0.4613892748045287,-0.40560447306238023,-0.44433064449175885,-0.18679423399550024,-0.07442781226677266,-0.030771578655963312,0.30593432122393416,-0.026810298038038378,-0.194131163001824,-0.16977563222747044,0.2544362878530772,-0.2324050059553318,0.16220058269023818,0.1277664863463944,-0.30630851725320146,-0.27506587418408696,0.0012341820412544331,-0.14679720661816523,-0.29210049107041636,0.2942379507854152,0.3870257888231477,0.18116390261170598,-0.1295035250369727,-0.22903106773376822,-0.16304169462573842,-0.17193475946788805,0.18738375917362368,0.37098608937392624,-0.2547593109070266,0.3915007575876327,-0.16869970811557933,-0.006292010124931547,-0.4184062452485717,-0.2222106554671581,0.02161970193205067,0.010354882431612566,-0.1494179117353913,-0.12738235462082015,0.2656511266331605,0.3430623116868598,0.012910838691021918,-0.2657320825540391,-0.2108811167870017,0.007743819091251401,0.15794473749503563,0.12975493050673084,-0.2538393028421644,-0.20913651780702852,-0.42260376182795106,-0.05349283113988671,-0.19047560410453027,-0.02176471138250829,0.07869972568712075,-0.14523554147833131,-0.007435909519940155,-0.09415509763836716,0.3052682541582301,0.14195380167436358,-0.13203573363170043,0.10968411479500864,-0.16754099403030717,-0.26269926265212,0.3230174816803596
