,Frontal_Mid_2_R,LC_L,Pallidum_L,Supp_Motor_Area_L,Cerebellum_3_R,Red_N_R,Occipital_Mid_R,Frontal_Inf_Oper_L,Vermis_7,Frontal_Inf_Tri_R,Thal_MDm_R,SN_pc_L,N_Acc_R,Thal_MDm_L,Thal_VPL_L,ParaHippocampal_R,Vermis_6,Thal_LP_R,Occipital_Inf_R,Postcentral_L,Vermis_1_2,Cerebellum_Crus2_L,ACC_pre_L,VTA_R,Frontal_Sup_2_R,Cerebellum_Crus1_R,Temporal_Inf_L,Angular_L,Cerebellum_9_R,Heschl_R,Occipital_Sup_R,Parietal_Inf_R,SupraMarginal_R,Occipital_Mid_L,Pallidum_R,Frontal_Sup_2_L,Amygdala_R,Temporal_Pole_Mid_L,Temporal_Sup_R,Frontal_Sup_Medial_R,Paracentral_Lobule_R,ACC_sub_R,Lingual_L,Red_N_L,OFCpost_R,Thal_LP_L,Hippocampus_L,Cingulate_Mid_L,Fusiform_L,Cerebellum_4_5_L,SN_pr_R,Hippocampus_R,OFCmed_R,Frontal_Sup_Medial_L,Insula_R,Cuneus_L,Thal_PuL_R,Rectus_R,Cerebellum_10_R,SN_pc_R,Vermis_4_5,ACC_sup_L,Thal_PuM_R,Frontal_Inf_Orb_2_L,Cingulate_Post_L,Insula_L,Thal_PuA_R,Parietal_Sup_R,Fusiform_R,Calcarine_L,OFCpost_L,Temporal_Sup_L,Paracentral_Lobule_L,SN_pr_L,Thal_MDl_R,Occipital_Sup_L,ParaHippocampal_L,Amygdala_L,Thal_IL_L,Precentral_L,SupraMarginal_L,Parietal_Sup_L,Raphe_M,Cingulate_Post_R,Cerebellum_7b_R,Frontal_Med_Orb_L,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,OFClat_R,Vermis_9,Precentral_R,Olfactory_L,Cerebellum_6_R,Temporal_Inf_R,Thal_VA_R,Lingual_R,Cerebellum_10_L,Cerebellum_Crus1_L,ACC_pre_R,Temporal_Mid_L,Thal_VL_R,Cerebellum_6_L,Rolandic_Oper_L,Angular_R,Frontal_Inf_Oper_R,OFCant_L,Putamen_L,Thal_IL_R,Calcarine_R,Thal_PuA_L,OFCant_R,Cerebellum_3_L,Putamen_R,Thal_AV_L,Cerebellum_4_5_R,Vermis_8,Temporal_Pole_Mid_R,Supp_Motor_Area_R,Thal_PuI_R,Raphe_D,Postcentral_R,Thal_MGN_R,Thal_VA_L,Cerebellum_9_L,VTA_L,Thal_LGN_R,Frontal_Inf_Orb_2_R,Thal_LGN_L,Thal_MDl_L,Thal_MGN_L,Temporal_Mid_R,Cerebellum_Crus2_R,Rolandic_Oper_R,Precuneus_R,Vermis_3
Frontal_Mid_2_R,1.0,0.11549896634877381,0.3786183478053888,0.7101606262519132,0.38111064732863764,0.4120428334795492,-0.12733801495660224,0.6303105957711487,-0.1336192592830445,0.7208097920822961,0.4541604022691393,0.28665422308447747,0.3520005688999236,0.40726077235171865,0.31528792706136066,0.5453751240832444,-0.24990121648311345,0.5969528687827943,-0.2165218298378455,0.555403817057842,0.4478208380979142,-0.13908654115297872,0.5637534622476608,0.19787428586843936,0.662296241084675,0.24416223748123755,0.18050354014641246,0.1255799332443721,0.2520533020303981,0.19489264151474586,0.017105891702358347,0.33585377937227406,0.39339191060400835,-0.18853293845337182,0.2281752734580699,0.5053022761416717,-0.02733759126103311,-0.11435852586863605,0.046805542348129316,0.6555788413537925,0.5419371087233401,0.15287072650648034,0.037114608989462484,0.366292086041186,0.5404012104772585,0.5154392152658067,0.5774841500085302,0.4850738683216487,0.11943555929541232,0.49698726846400343,0.15139469164788963,0.46798235627428053,0.3528221166527483,0.6417509206178492,0.47770079711995866,-0.06884470529575182,0.48749493606744515,0.10683658732114071,-0.08732511127038303,0.36864593731074485,0.14823941326712167,0.6299936262204433,0.5516288934973717,0.4154671701330228,0.3529903733966907,0.3901865666075783,0.27039452963164423,0.24908584163401837,0.017299078102265292,0.10993290450820156,0.4263313429201107,0.34568426185556694,0.6310730403207879,0.5062857156620296,0.219263445123211,-0.08948595093448795,0.3571065073441479,0.2244375687058866,0.3740793418438197,0.6467695633369156,0.23090955272736374,0.21150964725693902,-0.1599965833883488,0.5395257038343649,0.31934355184810653,-0.17680049233686543,0.35414269616732424,0.28185554961054365,-0.17858282542480414,-0.2851000855496101,0.6538292983395991,0.3255672621798742,-0.1613338162765822,-0.23643533586516433,0.1047651686349761,0.017376375269334814,-0.15132153316192368,-0.025569464323254177,0.6431743468678615,0.14997599770925057,0.491674130960881,-0.10391261290432734,0.27903058919846274,0.2044110630428746,0.6588458469115426,0.3085871738004657,0.5221208668807472,0.06626971978611243,-0.13238275404104177,0.5413527583689031,0.19859699274849882,0.5165447209588383,0.5374658694989124,-0.03626241608532151,0.49949609205542395,-0.18836048649598575,0.26807736886245936,0.725176589856853,0.3332704490347057,0.25371071844533927,0.4719995980900465,0.0001818911641787291,0.035392120833836534,-0.18361157795112576,0.18055515178155934,0.22091447846546663,0.4775208907460423,0.4603377127815803,0.31226794294531485,-0.036537621219490474,-0.11595939564100435,-0.22383673726759926,0.5827383015193388,0.4491298883266125,0.1778486957256992
LC_L,0.11549896634877381,1.0,-0.1026836481523513,0.05636446378364186,0.12185929134401903,0.1758309785153731,-0.04723652602430454,0.09624886391210627,-0.16304223351108774,0.19508263487997135,0.3061238113302225,-0.0684401270693132,0.12342117569413502,0.12941613601017282,0.2845351167198001,0.0639401566897468,-0.02044632605396982,0.14276549125683344,0.06617157253191759,-0.06500678884583905,0.26280286037958783,-0.06040679652619759,0.1326661205281242,0.14535837817366026,0.10401357050584165,-0.18235493831414593,0.19083665947000092,-0.1498086141644349,0.21411739272893535,0.37078082560328013,-0.0822972894852002,0.03995358987257744,0.16707100156396665,-0.13588673293512687,0.13354176456423672,0.03297570869312994,0.03138055385102497,-0.2448324847176071,0.15204427945452714,0.11949377730373174,0.006003729470458613,0.10531186958530196,-0.05329250904909207,0.19161675556822713,0.23158475931792458,0.22532115677571316,0.0832367150687675,0.030851504329749854,0.05637445312420135,0.07242117778118672,0.18893474770689966,0.01621610279169973,0.014757610125778827,-0.007141246434297804,0.2696504021786769,-0.18506106544762244,0.08609683315577016,-0.33419946070992507,0.10530773255300238,0.13241375259761332,0.0805675056400108,0.09197925980343702,0.20707944690871882,0.10327974830293266,0.009683345287665089,0.06351340622628482,0.39850519081395885,-0.12619896898625907,0.09889073135519588,0.02589946899224485,0.026549038376837333,-0.0015425580607739363,-0.026694271137986555,-0.02136102253598221,0.38433457032240176,-0.12892531533505436,-0.11126342736858277,-0.12017029250202135,0.023168454502163285,0.08954301142024448,-0.16424168300634726,-0.11281118382546743,-0.1669250546124398,0.08827848239557726,0.021366152127628307,-0.018806217644714962,0.0603509440419476,0.24164489025441982,0.05027392580094148,-0.06924792878110456,0.04389047682481851,0.17858252489295,0.04826522728839737,-0.027912418566167024,0.09374906537761823,0.08972506659760637,0.12441211901026626,0.332752481566885,0.08947367733538955,-0.05999077976839921,0.18643748794320786,-0.01799419193793761,0.07018829498899336,-0.05055255943427199,0.19984310832223684,0.09611620607299352,0.20234084125124932,-0.10852224530628275,0.09719006710482034,0.1110622713891136,0.1328294448258171,0.3110596942900769,0.23656373938021247,0.01119629908186193,0.18806648259131256,0.09962056044687725,0.25094683222004444,0.12877191139831703,-0.10041838246479003,0.2970965278848056,-0.044884166722551064,-0.09820767835176007,0.31590611256859263,0.1102869482585295,-0.16505081965101276,0.09715359001827653,0.13559884439731004,-0.06157428993198335,-0.18963908742955266,0.08098631931819399,0.10762080469820474,0.04842978411989353,0.2230889151672244,0.04158078581395453,0.14448537725352034
Pallidum_L,0.3786183478053888,-0.1026836481523513,1.0,0.6027905234433341,0.2997765943709436,0.20736213930945846,0.18429378855945894,0.46265108174815506,0.047668888268833795,0.030423686396473342,0.06625627795689511,0.059861771116713355,0.16843929309712344,-0.04504642757969245,0.3735424541821676,-0.09433355184447685,0.005700271917670006,0.3037440594253338,-0.15842458058686582,0.43558658096925534,0.3434021621715619,-0.04573331769791525,0.6007958849758986,-0.049333044318151706,0.560286402239308,0.21935025235652317,0.39085363441646304,0.5268680322034806,-0.12192208627929149,0.0584121015018188,0.35938845053541574,0.46722663694561006,0.3434080929713142,0.39330413475110526,0.6023886165747351,0.6340841350769263,0.4083744049010827,-0.13506972121156197,-0.11274048708657618,0.6420548226915415,0.5090529577884946,-0.31731119262684404,0.2044526492044929,-0.08678585298465523,0.09089289573003663,0.19435580176971384,0.2865833642653088,0.39338659720805846,0.5979146383910829,0.44948662993215244,-0.5053197482782272,-0.1374078598730157,0.2434333885267358,0.6877385983307619,0.24831220707402352,0.44557184456213966,0.4867785822090944,-0.027521114756286758,0.0020878571425364595,-0.13702147004214382,0.28492630805362773,0.6913009307747227,0.22256374006857213,0.4307183678651009,0.3199643650375982,0.7941341970293514,-0.09205719577113991,0.4517252865606197,-0.040793390394079594,0.4271799426657783,0.4503410259077762,0.5882171285980337,0.5941135420968054,0.2595148209467066,-0.21563298729880562,0.4293408317842874,0.27500968167894907,-0.06038758549795211,0.3213114656091513,0.5020633919597022,0.6198142506844764,0.33747034621405175,0.19372333307199663,0.4714304939810938,0.2740752658896494,-0.28574329266066145,0.4680388085841987,0.02585451922657693,-0.32790338097901345,0.19289572345886496,0.39475995021768384,0.02690031758337007,-0.025686905141265776,0.1759273226479343,-0.09062894856685097,0.09844611433470091,-0.19047560410453027,0.022756864275102588,0.5819203231087866,0.6777365250460007,0.11432414534509562,0.40329301802568823,0.7641367940610554,0.46735644904084717,-0.09711932060856121,0.11246844334582239,0.7837982524558187,0.17467209358621,0.07143089753160325,0.19318505617424286,0.09210428310615537,0.41773921404424064,0.33924821111769815,-0.2653435591614489,0.17570243733543156,-0.19270542677105576,0.3902948499916758,0.5193560009817265,0.3240068389824514,0.11670929136575316,0.4888254401384273,-0.3445586793729782,-0.4677153449986952,-0.518766748246401,-0.04067679958644875,-0.050822523004412715,0.09576040508274623,0.42168442334069883,0.2644459637019945,0.5245587864849984,-0.15778120457755998,-0.09735594546874793,0.12942319290729581,0.46571884429348276,0.23992825856628042
Supp_Motor_Area_L,0.7101606262519132,0.05636446378364186,0.6027905234433341,1.0,0.5139768116100127,0.4555162907947103,-0.15866086197946455,0.8764721867323833,-0.052238863756778484,0.4076218897858331,0.48519930647102083,0.3960646628366625,0.32840825438784543,0.4618858398016128,0.38120241447248016,0.46571071266023795,-0.23069479746706634,0.566418066265051,-0.35832380160415905,0.7573416863050072,0.5099243546066935,-0.21937301045645644,0.6016740943110312,0.13549510853414912,0.6980224474672913,0.25317917845655324,0.4668416970252551,0.30836328871057234,0.23164294998469798,0.15877865907969996,0.10792021181341102,0.40649199408351666,0.35328412358021144,0.034049334632416516,0.4176199834190585,0.6798790547117959,-0.08842490641049541,-0.11786494985010469,-0.20959299575979526,0.6425054067378166,0.7495526651612272,0.13832939542679565,0.15521672593059335,0.361493252689705,0.2704022029098797,0.5855186951964506,0.7194109797604562,0.7499846405554464,0.4031301632044334,0.7451274866420191,0.00291340040463524,0.33300623130794943,0.27183511137111405,0.7894248927178414,0.31704885028256546,0.06999342691247955,0.63894149828675,0.06559465916409583,-0.10129909803836362,0.2912998600256345,0.2502733872771113,0.7975475792217079,0.6035081910439308,0.5733204623015281,0.6345840621744474,0.684842035864299,0.2774560669906914,0.3681794582029992,-0.12950034180604875,0.3022981222396329,0.4676757700354638,0.6816902484054638,0.8882442591878927,0.6325092802369767,0.21691961645108943,0.09140145423121104,0.523772700419093,0.29003017363426736,0.4511208649982913,0.9203524857469101,0.5798558909929561,0.2310510229737622,-0.17258658116150202,0.7177509779096013,0.20723290711230696,-0.23383706828161813,0.5181486960830705,-0.05522042270856073,-0.3668957001296587,-0.23995425670243695,0.8711094800627938,0.2899340926784106,-0.25424106829277626,-0.20641309776903696,0.2724836539766448,0.014544944013953917,-0.2222106554671581,-0.11713875343741116,0.7041148005280915,0.503856906597042,0.4714101166105839,0.05933049514228945,0.6122479968517012,0.18386210145280774,0.4364079894129365,0.17640916601826817,0.7159503183257959,0.028045695046536343,-0.022946140206892507,0.6567087623954748,0.1922896840824851,0.682327860708531,0.5837147203181248,0.04339618200565113,0.47703034645757897,-0.21206997181408266,0.2667089777221543,0.9305912942581603,0.3594760070582083,0.17881662750545455,0.6839817190023206,-0.09890732851821293,-0.0661785289415814,-0.34682949271928504,0.25124446579381327,0.19180293057022596,0.3688342562629508,0.6286299941827022,0.34185702751959907,0.06630671105579385,-0.3227131749074022,-0.3019191186361158,0.5070026286650569,0.6398937568298878,0.18512129585351306
Cerebellum_3_R,0.38111064732863764,0.12185929134401903,0.2997765943709436,0.5139768116100127,1.0,0.5480336982069067,-0.5146470686159261,0.6333340925618499,-0.19587406186707057,0.12828269223375985,0.4374952292696947,0.5986830637469924,0.45456211490961373,0.5987451987753969,0.02397902352700199,0.5271708790384894,-0.5105518667769126,0.5382728135526194,-0.5290738917067276,0.37276841435301167,0.3343799143371074,-0.42601603050213743,0.33261170344355706,0.09291884789869859,0.3557683834751417,0.40844964074195605,0.6275027041635111,0.020843855324431566,0.6201194485319883,-0.18525878682638872,-0.28659546666803515,0.1255553626227482,-0.08115347911132832,-0.288570557935875,-0.12712183646517847,0.4647619706529858,-0.4537259166700235,-0.13896392603866742,-0.4600638396737761,0.23280256613751632,0.4614616038672272,0.20789564533927926,0.06916987540007184,0.6114569931069482,0.19905774525156364,0.604552780731525,0.7855220013792088,0.23575789423661878,0.3138762322805328,0.5657201597304253,0.1816661404285439,0.5363523697213786,0.3515726693240515,0.3701375384639526,-0.14522370604786347,-0.29042921061071225,0.3305159028580909,0.1466975704170804,-0.24602222607397545,0.1105664334439084,-0.14584825821476186,0.27754720772647473,0.3566144025925469,0.6244453317523299,0.4064356611297024,0.5067050118592852,0.350457577434703,0.25183207150230313,-0.5244778531412804,0.08072539389949068,0.4036783672369204,0.6580515464425607,0.5199926227373274,0.48257959052002775,0.3932956430273138,-0.209655084393523,0.7353843283510699,0.5094046981956778,0.1866581706061391,0.6065116027436304,0.1796961234226635,-0.0856039894032783,-0.5025927128007053,0.2998822861963613,0.14066493638324742,-0.10195184196176406,0.5847321180408456,-0.3450241951501664,-0.43971103873900075,-0.5142431695255316,0.5069642844900394,0.5744735026897465,-0.6214090090158728,-0.3634517848196284,0.5431218333541346,-0.21712139907383193,-0.4184062452485717,-0.3316754147119363,0.43145482692873416,0.4353804418600465,0.7333654110094403,-0.2576784980760738,0.4107541665745791,-0.18611142257733126,0.26027464569489833,0.15994060454016087,0.3412052873799875,-0.030503766518358295,-0.10392540506179665,0.4782083091369942,0.12353026291379542,0.7322026173343085,0.25140864535794244,0.2824520788167177,0.6633892844331692,-0.25649190050967013,0.12169695060041404,0.5844526245663731,0.37437546852330444,-0.16078698922564522,0.47684685030184953,-0.1463667703517017,0.07196894180991543,-0.28791087709787644,0.19178899905722027,-0.10658234490380718,0.46414936705487886,0.5137996826853987,0.27412581245341816,-0.09411388360118943,-0.5522947924901015,-0.603189225238344,0.19235009512840645,0.4048470555370712,-0.06040929037730583
Red_N_R,0.4120428334795492,0.1758309785153731,0.20736213930945846,0.4555162907947103,0.5480336982069067,1.0,-0.34750733967817343,0.5216012251902961,-0.26286040726679405,0.31749586655779916,0.3246742342721442,0.31376982618535676,0.5095498331092909,0.48446239159966964,0.03577120964887975,0.4874094393300015,-0.405639391882655,0.6068262195577306,-0.32134206908355717,0.2517434543588704,0.4813708198157866,-0.3122086499812056,0.4283741689806432,0.18636390377986334,0.3652568741111664,0.3939212549599962,0.265088176893711,-0.14263415794111425,0.4621014927162992,-0.1576741645738903,-0.23166368680300284,0.05124617024475351,0.0858533584535874,-0.33105461437077804,-0.04276672623154424,0.41174392147028077,-0.2963954354626976,-0.12839748875229565,-0.1896147256177875,0.29204346856040336,0.2793835225953378,0.130782741439591,-0.041913423025840495,0.5670330560002856,0.3897941206314902,0.5754718490862729,0.5688318660171796,0.21626097286000792,0.13895518457281456,0.32216386389049223,0.32072292199347724,0.5286409505360778,0.32469544577559445,0.4225681947942499,0.10515518620200463,-0.28310352856275584,0.4498913503345564,0.08406410118696438,-0.11115778846580675,0.42211215779413314,-0.10444372767025531,0.335730690002649,0.220224487162699,0.540050675465163,0.2786749757786262,0.3194727236824152,0.2791413586342569,0.06404087352399339,-0.1850369720952446,0.015096147399363165,0.3579707366843769,0.36337520442805654,0.38607722951382617,0.35392516429505616,0.3404238754716068,-0.20851564138390216,0.3935086180045398,0.21237790639799645,0.04953759377417972,0.46838631912162837,0.08674771516523236,-0.14519449253893846,-0.4600904410447887,0.2879909135139274,0.14364105182243625,-0.12069434247090428,0.4236203413785088,0.03126540732929008,-0.21946271696072284,-0.3332259643664956,0.40364832169226833,0.5473023814640948,-0.36535331909156976,-0.4051951378783379,0.36462051235883786,-0.1716062596316055,-0.28429931237322514,-0.14003998835687217,0.4657149959109767,0.10399566359398253,0.5723918503799834,-0.2841982032937806,0.3059181072642178,-0.13829161323469152,0.38033291648354334,0.22818677261565848,0.33020642927861443,-0.005306418539199442,-0.12460821170643978,0.3376916121807807,0.0906753162467208,0.5774053266463537,0.3363065847808613,0.02799534875042311,0.45466007467614794,-0.3204633128693884,0.22809693671786602,0.45030024873363556,0.37688538699371854,-0.06570726569289534,0.3102815945750903,-0.0916439476818689,0.09186025508756154,-0.11506073934527064,-0.016343547924703508,-0.019831251910409926,0.49121935348782875,0.3923087168603466,0.18488837748781053,0.05151214911508849,-0.30043451824987527,-0.33514920434471124,0.41422395506454346,0.23155930751966847,0.11107028771958037
Occipital_Mid_R,-0.12733801495660224,-0.04723652602430454,0.18429378855945894,-0.15866086197946455,-0.5146470686159261,-0.34750733967817343,1.0,-0.35561137728656733,0.2419514876873238,-0.035290826429007924,-0.40076166275510444,-0.5688004431197358,-0.5349465816303709,-0.8476649241110505,0.4538967959251041,-0.6152906268977812,0.8359837929872226,-0.23718948153148608,0.6718618000898778,0.08083882972650891,0.22016299704818454,0.4523024422571533,-0.3170541349855443,-0.01879297118870129,-0.15653454758233257,-0.34318538485149236,-0.3962069571749242,0.5612302822867663,-0.6480934192393805,0.3950624744782338,0.8801049552606698,0.29705270574791454,0.5785704164661013,0.7963778530697182,0.608552804840056,-0.2050654250523795,0.7984163551703275,0.14911353005283012,0.6461923701016766,0.029478628311015033,0.02820566345555763,-0.5674842280961039,0.6045241970020337,-0.8062727625434507,-0.3330054295660682,-0.5618782490408972,-0.6078968284946928,0.01610633460546016,0.3398447988548317,0.08730963117664158,-0.5574608135486051,-0.41847378751394626,-0.3790011101990833,-0.17400832155915794,0.4123227651691463,0.8408688176509748,-0.041376524327742074,-0.30990392425642266,0.14438644610432508,-0.19473987581034652,0.7442000131583028,-0.02772723938019521,-0.11683368236690231,-0.6274468504558358,-0.03233794256868497,-0.09813064465421763,-0.30827132270366414,0.038833661478026776,0.776911904393128,0.6017453275260632,-0.4504303800400338,-0.2980025764794945,-0.051366154123912065,-0.37460345081191254,-0.6058375053233889,0.7384179070534371,-0.5775362518365471,-0.6197076026098729,0.14626152233290823,-0.23378857835292854,0.2899893226590075,0.4713400221079885,0.6972424826458082,0.2605506257000685,0.12275236313450379,0.07128010189010506,-0.5043174877406812,0.37869220528996,0.2906933804185138,0.7638488697119679,-0.14407415214967434,-0.6363805118906947,0.8586488758921245,0.622451304096563,-0.6027610891354466,0.792452792841734,0.27616573431583336,0.5015319620450704,-0.3761751957043056,0.19092043986666346,-0.5859418160012985,0.7961874678759118,-0.02658221731969268,0.7746066022520823,-0.2149676430304297,-0.2581159702940368,0.15949486651011954,0.34311651818241196,0.7134639097217521,-0.4715181742351617,-0.20662104933073952,-0.2943754769329004,0.18760890791092721,-0.5039476111853465,-0.22978866216218943,0.5065664250830507,0.13709535133445305,-0.16935583025387901,-0.034672893779746916,0.24159980217145985,-0.14712231378721152,-0.12549356713526055,-0.1496917893238677,0.18547820418219374,-0.44552958485926714,0.20320301794436094,-0.6517473408679678,-0.18207494488025766,-0.17257626671683232,0.5952722578550099,0.759726066554953,0.699659340824997,0.014656788938412066,0.11902036413007477,0.6101676949338345
Frontal_Inf_Oper_L,0.6303105957711487,0.09624886391210627,0.46265108174815506,0.8764721867323833,0.6333340925618499,0.5216012251902961,-0.35561137728656733,1.0,-0.09191086874313756,0.29281069638789897,0.5676265460772697,0.47626266005705065,0.34071984313418624,0.6089853936796514,0.2713224486032552,0.5291187035015497,-0.3391253525515843,0.6199541921709177,-0.48323932980494927,0.7592003676683128,0.4708417747570128,-0.2599623074355407,0.5028159640197444,0.1694424148474658,0.5720160645483019,0.31333907116543297,0.5565948622606667,0.19223236813781555,0.3984351755276288,0.0214250011412234,-0.08891400590649472,0.27833777019548306,0.12164323536556725,-0.11487362160827,0.19443730135632548,0.5995000490841371,-0.3188312950410047,-0.12368087092005649,-0.3807852270738213,0.43958726780365476,0.7300255177535689,0.15909196806786205,0.13206376317479318,0.5253649920163226,0.17051575225848986,0.6675763470909997,0.7911702245198654,0.6383424880728202,0.3624800056767211,0.7328419733715705,0.11670164806551678,0.4429422106685941,0.22003183342567487,0.6779750524061068,0.10999783301500551,-0.1074246279861925,0.6673234998607246,0.087871818928816,-0.19834813388369524,0.30807281299184214,0.1249726532012337,0.6086695577528556,0.5928380111125463,0.6040338952858838,0.5464403946519362,0.6165198106964079,0.32226660421633563,0.3210929861896331,-0.28589509571333177,0.25564595210081,0.3460937815524072,0.7408127785570134,0.8237389190003638,0.6143607928568063,0.3884377787099244,-0.0539265301282521,0.6036906357401765,0.3525690727714412,0.3849465952553794,0.9294770294515201,0.5286502941798548,0.1232286042428515,-0.3745901195450713,0.5986890623838028,0.12847763882875526,-0.23653083411899167,0.5005388616011355,-0.25514449002982575,-0.42272122192169154,-0.32932426314413304,0.8354453438695738,0.3656840133925127,-0.3949451501945341,-0.2692310467172313,0.48181931685394314,-0.07937772006650931,-0.29147756835227073,-0.21486491417540735,0.6121560107453072,0.47692258059503834,0.6197561992294872,-0.046239122430949166,0.5523408012298334,-0.02895829458931068,0.39308813841616047,0.0952126329393317,0.5617412216117398,-0.004436239782730586,-0.062209933978584674,0.7104592117918233,0.18019166672045817,0.7335402024216698,0.48121890280745866,0.20605463832847393,0.5250183396734216,-0.23446567871465201,0.19407820212004076,0.8646057085084914,0.3888027896826115,0.0825114411314977,0.6538831253988956,-0.07651938106187262,0.03514596059127616,-0.3251987013651253,0.26485451284060924,0.0739219654799553,0.41282499809143125,0.6163376010652508,0.3424339377407458,-0.04590871978534091,-0.4834115730985992,-0.39687622386113186,0.43866059293881204,0.5984602136962931,0.07671756198695384
Vermis_7,-0.1336192592830445,-0.16304223351108774,0.047668888268833795,-0.052238863756778484,-0.19587406186707057,-0.26286040726679405,0.2419514876873238,-0.09191086874313756,1.0,-0.19068207175448113,-0.11436401733284282,-0.1554259545255992,-0.20094291417102603,-0.2420729492864526,0.12977474420911697,-0.34081091311303385,0.12785716913570466,-0.06429119413691955,0.2181296146152962,-0.04983552955842851,-0.00019557008273435973,-0.2394837526453016,-0.18131417915846748,0.12548095938167053,-0.2066430350857846,-0.27254782764506286,-0.14122054426448108,0.1181357286895412,-0.3320913415876104,0.24944693961371378,0.1599857852088059,-0.06409536385230227,-0.013500990164454853,0.220962509548275,0.25794228747410297,-0.2539775204403162,0.37530778283069255,-0.2363295180206106,0.2755888644699518,-0.19107126674000668,-0.07329851564036081,-0.13244814364248397,0.2190073461015814,-0.3474356207099683,-0.20921449305200945,-0.2575385717587089,-0.29866631698363116,0.022755624454935206,0.03731630298832114,-0.023854892652042613,-0.357596900604032,-0.2998476721132588,-0.29516850799413624,-0.27406593753367353,0.1424969898273766,0.18600618504357785,-0.007886263623269102,-0.09889449952103448,-0.22426863345632922,-0.2497072769440026,0.19597709353601792,-0.1083434159797853,0.037420936115271836,-0.30420870948997947,-0.043183365330826125,0.0022484456919325893,0.009038552947454325,-0.2469797025066097,0.23756875283004603,0.14556392277016628,-0.2465943822749328,-0.09810030211030481,-0.07285028850643259,-0.15590161861531857,-0.24587017547078294,0.11993021751881568,-0.17954217845112455,-0.33740940967938543,0.07504379372568665,-0.008157131993472315,0.05042405734705302,-0.16975591005022336,0.40205886392593815,0.0555884703645246,0.10603620233009012,0.07452352221635844,-0.36266334512346937,0.09228602919589338,0.21190170730685373,0.18582198437162736,-0.047916561081892364,-0.5257901685860737,0.2658372619235855,0.2852732334555508,-0.2790937368053482,0.1965515499570043,0.3430623116868598,-0.14462495976521328,-0.25841065361301746,0.018975206720756116,-0.35158970726171745,0.20754093113803512,0.0267164550797565,0.08902746738925797,-0.12956669888332617,-0.1445020418269738,0.057782924801263236,0.07541375858331316,0.27163626099170984,-0.024766375422451158,-0.18609064634632672,-0.04023223525801877,0.0021399441358667176,-0.06819344590217087,0.0012236849600576669,0.1400140473472252,0.12876458897066642,-0.035376039659022,-0.10665034433102813,0.07131310351373256,-0.21837319064388777,0.0817540924375243,-0.19328841581863762,-0.15825194209799162,0.05418506923656541,-0.0006752640163720683,-0.28604835578229737,0.04270879485796845,-0.11218190511205364,0.21267165294931709,0.26155934831533834,-0.16723253666974267,-0.12898955636052697,-0.16442434422885205,0.29033278476894037
Frontal_Inf_Tri_R,0.7208097920822961,0.19508263487997135,0.030423686396473342,0.4076218897858331,0.12828269223375985,0.31749586655779916,-0.035290826429007924,0.29281069638789897,-0.19068207175448113,1.0,0.28413396357984405,0.1869533854260059,0.2854786004975495,0.2400091885306624,0.1893975952605891,0.5118440199786369,-0.07130274924769757,0.4884620866402311,0.027656225988161493,0.2605283128338304,0.2655209395630415,0.02355645705332692,0.32321649304470945,0.2826806768163193,0.5065240971651515,0.170003958942858,-0.18163995724116716,-0.12607330073608392,0.20874496767611317,0.29683147984570074,-0.007884989124261312,0.16825553292349424,0.4974221066666185,-0.28982105772576466,0.10026805615844193,0.2501073723533564,-0.028344908894895614,0.07912014552743964,0.3635207815019563,0.5531254484890333,0.257643841856628,0.10284818785210958,0.044298228328922384,0.2922847401818663,0.6032468720031234,0.35059462980806977,0.3410026853055652,0.312029986366765,-0.19303709448019593,0.254679205850122,0.3696183487940916,0.4923387029716344,0.31753833251036756,0.35371668718690163,0.5845379743868548,-0.11777570016702292,0.3148668730402343,0.21445058646461906,-0.009863105808664032,0.39546981436121725,0.12200696513793817,0.3823163902696726,0.3753227735214935,0.14506668827976021,0.10063371370034178,-0.019094967732720385,0.17332791349910864,-0.0021698631521850117,0.2247347517768547,0.0005338655852166768,0.24028851411871455,-0.07962535782536571,0.32729260304068825,0.3657659388629098,0.13963914324153512,-0.1906566882313784,0.08480871335472816,0.1764588339703936,0.2575683384219834,0.28450726102763174,-0.09327739549215151,0.11102177067132414,-0.11540799646851489,0.3298122580540373,0.2710805259482757,0.06081560616176663,0.13092615334376156,0.5132984018097666,0.14935637825777223,-0.24285996891333325,0.3947521949552037,0.3185655701296555,0.03420147346537966,-0.15994593607526633,-0.0993475530760673,0.14082030103402232,-0.12010245799098807,0.12147453375441987,0.38984912650359865,-0.22732090966676993,0.38755541693316775,-0.2176075395416794,-0.14843919340529646,0.0874808524336499,0.8462985722619109,0.4271837425952374,0.2515343531524202,0.15103454620005263,-0.029914593265027628,0.3441302521149804,0.13472966375891623,0.2055727515669948,0.5203694537163704,-0.21556487637244226,0.4213059236776518,-0.013257113999344424,0.1512577275676218,0.4545290535888528,0.19642021748390112,0.2890625397642011,0.1652317138418773,0.11278543474158217,0.19610486688306467,0.21878489333129786,0.08642430949244445,0.19241102931868528,0.45531890788526025,0.25214583069355395,0.18649766682995086,-0.16651698164664788,0.1920095913641047,0.015224615487590836,0.751206624633712,0.19071307741797405,0.2175312271830443
