,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R
SN_pr_L,1.0,0.21415415098567409,0.30928251197331696,-0.296215624419459,-0.058561710904100034,-0.10260914519612874,-0.20739901407318723,-0.43309733757026003,-0.34047666870795473,-0.22006502990934618,0.24268009867184298,-0.33144220148742637,0.4250395597719763,-0.5181303817409526,-0.3612711743582329
Thal_MDl_R,0.21415415098567409,1.0,0.21840444661723524,-0.4342619173794617,-0.10320951883452778,0.080085656406042,-0.5455427774221745,-0.4024273888989777,-0.44401366032707923,-0.37197292156547307,0.5573036834071363,-0.36365618543502154,0.24848092651059842,-0.4810461097012997,-0.5768467794449962
OFCpost_R,0.30928251197331696,0.21840444661723524,1.0,0.14795827032636596,0.008718027706898026,0.041462944580674455,-0.4013573322636121,-0.1583184202702968,-0.38431960425645506,-0.30716784020642535,-0.031604225290462126,-0.15752665431081128,-0.02575943489950974,-0.49524261067434977,-0.06356351793119366
Temporal_Sup_R,-0.296215624419459,-0.4342619173794617,0.14795827032636596,1.0,0.4854548440165722,0.5538746885648709,0.30481470270128197,0.7918421767752295,0.45815310358660927,0.627156057614659,-0.5101855783212237,0.34554046825612833,-0.3091250678503322,0.4116449557177385,0.6337873497301449
OFClat_L,-0.058561710904100034,-0.10320951883452778,0.008718027706898026,0.4854548440165722,1.0,0.28437654445583255,0.002473993409633123,0.5286990885835936,0.10812917604808957,0.388927817485626,-0.08704346384384858,-0.009038668054045181,-0.23898988451369846,0.10074889563330482,0.1031251944111382
Heschl_R,-0.10260914519612874,0.080085656406042,0.041462944580674455,0.5538746885648709,0.28437654445583255,1.0,0.2636961809445726,0.4327205103132787,0.3669969527060119,0.37535642622406645,-0.08960214851793967,0.24838787763911344,0.14658902851699934,0.26699847938020077,0.4413744868516923
Cuneus_L,-0.20739901407318723,-0.5455427774221745,-0.4013573322636121,0.30481470270128197,0.002473993409633123,0.2636961809445726,1.0,0.3346981572630087,0.5990438101661181,0.3174998058862858,-0.4185194241558782,0.5885421512005985,0.309010646346337,0.7274796300369967,0.6947896599096984
Occipital_Inf_R,-0.43309733757026003,-0.4024273888989777,-0.1583184202702968,0.7918421767752295,0.5286990885835936,0.4327205103132787,0.3346981572630087,1.0,0.46216265554313724,0.6138042418857588,-0.3624403314014062,0.36579781655377575,-0.39353792387233977,0.5129925271161223,0.5843124042361425
Temporal_Inf_R,-0.34047666870795473,-0.44401366032707923,-0.38431960425645506,0.45815310358660927,0.10812917604808957,0.3669969527060119,0.5990438101661181,0.46216265554313724,1.0,0.43284131659617053,-0.39302922219157144,0.44684344631730155,-0.09981419490699805,0.5893385731335733,0.5948728507385667
Vermis_8,-0.22006502990934618,-0.37197292156547307,-0.30716784020642535,0.627156057614659,0.388927817485626,0.37535642622406645,0.3174998058862858,0.6138042418857588,0.43284131659617053,1.0,-0.2291908751600921,0.20258737814050803,-0.23304325869383935,0.35857047971624906,0.3065067216428792
Thal_AV_L,0.24268009867184298,0.5573036834071363,-0.031604225290462126,-0.5101855783212237,-0.08704346384384858,-0.08960214851793967,-0.4185194241558782,-0.3624403314014062,-0.39302922219157144,-0.2291908751600921,1.0,-0.44576919055262737,0.10534997934813957,-0.4289184926879972,-0.5139904554217822
Thal_MGN_L,-0.33144220148742637,-0.36365618543502154,-0.15752665431081128,0.34554046825612833,-0.009038668054045181,0.24838787763911344,0.5885421512005985,0.36579781655377575,0.44684344631730155,0.20258737814050803,-0.44576919055262737,1.0,0.11461201018652767,0.6000907465962778,0.6667875664528671
Paracentral_Lobule_R,0.4250395597719763,0.24848092651059842,-0.02575943489950974,-0.3091250678503322,-0.23898988451369846,0.14658902851699934,0.309010646346337,-0.39353792387233977,-0.09981419490699805,-0.23304325869383935,0.10534997934813957,0.11461201018652767,1.0,0.0002947734064523442,-0.09812804604878965
Vermis_9,-0.5181303817409526,-0.4810461097012997,-0.49524261067434977,0.4116449557177385,0.10074889563330482,0.26699847938020077,0.7274796300369967,0.5129925271161223,0.5893385731335733,0.35857047971624906,-0.4289184926879972,0.6000907465962778,0.0002947734064523442,1.0,0.6915348153868989
Amygdala_R,-0.3612711743582329,-0.5768467794449962,-0.06356351793119366,0.6337873497301449,0.1031251944111382,0.4413744868516923,0.6947896599096984,0.5843124042361425,0.5948728507385667,0.3065067216428792,-0.5139904554217822,0.6667875664528671,-0.09812804604878965,0.6915348153868989,1.0
