,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R
SN_pr_L,1.0,0.21415415098567409,0.30928251197331696,-0.296215624419459,-0.058561710904100034,-0.10260914519612874,-0.20739901407318723,-0.43309733757026003,-0.34047666870795473,0.4686246673995329,-0.22006502990934618,0.24268009867184298,-0.33144220148742637,0.4250395597719763,-0.5181303817409526,-0.3612711743582329,0.46805607625932627,0.3167883617326265,0.5690902670639305,0.5814339764689435,-0.04387169467559984,0.41926095622895215,0.3757389503354118,0.41570035032725744,-0.15590161861531857,0.3746408506901429,-0.11346181456631056,0.05113556601841055,0.33641820743435114,0.07813191218066644
Thal_MDl_R,0.21415415098567409,1.0,0.21840444661723524,-0.4342619173794617,-0.10320951883452778,0.080085656406042,-0.5455427774221745,-0.4024273888989777,-0.44401366032707923,0.7332242217217881,-0.37197292156547307,0.5573036834071363,-0.36365618543502154,0.24848092651059842,-0.4810461097012997,-0.5768467794449962,0.24397746569571313,-0.04460627509410716,0.7419747987143819,0.3231833306830833,0.11633840917389904,0.4303010879896068,0.13485285139085335,0.1574090484137802,-0.24587017547078294,0.37940190049312617,-0.053510662892375445,-0.161457868610997,0.12192311414276251,-0.1976933228737822
OFCpost_R,0.30928251197331696,0.21840444661723524,1.0,0.14795827032636596,0.008718027706898026,0.041462944580674455,-0.4013573322636121,-0.1583184202702968,-0.38431960425645506,0.4336964913055508,-0.30716784020642535,-0.031604225290462126,-0.15752665431081128,-0.02575943489950974,-0.49524261067434977,-0.06356351793119366,-0.0644154374004361,0.49012901978159845,0.4120930863555241,0.12221105020748131,0.059622500615564254,0.7038932231850072,0.09620247531192556,-0.06024228552639348,-0.20921449305200945,0.42111474314284014,-0.02946159976689268,-0.08939912792965087,0.047750908770134784,0.07786790392682316
Temporal_Sup_R,-0.296215624419459,-0.4342619173794617,0.14795827032636596,1.0,0.4854548440165722,0.5538746885648709,0.30481470270128197,0.7918421767752295,0.45815310358660927,-0.5049848841105231,0.627156057614659,-0.5101855783212237,0.34554046825612833,-0.3091250678503322,0.4116449557177385,0.6337873497301449,-0.6634747079337265,0.20737361013605218,-0.5646064810524181,-0.2772638754935955,0.3702502201980694,-0.3117376098485287,-0.4604195910900244,-0.2342119441055477,0.2755888644699518,-0.06058665966007271,0.00561470024795508,-0.03758128508576787,-0.30553962989996264,0.48785413370450725
OFClat_L,-0.058561710904100034,-0.10320951883452778,0.008718027706898026,0.4854548440165722,1.0,0.28437654445583255,0.002473993409633123,0.5286990885835936,0.10812917604808957,-0.1623361668071607,0.388927817485626,-0.08704346384384858,-0.009038668054045181,-0.23898988451369846,0.10074889563330482,0.1031251944111382,-0.45630701189021916,-0.04780597279472783,-0.20890908236002967,-0.17617745797971607,0.31140481726629393,-0.40007915464014343,-0.4556484505816811,-0.18549261758287888,-0.05480810723736254,0.07521910405218961,-0.0019388222941012889,-0.11222002851030069,-0.2792786722582674,0.17885921490897866
Heschl_R,-0.10260914519612874,0.080085656406042,0.041462944580674455,0.5538746885648709,0.28437654445583255,1.0,0.2636961809445726,0.4327205103132787,0.3669969527060119,-0.24165430463737658,0.37535642622406645,-0.08960214851793967,0.24838787763911344,0.14658902851699934,0.26699847938020077,0.4413744868516923,-0.16092383299515256,0.34183898561014653,-0.2076368883624014,0.11927696609739727,0.592947006048121,-0.18208291421256165,0.01961892473981098,0.12372264232454501,0.24944693961371378,-0.17758903774865553,0.013193423308382083,0.13395604159828856,0.07704175722795602,0.49237205638167714
Cuneus_L,-0.20739901407318723,-0.5455427774221745,-0.4013573322636121,0.30481470270128197,0.002473993409633123,0.2636961809445726,1.0,0.3346981572630087,0.5990438101661181,-0.7126756345096457,0.3174998058862858,-0.4185194241558782,0.5885421512005985,0.309010646346337,0.7274796300369967,0.6947896599096984,0.08590920538666827,0.24143991327476186,-0.7162094345194608,-0.02774063266553424,0.07148706430986515,-0.5420989001493757,0.24064019453417004,0.366619467686828,0.18600618504357785,-0.45878466385913186,0.09792874984018171,0.6828210331449199,0.4326598427254702,0.515380003345654
Occipital_Inf_R,-0.43309733757026003,-0.4024273888989777,-0.1583184202702968,0.7918421767752295,0.5286990885835936,0.4327205103132787,0.3346981572630087,1.0,0.46216265554313724,-0.5870008211933176,0.6138042418857588,-0.3624403314014062,0.36579781655377575,-0.39353792387233977,0.5129925271161223,0.5843124042361425,-0.6152142063915814,-0.019714426233089617,-0.642957455439229,-0.37556505404177987,0.3476765142712952,-0.5720125260304091,-0.47886122275719206,-0.30216685413429833,0.2181296146152962,-0.22287740371482168,0.08568314892566624,-0.0659819338664986,-0.3875169093174993,0.29835345473965913
Temporal_Inf_R,-0.34047666870795473,-0.44401366032707923,-0.38431960425645506,0.45815310358660927,0.10812917604808957,0.3669969527060119,0.5990438101661181,0.46216265554313724,1.0,-0.679693160254689,0.43284131659617053,-0.39302922219157144,0.44684344631730155,-0.09981419490699805,0.5893385731335733,0.5948728507385667,-0.1870372934075203,-0.04225282935595918,-0.6355255811289773,-0.24563385201951146,0.18403142582123838,-0.5075554847564467,-0.05842007028905514,-0.046268715369060645,0.2852732334555508,-0.4869669346275464,-0.004578524657313353,0.17685598622983775,-0.08337495627343747,0.22197831665786663
Red_N_L,0.4686246673995329,0.7332242217217881,0.4336964913055508,-0.5049848841105231,-0.1623361668071607,-0.24165430463737658,-0.7126756345096457,-0.5870008211933176,-0.679693160254689,1.0,-0.4582725098243947,0.4430709934080168,-0.4762676197917625,0.2513942292277551,-0.6706545645704364,-0.7441573895580026,0.3348126175818154,0.09540875589679142,0.8952116160112572,0.4491524643607212,-0.02520827133813879,0.6818613934023624,0.1642383956365662,0.17307487924627324,-0.3474356207099683,0.6564072115554825,-0.1494380662868028,-0.2750698820167561,0.13180472358771994,-0.23776617740041905
Vermis_8,-0.22006502990934618,-0.37197292156547307,-0.30716784020642535,0.627156057614659,0.388927817485626,0.37535642622406645,0.3174998058862858,0.6138042418857588,0.43284131659617053,-0.4582725098243947,1.0,-0.2291908751600921,0.20258737814050803,-0.23304325869383935,0.35857047971624906,0.3065067216428792,-0.35340465937286997,-0.09864577798496335,-0.4553413898294752,-0.16132509408022422,0.1714080059689504,-0.5115808337500226,-0.42595868255261166,-0.10388880606973042,0.1400140473472252,-0.10985578380121466,-0.05644544757441566,-0.02483977819024222,-0.2736894347090729,0.2575830381514336
