,Thal_VA_R,Temporal_Pole_Mid_L,Thal_VPL_R,N_Acc_R,ACC_sup_R,ParaHippocampal_L,OFCpost_R,Cerebellum_7b_R,Thal_PuM_L,Cerebellum_Crus2_R,ACC_sup_L,Cerebellum_Crus1_R,Occipital_Inf_L,Vermis_10,Vermis_3,Cingulate_Mid_R,Paracentral_Lobule_L,Thal_VL_R,Cuneus_L,Thal_PuA_R,Heschl_R,Paracentral_Lobule_R,Precuneus_R,Lingual_L,Calcarine_R,Cingulate_Post_L,Thal_PuL_R,Cerebellum_9_L,Parietal_Sup_L,Putamen_L,Occipital_Inf_R,LC_L,Temporal_Pole_Sup_R,Vermis_4_5,Frontal_Inf_Oper_R,Thal_MGN_L,Insula_R,Raphe_M,Pallidum_L,Angular_R,Postcentral_R,Temporal_Inf_R,OFClat_R,Caudate_L,VTA_R,Cerebellum_7b_L,Precentral_L,Cerebellum_4_5_R,Thal_PuL_L,Vermis_1_2
Cerebellum_9_L,-0.3002437911338713,0.3221874668241704,-0.1546263602799395,-0.12901496138233284,-0.105876256567477,-0.3399005368852791,0.05586401763727976,-0.18690628028183198,-0.14085555688531684,0.3830742136590025,-0.29452080519162865,-0.14536532424139123,0.35490392122641545,0.2283830708762718,0.16240246230341307,-0.13686917337554777,-0.3499109952373391,-0.06630920883483628,-0.09885501322747192,-0.12198707745067183,0.19181929688638313,-0.3295306011932225,-0.33065432971869424,0.25832048532149343,0.29680684099317983,-0.15056964147302507,-0.18335479497668483,1.0,-0.10740740550896045,-0.39940898613416737,0.48812454733652066,0.1102869482585295,0.32274321491309765,0.271050852671893,0.3195034787328835,-0.12246085754360828,0.2802180795954094,0.01627949078895834,-0.518766748246401,-0.12136893937475594,-0.4330693943612781,0.09536039645499668,0.4838097059613778,-0.2633734191217384,0.24953922308792628,-0.01585016352388123,-0.31751296500768766,0.12059718061811305,-0.1887030066710832,-0.05498680450024682
Parietal_Sup_L,-0.05444275726350337,0.09718816225060206,-0.038238479831738455,-0.12825868185759995,0.36913437706235624,0.037065717693656006,-0.08939912792965087,-0.11435867314345102,0.4078202289308909,0.44451036872849975,0.35360277299208137,0.08455628268717252,0.27604135940163355,0.15043478786846048,0.10470547824404147,0.2784966788430869,0.4460169360131714,-0.22088689499267006,0.6828210331449199,-0.10864967791472507,0.13395604159828856,0.6063082995355203,0.6608694513434415,0.2617140120837516,0.2077065475128951,0.284344005391803,0.12489143246896496,-0.10740740550896045,1.0,0.2695893885123962,-0.0659819338664986,-0.11281118382546743,-0.03392103611603555,0.36614253057385726,-0.14146160380888712,0.180910682058094,0.05398233772491287,0.18163359005646065,0.33747034621405175,0.7119788645290723,0.5703472065638224,0.17685598622983775,-0.1184548318615846,0.010874788218792602,-0.32607008698751705,0.5854601487069162,0.1262427460441861,-0.23512375201578878,0.11969727683186639,0.1004702613129904
Putamen_L,0.01404309027451939,-0.1954800738381201,0.5025721686415779,0.34164058923296275,0.6836722764189146,0.33070288394147196,0.22198351327128363,0.28598858935354254,0.5125836294689166,-0.09303332360602336,0.7174801760521003,0.14474462489332143,-0.36763736885325676,0.0901676969362256,0.38483823922223115,0.45029247811785444,0.6234925471614554,0.2608462788102401,0.3477857516328207,0.2520510598350975,0.34438537569387734,0.5818868908749211,0.5483741672167838,0.27054608681822545,0.18611218184169712,0.458425263818404,0.48982600730348935,-0.39940898613416737,0.2695893885123962,1.0,-0.11904094213537854,0.20234084125124932,0.21017147843173156,0.375823701249312,0.1424125195423263,0.4782707305908138,0.41314960798377554,0.07287489821247259,0.7837982524558187,0.4275992224977819,0.46935910921609586,0.12864574385471234,-0.2425469867699151,0.19347078515220498,0.10219908650834107,0.11059742085351207,0.6136602704080503,0.32588077924141534,0.3577548944712235,0.521303478065718
Occipital_Inf_R,-0.5978705378156401,0.14741053886607292,-0.22354508606253828,-0.45195544671980464,-0.019714426233089617,-0.6884338508470106,-0.1583184202702968,0.14323507652563156,0.12516515293098746,0.4815105720765478,-0.2528454013236999,-0.4522602399660292,0.44373694336061226,0.6310669404452003,0.4843808656928901,-0.2619451390099181,-0.3912246152864251,-0.41480860819661547,0.3346981572630087,-0.18446312429904818,0.4327205103132787,-0.39353792387233977,-0.3679930108654831,0.45406791546513975,0.5799358851518297,-0.26279805820381186,-0.162612261448816,0.48812454733652066,-0.0659819338664986,-0.11904094213537854,1.0,0.06617157253191759,0.5158257835345619,0.5704077051304223,-0.0009892083479872856,0.36579781655377575,0.5160787096463313,0.5394094308595937,-0.15842458058686582,0.24974669579563666,-0.5738476249238105,0.46216265554313724,0.49090740347682404,-0.48464306761427733,0.1659185019457556,0.02780592501994743,-0.37556505404177987,-0.013093158748710693,-0.08746978167255691,0.09240631349459022
LC_L,0.09374906537761823,-0.2448324847176071,0.13425155525989338,0.12342117569413502,0.14670215878685672,-0.11126342736858277,0.23158475931792458,0.021366152127628307,-0.02918151297774785,0.04842978411989353,0.09197925980343702,-0.18235493831414593,-0.22278185919592186,0.04445960294603862,0.14448537725352034,-0.006112297527803668,-0.026694271137986555,0.18643748794320786,-0.18506106544762244,0.39850519081395885,0.37078082560328013,0.006003729470458613,0.04158078581395453,-0.05329250904909207,0.09719006710482034,0.009683345287665089,0.08609683315577016,0.1102869482585295,-0.11281118382546743,0.20234084125124932,0.06617157253191759,1.0,0.24164489025441982,0.0805675056400108,0.19984310832223684,0.08098631931819399,0.2696504021786769,-0.1669250546124398,-0.1026836481523513,-0.05055255943427199,-0.044884166722551064,-0.027912418566167024,0.05027392580094148,-0.013874627740840471,0.14535837817366026,0.052567303390629976,0.08954301142024448,0.18806648259131256,-0.0039113699184606275,0.26280286037958783
Temporal_Pole_Sup_R,-0.5767763390228674,0.006104238943649669,0.027089712429804885,0.1605592666530596,0.4222557395167975,-0.42328079238143124,0.5601258608991192,0.3288411456736108,0.06853773997081433,0.24184825372186267,0.209405027885672,-0.12765511913729768,0.33560678603871913,0.33903476287018924,0.45762789894085065,-0.20847691480921135,-0.22873829773700202,-0.14808450221663755,0.09388653825979018,0.003580040840219326,0.41506769474346455,-0.2759582538191115,-0.24518026711367383,0.05369085253182389,0.17422764776690694,-0.23707898040730638,-0.04508662446096203,0.32274321491309765,-0.03392103611603555,0.21017147843173156,0.5158257835345619,0.24164489025441982,1.0,0.26166354888491333,0.3466926703270695,0.262234230328493,0.7586836228671417,0.3339036262502609,0.02585451922657693,0.21439668023966946,-0.42404726196087644,0.21852689359428734,0.47028339674768094,-0.35990368805482553,0.22950260129576544,0.03968048940538151,-0.21393067346527248,0.15044099274145786,0.10886685159006339,0.15349487952321508
Vermis_4_5,-0.39453645912364516,0.19404316354907625,0.14894092944799664,-0.3780356942899188,0.4041184781040191,-0.23190160420769068,-0.27316082936519387,0.1053674498560206,0.5384546323183876,0.4910029480770012,0.2534142395419884,-0.32470758451454584,0.13648557238501524,0.6891651465783026,0.7131089898894295,0.36959937378707347,0.29815178615860105,-0.2158113708220458,0.6814170817283494,-0.11610968998024972,0.5563831785210729,0.30863510049717696,0.2741737596706817,0.8299902731834918,0.8048498449444157,0.3439914010260432,0.2596676028234583,0.271050852671893,0.36614253057385726,0.375823701249312,0.5704077051304223,0.0805675056400108,0.26166354888491333,1.0,0.1003950565451822,0.5445960388282534,0.5754418465470494,0.5121018677547106,0.28492630805362773,0.5782280753213909,0.049079924298261926,0.4742502097997534,0.19496918536314292,-0.1371417655602201,0.13817346155017837,0.24506172454285882,0.2719487454097107,0.24263156450412685,0.17438901972298473,0.49541897835082843
Frontal_Inf_Oper_R,0.005540555721963607,0.035629553409230304,0.5398195004439164,0.2968683931275312,0.40314400928823957,0.16697837423324616,0.5625091223990406,0.2139865384801139,-0.03434964927296925,-0.2162894084298283,0.29762684311499144,0.16087379587422293,-0.11834610153982975,-0.16516543158693878,0.19491089588058333,0.34867138428017436,0.3435909083716754,0.5665771668608658,-0.35441917665015255,0.20738046169498986,0.2473547142384083,0.20375804732916322,0.06799971630532471,0.06915284683698891,-0.058574470834969784,0.19265318856444424,0.40232039497595123,0.3195034787328835,-0.14146160380888712,0.1424125195423263,-0.0009892083479872856,0.19984310832223684,0.3466926703270695,0.1003950565451822,1.0,-0.25064526923822333,0.5532181983822003,-0.21183102405608842,-0.09711932060856121,-0.11609302685484203,0.13524849292746197,-0.26628487468220186,0.18631806779211926,0.3613434043155491,0.3946668601109345,-0.20410819496552132,0.42861598137833107,0.6255101974694187,0.2716567488963171,0.3132335445463751
Thal_MGN_L,-0.3792517534808758,-0.12532513112773205,0.08038123026787133,-0.15753220370904047,0.30213167554052833,-0.24382854345889998,-0.15752665431081128,0.22355845531903076,0.3961715130113601,0.2915942143173211,0.2116481324319768,-0.16463545545815653,0.07700386195672008,0.3708446932898986,0.5057943980277876,0.007829861134032081,0.11536658211711923,-0.24814693562176166,0.5885421512005985,-0.21697709926699948,0.24838787763911344,0.11461201018652767,0.13998021303399164,0.4401144725097607,0.5269169206820494,0.1322693500628397,0.17620666770172438,-0.12246085754360828,0.180910682058094,0.4782707305908138,0.36579781655377575,0.08098631931819399,0.262234230328493,0.5445960388282534,-0.25064526923822333,1.0,0.34582109698660296,0.4210017836158767,0.5245587864849984,0.5250066142181917,-0.003626757470778507,0.44684344631730155,0.033820234999583636,-0.3500795990897899,0.023187994940957406,0.28150875083078625,0.04586582499063787,0.010467550557443188,0.13763262413417904,0.41571981026482346
Insula_R,-0.4827735032150365,-0.03133613166422914,0.3554246939048508,0.05730594771447561,0.633778709113353,-0.3158007393910944,0.46805438044995273,0.35797421695684206,0.2823407733039392,0.1588416318994598,0.41027760607003705,-0.2149868155725342,0.13530478259514656,0.4150196892547828,0.5997088087349859,0.18474265042906432,0.17144973202489044,0.03239883783090521,0.21476860829639705,0.07324011129300989,0.6339264462200171,0.04160543556140287,-0.033296063299911416,0.331436229124294,0.3741838096420791,0.025046302553114762,0.31073092313356465,0.2802180795954094,0.05398233772491287,0.41314960798377554,0.5160787096463313,0.2696504021786769,0.7586836228671417,0.5754418465470494,0.5532181983822003,0.34582109698660296,1.0,0.3769246159953467,0.24831220707402352,0.2908262866186654,-0.17395675896960378,0.26779121742992024,0.3655863729546919,-0.025997253592475664,0.30269645214497354,0.0448357939368583,0.19885789817782384,0.44529356516306723,0.29298587398945886,0.3950356095214378
Raphe_M,-0.7141443555940805,0.05524141240942366,-0.2722791298505077,-0.4747033515551601,0.1796077367496503,-0.4997331807266923,-0.263563367692111,0.2729687594483008,0.25110104262092897,0.36511094463004257,0.016139113405573696,-0.32525164905517706,0.39167025637858705,0.5959623074606387,0.474100154501192,-0.05539687810757294,-0.13823807205703387,-0.6484106548922626,0.5628993667636083,-0.421733239514118,0.36750293865395645,-0.15527852120854777,-0.08568154289031217,0.30294943465392477,0.3825935054143983,-0.11377290882161026,-0.1994925562020625,0.01627949078895834,0.18163359005646065,0.07287489821247259,0.5394094308595937,-0.1669250546124398,0.3339036262502609,0.5121018677547106,-0.21183102405608842,0.4210017836158767,0.3769246159953467,1.0,0.19372333307199663,0.5118775712713005,-0.25521543477318437,0.5337980365102261,0.32430499926625245,-0.5185131809231911,-0.0007591936613990421,0.20789507743635405,-0.23749398166215033,-0.20001239580575586,0.035774577183248314,-0.009834581698114719
Pallidum_L,-0.09062894856685097,-0.13506972121156197,0.4712899986558804,0.16843929309712344,0.6232654417623984,0.27500968167894907,0.09089289573003663,0.2740752658896494,0.4560610152806291,-0.09735594546874793,0.6913009307747227,0.21935025235652317,-0.17762693492811157,0.0052411468917795264,0.23992825856628042,0.3754572324667239,0.5941135420968054,0.11432414534509562,0.44557184456213966,-0.09205719577113991,0.0584121015018188,0.5090529577884946,0.46571884429348276,0.2044526492044929,0.07143089753160325,0.3199643650375982,0.4867785822090944,-0.518766748246401,0.33747034621405175,0.7837982524558187,-0.15842458058686582,-0.1026836481523513,0.02585451922657693,0.28492630805362773,-0.09711932060856121,0.5245587864849984,0.24831220707402352,0.19372333307199663,1.0,0.46735644904084717,0.4888254401384273,0.1759273226479343,-0.32790338097901345,0.13639038585422308,-0.049333044318151706,0.18764396252645218,0.5020633919597022,0.17570243733543156,0.2922940072855729,0.3434021621715619
Angular_R,-0.34023326067847776,-0.02492045785048699,0.04346479289924603,-0.3027172290963224,0.41201911931323715,-0.19210928476352765,-0.1650986652617158,0.13831866673465187,0.5004011284490523,0.475217141389758,0.3271268832066834,-0.050314255021823136,0.2882485731970302,0.39511061751781584,0.4710518542154023,0.16290521170883895,0.3560017380730379,-0.30761019773005704,0.774320495406375,-0.17440514851480976,0.30935511825920486,0.4617530872016054,0.5234509292577755,0.4310093114828277,0.42428522361395654,0.24887166733847874,0.12384152613144006,-0.12136893937475594,0.7119788645290723,0.4275992224977819,0.24974669579563666,-0.05055255943427199,0.21439668023966946,0.5782280753213909,-0.11609302685484203,0.5250066142181917,0.2908262866186654,0.5118775712713005,0.46735644904084717,1.0,0.36023975008678116,0.3750646979681268,0.003012989938118699,-0.27915125184092404,-0.08908965963263193,0.4657809600311682,0.10624820858172992,-0.15956065070204098,0.2452179627613438,0.35109687822200086
Postcentral_R,0.4202409416133745,-0.14739910587664512,0.36231416567006697,0.1981985616470444,0.48635036870855514,0.5597947959410221,0.005809961285905246,-0.05346691032787073,0.39780743029970933,-0.14329564329578512,0.6263788398333023,0.37073486857068244,-0.32329598893156614,-0.3412031298437702,-0.14799015112373443,0.6948613159978847,0.8491944624382654,0.29961813742526594,0.17747355838140805,0.09744024969467453,-0.09242328020881407,0.8672042560759666,0.7849467670599436,0.006587547150952661,-0.166014793420472,0.6890165492709707,0.4697997016616174,-0.4330693943612781,0.5703472065638224,0.46935910921609586,-0.5738476249238105,-0.044884166722551064,-0.42404726196087644,0.049079924298261926,0.13524849292746197,-0.003626757470778507,-0.17395675896960378,-0.25521543477318437,0.4888254401384273,0.36023975008678116,1.0,-0.289795050267089,-0.4464006868063278,0.45401546930902154,-0.20904514521672654,0.20434933195004454,0.7028315426456757,0.07459976507550976,0.2912229321140535,0.30457813823547875
Temporal_Inf_R,-0.4736555246087023,0.13399996280052714,-0.19496476501305274,-0.49109650212257644,-0.04225282935595918,-0.43936513776660124,-0.38431960425645506,0.10930243560308886,0.12849113237753465,0.4193286967292778,-0.1747003833250101,-0.30190269881400833,0.2807565712404453,0.5175209181000533,0.384159358137448,-0.15676530997067953,-0.15230232958583698,-0.4165930019690321,0.5990438101661181,-0.35586059456446617,0.3669969527060119,-0.09981419490699805,-0.04230153008534373,0.4400814279539617,0.5221528941038399,-0.28893181103542626,0.03271560619725404,0.09536039645499668,0.17685598622983775,0.12864574385471234,0.46216265554313724,-0.027912418566167024,0.21852689359428734,0.4742502097997534,-0.26628487468220186,0.44684344631730155,0.26779121742992024,0.5337980365102261,0.1759273226479343,0.3750646979681268,-0.289795050267089,1.0,0.25985252843695533,-0.36805385054411677,0.061765841368072574,0.3724318215384841,-0.24563385201951146,-0.178186637636471,-0.08974767826173913,-0.05673586673185639
OFClat_R,-0.4197941514448448,0.057286647679701715,-0.2808523935891368,-0.10922737684430946,-0.0005139515975865687,-0.4636054071505041,0.10964019610450289,-0.03847728588536281,-0.06556040217097742,0.28646146816890355,-0.20742696823854231,-0.18465756974750072,0.4139098318575626,0.35014210531048695,0.23562004482499616,-0.2013790949152692,-0.3822079866304519,-0.2534841656123349,0.0374532772332826,-0.1880218507180047,0.2529271803198621,-0.3692255313846711,-0.40192616941234827,0.11065286319876338,0.20609052372190081,-0.2534367802286502,-0.2007293590404248,0.4838097059613778,-0.1184548318615846,-0.2425469867699151,0.49090740347682404,0.05027392580094148,0.47028339674768094,0.19496918536314292,0.18631806779211926,0.033820234999583636,0.3655863729546919,0.32430499926625245,-0.32790338097901345,0.003012989938118699,-0.4464006868063278,0.25985252843695533,1.0,-0.3063018724144146,0.060998588331840055,-0.09102313705931642,-0.3715507479793662,-0.034391138160985546,-0.1280481435446164,-0.11377075937927458
Caudate_L,0.5568056382555093,0.020386922753679183,0.5090155372335001,0.2827118230646471,0.17189724635039869,0.5011846253537509,0.17617576001985746,-0.022538276427179777,0.03420984075906279,-0.34468106241034785,0.32001475594720813,0.1938028240877956,-0.43080063900882426,-0.3161873194143016,-0.1940609369300246,0.5118934566760369,0.536933982049966,0.5721292458371499,-0.3009324066614949,0.35946789277789154,-0.09714221864477784,0.45964201834414603,0.2776755766509296,-0.10046028254937361,-0.24583021206357683,0.2936168824256828,0.42825546062470976,-0.2633734191217384,0.010874788218792602,0.19347078515220498,-0.48464306761427733,-0.013874627740840471,-0.35990368805482553,-0.1371417655602201,0.3613434043155491,-0.3500795990897899,-0.025997253592475664,-0.5185131809231911,0.13639038585422308,-0.27915125184092404,0.45401546930902154,-0.36805385054411677,-0.3063018724144146,1.0,0.027123688460597813,-0.11345637230246707,0.6358500155916937,0.33125417044175154,0.16136910361393383,0.16723115856548534
VTA_R,-0.13853451518889026,0.04950077938714319,0.2611684373648104,0.0018720471420883035,0.03075406418772951,-0.041556680678876946,0.1263629281792618,0.2243589425150869,-0.1028759829269956,-0.12630798114131633,-0.03312339144117966,-0.07427111222535945,-0.07662058293833794,-0.015995176799565358,0.38108457048443856,0.02006229256524914,0.020188501748490087,0.25098236976888183,-0.15964701821182287,0.034532878596517054,0.19671165101274699,-0.044794018969633864,-0.09066766389890796,0.1882062254741482,0.15216596064316845,-0.0699965599972202,0.15097910358906205,0.24953922308792628,-0.32607008698751705,0.10219908650834107,0.1659185019457556,0.14535837817366026,0.22950260129576544,0.13817346155017837,0.3946668601109345,0.023187994940957406,0.30269645214497354,-0.0007591936613990421,-0.049333044318151706,-0.08908965963263193,-0.20904514521672654,0.061765841368072574,0.060998588331840055,0.027123688460597813,1.0,-0.1425446588630475,0.16847563716132696,0.38540039252317176,0.11211151452126839,0.25903947219654555
Cerebellum_7b_L,-0.22765262064579866,0.11702794115467496,-0.15579155387554328,-0.2658475180462069,0.13978954336419064,-0.2284238744465254,-0.1501228138806675,-0.033575745167257205,0.10625956931547456,0.619426491241998,0.0800196668875565,-0.0472262752776255,0.3681296124505319,0.21080198183742554,0.03837502039389401,-0.0343650373088492,0.10304336667140712,-0.31441239828238726,0.5133248313110017,-0.328414154543826,0.1744672387361123,0.22012389131026255,0.269758870334555,0.08636779141332948,0.2019110287660818,-0.13643704862714193,-0.009446003196309113,-0.01585016352388123,0.5854601487069162,0.11059742085351207,0.02780592501994743,0.052567303390629976,0.03968048940538151,0.24506172454285882,-0.20410819496552132,0.28150875083078625,0.0448357939368583,0.20789507743635405,0.18764396252645218,0.4657809600311682,0.20434933195004454,0.3724318215384841,-0.09102313705931642,-0.11345637230246707,-0.1425446588630475,1.0,-0.12224968736143241,-0.38768821117517327,-0.005798183267855626,-0.035730736996480675
Precentral_L,0.3801353749615642,-0.15103101310828235,0.6648593972872939,0.25786122819723317,0.5669199736513955,0.5732293940532498,0.12221105020748131,0.13408999532427388,0.44904157125483735,-0.3758404252849189,0.6832703478391741,0.23065557025978084,-0.5566280480433866,-0.16704689052142224,0.17142583423132177,0.8229689532151067,0.8812438332092243,0.5342536418415683,-0.02774063266553424,0.28470871352472205,0.11927696609739727,0.7671477353433492,0.6045726303249639,0.21991635969142356,0.021905175705731323,0.7052089410633978,0.658772660235493,-0.31751296500768766,0.1262427460441861,0.6136602704080503,-0.37556505404177987,0.08954301142024448,-0.21393067346527248,0.2719487454097107,0.42861598137833107,0.04586582499063787,0.19885789817782384,-0.23749398166215033,0.5020633919597022,0.10624820858172992,0.7028315426456757,-0.24563385201951146,-0.3715507479793662,0.6358500155916937,0.16847563716132696,-0.12224968736143241,1.0,0.5426991487186462,0.4495508440225568,0.5596877682301666
Cerebellum_4_5_R,0.1421143968784747,-0.006423904825952583,0.6697048729651491,0.339435147239566,0.28787570300545706,0.4059983377798438,0.3751258709912213,0.32151490410988315,0.07739950345816805,-0.4958708777506995,0.2797988773420454,0.1311265459412441,-0.35914421769321847,-0.20649862947419137,0.3584782271462597,0.33196686285798505,0.3928144660414217,0.6800526602292705,-0.2512738162284749,0.31154937884838774,0.18467216978927237,0.2533466752702593,0.09688995844735776,0.3819945213880293,0.20377784922711534,0.28477289806734224,0.38770223317932334,0.12059718061811305,-0.23512375201578878,0.32588077924141534,-0.013093158748710693,0.18806648259131256,0.15044099274145786,0.24263156450412685,0.6255101974694187,0.010467550557443188,0.44529356516306723,-0.20001239580575586,0.17570243733543156,-0.15956065070204098,0.07459976507550976,-0.178186637636471,-0.034391138160985546,0.33125417044175154,0.38540039252317176,-0.38768821117517327,0.5426991487186462,1.0,0.26168934423239804,0.4753796640854983
Thal_PuL_L,0.04150405562959078,-0.15307592471311796,0.3874764696235328,0.1666546249159363,0.4049214182182561,0.15834856350203277,0.20594805300647426,0.18463174785508554,0.543231462523786,-0.18330738188317383,0.3810250813060849,-0.060566394953576644,-0.14289074764035564,0.006794450561060279,0.2567789380064646,0.3251271368022576,0.4850790290892448,0.1394174103490571,0.09304887769008863,0.2802381430994192,0.2341961473095162,0.4187880468554468,0.3752646037621289,0.12671349976092425,0.11350225845001859,0.33945419284413914,0.30548705447130253,-0.1887030066710832,0.11969727683186639,0.3577548944712235,-0.08746978167255691,-0.0039113699184606275,0.10886685159006339,0.17438901972298473,0.2716567488963171,0.13763262413417904,0.29298587398945886,0.035774577183248314,0.2922940072855729,0.2452179627613438,0.2912229321140535,-0.08974767826173913,-0.1280481435446164,0.16136910361393383,0.11211151452126839,-0.005798183267855626,0.4495508440225568,0.26168934423239804,1.0,0.41444165502918434
Vermis_1_2,0.1249212184945875,-0.10815353325883946,0.4989553974911326,0.11476162316071424,0.420711527560167,0.12212621671126997,0.12377364261115963,0.13077556865663081,0.5015570759188028,-0.008851983318894705,0.3997599851698734,-0.007715007700309475,-0.19282040567578468,0.10426555288274059,0.5972863364650659,0.409495035047245,0.5305931081057657,0.3329355968070018,0.18194557905180678,0.2645715396991634,0.2620296090423794,0.5055092049249843,0.4478814932592638,0.42209147190241275,0.4089157884273276,0.45296412348527215,0.48498877948498065,-0.05498680450024682,0.1004702613129904,0.521303478065718,0.09240631349459022,0.26280286037958783,0.15349487952321508,0.49541897835082843,0.3132335445463751,0.41571981026482346,0.3950356095214378,-0.009834581698114719,0.3434021621715619,0.35109687822200086,0.30457813823547875,-0.05673586673185639,-0.11377075937927458,0.16723115856548534,0.25903947219654555,-0.035730736996480675,0.5596877682301666,0.4753796640854983,0.41444165502918434,1.0
