,Occipital_Mid_L,OFCpost_L,SupraMarginal_L,Postcentral_L,Pallidum_L,Cerebellum_Crus1_R,Frontal_Mid_2_L,Thal_LP_R,Frontal_Mid_2_R,Postcentral_R,OFClat_R,Occipital_Inf_R,Temporal_Pole_Mid_R,VTA_R,Vermis_4_5,Rectus_L,Angular_R,Frontal_Inf_Tri_R,Amygdala_R,LC_L,Insula_L,Cerebellum_9_R,Precuneus_L,Precentral_L,Thal_PuI_L,Temporal_Sup_R,Cerebellum_6_R,Thal_AV_L,Parietal_Inf_R,Cerebellum_9_L,Paracentral_Lobule_L,Thal_PuL_R,Pallidum_R,Thal_VL_R,Thal_PuL_L,OFClat_L,Thal_MDm_R,Thal_PuA_R,Thal_MDl_L,Rolandic_Oper_R,Parietal_Sup_R,Cerebellum_10_L,SN_pr_R,Frontal_Sup_2_R,Heschl_L,Occipital_Sup_L,Thal_VPL_R,Olfactory_R,Heschl_R,Cerebellum_8_L,Raphe_D,Thal_LGN_R,Frontal_Med_Orb_L,Temporal_Pole_Sup_L,ACC_pre_R,Caudate_L,Cerebellum_6_L,Raphe_M,ParaHippocampal_R,Thal_VA_L,Thal_MGN_L,Lingual_R,Thal_PuM_L,Frontal_Sup_2_L,Frontal_Inf_Orb_2_R,LC_R,Temporal_Pole_Mid_L,Temporal_Inf_R,Cerebellum_3_R,Thal_MDl_R,Precuneus_R,Thal_PuI_R,Thal_MDm_L,Thal_VPL_L,ACC_sup_L,ACC_sup_R,Angular_L,Cerebellum_4_5_L,Cingulate_Post_L,Insula_R,Thal_IL_R,N_Acc_L,Putamen_R,Parietal_Inf_L,Cerebellum_Crus2_L,Cerebellum_7b_R,Cingulate_Mid_L,Thal_VA_R,Vermis_8,Cerebellum_10_R,Paracentral_Lobule_R,Frontal_Sup_Medial_L,OFCmed_R,Thal_AV_R,Putamen_L,Fusiform_L,Calcarine_L,Parietal_Sup_L,Frontal_Inf_Tri_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Oper_R,Frontal_Inf_Oper_L,Red_N_L,Cerebellum_Crus2_R,Thal_Re_L,Cerebellum_4_5_R,Cerebellum_Crus1_L,SN_pr_L,Caudate_R,Temporal_Pole_Sup_R,SupraMarginal_R,OFCmed_L,Cerebellum_3_L,Vermis_6,Rectus_R,Calcarine_R,Cuneus_R,Thal_LGN_L,ParaHippocampal_L,Hippocampus_R,ACC_sub_R,N_Acc_R,Frontal_Sup_Medial_R,Cerebellum_7b_L,Thal_VL_L
Pallidum_R,0.4634688387921839,0.7162315522679414,0.7208695048255569,0.6268384310466363,0.7947722406340414,0.49231205765932884,0.7645286536833603,0.4540597238877265,0.7971534108051588,0.3426836063884534,0.15864575605617517,0.30894328239368796,0.11234419598603806,0.0653330570602896,0.7647755397858399,0.2999923024055588,0.5859662976135284,0.77690607892911,0.14359417553438725,0.10575716793854785,0.7846202348002027,0.4947256294287395,0.8162969037303641,0.8121248433059375,0.6781117446216166,0.7078244645247627,0.4782366039043739,0.5783398952339377,0.5547653230087211,0.5086471601730638,0.7349927766436044,0.3445000695077242,1.0,0.7807368801621271,0.4187552404068066,0.15448277563270227,0.6239145520690299,0.5173069792279776,0.7918640724205832,0.8628474266701143,-0.023716778854266794,0.6111642650044542,0.7087441092807715,0.6956783186691581,0.5550608509740194,0.41056268698843146,0.6279396611681399,0.3153873923705256,0.7659704680693966,0.2761471910099762,0.5154377596901918,0.4485126838514954,-0.04927694608146574,0.39245296215073033,0.5657823743059843,0.7297339895527267,0.46267850780367253,0.2910793637411164,0.6389362241390623,0.19228269196453127,0.6743537463070982,0.5850544802504628,0.6209038369702347,0.7235590905650092,0.6501062106347236,0.3883364826103614,0.06510132772552887,0.5471499689754993,0.5720661543267009,0.43565531132134144,0.6701554696189865,0.5377213560543638,0.7051587821973434,0.6088502217563089,0.6304006513264444,0.647724993502055,0.6047289005250484,0.7896522931444171,0.8206793864181428,0.7943134688797951,0.3029856256028748,0.24616003572508696,0.8587316142449474,0.6931449785239105,0.08519240178529146,0.30984407703996286,0.8622625374512766,0.5906228684242778,0.3421767326601722,0.7133252504010226,0.5626563968456368,0.7019145324611236,0.04933682099717244,0.7123807799301052,0.7456313150549827,0.6302986750271313,0.568586062952128,0.36121300059079053,0.6639919660756642,0.5939316198704767,0.6106277747913916,0.720433293564002,0.3958302153965486,0.39447807987397665,0.003308961818083238,0.784152278861258,0.2956648352004111,0.5122278952122998,0.8628052703791533,0.34292597092828914,0.4697378493022649,0.4492068143834362,0.7255991151921981,0.3577411297126232,0.20311648646167282,0.5275981475879864,0.3359606456701384,0.6326852506735746,0.45382523839239197,0.3911878929825937,0.12663582960045497,0.3848228760223823,0.46766594406136114,-0.02997578448432443,0.7488542904267551
Thal_VL_R,0.15871920371443113,0.6962154127721549,0.5808315924120341,0.5964096671697638,0.6921023700204612,0.25373980934865975,0.6905827568201602,0.6352858908129494,0.7205687742115902,0.37831672935274957,0.15580044950074176,0.0709551802953577,-0.04742769494341349,0.14013272550373124,0.6413615314027535,0.4820741972285395,0.36514349818702485,0.7830342786880463,-0.058537142347543106,0.40620116547218965,0.6711223051182832,0.3551472097692751,0.6494345037518721,0.7551723406409345,0.6875627475165837,0.5196958031304519,0.2450038913814855,0.6911703024714239,0.5395430617510157,0.4160641935572748,0.6119506204323639,0.5952201258606962,0.7807368801621271,1.0,0.22689348326105913,0.34884272032607916,0.694084912222557,0.4894479922854811,0.7197562727104234,0.7512280404920648,0.03581645316082041,0.5471097795991897,0.7239236326338261,0.6260495862501636,0.6009238811103093,0.1423470320704136,0.7283998276492503,0.509509769942714,0.6054538761564826,0.035749197759703144,0.5214367192928527,0.4220738222442477,-0.0952927485750136,0.2489885782892483,0.682395580888666,0.7625590506088525,0.21237436209820915,0.22375582840600583,0.8302793944684494,0.4894809014862624,0.6024466149053118,0.3902959355189645,0.44650111506196277,0.6659472450814576,0.6623444250126543,0.4957785095555768,0.1092186676421036,0.44972078779363195,0.5423249179565106,0.6609414131802398,0.5736946777580805,0.3024465605842081,0.7165483891923228,0.7488142618231238,0.7196395299682715,0.6530688148830299,0.40906577789545456,0.6543770647383634,0.7014166154106657,0.6498736777212142,0.4232221576427845,0.30622809274854923,0.7857886375940353,0.5891045422814439,-0.09188761023777545,0.060803942684511524,0.770661223228109,0.5991485642169072,0.15332860827851005,0.6568093376397699,0.5349207319605561,0.6229414054723417,0.2345599719621193,0.6822004811447967,0.8072859256304248,0.4992244800354481,0.40816266090308057,0.2901317332677909,0.7127528760727115,0.6976462355186677,0.5318327925979076,0.7093382855975047,0.5945497402059366,0.21751843997200884,0.20455976788938138,0.673152920504741,0.06757812985900563,0.5420347396422245,0.7682762527354543,0.21019164342951122,0.37924989791364855,0.5132488449715583,0.7842722158969437,0.12135982287807436,0.3948123080422221,0.28764801580991933,0.0777022635551348,0.5098649330091943,0.7102465838638791,0.6411263663062436,0.33836151357664657,0.36421787199098543,0.3906094666768084,-0.09973595244831694,0.8367387289375088
Thal_PuL_L,0.7722641361069333,0.4034299743039577,0.6533260020277382,0.39371064894564584,0.3516071521789745,0.5817488793674321,0.6102005365428597,-0.06573752503359742,0.5584637937008677,0.4836193296186772,-0.014355818061419329,0.5280990712784154,0.5248055422666013,0.11946346930190084,0.5470129930343876,-0.042104024659541744,0.5996951665643989,0.34637775658424136,0.5867758852001436,-0.4397991022201971,0.7223969289837995,0.5257699119293797,0.49522992436337027,0.5467972402555994,0.3582958536966334,0.5117522673020282,0.5547102100930061,-0.14460304781388109,0.6665524186015879,0.5507176599751675,0.44110694990729665,0.05878528529213438,0.4187552404068066,0.22689348326105913,1.0,-0.20061415215468248,0.2236290079843072,0.709475733728985,0.4715810985042004,0.4607542028628117,0.2538274967529673,0.4940567954678656,0.0788446227641209,0.5578183758234232,0.23795914353009195,0.8034486328971167,0.2778340502415333,0.10232784211545919,0.647221779933495,0.6188572840909936,0.3144052870793783,0.29639091785042265,0.2007910831173257,0.6942191803835168,0.2853589416529428,0.4700637122915683,0.512268741460245,0.09279381074456733,0.18160165296758682,-0.5311023633676846,0.21327443972586801,0.6601835854935603,0.7460502859568294,0.5629789300660377,0.1808839740887849,0.07035044400076094,0.31085926056463187,0.3045297799695263,0.31680722429175057,-0.23401414081108096,0.5702275711732121,0.690545626746466,0.4573567373476324,0.3669569016315221,0.5798345518527861,0.6723416317614651,0.4841327759375127,0.6248541873944363,0.3270437305675929,0.6848689818069016,0.2583375190115587,0.6586311431086518,0.34635854479644923,0.5008900123497743,0.5323131525981131,0.45435713953622014,0.4135532739552704,0.10553958788554037,0.6506202987287225,0.41429543159287496,0.44737067613092446,0.5522716787437537,-0.12901691064561113,0.20617828002469568,0.2554986763379649,0.5439143644330297,0.6324758788273546,0.2859395218158366,0.4856498751878888,0.31022306271195005,0.540124547029577,0.5444704524994499,0.15233126664639599,0.5197455271283468,-0.4563473777951629,0.5543552784511019,0.5531096171502077,0.15049610558835153,0.24371517702042028,0.24958759138914524,0.5954854313305205,-0.006641933181290149,0.20039257895774412,0.5286916268791323,-0.07828590837281059,0.735274556589944,0.7563829147260995,0.5138863418323868,0.12681267035753807,-0.24780259415208994,-0.32919504638030744,0.34954255096978987,0.346624053568144,0.33067783115054766,0.08947616177466651
OFClat_L,-0.4581034379536546,0.16454175955859854,0.06084531843975751,0.16363175246635292,0.015095215766521695,-0.468779459945593,0.173181598306849,0.18353915473559745,0.03195396922792022,0.3813892826345593,-0.15096652079564907,-0.5769131757982433,-0.23329855352489207,-0.018649392519282562,-0.06935146896611663,0.24579614138570305,-0.27039782201355334,0.11547142828123802,-0.5209917202454553,0.45310700124486336,0.024501205582473387,-0.39347725095090696,0.042973501363750055,0.1487546254579849,0.07767836288113072,-0.27720589680453445,-0.5308000807285362,0.4447754803130054,0.23699287270591418,-0.2873322552370591,0.21361063908930222,0.4430842637852726,0.15448277563270227,0.34884272032607916,-0.20061415215468248,1.0,0.16474794562895229,-0.18517101033583172,0.08780060053642366,0.21965933893110276,0.3294330775750152,-0.12940762827052382,0.39624377378919307,0.09076470036170375,0.20892735960756162,-0.4108995807854253,0.1008115771557142,0.2805649997361655,-0.03995113813466419,-0.30999114988575494,0.008006645256923694,0.1094872426537717,-0.19896251019373482,0.06709787771356174,0.41864702026667033,0.30812685117912103,-0.3780572980599215,-0.2866188067226604,0.3176563425457362,0.5853318780860407,0.07089953869334405,-0.3817553446282371,-0.33214077434817846,0.2433604388119878,0.07508339684402345,-0.04445150004952541,0.4316345084382912,-0.4461148976537526,-0.21641289486670412,0.37445284001917556,0.072674185676872,-0.3589695986536183,0.053789976412841445,0.341978253134471,0.18436258807273098,-0.019526162949692064,-0.07818876395960245,-0.10414246565529636,0.1592585012292237,-0.10266313688768787,-0.0333950863427187,0.14677311023898668,0.14671310427329753,-0.018810168639238574,-0.17877774517254783,-0.6674696316760665,0.1343900106158377,0.12119929456818002,-0.41165830636102874,-0.013398123065241522,0.3555696902049739,0.252698379789075,0.40580990162246683,0.03486390928466563,0.17559014761675873,-0.08855816660393227,-0.36967726296124537,0.06476810729748582,0.4737092720783301,0.5376218928495033,0.08037780982326576,0.21357847492400364,0.2790499464922899,-0.49160523627718283,0.48174653862660466,-0.08104407206284685,-0.19624295419858304,0.15643443491249612,0.08463820271615081,-0.48801857616422634,-0.12202516127158547,0.0848908483499923,0.18529145755952678,-0.5052584235349514,0.25226409890790336,-0.40022964045978693,-0.4633311561149143,-0.13112124984363216,0.6437372595825939,0.6503887836334653,0.5154604792711215,0.04519573670919138,0.20096960293969207,0.07605433991645982,0.29567370120595765
Thal_MDm_R,0.2771890334042072,0.6230748953691203,0.4651037054920283,0.38549826272386756,0.5515039148295733,0.3147866332442131,0.5447845596473865,0.5222928533172921,0.5485616622866897,0.1715950456790195,0.23318066747170663,0.20411104710611638,-0.014855176210944239,-0.07400707625305034,0.7182542846053297,0.34699147994516916,0.33927940641622667,0.5991803873189562,0.08396676444153657,0.18760455896370745,0.49270481047278636,0.425383661452946,0.572401522276215,0.5376793871382092,0.60092205961352,0.5336723686127918,0.35370380212138613,0.7063964822055266,0.34300719922131623,0.43324330547227285,0.3985390206241563,0.30731849780158543,0.6239145520690299,0.694084912222557,0.2236290079843072,0.16474794562895229,1.0,0.41845700360818366,0.6997985687275329,0.5525038278907606,-0.0656542944937508,0.46118395154793623,0.6653786490956402,0.5000276382416254,0.44915291595192536,0.2548488788899566,0.647426256139041,0.41664366511079715,0.5294632316629102,0.17166200961892747,0.5498778154826413,0.22107962659644528,-0.1230225679420409,0.29741570716768995,0.4505147957004029,0.6877200672373099,0.3600122255116098,0.22339946163298502,0.6030734471219134,0.2778929252701891,0.5533792139431821,0.44251727286273035,0.44040878898933516,0.48864135607801445,0.5064132220379461,0.4193749393022814,0.18526218625777327,0.4542050139831336,0.5317202197220372,0.4917996002406755,0.4688731954743118,0.36927644172653495,0.828489271261928,0.5347955692367556,0.5154364649363811,0.5086603801969848,0.3440066550188901,0.6544630060494702,0.5416368961349015,0.5628877759921787,0.5379053087978086,0.18425152556190652,0.6265206052389369,0.44299830474915114,0.0032134218300932348,0.1578384500485289,0.5854450042646074,0.3612670805377038,0.24445834045143242,0.6374064249864632,0.3154487576759347,0.46012636487421127,0.20334396106509753,0.5093404554734247,0.6074496519874829,0.5492843916223803,0.5138644657905044,0.20934700891953073,0.5220661475875181,0.4979597839323221,0.40882296624338765,0.48469630583972045,0.5129129299295375,0.2795789048112489,0.13243279850811154,0.6335901360126022,0.24091043776868537,0.4388727519947806,0.6308038114485522,0.2771718225145728,0.2876226700819318,0.4751264468294844,0.6406940004208554,0.3022843485947181,0.29690212313113756,0.36722426852033957,0.20546566700885371,0.43805163539069086,0.4585907728445717,0.3580294193839308,0.2662689992759187,0.24308580787215664,0.28237054836680436,-0.022717389943807658,0.7022948052381042
Thal_PuA_R,0.5669940080866834,0.5165998480803151,0.5221512333432123,0.32474807035823705,0.48933016051091727,0.47157733118538336,0.5773485366361891,0.3903351954747607,0.5771745302085524,0.31760028383555167,0.17758693451820204,0.4677581583183389,0.35690819654590805,0.022720095613503962,0.7100310596469933,0.1424075176035885,0.435328119379611,0.5164258940488151,0.49353595246398557,-0.166955853010204,0.7146741108763083,0.6220700134368415,0.5305653162367624,0.5016464056241929,0.4349380330023435,0.6229746435274167,0.5504081538305768,0.20618173294565317,0.4712821438443801,0.612127272773112,0.36541249189658237,0.2997773267099142,0.5173069792279776,0.4894479922854811,0.709475733728985,-0.18517101033583172,0.41845700360818366,1.0,0.6285352922880952,0.5370020150766419,0.03798559194032536,0.5888314373997163,0.2822230936215322,0.5106185183861705,0.2622732019006912,0.5527755225556327,0.589205825001437,0.2512738925452418,0.6063927080247807,0.49429967553512305,0.4048166654972524,0.46451301915250526,0.01621204480331673,0.5355081489886963,0.3845216547571171,0.5458071704036778,0.5249058124192164,0.13051789016627433,0.44731021765606654,-0.23113536938492332,0.3614345405556016,0.6536765194342115,0.7197781280818254,0.5080255995520563,0.38882293738506335,0.2377577463291652,0.2531779644818697,0.47704903352673833,0.5399276160696559,0.03631395834570334,0.5020448793109804,0.6550447689871477,0.6157613558767165,0.5370076815267276,0.6131219757781476,0.6904331366824272,0.29379490315767964,0.7048385146265477,0.3849715075679308,0.7177667994999395,0.33111897871685625,0.39398132521466006,0.485545883768349,0.42253666877339097,0.40281747491469877,0.39009062325175153,0.44490061764843714,0.3410659697785103,0.4608599953811735,0.5865892555431607,0.31428455296002256,0.47025590263025463,-0.04045553351029782,0.3116015871455879,0.3979820285828484,0.6799877162610842,0.6925737590869093,0.18065482369395242,0.4616778292612659,0.435891433031681,0.6283060613496971,0.4951348900211489,0.30220226412203355,0.4391314431617535,-0.20318565902916091,0.6722891999576898,0.47480866475011063,0.37553369824134647,0.44543158898251756,0.3157505631802998,0.5210282042739096,0.2526664481668904,0.400404194277593,0.49418056451314113,-0.05712775576353829,0.6761016448982908,0.5293538258182093,0.5098801365285532,0.2989829821251822,-0.047240745488579164,-0.1409895909334097,0.408534517566675,0.25428085819534746,0.09950562668776351,0.39763096847906493
Thal_MDl_L,0.43475699131487217,0.7766460823471618,0.6509010772500439,0.530777776397359,0.6700245312369513,0.49468941931677324,0.7895988868342259,0.49332858949555175,0.7661409224195401,0.29974976931732494,0.1750378376746869,0.33987091313289175,0.1269642426951744,0.05364230523074047,0.8002700412737984,0.37517518876024064,0.5264739837592164,0.7569291218573377,0.31376541972633093,0.09499184055039386,0.7544595064213084,0.5571227576005829,0.7183223852879218,0.7230224360645163,0.7441873020366175,0.7349265485242624,0.5116318035168986,0.5967558620044378,0.5392473425333691,0.5654687515265387,0.5667144238031737,0.43007921101379337,0.7918640724205832,0.7197562727104234,0.4715810985042004,0.08780060053642366,0.6997985687275329,0.6285352922880952,1.0,0.7514789877724238,-0.03696758866734399,0.6218998139897618,0.613078067325981,0.6965859533264116,0.5736420192240571,0.4154791585286649,0.682682194527469,0.3023582775725011,0.7396345457362983,0.3261308238015666,0.5801765496418173,0.3547824585521123,-0.01603801137056217,0.4804600224018949,0.6048796671237389,0.7868224741527058,0.4896112637612271,0.29660496968223193,0.6421780752333276,0.0946718199869732,0.6404026627895694,0.6077287747045564,0.6445820676906125,0.7215141704508031,0.5875927034582531,0.4167059255660869,0.2514071017434011,0.5888756371858904,0.6284724303911539,0.43314112818481343,0.6297031876193543,0.5678087924553463,0.7332559025392115,0.6779816143688591,0.6583291546790899,0.7321155416475554,0.5010476669990519,0.797484073157906,0.7135358786530025,0.8048601206779455,0.4422675271183377,0.24275486316897776,0.7848140309129239,0.6271477044692344,0.10423233390591992,0.33322506003115865,0.7437242832855446,0.5256538535814904,0.37078072856616284,0.7252134659412265,0.4286111975558724,0.6827816704314494,0.07765019862374019,0.6469135581171188,0.6602981607753992,0.64582988035304,0.6375474780089678,0.28819626933760994,0.6714550617152392,0.5440196485665015,0.6332046207286699,0.6586720911077849,0.48085289943126214,0.44436530279705366,-0.0026439978256145875,0.7901848557087499,0.3430573690156256,0.4382455967668503,0.7294120835578356,0.42212760226032486,0.4756019349345812,0.5009799847607282,0.7099058364396356,0.38129150318343197,0.20547216008004396,0.5752383341516285,0.3299638963145418,0.6332688600231261,0.44543409303368553,0.2774485997452042,0.16166695900516842,0.27415506573392395,0.47185116312141195,-0.01684810163908695,0.7492844238510407
Rolandic_Oper_R,0.41668341111055596,0.7139320854404243,0.7423683756864542,0.6175349389986926,0.746160513796956,0.36369960376405225,0.8289887376432358,0.36853656454394207,0.880664171436193,0.5391749695399117,0.1862015514281908,0.21588856210499185,0.15504702852942254,0.157649645668065,0.6711021585651309,0.30915824443495504,0.5777826274076117,0.8526710054647034,0.1650483701425466,0.13528525712025746,0.8686551759264298,0.43241234400349265,0.7089387575198142,0.8212021589871483,0.6680223037865208,0.7501499777994747,0.39155103935523095,0.5681453028573785,0.6748227823891357,0.4947267428113831,0.7133209705507915,0.42626726533858667,0.8628474266701143,0.7512280404920648,0.4607542028628117,0.21965933893110276,0.5525038278907606,0.5370020150766419,0.7514789877724238,1.0,0.07182483729589466,0.6123461958336421,0.6279983644393736,0.6857119322966495,0.5022377761359565,0.35543692121790854,0.6548112270405149,0.25579942240252296,0.7652740900727331,0.307257264090371,0.6080439068026771,0.32346850338967487,0.02482612123429396,0.42753532381007825,0.5846657476257948,0.7646902816706763,0.38852630089035806,0.3286431689806958,0.6506865169780742,0.17961668644178144,0.5824522103157065,0.5572878670802561,0.5334288008010757,0.7903194075093292,0.5570288984959921,0.36089372546554066,0.14318133654176743,0.4826942933480125,0.5918163232906298,0.499220606253305,0.6583480207920889,0.47991173054714387,0.601241556733348,0.6525741786204334,0.6575657872214924,0.721870198961157,0.5107193241834619,0.7095724137882586,0.7450716936461758,0.8298423232229685,0.4043791245608403,0.28946474709273184,0.7979446940351257,0.6835777049592268,0.04698290521949615,0.20011327263771933,0.8573819105927841,0.6157304078971979,0.28310182897657515,0.7271855034999618,0.6352051431631429,0.7408421435482856,0.08282950103974969,0.7036692249639551,0.6829608337535669,0.6070596843289982,0.4936259955085582,0.3316778784567074,0.7466858947131785,0.6139798571614047,0.8070858091320098,0.7656364334983824,0.4736105058373353,0.2800149607813487,0.0702137600067686,0.7371582690048923,0.29354015226652475,0.37031982372931,0.8329674973979331,0.23401219497645925,0.6929977158655428,0.3795198359793419,0.6760772482335152,0.2759877187684964,0.20773235156182404,0.5006798150323196,0.2959001054093223,0.5764177899199996,0.5304408902762129,0.403940217238665,0.12238120844343643,0.24413903466131345,0.48655152347222536,0.06810475903390739,0.650528022954141
Parietal_Sup_R,-0.039021771928164285,0.016130975596468006,0.20590835985097364,0.4436205610280555,0.13182976996057005,-0.2914512476143737,0.2798150391750481,-0.22499491821269957,-0.0354712526531242,0.7598686470661935,-0.35455855645447937,-0.5484437680932611,-0.22591370754497103,0.139621340508061,-0.10802714701906992,0.013279512521870481,0.27660871682157256,-0.14206396052364542,-0.15653810108200242,0.1760697897727001,0.1312466569718328,-0.5768303749713165,0.21984167012476935,0.1399804856033975,0.0030714853993119816,-0.266392483025998,-0.5500033445067917,-0.02067730226964034,0.5904929516888549,-0.5463565424186425,0.315210789462268,-0.03919800954488716,-0.023716778854266794,0.03581645316082041,0.2538274967529673,0.3294330775750152,-0.0656542944937508,0.03798559194032536,-0.03696758866734399,0.07182483729589466,1.0,-0.24564142335038386,0.061022063602987335,0.39504751077495076,0.19792887261685432,0.2285565332914938,-0.13707691687029397,0.06129986162560928,-0.01928047361500268,-0.39461298475859596,-0.0249443089097437,-0.21385884563884155,0.1557358285643818,0.05114974875486448,0.33623032088139954,0.05745687303704001,-0.5514355848798008,-0.39244079385496705,0.1417311079171333,-0.06437141141156966,-0.244377278838272,-0.4053510269957864,-0.18833266986402283,0.45697964523148144,-0.14309678153362104,-0.10042562856387335,0.20700008298533776,-0.3863689159896661,-0.5194350060462928,0.08718933164754836,0.5415947211126855,-0.3319802152262603,0.05487451519336417,-0.03717896300214084,0.016520979481653753,0.11343101653259777,0.29723950065804794,-0.10635504076687347,-0.05504760600023417,-0.09621245674042493,0.13848192470264994,0.3526687824409773,-0.0897019170205691,0.37335463214520787,-0.05188373619745701,-0.3881858792562359,-0.026767746804758744,-0.1888983077079867,-0.339346730149589,-0.3320044560839845,0.7169138153063832,0.4911912964276171,-0.13441610360185893,-0.19089173582692723,0.06661666481448092,-0.2777566695880529,-0.1384746621140264,0.7248158082372702,0.4049016345804798,0.2538744391085498,0.08587970689658851,0.2152031663024498,0.10699351079796195,-0.31167555332903735,0.022968771084776882,-0.15352580852457592,-0.41193029243438717,0.03314121316565173,-0.12773672602696978,-0.29731556718248375,0.25981059516375093,-0.22043095282892292,-0.1462046057552617,-0.5754200324110317,0.003471340265856817,-0.12669132996780796,0.2028038505393719,-0.22748292335246925,0.360321669531733,0.3681415556758779,0.1880238645504812,0.04705386031195389,0.6459666191779414,-0.023598979693238806,-0.18426277064170823
Cerebellum_10_L,0.5642972399809115,0.5530488936930684,0.4913133177304097,0.32113834311305756,0.4754756144438125,0.5106475476291737,0.5543557029732773,0.35715245267380696,0.7842552130013488,0.24282366562801228,0.0910387719423737,0.5838809642930953,0.3951780467972924,0.10437089497015598,0.7728934180192191,0.2043650677909176,0.29316941879126207,0.7309522905363468,0.3235375154506252,-0.025668836798619997,0.6635885628642336,0.7087002900299114,0.4948033083901117,0.5981836818708403,0.5775212510001333,0.6777885166081355,0.6775061321057871,0.3185207575388091,0.3587492087433444,0.7743293855968378,0.4767226555585965,0.38887546109791354,0.6111642650044542,0.5471097795991897,0.4940567954678656,-0.12940762827052382,0.46118395154793623,0.5888314373997163,0.6218998139897618,0.6123461958336421,-0.24564142335038386,1.0,0.41501209607847606,0.4704453587014661,0.3546587746386437,0.47927724730051285,0.5522348467651985,0.20213319671773722,0.6306950996329204,0.5542346646240505,0.5901683198393737,0.40704025188770177,0.07052989014509488,0.37996913047243785,0.37974907421528714,0.6018324595036746,0.6290195168471602,0.4190707080362797,0.5747521655108796,0.030101536713737293,0.5006241405573524,0.8003134454011827,0.6844667581805222,0.4299533652505446,0.3710684089172278,0.24656520421681463,0.07609532830400662,0.5774652653989907,0.731954134013606,0.18819585636132002,0.4859804422217193,0.7073321452751732,0.5356836096363476,0.5932275628138358,0.6836286502759408,0.6584891288057305,0.17753217962599932,0.82161004459197,0.40579555102213744,0.6947982259521297,0.2618400343796638,0.21177795674055297,0.5823760138882909,0.409921575465268,0.18880183953192378,0.3979388507144086,0.559495492603904,0.5147452297623362,0.6224196321101254,0.8135261591543574,0.23249175508413536,0.29860308907717054,0.1531957547352922,0.5344748772416003,0.5227652653625575,0.8051328756066642,0.6950502095252763,-0.00017829740951686002,0.4353232314097333,0.32968267478899127,0.6343760255953796,0.5849838742725259,0.3420556891028772,0.4759001045653473,-0.09149083854052627,0.8503488214335337,0.48681301634317975,0.32116880229998496,0.5913953325326736,0.33774382767513716,0.5032932051196993,0.3269649711480674,0.6427258680799236,0.6192942327068096,0.1439562873979231,0.7403956050606464,0.46686699067979,0.5106837489882045,0.36990694579666555,0.08136242507935755,-0.14671868246676634,0.21576347406661694,0.015765028159208307,0.16630374705823014,0.49934974704489077
SN_pr_R,0.07811979464155898,0.5870274349013871,0.4061822246228374,0.526301682298018,0.6255254947427141,0.15207150785770748,0.5972251384514529,0.518903482314178,0.5493033888470803,0.2765239347412485,0.09585557196238381,-0.07734932534950348,-0.239745440097255,-0.052948056806526055,0.588694438976991,0.34584385193661743,0.30591864857970624,0.6196790531386632,-0.18087403390510526,0.3879190498954775,0.4716220463851226,0.2388780680736848,0.6894645279581088,0.5866205898097886,0.5442340831211251,0.4399278537887968,0.10216529299538099,0.72087481054401,0.40499356225768995,0.2031173230667781,0.6624739873551461,0.3976194920095412,0.7087441092807715,0.7239236326338261,0.0788446227641209,0.39624377378919307,0.6653786490956402,0.2822230936215322,0.613078067325981,0.6279983644393736,0.061022063602987335,0.41501209607847606,1.0,0.5866760968877347,0.48885857241980235,0.06990227200530334,0.4643285614022607,0.4996214318835947,0.49239799457993993,-0.09020998721322852,0.35048572262505606,0.34731059083447285,-0.19330074289537227,0.1282709605197422,0.559125279350275,0.5847005087599558,0.18353190642272785,0.08320885972786621,0.7334074026366708,0.4799292454960266,0.5472194367707602,0.2073342204634844,0.32377567970997706,0.5945651531364563,0.6023742271210591,0.3508169373805558,0.09099771014007212,0.3571780910095511,0.37249923637668325,0.5845609252830472,0.5290644144776709,0.19825858164016857,0.67775577920897,0.5669765573514329,0.41940021378130676,0.4172452632137888,0.34638689091217345,0.5549278779075858,0.5940311177941213,0.4540106488256682,0.18292313647120073,0.138434644173265,0.720017017389384,0.5305582057154044,-0.17497838610238572,-0.021133421404411875,0.6057678536464778,0.6003307227603706,-0.07514499318663821,0.5533807133880944,0.48044178683872574,0.5559723409231417,0.13586756836653258,0.5682002101501584,0.6433851450057717,0.38623324649722335,0.22660824989866787,0.37656321067744647,0.549937316399506,0.5712856451098947,0.3899705188198813,0.5073980259897218,0.3194562210687748,0.10558189793026053,0.24275597788086536,0.5624970396921716,-0.017065570294269503,0.6459895211538254,0.7338452818169501,0.19179677746705268,0.23774801076979835,0.44674342220537056,0.6974838373940804,0.037572680226518475,0.17262208067788815,0.16311546670795665,0.025953141698103668,0.3414044401944412,0.5783025312757987,0.657355794457701,0.456830267654978,0.36082063625254757,0.44079800323581403,-0.2600191571967766,0.7211058820089126
