,Vermis_6,Cingulate_Mid_L,OFClat_L,Hippocampus_R,OFCant_R,Cerebellum_Crus2_L,Temporal_Sup_R,Occipital_Mid_L,Thal_AV_R,Cuneus_L,Cerebellum_8_R,Cerebellum_7b_R,Cerebellum_4_5_R,ACC_sub_L,Precentral_L,Frontal_Sup_2_R,Cerebellum_7b_L,ParaHippocampal_L,Thal_MGN_R,Parietal_Sup_L,Frontal_Med_Orb_L,ACC_pre_L,Occipital_Sup_L,Frontal_Inf_Orb_2_R,Vermis_8,Supp_Motor_Area_L,Cerebellum_9_R,Frontal_Sup_Medial_L,Precentral_R,SupraMarginal_L,Vermis_7,Frontal_Mid_2_L,Cuneus_R,Thal_LP_R,Cerebellum_9_L,Raphe_D,Thal_LGN_L,Occipital_Mid_R,Rectus_L,Thal_IL_L,Cerebellum_6_L,Frontal_Inf_Orb_2_L,Pallidum_L,OFCant_L,Thal_VA_L,Postcentral_L,Rectus_R,Cingulate_Post_R,Temporal_Pole_Sup_R,Thal_VL_L,Cerebellum_10_L,Thal_PuM_R,Thal_VPL_R,Postcentral_R,Supp_Motor_Area_R,Cerebellum_3_R,Vermis_1_2,Fusiform_L,Cerebellum_Crus1_L,Pallidum_R,Occipital_Sup_R,Paracentral_Lobule_L,Frontal_Inf_Oper_L,Temporal_Pole_Sup_L,Thal_Re_L,Olfactory_R,ACC_pre_R,Temporal_Inf_R,Vermis_10,SN_pr_L,ACC_sup_R,Thal_VL_R,Cerebellum_6_R,LC_R,Parietal_Inf_R,Thal_MDm_R,OFCpost_L,ACC_sub_R,Hippocampus_L,Vermis_9,Thal_LP_L,Caudate_R,SupraMarginal_R,Caudate_L,Temporal_Mid_R,Thal_PuA_L,Cerebellum_8_L,Parietal_Sup_R,Thal_PuL_R,Angular_L
Vermis_6,1.0,0.34044146542018244,-0.5052584235349514,-0.545515131604684,-0.3637650508061172,0.4694745134809331,0.6564279069713846,0.7526305661018025,0.26937228642951344,0.5721887352396521,0.7750140588521506,0.65468083381676,0.6141008336080068,-0.510515939031628,0.2430175395668539,0.11341915368424922,0.33017599150982563,-0.22216437246591184,0.30852652568521394,-0.3313909752302868,0.010066441572327686,-0.21964687613340503,0.5460996808424458,0.17751759398626388,0.8260727554550873,0.31484981638004755,0.901548248673913,0.004921514973263992,0.08386654187057738,0.318607263590724,-0.6345979911352507,0.25035603595496103,0.5820835231978749,0.05193848636863775,0.8888674223807586,0.3516268381647704,0.5805402242252827,0.6447123548079268,-0.10623561714967308,0.08530198024752365,0.9365121114056212,-0.042388931261608066,0.13608655967567174,-0.09215582604041389,-0.42674833844636634,-0.12155775327387934,-0.09922799982380723,0.22329078859802123,0.40267780120851226,0.18672072631908496,0.6192942327068096,0.7114330863962947,0.28647677761162793,-0.2264152826344028,0.47917093572194297,0.6974846045246211,0.3759485502877366,0.751517441231038,0.8226135029500109,0.3577411297126232,0.6342357536084029,0.11842846559523906,0.1524942908304245,0.5174002764066571,-0.46008830833773684,-0.03968490807677086,-0.15351412443858053,0.5166917978807606,-0.6914783120927689,0.08550042518331896,0.36112942563943506,0.12135982287807436,0.9269420246592533,0.07648580445755854,0.04568678110100827,0.3022843485947181,0.2704403854922168,-0.5026628982833639,0.3963792176836638,0.9163975082227371,0.5062958485728984,0.28226480462062187,0.26629729453176115,0.30831141562417425,0.732927016283244,0.5098380301040859,0.8487815873219169,-0.5754200324110317,-0.11196928296267607,0.17478880832491242
Cingulate_Mid_L,0.34044146542018244,1.0,0.1343900106158377,0.4000395539393583,0.21585152183668377,-0.0016554312530456955,0.6979364022900065,0.47067586849346277,0.7536046179871977,0.38007825047883353,0.4830996922674771,0.34866862032760726,0.7307300596544685,0.24858286459035187,0.8463296654506755,0.6636819170438584,0.03449179727971181,0.4380245328856022,0.14892748438329645,0.34598662600697677,0.03298062107572634,0.3323331210391002,0.3897672454970258,0.603366959717388,0.37318941876133965,0.8336125992651111,0.4900209520958706,0.7259765398228866,0.5760241020304869,0.788655727184043,-0.22467917094201043,0.799944766442571,0.30752565299220863,0.3432626722792485,0.5377937453762361,0.634281866152226,0.6884307315820295,0.4569276599417694,0.403505205004576,0.33566571653240146,0.41890745843244453,0.5137363185004211,0.7575313257489407,0.6246715625839695,0.2029061171863668,0.6404915742255185,0.3157512271436861,0.8262639338975233,0.3150706535022122,0.6966204600123708,0.559495492603904,0.6643730280531654,0.6277125288638071,0.35207529443220076,0.8061815404786598,0.5886962104949799,0.6810712063704721,0.5456464906446297,0.24403867682240954,0.8622625374512766,0.5432166615878155,0.6942987966489931,0.7510060778162028,0.36515715421933903,0.019885838218095718,0.28561025675951446,0.5240190018753602,0.561654000481596,0.13192252408824046,0.316590953950393,0.6833558679050237,0.770661223228109,0.49239978838764215,0.4365487578658362,0.6298734869960537,0.5854450042646074,0.7103416048920916,0.11779348990491424,0.6618588030730391,0.40116107265918133,0.40803473789905775,0.7816671375847917,0.49952604048940674,0.7527988254984311,0.5399953227875648,0.6566638216129336,0.2674101289152648,-0.026767746804758744,0.32339450628044425,0.7301858758958243
OFClat_L,-0.5052584235349514,0.1343900106158377,1.0,0.6503887836334653,0.6009332425724164,-0.17877774517254783,-0.27720589680453445,-0.4581034379536546,0.03486390928466563,-0.413893192321236,-0.4715555158333186,-0.6674696316760665,-0.08104407206284685,0.4507983798904437,0.1487546254579849,0.09076470036170375,0.07605433991645982,0.6437372595825939,-0.21204680317154753,0.06476810729748582,-0.19896251019373482,0.4544687398948164,-0.4108995807854253,0.07508339684402345,-0.41165830636102874,0.15994468711859952,-0.39347725095090696,0.252698379789075,0.3739191832606337,0.06084531843975751,0.3323482321776107,0.173181598306849,-0.4633311561149143,0.18353915473559745,-0.2873322552370591,0.008006645256923694,-0.13112124984363216,-0.6315410482999874,0.24579614138570305,0.30208110043343295,-0.3780572980599215,0.5376218928495033,0.015095215766521695,0.47735587460969436,0.5853318780860407,0.16363175246635292,0.25226409890790336,0.09744239688580228,-0.48801857616422634,0.29567370120595765,-0.12940762827052382,-0.30473154383376405,0.1008115771557142,0.3813892826345593,0.043927316327592794,-0.21641289486670412,0.13472988405245998,-0.08855816660393227,-0.19624295419858304,0.15448277563270227,-0.4756502107765064,0.21361063908930222,0.21357847492400364,0.06709787771356174,0.48174653862660466,0.2805649997361655,0.41864702026667033,-0.4461148976537526,0.6541092629898428,0.15643443491249612,-0.019526162949692064,0.34884272032607916,-0.5308000807285362,-0.04445150004952541,0.23699287270591418,0.16474794562895229,0.16454175955859854,0.5154604792711215,0.3239201510592634,-0.45756823597347474,-0.036674001897133955,0.08463820271615081,-0.12202516127158547,0.30812685117912103,-0.5948794651411001,-0.12635182206837092,-0.30999114988575494,0.3294330775750152,0.4430842637852726,-0.07818876395960245
Hippocampus_R,-0.545515131604684,0.4000395539393583,0.6503887836334653,1.0,0.7489120176381575,-0.5114805274405657,-0.009188164490632825,-0.419740699292118,0.35323065510447177,-0.2785750818454303,-0.22464479729198875,-0.38490698155097713,0.18413571398177542,0.7315473308256993,0.4700434395342909,0.4475058382129799,-0.3783102811581664,0.774197130502166,-0.2098600227081415,0.4596251888474843,-0.08792877989959073,0.6242604987104595,-0.2928283605343042,0.4287526559696866,-0.47262827764425713,0.3733989074798038,-0.2801559304627997,0.468516269341523,0.3824324923384646,0.20662684035989226,0.3581996882652853,0.36685035955123546,-0.34835032869545424,0.47232370777770244,-0.24758766095925797,0.22637269922783046,-0.05817142726008759,-0.395645590902525,0.5601250192331778,0.16582965334285354,-0.4445508011669197,0.51446152705549,0.4434513776825066,0.7324727004772175,0.7958511735107462,0.5949599899241408,0.45986627581956263,0.3898338686944649,-0.06693120753047233,0.5528739595299659,0.08136242507935755,-0.05558660287842401,0.3574547783912164,0.44195705412013075,0.2734977625277287,0.020446353570696813,0.3024487203336467,-0.08776443580098334,-0.5580568712542351,0.3911878929825937,-0.2179237350902269,0.49455133578046856,0.4826568053600288,-0.24497041600197608,0.5385881883226926,0.5073849726736931,0.6911965400970483,0.07063931992511152,0.9081276772260659,0.38532908862396653,0.29951732792728164,0.6411263663062436,-0.4263327330634101,0.36250963401289,0.3617748671134211,0.3580294193839308,0.4101511147581987,0.7104448647644778,0.33222380592642525,-0.5249503539226272,-0.01643029412777921,0.44522707463992633,0.10885889783794829,0.39807222411462356,-0.22261978616650568,0.18201874857777975,-0.5764518586625302,0.3681415556758779,0.5735352533991798,0.16064002532712088
OFCant_R,-0.3637650508061172,0.21585152183668377,0.6009332425724164,0.7489120176381575,1.0,-0.37717048974933626,-0.04413667601896977,-0.4670640962173329,0.2657001325188562,-0.37398986815973045,-0.02629095849300836,-0.22032887956428257,0.08528184172179723,0.6118212792798724,0.3460161118795072,0.2705138839044984,-0.37057619203477715,0.6099832101054543,-0.12802677659057654,0.17581596524306112,-0.22730626471610696,0.6935743097570631,-0.3830676384389115,0.564679689110217,-0.2909052858213135,0.1573715809183952,-0.11697934188456617,0.2139723415001891,0.02780308082273577,0.03891439432578496,0.12397819755798084,0.1463891004631281,-0.4758363132170889,0.6160013024798727,-0.12482925220083523,0.007665552521648846,-0.0628060471059371,-0.49026485094495564,0.5978468511789385,-0.06071722797437005,-0.3399219380047431,0.5055218986817643,0.2042553055385098,0.711953193771726,0.8169545593191708,0.41807016265401253,0.5006026554389779,0.3139288636424944,0.14408880837736782,0.5873613339267448,0.043828239091007686,-0.12207703084842508,0.2609795119555475,0.04338064889325312,0.17512528858121407,0.04432277701146372,0.07589604115835119,-0.1627189476751177,-0.4083076492791258,0.24028062780004703,-0.3507646287880097,0.2493574734359945,0.3552055731149259,-0.2291387070331491,0.4913580743859824,0.6792958783964003,0.5946336739447988,0.12535164909349758,0.7096119176152,0.4452620284099252,0.21156955158653554,0.48548523880679784,-0.2637495580250989,0.36167670963943455,0.022496245738837708,0.27368139151835036,0.4296956391028581,0.7341538390248755,0.37086507878444164,-0.3641199356402541,0.09280212215555508,0.3565823568106992,-0.14160276072331207,0.26500844711795896,-0.17663282091682336,0.20920335833055523,-0.4876427040421289,0.029514444577215096,0.6568874086263017,-0.0359631878107151
Cerebellum_Crus2_L,0.4694745134809331,-0.0016554312530456955,-0.17877774517254783,-0.5114805274405657,-0.37717048974933626,1.0,0.11213001354096519,0.5230119985233455,-0.10823786419603329,0.30353342714840587,0.20118680285752502,0.3362460121580288,0.19627116420943094,-0.55570554191105,0.03797284239903698,0.013608128984785204,0.4543573023707988,-0.24851305680693825,0.47280186443150446,-0.15634084319320252,-0.06982821705543346,-0.17589668585286558,0.4693538867344823,-0.010865356054369495,0.48274499073537536,0.06214576736358254,0.35066892441699815,0.04470638732044332,0.11149908150360092,0.14843095675726747,-0.164362747042616,0.08019775484633201,0.47209085628457775,-0.15965747534856,0.3785947188781386,-0.06427805569881845,0.37916689733381154,0.3343994465248179,-0.28931376787718815,0.269152498211756,0.48036656782833703,0.14358493493064917,-0.08370336681005802,-0.31573268853960634,-0.5532184573891602,-0.10368987145195874,-0.27594393199370765,-0.01153513479138611,-0.05966410282648156,-0.13458601489647992,0.18880183953192378,0.34800467300577825,-0.008306858511686712,0.006190421631993081,0.1178126090380402,0.022827451429781667,-0.0711786533450038,0.4021251059938209,0.637758011942518,0.08519240178529146,0.3594018254227705,-0.013835634153681437,0.0735141155976389,0.5832258235188762,-0.3174752234646411,-0.11660517265179557,-0.15657999185334778,-0.05422919207803784,-0.5225062340809744,0.07253651762853976,0.06779836981846321,-0.09188761023777545,0.37940145269452596,-0.30368981618298224,0.09152016091940308,0.0032134218300932348,-0.02420149970367665,-0.46123740848717704,0.24132313296550545,0.5323879823895299,0.23022465307942575,-0.11271280094348879,-0.003953484611486717,0.13141546052324304,0.22528468900273727,0.12899113849080485,0.6321087836520602,-0.05188373619745701,-0.2290934404304411,0.08912409378243341
Temporal_Sup_R,0.6564279069713846,0.6979364022900065,-0.27720589680453445,-0.009188164490632825,-0.04413667601896977,0.11213001354096519,1.0,0.643117997891414,0.619404990444407,0.48770413715720284,0.7326315299468334,0.5690036831892583,0.8135334152518633,0.0022994417555571873,0.6226806606497622,0.5667798610911255,0.04926170241275693,0.1795464228812249,0.27999596382505915,0.16351631100123212,0.04839970172448184,0.20271487339605823,0.5256648461040425,0.5621803325710869,0.5490092615845632,0.6797764567578938,0.7640361772781034,0.4861242553928663,0.4106948523193711,0.5692372002558852,-0.25863748844894313,0.6865845267304446,0.49098247443351944,0.3848828650867187,0.7289748374540987,0.5905895074460173,0.6609211325337021,0.6659750140766036,0.22441858392944397,0.18500850262858928,0.7099727773831747,0.293237539634687,0.6368954670056997,0.32886916473396655,-0.11014066140767456,0.3789166252030961,0.089934830689405,0.5316312634552753,0.578527042088359,0.5306114256847837,0.6777885166081355,0.7679263176862954,0.630378804691564,0.16872194543564606,0.7772736500259197,0.8039681730753798,0.7029671837014698,0.7035428270898431,0.4944824700984996,0.7078244645247627,0.6984416775712546,0.479100512619036,0.5017649715647269,0.3972111116393118,-0.1531892378245761,0.21470577163726334,0.31884114549501047,0.7722508633423293,-0.22845434240721618,0.3072688711870325,0.6963590830007828,0.5196958031304519,0.7621441628555706,0.4344612855651775,0.4456437423913652,0.5336723686127918,0.6419300522476649,-0.06437665263769878,0.5680018378646303,0.6385203109863379,0.46974720894298017,0.7288785758501083,0.6653948936880857,0.5652570116995524,0.8407795396503637,0.6342772700100788,0.5329182652439802,-0.266392483025998,0.193776562062116,0.45399102350957843
Occipital_Mid_L,0.7526305661018025,0.47067586849346277,-0.4581034379536546,-0.419740699292118,-0.4670640962173329,0.5230119985233455,0.643117997891414,1.0,0.2954253007304132,0.7836828188810157,0.6406069351516505,0.6408123709492124,0.6357962020408915,-0.3976160237200297,0.42432711629024567,0.43517334017024745,0.41293026246137676,-0.1301730011179444,0.31587776443444915,0.20428415452365167,0.16098377871426908,-0.23099323258073615,0.9117447476855471,0.10920479872166075,0.7986141711740906,0.5341106597558151,0.6581269270869731,0.3641458077549831,0.3396457448498101,0.5817147797065116,-0.4224095756208634,0.5234738165230858,0.8933498856580261,-0.14693331464716128,0.6499916164569063,0.4025734528708805,0.5864815847282154,0.8784496936310852,-0.10809306018902644,0.24517073919101584,0.7508932635302399,0.04757294620810023,0.33160271400837776,-0.08004852814460875,-0.5739274829955937,0.22568386760754158,-0.09247373003858494,0.30157659066253845,0.35894651521445026,0.07621796996897397,0.5642972399809115,0.7357787129215895,0.22741338621911827,0.18530203000709017,0.5717986009484001,0.44646538789001766,0.41859253733723134,0.6681935743369387,0.6642492569604282,0.4634688387921839,0.9127200771669921,0.4295355310387561,0.35218387030173237,0.6203819570981238,-0.5596677611988687,-0.0783062992576507,-0.011559472614621981,0.45868316453810537,-0.5949804756827813,0.0285209159508971,0.446526659527042,0.15871920371443113,0.7825889501711613,-0.0032387371368521028,0.43489092074755775,0.2771890334042072,0.340932411490344,-0.4280931161508052,0.31382832658374427,0.7920723354501317,0.3790830131829909,0.32562961206953955,0.4890813653023131,0.37070943319670796,0.7453094354484058,0.4801352049643551,0.762029241590291,-0.039021771928164285,-0.28753623492047087,0.5910361950163974
Thal_AV_R,0.26937228642951344,0.7536046179871977,0.03486390928466563,0.35323065510447177,0.2657001325188562,-0.10823786419603329,0.619404990444407,0.2954253007304132,1.0,0.25254685210119804,0.4870442648448784,0.3690186691353798,0.621190641987378,0.31922627504915563,0.7232372695489624,0.577359356067342,-0.1633171440178398,0.3279731933035447,0.12302360913073743,0.25834020244274064,0.09770548329718702,0.3560900076951147,0.2358290852539947,0.5816063367366962,0.24929372193207372,0.6656181413345227,0.44371751117251423,0.5348987837794988,0.30155090020957737,0.6039135220399168,-0.21353662099301543,0.5919784220924253,0.17195117235865726,0.3985134915469612,0.4510032303114175,0.47553787469625297,0.468189324175855,0.3381278101462038,0.4176431494672148,0.2036762794213475,0.3463312158104841,0.39145892026981194,0.6535255943519108,0.605732198689117,0.30473405394962405,0.5555505148660241,0.3807086144208707,0.6746572299139229,0.4739892939365616,0.7187020999415595,0.5344748772416003,0.5387224396450194,0.5689018419020907,0.10339180704344601,0.6874407691669198,0.5875089170606634,0.5444482538511635,0.4345582104176011,0.1201239688303197,0.7123807799301052,0.40124097061628017,0.5439025515022843,0.6236064774129629,0.18407175791139582,0.07224819441119491,0.3787716469788608,0.4765158174090733,0.6265305275604118,0.1432837254630341,0.38398928590266956,0.5674745591571035,0.6822004811447967,0.4409159994872002,0.44719247737714873,0.35465773782097987,0.5093404554734247,0.6482486149264931,0.25583598831665283,0.49442334495658674,0.30180376048942015,0.32098379083944767,0.7720738425249496,0.3721895913677392,0.6088637004862497,0.5290673940790436,0.5575549513495096,0.14796177641225947,-0.19089173582692723,0.3705226853079598,0.5019072350222996
Cuneus_L,0.5721887352396521,0.38007825047883353,-0.413893192321236,-0.2785750818454303,-0.37398986815973045,0.30353342714840587,0.48770413715720284,0.7836828188810157,0.25254685210119804,1.0,0.5617009584423306,0.527302159272238,0.5338310394169804,-0.3051394638939993,0.3952782959340599,0.4561955474368875,0.19465018477786897,-0.10113033835902646,-0.08691584298148095,0.2411328675313992,0.2125375779181834,-0.22118324729830693,0.7821121502565389,-0.007369909989250492,0.6086277360868576,0.5168779776496922,0.538500567812603,0.3637307809243563,0.31287136451625575,0.45102279200057127,-0.40330057784240714,0.4330650931202166,0.7985064626302542,-0.2504243100585557,0.50327218261518,0.3615741873159203,0.3674501454608194,0.7236537893297219,-0.024031856005539032,0.11902125316062762,0.5811940013996173,-0.17882595929933703,0.21283816566803,-0.0393981492611785,-0.4554446612878945,0.23670517005015113,-0.003855281867999275,0.17802618754216112,0.35974030374383825,-0.013056404571203344,0.42746521442456586,0.5969896455425932,0.03864814811128205,0.20639984542374976,0.5310064982813723,0.3898681648800648,0.37055909295142164,0.48435727708680454,0.4076019600680142,0.3344212482980027,0.7910389123233181,0.4645342744789162,0.2917162447893496,0.482411773378797,-0.5407585110742998,-0.05261959367217815,0.08320273178018572,0.4252331327139496,-0.41740374906111627,-0.0975559747651375,0.43402501263147425,0.0964831605559239,0.6046674153418525,0.07245413654397814,0.43147461110241225,0.10411087968983793,0.2674054704938235,-0.30690409430342175,0.1730453045502844,0.6053257632938891,0.45357586144517587,0.1713591197263162,0.4191979429118021,0.24392867898042542,0.5925476844280171,0.498702820207351,0.554094329692175,0.05200458087502905,-0.2623841286354048,0.49844526658453053
