,Parietal_Inf_R,Frontal_Inf_Tri_R,Cerebellum_10_L,Amygdala_R,Cerebellum_7b_R,Vermis_7,LC_L,Temporal_Mid_R,Precentral_L,Thal_PuM_R,Raphe_M,Cerebellum_8_L,Cerebellum_3_R,Cerebellum_Crus2_L,SupraMarginal_R,OFCpost_L,Thal_LGN_L,Thal_PuL_R,Cerebellum_3_L,Supp_Motor_Area_R,Temporal_Sup_R,SN_pr_L,Olfactory_L,Hippocampus_R,Frontal_Inf_Tri_L,Frontal_Sup_2_R,Thal_VA_R,N_Acc_L,Cingulate_Mid_L,SN_pr_R,Red_N_L,Temporal_Pole_Mid_R,Thal_MDl_R,Rolandic_Oper_R,Cerebellum_9_R,OFCpost_R,VTA_L,Temporal_Inf_L,Vermis_8,Frontal_Mid_2_R,Frontal_Sup_2_L,Hippocampus_L,Supp_Motor_Area_L,Occipital_Sup_R,Vermis_6,Cingulate_Post_R,Cerebellum_10_R,Cerebellum_6_R,Lingual_L,Thal_Re_L,Heschl_L,Thal_LGN_R,Precuneus_L,Insula_R,Angular_R,Postcentral_L,Thal_VA_L,Parietal_Sup_L,Frontal_Med_Orb_L,Temporal_Pole_Mid_L,Frontal_Inf_Orb_2_R,Pallidum_L,Cerebellum_9_L,Occipital_Inf_L,Frontal_Mid_2_L,Occipital_Mid_L,Thal_MDm_L,Parietal_Inf_L,OFCant_R,Temporal_Pole_Sup_R,Insula_L,Raphe_D,Cerebellum_Crus1_L,Thal_VL_R,Red_N_R,Calcarine_L,Thal_PuA_R,Thal_MGN_L,ParaHippocampal_L,Rectus_L,Cuneus_L,Frontal_Sup_Medial_R,OFCmed_R,Angular_L,ACC_sub_L,Calcarine_R,ParaHippocampal_R,Caudate_R,Thal_PuI_R,SN_pc_R,Cerebellum_4_5_R,Cerebellum_4_5_L,Vermis_1_2,Temporal_Pole_Sup_L,OFClat_L,ACC_pre_R,Fusiform_R,Frontal_Inf_Oper_L,Thal_LP_R,OFClat_R,Occipital_Mid_R,Vermis_4_5,Thal_PuL_L,Putamen_L,Frontal_Sup_Medial_L,Thal_MDl_L,SN_pc_L,Frontal_Inf_Orb_2_L,Occipital_Sup_L,Cerebellum_Crus1_R,Pallidum_R,Rolandic_Oper_L,Cerebellum_8_R,Temporal_Sup_L,N_Acc_R,Precentral_R,SupraMarginal_L,Vermis_3,Thal_PuA_L,Thal_MDm_R,VTA_R,ACC_sub_R,Thal_VL_L,ACC_pre_L,Parietal_Sup_R,Cingulate_Post_L,Fusiform_L,Thal_AV_R,Paracentral_Lobule_R,Frontal_Med_Orb_R
Parietal_Inf_R,1.0,0.5195227427223506,0.3587492087433444,0.16565683363882533,0.04637714528403322,0.12738161706919626,0.03703959206397264,0.24354283873176316,0.6786301056618927,0.45801059517560583,0.08285647868947159,0.1689667935504842,0.19078451248509565,0.09152016091940308,0.7249959194539803,0.4614100128268952,0.3941226133159416,0.24049665536610856,0.39864879710378726,0.6600939173254271,0.4456437423913652,0.1851787030378414,0.3475537131891165,0.3617748671134211,0.7630225956006178,0.7350110640592937,0.2578962291340665,0.5779556086604449,0.6298734869960537,0.40499356225768995,0.39229372843857235,0.15007557009916608,0.26228583011464995,0.6748227823891357,0.12767990315596542,0.3095165120613267,0.39193659761761734,0.3013976725235407,0.1944967082208455,0.6971420392440508,0.8176894429515521,0.49978009834563253,0.7573271031490495,0.5362742292643179,0.04568678110100827,0.34385766790688566,0.36267843561495006,0.12085497984951543,0.2626549391767414,-0.07113755449244831,0.44138452117846544,0.1653537019606452,0.61784156702562,0.608013986000524,0.7116525246420846,0.6487267063801384,-0.07933858332842225,0.5894840812909011,0.16859728008660918,0.25185617464156207,0.24286985196715355,0.5487565154484959,0.20608286207789409,0.12719649047652914,0.8267635209392566,0.43489092074755775,0.4696773470822253,0.7153280661014358,0.022496245738837708,-0.007366295800290481,0.7342616223540206,0.4548636027674567,0.1150667664682645,0.5395430617510157,0.4227807803552077,0.3768715273917446,0.4712821438443801,0.2822233772504586,0.5451555059486711,0.1808797432072058,0.43147461110241225,0.6703386460859956,-0.08863280179941248,0.6044604817188463,0.13794157087745637,0.42145937667488237,0.5073380692243225,0.4005341071330395,0.3046777509432573,0.4531867367709281,0.4968600387008133,0.521405212786446,0.5004873865867174,0.4389858721018685,0.23699287270591418,0.5484962287730932,0.32356617818871874,0.6771265791682363,0.030999891060951818,-0.15163181440971263,0.38302622704762623,0.43612107993907634,0.6665524186015879,0.46093001120158,0.815415914669181,0.5392473425333691,0.5356414457936034,0.5067674532093317,0.5127827434054483,0.21927901282820003,0.5547653230087211,0.6699336331959722,0.16810584329207834,0.6641454986499209,0.18689892327663107,0.8162479107709006,0.7433256925394697,0.4206626583441407,0.4429839738124439,0.34300719922131623,0.29166741098579124,0.06008342946334482,0.28944553971559894,0.22885647150024074,0.5904929516888549,0.4920361069037579,0.3646471303407929,0.35465773782097987,0.8142209491678793,0.13839602023520794
Frontal_Inf_Tri_R,0.5195227427223506,1.0,0.7309522905363468,0.11721564390371986,0.28462694786411075,-0.15894113363076764,0.265284992061678,0.5844129175330609,0.7978694860223277,0.6478519117249576,0.4500840932190963,0.26489939085296427,0.7126830504783553,-0.0688902688746205,0.6315024276430936,0.7694638338383609,0.5138630157765713,0.5877936685051987,0.8027594738724673,0.8401975896226654,0.7763623353759497,0.4456800691690292,0.5570299533329327,0.43875195310175014,0.6453625087093066,0.6236082531576184,0.607042839755449,0.22055130860120284,0.785643183959706,0.6196790531386632,0.507786501173808,0.10436083402691568,0.5415977069959562,0.8526710054647034,0.5460490847358859,0.4785272706914196,0.23245194952190212,0.4185850512480944,0.3668035521725151,0.9071054255472316,0.6651874285056342,0.689104538727872,0.7598636223086639,0.4069910120851182,0.34456825413334374,0.6624741021998564,0.7984986774355125,0.491745484335407,0.5640891963564455,0.16589323018491944,0.6022210033004063,0.3445428656708282,0.6173377364729421,0.7683171236304486,0.42785660069497944,0.5844965387547085,0.3422431633889429,0.20092753549282547,0.07137925876995786,-0.033513390466189806,0.678639177884595,0.7409671694092383,0.5997306599061514,0.18234414676451588,0.7200571646634679,0.32245742002928285,0.6396775897238257,0.631592063645184,0.33679490815435675,0.42959758152182376,0.7725273588940539,0.6233911068290862,0.23691255606357844,0.7830342786880463,0.7301341859150144,0.5596933581880764,0.5164258940488151,0.6009181805366177,0.5583789930887615,0.4632416153850118,0.2252366107265537,0.3110103229376233,0.22080338371442967,0.3410388024164113,0.2917689674167013,0.48875352190915455,0.768287240854412,0.8506585470202496,0.4864851729219977,0.6261188057113978,0.7933222251436458,0.7575853506322042,0.6856859335082195,0.23172357672910301,0.11547142828123802,0.6071417954237334,0.7214220953101578,0.7419114416709004,0.5587974434461356,0.22495857766028607,0.29159570927491607,0.7142936552120184,0.34637775658424136,0.7742195315973641,0.5734296356048355,0.7569291218573377,0.6679543919980037,0.5769951650472536,0.2718554474199329,0.45931513457886824,0.77690607892911,0.6305865128516613,0.5758374782582512,0.5304898510139953,0.2823615599024349,0.5926561700378964,0.6192645425978484,0.7788903300867444,0.6588619099580179,0.5991803873189562,0.18958262831927206,0.16638565721568727,0.7366447309853695,0.4827243088381487,-0.14206396052364542,0.6596409147273122,0.6094743997647795,0.708666187761365,0.44016892013712877,0.052839549443344506
Cerebellum_10_L,0.3587492087433444,0.7309522905363468,1.0,0.3235375154506252,0.3979388507144086,-0.3537474590944043,-0.025668836798619997,0.6513115021547122,0.5981836818708403,0.7331021071346566,0.4190707080362797,0.5542346646240505,0.731954134013606,0.18880183953192378,0.5032932051196993,0.5530488936930684,0.5106837489882045,0.38887546109791354,0.6427258680799236,0.7455138355520405,0.6777885166081355,0.32116880229998496,0.380354934224639,0.08136242507935755,0.4353232314097333,0.4704453587014661,0.5147452297623362,0.21177795674055297,0.559495492603904,0.41501209607847606,0.3420556891028772,0.3951780467972924,0.18819585636132002,0.6123461958336421,0.7087002900299114,0.31578723694220484,0.22267035507672558,0.6395416197912356,0.6224196321101254,0.7842552130013488,0.4299533652505446,0.6260327623478082,0.5948656147522499,0.5544818456476329,0.6192942327068096,0.43207283779249456,0.8135261591543574,0.6775061321057871,0.757400758216939,-0.09149083854052627,0.3546587746386437,0.40704025188770177,0.4948033083901117,0.6947982259521297,0.29316941879126207,0.32113834311305756,0.030101536713737293,-0.00017829740951686002,0.07052989014509488,0.07609532830400662,0.3710684089172278,0.4754756144438125,0.7743293855968378,0.5131252705748612,0.5543557029732773,0.5642972399809115,0.5356836096363476,0.409921575465268,0.043828239091007686,0.33774382767513716,0.6635885628642336,0.5901683198393737,0.48681301634317975,0.5471097795991897,0.5914847629028367,0.6950502095252763,0.5888314373997163,0.5006241405573524,0.36990694579666555,0.2043650677909176,0.42746521442456586,0.015765028159208307,0.1531957547352922,0.17753217962599932,-0.09453577455280049,0.7403956050606464,0.5747521655108796,0.5913953325326736,0.7073321452751732,0.4695588269253125,0.8503488214335337,0.82161004459197,0.6292363234660412,0.37996913047243785,-0.12940762827052382,0.37974907421528714,0.7794165050145677,0.5849838742725259,0.35715245267380696,0.0910387719423737,0.43952358085313287,0.7728934180192191,0.4940567954678656,0.5227652653625575,0.29860308907717054,0.6218998139897618,0.4746929284486411,0.32968267478899127,0.47927724730051285,0.5106475476291737,0.6111642650044542,0.47573638086706926,0.673332533636627,0.42019130369765084,0.21576347406661694,0.49595411039424164,0.4913133177304097,0.7142792512681972,0.62618337825688,0.46118395154793623,0.10437089497015598,-0.14671868246676634,0.49934974704489077,0.18800223091095236,-0.24564142335038386,0.40579555102213744,0.8051328756066642,0.5344748772416003,0.23249175508413536,-0.20619619866482225
Amygdala_R,0.16565683363882533,0.11721564390371986,0.3235375154506252,1.0,0.5287597158636257,-0.3704632309466336,-0.4795971032238536,0.5367095816268228,0.14329450577920932,0.5672244219008277,0.2938083305876261,0.6326117977673537,0.3844109315803868,0.4191735592806275,0.3149206952485527,0.2002396030194822,0.3674377847448596,-0.18893165807364862,0.04366697438175326,0.33223953885961005,0.43014967757498185,-0.028379483570505244,-0.016709763351829533,-0.5728849542441994,0.04817307507843199,0.23731756592629774,-0.062068019013402836,0.2096438749645959,0.16032626254539722,-0.18087403390510526,0.005912101760867075,0.5409489522793733,-0.30741943872826133,0.1650483701425466,0.540804723740966,0.39123864826724397,0.2651491802182753,0.4448884650354958,0.5814801872408702,0.2628333935970205,0.17498869106947104,0.16790429353392677,0.21562744863201105,0.5733686155123864,0.6067866178669002,0.06875566265745459,0.2980274807301313,0.6258315020769369,0.6322958765657585,-0.513506746960417,-0.028187087047612542,0.10306410877363725,0.2195012813198297,0.48676537499542516,0.40714852418252784,-0.04644399070196975,-0.6127443038884643,-0.02444885031961458,0.1716132559350969,0.1968548053824816,0.012328706267814063,0.10810307670831644,0.5200473987912938,0.6568612378862189,0.2614026204106307,0.6600455706647097,0.18181811019072233,0.1737375739226621,-0.5535659156596507,0.420797258503342,0.3635117063602457,0.17913733955692415,0.5953930949928289,-0.058537142347543106,0.1750400852856784,0.5352073702641381,0.49353595246398557,0.15999773890567753,-0.23904660020297436,-0.14433297738651188,0.5098670894131525,0.08909782891188261,-0.3114473340203073,0.28703062179923683,-0.3598864471289294,0.6337119028523296,-0.10780594898734489,0.07500152022471805,0.6069830950775927,0.20298721616422508,0.3733930890372596,0.4247319796510316,0.17451659525758761,0.5393744536677652,-0.5209917202454553,-0.09749834138473741,0.46113743803391083,0.11331783547645638,-0.116896386918065,0.18327970391313297,0.6356397618125174,0.3775352737486791,0.5867758852001436,-0.04718695097628458,0.1818633605807021,0.31376541972633093,0.20905392987581387,-0.10110320443190335,0.615111210536093,0.4998133562777922,0.14359417553438725,0.2522613315143044,0.5270542601101664,0.21464014368918985,0.09008506371601198,0.054156237455001366,0.3455229922246883,0.2550073479506576,0.3304906484021305,0.08396676444153657,0.07787621461844625,-0.44577248454244434,-0.041627953534572555,-0.19903783166672095,-0.15653810108200242,0.14922461199712703,0.47811204406816066,0.13155530431885654,-0.08362442714855244,-0.3591633820712802
Cerebellum_7b_R,0.04637714528403322,0.28462694786411075,0.3979388507144086,0.5287597158636257,1.0,-0.4370779303925571,-0.41980272488075976,0.8307650985061465,0.3705021276786118,0.6519298870621276,0.33615310312767843,0.4749222942636036,0.45557630617102457,0.3362460121580288,0.19404068539890648,0.3291261903445249,0.556962912515041,-0.12884331572418478,0.25052707774370864,0.40393767011805465,0.5690036831892583,0.1395522094906263,-0.019677973262287107,-0.38490698155097713,0.0028284666811408234,0.31055161709877055,0.11570522811005632,0.09978316431825121,0.34866862032760726,-0.021133421404411875,-0.10081033890974526,0.24841796676600592,-0.1338354721644999,0.20011327263771933,0.6987722538101329,0.5618356474728056,0.1715963471542351,0.27374689588392537,0.6313996788890125,0.34748046276891914,0.17770142662125585,0.17135537591596461,0.27471832478434627,0.6722842110109697,0.65468083381676,0.3789333670058651,0.3507100674749413,0.7960907636579972,0.6537726207128906,-0.39355566284411464,0.2718357738104093,0.24019956015744462,0.350857562805993,0.5167929878481742,0.5015401364948907,0.2515284807618705,-0.3859924137068562,0.09788064948974007,0.10566133483734817,-0.2520803295405914,0.3784106906165639,0.3203515171558181,0.6122682562294836,0.44492819695179064,0.26324187198244325,0.6408123709492124,0.2742615392239555,0.3896472445853526,-0.22032887956428257,0.6992286532147333,0.37019436898827357,0.16857969405924117,0.3585056168488514,0.060803942684511524,0.2457018336810207,0.5892525265891522,0.39009062325175153,0.389129076139329,-0.35687388693613065,0.10882490663588303,0.527302159272238,0.03624036423178087,-0.1276407727073221,0.4271436394186041,-0.27033596960713685,0.6245427263424205,0.051728039601750424,0.30604034863971274,0.655118002926699,0.4524457952893785,0.4884289058745889,0.5164112260436425,0.1486254515795364,0.2518273842357492,-0.6674696316760665,0.012946069909725265,0.7319783543479316,0.27017805494329344,0.09229573908985322,0.2988726551001906,0.7410226135544491,0.4563442490236496,0.45435713953622014,0.2382738048957857,0.1615048384237895,0.33322506003115865,0.15794371484575667,-0.11509135880430983,0.5861403994801454,0.8733402939128638,0.30984407703996286,0.27003779262959887,0.7643881654280628,0.1608547995856689,0.1959232189307508,-0.16197125078326757,0.33612121376881426,0.26251296110917366,0.5429615750215365,0.1578384500485289,0.1320227947303805,-0.2386918503088684,0.15628259902198705,-0.08648269929266411,-0.3881858792562359,0.3266140271665447,0.3601096230615486,0.3690186691353798,-0.07666300519844534,-0.27544873135280595
Vermis_7,0.12738161706919626,-0.15894113363076764,-0.3537474590944043,-0.3704632309466336,-0.4370779303925571,1.0,0.3484093313686998,-0.43060919077739607,-0.16054760748400335,-0.3375556324529354,-0.338427294202879,-0.4838749958162497,-0.3651711007733639,-0.164362747042616,-0.0323671292938494,-0.17477502311579118,-0.2535860955393408,0.10878906319526724,-0.16894136085472639,-0.2644884879726959,-0.25863748844894313,0.08644901440320112,0.07147069865275515,0.3581996882652853,0.14118656697330093,0.034798841286694915,0.00860783326401303,0.015789105285759907,-0.22467917094201043,0.10483555722699422,0.11528993901227168,-0.5167843877017125,0.23460881328561106,-0.04394774657198043,-0.5241351840422394,-0.13609729373865587,-0.2025238222770431,-0.32229433351876347,-0.6764843958629603,-0.21756098106396582,0.09480227911945278,-0.06450117476079595,-0.14317048608525385,-0.3137563062922128,-0.6345979911352507,-0.2401616369814501,-0.2845161037537713,-0.6355806686556273,-0.5169764209513096,0.4146960552681136,-0.012978825499189446,-0.12846484765585373,-0.021356521058221285,-0.2120750864409463,-0.10767904892747604,0.1139948335342556,0.16407494596569414,0.3205641182212491,-0.12361916559779748,0.12702886173751785,-0.08157805597186325,0.022409409164549497,-0.5368676711927355,-0.5266012022803802,0.007135122706620108,-0.4224095756208634,-0.1125633441609372,0.01929277948303862,0.12397819755798084,-0.36339675061382376,-0.10495213712237793,-0.1450176565922969,-0.4308247531722308,0.012119596031147761,-0.10351172491970337,-0.36547273357345617,-0.028453882795028917,-0.08055508466383521,0.27586163633458016,-0.009881985661984699,-0.40330057784240714,0.2945670741548458,-0.08938766306142154,-0.12490001442594248,0.36372550044870233,-0.4206894639842113,0.12176781569843959,-0.09668441446945475,-0.4484321438124277,-0.18510860882899347,-0.29591304808660235,-0.30777751876539455,-0.13976547767083972,-0.240069239937265,0.3323482321776107,0.1529307100112476,-0.4439376480584053,-0.04695858471953727,0.039262272352117454,-0.03687958519432957,-0.33923938684616217,-0.20147278106380984,-0.22588708569464305,-0.0323656486500524,0.12697368796585287,-0.0944325578429239,0.010068901136750522,0.21277155837871398,-0.3038589502098601,-0.5174700008862939,-0.16571033226018567,-0.030600709111682767,-0.5602059711550286,-0.03927550640325413,-0.10779715739614301,0.05668156834346988,-0.12597613553922787,-0.10528967546952707,-0.39178879208287287,-0.02641488721363657,-0.14174884349780345,0.3904193600120416,-0.079082690450495,0.21595062137549412,0.4792457871801044,-0.21449312518804114,-0.29677301686639124,-0.21353662099301543,0.3014013147692927,0.34194777343594734
LC_L,0.03703959206397264,0.265284992061678,-0.025668836798619997,-0.4795971032238536,-0.41980272488075976,0.3484093313686998,1.0,-0.28354941552720336,0.1910632204156457,-0.19822664861462674,0.09666357288483605,-0.6587104475130678,0.030240568648797296,-0.6357861960156814,0.017648015478607736,0.2373573606522231,-0.27386649966477566,0.600394755940415,0.4169904027165058,0.038581154782771965,-0.13989887249028657,0.2572816238525257,0.26535437117649097,0.7687901635942166,0.2827902024538973,0.19680044483362538,0.26739799342026593,-0.14804942929242945,0.11080704168611094,0.3879190498954775,0.38103463879998756,-0.48142129944774603,0.67054077380112,0.13528525712025746,-0.3360511364868264,0.030302992249472117,-0.07122924054138488,-0.34193987966740874,-0.5330524444957195,0.07622000621573453,0.20821155837937505,0.11888844735985707,0.045703079856821725,-0.43514909830934373,-0.5634074499647221,0.1509700809261796,0.03711387397175485,-0.45537747566103043,-0.41078396262280337,0.5507022378518583,0.41768494354844,-0.08012646124492079,0.0262536739048164,-0.1542791792575721,-0.2343127421843541,0.3206351788795293,0.7577426190029986,0.2270761080152697,-0.02900941439761169,-0.15615395521530925,0.2688458232101896,0.25035120854186754,-0.3128802817571613,-0.6851183452109575,0.07000871634380645,-0.608088347134973,0.092842106059021,0.17230229061215482,0.6668768186088353,0.02655851788426418,-0.05296697630934112,0.1658465061762759,-0.613940642920239,0.40620116547218965,0.31469313618522465,-0.2668642092983097,-0.166955853010204,-0.0039139229722667075,0.6042633182244987,0.4909110564212411,-0.44734311813541716,0.22732801891498722,0.3236106642000949,-0.12092128559688306,0.682513685159642,-0.4066778301876657,0.5551606159593101,0.2622344945266454,-0.48768517881185014,0.15508925680822797,-0.007701633824592585,-0.08293457787127906,0.11415599018141483,-0.4283131808936848,0.45310700124486336,0.5364075591395425,-0.15890658438005814,0.22915633560507506,0.465124985888406,-0.02387610917894235,-0.5154742819989622,-0.03926964119308916,-0.4397991022201971,0.4596342379198234,0.1533767014198129,0.09499184055039386,0.3074909235408664,0.2750324686477867,-0.4879779547109552,-0.3550773204610572,0.10575716793854785,0.04694301693815086,-0.21458943001476674,-0.07868141042155022,-0.028577761190995466,0.07924258794081973,-0.01595976394817372,0.2089602364038505,-0.028029358344318807,0.18760455896370745,0.09361016929604128,0.6111578005732061,0.4348255564460838,0.5701971335655605,0.1760697897727001,0.08396865101984863,-0.22504886897946833,0.21710321354618187,0.2120551759389315,0.34356183284970715
Temporal_Mid_R,0.24354283873176316,0.5844129175330609,0.6513115021547122,0.5367095816268228,0.8307650985061465,-0.43060919077739607,-0.28354941552720336,1.0,0.5383599273378242,0.8071675810517193,0.4353602655184082,0.5180907554133121,0.6889700418850595,0.22528468900273727,0.48853076985152777,0.5538503887070308,0.6080379270496573,-0.028173464762969277,0.4839364297087409,0.6410063966697037,0.8407795396503637,0.27993059052824276,0.1646649211926887,-0.22261978616650568,0.19382848217102439,0.4983537697925661,0.31521030578301007,0.08840485428525917,0.5399953227875648,0.24584101821666232,0.10789856287887103,0.27763974942538266,0.015582469202606515,0.4852256461262704,0.7872305070093769,0.627522671300689,0.13303758061080695,0.4442736699890059,0.685239038423435,0.6228607278833339,0.3902026858427932,0.3698786475121207,0.5136737116014873,0.8166413490688411,0.732927016283244,0.4827408829743286,0.6569355636045808,0.8741403670741543,0.7980908076507992,-0.3478980889711531,0.3748382525846143,0.24714830284646463,0.5952240370431211,0.7185515148345406,0.6386710705602031,0.36302629657037383,-0.2777782023582447,0.1942521644739986,0.10325025887850282,-0.19276968098112668,0.49602542631953284,0.5404345401422949,0.7147712124601228,0.502094627877113,0.5011756421011971,0.7453094354484058,0.5221080150748175,0.5458797094857001,-0.17663282091682336,0.7524717823621173,0.5862428921935106,0.4677718388329559,0.4452618937286466,0.30973339733404226,0.48710526041167107,0.7885982478306784,0.5420454446781746,0.5221938293756347,-0.11115130889350658,0.19716466032056132,0.5925476844280171,0.16497961136116052,-0.08819394169888134,0.4719650129448806,-0.1590923131951664,0.7588654513644597,0.3087082786014535,0.5882258107952163,0.7608929090197827,0.5694896644851544,0.7347322228140856,0.7519377032052542,0.4407579098528456,0.30315265790797646,-0.5948794651411001,0.15435625177605453,0.9045891965492667,0.42196498992135434,0.2747818434588471,0.2987074359114283,0.8132214919379253,0.707420749179553,0.5149456187483087,0.4439545971689116,0.3314027799718057,0.5686349616057905,0.3780934839832888,0.07968479957248041,0.673592938744763,0.8606943289959574,0.5554370633341451,0.4165106413596745,0.8436370049047296,0.2992436381598457,0.2615741102699784,0.11067768918461784,0.4903585196214275,0.5958277489521094,0.6511871196744189,0.4113172470376809,0.03572180013170856,-0.22126583882198841,0.3743477089065355,0.06075139787392739,-0.33126095994365173,0.47488571344957253,0.5929954363606409,0.5290673940790436,0.11898494395030518,-0.26380337744929266
Precentral_L,0.6786301056618927,0.7978694860223277,0.5981836818708403,0.14329450577920932,0.3705021276786118,-0.16054760748400335,0.1910632204156457,0.5383599273378242,1.0,0.6872944946033587,0.3141937483594993,0.1774152874976456,0.5297173168772428,0.03797284239903698,0.5708586265013225,0.7916535997622519,0.526349826303051,0.46766474811298936,0.7580191390702786,0.9061971892427042,0.6226806606497622,0.41714778467288327,0.5002660406475098,0.4700434395342909,0.8166731368637147,0.8489927201640496,0.4576366528396737,0.42911757794220895,0.8463296654506755,0.5866205898097886,0.48485708527389376,0.05132139460699845,0.48889112069823104,0.8212021589871483,0.44613170470809216,0.6401835330229156,0.3103965686542377,0.2952776479526289,0.36341516620046505,0.8282222854171124,0.8660194745115968,0.6828169614641331,0.896015295691056,0.5386443206959735,0.2430175395668539,0.6960258139348887,0.6417946823663125,0.4136785217608527,0.46296123176838194,-0.049875099112381666,0.7436542570831035,0.30519632973796523,0.744041814797741,0.7974813202941385,0.5911663773870467,0.8675644393760764,0.20980898225790534,0.5090795095071048,0.1349743215612133,-0.007546993605815193,0.669654664688134,0.7544230192214328,0.469702875092583,0.10616801774325382,0.813641885282282,0.42432711629024567,0.6559138509190635,0.8527163136298691,0.3460161118795072,0.4480542602882649,0.8477380524738628,0.5725714858958341,0.1160960215494584,0.7551723406409345,0.6755971166728159,0.5352022291055676,0.5016464056241929,0.5107168129208064,0.5466074108333755,0.4882633208305488,0.3952782959340599,0.5871370894163526,0.18043235059097432,0.6376789025097647,0.2995458613821372,0.5062185216361893,0.7396490765123116,0.7621744521443965,0.47598742306759445,0.7560112524848086,0.7424766165416116,0.7438070615200183,0.5705974776853051,0.3536365517328384,0.1487546254579849,0.7365815411701407,0.6719112035099888,0.9446345884793349,0.38372037791707414,0.0712490665280501,0.3824531289864093,0.6682978319116156,0.5467972402555994,0.8374621861458336,0.8220463947066737,0.7230224360645163,0.6522856483173762,0.6123148301250965,0.4756686239465088,0.5654929798324934,0.8121248433059375,0.8085916157192886,0.549103185162159,0.6613273482975545,0.3288666934576051,0.611318688667854,0.8281271692908595,0.6500396211738136,0.7200132365097215,0.5376793871382092,0.2585972555630548,0.24202420297473942,0.6621248816415555,0.4827361689923136,0.1399804856033975,0.7254010297511723,0.4733734221340372,0.7232372695489624,0.6826274724353555,0.18890386236307902
Thal_PuM_R,0.45801059517560583,0.6478519117249576,0.7331021071346566,0.5672244219008277,0.6519298870621276,-0.3375556324529354,-0.19822664861462674,0.8071675810517193,0.6872944946033587,1.0,0.3549304554177973,0.5943343402250532,0.7246539608434408,0.34800467300577825,0.5047616864695917,0.6385404886799201,0.6784305164587779,0.18443020534202528,0.6480251687560208,0.7758668875354067,0.7679263176862954,0.3506907923460431,0.36414341095665076,-0.05558660287842401,0.4990384096084706,0.6302582387050805,0.32456624313136584,0.3399361984543716,0.6643730280531654,0.38589771100834913,0.37120227269296224,0.3574836456015399,0.15687758463591606,0.6032017084901882,0.8099317407848592,0.6000806055698367,0.27549500262329546,0.6359130978485608,0.6679427769463984,0.7233101272510551,0.5681029702357794,0.6493132910736992,0.6423827570613002,0.7680163545164419,0.7114330863962947,0.5528887545348988,0.7548834696182348,0.7979158031387794,0.8585216002366256,-0.2625980324242474,0.44869017536473027,0.33291095186476843,0.666474723881308,0.8424130008036644,0.6037626579476444,0.4437561288085808,-0.23127207410788167,0.21422157046944248,0.09909166038556204,0.09119308579768354,0.47962721568014843,0.594825586859994,0.7964801267068369,0.5671092158719091,0.6543976424957562,0.7357787129215895,0.6779797682558002,0.589632380357274,-0.12207703084842508,0.5371115216668046,0.747521426323314,0.5918759491219285,0.5443684518177369,0.5296910346099473,0.5830858416256837,0.8672368271097071,0.7390958634265653,0.5724641285437317,0.2033305464778067,0.23414008597804126,0.5969896455425932,0.2773360961073047,-0.04849623396268787,0.5185924399470908,-0.08660234799756815,0.8553156752257025,0.49657084525545747,0.5783536660721379,0.8285540387979666,0.6323292738875462,0.8764800000509405,0.9026432826269432,0.5760970780315566,0.5325943331312938,-0.30473154383376405,0.3736839348865608,0.8944373949247474,0.6220094100365336,0.29596380562491426,0.17768948565177797,0.6790428319702335,0.8699281825554173,0.678322053803886,0.5247664657200056,0.5341414248805453,0.7347173170715122,0.565909613938165,0.32532928969914515,0.711459406676375,0.7460291190624373,0.6740679479276515,0.6335653720766342,0.7713931528065636,0.5797446031114574,0.2954253785364008,0.37543534439852355,0.6867055092154197,0.7732215469221276,0.7379281155572797,0.6078156459384723,0.11812036787930746,-0.17273521153527685,0.49200409161798303,0.19420069521407596,-0.15909340422315296,0.5996557153739523,0.7932089165264251,0.5387224396450194,0.2918042428510403,-0.21021170651559393
