,SN_pr_R,Temporal_Inf_R,Amygdala_R,Olfactory_L,Frontal_Sup_2_R,Thal_MGN_R,Raphe_M,SN_pc_R,Thal_MGN_L,Putamen_L,Thal_LP_L,Vermis_6,Angular_L,Vermis_3,Pallidum_L,Thal_PuI_L,Supp_Motor_Area_R,OFCpost_L,Precuneus_R,Thal_Re_L,Thal_IL_L,Frontal_Inf_Oper_L,Occipital_Mid_R,Temporal_Mid_R,Thal_AV_L,Temporal_Mid_L,ACC_sup_L,OFCmed_L,Cingulate_Mid_R,Cingulate_Mid_L,Cuneus_L,Cerebellum_Crus2_L,Cerebellum_3_L,Cerebellum_4_5_L,Occipital_Inf_R,VTA_L,Cingulate_Post_L,Thal_MDl_R,Thal_AV_R,LC_L,Cerebellum_3_R,Vermis_4_5,Thal_PuM_L,Occipital_Sup_L,Thal_VL_L,Cerebellum_4_5_R,Frontal_Mid_2_L,Fusiform_R,N_Acc_R,Parietal_Sup_R,Insula_L,Lingual_L,Temporal_Pole_Sup_L,Precentral_L,Postcentral_L
Temporal_Mid_L,0.1871567808683435,0.24646266255806973,0.5655911881687877,0.21423732881885035,0.3276138622050965,0.29418472341147234,0.22015547802877092,0.32095210889373754,0.5346203414850423,0.12813452305669615,0.48887826181764027,0.7449397765171897,0.4238369440329522,0.4844012803491711,0.21670868167615012,0.4575692179794333,0.6076159802168346,0.3834101495889957,0.3485872316019603,-0.3480371765848118,0.4568683230038469,0.39181325627377145,0.5994893496205458,0.5238716973512624,0.19264985500967027,1.0,0.4200224337670275,0.0021916917667314166,0.4849903256040955,0.5499794245255751,0.5521048029024302,0.5690704325167066,0.3035150592691334,0.6821040414933383,0.6352730545613856,0.32819300278109476,0.4745542620996127,-0.11366362380569212,0.33972797797502974,-0.5109653522665203,0.532116333347943,0.6224798257342915,0.6010097677996827,0.6207726755961738,0.24641679115975862,0.645964955356071,0.5778899993944335,0.6165536008631721,0.09304845109975499,-0.16905354339627343,0.6440348039099074,0.8154327814332113,0.8168573218469652,0.41564228538534004,0.07631008080631002
ACC_sup_L,0.41940021378130676,0.5052156116829468,0.1396996958816131,0.5907152654953316,0.6007104733955264,0.18482469878003913,0.3110873773614833,0.6092953302958873,0.40946637051928664,0.7201199580267706,0.6628538583809631,0.33363388352828655,0.3086824995950064,0.68536011353552,0.5739009860120459,0.6836925365274744,0.7916172229713766,0.6825648421470786,0.5600680187628694,0.07421453031837265,0.45277323539549547,0.8101086283213493,0.21823440776423547,0.40129930397759866,0.3467532190678481,0.4200224337670275,1.0,0.41442608909421486,0.8388798650069245,0.6808570339498746,0.2900494317264951,0.10732144328381671,0.7265981468247955,0.7153664124303388,0.3209558806826386,0.32260455696573354,0.5567641224944606,0.389392710197325,0.516077702107419,0.19870383984631673,0.5848595682820327,0.6527455392799469,0.6374414926340547,0.3354682369186347,0.6190611103629076,0.7256272445208541,0.6402892081493626,0.6129672193159267,0.32158080620588636,0.016520979481653753,0.7495124133611563,0.5499720423761343,0.38019347895561817,0.8045551450430908,0.590427754792687
OFCmed_L,0.44674342220537056,0.5614809051954073,-0.05469852473040268,0.5774859891867508,0.378478742809691,0.13321460024416704,0.2432597643861219,0.4980009818638016,0.4420015725606598,0.6213272428461726,0.21033644950825367,0.13076887149747743,0.18689235118239353,0.4990646530287688,0.4713287458942145,0.4950052402645237,0.44586040243919933,0.7538165585102671,0.27485577915601667,0.16276255173702833,0.05016482491019125,0.4263157936394338,0.08255122475122408,0.42541302490855853,0.4557227603818083,0.0021916917667314166,0.41442608909421486,1.0,0.21315980649618455,0.4196723381820405,-0.0333964864660324,-0.1859847500813006,0.5799909951502458,0.4172054472258283,0.22895339966111716,-0.0844150876562518,0.4376792348377542,0.4300737656709251,0.48464755395498654,0.3146830318211483,0.42755302968276304,0.43214030128145964,0.33055573111455844,0.03750076853285748,0.6772988544024323,0.4213228307883609,0.3514640539405213,0.4914572208035463,0.300862017777747,-0.22043095282892292,0.346066930427331,0.23814297781482824,0.025814899927963222,0.48683874799978955,0.43397370585893885
Cingulate_Mid_R,0.39742729172512237,0.3436491209500855,0.06515444476636305,0.40504961521088945,0.5653827812115211,0.15391949576738598,0.30694417201895385,0.5627025507093266,0.4481715278138153,0.6442555607819063,0.38942702598531187,0.22004275486701957,0.4752778448856882,0.594295999178398,0.5951213842293376,0.6774237204252254,0.7373473539484818,0.5285754090326297,0.6306213860794537,0.08338566236365684,0.5243636393712029,0.814165000518974,0.296158453750502,0.32726106817514095,0.41428595945284,0.4849903256040955,0.8388798650069245,0.21315980649618455,1.0,0.7859960382634685,0.3124882502753328,0.07587347081105184,0.6237895685868562,0.6219020712406061,0.1838480673875145,0.44544278865837095,0.6046300076116922,0.4568864359909659,0.5220810735222865,0.160753167598891,0.4476857059647156,0.5369081334792459,0.4508747754132093,0.366311178749557,0.466410891714846,0.6452468622561904,0.6554729039357503,0.4920445503860614,0.08588485440778573,0.1718745326754454,0.7368723458565527,0.46260350599613714,0.33853574892250377,0.7908412831025666,0.614262920330419
Cingulate_Mid_L,0.6057678536464778,0.561654000481596,0.16032626254539722,0.40966013695664294,0.6636819170438584,0.14892748438329645,0.4018026636946254,0.6657854296035218,0.6515243026603712,0.721365971100904,0.40803473789905775,0.34044146542018244,0.7301858758958243,0.6490804531311427,0.7575313257489407,0.7661211229970681,0.8061815404786598,0.7103416048920916,0.6434833011298281,0.019885838218095718,0.33566571653240146,0.7510060778162028,0.4569276599417694,0.5399953227875648,0.5768256269676793,0.5499794245255751,0.6808570339498746,0.4196723381820405,0.7859960382634685,1.0,0.38007825047883353,-0.0016554312530456955,0.731284639173448,0.7169775729688499,0.30503513349315087,0.307998752467462,0.8994739720363246,0.50010332231417,0.7536046179871977,0.11080704168611094,0.5886962104949799,0.654829303080556,0.585290364782817,0.3897672454970258,0.6966204600123708,0.7307300596544685,0.799944766442571,0.6887145953402044,0.24869264298772847,-0.026767746804758744,0.7675516284406608,0.5265655834549741,0.36515715421933903,0.8463296654506755,0.6404915742255185
Cuneus_L,0.027950715972603016,0.4252331327139496,0.5098670894131525,0.008354526889986927,0.4561955474368875,-0.08691584298148095,0.2755606135828136,0.3682555622088733,0.1178855581636693,0.07286956139241865,0.45357586144517587,0.5721887352396521,0.49844526658453053,0.2571583674748512,0.21283816566803,0.36107748483244634,0.5310064982813723,0.2674054704938235,0.4930792599682381,-0.5407585110742998,0.11902125316062762,0.2917162447893496,0.7236537893297219,0.5925476844280171,-0.11855054021160197,0.5521048029024302,0.2900494317264951,-0.0333964864660324,0.3124882502753328,0.38007825047883353,1.0,0.30353342714840587,0.19364011947021573,0.5564567859943971,0.53152603180965,0.4551693406346183,0.3233688984211935,-0.12565031944179417,0.25254685210119804,-0.44734311813541716,0.3898681648800648,0.45487335281690267,0.6225130418977295,0.7821121502565389,-0.013056404571203344,0.5338310394169804,0.4330650931202166,0.58463631287593,0.07041288402518373,0.05200458087502905,0.4644375749207384,0.5718517172774683,0.482411773378797,0.3952782959340599,0.23670517005015113
Cerebellum_Crus2_L,-0.17497838610238572,-0.05422919207803784,0.4191735592806275,0.027797254335965912,0.013608128984785204,0.47280186443150446,-0.2433192037982411,0.03647782565732144,0.15938136574817158,-0.1482843857707128,0.23022465307942575,0.4694745134809331,0.08912409378243341,0.03653324039178019,-0.08370336681005802,0.007403101111666041,0.1178126090380402,-0.02420149970367665,0.060772142969204954,-0.3174752234646411,0.269152498211756,0.0735141155976389,0.3343994465248179,0.22528468900273727,-0.25561122462310215,0.5690704325167066,0.10732144328381671,-0.1859847500813006,0.07587347081105184,-0.0016554312530456955,0.30353342714840587,1.0,-0.16530172173459698,0.2775592866650356,0.47609233547361873,0.0015346313226878878,0.019994520692744815,-0.47984680395860874,-0.10823786419603329,-0.6357861960156814,0.022827451429781667,0.26904689564147416,0.3741898177943934,0.4693538867344823,-0.13458601489647992,0.19627116420943094,0.08019775484633201,0.2243235600846486,0.2667182872335656,-0.05188373619745701,0.2764706984483244,0.4526114101011819,0.5832258235188762,0.03797284239903698,-0.10368987145195874
Cerebellum_3_L,0.6974838373940804,0.625030406495673,0.04366697438175326,0.5453047675874323,0.6630074287697901,0.05860141780883831,0.3525333092337964,0.6919794958239576,0.61824661083553,0.7518471210462654,0.48594834039525686,0.28109923500157347,0.33788122425815076,0.782065898656903,0.6538595909754616,0.7962276525486625,0.7480217441501217,0.7457968519510128,0.5658149505472314,0.1599849665907364,0.19440756516431204,0.6818071905700703,0.14964379282819798,0.4839364297087409,0.5998552401836367,0.3035150592691334,0.7265981468247955,0.5799909951502458,0.6237895685868562,0.731284639173448,0.19364011947021573,-0.16530172173459698,1.0,0.7339129404901799,0.22384604191364263,0.18769354587518722,0.6833865621491433,0.5723767220622761,0.6672468392522235,0.4169904027165058,0.7198911095677989,0.7195405872165602,0.5577284407215449,0.17297774532630306,0.7873075106799268,0.7960504235921703,0.645337918544939,0.7026549216756754,0.28757557110164855,-0.1462046057552617,0.6089444757016905,0.469415175617116,0.19180279817626403,0.7580191390702786,0.5678636619505015
Cerebellum_4_5_L,0.5549278779075858,0.6821916511547371,0.4247319796510316,0.480524113890455,0.7066403615463865,0.3241138220922515,0.3044273417338208,0.6868555981811292,0.657529316488579,0.6067505502946959,0.5524761256825793,0.6356220422782031,0.486688377859798,0.8387118928687012,0.6365472900049364,0.7272731465024902,0.8335324609340726,0.7257018068324181,0.7053741695408224,-0.1880925452041339,0.3410332917552563,0.672415845595117,0.5794581619683654,0.7519377032052542,0.4334221561086196,0.6821040414933383,0.7153664124303388,0.4172054472258283,0.6219020712406061,0.7169775729688499,0.5564567859943971,0.2775592866650356,0.7339129404901799,1.0,0.5883486179740474,0.25736087699258786,0.6649177246215657,0.24032848158826878,0.5958059579931178,-0.08293457787127906,0.7210946708713023,0.9628351722363484,0.8190539833434491,0.6819375000179299,0.6164369029282128,0.9632140083632494,0.7382722301464228,0.9098281652563175,0.339723713197204,-0.10635504076687347,0.7742836406051558,0.8160193445819032,0.5528013047612051,0.7438070615200183,0.5022362780173335
Occipital_Inf_R,-0.07734932534950348,0.560366955435487,0.6611689227784662,0.04856534540262969,0.10196366532953828,0.3820371520446582,0.37771554377119915,0.295009416672186,0.3471246219563214,0.11014739476401184,0.47690253257922394,0.9009221613244232,0.20180282818990838,0.38088143785232126,0.1767122915276373,0.25344132551483417,0.42041611703357895,0.31105083371892656,0.07535445358189591,-0.44721381622010575,-0.02426861338993406,0.15600939423674093,0.6757228508111388,0.7837220755960079,-0.16707964587196747,0.6352730545613856,0.3209558806826386,0.22895339966111716,0.1838480673875145,0.30503513349315087,0.53152603180965,0.47609233547361873,0.22384604191364263,0.5883486179740474,1.0,0.09278969850251817,0.27705932124144805,-0.33911214893055946,0.26823705466755354,-0.5609756563970163,0.5819509403764342,0.5370110531102973,0.7345212889370263,0.5815964347424976,0.14910339126628538,0.5485569562587015,0.18413005733398224,0.735741534181896,0.2628227894353129,-0.5484437680932611,0.3855683360879992,0.8590202454620263,0.44525023345519266,0.24819116229331592,-0.056986311076304995
VTA_L,-0.09240346428772075,0.18475950611924433,0.2651491802182753,0.10653593694577045,0.27879200992162584,-0.26914548503981495,0.36459268471900924,0.3840537776516836,0.08113203719052456,0.05633458547490076,0.3531430922920948,0.15633193638948698,0.2866759641788905,0.11694444398200489,0.12958720331855061,0.266586985068792,0.421678888379773,0.174585389197311,0.29586760933341416,-0.21160595893012682,0.39603452649089976,0.31777724691804493,0.27236832226254243,0.13303758061080695,0.09704517041258762,0.32819300278109476,0.32260455696573354,-0.0844150876562518,0.44544278865837095,0.307998752467462,0.4551693406346183,0.0015346313226878878,0.18769354587518722,0.25736087699258786,0.09278969850251817,1.0,0.2451147349686749,0.22351778426077942,0.203906539926317,-0.07122924054138488,0.27930175323862577,0.15392169740226094,0.17038660361242225,0.3343001350098294,-0.0496157339603633,0.32507216689682666,0.3308762909780299,0.22926362071649023,-0.3697585087076937,0.1111353575420616,0.3342325783952504,0.26981174114110307,0.30252453911745547,0.3103965686542377,0.18418721909297275
Cingulate_Post_L,0.5940311177941213,0.5276339470305461,0.14922461199712703,0.3993559414365958,0.6241133716596643,0.15001887041042433,0.29394650247874266,0.6646744146934458,0.6414993003789644,0.6224303206444298,0.34575189011871205,0.3009462345348944,0.7217001696064403,0.6015038987149237,0.6915484196185525,0.6738720819392047,0.6726640279475327,0.6912795816429127,0.5768146145125406,-0.011328826769611465,0.33066312525935315,0.5863817012061671,0.3888839399947643,0.47488571344957253,0.5703555628520754,0.4745542620996127,0.5567641224944606,0.4376792348377542,0.6046300076116922,0.8994739720363246,0.3233688984211935,0.019994520692744815,0.6833865621491433,0.6649177246215657,0.27705932124144805,0.2451147349686749,1.0,0.45878780870614844,0.6952222480066017,0.08396865101984863,0.5206632364451279,0.6390539437798262,0.5609265452611123,0.3474633751697319,0.6857104564906087,0.6680179770408124,0.7070682187698354,0.6439011487016534,0.2787156086395452,-0.05504760600023417,0.6623845212938687,0.47022608956791573,0.4232027616464178,0.7254010297511723,0.5415334611683156
Thal_MDl_R,0.5845609252830472,0.3166019952146308,-0.30741943872826133,0.39655710093835717,0.4028214534744293,-0.1560862923485039,0.30762918868289596,0.4186590530865704,0.28113451026292174,0.6204912025703964,0.029512263692982755,-0.29109646368623887,0.21121202678865633,0.46082974243780217,0.5001248597821963,0.45735570417704596,0.3837905545848891,0.47245826127605134,0.3567068054918152,0.48473411060678756,0.29625441953461856,0.4529103854520444,-0.16863920793224327,0.015582469202606515,0.7359437458606463,-0.11366362380569212,0.389392710197325,0.4300737656709251,0.4568864359909659,0.50010332231417,-0.12565031944179417,-0.47984680395860874,0.5723767220622761,0.24032848158826878,-0.33911214893055946,0.22351778426077942,0.45878780870614844,1.0,0.6167996662663116,0.67054077380112,0.30270414707980037,0.24805464490726226,-0.06430578624343686,-0.19627632463065195,0.6264620201480446,0.31838343977089106,0.37004207112212223,0.19352601524500504,-0.14891698613655516,0.08718933164754836,0.28123843849872276,-0.07082393330905688,-0.1322843414378225,0.48889112069823104,0.4766924353087058
Thal_AV_R,0.5682002101501584,0.6265305275604118,0.13155530431885654,0.3437317723504965,0.577359356067342,0.12302360913073743,0.4172244139873243,0.6103758434122079,0.5440131449414247,0.7186984360447537,0.32098379083944767,0.26937228642951344,0.5019072350222996,0.5799775198749262,0.6535255943519108,0.6060344265657315,0.6874407691669198,0.6482486149264931,0.4707734852875528,0.07224819441119491,0.2036762794213475,0.6236064774129629,0.3381278101462038,0.5290673940790436,0.5481574256278694,0.33972797797502974,0.516077702107419,0.48464755395498654,0.5220810735222865,0.7536046179871977,0.25254685210119804,-0.10823786419603329,0.6672468392522235,0.5958059579931178,0.26823705466755354,0.203906539926317,0.6952222480066017,0.6167996662663116,1.0,0.21710321354618187,0.5875089170606634,0.548016114024999,0.4561425771661194,0.2358290852539947,0.7187020999415595,0.621190641987378,0.5919784220924253,0.6327130952445793,0.18152112811859858,-0.19089173582692723,0.6031238016423707,0.4215847474048228,0.18407175791139582,0.7232372695489624,0.5555505148660241
LC_L,0.3879190498954775,0.04089043379796975,-0.4795971032238536,0.26535437117649097,0.19680044483362538,-0.21682497145640406,0.09666357288483605,0.15508925680822797,-0.0039139229722667075,0.4596342379198234,-0.09437712626693026,-0.5634074499647221,-0.12092128559688306,0.2089602364038505,0.25035120854186754,0.15744398105056287,0.038581154782771965,0.2373573606522231,0.11994967235893897,0.5507022378518583,-0.008134413227999503,0.22915633560507506,-0.5154742819989622,-0.28354941552720336,0.4388925268390179,-0.5109653522665203,0.19870383984631673,0.3146830318211483,0.160753167598891,0.11080704168611094,-0.44734311813541716,-0.6357861960156814,0.4169904027165058,-0.08293457787127906,-0.5609756563970163,-0.07122924054138488,0.08396865101984863,0.67054077380112,0.21710321354618187,1.0,0.030240568648797296,-0.03926964119308916,-0.26752773484181325,-0.4879779547109552,0.4348255564460838,-0.007701633824592585,0.07000871634380645,-0.15890658438005814,-0.028577761190995466,0.1760697897727001,-0.05296697630934112,-0.41078396262280337,-0.4283131808936848,0.1910632204156457,0.3206351788795293
Cerebellum_3_R,0.37249923637668325,0.7452997788824322,0.3844109315803868,0.37922322259493274,0.3850001517851901,0.13368027283904657,0.5886021554124325,0.49121080923166766,0.4830282313486619,0.4462630050936398,0.5985329318087433,0.6974846045246211,0.18072680577418931,0.7215592580812739,0.42365223094327426,0.5826886298318863,0.7220200524726244,0.582348503904992,0.25661763745130434,-0.08879079591808477,0.15295404353493777,0.4369785689106723,0.3986937175690036,0.6889700418850595,0.3894968852867623,0.532116333347943,0.5848595682820327,0.42755302968276304,0.4476857059647156,0.5886962104949799,0.3898681648800648,0.022827451429781667,0.7198911095677989,0.7210946708713023,0.5819509403764342,0.27930175323862577,0.5206632364451279,0.30270414707980037,0.5875089170606634,0.030240568648797296,1.0,0.6884881688916685,0.6722015615702464,0.2859813203708536,0.5858892907736791,0.8023852707223615,0.48258484789933687,0.8107990949881245,0.08958071744962186,-0.5194350060462928,0.5711385461063732,0.7838188769785472,0.34929611900747387,0.5297173168772428,0.1643285759430647
Vermis_4_5,0.588694438976991,0.6507614886960124,0.3775352737486791,0.49162002414771755,0.6609032736297393,0.3654115901655349,0.22117976612134274,0.6403439760940893,0.6604113640196093,0.5777425067870188,0.5052920878521967,0.5767175679051515,0.4204193213281452,0.8688922733029992,0.6294267861504617,0.6962894879083655,0.7557367698683634,0.7087170922345849,0.6733324617841666,-0.11462917538187882,0.3110295050431906,0.5965692276356256,0.5042124412448985,0.707420749179553,0.5045623377092465,0.6224798257342915,0.6527455392799469,0.43214030128145964,0.5369081334792459,0.654829303080556,0.45487335281690267,0.26904689564147416,0.7195405872165602,0.9628351722363484,0.5370110531102973,0.15392169740226094,0.6390539437798262,0.24805464490726226,0.548016114024999,-0.03926964119308916,0.6884881688916685,1.0,0.772495526636081,0.6167735231458492,0.633169753614383,0.9334773541352461,0.6746042162683089,0.8688846268713952,0.3531655315693257,-0.10802714701906992,0.7095722005544348,0.7698705792066126,0.5050089786506265,0.6682978319116156,0.4515316731084932
Thal_PuM_L,0.32377567970997706,0.7041783390140579,0.549253826202226,0.33053310088114307,0.596084268181934,0.3732478981682713,0.27673487850942874,0.5907874952757185,0.4635189320259338,0.4671501774424246,0.6859502967314786,0.7395409848263016,0.4857706726564326,0.5969618057790782,0.506761281509048,0.5756288035919181,0.7305336990230594,0.6024588541954056,0.516303216530449,-0.4015270454303345,0.14993775368833326,0.5317386682210602,0.6579721278416245,0.7926843956360956,0.06986685845135468,0.6010097677996827,0.6374414926340547,0.33055573111455844,0.4508747754132093,0.585290364782817,0.6225130418977295,0.3741898177943934,0.5577284407215449,0.8190539833434491,0.7345212889370263,0.17038660361242225,0.5609265452611123,-0.06430578624343686,0.4561425771661194,-0.26752773484181325,0.6722015615702464,0.772495526636081,1.0,0.6852569911347882,0.4565808308827769,0.7856181896185159,0.601924232459948,0.8544037783197839,0.5141753905188274,-0.18833266986402283,0.6987621972770457,0.7985058688839156,0.5445247511298994,0.6363322374889236,0.39007628318282833
Occipital_Sup_L,0.06990227200530334,0.41850176733221645,0.615111210536093,0.12699566144215715,0.5819413268860898,0.2897800843317274,0.14184013458841307,0.4451574509279814,0.2802868218095257,0.20745114992086477,0.3221702148727413,0.5460996808424458,0.6175049603274232,0.38689094624835274,0.3738121716491115,0.3779368221971773,0.5471374470127707,0.37874319156728237,0.6687727218158301,-0.5451534677320131,0.2557169344458981,0.42058261980108747,0.8159979482175588,0.673592938744763,-0.0766541878870829,0.6207726755961738,0.3354682369186347,0.03750076853285748,0.366311178749557,0.3897672454970258,0.7821121502565389,0.4693538867344823,0.17297774532630306,0.6819375000179299,0.5815964347424976,0.3343001350098294,0.3474633751697319,-0.19627632463065195,0.2358290852539947,-0.4879779547109552,0.2859813203708536,0.6167735231458492,0.6852569911347882,1.0,0.031176189502192253,0.601625872206341,0.5263000997472597,0.6264823163547905,0.22091134243605937,0.2285565332914938,0.5754417355676831,0.6267839948521794,0.5654040155728882,0.4756686239465088,0.4044393235640362
Thal_VL_L,0.7211058820089126,0.5305985730376392,-0.041627953534572555,0.5861840473470882,0.5536848287824296,0.21780318453720815,0.27353405816961823,0.6034904163632212,0.5839532424750394,0.8060860052303546,0.36324530725133614,0.18672072631908496,0.33016732479640826,0.7003792598547435,0.637796036128841,0.614296494273558,0.6141187048969872,0.7625865953034925,0.42499708615663967,0.2865370530122457,0.22490188365357605,0.5876918771052321,0.03772059083394943,0.3743477089065355,0.7177701171722354,0.24641679115975862,0.6190611103629076,0.6772988544024323,0.466410891714846,0.6966204600123708,-0.013056404571203344,-0.13458601489647992,0.7873075106799268,0.6164369029282128,0.14910339126628538,-0.0496157339603633,0.6857104564906087,0.6264620201480446,0.7187020999415595,0.4348255564460838,0.5858892907736791,0.633169753614383,0.4565808308827769,0.031176189502192253,1.0,0.6350322111172676,0.590803064169921,0.57881748924338,0.41815618808373856,-0.18426277064170823,0.5352299790292113,0.3482116255266725,0.18584216611436366,0.6621248816415555,0.5023617746669794
Cerebellum_4_5_R,0.5624970396921716,0.7098100194226145,0.3733930890372596,0.48265350926730466,0.6820356629189044,0.2419897611884503,0.38190904848733054,0.6682871960876536,0.6452758739165767,0.6063464418413256,0.6040939072976221,0.6141008336080068,0.43030046550603396,0.8410400526314928,0.6410656928069819,0.7449133998186785,0.8511850591290137,0.7334863988263373,0.6720413646611304,-0.11512152366258249,0.3058731460756276,0.6637117257082918,0.5344070525281128,0.7347322228140856,0.4838722979127492,0.645964955356071,0.7256272445208541,0.4213228307883609,0.6452468622561904,0.7307300596544685,0.5338310394169804,0.19627116420943094,0.7960504235921703,0.9632140083632494,0.5485569562587015,0.32507216689682666,0.6680179770408124,0.31838343977089106,0.621190641987378,-0.007701633824592585,0.8023852707223615,0.9334773541352461,0.7856181896185159,0.601625872206341,0.6350322111172676,1.0,0.7259864624709933,0.9149749254784411,0.28434467803189856,-0.15352580852457592,0.7641274847093926,0.7963603635272807,0.4986256895256471,0.7424766165416116,0.47615087941998047
Frontal_Mid_2_L,0.5972251384514529,0.4656543930600449,0.2614026204106307,0.4990444021329718,0.8535968576187425,0.13824702164720382,0.2536856363640243,0.6482940850698593,0.5715320254360023,0.6400424554071208,0.47092337479838503,0.25035603595496103,0.6952363098654456,0.6290332174026392,0.6740012004405365,0.7241215714819057,0.8355421672344259,0.757055955634789,0.804073348801386,-0.11063182719477116,0.4383350464723446,0.7763087185393697,0.48099147782131857,0.5011756421011971,0.47639203463178714,0.5778899993944335,0.6402892081493626,0.3514640539405213,0.6554729039357503,0.799944766442571,0.4330650931202166,0.08019775484633201,0.645337918544939,0.7382722301464228,0.18413005733398224,0.3308762909780299,0.7070682187698354,0.37004207112212223,0.5919784220924253,0.07000871634380645,0.48258484789933687,0.6746042162683089,0.601924232459948,0.5263000997472597,0.590803064169921,0.7259864624709933,1.0,0.6177061197424892,0.26545623872263757,0.2798150391750481,0.854733995078566,0.47415062161312593,0.5507921675644752,0.813641885282282,0.6914901853910812
Fusiform_R,0.4538678907425948,0.8595498142441966,0.46113743803391083,0.3627677000322392,0.5900731133432727,0.29336973989463183,0.43410186243961035,0.6593967742399202,0.6386596611912616,0.5580218050629985,0.5809805294935614,0.74668215861898,0.47009024270183236,0.7311419396347124,0.6006472757534258,0.6857550655744943,0.774689781321957,0.6983739641779668,0.5448645006993076,-0.24043473201784202,0.1298308459529459,0.5494248211572957,0.6849971166318708,0.9045891965492667,0.3424986762819335,0.6165536008631721,0.6129672193159267,0.4914572208035463,0.4920445503860614,0.6887145953402044,0.58463631287593,0.2243235600846486,0.7026549216756754,0.9098281652563175,0.735741534181896,0.22926362071649023,0.6439011487016534,0.19352601524500504,0.6327130952445793,-0.15890658438005814,0.8107990949881245,0.8688846268713952,0.8544037783197839,0.6264823163547905,0.57881748924338,0.9149749254784411,0.6177061197424892,1.0,0.3211436148887925,-0.35025483294778115,0.6802587462173166,0.8490093031741579,0.4219548642523481,0.6719112035099888,0.4174854134412992
N_Acc_R,0.36082063625254757,0.17878162408861367,0.09008506371601198,0.30645566150072995,0.32171707230493873,0.4549814700593537,-0.1963849015746764,0.2709933494120188,0.23465278276598167,0.4273159327134204,0.3277084401399285,0.21340095092337685,0.21070296834478824,0.22393200705178226,0.4074399593253318,0.1627267628933368,0.2298899082615692,0.34213189092819923,0.2724321689086603,-0.04122069609849729,-0.021558245263189,0.2710240119094937,0.14062693952549468,0.2615741102699784,-0.009632369576064712,0.09304845109975499,0.32158080620588636,0.300862017777747,0.08588485440778573,0.24869264298772847,0.07041288402518373,0.2667182872335656,0.28757557110164855,0.339723713197204,0.2628227894353129,-0.3697585087076937,0.2787156086395452,-0.14891698613655516,0.18152112811859858,-0.028577761190995466,0.08958071744962186,0.3531655315693257,0.5141753905188274,0.22091134243605937,0.41815618808373856,0.28434467803189856,0.26545623872263757,0.3211436148887925,1.0,0.04705386031195389,0.34204215561465356,0.1645330826379665,0.1323586322151392,0.3288666934576051,0.32914946170670367
Parietal_Sup_R,0.061022063602987335,-0.3863689159896661,-0.15653810108200242,0.05167671041238864,0.39504751077495076,-0.09528261520059836,-0.39244079385496705,0.05123691269678749,-0.244377278838272,0.06661666481448092,-0.20178111727228626,-0.5754200324110317,0.29723950065804794,-0.1057302693598458,0.13182976996057005,0.0030714853993119816,-0.011979245941426717,0.016130975596468006,0.5415947211126855,0.022968771084776882,0.27271106129122974,0.2152031663024498,-0.03796163519059424,-0.33126095994365173,-0.02067730226964034,-0.16905354339627343,0.016520979481653753,-0.22043095282892292,0.1718745326754454,-0.026767746804758744,0.05200458087502905,-0.05188373619745701,-0.1462046057552617,-0.10635504076687347,-0.5484437680932611,0.1111353575420616,-0.05504760600023417,0.08718933164754836,-0.19089173582692723,0.1760697897727001,-0.5194350060462928,-0.10802714701906992,-0.18833266986402283,0.2285565332914938,-0.18426277064170823,-0.15352580852457592,0.2798150391750481,-0.35025483294778115,0.04705386031195389,1.0,0.1312466569718328,-0.4410546724321068,0.05114974875486448,0.1399804856033975,0.4436205610280555
Insula_L,0.4716220463851226,0.5146303259134307,0.3635117063602457,0.46759746741161184,0.7662307588203229,0.32211016757696703,0.2652016901896229,0.6227256565076668,0.5169040714669157,0.6567094742004097,0.555808583065952,0.42418713903731353,0.5509610492643003,0.6545467512782337,0.6986977809344227,0.6692920525982289,0.889438908505252,0.7170730278484181,0.71588577023583,-0.1554817740977424,0.4962880611929081,0.8248925901767807,0.5364895163696983,0.5862428921935106,0.33625999718915484,0.6440348039099074,0.7495124133611563,0.346066930427331,0.7368723458565527,0.7675516284406608,0.4644375749207384,0.2764706984483244,0.6089444757016905,0.7742836406051558,0.3855683360879992,0.3342325783952504,0.6623845212938687,0.28123843849872276,0.6031238016423707,-0.05296697630934112,0.5711385461063732,0.7095722005544348,0.6987621972770457,0.5754417355676831,0.5352299790292113,0.7641274847093926,0.854733995078566,0.6802587462173166,0.34204215561465356,0.1312466569718328,1.0,0.6399365015830915,0.579415513388606,0.8477380524738628,0.6577978770440956
