,Thal_MDm_R,Cingulate_Mid_L,Thal_MDm_L,SupraMarginal_R,Frontal_Inf_Oper_R,Cerebellum_3_L,Thal_PuI_L,Hippocampus_R,Putamen_L,Occipital_Sup_L,Thal_PuM_L,Rectus_L,Frontal_Sup_Medial_L,Thal_VPL_L,Frontal_Mid_2_L,Thal_VL_L,SN_pr_R,Thal_PuL_L,Cingulate_Post_L,Thal_AV_R,Raphe_D,Thal_PuI_R,Vermis_4_5,SupraMarginal_L,Angular_R,Cerebellum_4_5_R,Thal_LGN_L,Thal_PuM_R,Vermis_1_2,OFCant_R,Frontal_Sup_2_R,Rolandic_Oper_L,ParaHippocampal_R,ACC_pre_R,Vermis_9,Pallidum_L,Supp_Motor_Area_R,Cerebellum_10_R,Temporal_Mid_R,Temporal_Sup_L,Cuneus_R,Pallidum_R,ACC_sub_L,Vermis_3,Thal_MDl_L,ACC_sup_L,Caudate_R,Cuneus_L,Thal_VL_R,Raphe_M,Vermis_10,SN_pr_L,Frontal_Inf_Tri_R,ACC_pre_L,Occipital_Sup_R,Cerebellum_Crus2_R,Precuneus_L,Cerebellum_8_L,SN_pc_R,Thal_VA_R,Cerebellum_8_R,Frontal_Inf_Orb_2_L,Caudate_L,Heschl_L,Thal_Re_L,LC_L,Amygdala_L,Thal_VPL_R,Thal_MGN_L,Supp_Motor_Area_L,Thal_MGN_R,Fusiform_R,Red_N_L,Occipital_Mid_R,Frontal_Sup_Medial_R,Vermis_7,Occipital_Inf_R,ACC_sup_R,Thal_LP_L,Parietal_Sup_L,Occipital_Inf_L,Temporal_Pole_Mid_L,OFCpost_L,Olfactory_R,Frontal_Inf_Tri_L,Temporal_Pole_Sup_L,Insula_R,ACC_sub_R,LC_R,Frontal_Inf_Orb_2_R,Temporal_Sup_R,Lingual_R,Occipital_Mid_L,SN_pc_L,Thal_PuA_L,Thal_AV_L,OFCpost_R,N_Acc_L,Thal_PuA_R,Rectus_R
Thal_MDm_R,1.0,0.5854450042646074,0.828489271261928,0.2876226700819318,0.40882296624338765,0.6406940004208554,0.60092205961352,0.3580294193839308,0.6074496519874829,0.2548488788899566,0.44040878898933516,0.34699147994516916,0.46012636487421127,0.5347955692367556,0.5447845596473865,0.7022948052381042,0.6653786490956402,0.2236290079843072,0.5416368961349015,0.5093404554734247,0.5498778154826413,0.36927644172653495,0.7182542846053297,0.4651037054920283,0.33927940641622667,0.6335901360126022,0.43805163539069086,0.6078156459384723,0.569852766380117,0.27368139151835036,0.5000276382416254,0.5317667803218256,0.6030734471219134,0.4505147957004029,0.24133724182670216,0.5515039148295733,0.5642483481408241,0.6374064249864632,0.4113172470376809,0.5215950052309334,0.20546566700885371,0.6239145520690299,0.3474818995998096,0.789527879124094,0.6997985687275329,0.5154364649363811,0.6308038114485522,0.10411087968983793,0.694084912222557,0.22339946163298502,0.2187092532209788,0.4388727519947806,0.5991803873189562,0.4746275504611612,0.34344096730016843,0.2795789048112489,0.572401522276215,0.17166200961892747,0.5094009795796763,0.3612670805377038,0.36128372287602023,0.4979597839323221,0.6877200672373099,0.44915291595192536,0.13243279850811154,0.18760455896370745,0.24648379005541107,0.647426256139041,0.5533792139431821,0.5136496829690033,0.28394678470905566,0.5632636632613658,0.5129129299295375,0.18264820586910036,0.28237054836680436,-0.02641488721363657,0.20411104710611638,0.5086603801969848,0.2322037469088083,0.20934700891953073,0.1425723684064348,0.18526218625777327,0.6230748953691203,0.41664366511079715,0.5220661475875181,0.29741570716768995,0.5628877759921787,0.2662689992759187,0.4193749393022814,0.5064132220379461,0.5336723686127918,0.44251727286273035,0.2771890334042072,0.5710120775253845,0.4870492910090243,0.7063964822055266,0.41027598888093214,0.18425152556190652,0.41845700360818366,0.29690212313113756
Cingulate_Mid_L,0.5854450042646074,1.0,0.6083902054701633,0.49952604048940674,0.5889956530049301,0.731284639173448,0.7661211229970681,0.4000395539393583,0.721365971100904,0.3897672454970258,0.585290364782817,0.403505205004576,0.7259765398228866,0.6202824809632445,0.799944766442571,0.6966204600123708,0.6057678536464778,0.4135532739552704,0.8994739720363246,0.7536046179871977,0.634281866152226,0.48821860512500437,0.654829303080556,0.788655727184043,0.6807035032294156,0.7307300596544685,0.6884307315820295,0.6643730280531654,0.6810712063704721,0.21585152183668377,0.6636819170438584,0.7427739555911659,0.6213840618233534,0.5240190018753602,0.40116107265918133,0.7575313257489407,0.8061815404786598,0.6798963819100375,0.5399953227875648,0.7483089916504291,0.30752565299220863,0.8622625374512766,0.24858286459035187,0.6490804531311427,0.7437242832855446,0.6808570339498746,0.7816671375847917,0.38007825047883353,0.770661223228109,0.4018026636946254,0.13192252408824046,0.316590953950393,0.785643183959706,0.3323331210391002,0.5432166615878155,0.426181021215546,0.7378093988641109,0.2674101289152648,0.6657854296035218,0.5207303324467933,0.4830996922674771,0.5137363185004211,0.7527988254984311,0.5969348249671508,0.019885838218095718,0.11080704168611094,0.21959815531577384,0.6277125288638071,0.6515243026603712,0.8336125992651111,0.14892748438329645,0.6887145953402044,0.45858818573340066,0.4569276599417694,0.4399854629963559,-0.22467917094201043,0.30503513349315087,0.6833558679050237,0.40803473789905775,0.34598662600697677,0.21699035797806132,0.0018514057392312701,0.7103416048920916,0.28561025675951446,0.6819925299693893,0.36515715421933903,0.7910054462861665,0.11779348990491424,0.4365487578658362,0.603366959717388,0.6979364022900065,0.5921257620893499,0.47067586849346277,0.6348031862624368,0.6566638216129336,0.5768256269676793,0.44869904068767297,0.27429511610609614,0.44490061764843714,0.3157512271436861
Thal_MDm_L,0.828489271261928,0.6083902054701633,1.0,0.39244833511228866,0.46576484970213816,0.6533158913502218,0.6030938113614642,0.33272429744238113,0.6672575026046103,0.44334629126315056,0.6861008636390307,0.3276678375790342,0.5767881019174339,0.6210411903203449,0.65420589255815,0.6657424051487513,0.67775577920897,0.4573567373476324,0.5717842248707345,0.4713903717637523,0.41150949219003297,0.49227449468990014,0.7807312905604856,0.5111395418033067,0.47461331088620634,0.7124906732965413,0.47884321685258685,0.6779797682558002,0.541211218631777,0.2731701206254072,0.6675671142185474,0.5253677715557326,0.663198984415108,0.5174151913754607,0.3014483849975741,0.6687725129940353,0.6616338823731744,0.6473951489412101,0.5221080150748175,0.47967267631143035,0.38486419128060656,0.7051587821973434,0.152818260206305,0.693446367229255,0.7332559025392115,0.5971633359316365,0.6871778398542797,0.31243215816049735,0.7165483891923228,0.1438964883408606,0.21532773245683917,0.5936603285338773,0.6396775897238257,0.47084756643793824,0.5173769182157678,0.45221306971430647,0.7615655241090304,0.1777319322348728,0.6214758364604207,0.46108634358710565,0.4926718952378133,0.5089962876889262,0.5979870091231945,0.5043906407972139,-0.05639557592498914,0.092842106059021,0.29965078319203375,0.5312002593120146,0.5096217123022757,0.6259061731465789,0.305585309274332,0.6759419683927214,0.27758758928850846,0.3388992455058004,0.41765497756915076,-0.1125633441609372,0.300635570240916,0.6514737212107092,0.4599323745143705,0.3916313163576531,0.13512741543424128,0.10481998914671457,0.6748021201790493,0.49698391193193336,0.5234818507248318,0.32768667543156227,0.6274065520460516,0.19036056034097648,0.36486613735141205,0.6341039663559738,0.5924656547748307,0.5094078726318622,0.4151507798559397,0.5565503853641293,0.7018460237240745,0.4989985472410892,0.5720621666888358,0.3600873046463588,0.6157613558767165,0.14280093862652848
SupraMarginal_R,0.2876226700819318,0.49952604048940674,0.39244833511228866,1.0,0.7768543937724057,0.3316289325673744,0.40724257881078213,0.10885889783794829,0.4175463024426237,0.4947034259343571,0.46677835583838917,0.07463220670197053,0.5458882905761373,0.39056961897287684,0.6540514133323961,0.21443098771821267,0.23774801076979835,0.5954854313305205,0.3325193206413442,0.3721895913677392,0.5693183203826521,0.3912336391706442,0.44774943275627016,0.633683474965555,0.6171576651935939,0.5437712313349663,0.27708160512698865,0.5047616864695917,0.500375547649925,-0.14160276072331207,0.5730437839096083,0.4850549808053258,0.39557839875508244,0.37864442899980294,0.3304358442370401,0.5416997911375051,0.6842005235667838,0.4836061702660077,0.48853076985152777,0.3293933896173006,0.4765522774997044,0.4697378493022649,0.05801466197107225,0.5032240668498761,0.4756019349345812,0.5044559041100473,0.502323532962819,0.4191979429118021,0.37924989791364855,0.3807402370440103,0.018512347295692056,0.06250174148505756,0.6315024276430936,0.08937654660996251,0.5475741408228997,0.25985931573854065,0.43403692915377945,0.3341646859641057,0.353380340092462,0.36349650725025484,0.4276887517147006,0.2667053339637537,0.42303430636249995,0.2666325027720457,-0.11202095538442894,0.017648015478607736,0.09852761570378123,0.4463949158472353,0.1288030758320867,0.6669690294125813,0.1307743644676027,0.4474356167055639,0.36468871293236105,0.5014411385926207,0.4181183671397495,-0.0323671292938494,0.2107316855444337,0.6960238733177638,0.3298285961516899,0.364530707315133,0.27987548995751094,-0.022253323298579663,0.4127762420531176,0.0686976497846701,0.49312255362097546,0.27109394903863,0.6243610902002183,-0.11112508777593898,0.2721279893703963,0.20414100900160126,0.6653948936880857,0.4927577359090564,0.4890813653023131,0.48405580662167763,0.3583955575603213,0.15152828688892764,0.2894801150006103,0.3337106157921426,0.5210282042739096,0.12227497844914811
Frontal_Inf_Oper_R,0.40882296624338765,0.5889956530049301,0.46576484970213816,0.7768543937724057,1.0,0.4575374740232577,0.4966641812824192,0.17926442064717463,0.40388914282157135,0.3672498200183922,0.4692029277888782,0.09365751897326281,0.507243295240979,0.5264984726404118,0.6739156083468917,0.37917729736748146,0.3899705188198813,0.540124547029577,0.4700739327807864,0.38745265765747655,0.5902990004808836,0.4930809517704868,0.5925761995619307,0.5290890954190884,0.4445818726766649,0.6622195922573871,0.47034465994922864,0.5348863536327724,0.6867407675236686,-0.06780507803905858,0.4697999098062696,0.592970504902559,0.4991926018990005,0.4245934076694795,0.39183103223133253,0.5295055986492498,0.7187440389007274,0.6872167585611959,0.3955326439006472,0.5444514060662958,0.3665332533637645,0.6106277747913916,0.029603257079225846,0.6216958400102592,0.6332046207286699,0.6032820828600177,0.5652829735052818,0.310165332931412,0.5318327925979076,0.28361038186565335,0.029554915228967943,0.1791819875991039,0.7341986840804744,0.21893913897849338,0.44186317720073137,0.11720717230378201,0.45697092387907917,0.46901857146589265,0.3158673669847853,0.5237368488973283,0.34737951489486507,0.4619453248852711,0.597095364045755,0.17358696585537592,0.013379601189043092,-0.01995948287557217,0.29776833004476017,0.5923090654842685,0.3816176802071361,0.6766450691977273,0.22842489623270965,0.4987614013054915,0.45684516292357125,0.37279615602690536,0.2765553945510404,0.011740047703412236,0.22829832192931443,0.6850953748875012,0.42657761558630986,0.11473886076794222,0.40345742799745177,0.23399655899877822,0.4862629857695223,0.07756476140937696,0.5528068765149757,0.4403575798878966,0.7313870624793652,-0.10510104648505207,0.15320546022563167,0.30310137337911086,0.7202894016666083,0.5890299811139399,0.44291261074474725,0.5441234115206616,0.3877622583593349,0.40317367503637125,0.1977999598025348,0.3612781534776776,0.6283060613496971,0.050387533817678104
Cerebellum_3_L,0.6406940004208554,0.731284639173448,0.6533158913502218,0.3316289325673744,0.4575374740232577,1.0,0.7962276525486625,0.5567288887792844,0.7518471210462654,0.17297774532630306,0.5577284407215449,0.5826327359599963,0.5570975162602354,0.7726581112294258,0.645337918544939,0.7873075106799268,0.6974838373940804,0.20039257895774412,0.6833865621491433,0.6672468392522235,0.5892921861509268,0.41783111230850795,0.7195405872165602,0.49640229427308397,0.31315569236381025,0.7960504235921703,0.48316654287499533,0.6480251687560208,0.6920419921524061,0.46121125023936327,0.6630074287697901,0.6145821868649796,0.8579114451556579,0.6801394546685973,0.26231651990947336,0.6538595909754616,0.7480217441501217,0.7755600423549622,0.4839364297087409,0.5402507553995357,0.12992981986035315,0.7255991151921981,0.3684066974721901,0.782065898656903,0.7099058364396356,0.7265981468247955,0.7222243629850829,0.19364011947021573,0.7842722158969437,0.3525333092337964,0.36954024687734793,0.527444182184578,0.8027594738724673,0.5640788171692682,0.32179328463282586,0.42701877328325416,0.6258087174996132,0.08304684635024427,0.6919794958239576,0.552326487310483,0.5129290738401717,0.49919186155513495,0.7441028895175205,0.6728398069577256,0.1599849665907364,0.4169904027165058,0.2853188000274274,0.6718806906453987,0.61824661083553,0.661731334771405,0.05860141780883831,0.7026549216756754,0.5506684195427056,0.14964379282819798,0.35109650424456607,-0.16894136085472639,0.22384604191364263,0.7141911249913431,0.48594834039525686,0.2303382158141519,0.03274528676313361,0.02118890162952067,0.7457968519510128,0.5069308260654832,0.6199646819688563,0.19180279817626403,0.6417304970669535,0.32960238444573586,0.6316377862591971,0.6905347959421534,0.6168781836170333,0.5151387730625542,0.16631205559061835,0.6742360126280068,0.7238266305449592,0.5998552401836367,0.5412774316096073,0.19349946904209225,0.400404194277593,0.3930867979784254
Thal_PuI_L,0.60092205961352,0.7661211229970681,0.6030938113614642,0.40724257881078213,0.4966641812824192,0.7962276525486625,1.0,0.3990818103324935,0.638167110164436,0.3779368221971773,0.5756288035919181,0.5084540697264687,0.6441385708598504,0.6127839904181588,0.7241215714819057,0.614296494273558,0.5442340831211251,0.3582958536966334,0.6738720819392047,0.6060344265657315,0.6326235970182225,0.5228228330393503,0.6962894879083655,0.5985371820960014,0.5046829556778074,0.7449133998186785,0.6051148790989083,0.7157888798010593,0.6194558010431898,0.2456625521613108,0.6727333185715154,0.7112932619733118,0.7052322007259421,0.5859819729317353,0.3488018469140513,0.5915188257875353,0.7590305675254925,0.6630110727714665,0.5349046259717717,0.6485050929406264,0.32509710842936335,0.6781117446216166,0.28261576805841115,0.6885007325021579,0.7441873020366175,0.6836925365274744,0.6166157984568051,0.36107748483244634,0.6875627475165837,0.2485119969514617,0.17720910978279153,0.34194994394272915,0.733863714128301,0.42385601814577684,0.4978695515192775,0.43710012259482633,0.6410504984064734,0.18022030183471208,0.6538433776258556,0.39688513620418553,0.47244887087605136,0.45910578582410333,0.7494916384263551,0.6444801705365437,0.032098971509185725,0.15744398105056287,0.26423081061794873,0.666827741577148,0.6462432400480141,0.6973997766661406,0.10828598240330865,0.6857550655744943,0.5157697420115267,0.34988104520861973,0.42397940223649083,-0.16194228913474742,0.25344132551483417,0.7065974138934324,0.4036977377152421,0.33368550627151145,0.1451759498595932,0.07502487311206746,0.6955619045330903,0.33105735405958514,0.6774362612129613,0.29812187158231457,0.701766649032138,0.18428415746394855,0.5479488319897379,0.5599809785947714,0.6352499946344742,0.5568617371210764,0.35900001257147773,0.5880763344122171,0.6815594967071781,0.543013717252802,0.5129004776134723,0.24621718470890924,0.4349380330023435,0.3842466771977999
Hippocampus_R,0.3580294193839308,0.4000395539393583,0.33272429744238113,0.10885889783794829,0.17926442064717463,0.5567288887792844,0.3990818103324935,1.0,0.6087162809560118,-0.2928283605343042,-0.13861066539793765,0.5601250192331778,0.468516269341523,0.5306109566644928,0.36685035955123546,0.5528739595299659,0.657355794457701,-0.24780259415208994,0.3619743560051622,0.35323065510447177,0.22637269922783046,-0.3546594673261819,0.14656122706276564,0.20662684035989226,0.025235142863650632,0.18413571398177542,-0.05817142726008759,-0.05558660287842401,0.3024487203336467,0.7489120176381575,0.4475058382129799,0.2964377137082758,0.7484769773467119,0.6911965400970483,-0.5249503539226272,0.4434513776825066,0.2734977625277287,0.1533817282524903,-0.22261978616650568,0.22698340068226985,-0.34835032869545424,0.3911878929825937,0.7315473308256993,0.30095533831002297,0.2774485997452042,0.38530309373611077,0.44522707463992633,-0.2785750818454303,0.6411263663062436,-0.012613824197793989,0.9081276772260659,0.38532908862396653,0.43875195310175014,0.6242604987104595,-0.2179237350902269,-0.22631195790532754,0.3361529235345613,-0.5764518586625302,0.3461258513287198,0.3776152771371888,-0.22464479729198875,0.51446152705549,0.39807222411462356,0.5591045126682528,0.5385881883226926,0.7687901635942166,-0.19813924924054088,0.3574547783912164,0.21068194560135067,0.3733989074798038,-0.2098600227081415,-0.013899655560546217,0.4143095626400592,-0.395645590902525,0.4599841675238834,0.3581996882652853,-0.578342959979752,0.29951732792728164,-0.01643029412777921,0.4596251888474843,-0.6506255256970243,-0.045621771765061055,0.4101511147581987,0.5073849726736931,0.55627913188468,-0.24497041600197608,0.05937265465127001,0.7104448647644778,0.36250963401289,0.4287526559696866,-0.009188164490632825,-0.28437283439860805,-0.419740699292118,0.41805682820091544,0.18201874857777975,0.6360940288243114,0.12516846444848584,0.08165625493209755,-0.047240745488579164,0.45986627581956263
Putamen_L,0.6074496519874829,0.721365971100904,0.6672575026046103,0.4175463024426237,0.40388914282157135,0.7518471210462654,0.638167110164436,0.6087162809560118,1.0,0.20745114992086477,0.4671501774424246,0.5333176353814644,0.6377552438972395,0.7247196508850348,0.6400424554071208,0.8060860052303546,0.6433851450057717,0.2554986763379649,0.6224303206444298,0.7186984360447537,0.46529012741806286,0.2483471284349581,0.5777425067870188,0.643391460966035,0.40481557588668776,0.6063464418413256,0.3728729038650048,0.5247664657200056,0.44071093850016,0.5323410211680588,0.7134524774849803,0.5887241719178905,0.7868284448034438,0.7360130981670217,0.09911443418268595,0.8137832220170638,0.6887757902870844,0.5449776652577951,0.4439545971689116,0.43299145631410024,0.10120906898545787,0.7456313150549827,0.4690593697604319,0.6503876711544357,0.6602981607753992,0.7201199580267706,0.8189290434096602,0.07286956139241865,0.8072859256304248,0.27382129601649635,0.4742719489873228,0.588513385772751,0.7742195315973641,0.6546231936214961,0.30682538474365734,0.442486770452972,0.6609824799381864,-0.09147106993294794,0.7018274387002482,0.5269032648982864,0.46395792649929085,0.672922498548815,0.6471297470283245,0.7992407868497526,0.18310366533044012,0.4596342379198234,-0.01930611142827577,0.665912687680145,0.4750302323781706,0.6559383605330051,0.2748290696121985,0.5580218050629985,0.5274380663901765,0.17474814488114837,0.48651897730901245,-0.0323656486500524,0.11014739476401184,0.7234672869645948,0.27693492811908405,0.47125660742501685,-0.15466085587956235,-0.17625670954255923,0.744971958334066,0.5900728345944356,0.6912553336303318,0.04091922918733669,0.6108266831390639,0.352765908040045,0.5234372247186989,0.7634846493895924,0.49704063624717093,0.35443553969042313,0.15703366853513268,0.6131965835763602,0.5767174053222213,0.5171950576369536,0.5671992973663981,0.2760561642430656,0.3979820285828484,0.48149682030822455
Occipital_Sup_L,0.2548488788899566,0.3897672454970258,0.44334629126315056,0.4947034259343571,0.3672498200183922,0.17297774532630306,0.3779368221971773,-0.2928283605343042,0.20745114992086477,1.0,0.6852569911347882,-0.01837376878794531,0.4888525467276937,0.07870635644924168,0.5263000997472597,0.031176189502192253,0.06990227200530334,0.8034486328971167,0.3474633751697319,0.2358290852539947,0.33515953939669396,0.6825092127111615,0.6167735231458492,0.5824493693639536,0.7083493775210393,0.601625872206341,0.45342352236127276,0.711459406676375,0.34976713533216824,-0.3830676384389115,0.5819413268860898,0.4271935523835683,0.13363086419097067,0.15246739179767282,0.6213257122425623,0.3738121716491115,0.5471374470127707,0.3846018451902278,0.673592938744763,0.3820786443197503,0.9482920326723338,0.41056268698843146,-0.2676463608764449,0.38689094624835274,0.4154791585286649,0.3354682369186347,0.2692037377515141,0.7821121502565389,0.1423470320704136,0.14184013458841307,-0.41760303708332946,0.0875525435332478,0.2718554474199329,-0.0909838649238557,0.9001063794482632,0.5842576182606527,0.5968136973060071,0.5739735658534945,0.4451574509279814,0.01628421535132321,0.5587672531686588,0.10238207270011343,0.34922073715054097,0.24732266552271903,-0.5451534677320131,-0.4879779547109552,0.3142479594530393,0.16899755956374735,0.2802868218095257,0.519718248913294,0.2897800843317274,0.6264823163547905,0.036456488410155405,0.8159979482175588,0.377754911001821,-0.3038589502098601,0.5815964347424976,0.5001784941972927,0.3221702148727413,0.450649684092403,0.5716235970535557,0.12107430785350987,0.37874319156728237,0.036581178844085724,0.3287961512931639,0.5654040155728882,0.6089582597662374,-0.30924720626660845,0.04505272259254016,0.13885416694273234,0.5256648461040425,0.6560105605692792,0.9117447476855471,0.3089938139856239,0.471759936131916,-0.0766541878870829,0.4969070576257429,0.4044305115080678,0.5527755225556327,-0.044085450878817024
