,LC_R,Vermis_1_2,SN_pr_R,Cerebellum_Crus2_R,Occipital_Sup_R,Cerebellum_3_L,Calcarine_L,Postcentral_R,Parietal_Inf_R,Raphe_D,Caudate_L,Temporal_Inf_R,Thal_MGN_L,Thal_VA_L,Frontal_Mid_2_L,Amygdala_R,Frontal_Med_Orb_R,Thal_VPL_R,Supp_Motor_Area_L,Cerebellum_7b_R,SN_pc_R,Cerebellum_6_R,Vermis_7,Thal_PuM_R,Thal_LP_L,Heschl_L,Cerebellum_9_R,Rectus_L,Thal_MDm_R,Occipital_Mid_L
Caudate_L,0.4542532653313289,0.6741564598763263,0.5847005087599558,0.28729295455822285,0.4145736538817056,0.7441028895175205,0.5553794236322985,0.3990293861343584,0.6140592033142472,0.6432540906302859,1.0,0.41172583538335783,0.6242203807695488,0.19700885867855664,0.8091993056302794,0.21835122992153952,0.18348242754007663,0.7344819421587646,0.7622551084994755,0.18981409265213292,0.6426041627011245,0.3838580036335702,-0.04349163379597536,0.6797757172204819,0.4989490957336586,0.5707120427805508,0.4808908516127476,0.4975135442736991,0.6877200672373099,0.37070943319670796
Temporal_Inf_R,0.5867106709173081,0.46354002033060177,0.3571780910095511,0.769235441948841,0.5826627441488689,0.625030406495673,0.618942557531161,-0.13273331655869522,0.16398628184242395,0.47116186759367884,0.41172583538335783,1.0,0.4631258148049836,0.058561070691985136,0.4656543930600449,0.33501509327208967,-0.08765402228351718,0.5522581362490623,0.49862989321886886,0.7401381943557303,0.6372792545223497,0.72157499924227,-0.3266160531313005,0.7112278062569917,0.44900559041438276,0.4828457535183156,0.7254390551951613,0.43989061180135025,0.4542050139831336,0.45868316453810537
Thal_MGN_L,0.3143950158000228,0.5431977390622929,0.5472194367707602,0.3386722547566852,0.4199657155143683,0.61824661083553,0.47284135491120804,0.008215516661342955,0.2822233772504586,0.32595181310695215,0.6242203807695488,0.4631258148049836,1.0,0.11093822494951433,0.5715320254360023,0.15999773890567753,0.08684048095793336,0.5776398531677862,0.49217475972854446,0.389129076139329,0.5439215504659451,0.48221285215478793,-0.08055508466383521,0.5724641285437317,0.25109280248355953,0.4441992792287818,0.516824106179122,0.3077236022944275,0.5533792139431821,0.3676293536220969
Thal_VA_L,0.2798997942974819,0.1339573745906879,0.4799292454960266,-0.2075982095328991,-0.45390632588312146,0.4292514926914701,-0.32802672909382663,0.01256016650870907,-0.07933858332842225,0.0813356181534845,0.19700885867855664,0.058561070691985136,0.11093822494951433,1.0,0.04891808082615686,-0.6127443038884643,0.41348139503602194,0.26775555483963015,0.10193789120969148,-0.3859924137068562,0.15541968571622466,-0.3437711060575287,0.16407494596569414,-0.23127207410788167,-0.041298604886309834,0.36361043666743664,-0.20801323162346388,0.5685723622395408,0.2778929252701891,-0.5739274829955937
Frontal_Mid_2_L,0.3924613089295029,0.6828838201570022,0.5972251384514529,0.3517110340301998,0.623357974531338,0.645337918544939,0.5218276878875263,0.5842469738113188,0.8267635209392566,0.5574006124089373,0.8091993056302794,0.4656543930600449,0.5715320254360023,0.04891808082615686,1.0,0.2614026204106307,0.2143707286513462,0.5789025705764539,0.8656525049291245,0.26324187198244325,0.6482940850698593,0.37691928979616357,0.007135122706620108,0.6543976424957562,0.47092337479838503,0.5836080976702777,0.4022167911945505,0.39726983385274434,0.5447845596473865,0.5234738165230858
Amygdala_R,0.019452913668136947,0.17451659525758761,-0.18087403390510526,0.516966028555009,0.5733686155123864,0.04366697438175326,0.5352073702641381,-0.051546667393001254,0.16565683363882533,0.17913733955692415,0.21835122992153952,0.33501509327208967,0.15999773890567753,-0.6127443038884643,0.2614026204106307,1.0,-0.3591633820712802,0.08197112495407734,0.21562744863201105,0.5287597158636257,0.20298721616422508,0.6258315020769369,-0.3704632309466336,0.5672244219008277,0.4310501927449462,-0.028187087047612542,0.540804723740966,-0.14433297738651188,0.08396676444153657,0.6600455706647097
Frontal_Med_Orb_R,0.12930024759718856,0.0698921790584812,0.33848655415098594,-0.243687206479218,-0.21617329078746653,0.13118154775990065,-0.26577259754215027,0.1604918190751658,0.13839602023520794,-0.15385389707220978,0.18348242754007663,-0.08765402228351718,0.08684048095793336,0.41348139503602194,0.2143707286513462,-0.3591633820712802,1.0,0.05411293202868719,0.14360530608157998,-0.27544873135280595,0.20558230849732306,-0.42095306492009243,0.34194777343594734,-0.21021170651559393,-0.13285044759771952,0.24884683598180968,-0.319201306133058,0.2905762930850716,0.10780754003343511,-0.32027696150102647
Thal_VPL_R,0.5502106906173873,0.5804148794935676,0.4643285614022607,0.3201573301850163,0.2820363656062725,0.6718806906453987,0.5565011518930644,0.23479712266205882,0.3844825950962566,0.6062891734803646,0.7344819421587646,0.5522581362490623,0.5776398531677862,0.26775555483963015,0.5789025705764539,0.08197112495407734,0.05411293202868719,1.0,0.5018307622881637,0.25377636227002265,0.5686627246653096,0.41082133469129967,-0.009524798840614565,0.6322426719997657,0.3192756831485263,0.47162362595822976,0.4854510589744073,0.46135066758561094,0.647426256139041,0.22741338621911827
Supp_Motor_Area_L,0.33380994710926115,0.676783233617933,0.6020756168027933,0.3841408903323268,0.6200976423443444,0.661731334771405,0.4852991837922044,0.5648755719660405,0.7573271031490495,0.6101871727344177,0.7622551084994755,0.49862989321886886,0.49217475972854446,0.10193789120969148,0.8656525049291245,0.21562744863201105,0.14360530608157998,0.5018307622881637,1.0,0.27471832478434627,0.6419780640418993,0.4176944139655683,-0.14317048608525385,0.6423827570613002,0.4938183170083452,0.5421425027546178,0.44911300380026814,0.332323367227172,0.5136496829690033,0.5341106597558151
Cerebellum_7b_R,0.30055821721725456,0.1486254515795364,-0.021133421404411875,0.8345626096707801,0.6722842110109697,0.25052707774370864,0.5892525265891522,-0.2976756604967476,0.04637714528403322,0.16857969405924117,0.18981409265213292,0.7401381943557303,0.389129076139329,-0.3859924137068562,0.26324187198244325,0.5287597158636257,-0.27544873135280595,0.25377636227002265,0.27471832478434627,1.0,0.4524457952893785,0.7960907636579972,-0.4370779303925571,0.6519298870621276,0.3807916976725586,0.2718357738104093,0.6987722538101329,0.10882490663588303,0.1578384500485289,0.6408123709492124
SN_pc_R,0.5259794798800396,0.51369090938432,0.4483174458294012,0.5565031725124278,0.5149939101033891,0.6919794958239576,0.5451009828337451,0.23534610731226807,0.4531867367709281,0.4555577599875969,0.6426041627011245,0.6372792545223497,0.5439215504659451,0.15541968571622466,0.6482940850698593,0.20298721616422508,0.20558230849732306,0.5686627246653096,0.6419780640418993,0.4524457952893785,1.0,0.43365862383246606,-0.18510860882899347,0.6323292738875462,0.35921961799927477,0.6580634897534564,0.44025719231149657,0.49752457650328624,0.5094009795796763,0.3798787441383705
Cerebellum_6_R,0.24598663837993964,0.4459583615768055,0.10216529299538099,0.7957045360719635,0.710807209589506,0.4072324769333428,0.7777286838264528,-0.20433826546377679,0.12085497984951543,0.4277174419610894,0.3838580036335702,0.72157499924227,0.48221285215478793,-0.3437711060575287,0.37691928979616357,0.6258315020769369,-0.42095306492009243,0.41082133469129967,0.4176944139655683,0.7960907636579972,0.43365862383246606,1.0,-0.6355806686556273,0.7979158031387794,0.5420949063446331,0.1692063440047469,0.9280510539907236,0.07200358814061572,0.35370380212138613,0.7825889501711613
Vermis_7,-0.054071999883380996,-0.13976547767083972,0.10483555722699422,-0.5423591221864462,-0.3137563062922128,-0.16894136085472639,-0.36547273357345617,0.2695014963545127,0.12738161706919626,-0.1450176565922969,-0.04349163379597536,-0.3266160531313005,-0.08055508466383521,0.16407494596569414,0.007135122706620108,-0.3704632309466336,0.34194777343594734,-0.009524798840614565,-0.14317048608525385,-0.4370779303925571,-0.18510860882899347,-0.6355806686556273,1.0,-0.3375556324529354,-0.30908919276161834,-0.012978825499189446,-0.5241351840422394,-0.009881985661984699,-0.02641488721363657,-0.4224095756208634
Thal_PuM_R,0.4097086787066938,0.5760970780315566,0.38589771100834913,0.6905711481250971,0.7680163545164419,0.6480251687560208,0.8672368271097071,0.16072777018526807,0.45801059517560583,0.5918759491219285,0.6797757172204819,0.7112278062569917,0.5724641285437317,-0.23127207410788167,0.6543976424957562,0.5672244219008277,-0.21021170651559393,0.6322426719997657,0.6423827570613002,0.6519298870621276,0.6323292738875462,0.7979158031387794,-0.3375556324529354,1.0,0.586164913899607,0.44869017536473027,0.8099317407848592,0.23414008597804126,0.6078156459384723,0.7357787129215895
Thal_LP_L,0.24742416935165176,0.37362138268025274,0.22642196474270906,0.4803637576733211,0.3576100739515003,0.48594834039525686,0.3621772987148492,0.13612984222912383,0.33935940879218474,0.3155671863615252,0.4989490957336586,0.44900559041438276,0.25109280248355953,-0.041298604886309834,0.47092337479838503,0.4310501927449462,-0.13285044759771952,0.3192756831485263,0.4938183170083452,0.3807916976725586,0.35921961799927477,0.5420949063446331,-0.30908919276161834,0.586164913899607,1.0,0.23044850840933714,0.7003251647753755,0.26272851782485146,0.2322037469088083,0.3790830131829909
Heschl_L,0.5355041379991171,0.31193237775595567,0.48885857241980235,0.45685329227665883,0.272648585942842,0.6728398069577256,0.3587288083667717,0.26070648602276114,0.44138452117846544,0.3448108642555327,0.5707120427805508,0.4828457535183156,0.4441992792287818,0.36361043666743664,0.5836080976702777,-0.028187087047612542,0.24884683598180968,0.47162362595822976,0.5421425027546178,0.2718357738104093,0.6580634897534564,0.1692063440047469,-0.012978825499189446,0.44869017536473027,0.23044850840933714,1.0,0.15742218280108414,0.622844029201859,0.44915291595192536,0.0985009494803016
Cerebellum_9_R,0.30385596466787124,0.5077562719278854,0.2388780680736848,0.7062901146022165,0.6120053474416431,0.5418032310953955,0.7136492772426175,-0.18594902770858315,0.12767990315596542,0.4371514920646379,0.4808908516127476,0.7254390551951613,0.516824106179122,-0.20801323162346388,0.4022167911945505,0.540804723740966,-0.319201306133058,0.4854510589744073,0.44911300380026814,0.6987722538101329,0.44025719231149657,0.9280510539907236,-0.5241351840422394,0.8099317407848592,0.7003251647753755,0.15742218280108414,1.0,0.15864398236944136,0.425383661452946,0.6581269270869731
Rectus_L,0.5244012291032463,0.33028141538138867,0.34584385193661743,0.2621227334377936,0.07165674623288452,0.5826327359599963,0.15287587023383734,0.0714449680314609,0.1808797432072058,0.35972607466038664,0.4975135442736991,0.43989061180135025,0.3077236022944275,0.5685723622395408,0.39726983385274434,-0.14433297738651188,0.2905762930850716,0.46135066758561094,0.332323367227172,0.10882490663588303,0.49752457650328624,0.07200358814061572,-0.009881985661984699,0.23414008597804126,0.26272851782485146,0.622844029201859,0.15864398236944136,1.0,0.34699147994516916,-0.10809306018902644
Thal_MDm_R,0.4193749393022814,0.569852766380117,0.6653786490956402,0.2795789048112489,0.34344096730016843,0.6406940004208554,0.5138644657905044,0.1715950456790195,0.34300719922131623,0.5498778154826413,0.6877200672373099,0.4542050139831336,0.5533792139431821,0.2778929252701891,0.5447845596473865,0.08396676444153657,0.10780754003343511,0.647426256139041,0.5136496829690033,0.1578384500485289,0.5094009795796763,0.35370380212138613,-0.02641488721363657,0.6078156459384723,0.2322037469088083,0.44915291595192536,0.425383661452946,0.34699147994516916,1.0,0.2771890334042072
Occipital_Mid_L,-0.0032387371368521028,0.41859253733723134,0.07811979464155898,0.587324882403589,0.9127200771669921,0.16631205559061835,0.7504208469116768,0.18530203000709017,0.43489092074755775,0.4025734528708805,0.37070943319670796,0.45868316453810537,0.3676293536220969,-0.5739274829955937,0.5234738165230858,0.6600455706647097,-0.32027696150102647,0.22741338621911827,0.5341106597558151,0.6408123709492124,0.3798787441383705,0.7825889501711613,-0.4224095756208634,0.7357787129215895,0.3790830131829909,0.0985009494803016,0.6581269270869731,-0.10809306018902644,0.2771890334042072,1.0
