,SN_pc_R,OFCant_L,Vermis_10,Cerebellum_10_L,Calcarine_R,Fusiform_L,Olfactory_L,Lingual_L,Thal_Re_L,Temporal_Sup_R,Supp_Motor_Area_R,Frontal_Mid_2_R,Thal_IL_L,ACC_sup_L,ACC_sup_R,SN_pr_R,Thal_VL_L,Thal_PuA_R,Parietal_Sup_R,Frontal_Sup_Medial_L,Temporal_Pole_Sup_R,Temporal_Sup_L,Vermis_4_5,Cerebellum_6_R,Insula_L,Thal_LGN_R,OFClat_L,SupraMarginal_R,Thal_PuM_R,N_Acc_R,Angular_R,Cerebellum_7b_R,Thal_MGN_R,Thal_MDm_R,Thal_PuA_L,Cerebellum_Crus2_L,Parietal_Sup_L,Cingulate_Mid_L,Thal_LP_R,LC_R,Thal_VA_L,Vermis_8,Cingulate_Post_R,Thal_MDl_L,Thal_MDl_R
Supp_Motor_Area_R,0.688861107447996,0.49943550923240837,0.0546305772205413,0.7455138355520405,0.6894773246108429,0.6885186620904307,0.516143917553988,0.670842919207284,-0.14590527866937944,0.7772736500259197,1.0,0.9223851976787738,0.37977030078095586,0.7916172229713766,0.8667899027551955,0.5327055065558883,0.6141187048969872,0.5895078314009238,-0.011979245941426717,0.7282102577337569,0.4553400563350822,0.6703704864381446,0.7557367698683634,0.5909321327416212,0.889438908505252,0.2931847575583723,0.043927316327592794,0.6842005235667838,0.7758668875354067,0.2298899082615692,0.5745859985699094,0.40393767011805465,0.12919065760020368,0.5642483481408241,0.7449009849193305,0.1178126090380402,0.30644193342214127,0.8061815404786598,0.33674569140120897,0.4432660150800801,0.08203469083758494,0.5232594832576569,0.5809125204970623,0.7780503320981109,0.3837905545848891
Frontal_Mid_2_R,0.6196504669467829,0.4776949747485778,0.06726478697674627,0.7842552130013488,0.6654129316516235,0.7081029175973168,0.466861275737436,0.664201035701157,-0.04269182210754561,0.8062779546493075,0.9223851976787738,1.0,0.36414726203356457,0.7735835208840356,0.8289415637611836,0.5493033888470803,0.6206694626629721,0.5771745302085524,-0.0354712526531242,0.650361633035772,0.3462933130221436,0.6399550461386649,0.7276490027813919,0.569009533282052,0.8632153181103154,0.3244311703552899,0.03195396922792022,0.7582988082945789,0.7233101272510551,0.20570761244253394,0.6033026883510945,0.34748046276891914,0.15119866595431258,0.5485616622866897,0.6574642184006587,0.060605637633692415,0.24887073164707968,0.8336668869019924,0.3460537252521735,0.38516889081931677,0.12323542830773361,0.5035882785691956,0.5985490629128711,0.7661409224195401,0.4213953244290941
Thal_IL_L,0.27843594173731134,0.17573123289536488,0.11685941914519303,0.1761512806518933,0.28011077798187095,0.37801735031168276,0.40801770872552057,0.27020602463425253,0.01882840732827322,0.18500850262858928,0.37977030078095586,0.36414726203356457,1.0,0.45277323539549547,0.3914408977555478,0.20486782403463039,0.22490188365357605,0.3783226668448303,0.27271106129122974,0.4700043296636772,-0.18028903549151482,0.5672747364138084,0.3110295050431906,0.06622348297974115,0.4962880611929081,-0.008878368994113527,0.30208110043343295,0.29454568755170035,0.3291037463517348,-0.021558245263189,0.25542646508263067,-0.10338844528669708,0.17113156751030445,0.36117710149760884,0.19038806571531927,0.269152498211756,0.13226628813728367,0.33566571653240146,0.0006544186712710689,-0.0026628189852074473,-0.02016231752385595,0.17130117034983078,0.2180049192153873,0.36150891685859776,0.29625441953461856
ACC_sup_L,0.6092953302958873,0.47767875943711635,0.2440794661554802,0.6836286502759408,0.5310534321276061,0.5818150110899036,0.5907152654953316,0.5499720423761343,0.07421453031837265,0.5253843270994362,0.7916172229713766,0.7735835208840356,0.45277323539549547,1.0,0.8829904619395571,0.41940021378130676,0.6190611103629076,0.6131219757781476,0.016520979481653753,0.5693853818124259,0.2836839983702378,0.5622409361753123,0.6527455392799469,0.4429434255368253,0.7495124133611563,0.39881930313760544,0.18436258807273098,0.5044559041100473,0.6769073404623418,0.32158080620588636,0.3087896904533463,0.28333456748965474,0.18482469878003913,0.5154364649363811,0.7272238471203464,0.10732144328381671,0.1571788331941078,0.6808570339498746,0.45485575950627055,0.4540687172537466,0.21504948961461154,0.45626548133421424,0.5637085610159343,0.6583291546790899,0.389392710197325
ACC_sup_R,0.6703235233407676,0.4411180612294177,0.17793234154211457,0.6584891288057305,0.6184040363041678,0.5613891667383428,0.5406766809082334,0.5824339031811617,-0.08996018735732275,0.6963590830007828,0.8667899027551955,0.8289415637611836,0.3914408977555478,0.8829904619395571,1.0,0.4172452632137888,0.5729454669366213,0.6904331366824272,0.11343101653259777,0.707290435572565,0.5241338239243155,0.5343709050551154,0.6955226068533316,0.49802452210734904,0.8392484573315635,0.2914264341522592,-0.019526162949692064,0.6960238733177638,0.7496508588759624,0.3253981241815882,0.5393189943842686,0.3868712369498401,0.2017956460926355,0.5086603801969848,0.7627116014148202,0.06779836981846321,0.3662736168421838,0.6833558679050237,0.42821051667416027,0.5177010881743828,0.07067745801334979,0.4393735982134325,0.5461310676345646,0.7321155416475554,0.3620040253312891
SN_pr_R,0.4483174458294012,0.7149627731619864,0.49182685368967893,0.41501209607847606,0.16311546670795665,0.38623324649722335,0.4808112499876747,0.1729202572201489,0.24275597788086536,0.4399278537887968,0.5327055065558883,0.5493033888470803,0.20486782403463039,0.41940021378130676,0.4172452632137888,1.0,0.7211058820089126,0.2822230936215322,0.061022063602987335,0.5559723409231417,0.19179677746705268,0.49022612450517705,0.588694438976991,0.10216529299538099,0.4716220463851226,0.34731059083447285,0.39624377378919307,0.23774801076979835,0.38589771100834913,0.36082063625254757,0.30591864857970624,-0.021133421404411875,0.09035113724664705,0.6653786490956402,0.44814270430569864,-0.17497838610238572,0.37656321067744647,0.6057678536464778,0.518903482314178,0.3508169373805558,0.4799292454960266,-0.07514499318663821,0.5169115677817259,0.613078067325981,0.5845609252830472
Thal_VL_L,0.6034904163632212,0.7601547506703299,0.40402039772757903,0.49934974704489077,0.22814223409966627,0.46856593952860665,0.5861840473470882,0.3482116255266725,0.2865370530122457,0.5306114256847837,0.6141187048969872,0.6206694626629721,0.22490188365357605,0.6190611103629076,0.5729454669366213,0.7211058820089126,1.0,0.39763096847906493,-0.18426277064170823,0.5066745106554895,0.4047114463850393,0.5285259679133958,0.633169753614383,0.31677601422937895,0.5352299790292113,0.4208197034438332,0.29567370120595765,0.21443098771821267,0.49200409161798303,0.41815618808373856,0.248677354148636,0.15628259902198705,0.21780318453720815,0.7022948052381042,0.5415870474563004,-0.13458601489647992,0.18224212364840484,0.6966204600123708,0.7579035643179453,0.5082289324204071,0.5745954903704885,0.1257322490026759,0.6899717435770798,0.7492844238510407,0.6264620201480446
Thal_PuA_R,0.44085014754589813,0.08972158378426404,-0.10818425109662744,0.5888314373997163,0.6761016448982908,0.6799877162610842,0.4013350259453473,0.6513732176794237,-0.20318565902916091,0.6229746435274167,0.5895078314009238,0.5771745302085524,0.3783226668448303,0.6131219757781476,0.6904331366824272,0.2822230936215322,0.39763096847906493,1.0,0.03798559194032536,0.47025590263025463,0.3157505631802998,0.48348734960742573,0.7100310596469933,0.5504081538305768,0.7146741108763083,0.46451301915250526,-0.18517101033583172,0.5210282042739096,0.7390958634265653,0.408534517566675,0.435328119379611,0.39009062325175153,0.4646758859527903,0.41845700360818366,0.574625518437755,0.40281747491469877,0.18065482369395242,0.44490061764843714,0.3903351954747607,0.2377577463291652,-0.23113536938492332,0.4608599953811735,0.33148681842982936,0.6285352922880952,0.03631395834570334
Parietal_Sup_R,0.05123691269678749,0.015133630820111524,0.46740779923726866,-0.24564142335038386,-0.12669132996780796,-0.2777566695880529,0.05167671041238864,-0.4410546724321068,0.022968771084776882,-0.266392483025998,-0.011979245941426717,-0.0354712526531242,0.27271106129122974,0.016520979481653753,0.11343101653259777,0.061022063602987335,-0.18426277064170823,0.03798559194032536,1.0,0.4911912964276171,-0.29731556718248375,0.10641268630629812,-0.10802714701906992,-0.5500033445067917,0.1312466569718328,-0.21385884563884155,0.3294330775750152,0.25981059516375093,-0.15909340422315296,0.04705386031195389,0.27660871682157256,-0.3881858792562359,-0.09528261520059836,-0.0656542944937508,-0.14299719331862454,-0.05188373619745701,0.7248158082372702,-0.026767746804758744,-0.22499491821269957,-0.10042562856387335,-0.06437141141156966,-0.339346730149589,-0.11515219852389443,-0.03696758866734399,0.08718933164754836
Frontal_Sup_Medial_L,0.6431813493541326,0.522488606371803,0.33823828062419103,0.29860308907717054,0.388362826350743,0.31994268454571134,0.42387457022998937,0.2464893326824916,-0.06717709527438841,0.4861242553928663,0.7282102577337569,0.650361633035772,0.4700043296636772,0.5693853818124259,0.707290435572565,0.5559723409231417,0.5066745106554895,0.47025590263025463,0.4911912964276171,1.0,0.2781411349323022,0.7220092390813886,0.5400805027619395,0.14440596817240678,0.791388977669206,0.1645719939270111,0.252698379789075,0.5458882905761373,0.5341414248805453,0.2820659777130298,0.7031329927145054,0.1615048384237895,0.09680201875551273,0.46012636487421127,0.5144092132717344,0.04470638732044332,0.7082607855220426,0.7259765398228866,0.22204199374386901,0.3698669460180805,0.07459457146934137,0.11249755763536592,0.5547420159334191,0.6827816704314494,0.4231051314237684
Temporal_Pole_Sup_R,0.5535147573846317,0.2956918492220824,-0.14355378377678507,0.33774382767513716,0.40058576326186346,0.1955756426986706,0.19897004286993464,0.4255446622301909,-0.2750070852216156,0.578527042088359,0.4553400563350822,0.3462933130221436,-0.18028903549151482,0.2836839983702378,0.5241338239243155,0.19179677746705268,0.4047114463850393,0.3157505631802998,-0.29731556718248375,0.2781411349323022,1.0,-0.007679007342109793,0.45241965640202364,0.5970911101567734,0.32539527477841057,0.10296102147975132,-0.48801857616422634,0.2532564343673655,0.5371115216668046,0.29703898698125886,0.40907437190118784,0.6992286532147333,0.18625799880792263,0.2771718225145728,0.5676717663075768,-0.05966410282648156,0.28523259682266205,0.3150706535022122,0.42226472465484655,0.509164527079752,-0.01207564075429405,0.38795653240614386,0.4063450867133448,0.42212760226032486,0.1276586975017326
Temporal_Sup_L,0.47898016026495877,0.41930489228205264,0.03250960165698642,0.42019130369765084,0.4722094523828106,0.5970362300883517,0.44300614883488115,0.5051331794056122,-0.08118102669748954,0.5161094805119243,0.6703704864381446,0.6399550461386649,0.5672747364138084,0.5622409361753123,0.5343709050551154,0.49022612450517705,0.5285259679133958,0.48348734960742573,0.10641268630629812,0.7220092390813886,-0.007679007342109793,1.0,0.5869954479857225,0.355079696348768,0.7424328119532825,0.39149439028641914,0.3308872182942525,0.3293933896173006,0.5797446031114574,0.19530521975059484,0.525879553934178,0.1608547995856689,0.17553389278470075,0.5215950052309334,0.501674813890365,0.2954763639315525,0.20746934255023777,0.7483089916504291,0.1883346822819948,0.24601177737649305,0.010560800613269354,0.3177976189976707,0.5410332787129242,0.6770677337417,0.2574619468750311
Vermis_4_5,0.6403439760940893,0.4100938034969567,-0.04109773294872534,0.7728934180192191,0.7842851196857232,0.8447668911295662,0.49162002414771755,0.7698705792066126,-0.11462917538187882,0.7519045402023652,0.7557367698683634,0.7276490027813919,0.3110295050431906,0.6527455392799469,0.6955226068533316,0.588694438976991,0.633169753614383,0.7100310596469933,-0.10802714701906992,0.5400805027619395,0.45241965640202364,0.5869954479857225,1.0,0.6725394915146621,0.7095722005544348,0.4023006922224536,-0.06935146896611663,0.44774943275627016,0.8699281825554173,0.3531655315693257,0.4893566177386263,0.4563442490236496,0.3654115901655349,0.7182542846053297,0.6766571692233194,0.26904689564147416,0.24951971821762686,0.654829303080556,0.48572368053358556,0.35890619226737547,-0.032792021401827846,0.5450441645293062,0.5666063953536886,0.8002700412737984,0.24805464490726226
Cerebellum_6_R,0.43365862383246606,0.06502814748771674,-0.6207792116694343,0.6775061321057871,0.8044473289238369,0.723996396386722,0.15835403709442422,0.9261367005369627,-0.4213349048754012,0.7621441628555706,0.5909321327416212,0.569009533282052,0.06622348297974115,0.4429434255368253,0.49802452210734904,0.10216529299538099,0.31677601422937895,0.5504081538305768,-0.5500033445067917,0.14440596817240678,0.5970911101567734,0.355079696348768,0.6725394915146621,1.0,0.5125179811807117,0.33560898865982625,-0.5308000807285362,0.3383928572725807,0.7979158031387794,0.2217951115080372,0.459095865011569,0.7960907636579972,0.32813077684009234,0.35370380212138613,0.6434659446559318,0.37940145269452596,-0.16332597015493833,0.49239978838764215,0.19226585158819554,0.24598663837993964,-0.3437711060575287,0.8636547465945797,0.4163910094906027,0.5116318035168986,-0.1370162884335842
Insula_L,0.6227256565076668,0.38730595558172215,0.03208567128840922,0.6635885628642336,0.6767450464885163,0.6623263161246878,0.46759746741161184,0.6399365015830915,-0.1554817740977424,0.7474857889733734,0.889438908505252,0.8632153181103154,0.4962880611929081,0.7495124133611563,0.8392484573315635,0.4716220463851226,0.5352299790292113,0.7146741108763083,0.1312466569718328,0.791388977669206,0.32539527477841057,0.7424328119532825,0.7095722005544348,0.5125179811807117,1.0,0.3766833471147242,0.024501205582473387,0.7054071558753358,0.747521426323314,0.34204215561465356,0.6451164801669208,0.37019436898827357,0.32211016757696703,0.49270481047278636,0.6546501460330892,0.2764706984483244,0.3629087378852647,0.7675516284406608,0.2794459727153801,0.3294489087770473,-0.05334889986586565,0.4674234324165516,0.569386658680939,0.7544595064213084,0.28123843849872276
Thal_LGN_R,0.21816608443876198,0.22275248518456872,-0.011759809726572552,0.40704025188770177,0.22041427203134456,0.3853833006156596,0.2270921538982003,0.33411034495843384,-0.017417437006259334,0.3260655645508435,0.2931847575583723,0.3244311703552899,-0.008878368994113527,0.39881930313760544,0.2914264341522592,0.34731059083447285,0.4208197034438332,0.46451301915250526,-0.21385884563884155,0.1645719939270111,0.10296102147975132,0.39149439028641914,0.4023006922224536,0.33560898865982625,0.3766833471147242,1.0,0.1094872426537717,-0.01714983202481389,0.33291095186476843,0.6690619432632374,0.11608444626122948,0.24019956015744462,0.3946639235480682,0.22107962659644528,0.4591564056431853,0.27942169526733424,-0.04948147086901321,0.3503534922244642,0.41078133154742735,0.09099240072309661,0.07670371204706523,0.2485580989652917,0.38821398532825424,0.3547824585521123,-0.15105816915102696
OFClat_L,-0.025647467391008746,0.47735587460969436,0.6541092629898428,-0.12940762827052382,-0.40022964045978693,-0.08855816660393227,0.37779117836792325,-0.3967209628567693,0.48174653862660466,-0.27720589680453445,0.043927316327592794,0.03195396922792022,0.30208110043343295,0.18436258807273098,-0.019526162949692064,0.39624377378919307,0.29567370120595765,-0.18517101033583172,0.3294330775750152,0.252698379789075,-0.48801857616422634,0.3308872182942525,-0.06935146896611663,-0.5308000807285362,0.024501205582473387,0.1094872426537717,1.0,-0.12202516127158547,-0.30473154383376405,0.04519573670919138,-0.27039782201355334,-0.6674696316760665,-0.21204680317154753,0.16474794562895229,-0.12635182206837092,-0.17877774517254783,0.06476810729748582,0.1343900106158377,0.18353915473559745,-0.04445150004952541,0.5853318780860407,-0.41165830636102874,0.09744239688580228,0.08780060053642366,0.37445284001917556
SupraMarginal_R,0.353380340092462,0.10604537541468352,0.018512347295692056,0.5032932051196993,0.5406083813951166,0.44315498293349925,0.22665706552032214,0.4448254290120078,-0.11202095538442894,0.6653948936880857,0.6842005235667838,0.7582988082945789,0.29454568755170035,0.5044559041100473,0.6960238733177638,0.23774801076979835,0.21443098771821267,0.5210282042739096,0.25981059516375093,0.5458882905761373,0.2532564343673655,0.3293933896173006,0.44774943275627016,0.3383928572725807,0.7054071558753358,-0.01714983202481389,-0.12202516127158547,1.0,0.5047616864695917,0.06318195665127631,0.6171576651935939,0.19404068539890648,0.1307743644676027,0.2876226700819318,0.3583955575603213,-0.003953484611486717,0.364530707315133,0.49952604048940674,0.09469478278176058,0.2721279893703963,-0.16354438828298937,0.3400360747295612,0.22175286296125302,0.4756019349345812,0.22011979901859904
Thal_PuM_R,0.6323292738875462,0.23547741722197085,-0.23384644573248256,0.7331021071346566,0.8553156752257025,0.7932089165264251,0.36414341095665076,0.8585216002366256,-0.2625980324242474,0.7679263176862954,0.7758668875354067,0.7233101272510551,0.3291037463517348,0.6769073404623418,0.7496508588759624,0.38589771100834913,0.49200409161798303,0.7390958634265653,-0.15909340422315296,0.5341414248805453,0.5371115216668046,0.5797446031114574,0.8699281825554173,0.7979158031387794,0.747521426323314,0.33291095186476843,-0.30473154383376405,0.5047616864695917,1.0,0.2954253785364008,0.6037626579476444,0.6519298870621276,0.40732569569241595,0.6078156459384723,0.7379281155572797,0.34800467300577825,0.21422157046944248,0.6643730280531654,0.29596380562491426,0.4097086787066938,-0.23127207410788167,0.6679427769463984,0.5528887545348988,0.7347173170715122,0.15687758463591606
N_Acc_R,0.2709933494120188,0.32502642271376886,0.14674357405146554,0.21576347406661694,0.12573782534348146,0.19306614805145356,0.30645566150072995,0.1645330826379665,-0.04122069609849729,0.23519028705801334,0.2298899082615692,0.20570761244253394,-0.021558245263189,0.32158080620588636,0.3253981241815882,0.36082063625254757,0.41815618808373856,0.408534517566675,0.04705386031195389,0.2820659777130298,0.29703898698125886,0.19530521975059484,0.3531655315693257,0.2217951115080372,0.34204215561465356,0.6690619432632374,0.04519573670919138,0.06318195665127631,0.2954253785364008,1.0,0.1947853249910964,0.1959232189307508,0.4549814700593537,0.24308580787215664,0.4342152406477407,0.2667182872335656,0.23085430181356312,0.24869264298772847,0.38907768743314014,0.054047743834910775,0.05889443643235337,0.17109461688196775,0.32488205115121993,0.27415506573392395,-0.14891698613655516
Angular_R,0.5326911986120274,0.2120208719352384,-0.15647444599615556,0.29316941879126207,0.5508044111812903,0.33995432618365096,0.1184880234412542,0.4408987109527792,-0.3376509412476886,0.6578014778868837,0.5745859985699094,0.6033026883510945,0.25542646508263067,0.3087896904533463,0.5393189943842686,0.30591864857970624,0.248677354148636,0.435328119379611,0.27660871682157256,0.7031329927145054,0.40907437190118784,0.525879553934178,0.4893566177386263,0.459095865011569,0.6451164801669208,0.11608444626122948,-0.27039782201355334,0.6171576651935939,0.6037626579476444,0.1947853249910964,1.0,0.5015401364948907,0.1867612626923352,0.33927940641622667,0.48509554197680477,0.12762299981834233,0.6230547429172772,0.6807035032294156,0.0005708084742330513,0.2619029831267003,-0.2969369099020807,0.3788431859100647,0.5125379067791554,0.5264739837592164,0.13577185663357413
