,Cerebellum_7b_R,Cerebellum_6_L,Postcentral_L,ACC_sup_R,Raphe_D,Thal_PuA_R,LC_L,Thal_VA_L,Thal_MDm_L,Cingulate_Post_L,Thal_VPL_R,Rectus_L,Frontal_Inf_Oper_L,Vermis_4_5,Olfactory_R,Temporal_Inf_L,Vermis_6,ACC_pre_L,Frontal_Inf_Orb_2_R,Fusiform_R,Cerebellum_4_5_R,Olfactory_L,Fusiform_L,Thal_VPL_L,Pallidum_L,Thal_MDm_R,Putamen_L,Parietal_Inf_R,Parietal_Sup_L,OFClat_R,Occipital_Sup_R,Temporal_Inf_R,Cerebellum_3_R,Cerebellum_6_R,Temporal_Pole_Sup_L,OFCpost_R,Amygdala_L,Calcarine_L,Cerebellum_10_L,Hippocampus_L,SupraMarginal_L,Temporal_Sup_R,Vermis_9,Thal_PuM_R,Temporal_Pole_Mid_L,Frontal_Inf_Oper_R,Insula_L,Thal_PuL_R,Thal_IL_R,Red_N_L,Raphe_M,Rolandic_Oper_L,Cerebellum_8_L,Thal_PuI_L,Thal_Re_L,Frontal_Med_Orb_R,Frontal_Sup_Medial_L,Occipital_Inf_R,Angular_R,Precuneus_R,Precuneus_L,Thal_AV_L,Parietal_Inf_L,Precentral_L,Cerebellum_3_L,ACC_sup_L,Vermis_1_2,Frontal_Inf_Orb_2_L,Cerebellum_7b_L,Cuneus_L,Thal_VL_L,Supp_Motor_Area_L,Frontal_Sup_2_L,Angular_L,N_Acc_L,Thal_MDl_L,Temporal_Sup_L,N_Acc_R,Rectus_R,ParaHippocampal_L,Thal_LP_L,Paracentral_Lobule_R,Vermis_7,Thal_PuI_R,Temporal_Pole_Sup_R,SN_pr_R,Thal_VA_R,Thal_LGN_L,OFCant_R,Thal_MGN_L,Caudate_R,SN_pr_L,Thal_MDl_R,Cerebellum_9_R,LC_R,Calcarine_R,Precentral_R,SupraMarginal_R,Frontal_Mid_2_L,Frontal_Inf_Tri_L,Lingual_L,Vermis_8,Thal_IL_L,Caudate_L,Thal_LGN_R,Cerebellum_4_5_L,OFCpost_L,Cingulate_Mid_R,Cuneus_R,Thal_PuA_L,Thal_PuM_L,Hippocampus_R,Rolandic_Oper_R,Cingulate_Mid_L,Pallidum_R,OFCant_L,Cerebellum_Crus2_L,Amygdala_R,SN_pc_L,Heschl_R,Frontal_Med_Orb_L,ParaHippocampal_R,Cerebellum_Crus1_L,Temporal_Pole_Mid_R,VTA_L,Putamen_R,Thal_LP_R,Cerebellum_9_L,Thal_VL_R,OFClat_L,Insula_R,OFCmed_L,Thal_AV_R,Occipital_Inf_L,Cerebellum_8_R
Cerebellum_7b_R,1.0,0.614676655507482,0.2515284807618705,0.3868712369498401,0.16857969405924117,0.39009062325175153,-0.41980272488075976,-0.3859924137068562,0.2742615392239555,0.3266140271665447,0.25377636227002265,0.10882490663588303,0.27017805494329344,0.4563442490236496,0.07931589119612359,0.27374689588392537,0.65468083381676,-0.08648269929266411,0.3784106906165639,0.7319783543479316,0.4884289058745889,-0.019677973262287107,0.3601096230615486,0.10963763328854959,0.3203515171558181,0.1578384500485289,0.2382738048957857,0.04637714528403322,0.09788064948974007,0.2988726551001906,0.6722842110109697,0.7401381943557303,0.45557630617102457,0.7960907636579972,0.2518273842357492,0.5618356474728056,0.2578848275017123,0.5892525265891522,0.3979388507144086,0.17135537591596461,0.33612121376881426,0.5690036831892583,0.7184434674450209,0.6519298870621276,-0.2520803295405914,0.08221816543885153,0.37019436898827357,-0.12884331572418478,0.16210946511676078,-0.10081033890974526,0.33615310312767843,0.27003779262959887,0.4749222942636036,0.35544294595209885,-0.39355566284411464,-0.27544873135280595,0.1615048384237895,0.7499431239017721,0.5015401364948907,0.2526535706227349,0.350857562805993,-0.1262728684768232,0.3896472445853526,0.3705021276786118,0.25052707774370864,0.28333456748965474,0.1486254515795364,-0.11509135880430983,-0.09252189602396821,0.527302159272238,0.15628259902198705,0.27471832478434627,0.17770142662125585,0.4271436394186041,0.09978316431825121,0.33322506003115865,0.1608547995856689,0.1959232189307508,-0.01812656228663535,-0.35687388693613065,0.3807916976725586,-0.07666300519844534,-0.4370779303925571,0.655118002926699,0.6992286532147333,-0.021133421404411875,0.11570522811005632,0.556962912515041,-0.22032887956428257,0.389129076139329,0.30604034863971274,0.1395522094906263,-0.1338354721644999,0.6987722538101329,0.30055821721725456,0.6245427263424205,-0.16197125078326757,0.19404068539890648,0.26324187198244325,0.0028284666811408234,0.6537726207128906,0.6313996788890125,-0.10338844528669708,0.18981409265213292,0.24019956015744462,0.5164112260436425,0.3291261903445249,0.20647036811286568,0.5424050072278992,0.5429615750215365,0.675510517630684,-0.38490698155097713,0.20011327263771933,0.34866862032760726,0.30984407703996286,-0.04164217541391605,0.3362460121580288,0.5287597158636257,0.15794371484575667,0.45254009771852144,0.10566133483734817,0.051728039601750424,0.3585056168488514,0.24841796676600592,0.1715963471542351,0.38094456923094366,0.09229573908985322,0.6122682562294836,0.060803942684511524,-0.6674696316760665,0.5167929878481742,0.2400522058382142,0.3690186691353798,0.44492819695179064,0.7643881654280628
Cerebellum_6_L,0.614676655507482,1.0,-0.10006346567500263,0.35129321106686195,0.37423475907092474,0.5249058124192164,-0.5397316341026621,-0.37879769488187337,0.39545510715471066,0.40700076253117773,0.3233982336494919,-0.07779969343604021,0.1723588203245808,0.670875489643167,-0.007731328936191389,0.8486310694378357,0.9365121114056212,-0.16100265053521365,0.1933033387479282,0.7869215736092063,0.6918875963721351,0.1554991050680426,0.8285821031644992,0.22387228051859434,0.20082303555208586,0.3600122255116098,0.08439046915296898,0.1152148760809172,-0.28931690086946443,0.19910423930788806,0.6431947733247964,0.5242081539006123,0.7120148097542418,0.9038707582096682,0.59450962524781,0.2797029401312185,0.5657433837388389,0.6981043161139971,0.6290195168471602,0.4696944121429594,0.35051656942673043,0.7099727773831747,0.8986325620234497,0.7298419613123792,0.20470196861397383,0.4231939794073491,0.46722077978503174,-0.09748771810594348,0.0895176548421421,0.03909925070198847,0.33169947590123494,0.3423157156276673,0.8766612746629792,0.36125841315907753,-0.37005660646095573,-0.35559079321377346,0.09587654406446332,0.8412947874325585,0.3642930739890762,0.14559049838620225,0.37280129370779985,0.10656697662443132,0.11141279694146927,0.27947034418953887,0.3435763902058882,0.33195994506727844,0.49820134249103776,0.01256510796524746,0.32111677556963103,0.5811940013996173,0.26764254542386623,0.3970294823337722,0.13114270410416765,0.2174241429321581,0.17004646700822618,0.4896112637612271,0.44097416429468667,0.1916460108780408,-0.1277645108886456,-0.16455526611142848,0.5400848014719889,-0.16163743694172475,-0.5321798142022719,0.8825258973663941,0.3467930978333487,0.18353190642272785,0.29102488768325274,0.6486903641256571,-0.3399219380047431,0.49574154460246245,0.3603900190787534,0.13401813119306388,-0.17803849183537965,0.9107289594210137,0.06411289160105516,0.7787493360190493,0.16468374621720575,0.2679739057118849,0.34289366871125004,0.07276258671741323,0.9087563090771297,0.7642234567877392,0.1355363218864691,0.3993711250555511,0.35547149877381223,0.7081540600805681,0.3308260149381036,0.23479860873378142,0.5602816991119006,0.5149951625127404,0.7245099657827196,-0.4445508011669197,0.38852630089035806,0.41890745843244453,0.46267850780367253,0.002361015955448979,0.48036656782833703,0.5927072578678542,0.262688223667045,0.5734060964277131,-0.04819516175273622,0.07989030035377703,0.8618512122143095,0.5834093850470935,0.19059472947103034,0.3824428347392153,0.09998515023160585,0.8922785858185976,0.21237436209820915,-0.3780572980599215,0.6552176324152061,0.14013071202874428,0.3463312158104841,0.8550933056260933,0.7066332428518712
Postcentral_L,0.2515284807618705,-0.10006346567500263,1.0,0.6799882389513141,0.34062188604965343,0.32474807035823705,0.3206351788795293,0.24803392721337703,0.5468757317047424,0.5415334611683156,0.4410922374470093,0.48131938483452,0.8484925969051896,0.4515316731084932,0.47706579375166586,-0.07595393897306284,-0.12155775327387934,0.5237811368986329,0.6311438494334344,0.4174854134412992,0.47615087941998047,0.39188162581747893,0.11684062443739729,0.5226133011816353,0.7416306429056618,0.38549826272386756,0.7961118076043745,0.6487267063801384,0.8109387668791224,-0.003027587076362284,0.4275786036828477,0.4612641654159849,0.1643285759430647,0.07992154948194936,0.06760427833895817,0.622903832232261,-0.07896856897418761,0.302316009836242,0.32113834311305756,0.4291288830390627,0.7017803048627556,0.3789166252030961,-0.027018867649860175,0.4437561288085808,-0.175006179203901,0.33438518750774415,0.6577978770440956,0.37721300148372167,0.36253112814478544,0.35495164580812655,0.09846033839630741,0.6328856899388698,-0.20051408881300994,0.6136535044136302,0.0498274299277594,0.3236675058456948,0.8224095875117475,-0.056986311076304995,0.5718767035390387,0.8233159349898179,0.7195863967846998,0.3453033025884862,0.9223393122416502,0.8675644393760764,0.5678636619505015,0.590427754792687,0.3173277702417799,0.5727670009680498,-0.3104240202381299,0.23670517005015113,0.5023617746669794,0.7225074973597453,0.8415937578407522,0.6488471617749881,0.3732317543032757,0.530777776397359,0.43099780330871984,0.32914946170670367,0.37045375261152036,0.5165399791954586,0.21638257204422323,0.8187018203681661,0.1139948335342556,0.1610194318299459,0.4099137549403216,0.526301682298018,0.3166017143199467,0.286972323879398,0.41807016265401253,0.34818199711205033,0.6241428273152648,0.4612824450579211,0.4766924353087058,0.08272474725435475,0.44213382769721077,0.2370671283869381,0.46666490204162275,0.46845343176303045,0.6914901853910812,0.7405023951259351,0.08872266380643651,0.06265019230213344,0.2660000044774358,0.5456531006162545,0.16268525323208158,0.5022362780173335,0.6511734412870566,0.614262920330419,0.28616578834382955,0.5122177073216013,0.39007628318282833,0.5949599899241408,0.6175349389986926,0.6404915742255185,0.6268384310466363,0.5935688335191683,-0.10368987145195874,-0.04644399070196975,0.5234682508119416,0.5918897608315199,0.13146432902790817,0.6838556782402164,-0.26021247855631596,-0.25320649116458405,0.18418721909297275,0.6950094899886369,0.3114851554783249,0.05937969977006242,0.5964096671697638,0.16363175246635292,0.544875295145948,0.43397370585893885,0.5555505148660241,-0.26511790711120065,0.2939094557956951
ACC_sup_R,0.3868712369498401,0.35129321106686195,0.6799882389513141,1.0,0.5966723808315677,0.6904331366824272,0.15464075283372106,0.07067745801334979,0.6514737212107092,0.5774626260657197,0.6777452388425724,0.4628456372265584,0.8078224294724942,0.6955226068533316,0.4673540546568585,0.37092154423734414,0.36112942563943506,0.5032712406355588,0.5978281357513205,0.6954574983118004,0.7697360558875276,0.5406766809082334,0.5613891667383428,0.7902762534374336,0.6651834337463416,0.5086603801969848,0.7234672869645948,0.665881653816054,0.3662736168421838,0.09859844701956623,0.5453153688742757,0.6550539426998812,0.6384265920525164,0.49802452210734904,0.41011939876740455,0.6558021667226703,0.3593838875352613,0.625101761751265,0.6584891288057305,0.711400737667583,0.7171315144504352,0.6963590830007828,0.4491776274516248,0.7496508588759624,0.0838725055129663,0.6850953748875012,0.8392484573315635,0.5586064101609103,0.5408953503234515,0.5249647735617541,0.38538455076825845,0.7027971282902008,0.29800146522332277,0.7065974138934324,-0.08996018735732275,0.022274113679680643,0.707290435572565,0.35365359416843445,0.5393189943842686,0.7007231138080009,0.6049122371537555,0.28160686037174,0.7203716462188657,0.8384466508175766,0.7141911249913431,0.8829904619395571,0.5601544179584208,0.5257677981172199,-0.03533818963950941,0.43402501263147425,0.5729454669366213,0.7358151799226802,0.7793049263150594,0.4546053324690402,0.5139379906059539,0.7321155416475554,0.5343709050551154,0.3253981241815882,0.38215822103851455,0.5523864640231019,0.6549049926212764,0.5015483652558431,-0.1406909338320869,0.5424588656417993,0.5241338239243155,0.4172452632137888,0.4155234570923129,0.5020847173331813,0.21156955158653554,0.38780972975390543,0.6377164388504529,0.3714180291284146,0.3620040253312891,0.5673648192059347,0.5177010881743828,0.6184040363041678,0.6027091824181413,0.6960238733177638,0.7672196817159059,0.7144768917107558,0.5824339031811617,0.4393735982134325,0.3914408977555478,0.7263977483712755,0.2914264341522592,0.7591519950615789,0.7760711011142464,0.7194360510687042,0.4364074658399623,0.7627116014148202,0.7319826604421245,0.29951732792728164,0.721870198961157,0.6833558679050237,0.647724993502055,0.4411180612294177,0.06779836981846321,0.33283889302471736,0.6802322064517456,0.7738578097468948,0.23249602382663623,0.7134393239917931,0.2239106250118587,0.19871322854062512,0.3422826586211473,0.6831442433463619,0.42821051667416027,0.5918027544808717,0.6530688148830299,-0.019526162949692064,0.7906377698081969,0.462188571925053,0.5674745591571035,0.23092295092713797,0.6680477570277867
Raphe_D,0.16857969405924117,0.37423475907092474,0.34062188604965343,0.5966723808315677,1.0,0.4048166654972524,0.1658465061762759,0.0813356181534845,0.41150949219003297,0.5138949978820241,0.6062891734803646,0.35972607466038664,0.53711749838318,0.589104143907309,0.07380008538506776,0.4694984887995786,0.3516268381647704,0.2188558008124529,0.20307763992213523,0.5540313818324318,0.6595263731073423,0.3790612666191112,0.5899191282828327,0.46868088082490506,0.42937309914904426,0.5498778154826413,0.46529012741806286,0.4548636027674567,0.11918690718693117,0.0062741595132784,0.4315333709648139,0.47116186759367884,0.6555619890663481,0.4277174419610894,0.32134456883637513,0.2275065429922921,0.20814128996185435,0.5747657845512542,0.5901683198393737,0.47470667852957404,0.5558315494733629,0.5905895074460173,0.37825689945484103,0.5918759491219285,0.10699896455138729,0.5902990004808836,0.5668017834254888,0.27046689878358277,0.6040800724470199,0.6216204904729045,0.4693534041027296,0.5382702290099177,0.33011054383620253,0.6326235970182225,0.007214608264919157,-0.15385389707220978,0.4363357240196923,0.2674587153675627,0.3946048635744709,0.49055690009044894,0.3662056991963258,0.49278446838917245,0.43974152278091094,0.5725714858958341,0.5892921861509268,0.5732900818335284,0.6683965709836542,0.24043367062012097,0.19728383093325402,0.3615741873159203,0.4543855300521412,0.6101871727344177,0.5157745182630312,0.33971170987727206,0.10868480221491457,0.5801765496418173,0.48144039733109645,-0.16079353248075412,0.41650860216609487,0.44982127664068966,0.3155671863615252,0.3127550761603221,-0.1450176565922969,0.4157010801432548,0.2099780899453294,0.35048572262505606,0.3052740055620676,0.35768644652952625,0.007665552521648846,0.32595181310695215,0.48340021756018187,-0.03529205320087069,0.44649719038207303,0.4371514920646379,0.43906917485352864,0.5505247913759759,0.5558131764725649,0.5693183203826521,0.5574006124089373,0.5151637417461793,0.5453128975445989,0.3823831889800124,0.29572592246918855,0.6432540906302859,-0.04647656376155159,0.6036865986320841,0.5425686322388961,0.6437515975753205,0.3413769774053962,0.42914317731922264,0.4040655468408278,0.22637269922783046,0.6080439068026771,0.634281866152226,0.5154377596901918,0.3183251232928808,-0.06427805569881845,0.17913733955692415,0.5660947386144916,0.5631040280448979,0.2310250143536811,0.5286202315543336,0.24239281508592217,0.18962011773061974,0.352070947479396,0.4503232025319601,0.2431327029240321,0.5154704079948434,0.5214367192928527,0.008006645256923694,0.581798570079392,0.305232238895309,0.47553787469625297,0.32138285692269936,0.44559175823274466
Thal_PuA_R,0.39009062325175153,0.5249058124192164,0.32474807035823705,0.6904331366824272,0.4048166654972524,1.0,-0.166955853010204,-0.23113536938492332,0.6157613558767165,0.3849715075679308,0.589205825001437,0.1424075176035885,0.4951348900211489,0.7100310596469933,0.2512738925452418,0.5168685192998587,0.49418056451314113,0.24678830906439353,0.38882293738506335,0.6350458272086743,0.6722891999576898,0.4013350259453473,0.6799877162610842,0.5370076815267276,0.48933016051091727,0.41845700360818366,0.3979820285828484,0.4712821438443801,0.18065482369395242,0.17758693451820204,0.5655178937348808,0.47704903352673833,0.5399276160696559,0.5504081538305768,0.5355081489886963,0.4753290657487844,0.4990532435800433,0.6925737590869093,0.5888314373997163,0.6452398625343178,0.5221512333432123,0.6229746435274167,0.5300964079479824,0.7390958634265653,0.2531779644818697,0.6283060613496971,0.7146741108763083,0.2997773267099142,0.33111897871685625,0.30220226412203355,0.13051789016627433,0.5023168486074703,0.49429967553512305,0.4349380330023435,-0.20318565902916091,-0.1478165110797302,0.47025590263025463,0.4677581583183389,0.435328119379611,0.5020448793109804,0.5305653162367624,0.20618173294565317,0.42253666877339097,0.5016464056241929,0.400404194277593,0.6131219757781476,0.4644346505176237,0.435891433031681,0.09950562668776351,0.39391688973525185,0.39763096847906493,0.4754030550876202,0.5080255995520563,0.29379490315767964,0.39398132521466006,0.6285352922880952,0.48348734960742573,0.408534517566675,-0.05712775576353829,0.2989829821251822,0.6187058400063098,0.31428455296002256,-0.028453882795028917,0.6550447689871477,0.3157505631802998,0.2822230936215322,0.3410659697785103,0.5098801365285532,-0.09984134085362957,0.3614345405556016,0.44543158898251756,0.37553369824134647,0.03631395834570334,0.6220700134368415,0.2377577463291652,0.6761016448982908,0.44239778109707795,0.5210282042739096,0.5773485366361891,0.4616778292612659,0.6513732176794237,0.4608599953811735,0.3783226668448303,0.5458071704036778,0.46451301915250526,0.7048385146265477,0.5165998480803151,0.4651473250378425,0.5293538258182093,0.574625518437755,0.7197781280818254,-0.047240745488579164,0.5370020150766419,0.44490061764843714,0.5173069792279776,0.08972158378426404,0.40281747491469877,0.49353595246398557,0.47901255075956484,0.6063927080247807,0.01621204480331673,0.44731021765606654,0.47480866475011063,0.35690819654590805,0.14311462882462417,0.485545883768349,0.3903351954747607,0.612127272773112,0.4894479922854811,-0.18517101033583172,0.7177667994999395,0.2526664481668904,0.3116015871455879,0.450411085669028,0.5376435022205819
LC_L,-0.41980272488075976,-0.5397316341026621,0.3206351788795293,0.15464075283372106,0.1658465061762759,-0.166955853010204,1.0,0.7577426190029986,0.092842106059021,0.08396865101984863,0.24957575026378137,0.4909110564212411,0.22915633560507506,-0.03926964119308916,0.3906835977896896,-0.34193987966740874,-0.5634074499647221,0.5701971335655605,0.2688458232101896,-0.15890658438005814,-0.007701633824592585,0.26535437117649097,-0.22504886897946833,0.4138708941788767,0.25035120854186754,0.18760455896370745,0.4596342379198234,0.03703959206397264,0.2270761080152697,-0.02387610917894235,-0.43514909830934373,0.04089043379796975,0.030240568648797296,-0.45537747566103043,-0.4283131808936848,0.030302992249472117,-0.23236981060418424,-0.2668642092983097,-0.025668836798619997,0.11888844735985707,-0.01595976394817372,-0.13989887249028657,-0.580004088411894,-0.19822664861462674,-0.15615395521530925,-0.01995948287557217,-0.05296697630934112,0.600394755940415,0.20853161679590881,0.38103463879998756,0.09666357288483605,0.04694301693815086,-0.6587104475130678,0.15744398105056287,0.5507022378518583,0.34356183284970715,0.1533767014198129,-0.5609756563970163,-0.2343127421843541,0.11994967235893897,0.0262536739048164,0.4388925268390179,0.17230229061215482,0.1910632204156457,0.4169904027165058,0.19870383984631673,0.11415599018141483,0.2750324686477867,-0.4397253728308124,-0.44734311813541716,0.4348255564460838,0.045703079856821725,0.20821155837937505,-0.12092128559688306,-0.14804942929242945,0.09499184055039386,-0.07868141042155022,-0.028577761190995466,0.4117538351410204,0.6042633182244987,-0.09437712626693026,0.2120551759389315,0.3484093313686998,-0.48768517881185014,0.02655851788426418,0.3879190498954775,0.26739799342026593,-0.27386649966477566,0.6668768186088353,-0.0039139229722667075,0.2622344945266454,0.2572816238525257,0.67054077380112,-0.3360511364868264,0.3959551199011732,-0.4066778301876657,0.07924258794081973,0.017648015478607736,0.07000871634380645,0.2827902024538973,-0.41078396262280337,-0.5330524444957195,-0.008134413227999503,0.15620019179103448,-0.08012646124492079,-0.08293457787127906,0.2373573606522231,0.160753167598891,-0.5321583953287348,-0.028029358344318807,-0.26752773484181325,0.7687901635942166,0.13528525712025746,0.11080704168611094,0.10575716793854785,0.49163085511592197,-0.6357861960156814,-0.4795971032238536,0.3074909235408664,-0.053791939196179396,-0.02900941439761169,0.5551606159593101,-0.613940642920239,-0.48142129944774603,-0.07122924054138488,0.20910595008036958,0.465124985888406,-0.3128802817571613,0.40620116547218965,0.45310700124486336,-0.1542791792575721,0.3146830318211483,0.21710321354618187,-0.6851183452109575,-0.21458943001476674
Thal_VA_L,-0.3859924137068562,-0.37879769488187337,0.24803392721337703,0.07067745801334979,0.0813356181534845,-0.23113536938492332,0.7577426190029986,1.0,0.16860718167324645,0.19166053715378195,0.26775555483963015,0.5685723622395408,0.20874750208393061,-0.032792021401827846,0.5028078227953993,-0.19358355845042433,-0.42674833844636634,0.5465172438406063,0.369254611504862,-0.07711924280564864,0.014782659828425316,0.41585677326504933,-0.14485516451533317,0.47205373637229936,0.19160878088168615,0.2778929252701891,0.46865354069791426,-0.07933858332842225,0.033163305398978604,-0.020302823353350947,-0.45390632588312146,0.058561070691985136,0.09170945860766133,-0.3437711060575287,-0.35994869877080743,0.006752175226807057,-0.18559901764110112,-0.32802672909382663,0.030101536713737293,0.2183688821031613,-0.04890164562799095,-0.11014066140767456,-0.46384023056413154,-0.23127207410788167,-0.12078413883310378,-0.04330785581545932,-0.05334889986586565,0.5731132357203291,0.04040294929215425,0.27204231503814796,0.10235156532694757,0.03578275951725876,-0.5192018635237233,0.18326036667029597,0.6006486650581673,0.41348139503602194,0.07459457146934137,-0.4429095434764874,-0.2969369099020807,0.0006869551475506146,0.03765314556046411,0.552071136823231,0.0884885829533355,0.20980898225790534,0.4292514926914701,0.21504948961461154,0.1339573745906879,0.35187627771913876,-0.3369757265258938,-0.4554446612878945,0.5745954903704885,0.10193789120969148,0.12292070812693735,-0.13890951209645588,-0.1822652089310351,0.0946718199869732,0.010560800613269354,0.05889443643235337,0.53053054122348,0.5910031588134405,-0.041298604886309834,0.09529112529632748,0.16407494596569414,-0.38946378277526994,-0.01207564075429405,0.4799292454960266,0.38315006783411093,-0.1653810813243487,0.8169545593191708,0.11093822494951433,0.36466441991985776,0.3134002707492181,0.6857499725496681,-0.20801323162346388,0.2798997942974819,-0.4434278878976006,0.041667199020932605,-0.16354438828298937,0.04891808082615686,0.24480263617277795,-0.3478355115023584,-0.4216864740737338,-0.02016231752385595,0.19700885867855664,0.07670371204706523,-0.06075475394314064,0.31332911001238023,0.13763486311627718,-0.5812961535727045,0.06815086289135598,-0.2509841074349308,0.7958511735107462,0.17961668644178144,0.2029061171863668,0.19228269196453127,0.7114387786569236,-0.5532184573891602,-0.6127443038884643,0.22699807041123352,-0.08310608007528031,-0.1342260552529484,0.5368603380805506,-0.4661832359354938,-0.4469438954792065,-0.11323636137218071,0.29275220051117495,0.533849831929907,-0.1703096865042435,0.4894809014862624,0.5853318780860407,-0.12019394442609764,0.5074823293547939,0.30473405394962405,-0.5730366632211402,-0.15136791544220776
Thal_MDm_L,0.2742615392239555,0.39545510715471066,0.5468757317047424,0.6514737212107092,0.41150949219003297,0.6157613558767165,0.092842106059021,0.16860718167324645,1.0,0.5717842248707345,0.5312002593120146,0.3276678375790342,0.5721165544481939,0.7807312905604856,0.49698391193193336,0.4265989722244659,0.3514912537904805,0.47084756643793824,0.6341039663559738,0.6759419683927214,0.7124906732965413,0.48813877237802533,0.5389202264716494,0.6210411903203449,0.6687725129940353,0.828489271261928,0.6672575026046103,0.4696773470822253,0.3916313163576531,0.14703414239402596,0.5173769182157678,0.5506725689922325,0.5023936317859188,0.4293560976963238,0.32768667543156227,0.5720621666888358,0.29965078319203375,0.5477398723175148,0.5356836096363476,0.6654294935796112,0.5111395418033067,0.5924656547748307,0.3014483849975741,0.6779797682558002,0.10481998914671457,0.46576484970213816,0.6316642979252489,0.33099997167441586,0.31302580416427983,0.27758758928850846,0.1438964883408606,0.5253677715557326,0.1777319322348728,0.6030938113614642,-0.05639557592498914,0.105026805352782,0.5767881019174339,0.300635570240916,0.47461331088620634,0.6275888661348847,0.7615655241090304,0.4989985472410892,0.614993513973193,0.6559138509190635,0.6533158913502218,0.5971633359316365,0.541211218631777,0.5089962876889262,-0.12616994238308332,0.31243215816049735,0.6657424051487513,0.6259061731465789,0.6238404107800081,0.446801959123257,0.3600873046463588,0.7332559025392115,0.47967267631143035,0.5612526121567921,0.14280093862652848,0.4457733198619175,0.4599323745143705,0.449893492230186,-0.1125633441609372,0.49227449468990014,0.4289325604876276,0.67775577920897,0.46108634358710565,0.47884321685258685,0.2731701206254072,0.5096217123022757,0.6871778398542797,0.5936603285338773,0.30888708902053735,0.5123888836728253,0.36486613735141205,0.46512058790617894,0.4149511941139342,0.39244833511228866,0.65420589255815,0.5234818507248318,0.4804845654698786,0.32985863497879,0.2714839975612661,0.5979870091231945,0.4536152181006601,0.7448335105347765,0.6748021201790493,0.44093198007905715,0.38486419128060656,0.7018460237240745,0.6861008636390307,0.33272429744238113,0.601241556733348,0.6083902054701633,0.7051587821973434,0.5405571010526431,0.10601596429916461,0.18181811019072233,0.5565503853641293,0.6105252436262583,-0.143841270401842,0.663198984415108,0.21935428807159316,0.06488142145607242,0.07043907699965322,0.6706755479349205,0.5345094780317698,0.4581946349864414,0.7165483891923228,0.053789976412841445,0.6274065520460516,0.48653197876598225,0.4713903717637523,0.13512741543424128,0.4926718952378133
Cingulate_Post_L,0.3266140271665447,0.40700076253117773,0.5415334611683156,0.5774626260657197,0.5138949978820241,0.3849715075679308,0.08396865101984863,0.19166053715378195,0.5717842248707345,1.0,0.5645158808464525,0.4087580717288102,0.5863817012061671,0.6390539437798262,0.34586542953942023,0.41559125075939685,0.3009462345348944,0.43288256581691875,0.6312592706858554,0.6439011487016534,0.6680179770408124,0.3993559414365958,0.48357259491837995,0.5475392684482144,0.6915484196185525,0.5416368961349015,0.6224303206444298,0.4920361069037579,0.31436811858819114,0.2059063165695731,0.4682617563307061,0.5276339470305461,0.5206632364451279,0.44924978340060406,0.4232027616464178,0.49763960698879744,0.25907770571446875,0.45989409746250215,0.40579555102213744,0.6319944408660375,0.649602993475876,0.6405295314936068,0.3382309767004465,0.5996557153739523,0.060895564808772944,0.4700739327807864,0.6623845212938687,0.2582671003094808,0.34315926511808587,0.38892108020378846,0.29394650247874266,0.67964921808768,0.221928337569474,0.6738720819392047,-0.011328826769611465,0.15045155064868015,0.7057462133915863,0.27705932124144805,0.6502361433641055,0.5768146145125406,0.7345855457287851,0.5703555628520754,0.6199960886759391,0.7254010297511723,0.6833865621491433,0.5567641224944606,0.6448978219430325,0.48275924467893316,-0.005904952181306687,0.3233688984211935,0.6857104564906087,0.695597413563456,0.684561769839414,0.7217001696064403,0.24677474959372472,0.7135358786530025,0.7028761049554223,0.2787156086395452,0.2826562185219327,0.3530979196317229,0.34575189011871205,0.44430098895173487,-0.21449312518804114,0.4496544756338506,0.3640668610640058,0.5940311177941213,0.44832141166409484,0.6831605165286292,0.22266794234774914,0.6414993003789644,0.7182425565394658,0.38530081194939325,0.45878780870614844,0.4494649065508042,0.4002503092149413,0.4524324767491114,0.44618278626213836,0.3325193206413442,0.7070682187698354,0.5778036955715913,0.47022608956791573,0.3090458209103806,0.33066312525935315,0.6756685774995211,0.32266666662744997,0.6649177246215657,0.6912795816429127,0.6046300076116922,0.2721033057007052,0.6005519641245215,0.5609265452611123,0.3619743560051622,0.7450716936461758,0.8994739720363246,0.8206793864181428,0.6335570396924405,0.019994520692744815,0.14922461199712703,0.6008563304298812,0.6913965552975629,-0.014267523239975871,0.5299585967183492,0.2308956662146149,0.10461524522783258,0.2451147349686749,0.7343699987647786,0.38698048088238357,0.4494526461751476,0.7014166154106657,0.1592585012292237,0.7069162448886854,0.4376792348377542,0.6952222480066017,0.1725024798704783,0.4028297122619867
