,Thal_MDl_L,SN_pr_L,Rolandic_Oper_L,Thal_VA_L,Precentral_R,OFCmed_R,Putamen_R,Rolandic_Oper_R,Paracentral_Lobule_R,Heschl_R,Occipital_Mid_L,Vermis_3,Postcentral_R,Angular_R,Fusiform_R,Frontal_Inf_Tri_L,Red_N_R,Vermis_4_5,Frontal_Inf_Tri_R,SN_pc_R,Frontal_Med_Orb_L,Cerebellum_10_R,Frontal_Sup_Medial_L,Temporal_Inf_L,ParaHippocampal_R,SupraMarginal_L,Thal_IL_R,VTA_R,Cerebellum_4_5_L,Vermis_8,Cerebellum_Crus2_L,Cingulate_Mid_L,Frontal_Inf_Orb_2_L,Cingulate_Post_L,LC_R,Cingulate_Post_R,Putamen_L,Temporal_Inf_R,Parietal_Sup_L,Temporal_Mid_R,Precuneus_L,ParaHippocampal_L,Thal_Re_L,Cuneus_L,Parietal_Inf_L,Cerebellum_6_L,Precuneus_R,OFClat_L,Frontal_Sup_Medial_R,Thal_PuM_R,Thal_PuL_R,Frontal_Mid_2_R,Postcentral_L,Thal_MGN_L,Heschl_L,Thal_VA_R,Thal_PuM_L,Red_N_L,OFCant_L,Vermis_1_2,Temporal_Pole_Mid_L,Thal_VPL_R,Thal_PuI_R,Calcarine_R,VTA_L,Vermis_6,SN_pr_R,Pallidum_L,Occipital_Inf_L,N_Acc_L,Cerebellum_8_R,Temporal_Sup_R,Cerebellum_9_L,Vermis_9,Temporal_Pole_Sup_L,Thal_VL_L,Amygdala_R,SN_pc_L,Paracentral_Lobule_L,Rectus_R,Raphe_D,OFCpost_L,Temporal_Pole_Mid_R,ACC_sub_R,Cerebellum_10_L
Thal_MDl_L,1.0,0.4382455967668503,0.7328055388146602,0.0946718199869732,0.5017221719087599,0.07765019862374019,0.7848140309129239,0.7514789877724238,0.4286111975558724,0.7396345457362983,0.43475699131487217,0.771632401812682,0.29974976931732494,0.5264739837592164,0.7219563724397646,0.6714550617152392,0.7118567006125224,0.8002700412737984,0.7569291218573377,0.6282329364822776,-0.01603801137056217,0.7252134659412265,0.6827816704314494,0.5372712055603543,0.6421780752333276,0.6509010772500439,0.4422675271183377,0.05364230523074047,0.797484073157906,0.37078072856616284,0.10423233390591992,0.7437242832855446,0.5440196485665015,0.7135358786530025,0.4167059255660869,0.6244278261373836,0.6602981607753992,0.5888756371858904,0.28819626933760994,0.5686349616057905,0.7183223852879218,0.44543409303368553,-0.0026439978256145875,0.32697701522844685,0.6271477044692344,0.4896112637612271,0.6297031876193543,0.08780060053642366,0.47185116312141195,0.7347173170715122,0.43007921101379337,0.7661409224195401,0.530777776397359,0.6404026627895694,0.5736420192240571,0.5256538535814904,0.6445820676906125,0.48085289943126214,0.5211100928491179,0.697191818218186,0.2514071017434011,0.682682194527469,0.5678087924553463,0.5752383341516285,0.17837000493931565,0.38129150318343197,0.613078067325981,0.6700245312369513,0.2663975660673937,0.24275486316897776,0.5147238313065841,0.7349265485242624,0.5654687515265387,0.42374190968356423,0.4804600224018949,0.7492844238510407,0.31376541972633093,0.6947689039843021,0.5667144238031737,0.20547216008004396,0.5801765496418173,0.7766460823471618,0.1269642426951744,0.16166695900516842,0.6218998139897618
SN_pr_L,0.4382455967668503,1.0,0.33751390696357536,0.3134002707492181,0.0935957334369935,0.010295209317630965,0.6098037110279385,0.37031982372931,0.3680104808009775,0.3589576397859482,0.0285209159508971,0.42879798104013656,0.07957850622911229,0.17894847787441068,0.3860042376764941,0.3896569079423524,0.1905487964015522,0.4885467535065614,0.4456800691690292,0.4293927004239456,-0.20825499773241596,0.36443558100872686,0.41428244043999435,0.11893435383156874,0.5655499613345347,0.2586148816721258,-0.014509826134752522,-0.24871310473022612,0.44436777381038417,-0.03232522687478734,0.07253651762853976,0.316590953950393,0.6283360803983223,0.38530081194939325,0.23474734230736086,0.422152771579362,0.588513385772751,0.2972771105242558,0.3281967143731896,0.27993059052824276,0.6225243833183186,0.3883993453465475,0.14533669479313288,-0.0975559747651375,0.3947938054398622,0.13401813119306388,0.4053075571322117,0.15643443491249612,0.3765890951250765,0.3506907923460431,0.4139784468706166,0.2996763404303201,0.4612824450579211,0.4428264197300197,0.4801267731938039,0.42657622982045884,0.4010510110008396,0.19799228586947765,0.5145854781964944,0.20074823410230208,0.019872374223687636,0.32605288119284054,0.2701477368271721,0.10623287061414052,-0.300327497429513,0.08550042518331896,0.6459895211538254,0.5287764285576634,-0.16503457722924997,0.2954415569246505,0.20492724470741133,0.3072688711870325,0.1755439375839125,-0.02106236820568557,0.0844853717638533,0.6184195747284607,-0.028379483570505244,0.3539091252158583,0.4231966036501583,0.021861953808073167,-0.03529205320087069,0.5030876431336879,-0.15768640347995966,0.25741497226484467,0.32116880229998496
Rolandic_Oper_L,0.7328055388146602,0.33751390696357536,1.0,0.03578275951725876,0.6023847935413149,0.11838891123425135,0.7983242922967289,0.7947507784319007,0.6023938064169806,0.7653975316477363,0.4256105018869086,0.6008148056336756,0.45027766567244215,0.5512043522931368,0.5368916268361663,0.8522675796334925,0.6284547281859556,0.610672549015325,0.6305865128516613,0.6382245837521547,-0.007504717517750943,0.5788604181465888,0.8173923381644843,0.4460467388789778,0.5603031661778691,0.7571736740888539,0.43508737850278867,0.10929213473962546,0.6526688583937511,0.30312376802591356,0.24864389307225493,0.7427739555911659,0.6508838884265485,0.67964921808768,0.4086360540076126,0.5955390634305426,0.5887241719178905,0.38107698954907104,0.3562213597083097,0.4165106413596745,0.6376564920537516,0.48258149975243997,-0.0996862407687097,0.3187021940912756,0.6399246404731707,0.3423157156276673,0.6610777735881094,0.23696952449048797,0.5998442480124077,0.6335653720766342,0.33975157353866,0.7153954798324957,0.6328856899388698,0.5778641166944013,0.5822789707804393,0.34656646544847325,0.5428804944360677,0.5823356982262021,0.43571507933564396,0.5612207281106221,0.4123703925058683,0.6059350498359908,0.5261391447457081,0.5146292102944215,0.31172469544174614,0.2643952414907418,0.480968920537059,0.5172965862137058,0.2565668017466248,0.44549507779690695,0.3227483486833892,0.5737579481188438,0.4651318328697127,0.35589368462109006,0.6584822418793111,0.5634431857258624,0.2522613315143044,0.6687400989541792,0.5677920794476736,0.29892151502756664,0.5382702290099177,0.7319581681925649,0.06755943058858536,0.20892932505374592,0.47573638086706926
Thal_VA_L,0.0946718199869732,0.3134002707492181,0.03578275951725876,1.0,0.041667199020932605,0.5340843900851951,0.29275220051117495,0.17961668644178144,0.09529112529632748,-0.08310608007528031,-0.5739274829955937,0.1508592915167593,0.01256016650870907,-0.2969369099020807,-0.07711924280564864,0.24480263617277795,0.27764154663620516,-0.032792021401827846,0.3422431633889429,0.15541968571622466,-0.1342260552529484,0.11284593663857063,0.07459457146934137,-0.19358355845042433,0.5368603380805506,-0.04890164562799095,0.04040294929215425,0.09349738039843702,-0.06075475394314064,-0.4216864740737338,-0.5532184573891602,0.2029061171863668,0.35187627771913876,0.19166053715378195,0.2798997942974819,0.28213682168634385,0.46865354069791426,0.058561070691985136,0.033163305398978604,-0.2777782023582447,0.03765314556046411,0.5910031588134405,0.6006486650581673,-0.4554446612878945,0.0884885829533355,-0.37879769488187337,0.0006869551475506146,0.5853318780860407,0.059087643216718964,-0.23127207410788167,0.5731132357203291,0.12323542830773361,0.24803392721337703,0.11093822494951433,0.36361043666743664,0.38315006783411093,-0.2509841074349308,0.27204231503814796,0.7114387786569236,0.1339573745906879,-0.12078413883310378,0.26775555483963015,-0.38946378277526994,-0.4434278878976006,-0.11323636137218071,-0.42674833844636634,0.4799292454960266,0.19160878088168615,-0.5730366632211402,-0.1822652089310351,-0.15136791544220776,-0.11014066140767456,-0.1703096865042435,-0.46384023056413154,-0.35994869877080743,0.5745954903704885,-0.6127443038884643,0.22699807041123352,0.19188923646764236,0.53053054122348,0.0813356181534845,0.31332911001238023,-0.4469438954792065,0.6973756061392193,0.030101536713737293
Precentral_R,0.5017221719087599,0.0935957334369935,0.6023847935413149,0.041667199020932605,1.0,0.0343795033740198,0.4034244367549091,0.748038234632712,0.7058303774181691,0.5227187937854784,0.3396457448498101,0.4826229403183243,0.8933012381822112,0.411228186761544,0.27225585153179893,0.6992624191069995,0.4404204868036868,0.4534896744109671,0.5926561700378964,0.3355454267053126,0.16351422326378323,0.4716266027029584,0.6350281651156102,0.431845047580436,0.4952641172546898,0.5945954729061502,0.37279698567862946,0.2828119261782567,0.507093473821185,0.2277591549425997,0.11149908150360092,0.5760241020304869,0.4997028910505424,0.44618278626213836,0.06791639699429236,0.30188510152275333,0.38414941391181934,0.04872926410061914,0.2836591558267711,0.11067768918461784,0.4465587785053292,0.6090268171613379,0.05757902635903212,0.31287136451625575,0.47633163246811033,0.16468374621720575,0.6270299680289887,0.3739191832606337,0.41343972353322417,0.37543534439852355,0.35539201789020475,0.7271020329321591,0.46666490204162275,0.2303871266150607,0.25836587196889804,0.3560375475931052,0.3062713478319458,0.43870173872758667,0.2926487738495477,0.6013096160419401,0.31557304369829814,0.4221632933760878,0.2827098198060092,0.4343436046387404,0.4266475053770399,0.08386654187057738,0.3924072260605317,0.4511109320678632,0.24404264365012587,0.4842500373116203,0.1019521625984153,0.4106948523193711,0.2849893138825938,0.1934438298295248,0.4540389353846859,0.2783831086266195,0.054156237455001366,0.5317396840474207,0.6308888713283404,0.12859315230856505,0.5558131764725649,0.4099757508063086,0.2901409220417164,-0.021512524108495187,0.49595411039424164
OFCmed_R,0.07765019862374019,0.010295209317630965,0.11838891123425135,0.5340843900851951,0.0343795033740198,1.0,0.1351779884535964,0.08282950103974969,-0.04558640279255707,0.07239366450269527,-0.15879854784818986,0.15762116999413642,-0.03439112762269789,-0.2701600249177583,0.06440871740717062,0.2563870073183688,0.23480557265952,0.07817416757319227,0.22080338371442967,0.05524046656629914,-0.05403390689776389,0.1598511233099734,-0.00928180364892214,0.0031282785757802945,0.2792682364231247,0.08460462741680726,0.06748583358209362,0.07567308140362423,0.07249909180444021,0.07080652404012604,-0.1859745406437345,0.09511987078585347,0.2399262554661673,0.06390813757532039,0.20252603981442455,0.1169297101136458,0.2300604041896392,0.10982306329187119,-0.11059035593177907,-0.08819394169888134,-0.08551438859451083,0.4139778251567281,0.3079802668330661,-0.16830487208705638,0.006764224475992234,-0.06853658063199851,-0.04979112825460156,0.40580990162246683,-0.13784078277824474,-0.04849623396268787,0.4515812214828349,0.11556417299095968,0.11231528668819268,0.006217460456815863,0.25561146811780316,0.17634839518157644,-0.02725780563264385,0.23832381420575363,0.4329162962699713,0.12149774295778852,0.16990661954025138,0.22119224189103015,-0.051830416973102006,-0.09992978314942004,0.023030174356900152,-0.06722443663919488,0.13586756836653258,-0.09542394546457215,-0.07645246411771883,-0.07231369538260715,0.10945393331526836,-0.001984186727580594,0.1045181278444885,0.0028785750458819033,0.017925494899176636,0.3494130177703153,-0.3114473340203073,0.13747113311151554,0.04747979709806378,0.5861471523865652,0.18476568441326063,0.3656585352576001,-0.10220611766753727,0.4965930414414316,0.1531957547352922
Putamen_R,0.7848140309129239,0.6098037110279385,0.7983242922967289,0.29275220051117495,0.4034244367549091,0.1351779884535964,1.0,0.7979446940351257,0.5056943875614502,0.7654827490139375,0.3259082813466426,0.6640193236093053,0.20767849608047179,0.49478091380601247,0.6962288913254867,0.7041179964004273,0.6714241398990946,0.7055525097851246,0.787149333467257,0.7011974021245658,-0.11470480129062814,0.692988974919352,0.6994688859452365,0.38734567659619484,0.730651619122486,0.6552748988963932,0.30057693632103816,0.008896813244365614,0.7261514794457161,0.2406499449616951,0.07008147653739016,0.7981936270916173,0.6722682150774782,0.7343699987647786,0.5148140140594576,0.7122809215182155,0.806072956038371,0.6178676783154451,0.3593019939642654,0.5636501967487605,0.765185675367728,0.4933758023565329,0.06062282218379616,0.21277669224185988,0.7000587897642863,0.3824428347392153,0.613126895316898,0.14671310427329753,0.5030261456786901,0.6454418448140645,0.4661758458256367,0.7559687038524968,0.6950094899886369,0.7264956745259545,0.6911086559972761,0.5888913474416182,0.6050197800721935,0.4612416420515366,0.6391670801886201,0.5648524083437174,0.06832681435126403,0.6523888366522499,0.5147343996209389,0.4326135730750308,0.07754827761302899,0.2957090623327105,0.720017017389384,0.7198633498345174,0.08673893047381585,0.2760747721352635,0.4766236843775761,0.6886423418376961,0.5011353765465487,0.3025338189089965,0.33263972577938455,0.8021986597566675,0.09601646233948471,0.6239235508108039,0.6364758086081279,0.27191792254345126,0.4503232025319601,0.76512965797107,-0.09250560946452194,0.31361461154464565,0.5823760138882909
Rolandic_Oper_R,0.7514789877724238,0.37031982372931,0.7947507784319007,0.17961668644178144,0.748038234632712,0.08282950103974969,0.7979446940351257,1.0,0.6352051431631429,0.7652740900727331,0.41668341111055596,0.6801714846490541,0.5391749695399117,0.5777826274076117,0.6190386084576808,0.7466858947131785,0.656327928340025,0.6711021585651309,0.8526710054647034,0.5891245013673424,0.02482612123429396,0.7271855034999618,0.7408421435482856,0.47795368099132624,0.6506865169780742,0.7423683756864542,0.4043791245608403,0.157649645668065,0.7095724137882586,0.28310182897657515,0.04698290521949615,0.8573819105927841,0.6139798571614047,0.7450716936461758,0.36089372546554066,0.6535215353937015,0.6829608337535669,0.4826942933480125,0.3316778784567074,0.4852256461262704,0.7089387575198142,0.5304408902762129,0.0702137600067686,0.29288453743871823,0.6835777049592268,0.38852630089035806,0.6583480207920889,0.21965933893110276,0.48655152347222536,0.6032017084901882,0.42626726533858667,0.880664171436193,0.6175349389986926,0.5824522103157065,0.5022377761359565,0.6157304078971979,0.5334288008010757,0.4736105058373353,0.5481307732856348,0.7167785659371501,0.14318133654176743,0.6548112270405149,0.47991173054714387,0.5006798150323196,0.28318690929058193,0.2759877187684964,0.6279983644393736,0.746160513796956,0.23079611197077682,0.28946474709273184,0.39773901885784346,0.7501499777994747,0.4947267428113831,0.3378834428823652,0.42753532381007825,0.650528022954141,0.1650483701425466,0.6800950174332919,0.7133209705507915,0.20773235156182404,0.6080439068026771,0.7139320854404243,0.15504702852942254,0.12238120844343643,0.6123461958336421
Paracentral_Lobule_R,0.4286111975558724,0.3680104808009775,0.6023938064169806,0.09529112529632748,0.7058303774181691,-0.04558640279255707,0.5056943875614502,0.6352051431631429,1.0,0.4589494548319166,0.23697439573243517,0.35304880226218904,0.8123366036510257,0.561832986642739,0.17834002191196738,0.7631346738405261,0.253463151798934,0.3735336928244271,0.44016892013712877,0.4518150657788219,0.05289787298258351,0.1983615279092945,0.8136996349566884,0.008849826970906022,0.5423157723415649,0.6525047572651231,0.2906849320416041,0.10360049294003573,0.4004553007334166,-0.03255172679884859,0.02264675111105896,0.5541265989724785,0.6255024302974199,0.44430098895173487,0.1664766146944812,0.40708270708284505,0.5634735773260982,0.05708964242384683,0.7839509136559782,0.11898494395030518,0.6929003934251159,0.5555863493954863,0.08100129303356587,0.18632441816034892,0.7651683128543649,-0.16163743694172475,0.8299016720468515,0.3555696902049739,0.7452476569503553,0.2918042428510403,0.23118008681821775,0.5083602647126703,0.8187018203681661,0.2880797835645705,0.5509064773954123,0.24402418335584283,0.2093518634438819,0.3391325977786392,0.42013217245988604,0.33304025903528056,0.10119537818774087,0.30808323502457596,0.08506434819505165,0.1911353695667609,0.15041682471405846,-0.23516967831373412,0.48044178683872574,0.6205821559028252,-0.18046381036244127,0.43046569253726186,-0.042131973083511666,0.23674557667467358,-0.08409732822522144,-0.13729181578824132,0.203866961885944,0.31231523186755533,-0.08362442714855244,0.4698595257829329,0.7119348975281423,0.10782137128335463,0.3127550761603221,0.4520485716647745,-0.12985228636625804,0.21531372370309446,0.23249175508413536
Heschl_R,0.7396345457362983,0.3589576397859482,0.7653975316477363,-0.08310608007528031,0.5227187937854784,0.07239366450269527,0.7654827490139375,0.7652740900727331,0.4589494548319166,1.0,0.6133958541160102,0.6674252060743803,0.32607155713557384,0.6719637405429102,0.7700760675857291,0.6549690030066191,0.6505335047307966,0.7366282636236828,0.6951847313335152,0.6227577208018014,0.0851178909593108,0.75933661930275,0.7088137416448211,0.5575168390996814,0.557157262108416,0.7796152446066117,0.3621506142139909,0.13443473068638465,0.8079241451178647,0.5023137794935576,0.17711173361624868,0.759311835769837,0.47056193425955944,0.6913965552975629,0.42703766628068046,0.5395772898520437,0.6065059937516944,0.6155396301310843,0.34121264107734567,0.6679256906464336,0.7274143916627936,0.36906182537106713,-0.2096334817114551,0.5240375887582647,0.682220976772483,0.5734060964277131,0.654458793255572,-0.03995113813466419,0.4900199363479415,0.7898711002155637,0.27871701544450184,0.79150629048733,0.5918897608315199,0.5563067620722284,0.5278142658948409,0.46322073510426787,0.7351104071773708,0.4340250336641945,0.41785157534035905,0.6504839556784286,0.1390860567870914,0.6064529843463882,0.6897245007137088,0.6813181393372156,0.2793420485873493,0.5344015459014507,0.49239799457993993,0.6260224071066711,0.40592783804059396,0.40902734515200423,0.6485867098763902,0.8043779213738083,0.6381635969054333,0.5444801854031565,0.5308336177064755,0.568917300426246,0.39081204489972665,0.5920003850863371,0.6137177780671698,0.21817700401928308,0.5631040280448979,0.6962100863000245,0.25846146223046146,0.06065522597504577,0.6306950996329204
