,SN_pr_R,ParaHippocampal_L,Thal_AV_L,Precentral_L,Cingulate_Mid_R,Cingulate_Post_R,Vermis_10,Occipital_Inf_R,ACC_pre_R,Frontal_Inf_Tri_R,N_Acc_R,Calcarine_R,Temporal_Pole_Sup_L,Frontal_Med_Orb_R,Raphe_M,Parietal_Inf_R,Vermis_6,Thal_LGN_L,Insula_R,OFCpost_L,Rolandic_Oper_L,Olfactory_L,Frontal_Inf_Tri_L,Precuneus_L,Precentral_R,Frontal_Inf_Orb_2_R,Hippocampus_L,Cerebellum_Crus1_R,OFCpost_R,SupraMarginal_L,Thal_MDm_L,Vermis_9,Rolandic_Oper_R,Cerebellum_6_R,Vermis_3,Cerebellum_4_5_L,Caudate_L,Cingulate_Mid_L,Thal_MDl_L,Supp_Motor_Area_L,Thal_MGN_L,Cerebellum_6_L,LC_R,Thal_PuA_L,Thal_IL_L,Thal_VPL_L,OFCant_R,Precuneus_R,Temporal_Sup_L,Putamen_L,SN_pc_R,Vermis_8,Cerebellum_Crus1_L,Temporal_Pole_Mid_L,Temporal_Inf_R,Parietal_Inf_L,Cerebellum_8_R,Vermis_7,Thal_MDl_R,Cerebellum_10_L,Cerebellum_9_R,Thal_PuI_L,Thal_PuA_R,Rectus_L,Pallidum_L,Thal_MDm_R,Cingulate_Post_L,Occipital_Inf_L,Frontal_Inf_Oper_L,Caudate_R,ACC_sup_L,Thal_VL_L,OFCmed_R,Temporal_Sup_R,Olfactory_R,VTA_R,Fusiform_R,Occipital_Sup_L,Temporal_Mid_R,SN_pr_L,Occipital_Sup_R,Parietal_Sup_R,Cerebellum_8_L,Thal_PuI_R,Thal_MGN_R,Thal_LP_L,ACC_pre_L,Frontal_Mid_2_L,Cerebellum_7b_R,Cerebellum_Crus2_R,Amygdala_L,Angular_R,OFCmed_L,Vermis_4_5,Cuneus_L,Thal_Re_L,Frontal_Mid_2_R,Red_N_L,Frontal_Med_Orb_L,OFClat_L,Raphe_D,Fusiform_L,Insula_L,Frontal_Sup_2_L,Cerebellum_7b_L,Frontal_Sup_Medial_R,Thal_VA_L,Thal_LP_R,Calcarine_L,Cerebellum_9_L,Paracentral_Lobule_R,OFClat_R,LC_L,Thal_IL_R,Thal_PuM_L,Thal_PuM_R,ParaHippocampal_R,Temporal_Inf_L,SupraMarginal_R,Parietal_Sup_L
SN_pr_R,1.0,0.5783025312757987,0.72087481054401,0.5866205898097886,0.39742729172512237,0.5169115677817259,0.49182685368967893,-0.07734932534950348,0.559125279350275,0.6196790531386632,0.36082063625254757,0.16311546670795665,0.1282709605197422,0.33848655415098594,0.08320885972786621,0.40499356225768995,0.037572680226518475,0.3414044401944412,0.4540106488256682,0.5870274349013871,0.480968920537059,0.4808112499876747,0.549937316399506,0.6894645279581088,0.3924072260605317,0.6023742271210591,0.592195350139552,0.15207150785770748,0.36746281901469097,0.4061822246228374,0.67775577920897,-0.04391568839118615,0.6279983644393736,0.10216529299538099,0.580056682405096,0.5549278779075858,0.5847005087599558,0.6057678536464778,0.613078067325981,0.6020756168027933,0.5472194367707602,0.18353190642272785,0.3508169373805558,0.44814270430569864,0.20486782403463039,0.5669765573514329,0.4851393974595833,0.5290644144776709,0.49022612450517705,0.6433851450057717,0.4483174458294012,-0.07514499318663821,-0.017065570294269503,0.09099771014007212,0.3571780910095511,0.5305582057154044,0.14510607537942904,0.10483555722699422,0.5845609252830472,0.41501209607847606,0.2388780680736848,0.5442340831211251,0.2822230936215322,0.34584385193661743,0.6255254947427141,0.6653786490956402,0.5940311177941213,-0.17526715047373162,0.5073980259897218,0.7338452818169501,0.41940021378130676,0.7211058820089126,0.13586756836653258,0.4399278537887968,0.4996214318835947,-0.052948056806526055,0.4538678907425948,0.06990227200530334,0.24584101821666232,0.6459895211538254,0.2234551963911788,0.061022063602987335,-0.09020998721322852,0.19825858164016857,0.09035113724664705,0.22642196474270906,0.5440328693824663,0.5972251384514529,-0.021133421404411875,0.10558189793026053,0.15068204179307843,0.30591864857970624,0.44674342220537056,0.588694438976991,0.027950715972603016,0.24275597788086536,0.5493033888470803,0.3194562210687748,-0.19330074289537227,0.39624377378919307,0.35048572262505606,0.38623324649722335,0.4716220463851226,0.5945651531364563,-0.2600191571967766,0.44079800323581403,0.4799292454960266,0.518903482314178,0.22660824989866787,0.2031173230667781,0.48044178683872574,0.09585557196238381,0.3879190498954775,0.18292313647120073,0.32377567970997706,0.38589771100834913,0.7334074026366708,0.3429514936472188,0.23774801076979835,0.37656321067744647
ParaHippocampal_L,0.5783025312757987,1.0,0.5663931447758631,0.5466074108333755,0.5659006517877574,0.30862261577021893,0.7349266665052268,-0.3233165189254305,0.7634299992196737,0.5583789930887615,0.20638000943084647,0.046681440756123634,0.12420666869839395,0.3490699452353196,0.07549918221787343,0.5451555059486711,-0.22216437246591184,0.07466644581585234,0.34593871835459317,0.5406975947152004,0.48258149975243997,0.6821215731533682,0.7483460094908099,0.37289293489052683,0.6090268171613379,0.3689440998459846,0.6461556188748914,-0.17096855758900764,0.20552817296441092,0.42237766302622315,0.4457733198619175,-0.20793401353372976,0.5304408902762129,-0.18136443182148976,0.5118316246873506,0.36900925727653594,0.6475691227444561,0.4380245328856022,0.44543409303368553,0.5075332786749257,0.21479338598425088,-0.16455526611142848,0.321686775112194,0.2792283255670215,0.40371628444256563,0.7148078951183271,0.6099832101054543,0.5114099955133486,0.4383920959298151,0.6222527250246703,0.37771318258533393,-0.15951440660380908,-0.15428495412222523,0.28036703021712,0.0665522408674094,0.42561132583582373,0.016509466542087417,0.27586163633458016,0.5902778768140043,0.36990694579666555,-0.00701525579392931,0.46219323456991634,0.2989829821251822,0.4922725312323629,0.4193325942127097,0.4585907728445717,0.3530979196317229,-0.23344457732233126,0.6142451420425799,0.4552566705158723,0.6281445975347667,0.5985996341214627,0.4139778251567281,0.1795464228812249,0.5276176995052039,0.18200295418955612,0.1466973357211689,-0.0464738717414826,-0.11115130889350658,0.3883993453465475,-0.04171620642283778,0.360321669531733,-0.18162947000147717,-0.010814558195893066,-0.06574922959041891,0.29184425826523985,0.6233301379612334,0.5566184917132769,-0.35687388693613065,-0.1340095685733823,0.14902813789539152,0.06326347533422616,0.3315682366547348,0.3667071375543472,-0.10113033835902646,0.3798899732770236,0.5194975266299063,0.659545349891631,-0.008425694949005228,0.6437372595825939,0.44982127664068966,0.3019538097137052,0.4725543627585204,0.6104422706855204,-0.06157984193918838,0.425452778055072,0.5910031588134405,0.4632908251223923,0.082628457864525,0.0820963064583923,0.5555863493954863,-0.14389609744692447,0.6042633182244987,0.3326484511733084,0.11125240198954771,0.2033305464778067,0.8081810959956058,0.17616995909432848,0.3579332899958161,0.32206358812466096
Thal_AV_L,0.72087481054401,0.5663931447758631,1.0,0.4297353358090304,0.41428595945284,0.509424761961682,0.4400814945408588,-0.16707964587196747,0.4647659410973109,0.5561713661362826,-0.009632369576064712,0.08833850886077867,0.06318801339030146,0.26935273127629444,0.1509004360848661,0.2687859599030593,-0.04945744390362864,0.3085075235993458,0.36937497306139966,0.5086514704497626,0.439251157461963,0.45886077929204044,0.48222678696301974,0.4615964429240249,0.3616076676542649,0.41712712543577735,0.4790626351326491,-0.0333939828695588,0.15124829415381635,0.2934673021793577,0.4989985472410892,-0.07299092035169606,0.5681453028573785,0.036510981836840976,0.5960585015020855,0.4334221561086196,0.5886661790858521,0.5768256269676793,0.5967558620044378,0.44605294981023447,0.5645022777025042,0.10656697662443132,0.343503260597065,0.24248312532114663,0.2872813864399615,0.4582641961942442,0.44055099510303974,0.38591759714619805,0.4958579501711843,0.5171950576369536,0.36864111566183205,-0.11893442446015146,-0.03656980209624196,0.14346451941694802,0.2701140280201465,0.34615347041520217,0.005004434800306181,0.20496251193275017,0.7359437458606463,0.3185207575388091,0.14376070765074359,0.543013717252802,0.20618173294565317,0.43801818578680823,0.4823489909779642,0.7063964822055266,0.5703555628520754,-0.13678684228141472,0.3854420484723163,0.6030105663899601,0.3467532190678481,0.7177701171722354,0.3247697456402755,0.39387642291427666,0.3216282459523057,0.08335336903769923,0.3424986762819335,-0.0766541878870829,0.12187520014401113,0.30669794915928006,0.0646010662942145,-0.02067730226964034,-0.080333308928688,0.04975831347129298,0.01562130727201675,0.059624876441024315,0.45976297822338197,0.47639203463178714,-0.1262728684768232,-0.09984918324819973,0.07446666135058147,0.18610125596548027,0.4557227603818083,0.5045623377092465,-0.11855054021160197,0.4480103079601013,0.4567421408059045,0.4724977502783481,-0.19091899358963135,0.4447754803130054,0.49278446838917245,0.3640633532743438,0.33625999718915484,0.43183261604742224,-0.04823682951263208,0.24896695170552546,0.552071136823231,0.5001856626242075,0.1891067301210897,0.16913652034427915,0.3349302043766603,0.12960485306415348,0.4388925268390179,0.377989112316469,0.06986685845135468,0.28467088158659803,0.6391085330656469,0.32656396004352223,0.15152828688892764,0.2026629709824243
Precentral_L,0.5866205898097886,0.5466074108333755,0.4297353358090304,1.0,0.7908412831025666,0.6960258139348887,0.268028400581456,0.24819116229331592,0.7365815411701407,0.7978694860223277,0.3288666934576051,0.5062185216361893,0.3536365517328384,0.18890386236307902,0.3141937483594993,0.6786301056618927,0.2430175395668539,0.526349826303051,0.7974813202941385,0.7916535997622519,0.8085916157192886,0.5002660406475098,0.8166731368637147,0.744041814797741,0.611318688667854,0.669654664688134,0.6828169614641331,0.5654929798324934,0.6401835330229156,0.8281271692908595,0.6559138509190635,0.3354660646255181,0.8212021589871483,0.4136785217608527,0.6500396211738136,0.7438070615200183,0.7770888289937289,0.8463296654506755,0.7230224360645163,0.896015295691056,0.5107168129208064,0.27947034418953887,0.5009242339015483,0.7200132365097215,0.3752384143557714,0.7136769030079901,0.3460161118795072,0.7674841059180887,0.6613273482975545,0.8374621861458336,0.7560112524848086,0.36341516620046505,0.1160960215494584,-0.007546993605815193,0.6110339167861524,0.8527163136298691,0.549103185162159,-0.16054760748400335,0.48889112069823104,0.5981836818708403,0.44613170470809216,0.762137815839394,0.5016464056241929,0.4882633208305488,0.7544230192214328,0.5376793871382092,0.7254010297511723,0.10616801774325382,0.9446345884793349,0.7621744521443965,0.8045551450430908,0.6621248816415555,0.18043235059097432,0.6226806606497622,0.4374706970110888,0.2585972555630548,0.6719112035099888,0.4756686239465088,0.5383599273378242,0.41714778467288327,0.5386443206959735,0.1399804856033975,0.1774152874976456,0.47598742306759445,0.17695432477540124,0.48823810253442934,0.4827361689923136,0.813641885282282,0.3705021276786118,0.5264353334625621,0.19479176500251325,0.5911663773870467,0.48683874799978955,0.6682978319116156,0.3952782959340599,-0.049875099112381666,0.8282222854171124,0.48485708527389376,0.1349743215612133,0.1487546254579849,0.5725714858958341,0.4733734221340372,0.8477380524738628,0.8660194745115968,-0.09870005774029388,0.5871370894163526,0.20980898225790534,0.38372037791707414,0.5352022291055676,0.469702875092583,0.6826274724353555,0.0712490665280501,0.1910632204156457,0.42349919682263454,0.6363322374889236,0.6872944946033587,0.7396490765123116,0.2952776479526289,0.5708586265013225,0.5090795095071048
Cingulate_Mid_R,0.39742729172512237,0.5659006517877574,0.41428595945284,0.7908412831025666,1.0,0.593203437230752,0.22079964010572006,0.1838480673875145,0.5786163183623054,0.68280812673538,0.08588485440778573,0.508828000848315,0.33853574892250377,-0.06399347960628658,0.30694417201895385,0.6961486768436093,0.22004275486701957,0.49490994018679646,0.6583504367429374,0.5285754090326297,0.6734566137546738,0.40504961521088945,0.7316758472888203,0.4562021430069472,0.7329656729737558,0.36620825888959996,0.6041175680898717,0.34183034473679036,0.22563214413026425,0.7201418187308811,0.44093198007905715,0.3498906966470813,0.7149296462677639,0.32127189318163213,0.594295999178398,0.6219020712406061,0.7350485538723229,0.7859960382634685,0.5531139379149145,0.7217717714532744,0.4481715278138153,0.23479860873378142,0.3710791020370228,0.5523862548282544,0.5243636393712029,0.627291492250929,0.1682203392736643,0.6306213860794537,0.633035915984815,0.6442555607819063,0.5627025507093266,0.3711882058938987,0.1791019276494046,0.05231616843653924,0.3436491209500855,0.5990703676419614,0.3771561904963728,-0.1322124003227866,0.4568864359909659,0.5971336564052607,0.34415468467567784,0.6774237204252254,0.4651473250378425,0.33330286465937825,0.5951213842293376,0.4502983715159111,0.6046300076116922,0.2216777406179037,0.814165000518974,0.514439279100792,0.8388798650069245,0.466410891714846,0.11274345093687856,0.4581126485286447,0.2016975260108532,0.36253174388893916,0.4920445503860614,0.366311178749557,0.32726106817514095,0.15357331480151923,0.4106955320529587,0.1718745326754454,0.27170984392782904,0.36866099475558683,0.15391949576738598,0.38942702598531187,0.24925132591186458,0.6554729039357503,0.20647036811286568,0.2648148390429728,0.13002371852508035,0.45243882732607,0.21315980649618455,0.5369081334792459,0.3124882502753328,0.08338566236365684,0.7663911989004675,0.5804775794379728,0.2090723542270777,0.19684740535293893,0.6437515975753205,0.5159164755406892,0.7368723458565527,0.6457000979673456,0.1829443025098991,0.29912466204174293,0.13763486311627718,0.20224954923425964,0.49782694905235214,0.4832335127753824,0.6018787673515096,-0.005607577902112769,0.160753167598891,0.5440343440321741,0.4508747754132093,0.5939840285459212,0.6205754445150146,0.3534283526555466,0.5454034501224951,0.2652180085372662
Cingulate_Post_R,0.5169115677817259,0.30862261577021893,0.509424761961682,0.6960258139348887,0.593203437230752,1.0,0.16056360366941247,0.2835169085150616,0.5135735561974469,0.6624741021998564,0.32488205115121993,0.3440036598724911,0.250840325561817,0.112356645075833,0.2682925307847941,0.34385766790688566,0.22329078859802123,0.6932107335611127,0.6085353839169003,0.6666960005909537,0.5955390634305426,0.4127524177858872,0.514427339877207,0.6556412974375723,0.30188510152275333,0.6860142016407874,0.5872402380787546,0.5022749476217897,0.4819138384339645,0.5504145177733645,0.5091523209496407,0.30103006043826447,0.6535215353937015,0.4163910094906027,0.5666577206112167,0.5931315540219628,0.6032592463217565,0.8262639338975233,0.6244278261373836,0.5573411957846487,0.7012739331473662,0.2881554660537372,0.4275388010885005,0.5835819380161422,0.2180049192153873,0.545703267707733,0.3139288636424944,0.5182974333394472,0.5410332787129242,0.6837992863944132,0.6651294414942976,0.31576745407510715,0.10134931928343431,-0.07724098931300379,0.546338423801749,0.6010278688593514,0.4033812568782299,-0.2401616369814501,0.442445093301719,0.43207283779249456,0.38746277683935654,0.669725728155532,0.33148681842982936,0.44608012039173034,0.6765395566665053,0.4751751553089736,0.870254667214883,0.05904362860222529,0.6075490124665148,0.6976158960465264,0.5637085610159343,0.6899717435770798,0.1169297101136458,0.5316312634552753,0.39752903183205274,0.13266524882992842,0.6049268321761231,0.26206201550258984,0.4827408829743286,0.422152771579362,0.36673670101238215,-0.11515219852389443,0.09949111626619372,0.3730858449578274,0.30199423503585415,0.2560575613441958,0.47602568713493176,0.5983450367817421,0.3789333670058651,0.4375549047393655,0.1212563564783678,0.5125379067791554,0.5418971337854335,0.5666063953536886,0.17802618754216112,0.08142927175763762,0.5985490629128711,0.36818330868612836,-0.003424190346330664,0.09744239688580228,0.4115475670333268,0.34912942208286024,0.569386658680939,0.5689654958032011,-0.05903932843619048,0.3454104094503049,0.28213682168634385,0.4856517488351855,0.4269932225799839,0.409394096573038,0.40708270708284505,0.2433235392592673,0.1509700809261796,0.3481261712486797,0.5278247632124001,0.5528887545348988,0.526013422077141,0.21096455168862027,0.22175286296125302,0.28850984579698896
Vermis_10,0.49182685368967893,0.7349266665052268,0.4400814945408588,0.268028400581456,0.22079964010572006,0.16056360366941247,1.0,-0.7126383866510788,0.6170547589732126,0.2222426954752481,0.14674357405146554,-0.4603016089284143,-0.3411169466773944,0.4948056556878289,-0.16586265282396637,0.248511507433986,-0.6914783120927689,-0.27908638561388655,-0.1532163695333458,0.22989301800269432,0.11206451515105675,0.3745558514233092,0.43889751522735226,0.1758991353398707,0.25742876015012534,0.29402793353230827,0.20891969770798213,-0.4256654332962791,0.04019782527658726,0.04929218303279539,0.21532773245683917,-0.7180725980723369,0.17942841917375063,-0.6207792116694343,0.16412244895761388,-0.08277435398784586,0.20354243926555415,0.13192252408824046,0.09295820568956006,0.13625896645811922,-0.03426669174008891,-0.638974874805658,0.27465156934639234,-0.005499531050704771,0.11685941914519303,0.42656477992084746,0.7096119176152,0.28986571575456077,0.03250960165698642,0.4742719489873228,0.16996767509348593,-0.626590237498059,-0.6591169215507571,-0.037583865639947686,-0.12305552260651503,0.2690054095842298,-0.3643578960312535,0.48430897405209367,0.6191613411238602,-0.10236774093097653,-0.4649561294187932,0.17720910978279153,-0.10818425109662744,0.42966661776760345,0.2881313302412746,0.2187092532209788,0.11997224587834752,-0.772151919042948,0.3221927116528829,0.23005480619806684,0.2440794661554802,0.40402039772757903,0.23754307066088134,-0.22845434240721618,0.4699192850947258,0.05300297771545921,-0.25529034363768827,-0.41760303708332946,-0.4222402985304238,0.3649943151776861,-0.40387081284801535,0.46740779923726866,-0.7262112775714628,-0.5184280769989004,-0.18846576505450469,-0.12771972924515373,0.6253067004795775,0.1819193284327029,-0.5716804806094739,-0.3544443623867148,-0.27231864810147244,-0.15647444599615556,0.2529187687786257,-0.04109773294872534,-0.41740374906111627,0.5368052111966761,0.06726478697674627,0.37681876233848033,-0.05700087599199986,0.6541092629898428,0.06429200153746789,-0.26473174410022926,0.03208567128840922,0.358239704742088,-0.4219831501133785,0.4260055502142088,0.7427224144057731,0.4285153528701605,-0.33063773177746075,-0.4486153122082602,0.47034883729745797,-0.15935277304161907,0.8251041787953155,0.1554302565161006,-0.27905282316109425,-0.23384644573248256,0.6100286773879935,-0.3644071185594528,0.018512347295692056,0.4174269724860314
Occipital_Inf_R,-0.07734932534950348,-0.3233165189254305,-0.16707964587196747,0.24819116229331592,0.1838480673875145,0.2835169085150616,-0.7126383866510788,1.0,-0.1541920908872027,0.3272226820201748,0.2628227894353129,0.7324189823439279,0.44525023345519266,-0.5054962591318373,0.37771554377119915,-0.010283141200369404,0.9009221613244232,0.5452789807382703,0.5484187771542595,0.31105083371892656,0.1990098833471081,0.04856534540262969,-0.03764422909592051,0.2638902479499838,-0.014780530628300686,0.23331708353055527,0.3101621979361802,0.8049097851735517,0.3490550261860715,0.3032754601779685,0.300635570240916,0.9190343625815316,0.21588856210499185,0.9354195426866135,0.38088143785232126,0.5883486179740474,0.2137710198067133,0.30503513349315087,0.33987091313289175,0.24087912059397643,0.3471246219563214,0.8412947874325585,0.10127536529232432,0.5417457904877746,-0.02426861338993406,0.16874038548194187,-0.34469076474698507,0.07535445358189591,0.22113535313860735,0.11014739476401184,0.295009416672186,0.8690071325060066,0.7599439074796641,-0.014613350820565382,0.560366955435487,0.11178754130366617,0.8024828339690737,-0.6775839187295,-0.33911214893055946,0.5838809642930953,0.8327569026221219,0.25344132551483417,0.4677581583183389,-0.04185426117746885,0.1767122915276373,0.20411104710611638,0.27705932124144805,0.8063825388740735,0.15600939423674093,0.26850248833350643,0.3209558806826386,0.14910339126628538,-0.05999557168723448,0.5910549185565122,-0.006000404584539738,-0.05092989152091907,0.735741534181896,0.5815964347424976,0.7837220755960079,0.09638767667997665,0.6273549996632466,-0.5484437680932611,0.7791429756775262,0.8087228091737977,0.3820371520446582,0.47690253257922394,-0.17836011852983133,0.18413005733398224,0.7499431239017721,0.7730177798721388,0.408721653232209,0.32386957651265597,0.22895339966111716,0.5370110531102973,0.53152603180965,-0.44721381622010575,0.38730367461283266,-0.0648574487322678,0.07471336800432417,-0.5769131757982433,0.2674587153675627,0.6204721841424827,0.3855683360879992,0.02227972264483821,0.22725944090478478,-0.24706656895409707,-0.4429095434764874,0.08583830814954072,0.7145941182214011,0.8253395204135744,-0.21163218920483443,0.2883264074069156,-0.5609756563970163,0.049596681000206956,0.7345212889370263,0.6811439409297485,-0.03705014930058518,0.5363751174936772,0.2107316855444337,-0.2683217329539292
ACC_pre_R,0.559125279350275,0.7634299992196737,0.4647659410973109,0.7365815411701407,0.5786163183623054,0.5135735561974469,0.6170547589732126,-0.1541920908872027,1.0,0.6071417954237334,0.2556885009211984,0.22969025561499307,0.24801030156179946,0.4678182313195799,0.08933181812252393,0.5484962287730932,-0.15351412443858053,0.24101000793871075,0.47650112608930195,0.7231963509425926,0.6522090737961025,0.5898359116092293,0.7937840825550028,0.5246543620111614,0.5093065609906209,0.5943571331311124,0.6326921842594665,0.17490206489603044,0.5481466392942186,0.5022862836500009,0.5174151913754607,-0.07136740235664459,0.5846657476257948,-0.003140781756150643,0.5766075397034924,0.5086711017817889,0.6803083600424833,0.5240190018753602,0.6048796671237389,0.5744986137478667,0.2898402206549825,-0.09856787304593288,0.5215235667883813,0.4775879978591631,0.32494604090787815,0.7612062096714574,0.5946336739447988,0.6721185935945747,0.45450441157094135,0.7360130981670217,0.6100584608143643,-0.019311263238388193,-0.19324913343032477,0.1895521585244441,0.3730992589976912,0.6219403981311071,0.22096836331167335,0.1529307100112476,0.5836359218642967,0.37974907421528714,0.11056035029239739,0.5859819729317353,0.3845216547571171,0.611078840860741,0.5424117385294475,0.4505147957004029,0.5303436941189902,-0.253382669105305,0.7383516237496182,0.5461319906265518,0.7176629501576147,0.6659678859683225,0.3170177122826235,0.31884114549501047,0.5866638702750709,0.20577919592747024,0.34462188172111285,0.15246739179767282,0.15435625177605453,0.45479029662423304,0.14255345935388683,0.33623032088139954,-0.16523469646798244,0.11916977081928104,0.03319978138888846,0.37928427465371084,0.8416049109688067,0.648343305789106,0.012946069909725265,0.20056727725485743,0.21818754847867158,0.26000792405346296,0.4644517215025918,0.5010467315435878,0.08320273178018572,0.19701060912330998,0.5596221765338127,0.5631101529989139,0.08399130180433848,0.41864702026667033,0.4262906241759881,0.2517612933174674,0.5945541662768696,0.7996394742135866,-0.22821183968593653,0.6663974202473495,0.4482269897905713,0.5415624747832498,0.27782186469354525,0.13401209629570043,0.5840525629531416,0.024770736431673265,0.5364075591395425,0.4383030762799681,0.35526535616487015,0.3736839348865608,0.7925880973775528,0.07179453810945431,0.37864442899980294,0.4896656093116502
Frontal_Inf_Tri_R,0.6196790531386632,0.5583789930887615,0.5561713661362826,0.7978694860223277,0.68280812673538,0.6624741021998564,0.2222426954752481,0.3272226820201748,0.6071417954237334,1.0,0.2823615599024349,0.48875352190915455,0.23172357672910301,0.052839549443344506,0.4500840932190963,0.5195227427223506,0.34456825413334374,0.5138630157765713,0.7683171236304486,0.7694638338383609,0.6305865128516613,0.5570299533329327,0.6453625087093066,0.6173377364729421,0.5926561700378964,0.678639177884595,0.689104538727872,0.45931513457886824,0.4785272706914196,0.6192645425978484,0.6396775897238257,0.3888798450021065,0.8526710054647034,0.491745484335407,0.7788903300867444,0.7575853506322042,0.7006952949347541,0.785643183959706,0.7569291218573377,0.7598636223086639,0.6009181805366177,0.4026219337268261,0.472719502751151,0.6588619099580179,0.2788290277792446,0.7630606329045083,0.33679490815435675,0.5661385008885211,0.5304898510139953,0.7742195315973641,0.6261188057113978,0.3668035521725151,0.23691255606357844,-0.033513390466189806,0.6607924281967784,0.631592063645184,0.5758374782582512,-0.15894113363076764,0.5415977069959562,0.7309522905363468,0.5460490847358859,0.733863714128301,0.5164258940488151,0.4632416153850118,0.7409671694092383,0.5991803873189562,0.6596409147273122,0.18234414676451588,0.7419114416709004,0.8506585470202496,0.7628594120643442,0.7366447309853695,0.22080338371442967,0.7763623353759497,0.4243172357439125,0.18958262831927206,0.7214220953101578,0.2718554474199329,0.5844129175330609,0.4456800691690292,0.4069910120851182,-0.14206396052364542,0.26489939085296427,0.4864851729219977,0.2205889559539518,0.45338882450904383,0.4827243088381487,0.7200571646634679,0.28462694786411075,0.44293644675165994,0.19829338192121992,0.42785660069497944,0.6078359483711631,0.7142936552120184,0.2252366107265537,0.16589323018491944,0.9071054255472316,0.507786501173808,0.07137925876995786,0.11547142828123802,0.6233911068290862,0.6094743997647795,0.7725273588940539,0.6651874285056342,-0.04689188883804228,0.3110103229376233,0.3422431633889429,0.5587974434461356,0.5596933581880764,0.5997306599061514,0.44016892013712877,0.22495857766028607,0.265284992061678,0.4522979728733067,0.5857955622783212,0.6478519117249576,0.768287240854412,0.4185850512480944,0.6315024276430936,0.20092753549282547
