,Frontal_Sup_Medial_L,Thal_MDl_L,Temporal_Sup_L,Thal_PuI_R,Cerebellum_6_L,Temporal_Sup_R,SN_pr_L,SN_pc_L,Thal_AV_R,OFCmed_R,Thal_VPL_L,Caudate_R,Vermis_6,ACC_pre_L,Hippocampus_R,SN_pc_R,LC_L,Occipital_Inf_R,Cerebellum_Crus1_L,Cerebellum_3_R,ParaHippocampal_R,Frontal_Inf_Tri_R,Postcentral_R,Vermis_7,Occipital_Inf_L,Precentral_R,Occipital_Sup_R,N_Acc_R,Caudate_L,Frontal_Sup_2_L,Thal_MDl_R,Olfactory_L,Thal_PuM_L,Raphe_M,Paracentral_Lobule_L,Calcarine_L,Cuneus_L,Rolandic_Oper_R,ACC_sup_R,Parietal_Sup_R,Thal_VA_R,N_Acc_L,Thal_MDm_L,Cerebellum_Crus1_R,Frontal_Mid_2_R,Parietal_Sup_L,OFCmed_L,Temporal_Inf_L,Frontal_Mid_2_L,Lingual_L,Putamen_R,Cingulate_Mid_R,Temporal_Mid_R,Occipital_Mid_R,Amygdala_R,Vermis_4_5,Frontal_Inf_Oper_L,Pallidum_L,Paracentral_Lobule_R,Frontal_Med_Orb_R,Cerebellum_3_L,Cerebellum_4_5_R,Thal_PuL_L,Vermis_10,ACC_sup_L,Temporal_Pole_Mid_R,Red_N_L,Calcarine_R,OFCpost_R,Heschl_L,Occipital_Sup_L,Rolandic_Oper_L,OFCpost_L,Precuneus_L,Temporal_Mid_L,ACC_sub_L,Cingulate_Post_R,Vermis_9,Temporal_Pole_Sup_L,OFCant_R,Thal_IL_L,OFClat_R,Supp_Motor_Area_R,Thal_PuM_R,Frontal_Sup_Medial_R,Fusiform_R,Cerebellum_9_R,Hippocampus_L,VTA_L,Amygdala_L,Thal_VPL_R,Rectus_L,Parietal_Inf_R,Cerebellum_7b_R,Cerebellum_8_L,Frontal_Inf_Tri_L,Olfactory_R,Thal_VL_R,Cerebellum_9_L,Supp_Motor_Area_L,Vermis_1_2,SN_pr_R,Frontal_Sup_2_R,Insula_L,Temporal_Pole_Mid_L,OFCant_L,Angular_L,Lingual_R,Vermis_8,Rectus_R
Frontal_Sup_Medial_L,1.0,0.6827816704314494,0.7220092390813886,0.31433990483309876,0.09587654406446332,0.4861242553928663,0.41428244043999435,0.6362851747583937,0.5348987837794988,-0.00928180364892214,0.5505594978252224,0.5892701913979348,0.004921514973263992,0.5163201236641105,0.468516269341523,0.6431813493541326,0.1533767014198129,-0.003459707041563786,0.0250766861310734,0.2500732769597744,0.6097007581836612,0.5734296356048355,0.6343267179942798,0.12697368796585287,-0.01997867998737729,0.6350281651156102,0.5145827035475056,0.2820659777130298,0.7213016085370171,0.9629656868770496,0.4231051314237684,0.42387457022998937,0.46470109962935624,0.09364358075465669,0.7368818128043295,0.3928961606881588,0.3637307809243563,0.7408421435482856,0.707290435572565,0.4911912964276171,0.3284135406525846,0.4783266267834714,0.5767881019174339,0.3540001178379157,0.650361633035772,0.7082607855220426,0.30604575572828124,0.21989887050892998,0.8725967287798925,0.2464893326824916,0.6994688859452365,0.6102398405640815,0.3314027799718057,0.3610100631544401,0.1818633605807021,0.5400805027619395,0.7821671750189875,0.6752892190723229,0.8136996349566884,0.3528411782970544,0.5570975162602354,0.54798023286796,0.5522716787437537,0.33823828062419103,0.5693853818124259,-0.05200355595350642,0.44677656563684026,0.388362826350743,0.6131103046206591,0.649523831252483,0.4888525467276937,0.8173923381644843,0.7092176031617534,0.7828792032305077,0.3806775780251726,0.37689072709808746,0.5547420159334191,0.08955046702724577,0.47127985001264505,0.2139723415001891,0.4700043296636772,-0.023474689580472555,0.7282102577337569,0.5341414248805453,0.8870728255284748,0.4325843877478237,0.1653822479535867,0.5830898291388359,0.26940508407118213,0.2819722451230602,0.4510426715550687,0.4090248233838746,0.815415914669181,0.1615048384237895,0.029711052223703918,0.8629150479184098,0.36941534357620154,0.6229414054723417,0.1725135649395398,0.8172036898780202,0.500066484930596,0.5559723409231417,0.9017557692982362,0.791388977669206,0.21999182716974075,0.522488606371803,0.7377564323470189,0.2948828715809785,0.11249755763536592,0.2733236778210402
Thal_MDl_L,0.6827816704314494,1.0,0.6770677337417,0.5678087924553463,0.4896112637612271,0.7349265485242624,0.4382455967668503,0.6947689039843021,0.6469135581171188,0.07765019862374019,0.6779816143688591,0.7294120835578356,0.38129150318343197,0.5268415359462042,0.2774485997452042,0.6282329364822776,0.09499184055039386,0.33987091313289175,0.3430573690156256,0.6284724303911539,0.6421780752333276,0.7569291218573377,0.29974976931732494,-0.0944325578429239,0.2663975660673937,0.5017221719087599,0.5101539903364903,0.27415506573392395,0.7868224741527058,0.7215141704508031,0.43314112818481343,0.47882390819527837,0.6445820676906125,0.29660496968223193,0.5667144238031737,0.6375474780089678,0.32697701522844685,0.7514789877724238,0.7321155416475554,-0.03696758866734399,0.5256538535814904,0.24275486316897776,0.7332559025392115,0.49468941931677324,0.7661409224195401,0.28819626933760994,0.5009799847607282,0.5372712055603543,0.7895988868342259,0.5950315876928616,0.7848140309129239,0.5531139379149145,0.5686349616057905,0.39788376642272566,0.31376541972633093,0.8002700412737984,0.6586720911077849,0.6700245312369513,0.4286111975558724,0.12151967692820781,0.7099058364396356,0.7901848557087499,0.4715810985042004,0.09295820568956006,0.6583291546790899,0.1269642426951744,0.48085289943126214,0.5752383341516285,0.5610963523518697,0.5736420192240571,0.4154791585286649,0.7328055388146602,0.7766460823471618,0.7183223852879218,0.555014974926951,0.24906032496749547,0.6244278261373836,0.42374190968356423,0.4804600224018949,0.1668221583627618,0.36150891685859776,0.1750378376746869,0.7780503320981109,0.7347173170715122,0.47185116312141195,0.7219563724397646,0.5571227576005829,0.7368785703470505,0.17837000493931565,0.4509206018646327,0.682682194527469,0.37517518876024064,0.5392473425333691,0.33322506003115865,0.3261308238015666,0.6714550617152392,0.3023582775725011,0.7197562727104234,0.5654687515265387,0.7162760318540728,0.697191818218186,0.613078067325981,0.6965859533264116,0.7544595064213084,0.2514071017434011,0.5211100928491179,0.5010476669990519,0.6077287747045564,0.37078072856616284,0.20547216008004396
Temporal_Sup_L,0.7220092390813886,0.6770677337417,1.0,0.5389356163609862,0.44097416429468667,0.5161094805119243,0.2831683262894869,0.5594983290181785,0.5033357301580844,0.07550374146108485,0.5122323620209701,0.4801075713554186,0.3263369486264007,0.3138037763755837,0.22698340068226985,0.47898016026495877,-0.07868141042155022,0.22113535313860735,0.44086719543752295,0.4194972204416178,0.45779752517522415,0.5304898510139953,0.38237375157007586,-0.03927550640325413,0.36948367132586457,0.5881496277797273,0.45753404959624383,0.19530521975059484,0.8441493879750543,0.6837248447843526,0.2574619468750311,0.44300614883488115,0.46692384349747545,0.08047547255076061,0.5098990809483144,0.4741762790141538,0.30723198045165484,0.7192983126229385,0.5343709050551154,0.10641268630629812,0.32967263865808677,0.40781419502177074,0.47967267631143035,0.32501626791863675,0.6399550461386649,0.20746934255023777,0.21272160153696218,0.5911242531697323,0.7927127557521737,0.5051331794056122,0.7018662442594037,0.633035915984815,0.2992436381598457,0.3060403767567775,0.21464014368918985,0.5869954479857225,0.6345095540737453,0.4172637435476531,0.524921490258288,0.18064215588091304,0.5402507553995357,0.6015005415991944,0.5175390408667117,0.03250960165698642,0.5622409361753123,0.1917322635886977,0.4932685388799804,0.4722094523828106,0.36809193743763363,0.4284972041777426,0.3820786443197503,0.86960083628279,0.6062559643468969,0.6228832051185016,0.7640212449568583,0.11665500545636158,0.5410332787129242,0.38438461230768844,0.7106059465352222,0.10186099996835911,0.5672747364138084,0.04395442211608098,0.6703704864381446,0.5797446031114574,0.4445992513494517,0.48932335356562656,0.41515592103851867,0.7623041891610376,0.2503883867323326,0.5299696441697992,0.5389463933621117,0.29488431850362734,0.6641454986499209,0.1608547995856689,0.3917273059118544,0.7790729804088424,0.16316471664738794,0.631018805842617,0.4995114179774534,0.7193228630688039,0.5931638589403364,0.49022612450517705,0.5808490563215587,0.7424328119532825,0.5228678358271176,0.41930489228205264,0.5705721298750579,0.5038472443307529,0.3177976189976707,0.15106084455565583
Thal_PuI_R,0.31433990483309876,0.5678087924553463,0.5389356163609862,1.0,0.8825258973663941,0.7272220777739861,0.2701477368271721,0.336217518333557,0.38793916576794774,-0.051830416973102006,0.35281079937175014,0.4246899046362527,0.8773229902923653,-0.003704486929333121,-0.3546594673261819,0.4211472990549941,-0.48768517881185014,0.8087228091737977,0.7681543586181517,0.6654573982235437,0.2146287426954264,0.4864851729219977,0.01700859898958032,-0.4484321438124277,0.7862168241484236,0.2827098198060092,0.7469717916541786,0.336462744153075,0.5122361560919014,0.35962035924592,-0.19938269741101894,0.24347220509407907,0.8425984258302771,0.26609753401441755,0.3369048145903372,0.7818106642896775,0.6371939580941625,0.47991173054714387,0.5424588656417993,-0.3319802152262603,0.30480871301861107,0.34034954386290545,0.49227449468990014,0.7197336798360415,0.616267671126064,-0.061902811556317404,0.19492168261935763,0.734877456486872,0.5131927234945457,0.8978931560636418,0.5147343996209389,0.36866099475558683,0.7608929090197827,0.6784945515683031,0.6069830950775927,0.7342599559177281,0.4035293422253193,0.3075332578782936,0.08506434819505165,-0.2478859882084524,0.41783111230850795,0.7485343320873586,0.690545626746466,-0.5184280769989004,0.47925686878556306,0.5148066260581333,0.1471671665693489,0.8429117880658069,0.45554898698734153,0.16959564217293105,0.6825092127111615,0.5261391447457081,0.4515683785845616,0.5231017657562745,0.8123005676051557,-0.3936541195867692,0.3730858449578274,0.858265214039425,0.6514125006674918,-0.25011783712914765,0.18411066463390538,0.14487586369912728,0.6642906673337834,0.8285540387979666,0.05979388717287899,0.8093703777053426,0.8664395725973434,0.5967344082591283,0.17648436813062524,0.5634592005876164,0.3899511729087439,0.021003011710893138,0.3046777509432573,0.655118002926699,0.796242684117112,0.2921347190132497,0.07980855386562616,0.3024465605842081,0.8572307234915585,0.5278151443066597,0.4734459719331197,0.19825858164016857,0.4105379678325732,0.6578749289175091,0.22091210485614782,0.04332160352928354,0.348644146983453,0.9064022889136709,0.7848951908652427,-0.06625666153274105
Cerebellum_6_L,0.09587654406446332,0.4896112637612271,0.44097416429468667,0.8825258973663941,1.0,0.7099727773831747,0.13401813119306388,0.262688223667045,0.3463312158104841,-0.06853658063199851,0.22387228051859434,0.3603900190787534,0.9365121114056212,-0.16100265053521365,-0.4445508011669197,0.30263149397765354,-0.5397316341026621,0.8412947874325585,0.8618512122143095,0.7120148097542418,0.07989030035377703,0.4026219337268261,-0.17743068502722553,-0.5321798142022719,0.8550933056260933,0.16468374621720575,0.6431947733247964,0.1916460108780408,0.3993711250555511,0.13114270410416765,-0.17803849183537965,0.1554991050680426,0.7245099657827196,0.33169947590123494,0.22979727186025245,0.6981043161139971,0.5811940013996173,0.38852630089035806,0.35129321106686195,-0.5514355848798008,0.29102488768325274,0.17004646700822618,0.39545510715471066,0.6523095700858468,0.5123039920669747,-0.28931690086946443,0.14013071202874428,0.8486310694378357,0.34289366871125004,0.9087563090771297,0.3824428347392153,0.23479860873378142,0.7218103853700113,0.6316176273091919,0.5927072578678542,0.670875489643167,0.1723588203245808,0.20082303555208586,-0.16163743694172475,-0.35559079321377346,0.3435763902058882,0.6918875963721351,0.512268741460245,-0.638974874805658,0.33195994506727844,0.5834093850470935,0.03909925070198847,0.7787493360190493,0.2797029401312185,-0.03035102127589001,0.5430748066913318,0.3423157156276673,0.3308260149381036,0.37280129370779985,0.8109007085758052,-0.4476742231176823,0.2881554660537372,0.8986325620234497,0.59450962524781,-0.3399219380047431,0.1355363218864691,0.19910423930788806,0.5250410917655786,0.7298419613123792,-0.17648578481859126,0.7869215736092063,0.9107289594210137,0.4696944121429594,0.19059472947103034,0.5657433837388389,0.3233982336494919,-0.07779969343604021,0.1152148760809172,0.614676655507482,0.8766612746629792,0.07276258671741323,-0.007731328936191389,0.21237436209820915,0.8922785858185976,0.3970294823337722,0.49820134249103776,0.18353190642272785,0.17163967395044832,0.46722077978503174,0.20470196861397383,0.002361015955448979,0.2174241429321581,0.8903814605250209,0.7642234567877392,-0.1277645108886456
Temporal_Sup_R,0.4861242553928663,0.7349265485242624,0.5161094805119243,0.7272220777739861,0.7099727773831747,1.0,0.3072688711870325,0.5489153934551368,0.619404990444407,-0.001984186727580594,0.4608524847733727,0.7288785758501083,0.6564279069713846,0.20271487339605823,-0.009188164490632825,0.5436723463789025,-0.13989887249028657,0.5910549185565122,0.4944824700984996,0.8039681730753798,0.47689466529206836,0.7763623353759497,0.16872194543564606,-0.25863748844894313,0.48336310474343025,0.4106948523193711,0.6984416775712546,0.23519028705801334,0.5652570116995524,0.5547772638671464,0.22125527077215562,0.3207051023543935,0.739113760029894,0.46083332725038073,0.479100512619036,0.7082259635254075,0.48770413715720284,0.7501499777994747,0.6963590830007828,-0.266392483025998,0.533422467179,0.16599508969237992,0.5924656547748307,0.648447124310785,0.8062779546493075,0.16351631100123212,0.43592529738294583,0.5931416862579334,0.6865845267304446,0.774660534226215,0.6886423418376961,0.4581126485286447,0.8407795396503637,0.6659750140766036,0.43014967757498185,0.7519045402023652,0.5017649715647269,0.6368954670056997,0.23674557667467358,-0.10255571762672828,0.6168781836170333,0.8135334152518633,0.5117522673020282,-0.22845434240721618,0.5253843270994362,0.2945367754230003,0.310618435668404,0.7064190250978221,0.579915437930474,0.35416704116097636,0.5256648461040425,0.5737579481188438,0.6419300522476649,0.6423918484755797,0.5934033612310394,0.0022994417555571873,0.5316312634552753,0.6385203109863379,0.3972111116393118,-0.04413667601896977,0.18500850262858928,0.32143778155249175,0.7772736500259197,0.7679263176862954,0.2722422060101208,0.8598135397376538,0.7640361772781034,0.5680018378646303,0.2262821173493261,0.33674243623609984,0.630378804691564,0.22441858392944397,0.4456437423913652,0.5690036831892583,0.5329182652439802,0.390413678609564,0.21470577163726334,0.5196958031304519,0.7289748374540987,0.6797764567578938,0.7029671837014698,0.4399278537887968,0.5667798610911255,0.7474857889733734,-0.01834699894608151,0.32886916473396655,0.45399102350957843,0.805492597260432,0.5490092615845632,0.089934830689405
SN_pr_L,0.41428244043999435,0.4382455967668503,0.2831683262894869,0.2701477368271721,0.13401813119306388,0.3072688711870325,1.0,0.3539091252158583,0.38398928590266956,0.010295209317630965,0.514412846391098,0.5641823228813817,0.08550042518331896,0.5851839900255509,0.38532908862396653,0.4293927004239456,0.2572816238525257,0.09638767667997665,0.018223677403106438,0.19828561031253553,0.5655499613345347,0.4456800691690292,0.07957850622911229,0.08644901440320112,-0.16503457722924997,0.0935957334369935,0.18298257112877814,0.7263576188100961,0.36787887743912956,0.4284033943153922,0.22150757318076764,0.4441243666881804,0.4010510110008396,-0.13944673491275594,0.4231966036501583,0.2192986506243196,-0.0975559747651375,0.37031982372931,0.3714180291284146,0.03314121316565173,0.42657622982045884,0.2954415569246505,0.5936603285338773,0.28098817790745473,0.2996763404303201,0.3281967143731896,0.4711966279393371,0.11893435383156874,0.38683259658718805,0.15574434861678668,0.6098037110279385,0.15357331480151923,0.27993059052824276,0.060451118902837275,-0.028379483570505244,0.4885467535065614,0.3835715281173699,0.5287764285576634,0.3680104808009775,0.27765865592056577,0.527444182184578,0.3945931200399384,0.15049610558835153,0.3649943151776861,0.34431133715091067,-0.15768640347995966,0.19799228586947765,0.10623287061414052,0.48759017837607427,0.4801267731938039,0.0875525435332478,0.33751390696357536,0.5030876431336879,0.6225243833183186,0.061811940957274825,0.14637088734593023,0.422152771579362,-0.02106236820568557,0.0844853717638533,0.4452620284099252,0.1090642280477835,0.2301844746939904,0.32322588815816483,0.3506907923460431,0.3765890951250765,0.3860042376764941,0.2434029102445535,0.580564085309078,-0.300327497429513,0.16900573075808067,0.32605288119284054,0.25556622908171994,0.1851787030378414,0.1395522094906263,-0.1315924291176276,0.3896569079423524,0.6566840328696537,0.5420347396422245,0.1755439375839125,0.3135869453156149,0.20074823410230208,0.6459895211538254,0.47985622059385497,0.40205043112369904,0.019872374223687636,0.5145854781964944,0.1885806493861626,0.19445942573561503,-0.03232522687478734,0.021861953808073167
SN_pc_L,0.6362851747583937,0.6947689039843021,0.5594983290181785,0.336217518333557,0.262688223667045,0.5489153934551368,0.3539091252158583,1.0,0.5464383894787157,0.13747113311151554,0.6421927523951296,0.6020407638882803,0.16552617716125534,0.5152190374455939,0.41805682820091544,0.7484877641778768,0.3074909235408664,0.12707195411154898,0.14226673268208093,0.5414299528511165,0.6467340197686725,0.6679543919980037,0.4203044715190044,0.010068901136750522,0.12460046861056792,0.5317396840474207,0.38639433569272924,0.10035701955104265,0.7505975783512704,0.6990740276617313,0.5350653760453588,0.5125680261658081,0.4282891679945479,0.2888893016632113,0.5551320757399523,0.44824250685082057,0.24590124154036827,0.6800950174332919,0.6802322064517456,0.13215001667797385,0.41527896641961154,0.3307349040489076,0.5565503853641293,0.28572713628137547,0.6686439506185246,0.33819065563054806,0.4165670240131891,0.40522373475921714,0.7025697458000113,0.4168164587834234,0.6239235508108039,0.5720668663147694,0.3780934839832888,0.2468847148151958,0.20905392987581387,0.6313906335512116,0.612752174976956,0.5809501893104787,0.4698595257829329,0.17828908005920852,0.6742360126280068,0.6569594781540854,0.3491640390978776,0.2692827784209997,0.6231861425062615,0.040644928955417464,0.6290413386922824,0.41212905982756365,0.46798141708435786,0.4988437444076715,0.3089938139856239,0.6687400989541792,0.7238439763441362,0.5574518370867146,0.38728839251443453,0.40268846392168484,0.5412840720261185,0.23791151964824708,0.4005939720355461,0.21553765443429782,0.41897626545054667,0.08469508802030612,0.6841141818191019,0.565909613938165,0.4756996102433832,0.5356313232322791,0.36485883367518146,0.6339707821628883,0.43756206595166064,0.3851819251826164,0.6460448931655822,0.48392122597477477,0.5356414457936034,0.15794371484575667,0.1639726397211252,0.6691707999295541,0.3729870321696615,0.698770555965068,0.41777230982667396,0.6455192505043785,0.660926165664877,0.47502425081549243,0.658910721529272,0.6330939564204766,0.24511724847831096,0.48620288673369233,0.4182930522060828,0.425511965861475,0.21293393921916678,0.39295629949970073
Thal_AV_R,0.5348987837794988,0.6469135581171188,0.5033357301580844,0.38793916576794774,0.3463312158104841,0.619404990444407,0.38398928590266956,0.5464383894787157,1.0,0.1676011313478863,0.5506389234724973,0.7720738425249496,0.26937228642951344,0.3560900076951147,0.35323065510447177,0.6103758434122079,0.21710321354618187,0.26823705466755354,0.1201239688303197,0.5875089170606634,0.5663227319188586,0.708666187761365,0.10339180704344601,-0.21353662099301543,0.08887103216577977,0.30155090020957737,0.40124097061628017,0.18152112811859858,0.6088637004862497,0.5754183388948704,0.6167996662663116,0.3437317723504965,0.4561425771661194,0.4172244139873243,0.5439025515022843,0.3867334166264067,0.25254685210119804,0.7036692249639551,0.5674745591571035,-0.19089173582692723,0.5557274323127692,0.11511654168588745,0.4713903717637523,0.4707429265715292,0.677908643611675,0.25834020244274064,0.48464755395498654,0.30315791518003554,0.5919784220924253,0.4215847474048228,0.7375018222845391,0.5220810735222865,0.5290673940790436,0.3381278101462038,0.13155530431885654,0.548016114024999,0.6236064774129629,0.6535255943519108,0.34042381718051096,0.1225017340286107,0.6672468392522235,0.621190641987378,0.20617828002469568,0.1432837254630341,0.516077702107419,0.055136431857788895,0.3715497959123449,0.37303183041514554,0.48568944101659295,0.5659351113686633,0.2358290852539947,0.5824532542578372,0.6482486149264931,0.5986750189508085,0.33972797797502974,0.31922627504915563,0.6746572299139229,0.30180376048942015,0.18407175791139582,0.2657001325188562,0.2036762794213475,0.22081134098949606,0.6874407691669198,0.5387224396450194,0.35550529449665286,0.6327130952445793,0.44371751117251423,0.49442334495658674,0.203906539926317,0.16406426833105436,0.5689018419020907,0.4176431494672148,0.35465773782097987,0.3690186691353798,0.14796177641225947,0.503738963860089,0.3787716469788608,0.6822004811447967,0.4510032303114175,0.6656181413345227,0.5444482538511635,0.5682002101501584,0.577359356067342,0.6031238016423707,-0.11947754023949224,0.605732198689117,0.5019072350222996,0.4790489503460423,0.24929372193207372,0.3807086144208707
OFCmed_R,-0.00928180364892214,0.07765019862374019,0.07550374146108485,-0.051830416973102006,-0.06853658063199851,-0.001984186727580594,0.010295209317630965,0.13747113311151554,0.1676011313478863,1.0,0.3795625250140899,0.18313486077561608,-0.06722443663919488,0.3506968524767739,0.32461413800345745,0.05524046656629914,0.3236106642000949,-0.05999557168723448,-0.04992002012589887,0.16967753065288013,0.2792682364231247,0.22080338371442967,-0.03439112762269789,-0.08938766306142154,-0.07645246411771883,0.0343795033740198,-0.22685040189688074,-0.015663381434706625,0.2554608605832855,0.05292691865369373,0.2794133046180761,0.4662874191196071,-0.02725780563264385,0.14935011368314793,0.04747979709806378,-0.0411605193071534,-0.16830487208705638,0.08282950103974969,0.12298045451357381,-0.13441610360185893,0.17634839518157644,-0.07231369538260715,0.0821953877431918,-0.017292673463375145,0.11556417299095968,-0.11059035593177907,0.444835825044484,0.0031282785757802945,0.050489970769089246,-0.03821775488825706,0.1351779884535964,0.11274345093687856,-0.08819394169888134,-0.3074565059410643,-0.3114473340203073,0.07817416757319227,0.23169525080325723,-0.09542394546457215,-0.04558640279255707,0.19480371256209592,0.19701796905019614,0.11632138858022341,-0.12901691064561113,0.23754307066088134,0.2681320737799454,-0.10220611766753727,0.23832381420575363,-0.09992978314942004,0.0769700940060702,0.25561146811780316,-0.1578239293640604,0.11838891123425135,0.3656585352576001,-0.08551438859451083,-0.06929385701571823,0.47085975685296677,0.1169297101136458,0.0028785750458819033,0.017925494899176636,0.6579450645480178,0.003910918733822679,0.010398667674422664,0.19136178233771312,-0.04849623396268787,-0.13784078277824474,0.06440871740717062,0.0649229898584544,0.2558704958487256,0.023030174356900152,0.05669136786571165,0.22119224189103015,0.5293729981435707,-0.08863280179941248,-0.1276407727073221,-0.03986966472671539,0.2563870073183688,0.45222579067892854,0.2345599719621193,0.1045181278444885,0.09820741522492141,0.12149774295778852,0.13586756836653258,0.04902368709731844,0.004420914900589948,0.16990661954025138,0.4329162962699713,-0.12970968545996758,0.00013202388951952693,0.07080652404012604,0.5861471523865652
