,Thal_PuA_R,Heschl_R,Angular_R,SupraMarginal_L,Hippocampus_L,Cerebellum_Crus2_R,Cerebellum_7b_R,Occipital_Inf_R,Thal_LP_L,Vermis_3,Raphe_M,Cerebellum_6_R,Thal_MDm_R,Frontal_Sup_2_R,Thal_LGN_L,Postcentral_L,Cerebellum_9_L,Occipital_Inf_L,Precentral_R,Cerebellum_3_R,Parietal_Inf_R,Thal_PuL_R,Cerebellum_10_L,ParaHippocampal_R,Thal_LP_R,Temporal_Pole_Mid_R,Fusiform_R,Frontal_Med_Orb_R,Thal_VA_R,Putamen_L,SupraMarginal_R,Thal_MDm_L,Cerebellum_3_L,Vermis_4_5,Red_N_L,Vermis_8,Thal_PuA_L,Thal_PuM_R,Frontal_Mid_2_R,Supp_Motor_Area_R,Pallidum_R,Cerebellum_Crus1_R,Temporal_Mid_R,Precuneus_L,Cerebellum_6_L,Cerebellum_7b_L,ACC_pre_R,Insula_L,Cingulate_Mid_R,OFCant_R,Temporal_Inf_R,Temporal_Pole_Mid_L,Thal_IL_L,Temporal_Sup_R,Cerebellum_9_R,Calcarine_R,Frontal_Sup_Medial_L,Vermis_1_2,Fusiform_L,Frontal_Mid_2_L,Parietal_Sup_R,Cerebellum_8_L,Temporal_Pole_Sup_L,Thal_MDl_R,Frontal_Inf_Tri_R
Thal_PuL_R,0.2997773267099142,0.27871701544450184,-0.16210221418210372,0.26225559942563026,0.5950213453849919,0.08003442764644511,-0.12884331572418478,-0.1099114004208291,0.45298639764148607,0.44020036934899115,0.21184168681137366,-0.03022125336975811,0.30731849780158543,0.329577297143311,0.09285179473734684,0.37721300148372167,0.2234647236409839,-0.20681533976018632,0.35539201789020475,0.35111728015353555,0.24049665536610856,1.0,0.38887546109791354,0.6614832758382155,0.6071700770726042,-0.07757660132401295,0.1855515864036897,0.23559349729740348,0.4803557520174681,0.605300139682018,0.2579943035609984,0.33099997167441586,0.5689166466213842,0.2797614856948451,0.5076624239037613,-0.07084070725318274,0.31050219708381466,0.18443020534202528,0.44799175782643785,0.4240783601469482,0.3445000695077242,-0.016041422595384786,-0.028173464762969277,0.1585726803972098,-0.09748771810594348,-0.1759541575908155,0.70135879835831,0.3762935759943407,0.4295516884251531,0.6568874086263017,0.23255330982319963,0.07774759746066263,0.16123676974152387,0.193776562062116,0.144528879573012,6.521815999719321e-05,0.2953237933525282,0.27049795565162427,0.2153781398495071,0.32787815033364204,-0.03919800954488716,-0.13584146858853535,-0.012279048846620991,0.4937167951287092,0.5877936685051987
Cerebellum_10_L,0.5888314373997163,0.6306950996329204,0.29316941879126207,0.4913133177304097,0.6260327623478082,0.4759001045653473,0.3979388507144086,0.5838809642930953,0.5669015013578123,0.7142792512681972,0.4190707080362797,0.6775061321057871,0.46118395154793623,0.4704453587014661,0.5106837489882045,0.32113834311305756,0.7743293855968378,0.5131252705748612,0.49595411039424164,0.731954134013606,0.3587492087433444,0.38887546109791354,1.0,0.5747521655108796,0.35715245267380696,0.3951780467972924,0.7794165050145677,-0.20619619866482225,0.5147452297623362,0.5227652653625575,0.5032932051196993,0.5356836096363476,0.6427258680799236,0.7728934180192191,0.3420556891028772,0.6224196321101254,0.62618337825688,0.7331021071346566,0.7842552130013488,0.7455138355520405,0.6111642650044542,0.5106475476291737,0.6513115021547122,0.4948033083901117,0.6290195168471602,0.16630374705823014,0.37974907421528714,0.6635885628642336,0.5971336564052607,0.043828239091007686,0.5774652653989907,0.07609532830400662,0.1761512806518933,0.6777885166081355,0.7087002900299114,0.7403956050606464,0.29860308907717054,0.6292363234660412,0.8051328756066642,0.5543557029732773,-0.24564142335038386,0.5542346646240505,0.37996913047243785,0.18819585636132002,0.7309522905363468
ParaHippocampal_R,0.44731021765606654,0.557157262108416,0.2687881829804584,0.4727053434668211,0.694609704000064,0.23462514246951086,0.051728039601750424,-0.03705014930058518,0.4117790594811365,0.7079997137438191,0.20704229150801629,0.13551821778371967,0.6030734471219134,0.7145745320619638,0.3022111087111504,0.6838556782402164,0.318012599943786,-0.1883760932044507,0.4952641172546898,0.5264153877929119,0.5073380692243225,0.6614832758382155,0.5747521655108796,1.0,0.6237031476048075,-0.19520993983509377,0.5348205168928462,0.2678965972426166,0.5566082849195978,0.7868284448034438,0.39557839875508244,0.663198984415108,0.8579114451556579,0.6370183662018399,0.563116175487548,-0.010591130769157154,0.6077555241173365,0.49657084525545747,0.6646815767352798,0.6806590898335474,0.6389362241390623,0.20375120429740115,0.3087082786014535,0.616146838370569,0.07989030035377703,-0.3225291940195175,0.7925880973775528,0.6021657800346709,0.6205754445150146,0.5803974826303276,0.5063623408416209,0.04772750197637706,0.26820839394928075,0.47689466529206836,0.30764113692250006,0.26648763188596286,0.6097007581836612,0.586670171788313,0.4379579042525357,0.6451701196271324,0.1417311079171333,-0.11120838385125188,0.08617811028579608,0.658343956443153,0.768287240854412
Thal_LP_R,0.3903351954747607,0.2893328372092369,0.0005708084742330513,0.14545261218024835,0.5685810982605999,0.2649118275033666,0.09229573908985322,0.08583830814954072,0.2341016843635411,0.5648551228213969,0.11984759055860576,0.19226585158819554,0.5222928533172921,0.33752981211745947,0.26790765887191403,0.3114851554783249,0.2716377998697817,-0.18956433384253923,0.044440394778018075,0.4519387607686321,0.030999891060951818,0.6071700770726042,0.35715245267380696,0.6237031476048075,1.0,-0.20336704429447505,0.40659525038309824,0.22360055748170587,0.42938044327093305,0.6115048259876058,0.09469478278176058,0.5345094780317698,0.6119612360263901,0.48572368053358556,0.40354392454144616,0.01937335753848433,0.4139026505295178,0.29596380562491426,0.3460537252521735,0.33674569140120897,0.4540597238877265,0.2081115085718882,0.2747818434588471,0.378377143981668,0.09998515023160585,-0.29438830734384935,0.5415624747832498,0.2794459727153801,0.20224954923425964,0.6160013024798727,0.49319061040389384,-0.004828477480089714,0.0006544186712710689,0.3848828650867187,0.31077960612034383,0.04351331107892735,0.22204199374386901,0.3337805920757034,0.2528940835022497,0.30839907526030863,-0.22499491821269957,-0.13556250769772987,-0.013747110579526356,0.39189565879182986,0.5587974434461356
Temporal_Pole_Mid_R,0.35690819654590805,0.25846146223046146,0.14376339666122578,0.2274179147636603,0.18346982338075982,0.2935542801365715,0.24841796676600592,0.6335111015164692,0.4349467520767227,0.14436774928852475,0.25651994276084294,0.564906775696983,-0.014855176210944239,-0.08661081825404948,0.2441862494758908,-0.25320649116458405,0.5811950677673487,0.7709268996485069,0.2901409220417164,0.3282903192946902,0.15007557009916608,-0.07757660132401295,0.3951780467972924,-0.19520993983509377,-0.20336704429447505,1.0,0.3040611863661881,-0.5446400492032785,-0.017059148755963482,-0.15834036498147105,0.2673845987525724,0.06488142145607242,-0.01608575901555431,0.23538811983341137,-0.0775711842016037,0.6561618367724137,0.2638508179903836,0.3574836456015399,0.2694807774395013,0.26208126576255913,0.11234419598603806,0.34072297455621514,0.27763974942538266,-0.008152861226380407,0.5834093850470935,0.4805253525734362,-0.2264308099547424,0.2724484652021583,0.22898935515748192,-0.4411356802549107,0.045174203255740376,0.18760435795695504,0.22149365177880084,0.2945367754230003,0.487657344451543,0.5488859863233162,-0.05200355595350642,0.2174605589161841,0.5085854293201674,0.08984028208137003,-0.22591370754497103,0.727802892655515,0.48346254314239984,-0.33905934061356124,0.10436083402691568
Fusiform_R,0.6350458272086743,0.7700760675857291,0.5722067623792837,0.5684548739581337,0.6043489340429966,0.768723531225114,0.7319783543479316,0.735741534181896,0.5809805294935614,0.7311419396347124,0.43410186243961035,0.8776109377979713,0.5632636632613658,0.5900731133432727,0.6866874831510357,0.4174854134412992,0.8335237190112516,0.514486376304419,0.27225585153179893,0.8107990949881245,0.32356617818871874,0.1855515864036897,0.7794165050145677,0.5348205168928462,0.40659525038309824,0.3040611863661881,1.0,-0.18416076823766003,0.4777862611067651,0.5580218050629985,0.4474356167055639,0.6759419683927214,0.7026549216756754,0.8688846268713952,0.23061097209725295,0.6773542502127408,0.7861106600911385,0.8944373949247474,0.7500142398395127,0.774689781321957,0.7131965412886251,0.8154239490224258,0.9045891965492667,0.6883390755197634,0.7869215736092063,-0.011776566044108119,0.34462188172111285,0.6802587462173166,0.4920445503860614,0.011457741134958729,0.8595498142441966,-0.03258597671914126,0.1298308459529459,0.8598135397376538,0.8841311403148345,0.8068831726391749,0.4325843877478237,0.6278994934662235,0.7723146238086054,0.6177061197424892,-0.35025483294778115,0.5615206276569901,0.4219548642523481,0.19352601524500504,0.7214220953101578
Frontal_Med_Orb_R,-0.1478165110797302,0.04866508307414907,-0.011837434924310754,0.010232996662379808,0.16019144235187338,-0.243687206479218,-0.27544873135280595,-0.5054962591318373,-0.13285044759771952,-0.0307993557867766,-0.222871903861151,-0.42095306492009243,0.10780754003343511,0.33202663276993116,0.0030699860967960354,0.3236675058456948,-0.35505117854769747,-0.48005947764779894,0.07258015681124806,-0.19256217826072072,0.13839602023520794,0.23559349729740348,-0.20619619866482225,0.2678965972426166,0.22360055748170587,-0.5446400492032785,-0.18416076823766003,1.0,0.18190351675315278,0.21037163943054038,-0.09512760028859513,0.105026805352782,0.13118154775990065,-0.08026688369515261,0.2193852394270031,-0.3908254660319989,-0.08875444563715224,-0.21021170651559393,-0.0006126855085299418,0.0612294412892616,0.14243795222802394,-0.2339693007018442,-0.26380337744929266,0.1811390094175347,-0.35559079321377346,-0.25999798583234535,0.4678182313195799,0.08492737832890457,-0.06399347960628658,0.5046645470082383,-0.08765402228351718,0.1956047066247587,0.13075440825138068,-0.10255571762672828,-0.319201306133058,-0.30645845250719544,0.3528411782970544,0.0698921790584812,-0.23332396621985962,0.2143707286513462,0.282816643829025,-0.4175875606384934,0.04585207454640925,0.3383768501683049,0.052839549443344506
Thal_VA_R,0.3410659697785103,0.46322073510426787,0.23821514733081145,0.3269309173293994,0.5134363427566324,0.13470542796399773,0.11570522811005632,0.09413734922140098,0.39291011783790025,0.39963198607774325,0.2576068575861769,0.266044689139599,0.3612670805377038,0.38030783817734787,0.37823636827505996,0.3166017143199467,0.37986511709789234,0.031000317333490138,0.3560375475931052,0.5363572111342384,0.2578962291340665,0.4803557520174681,0.5147452297623362,0.5566082849195978,0.42938044327093305,-0.017059148755963482,0.4777862611067651,0.18190351675315278,1.0,0.5269032648982864,0.36349650725025484,0.46108634358710565,0.552326487310483,0.42763967858031826,0.23348652170423767,0.0665902455520176,0.37456047161732264,0.32456624313136584,0.6051908969811116,0.5209112789829987,0.5906228684242778,0.1707755562439112,0.31521030578301007,0.4691170068445633,0.29102488768325274,-0.12382441230848702,0.39105772252944754,0.5035819919706235,0.327736429141998,0.32424102232404767,0.42544388696957386,-0.0585396242074114,0.05664759096335996,0.533422467179,0.39378631849118256,0.21730448220796716,0.3284135406525846,0.5396812821722884,0.42531067435199965,0.4911414767447193,-0.1888983077079867,0.08711942897918347,0.07114079009867767,0.4416159570128639,0.607042839755449
Putamen_L,0.3979820285828484,0.6065059937516944,0.40481557588668776,0.643391460966035,0.6209775111482058,0.442486770452972,0.2382738048957857,0.11014739476401184,0.27693492811908405,0.6503876711544357,0.27382129601649635,0.26600664418007025,0.6074496519874829,0.7134524774849803,0.3728729038650048,0.7961118076043745,0.3053472476602905,-0.15466085587956235,0.38414941391181934,0.4462630050936398,0.46093001120158,0.605300139682018,0.5227652653625575,0.7868284448034438,0.6115048259876058,-0.15834036498147105,0.5580218050629985,0.21037163943054038,0.5269032648982864,1.0,0.4175463024426237,0.6672575026046103,0.7518471210462654,0.5777425067870188,0.5274380663901765,0.1636375009309897,0.5767174053222213,0.5247664657200056,0.6893870428039105,0.6887757902870844,0.7456313150549827,0.4312938126865039,0.4439545971689116,0.6609824799381864,0.08439046915296898,-0.2745292396083766,0.7360130981670217,0.6567094742004097,0.6442555607819063,0.5323410211680588,0.5898892083960938,-0.17625670954255923,0.2575159478758763,0.49704063624717093,0.29110555980149894,0.25789746658734475,0.6377552438972395,0.44071093850016,0.3281267038351694,0.6400424554071208,0.06661666481448092,-0.09147106993294794,0.04091922918733669,0.6204912025703964,0.7742195315973641
SupraMarginal_R,0.5210282042739096,0.6185001245104654,0.6171576651935939,0.633683474965555,0.32462090671973776,0.25985931573854065,0.19404068539890648,0.2107316855444337,0.3298285961516899,0.5032240668498761,0.3807402370440103,0.3383928572725807,0.2876226700819318,0.5730437839096083,0.27708160512698865,0.46845343176303045,0.3540122655600293,0.27987548995751094,0.713811970439555,0.4496271679167963,0.7249959194539803,0.2579943035609984,0.5032932051196993,0.39557839875508244,0.09469478278176058,0.2673845987525724,0.4474356167055639,-0.09512760028859513,0.36349650725025484,0.4175463024426237,1.0,0.39244833511228866,0.3316289325673744,0.44774943275627016,0.36468871293236105,0.3400360747295612,0.3583955575603213,0.5047616864695917,0.7582988082945789,0.6842005235667838,0.4697378493022649,0.2869278586974505,0.48853076985152777,0.43403692915377945,0.2679739057118849,0.20033863488609718,0.37864442899980294,0.7054071558753358,0.5454034501224951,-0.14160276072331207,0.42357587704797206,-0.022253323298579663,0.29454568755170035,0.6653948936880857,0.3094055046472266,0.5406083813951166,0.5458882905761373,0.500375547649925,0.44315498293349925,0.6540514133323961,0.25981059516375093,0.3341646859641057,0.27109394903863,0.22011979901859904,0.6315024276430936
Thal_MDm_L,0.6157613558767165,0.6105252436262583,0.47461331088620634,0.5111395418033067,0.6654294935796112,0.45221306971430647,0.2742615392239555,0.300635570240916,0.4599323745143705,0.693446367229255,0.1438964883408606,0.4293560976963238,0.828489271261928,0.6675671142185474,0.47884321685258685,0.5468757317047424,0.4581946349864414,0.13512741543424128,0.4149511941139342,0.5023936317859188,0.4696773470822253,0.33099997167441586,0.5356836096363476,0.663198984415108,0.5345094780317698,0.06488142145607242,0.6759419683927214,0.105026805352782,0.46108634358710565,0.6672575026046103,0.39244833511228866,1.0,0.6533158913502218,0.7807312905604856,0.27758758928850846,0.32985863497879,0.7018460237240745,0.6779797682558002,0.6269983827480704,0.6616338823731744,0.7051587821973434,0.4715580699404065,0.5221080150748175,0.7615655241090304,0.39545510715471066,-0.12616994238308332,0.5174151913754607,0.6316642979252489,0.44093198007905715,0.2731701206254072,0.5506725689922325,0.10481998914671457,0.2714839975612661,0.5924656547748307,0.5123888836728253,0.46512058790617894,0.5767881019174339,0.541211218631777,0.5389202264716494,0.65420589255815,0.05487451519336417,0.1777319322348728,0.32768667543156227,0.30888708902053735,0.6396775897238257
Cerebellum_3_L,0.400404194277593,0.673361877063201,0.31315569236381025,0.49640229427308397,0.7338315166156416,0.42701877328325416,0.25052707774370864,0.22384604191364263,0.48594834039525686,0.782065898656903,0.3525333092337964,0.4072324769333428,0.6406940004208554,0.6630074287697901,0.48316654287499533,0.5678636619505015,0.5468603005863321,0.03274528676313361,0.4028867918751741,0.7198911095677989,0.39864879710378726,0.5689166466213842,0.6427258680799236,0.8579114451556579,0.6119612360263901,-0.01608575901555431,0.7026549216756754,0.13118154775990065,0.552326487310483,0.7518471210462654,0.3316289325673744,0.6533158913502218,1.0,0.7195405872165602,0.5506684195427056,0.20116565308824116,0.7238266305449592,0.6480251687560208,0.7143155985147045,0.7480217441501217,0.7255991151921981,0.40485719170996837,0.4839364297087409,0.6258087174996132,0.3435763902058882,-0.2558743413155432,0.6801394546685973,0.6089444757016905,0.6237895685868562,0.46121125023936327,0.625030406495673,0.02118890162952067,0.19440756516431204,0.6168781836170333,0.5418032310953955,0.4175311538383646,0.5570975162602354,0.6920419921524061,0.5614060196941745,0.645337918544939,-0.1462046057552617,0.08304684635024427,0.19180279817626403,0.5723767220622761,0.8027594738724673
Vermis_4_5,0.7100310596469933,0.7366282636236828,0.4893566177386263,0.587524996139015,0.725754325597073,0.5365661892254163,0.4563442490236496,0.5370110531102973,0.5052920878521967,0.8688922733029992,0.22117976612134274,0.6725394915146621,0.7182542846053297,0.6609032736297393,0.6135552072184379,0.4515316731084932,0.7003993323887057,0.4405857770072939,0.4534896744109671,0.6884881688916685,0.43612107993907634,0.2797614856948451,0.7728934180192191,0.6370183662018399,0.48572368053358556,0.23538811983341137,0.8688846268713952,-0.08026688369515261,0.42763967858031826,0.5777425067870188,0.44774943275627016,0.7807312905604856,0.7195405872165602,1.0,0.3674743959290834,0.5450441645293062,0.6766571692233194,0.8699281825554173,0.7276490027813919,0.7557367698683634,0.7647755397858399,0.6041481372875891,0.707420749179553,0.7690278266858801,0.670875489643167,0.04925352852452692,0.5010467315435878,0.7095722005544348,0.5369081334792459,0.0659372465177857,0.6507614886960124,0.21454521458684522,0.3110295050431906,0.7519045402023652,0.7224658894207535,0.7842851196857232,0.5400805027619395,0.7048317664741077,0.8447668911295662,0.6746042162683089,-0.10802714701906992,0.4943057377180865,0.5050089786506265,0.24805464490726226,0.7142936552120184
Red_N_L,0.30220226412203355,0.4340250336641945,0.14088159420585256,0.4720159495510726,0.5760402818424813,0.00500188079578118,-0.10081033890974526,-0.0648574487322678,0.1044739050862688,0.6400991774368954,0.21414748338905817,0.06874559306960266,0.5129129299295375,0.41535702703869964,0.2925456819468015,0.35495164580812655,0.26738422119462024,0.029919421531241993,0.43870173872758667,0.42304752139580504,0.39229372843857235,0.5076624239037613,0.3420556891028772,0.563116175487548,0.40354392454144616,-0.0775711842016037,0.23061097209725295,0.2193852394270031,0.23348652170423767,0.5274380663901765,0.36468871293236105,0.27758758928850846,0.5506684195427056,0.3674743959290834,1.0,0.06751079001493432,0.19277426996091496,0.37120227269296224,0.47665992219379333,0.4822979256437567,0.3958302153965486,-0.001500554460800739,0.10789856287887103,0.220827376453572,0.03909925070198847,0.09323629293460649,0.5631101529989139,0.48050832982227426,0.5804775794379728,0.2586214156642758,0.20119355084002108,0.2502505900774577,0.44481703384832166,0.310618435668404,0.16091436733809716,0.21036490727956403,0.44677656563684026,0.4757077866235125,0.37458547494778177,0.47800920720877077,0.10699351079796195,0.031788655362427753,0.26059772547901866,0.4963193626160614,0.507786501173808
Vermis_8,0.4608599953811735,0.5023137794935576,0.3788431859100647,0.42769067488455664,0.34019223547468147,0.6580144616522079,0.6313996788890125,0.8690071325060066,0.44215660623882697,0.40175968927466277,0.3382499025072167,0.8636547465945797,0.24445834045143242,0.2042626687718708,0.5599824884952771,0.06265019230213344,0.7865926083131768,0.8149832251144375,0.2277591549425997,0.5052907305271503,0.1944967082208455,-0.07084070725318274,0.6224196321101254,-0.010591130769157154,0.01937335753848433,0.6561618367724137,0.6773542502127408,-0.3908254660319989,0.0665902455520176,0.1636375009309897,0.3400360747295612,0.32985863497879,0.20116565308824116,0.5450441645293062,0.06751079001493432,1.0,0.5106913640266378,0.6679427769463984,0.5035882785691956,0.5232594832576569,0.3421767326601722,0.738290426901911,0.685239038423435,0.26771561224605467,0.7642234567877392,0.48428724918295935,-0.019311263238388193,0.4674234324165516,0.3711882058938987,-0.2909052858213135,0.46209916026188325,0.07984795510235597,0.17130117034983078,0.5490092615845632,0.7389754999949746,0.7699786088007391,0.11249755763536592,0.3387387517370806,0.6200337447648461,0.311029182753888,-0.339346730149589,0.8011542221541113,0.5540501826369525,-0.27016416268665316,0.3668035521725151
Thal_PuA_L,0.574625518437755,0.6796353447094765,0.48509554197680477,0.5200668970590813,0.643197782011825,0.6969475305039705,0.5429615750215365,0.5417457904877746,0.7248266423154685,0.5697258509933812,0.32679860474979594,0.6434659446559318,0.4870492910090243,0.6226971610891231,0.5864943674280396,0.5122177073216013,0.6893134453624121,0.2929147509381785,0.3413722908825687,0.6429383411810029,0.4429839738124439,0.31050219708381466,0.62618337825688,0.6077555241173365,0.4139026505295178,0.2638508179903836,0.7861106600911385,-0.08875444563715224,0.37456047161732264,0.5767174053222213,0.3583955575603213,0.7018460237240745,0.7238266305449592,0.6766571692233194,0.19277426996091496,0.5106913640266378,1.0,0.7379281155572797,0.6574642184006587,0.7449009849193305,0.591853922058767,0.6889177763084399,0.6511871196744189,0.6003894909397088,0.5149951625127404,-0.12342217630409905,0.4775879978591631,0.6546501460330892,0.5523862548282544,0.20920335833055523,0.7007898754238501,0.03716210084865537,0.19038806571531927,0.6342772700100788,0.7165423527607137,0.5797412719877918,0.5144092132717344,0.4649926455218354,0.5172699216322334,0.6075187932804523,-0.14299719331862454,0.33531806782846896,0.39448542940334685,0.20562453552609788,0.6588619099580179
Thal_PuM_R,0.7390958634265653,0.7898711002155637,0.6037626579476444,0.6867055092154197,0.6493132910736992,0.6905711481250971,0.6519298870621276,0.6811439409297485,0.586164913899607,0.7732215469221276,0.3549304554177973,0.7979158031387794,0.6078156459384723,0.6302582387050805,0.6784305164587779,0.4437561288085808,0.7964801267068369,0.5671092158719091,0.37543534439852355,0.7246539608434408,0.45801059517560583,0.18443020534202528,0.7331021071346566,0.49657084525545747,0.29596380562491426,0.3574836456015399,0.8944373949247474,-0.21021170651559393,0.32456624313136584,0.5247664657200056,0.5047616864695917,0.6779797682558002,0.6480251687560208,0.8699281825554173,0.37120227269296224,0.6679427769463984,0.7379281155572797,1.0,0.7233101272510551,0.7758668875354067,0.6740679479276515,0.7460291190624373,0.8071675810517193,0.666474723881308,0.7298419613123792,0.07586773375366775,0.3736839348865608,0.747521426323314,0.5939840285459212,-0.12207703084842508,0.7112278062569917,0.09119308579768354,0.3291037463517348,0.7679263176862954,0.8099317407848592,0.8553156752257025,0.5341414248805453,0.5760970780315566,0.7932089165264251,0.6543976424957562,-0.15909340422315296,0.5943343402250532,0.5325943331312938,0.15687758463591606,0.6478519117249576
Frontal_Mid_2_R,0.5771745302085524,0.79150629048733,0.6033026883510945,0.7537583419774184,0.6830329699588448,0.43299657046388246,0.34748046276891914,0.38730367461283266,0.5395662526775189,0.7193369855608251,0.4857113751935627,0.569009533282052,0.5485616622866897,0.7014426022635476,0.5985144801209752,0.5827742715654334,0.666254504385513,0.3681616827980139,0.7271020329321591,0.7073163693965261,0.6971420392440508,0.44799175782643785,0.7842552130013488,0.6646815767352798,0.3460537252521735,0.2694807774395013,0.7500142398395127,-0.0006126855085299418,0.6051908969811116,0.6893870428039105,0.7582988082945789,0.6269983827480704,0.7143155985147045,0.7276490027813919,0.47665992219379333,0.5035882785691956,0.6574642184006587,0.7233101272510551,1.0,0.9223851976787738,0.7971534108051588,0.4943471507628458,0.6228607278833339,0.65899102999395,0.5123039920669747,0.15131777334411872,0.5596221765338127,0.8632153181103154,0.7663911989004675,0.12956571923498839,0.6142462558899071,0.052839813725751805,0.36414726203356457,0.8062779546493075,0.5931805651935007,0.6654129316516235,0.650361633035772,0.7475797610155062,0.7081029175973168,0.8368492609790165,-0.0354712526531242,0.4416593306977163,0.41749626751073343,0.4213953244290941,0.9071054255472316
Supp_Motor_Area_R,0.5895078314009238,0.8569594419841737,0.5745859985699094,0.7910820985980596,0.7305512707597379,0.5427390327311965,0.40393767011805465,0.42041611703357895,0.6349028471090049,0.7280052713508635,0.4399143530637985,0.5909321327416212,0.5642483481408241,0.7943130836926587,0.580489905227916,0.6567724536605757,0.676614856080819,0.3802405950657013,0.669087072648087,0.7220200524726244,0.6600939173254271,0.4240783601469482,0.7455138355520405,0.6806590898335474,0.33674569140120897,0.26208126576255913,0.774689781321957,0.0612294412892616,0.5209112789829987,0.6887757902870844,0.6842005235667838,0.6616338823731744,0.7480217441501217,0.7557367698683634,0.4822979256437567,0.5232594832576569,0.7449009849193305,0.7758668875354067,0.9223851976787738,1.0,0.7795330715687211,0.5771688560072489,0.6410063966697037,0.676533830252779,0.5250410917655786,0.06695557834517403,0.631761947741697,0.889438908505252,0.7373473539484818,0.17512528858121407,0.6513558836122446,0.13981637344120798,0.37977030078095586,0.7772736500259197,0.6413335773650064,0.6894773246108429,0.7282102577337569,0.7095366379740277,0.6885186620904307,0.8355421672344259,-0.011979245941426717,0.448838343043823,0.5145599324112923,0.3837905545848891,0.8401975896226654
Pallidum_R,0.5173069792279776,0.7659704680693966,0.5859662976135284,0.7208695048255569,0.7043716182821547,0.39447807987397665,0.30984407703996286,0.30894328239368796,0.367764965784742,0.6919292868391116,0.2910793637411164,0.4782366039043739,0.6239145520690299,0.6956783186691581,0.6326852506735746,0.6268384310466363,0.5086471601730638,0.2158921728765375,0.5606922694749017,0.5720661543267009,0.5547653230087211,0.3445000695077242,0.6111642650044542,0.6389362241390623,0.4540597238877265,0.11234419598603806,0.7131965412886251,0.14243795222802394,0.5906228684242778,0.7456313150549827,0.4697378493022649,0.7051587821973434,0.7255991151921981,0.7647755397858399,0.3958302153965486,0.3421767326601722,0.591853922058767,0.6740679479276515,0.7971534108051588,0.7795330715687211,1.0,0.49231205765932884,0.5554370633341451,0.8162969037303641,0.46267850780367253,-0.02997578448432443,0.5657823743059843,0.7846202348002027,0.6623494960852069,0.24028062780004703,0.5471499689754993,0.06510132772552887,0.33810532114291425,0.7078244645247627,0.4947256294287395,0.5275981475879864,0.7019145324611236,0.6865121082174351,0.6302986750271313,0.7645286536833603,-0.023716778854266794,0.2761471910099762,0.39245296215073033,0.43565531132134144,0.77690607892911
Cerebellum_Crus1_R,0.47157733118538336,0.6042283683535477,0.5721321583874583,0.5225455975800878,0.3687703966755705,0.9321055263267165,0.8733402939128638,0.8049097851735517,0.44031444966185823,0.4375600654916411,0.32463247964440806,0.8465363729867462,0.3147866332442131,0.46136059951445296,0.5899755734716144,0.4088393370686422,0.6692659526816325,0.48213662203142393,0.03484334773573588,0.5042589498634729,0.21927901282820003,-0.016041422595384786,0.5106475476291737,0.20375120429740115,0.2081115085718882,0.34072297455621514,0.8154239490224258,-0.2339693007018442,0.1707755562439112,0.4312938126865039,0.2869278586974505,0.4715580699404065,0.40485719170996837,0.6041481372875891,-0.001500554460800739,0.738290426901911,0.6889177763084399,0.7460291190624373,0.4943471507628458,0.5771688560072489,0.49231205765932884,1.0,0.8606943289959574,0.5468554764008784,0.6523095700858468,-0.039420546291557286,0.17490206489603044,0.5266481689934218,0.34183034473679036,-0.07240657220657375,0.7498888634590337,-0.16366938092358713,0.026631937932956234,0.648447124310785,0.7345782103198144,0.6704576009714593,0.3540001178379157,0.26772580614058195,0.467785445008348,0.41820346033183703,-0.2914512476143737,0.5101124112308046,0.3709510818617027,-0.08178741848919709,0.45931513457886824
Temporal_Mid_R,0.5420454446781746,0.6679256906464336,0.6386710705602031,0.4903585196214275,0.3698786475121207,0.8255168972771861,0.8307650985061465,0.7837220755960079,0.39127035683051176,0.5958277489521094,0.4353602655184082,0.8741403670741543,0.4113172470376809,0.4983537697925661,0.6080379270496573,0.36302629657037383,0.7147712124601228,0.502094627877113,0.11067768918461784,0.6889700418850595,0.24354283873176316,-0.028173464762969277,0.6513115021547122,0.3087082786014535,0.2747818434588471,0.27763974942538266,0.9045891965492667,-0.26380337744929266,0.31521030578301007,0.4439545971689116,0.48853076985152777,0.5221080150748175,0.4839364297087409,0.707420749179553,0.10789856287887103,0.685239038423435,0.6511871196744189,0.8071675810517193,0.6228607278833339,0.6410063966697037,0.5554370633341451,0.8606943289959574,1.0,0.5952240370431211,0.7218103853700113,-0.05158138055215281,0.15435625177605453,0.5862428921935106,0.32726106817514095,-0.17663282091682336,0.8559755045615058,-0.19276968098112668,-0.01825811224791443,0.8407795396503637,0.7872305070093769,0.7588654513644597,0.3314027799718057,0.4407579098528456,0.5929954363606409,0.5011756421011971,-0.33126095994365173,0.5180907554133121,0.30315265790797646,0.015582469202606515,0.5844129175330609
