,VTA_L,Putamen_R,OFCpost_L,Cerebellum_Crus2_R,Cerebellum_4_5_R,Thal_LP_R,Temporal_Pole_Sup_L,Cerebellum_3_R,Thal_PuA_L,Thal_AV_R,Insula_L,LC_L,OFClat_R,Amygdala_L,Frontal_Inf_Oper_R,Temporal_Pole_Sup_R,Thal_VPL_L,Raphe_D,Rectus_L,Red_N_R,Frontal_Inf_Orb_2_L,N_Acc_L,Temporal_Pole_Mid_R,ParaHippocampal_R,Temporal_Inf_R,Precentral_R,SN_pc_L,SN_pc_R,Thal_MGN_L,Temporal_Mid_R,Cerebellum_8_R,Lingual_L,Cingulate_Mid_L,Cerebellum_10_R,ACC_sup_R,Postcentral_L,Thal_PuM_L,OFClat_L,Amygdala_R,ParaHippocampal_L,Precentral_L,Pallidum_R,ACC_pre_R,SupraMarginal_L,Vermis_7,Thal_AV_L,Cingulate_Post_L,Frontal_Med_Orb_L,Cerebellum_9_R,OFCpost_R,Frontal_Inf_Oper_L,OFCant_R,Postcentral_R,Precuneus_R,Occipital_Sup_L,Hippocampus_L,Thal_PuL_R,Thal_IL_L,Occipital_Mid_R,ACC_sup_L,Lingual_R,Thal_LGN_L,Vermis_9,Thal_IL_R,OFCant_L,Cerebellum_Crus1_L,Olfactory_L,Occipital_Inf_L,Cingulate_Post_R,Caudate_L,Thal_MDl_R,Vermis_8,Parietal_Sup_R,SN_pr_L,ACC_pre_L
VTA_L,1.0,0.07754827761302899,0.174585389197311,0.08607505635391198,0.32507216689682666,-0.23491771333929937,0.30252453911745547,0.27930175323862577,0.27598864798956646,0.203906539926317,0.3342325783952504,-0.07122924054138488,-0.18639408210828,0.25169681400826266,0.32628807350955197,0.0321660869496555,0.15618897730629475,0.352070947479396,0.17952225580966993,0.3664431930298915,-0.14451702951637652,0.2783028258573883,0.28960521991334104,0.1601221318704317,0.18475950611924433,0.4266475053770399,0.43756206595166064,0.3840537776516836,0.08113203719052456,0.13303758061080695,0.20206748465944657,0.26981174114110307,0.307998752467462,0.2695536139638515,0.3422826586211473,0.18418721909297275,0.17038660361242225,-0.05086395366601154,0.2651491802182753,0.17590411073270806,0.3103965686542377,0.1660859969588284,0.14865324768108978,0.32967641913421153,-0.2025238222770431,0.09704517041258762,0.2451147349686749,0.2989079978526118,0.2135587601980811,0.08236488452240365,0.31777724691804493,-0.20404247743353682,0.33693050308863437,0.29586760933341416,0.3343001350098294,0.05918084282538205,-0.0017314667818850078,0.39603452649089976,0.27236832226254243,0.32260455696573354,0.2911229158081756,0.15424809419574328,0.3103458339718374,0.3778787122697791,-0.01593223658276925,0.09928166509279991,0.10653593694577045,0.2876262491141498,0.12574313739454734,0.31061515778694,0.22351778426077942,0.27312581423673377,0.1111353575420616,-0.300327497429513,-0.21989510535221277
Putamen_R,0.07754827761302899,1.0,0.76512965797107,0.4398007037456809,0.7280010557227221,0.5585150671574278,0.33263972577938455,0.5927734329851333,0.6524683423933223,0.7375018222845391,0.7778524067106513,0.20910595008036958,0.27369020821118495,0.29636789129709673,0.523219281393961,0.44918764967772273,0.6704135393857776,0.4503232025319601,0.4547253567502625,0.6714241398990946,0.6722682150774782,0.2760747721352635,-0.09250560946452194,0.730651619122486,0.6178676783154451,0.4034244367549091,0.6239235508108039,0.7011974021245658,0.7264956745259545,0.5636501967487605,0.4766236843775761,0.4782120902522477,0.7981936270916173,0.692988974919352,0.6831442433463619,0.6950094899886369,0.6050197800721935,0.14671310427329753,0.09601646233948471,0.4933758023565329,0.8378226672010335,0.8587316142449474,0.6555333788523963,0.6552748988963932,-0.04257487873541062,0.5773489546042803,0.7343699987647786,-0.11470480129062814,0.5050468115347019,0.654119589714537,0.7843222780546253,0.4026469756522186,0.20767849608047179,0.613126895316898,0.29715793007839514,0.769163832357566,0.4661758458256367,0.2762462091278761,0.31221218906208026,0.64614159393275,0.521339788631437,0.647323560358079,0.3025338189089965,0.30057693632103816,0.6391670801886201,0.1871610515188574,0.5066807072114508,0.08673893047381585,0.7122809215182155,0.7903496922317055,0.47879873402074824,0.2406499449616951,-0.0897019170205691,0.6098037110279385,0.5742882885305373
OFCpost_L,0.174585389197311,0.76512965797107,1.0,0.5564947794907363,0.7334863988263373,0.5684022175256164,0.44352410512905,0.582348503904992,0.6806374596506067,0.6482486149264931,0.7170730278484181,0.2373573606522231,0.15961462196518955,0.43002425927105364,0.4862629857695223,0.5746645324310095,0.7524418240396945,0.5425686322388961,0.6930460010779521,0.6709302234083209,0.620477623740503,0.26004912207178577,0.02184018687121273,0.7146276597604596,0.6382488114681024,0.4099757508063086,0.7238439763441362,0.7236745060534863,0.5451211063895164,0.5538503887070308,0.5436183892630373,0.4834469117559288,0.7103416048920916,0.6734828059914786,0.7760711011142464,0.6511734412870566,0.6024588541954056,0.16454175955859854,0.2002396030194822,0.5406975947152004,0.7916535997622519,0.7162315522679414,0.7231963509425926,0.6477472849622418,-0.17477502311579118,0.5086514704497626,0.6912795816429127,0.061284318245159196,0.49245593945245525,0.7126723650481823,0.7242732142104457,0.4296956391028581,0.2663284170603577,0.6364706598496322,0.37874319156728237,0.7334659920226899,0.49721891027018156,0.31173096762488617,0.3304792308360523,0.6825648421470786,0.5276895644874924,0.49906092184741063,0.3235687575059403,0.4211115734197504,0.7336929533164871,0.1732431473596015,0.6463024942846207,0.11525085467782689,0.6666960005909537,0.7711439328709004,0.47245826127605134,0.3336657077253636,0.016130975596468006,0.5030876431336879,0.6736819089106929
Cerebellum_Crus2_R,0.08607505635391198,0.4398007037456809,0.5564947794907363,1.0,0.5593164244559115,0.2649118275033666,0.25112114269209973,0.5140130808180923,0.6969475305039705,0.44328879869338483,0.44386888387444956,-0.26588969856276484,0.23881735139681903,0.2592272496913645,0.11720717230378201,0.8188835860626629,0.3499917061449494,0.24688599501368888,0.2621227334377936,0.32809212897985307,0.09161995252055738,0.16720398064973407,0.2935542801365715,0.23462514246951086,0.769235441948841,-0.06021521493425346,0.2838982514733082,0.5565031725124278,0.3386722547566852,0.8255168972771861,0.8779623369268278,0.6454703068706721,0.426181021215546,0.4583283454192668,0.5742143187067249,0.3910794253210092,0.7571533375377026,-0.49160523627718283,0.516966028555009,-0.1340095685733823,0.5264353334625621,0.39447807987397665,0.20056727725485743,0.4396275246453826,-0.5423591221864462,-0.09984918324819973,0.39124192273741565,0.15418432868271184,0.7062901146022165,0.6972755376377109,0.41411142701582815,0.00043292566024921757,-0.18386655834223373,0.3440018840288666,0.5842576182606527,0.33588502585338403,0.08003442764644511,-0.08051357759873935,0.6434962595774033,0.4607647151826528,0.692739073019562,0.4580954893610113,0.668804558317402,0.1580284380180365,0.22755469882742352,0.35557592652802583,0.1706949457095443,0.3869793742960244,0.4375549047393655,0.28729295455822285,-0.0768217199979504,0.6580144616522079,-0.31167555332903735,0.29657014049824804,0.1562330260655813
Cerebellum_4_5_R,0.32507216689682666,0.7280010557227221,0.7334863988263373,0.5593164244559115,1.0,0.42506061951625973,0.4986256895256471,0.8023852707223615,0.7450390661594442,0.621190641987378,0.7641274847093926,-0.007701633824592585,0.10767481475747372,0.45302012446898177,0.6622195922573871,0.4709586075501407,0.6420099885935124,0.6595263731073423,0.341204623479441,0.7037066826780547,0.39373436712967613,0.2951769007136019,0.3042589312939915,0.6919220428805442,0.7098100194226145,0.5285349875909918,0.6569594781540854,0.6682871960876536,0.6452758739165767,0.7347322228140856,0.709408393993436,0.7963603635272807,0.7307300596544685,0.8915201229532778,0.7697360558875276,0.47615087941998047,0.7856181896185159,-0.08104407206284685,0.3733930890372596,0.42116565289223645,0.7424766165416116,0.784152278861258,0.5211352339266008,0.6280817347419775,-0.29591304808660235,0.4838722979127492,0.6680179770408124,0.02096958905838015,0.7766718196589261,0.5390225980177917,0.6637117257082918,0.08528184172179723,0.274153901315649,0.6720413646611304,0.601625872206341,0.725257966347875,0.3366252689456606,0.3058731460756276,0.5344070525281128,0.7256272445208541,0.8313935009036472,0.6316027024094495,0.6287029240615756,0.4029539941377418,0.42954352270367246,0.4799787224307169,0.48265350926730466,0.4686580205116771,0.5824694450149102,0.746235021372488,0.31838343977089106,0.5747106714544103,-0.15352580852457592,0.3945931200399384,0.31311203025175605
Thal_LP_R,-0.23491771333929937,0.5585150671574278,0.5684022175256164,0.2649118275033666,0.42506061951625973,1.0,-0.013747110579526356,0.4519387607686321,0.4139026505295178,0.3985134915469612,0.2794459727153801,0.465124985888406,0.35127783459051765,0.10218501569493388,0.22427477881554317,0.42226472465484655,0.6254581798661858,0.2431327029240321,0.5183730792117138,0.4467994723160546,0.5262059099735632,-0.020297642203043812,-0.20336704429447505,0.6237031476048075,0.49319061040389384,0.044440394778018075,0.4678284919378565,0.46642314098109716,0.4335343290022534,0.2747818434588471,0.32299759146437873,0.20021558777792303,0.3432626722792485,0.44417657153649726,0.42821051667416027,0.3114851554783249,0.35027368157003486,0.18353915473559745,-0.116896386918065,0.4632908251223923,0.38372037791707414,0.4540597238877265,0.5415624747832498,0.14545261218024835,0.039262272352117454,0.5001856626242075,0.38698048088238357,-0.17111101576641047,0.31077960612034383,0.42098011035615923,0.3493692689782572,0.6160013024798727,-0.05167021628742834,0.20138076627199483,-0.13676898924808453,0.5685810982605999,0.6071700770726042,0.0006544186712710689,-0.12389731457461993,0.45485575950627055,0.2012654393774687,0.26790765887191403,0.015645867978164044,0.24607101942364526,0.5619995162619694,-0.04632353232166131,0.5563090083914862,-0.18956433384253923,0.4856517488351855,0.41818818926971324,0.39189565879182986,0.01937335753848433,-0.22499491821269957,0.5892321008484405,0.7119961215168765
Temporal_Pole_Sup_L,0.30252453911745547,0.33263972577938455,0.44352410512905,0.25112114269209973,0.4986256895256471,-0.013747110579526356,1.0,0.34929611900747387,0.39448542940334685,0.18407175791139582,0.579415513388606,-0.4283131808936848,0.032298592241069395,0.7839173244753574,0.4403575798878966,0.05442057677357795,0.3069581825403783,0.32134456883637513,0.0675497175954215,0.2751911827754096,0.33176217746095804,0.4743340374641227,0.48346254314239984,0.08617811028579608,0.11665814246011885,0.4540389353846859,0.4005939720355461,0.3186029296504243,0.34004630984796763,0.30315265790797646,0.2983029643505274,0.6256801572396856,0.36515715421933903,0.42627621556800194,0.41011939876740455,0.06760427833895817,0.5445247511298994,0.06709787771356174,0.5393744536677652,0.12420666869839395,0.3536365517328384,0.39245296215073033,0.24801030156179946,0.4830026231024964,-0.240069239937265,0.06318801339030146,0.4232027616464178,0.01623550539520922,0.49259802131663255,0.32656840136607934,0.34616128264607,-0.2291387070331491,0.27054221557533326,0.3358656551169738,0.5654040155728882,0.5760174692296057,-0.012279048846620991,0.5184771557738276,0.41092986222137956,0.38019347895561817,0.5745678068205502,0.5806202747029872,0.5966863409880768,0.20602880432309617,0.0052957058841720936,0.6889359804899333,0.3007508593806341,0.673928116831819,0.250840325561817,0.6113238502578063,-0.1322843414378225,0.5540501826369525,0.05114974875486448,0.0844853717638533,0.1274059022439304
Cerebellum_3_R,0.27930175323862577,0.5927734329851333,0.582348503904992,0.5140130808180923,0.8023852707223615,0.4519387607686321,0.34929611900747387,1.0,0.6429383411810029,0.5875089170606634,0.5711385461063732,0.030240568648797296,0.2672112441107262,0.4479003190164674,0.5620883507001004,0.5193209310661456,0.5733879438074435,0.6555619890663481,0.3263125643769297,0.7559085391208927,0.16878783068708614,0.07965860929988441,0.3282903192946902,0.5264153877929119,0.7452997788824322,0.2721021868492074,0.5414299528511165,0.49121080923166766,0.4830282313486619,0.6889700418850595,0.7636136161755549,0.7838188769785472,0.5886962104949799,0.8813326053803943,0.6384265920525164,0.1643285759430647,0.6722015615702464,-0.21641289486670412,0.3844109315803868,0.27304694040959937,0.5297173168772428,0.5720661543267009,0.3039787376433215,0.42603092246249186,-0.3651711007733639,0.3894968852867623,0.5206632364451279,0.002503698717829981,0.840717897352792,0.45822292776282963,0.4369785689106723,0.04432277701146372,-0.053250223073615245,0.25661763745130434,0.2859813203708536,0.605044399671157,0.35111728015353555,0.15295404353493777,0.3986937175690036,0.5848595682820327,0.7912758781289136,0.5267466314502058,0.642502251099159,0.35269654473721435,0.30385633272110013,0.49232173602603596,0.37922322259493274,0.5000602417811246,0.43926150520743246,0.6024349374079846,0.30270414707980037,0.5052907305271503,-0.5194350060462928,0.19828561031253553,0.17765850844555253
Thal_PuA_L,0.27598864798956646,0.6524683423933223,0.6806374596506067,0.6969475305039705,0.7450390661594442,0.4139026505295178,0.39448542940334685,0.6429383411810029,1.0,0.5575549513495096,0.6546501460330892,-0.028029358344318807,0.14333539205032336,0.4289629915016201,0.3877622583593349,0.5676717663075768,0.692068284747445,0.42914317731922264,0.45355275549308893,0.518522139594221,0.3160809879473105,0.39392551130228304,0.2638508179903836,0.6077555241173365,0.7007898754238501,0.3413722908825687,0.4997427329290541,0.6668922701001501,0.5132272855785148,0.6511871196744189,0.705174174078093,0.6145173624772784,0.6566638216129336,0.6729897301100082,0.7627116014148202,0.5122177073216013,0.8205768232659577,-0.12635182206837092,0.3304906484021305,0.2792283255670215,0.7200132365097215,0.591853922058767,0.4775879978591631,0.5200668970590813,-0.39178879208287287,0.24248312532114663,0.6005519641245215,0.015711583403163278,0.7165423527607137,0.6623844479378934,0.6214154663313186,0.20920335833055523,0.14472735229848807,0.5235418425504547,0.471759936131916,0.643197782011825,0.31050219708381466,0.19038806571531927,0.4593970277100945,0.7272238471203464,0.6809262038825122,0.5864943674280396,0.5720983682518285,0.23059929677817445,0.4464940162016607,0.29443401511117595,0.44423422654849,0.2929147509381785,0.5835819380161422,0.5894894605109845,0.20562453552609788,0.5106913640266378,-0.14299719331862454,0.4095167933437577,0.31170520964870085
Thal_AV_R,0.203906539926317,0.7375018222845391,0.6482486149264931,0.44328879869338483,0.621190641987378,0.3985134915469612,0.18407175791139582,0.5875089170606634,0.5575549513495096,1.0,0.6031238016423707,0.21710321354618187,0.22081134098949606,0.16406426833105436,0.38745265765747655,0.4739892939365616,0.5506389234724973,0.47553787469625297,0.4176431494672148,0.6369489824684317,0.39145892026981194,0.11511654168588745,0.055136431857788895,0.5663227319188586,0.6265305275604118,0.30155090020957737,0.5464383894787157,0.6103758434122079,0.5440131449414247,0.5290673940790436,0.4870442648448784,0.4215847474048228,0.7536046179871977,0.6391789794714234,0.5674745591571035,0.5555505148660241,0.4561425771661194,0.03486390928466563,0.13155530431885654,0.3279731933035447,0.7232372695489624,0.7123807799301052,0.4765158174090733,0.6039135220399168,-0.21353662099301543,0.5481574256278694,0.6952222480066017,0.09770548329718702,0.44371751117251423,0.48568944101659295,0.6236064774129629,0.2657001325188562,0.10339180704344601,0.4707734852875528,0.2358290852539947,0.49442334495658674,0.3705226853079598,0.2036762794213475,0.3381278101462038,0.516077702107419,0.4790489503460423,0.468189324175855,0.30180376048942015,0.34885701595439444,0.605732198689117,0.1201239688303197,0.3437317723504965,0.08887103216577977,0.6746572299139229,0.6088637004862497,0.6167996662663116,0.24929372193207372,-0.19089173582692723,0.38398928590266956,0.3560900076951147
