,Fusiform_L,Rectus_R,Cerebellum_9_L,Thal_IL_R,Heschl_L,Frontal_Med_Orb_R,Fusiform_R,ACC_sup_L,Frontal_Sup_Medial_L,Frontal_Sup_2_R,Angular_L,Supp_Motor_Area_R,Cerebellum_Crus2_R,Cerebellum_3_L,ACC_sub_L,Occipital_Sup_L,Thal_PuL_L,Temporal_Pole_Mid_L,Temporal_Inf_L,OFCant_R,Parietal_Sup_L,Cerebellum_3_R,Caudate_L,Amygdala_R,SupraMarginal_L,OFCmed_R,Red_N_L,Precuneus_R,Cerebellum_10_L,Temporal_Sup_R,Parietal_Inf_R,Putamen_R,Frontal_Sup_Medial_R,SupraMarginal_R,ParaHippocampal_L,Cerebellum_8_L,Thal_LP_R,Postcentral_R,Raphe_D,Heschl_R,Thal_PuM_R,Precentral_R,Putamen_L,Frontal_Inf_Orb_2_L,Cuneus_R,Thal_LP_L,SN_pc_L,Vermis_7,Paracentral_Lobule_R,Occipital_Mid_R
Angular_L,0.20566265830681243,0.18138813415381452,0.18196810287446138,0.3000615160372656,0.5074878430180014,0.08742888697304174,0.47009024270183236,0.3086824995950064,0.7377564323470189,0.6796274803600514,1.0,0.5205182016332012,0.43125842498989664,0.33788122425815076,0.15462491517567675,0.6175049603274232,0.4841327759375127,-0.03790997236463185,0.16962007328665704,-0.0359631878107151,0.6718978297509595,0.18072680577418931,0.4654070502839806,0.28703062179923683,0.7374669132071342,-0.12970968545996758,0.1698530825304352,0.6823447180186036,0.17753217962599932,0.45399102350957843,0.6044604817188463,0.5316155528479029,0.6448377246569751,0.34448729451341126,0.12300671622859746,0.1114859079099747,0.010722754637043327,0.28947346768032106,0.33971170987727206,0.5864709151355856,0.5185924399470908,0.3039460200205503,0.4721760718943294,0.28174034435495116,0.5102001012233524,0.15006624576094996,0.4182930522060828,-0.12490001442594248,0.5841922987422199,0.6281091332014355
Supp_Motor_Area_R,0.6885186620904307,0.3704973943431154,0.676614856080819,0.431098801867901,0.5656977041118961,0.0612294412892616,0.774689781321957,0.7916172229713766,0.7282102577337569,0.7943130836926587,0.5205182016332012,1.0,0.5427390327311965,0.7480217441501217,0.17187770297345292,0.5471374470127707,0.6304854268358838,0.13981637344120798,0.5628707806225259,0.17512528858121407,0.30644193342214127,0.7220200524726244,0.8138274180442451,0.33223953885961005,0.7910820985980596,0.19136178233771312,0.4822979256437567,0.6990316552933906,0.7455138355520405,0.7772736500259197,0.6600939173254271,0.788939362497676,0.45503946875845913,0.6842005235667838,0.5103362231878096,0.448838343043823,0.33674569140120897,0.45100831286742515,0.6839903738270534,0.8569594419841737,0.7758668875354067,0.669087072648087,0.6887757902870844,0.4954179431889382,0.5003984867529507,0.6349028471090049,0.6841141818191019,-0.2644884879726959,0.5159992642142138,0.4878287209415702
Cerebellum_Crus2_R,0.3773652598556554,0.1448609805906586,0.6256260799428756,0.1580284380180365,0.45685329227665883,-0.243687206479218,0.768723531225114,0.4607647151826528,0.2942531570486675,0.44568583834244296,0.43125842498989664,0.5427390327311965,1.0,0.42701877328325416,-0.1368202599240732,0.5842576182606527,0.5197455271283468,-0.21507158049137842,0.22860164804356686,0.00043292566024921757,0.16557030550223809,0.5140130808180923,0.28729295455822285,0.516966028555009,0.4396275246453826,0.019808381182854117,0.00500188079578118,0.3440018840288666,0.4759001045653473,0.6003017241264904,0.13729091171488472,0.4398007037456809,0.14042399263555022,0.25985931573854065,-0.1340095685733823,0.3994614848581241,0.2649118275033666,-0.18386655834223373,0.24688599501368888,0.5456028039256338,0.6905711481250971,-0.06021521493425346,0.442486770452972,0.09161995252055738,0.5083167932759317,0.4803637576733211,0.2838982514733082,-0.5423591221864462,0.045239791822313725,0.6434962595774033
Cerebellum_3_L,0.5614060196941745,0.3930867979784254,0.5468603005863321,0.35328344802255124,0.6728398069577256,0.13118154775990065,0.7026549216756754,0.7265981468247955,0.5570975162602354,0.6630074287697901,0.33788122425815076,0.7480217441501217,0.42701877328325416,1.0,0.3684066974721901,0.17297774532630306,0.20039257895774412,0.02118890162952067,0.42057535967721543,0.46121125023936327,0.2303382158141519,0.7198911095677989,0.7441028895175205,0.04366697438175326,0.49640229427308397,0.19701796905019614,0.5506684195427056,0.5658149505472314,0.6427258680799236,0.6168781836170333,0.39864879710378726,0.7885064660769633,0.35109650424456607,0.3316289325673744,0.612465207759298,0.08304684635024427,0.6119612360263901,0.20113079133963652,0.5892921861509268,0.673361877063201,0.6480251687560208,0.4028867918751741,0.7518471210462654,0.49919186155513495,0.12992981986035315,0.48594834039525686,0.6742360126280068,-0.16894136085472639,0.3616758442616043,0.14964379282819798
ACC_sub_L,-0.17975710345652104,0.6445747684965623,-0.28297496087371554,0.45082590431530317,0.4910122654804615,0.4971660993667122,-0.056881238029342106,0.18601394937961344,0.37689072709808746,0.35388566282231126,0.15462491517567675,0.17187770297345292,-0.1368202599240732,0.3684066974721901,1.0,-0.2676463608764449,-0.3296844896774679,-0.011821887300980504,-0.2709381550271043,0.6118212792798724,0.37840998583690466,0.05666600791926279,0.33372903710726537,-0.3598864471289294,0.1771614279382291,0.47085975685296677,0.5193730577049713,0.2595967783671521,-0.09453577455280049,0.0022994417555571873,0.13794157087745637,0.2833735894873685,0.4366683143258902,0.05801466197107225,0.5909683062325632,-0.5300954041072589,0.4150322651640723,0.17846315473884594,0.2845616232294087,0.07302285845197777,-0.08660234799756815,0.09259953849306522,0.4690593697604319,0.3516350186329788,-0.3320594497545751,-0.12404750114486239,0.40268846392168484,0.36372550044870233,0.2805660866733963,-0.30874180359474995
Occipital_Sup_L,0.5372247642629604,-0.044085450878817024,0.4602431704869723,0.2572029198755209,0.24732266552271903,-0.19661219880644967,0.6264823163547905,0.3354682369186347,0.4888525467276937,0.5819413268860898,0.6175049603274232,0.5471374470127707,0.5842576182606527,0.17297774532630306,-0.2676463608764449,1.0,0.8034486328971167,0.12107430785350987,0.43661540328011533,-0.3830676384389115,0.450649684092403,0.2859813203708536,0.34922073715054097,0.615111210536093,0.5824493693639536,-0.1578239293640604,0.036456488410155405,0.6687727218158301,0.47927724730051285,0.5256648461040425,0.5127827434054483,0.29715793007839514,0.377754911001821,0.4947034259343571,-0.0464738717414826,0.5739735658534945,-0.13676898924808453,0.32024055691974246,0.33515953939669396,0.5926396451179102,0.711459406676375,0.3562796782420304,0.20745114992086477,0.10238207270011343,0.9482920326723338,0.3221702148727413,0.3089938139856239,-0.3038589502098601,0.39921116820287916,0.8159979482175588
Thal_PuL_L,0.5439143644330297,-0.07828590837281059,0.5507176599751675,0.2583375190115587,0.23795914353009195,-0.18063561132106498,0.5245765252104103,0.5798345518527861,0.5522716787437537,0.5578183758234232,0.4841327759375127,0.6304854268358838,0.5197455271283468,0.20039257895774412,-0.3296844896774679,0.8034486328971167,1.0,0.31085926056463187,0.4688463352372955,-0.28131078604718807,0.2859395218158366,0.31680722429175057,0.4700637122915683,0.5867758852001436,0.6533260020277382,-0.12901691064561113,0.15233126664639599,0.5702275711732121,0.4940567954678656,0.5117522673020282,0.6665524186015879,0.34635854479644923,0.346624053568144,0.5954854313305205,0.12681267035753807,0.6188572840909936,-0.06573752503359742,0.4836193296186772,0.3144052870793783,0.647221779933495,0.678322053803886,0.5502325126204582,0.2554986763379649,0.31022306271195005,0.7563829147260995,0.5986573983934261,0.3491640390978776,-0.22588708569464305,0.44737067613092446,0.6599107862681818
Temporal_Pole_Mid_L,0.33518699170716276,-0.03115769980162178,0.17188306917126844,0.04874059763436782,-0.09013998374312339,0.1956047066247587,-0.03258597671914126,0.12531710131634963,0.21999182716974075,0.1128563620403327,-0.03790997236463185,0.13981637344120798,-0.21507158049137842,0.02118890162952067,-0.011821887300980504,0.12107430785350987,0.31085926056463187,1.0,0.46325840386637945,-0.028549353062072298,-0.14224673480357852,0.028499940497063034,0.44539534315081275,0.1968548053824816,0.10572959147987274,0.16990661954025138,0.2502505900774577,0.086502509445733,0.07609532830400662,-0.01834699894608151,0.25185617464156207,0.06832681435126403,0.11520829879242354,-0.022253323298579663,0.28036703021712,0.31951766050298824,-0.004828477480089714,0.2504433449083132,0.10699896455138729,0.1390860567870914,0.09119308579768354,0.31557304369829814,-0.17625670954255923,0.32487706882790907,0.11886486473888494,0.28279452216493367,0.24511724847831096,0.12702886173751785,0.10119537818774087,-0.10419498431258482
Temporal_Inf_L,0.8940156496218301,-0.07223665720118047,0.7840485817917549,0.12775185988795276,-0.06044581038377388,-0.2136115461494405,0.6435780007242504,0.40126805422349376,0.21989887050892998,0.24812683345930553,0.16962007328665704,0.5628707806225259,0.22860164804356686,0.42057535967721543,-0.2709381550271043,0.43661540328011533,0.4688463352372955,0.46325840386637945,1.0,-0.24297548776578967,-0.22807999200381,0.6659210171841793,0.5616056045180514,0.4448884650354958,0.37511548488887886,0.0031282785757802945,0.20292312069611906,0.26064325869693306,0.6395416197912356,0.5931416862579334,0.3013976725235407,0.38734567659619484,-0.05432852355739834,0.29951186569866906,0.17616995909432848,0.785564576350397,0.07205988635946957,0.11008814990217249,0.4694984887995786,0.5575168390996814,0.6359130978485608,0.431845047580436,0.07870647213031852,0.13273939859041464,0.4875724217412937,0.5951698775095159,0.40522373475921714,-0.32229433351876347,0.008849826970906022,0.42458611528264645
OFCant_R,-0.1627189476751177,0.5006026554389779,-0.12482925220083523,-0.03974772191046641,0.5374980151201848,0.5046645470082383,0.011457741134958729,0.3436847161916576,0.2139723415001891,0.2705138839044984,-0.0359631878107151,0.17512528858121407,0.00043292566024921757,0.46121125023936327,0.6118212792798724,-0.3830676384389115,-0.28131078604718807,-0.028549353062072298,-0.24297548776578967,1.0,0.17581596524306112,0.04432277701146372,0.26500844711795896,-0.5535659156596507,0.03891439432578496,0.6579450645480178,0.2586214156642758,0.1208867125691027,0.043828239091007686,-0.04413667601896977,0.022496245738837708,0.4026469756522186,0.19202965496345806,-0.14160276072331207,0.6099832101054543,-0.4876427040421289,0.6160013024798727,0.04338064889325312,0.007665552521648846,0.09176134454162435,-0.12207703084842508,0.02780308082273577,0.5323410211680588,0.5055218986817643,-0.4758363132170889,0.09280212215555508,0.21553765443429782,0.12397819755798084,0.20786677912509272,-0.49026485094495564
Parietal_Sup_L,-0.11795762156791972,0.135350706624387,-0.30287517863697505,0.23502991235814602,0.5592306309541286,0.31522519658890114,0.154432941344847,0.1571788331941078,0.7082607855220426,0.7396246468430263,0.6718978297509595,0.30644193342214127,0.16557030550223809,0.2303382158141519,0.37840998583690466,0.450649684092403,0.2859395218158366,-0.14224673480357852,-0.22807999200381,0.17581596524306112,1.0,-0.16471667935092535,0.22979682485364114,-0.02444885031961458,0.4781308009247872,-0.11059035593177907,0.10842451426049658,0.7950658975804927,-0.00017829740951686002,0.16351631100123212,0.5894840812909011,0.3593019939642654,0.835470915289807,0.364530707315133,0.32206358812466096,-0.3770542625483429,0.06537908908075522,0.5212507780784478,0.11918690718693117,0.34121264107734567,0.21422157046944248,0.2836591558267711,0.47125660742501685,0.31211326559541763,0.3542274839410002,-0.07502996790829608,0.33819065563054806,0.3205641182212491,0.7839509136559782,0.31306621589654265
Cerebellum_3_R,0.7608456485537859,0.25986684813957134,0.8411182435520195,0.35269654473721435,0.2632890956041291,-0.19256217826072072,0.8107990949881245,0.5848595682820327,0.2500732769597744,0.3850001517851901,0.18072680577418931,0.7220200524726244,0.5140130808180923,0.7198911095677989,0.05666600791926279,0.2859813203708536,0.31680722429175057,0.028499940497063034,0.6659210171841793,0.04432277701146372,-0.16471667935092535,1.0,0.6024349374079846,0.3844109315803868,0.42603092246249186,0.16967753065288013,0.42304752139580504,0.25661763745130434,0.731954134013606,0.8039681730753798,0.19078451248509565,0.5927734329851333,-0.013634040005551537,0.4496271679167963,0.27304694040959937,0.533525399318882,0.4519387607686321,-0.053250223073615245,0.6555619890663481,0.6808273321321275,0.7246539608434408,0.2721021868492074,0.4462630050936398,0.16878783068708614,0.3083661661040189,0.5985329318087433,0.5414299528511165,-0.3651711007733639,-0.056523011565728455,0.3986937175690036
Caudate_L,0.6639769843710982,0.39955082071493436,0.5701218407697255,0.519448524860941,0.5707120427805508,0.18348242754007663,0.596978419315891,0.7505051499365367,0.7213016085370171,0.7010760568213353,0.4654070502839806,0.8138274180442451,0.28729295455822285,0.7441028895175205,0.33372903710726537,0.34922073715054097,0.4700637122915683,0.44539534315081275,0.5616056045180514,0.26500844711795896,0.22979682485364114,0.6024349374079846,1.0,0.21835122992153952,0.7315907706901792,0.2554608605832855,0.7045409914758278,0.6210667549947609,0.6018324595036746,0.5652570116995524,0.6140592033142472,0.7903496922317055,0.44007786968477697,0.42303430636249995,0.6475691227444561,0.32301582969830844,0.41818818926971324,0.3990293861343584,0.6432540906302859,0.7347541513011897,0.6797757172204819,0.5992735331222182,0.6471297470283245,0.6689043171605554,0.2905823274755936,0.4989490957336586,0.7505975783512704,-0.04349163379597536,0.5119420662218103,0.24708416966833044
Amygdala_R,0.47811204406816066,-0.17547019503448083,0.5200473987912938,0.16982423567341512,-0.028187087047612542,-0.3591633820712802,0.46113743803391083,0.1396996958816131,0.1818633605807021,0.23731756592629774,0.28703062179923683,0.33223953885961005,0.516966028555009,0.04366697438175326,-0.3598864471289294,0.615111210536093,0.5867758852001436,0.1968548053824816,0.4448884650354958,-0.5535659156596507,-0.02444885031961458,0.3844109315803868,0.21835122992153952,1.0,0.3455229922246883,-0.3114473340203073,0.005912101760867075,0.164541078294267,0.3235375154506252,0.43014967757498185,0.16565683363882533,0.09601646233948471,0.08909782891188261,0.3149206952485527,-0.23904660020297436,0.6326117977673537,-0.116896386918065,-0.051546667393001254,0.17913733955692415,0.39081204489972665,0.5672244219008277,0.054156237455001366,-0.04718695097628458,-0.10110320443190335,0.597441996048714,0.4310501927449462,0.20905392987581387,-0.3704632309466336,-0.08362442714855244,0.6356397618125174
SupraMarginal_L,0.5132525460406415,0.31173181618292284,0.44682398421323893,0.46516609272503506,0.538433694316565,0.010232996662379808,0.5684548739581337,0.6541785391157822,0.8019606600356607,0.7343017640099291,0.7374669132071342,0.7910820985980596,0.4396275246453826,0.49640229427308397,0.1771614279382291,0.5824493693639536,0.6533260020277382,0.10572959147987274,0.37511548488887886,0.03891439432578496,0.4781308009247872,0.42603092246249186,0.7315907706901792,0.3455229922246883,1.0,0.08460462741680726,0.4720159495510726,0.6900698921275061,0.4913133177304097,0.5692372002558852,0.7433256925394697,0.6552748988963932,0.5526970085480563,0.633683474965555,0.42237766302622315,0.33924653765793183,0.14545261218024835,0.4829985501759888,0.5558315494733629,0.7796152446066117,0.6867055092154197,0.5945954729061502,0.643391460966035,0.5402380960067273,0.4904054950856247,0.41793526707697193,0.589773261422936,-0.12597613553922787,0.6525047572651231,0.5237903200157985
OFCmed_R,0.03472954734968422,0.5861471523865652,0.1045181278444885,0.06748583358209362,0.25561146811780316,0.19480371256209592,0.06440871740717062,0.2681320737799454,-0.00928180364892214,0.04902368709731844,-0.12970968545996758,0.19136178233771312,0.019808381182854117,0.19701796905019614,0.47085975685296677,-0.1578239293640604,-0.12901691064561113,0.16990661954025138,0.0031282785757802945,0.6579450645480178,-0.11059035593177907,0.16967753065288013,0.2554608605832855,-0.3114473340203073,0.08460462741680726,1.0,0.23832381420575363,-0.04979112825460156,0.1531957547352922,-0.001984186727580594,-0.08863280179941248,0.1351779884535964,-0.13784078277824474,-0.04246688566533341,0.4139778251567281,-0.03986966472671539,0.3418996477491436,-0.03439112762269789,0.18476568441326063,0.07239366450269527,-0.04849623396268787,0.0343795033740198,0.2300604041896392,0.2399262554661673,-0.2253309739601608,0.1646841137551666,0.13747113311151554,-0.08938766306142154,-0.04558640279255707,-0.3074565059410643
Red_N_L,0.37458547494778177,0.5001436939616062,0.26738422119462024,0.650322267974876,0.39367940834519033,0.2193852394270031,0.23061097209725295,0.5605356124864038,0.44677656563684026,0.41535702703869964,0.1698530825304352,0.4822979256437567,0.00500188079578118,0.5506684195427056,0.5193730577049713,0.036456488410155405,0.15233126664639599,0.2502505900774577,0.20292312069611906,0.2586214156642758,0.10842451426049658,0.42304752139580504,0.7045409914758278,0.005912101760867075,0.4720159495510726,0.23832381420575363,1.0,0.36466122992419947,0.3420556891028772,0.310618435668404,0.39229372843857235,0.4612416420515366,0.2908493422259524,0.36468871293236105,0.659545349891631,0.031788655362427753,0.40354392454144616,0.362585911017316,0.6216204904729045,0.4340250336641945,0.37120227269296224,0.43870173872758667,0.5274380663901765,0.5784752658517742,0.004110865093753481,0.1044739050862688,0.6290413386922824,0.11528993901227168,0.3391325977786392,-0.03201233635484821
Precuneus_R,0.42342451352747007,0.2122092163938695,0.20502537695168113,0.4077669350103286,0.627873003303523,0.17836803738639345,0.5448645006993076,0.5600680187628694,0.8388816028932732,0.8992890241186683,0.6823447180186036,0.6990316552933906,0.3440018840288666,0.5658149505472314,0.2595967783671521,0.6687727218158301,0.5702275711732121,0.086502509445733,0.26064325869693306,0.1208867125691027,0.7950658975804927,0.25661763745130434,0.6210667549947609,0.164541078294267,0.6900698921275061,-0.04979112825460156,0.36466122992419947,1.0,0.4859804422217193,0.5055731118974663,0.7855635095971886,0.613126895316898,0.7672833744446843,0.5916704854789928,0.5114099955133486,0.060938631953253566,0.20138076627199483,0.6699776406510926,0.49055690009044894,0.654458793255572,0.6177315002090455,0.6270299680289887,0.6257516216510162,0.4835130774946811,0.6140250188701294,0.26109672609426116,0.6182174678475497,0.07016116163988713,0.8299016720468515,0.4972304730332486
