,Raphe_D,Rectus_L,Vermis_9,OFCpost_R,Occipital_Mid_R,Calcarine_R,Temporal_Pole_Sup_L,OFCant_R,Cerebellum_9_L,Thal_VL_L,Postcentral_R,OFClat_R,Occipital_Sup_R,Thal_AV_R,Thal_IL_L,Temporal_Inf_L,Angular_L,Postcentral_L,Pallidum_L,Vermis_4_5,ParaHippocampal_L,VTA_R,Rectus_R,Heschl_R,Caudate_L,Thal_PuM_L,SN_pr_R,Temporal_Sup_L,Thal_PuI_L,Temporal_Pole_Mid_R,Cerebellum_4_5_R,Precentral_R,Occipital_Mid_L,SN_pc_L,Insula_L,Supp_Motor_Area_R,Thal_VL_R,OFCmed_L,Thal_MGN_R,Vermis_7,Vermis_1_2,ACC_sub_R,Olfactory_L,ACC_sub_L,Frontal_Sup_2_L,OFCmed_R,Cingulate_Mid_L,VTA_L,Supp_Motor_Area_L,Frontal_Med_Orb_R,Thal_PuI_R,Vermis_6,Frontal_Inf_Orb_2_R,ACC_sup_L,Vermis_3,Thal_VPL_R,Lingual_L,Cerebellum_8_R,Fusiform_R,Thal_MDl_R
Raphe_D,1.0,0.35972607466038664,0.37825689945484103,0.2275065429922921,0.3378415354081923,0.5505247913759759,0.32134456883637513,0.007665552521648846,0.5154704079948434,0.4543855300521412,0.3660699630541936,0.0062741595132784,0.4315333709648139,0.47553787469625297,0.29572592246918855,0.4694984887995786,0.33971170987727206,0.34062188604965343,0.42937309914904426,0.589104143907309,0.44982127664068966,0.19628540047748677,0.41650860216609487,0.5631040280448979,0.6432540906302859,0.4040655468408278,0.35048572262505606,0.48144039733109645,0.6326235970182225,0.18962011773061974,0.6595263731073423,0.5558131764725649,0.4025734528708805,0.5660947386144916,0.5668017834254888,0.6839903738270534,0.5214367192928527,0.305232238895309,0.00671843020760582,-0.1450176565922969,0.6683965709836542,-0.0031512805385321262,0.3790612666191112,0.2845616232294087,0.5157745182630312,0.18476568441326063,0.634281866152226,0.352070947479396,0.6101871727344177,-0.15385389707220978,0.4157010801432548,0.3516268381647704,0.20307763992213523,0.5732900818335284,0.730284783395235,0.6062891734803646,0.5453128975445989,0.44559175823274466,0.5540313818324318,0.44649719038207303
Rectus_L,0.35972607466038664,1.0,-0.03704226534567795,0.4686303726761639,-0.04337306193871745,0.04617933056311087,0.0675497175954215,0.5978468511789385,0.15946405807208985,0.5522869118836593,0.0714449680314609,0.05919349500377393,0.07165674623288452,0.4176431494672148,0.13154116305152036,-0.006992047888348517,0.23415860864952412,0.48131938483452,0.2872956151363559,0.28704715189450236,0.4922725312323629,0.27942351079368083,0.6832293294651012,0.3033958748708198,0.4975135442736991,0.16392688843847444,0.34584385193661743,0.29488431850362734,0.5084540697264687,-0.25820731316774104,0.341204623479441,0.11472549775691075,-0.10809306018902644,0.48392122597477477,0.2825714578474505,0.41950548338016297,0.4820741972285395,0.701671919583845,-0.17597395038421965,-0.009881985661984699,0.33028141538138867,0.6074177435411638,0.5681829401092723,0.6768251695460203,0.4512989777181647,0.5293729981435707,0.403505205004576,0.17952225580966993,0.332323367227172,0.2905762930850716,0.021003011710893138,-0.10623561714967308,0.48912953103263107,0.45349288803351506,0.3874127652702925,0.46135066758561094,0.06855498197080881,0.23357507885310333,0.3215219885664632,0.5388394852940339
Vermis_9,0.37825689945484103,-0.03704226534567795,1.0,0.29994824934582837,0.6751224519324577,0.8139024998473333,0.5966863409880768,-0.3641199356402541,0.9089504337402683,0.1501309147819433,-0.11068030492229124,0.1988476272604207,0.6457217893766684,0.30180376048942015,0.16180900594478695,0.6933459530804356,0.24505598451111754,-0.027018867649860175,0.1618956073786988,0.5799864840146928,-0.20793401353372976,0.10202027141120419,-0.03195048664120569,0.5444801854031565,0.37485161652242055,0.7517298118774948,-0.04391568839118615,0.38438461230768844,0.3488018469140513,0.6792988630065694,0.6287029240615756,0.1934438298295248,0.7920723354501317,0.23791151964824708,0.49483596052662404,0.5449824954662816,0.13589341067493854,0.12362481950469552,0.2972743598968354,-0.6303112836462587,0.37214908438344774,-0.498751089514465,0.1285006676943818,-0.4758230858550923,0.12703666125182625,0.0028785750458819033,0.40116107265918133,0.3103458339718374,0.3757617790222238,-0.4619936467935709,0.858265214039425,0.9163975082227371,0.15558297196142623,0.45270202322338365,0.4164199036352572,0.316464845546634,0.913445794065656,0.7841297641975912,0.7462003596725086,-0.2539230563417455
OFCpost_R,0.2275065429922921,0.4686303726761639,0.29994824934582837,1.0,0.4400609938525613,0.41545717715051594,0.32656840136607934,0.25731974352571935,0.3565382201230346,0.4863715698042611,0.012483884715275307,0.2878747575520787,0.5228362165875564,0.48568944101659295,0.12126537587551314,0.12457244861363417,0.5415735280707588,0.622903832232261,0.5240779039158467,0.5428603521817158,0.20552817296441092,0.10026144266355215,0.2607745486028693,0.6552899074702853,0.4840691253381251,0.6544734367538816,0.36746281901469097,0.36809193743763363,0.5129004776134723,-0.11037434253658425,0.5390225980177917,0.04421840221670435,0.39133698746655754,0.46798141708435786,0.5648489207835325,0.5917346366816907,0.4108334354943325,0.5527730430831208,0.26546259661611704,-0.13609729373865587,0.2742473454747261,0.3053742369824723,0.4124693009178788,0.23659149804888727,0.6350985109009506,0.0769700940060702,0.44869904068767297,0.08236488452240365,0.49662043038426956,0.2595739461384523,0.45554898698734153,0.29023194895641247,0.730091118363881,0.43254940573968353,0.4594070324032582,0.4044371924364919,0.3909188760389767,0.5990649095514415,0.6338147407349618,0.18764880085539878
Occipital_Mid_R,0.3378415354081923,-0.04337306193871745,0.6751224519324577,0.4400609938525613,1.0,0.7382099762961468,0.41092986222137956,-0.49026485094495564,0.5410989057536032,0.03772059083394943,0.09732393699059073,0.07673744637894613,0.9181549164091664,0.3381278101462038,0.10280531342540833,0.42458611528264645,0.6281091332014355,0.2830729291277773,0.41249482199186094,0.5042124412448985,-0.2496182803903256,0.13320375923869351,-0.11893144717278777,0.5643572164947015,0.24708416966833044,0.6579721278416245,0.044562389577624366,0.3060403767567775,0.34988104520861973,0.39102447824612785,0.5344070525281128,0.18855306169905608,0.8784496936310852,0.2468847148151958,0.5364895163696983,0.4878287209415702,0.09919651664921682,0.08255122475122408,0.2815279184379116,-0.33923938684616217,0.3444543433735641,-0.39125588926547805,-0.018642042667001764,-0.30874180359474995,0.36348958379727875,-0.3074565059410643,0.4569276599417694,0.27236832226254243,0.46195236091792813,-0.3478275332511261,0.6784945515683031,0.6447123548079268,0.17291556435406766,0.21823440776423547,0.32369768070004784,0.2282417899314223,0.668843537429485,0.6251377155725205,0.6849971166318708,-0.16863920793224327
Calcarine_R,0.5505247913759759,0.04617933056311087,0.8139024998473333,0.41545717715051594,0.7382099762961468,1.0,0.644154999161202,-0.36026212778837724,0.7750313567406316,0.22814223409966627,0.22420510184869902,0.09522572887599724,0.8213637821092095,0.37303183041514554,0.28011077798187095,0.7135485673229728,0.393897843236049,0.2370671283869381,0.36686795308851544,0.7842851196857232,0.046681440756123634,0.1782930370404309,0.001244644384678741,0.6813181393372156,0.5272538694985621,0.7819432858912462,0.16311546670795665,0.4722094523828106,0.5075880804041992,0.5488859863233162,0.8165132338384073,0.4343436046387404,0.8523375287118694,0.41212905982756365,0.6767450464885163,0.6894773246108429,0.28764801580991933,0.11605199771319934,0.2935292058386546,-0.4206894639842113,0.5573662733093601,-0.3644414365743441,0.19265583275607584,-0.2886414472762142,0.4559382385767723,-0.09992978314942004,0.4944030106687456,0.3793663948363614,0.5625567564857129,-0.30645845250719544,0.8429117880658069,0.7675255980691451,0.19670934320685118,0.5310534321276061,0.6138112038606043,0.41021501482861045,0.8863817826379613,0.701614849871055,0.8068831726391749,-0.05933911637559125
Temporal_Pole_Sup_L,0.32134456883637513,0.0675497175954215,0.5966863409880768,0.32656840136607934,0.41092986222137956,0.644154999161202,1.0,-0.2291387070331491,0.5592527386899986,0.18584216611436366,0.27054221557533326,0.032298592241069395,0.501332233489734,0.18407175791139582,0.5184771557738276,0.6715828267953542,0.3496485958757475,0.06760427833895817,0.05352052724126772,0.5050089786506265,0.12420666869839395,0.04386566990631314,0.002852267036532793,0.5308336177064755,0.6113238502578063,0.5445247511298994,0.1282709605197422,0.7106059465352222,0.29812187158231457,0.48346254314239984,0.4986256895256471,0.4540389353846859,0.6203819570981238,0.4005939720355461,0.579415513388606,0.5145599324112923,0.2489885782892483,0.025814899927963222,0.2316185568011453,-0.240069239937265,0.4188739894247209,-0.16938838855668437,0.3007508593806341,-0.2012328279825217,0.46022549092813636,0.017925494899176636,0.36515715421933903,0.30252453911745547,0.4633086257629815,0.04585207454640925,0.6514125006674918,0.5174002764066571,0.061184443388363596,0.38019347895561817,0.37846142669904975,0.27434991657809454,0.6256801572396856,0.2983029643505274,0.4219548642523481,-0.1322843414378225
OFCant_R,0.007665552521648846,0.5978468511789385,-0.3641199356402541,0.25731974352571935,-0.49026485094495564,-0.36026212778837724,-0.2291387070331491,1.0,-0.12482925220083523,0.5873613339267448,0.04338064889325312,0.05329328354618174,-0.3507646287880097,0.2657001325188562,-0.06071722797437005,-0.24297548776578967,-0.0359631878107151,0.41807016265401253,0.2042553055385098,0.0659372465177857,0.6099832101054543,0.0006956228214021094,0.5006026554389779,0.09176134454162435,0.26500844711795896,-0.0363112123516013,0.4851393974595833,0.10186099996835911,0.2456625521613108,-0.4411356802549107,0.08528184172179723,0.02780308082273577,-0.4670640962173329,0.21553765443429782,0.05358136916082644,0.17512528858121407,0.48548523880679784,0.5479044264291439,-0.12802677659057654,0.12397819755798084,0.07589604115835119,0.7341538390248755,0.5007606446189488,0.6118212792798724,0.2502440266023933,0.6579450645480178,0.21585152183668377,-0.20404247743353682,0.1573715809183952,0.5046645470082383,-0.25011783712914765,-0.3637650508061172,0.564679689110217,0.3436847161916576,0.1647674212304636,0.2609795119555475,-0.2987182490917992,-0.02629095849300836,0.011457741134958729,0.48232101428007823
Cerebellum_9_L,0.5154704079948434,0.15946405807208985,0.9089504337402683,0.3565382201230346,0.5410989057536032,0.7750313567406316,0.5592527386899986,-0.12482925220083523,1.0,0.41880858543204336,-0.07050582545485812,0.20663923187131455,0.5674822461973923,0.4510032303114175,0.23318698778944566,0.7840485817917549,0.18196810287446138,0.05937969977006242,0.2931153707986704,0.7003993323887057,0.0820963064583923,0.10095622988432311,0.10129897830755301,0.6381635969054333,0.5701218407697255,0.7731398967346162,0.2031173230667781,0.4995114179774534,0.526596437925188,0.5811950677673487,0.7771004070829983,0.2849893138825938,0.6499916164569063,0.41777230982667396,0.5984089855125452,0.676614856080819,0.4160641935572748,0.3018844634401004,0.2749790374274166,-0.5368676711927355,0.5454269895225532,-0.30396522388996833,0.3365359460264862,-0.28297496087371554,0.23574839984340035,0.1045181278444885,0.5377937453762361,0.2852948047025422,0.484470906620736,-0.35505117854769747,0.8572307234915585,0.8888674223807586,0.3309077012317167,0.6346239286483015,0.6165029312937156,0.5414506121182387,0.9338858021817905,0.8108634439097366,0.8335237190112516,-4.1796458860730646e-05
Thal_VL_L,0.4543855300521412,0.5522869118836593,0.1501309147819433,0.4863715698042611,0.03772059083394943,0.22814223409966627,0.18584216611436366,0.5873613339267448,0.41880858543204336,1.0,0.09049694748666202,0.24346449195835954,0.17727694738987695,0.7187020999415595,0.22490188365357605,0.3277570745765919,0.33016732479640826,0.5023617746669794,0.637796036128841,0.633169753614383,0.5985996341214627,-0.040663529790405835,0.42842689412398466,0.568917300426246,0.6983902069293918,0.4565808308827769,0.7211058820089126,0.5285259679133958,0.614296494273558,-0.07656820100693663,0.6350322111172676,0.2783831086266195,0.07621796996897397,0.6228674421447985,0.5352299790292113,0.6141187048969872,0.8367387289375088,0.6772988544024323,0.21780318453720815,-0.079082690450495,0.5515692161474679,0.41920411517624745,0.5861840473470882,0.4525346979544511,0.5586354279903082,0.3494130177703153,0.6966204600123708,-0.0496157339603633,0.5476966178564677,0.2537582488692959,0.3078258482384605,0.18672072631908496,0.7447070903024555,0.6190611103629076,0.7003792598547435,0.6828671220308754,0.3482116255266725,0.407087819423914,0.57881748924338,0.6264620201480446
