,ParaHippocampal_L,Pallidum_L,Insula_R,Vermis_9,Thal_MDl_R,OFClat_R,Precentral_R,SN_pc_L,Olfactory_R,ACC_sup_L,Vermis_7,ParaHippocampal_R,Thal_IL_L,OFClat_L,Supp_Motor_Area_R,OFCant_R,Angular_L,Cerebellum_6_R,Cerebellum_Crus1_L,VTA_R,ACC_sub_R,Frontal_Med_Orb_R,SN_pr_L,Cerebellum_8_R,Frontal_Inf_Orb_2_L,Cerebellum_3_L,Temporal_Sup_L,Frontal_Mid_2_L,Heschl_L,Cerebellum_7b_L,Parietal_Sup_R,Frontal_Inf_Oper_L,Raphe_D,Cerebellum_6_L,Thal_LGN_R,Occipital_Mid_R,Vermis_8,Cerebellum_8_L,LC_L,Precuneus_R,Cerebellum_Crus2_R,Occipital_Inf_R,Vermis_3,Hippocampus_L,Putamen_L,Hippocampus_R,Thal_PuI_R,Parietal_Inf_L,Raphe_M,Vermis_4_5,OFCmed_L,Precentral_L,Fusiform_L,N_Acc_L,Putamen_R,Thal_MGN_R,ACC_pre_L,Cerebellum_4_5_R,Paracentral_Lobule_R,Temporal_Pole_Sup_R,Thal_VL_L,ACC_sub_L,Frontal_Sup_2_R,Thal_PuA_R,OFCpost_L,OFCmed_R,Caudate_L,Rolandic_Oper_L,Rolandic_Oper_R,Vermis_1_2,OFCpost_R,Olfactory_L,Thal_MGN_L,Cerebellum_4_5_L,Amygdala_R,Frontal_Inf_Tri_L,Thal_PuL_L,Occipital_Inf_L,Thal_MDm_L,Postcentral_L,Frontal_Inf_Oper_R,Temporal_Sup_R,Thal_PuL_R,Cerebellum_10_R,Frontal_Mid_2_R,Temporal_Pole_Mid_L,Thal_LP_L,Thal_AV_R,Postcentral_R,Vermis_10,Frontal_Inf_Tri_R,Thal_MDl_L,Cingulate_Post_L,Cingulate_Mid_R,Cingulate_Post_R,Insula_L,Temporal_Mid_L,Frontal_Sup_2_L,Thal_AV_L,Thal_VA_R
ParaHippocampal_L,1.0,0.4048561249143432,0.5219767384131132,-0.0671056162176414,0.3946955792490719,0.06471895094031503,0.4620532052703174,0.5297787920622616,0.5172796973442392,0.1549168001867706,0.01055178921668234,0.7559068892788346,0.6937825575464535,-0.12646579099837127,0.43311674291081925,0.5128522669699592,-0.20732280785738694,-0.20655829884152072,0.11013445534366835,-0.21833566200758478,-0.0002255203352866137,0.319050974357258,0.3038368738278897,0.44299742843941586,-0.1906439511316529,-0.22494601326555036,0.40753460324886903,0.3010176261397136,0.609943173613559,0.245047566820681,-0.20804767169443955,0.3664033812457725,0.7084280233983024,-0.23587084265636962,0.66168671918316,-0.4803273893387945,0.5011408053279609,0.33576171838341795,-0.3238593960079696,-0.12048206717772054,-0.10482568081079918,-0.4287319715018372,-0.23736555122039624,0.8094227065236719,0.37598225043072514,0.8698675372103992,0.7658914321963805,-0.13752256958701783,0.2562681163864439,-0.21014278687456162,0.2874819809817873,0.381538631339046,0.3913501381859938,0.44719965114935994,0.45091870384730165,0.6837454734078109,0.3190897854990702,-0.35320993943994344,0.47754381687393266,0.06465893931693388,0.4766429068540211,-0.12133872455541023,0.3378156748198223,0.5427210940634948,-0.09929416788197495,0.3983757134407067,0.35958030216030307,0.5679571680832416,0.24744878246671514,-0.07766870518999897,-0.29421156539144405,0.3781976187431173,0.5130976215787971,-0.07745534368008067,0.7205370718783394,0.1245827739211284,0.5155906795101644,-0.14669275719985203,0.6047977817065668,0.11111131515597066,0.34051374866589806,-0.031098421887906003,0.5615404374505192,-0.3684391083861458,0.2939027564125576,0.41063394604824327,0.3829168685247031,-0.028915579358502468,0.156143662923565,0.45928024580916516,0.28254765204126675,0.49277042781174624,0.56650877428234,0.4148895761678469,0.5022453829905277,0.7371603549984602,0.3823312237174046,0.2367459602486531,0.21800982655844045,0.31285671070909604
Pallidum_L,0.4048561249143432,1.0,0.12400291875540952,-0.15262285237520953,0.6408297739597832,-0.060256659203134964,0.3070733941111497,0.3691700407399366,0.23139315212317405,0.33120857145467913,0.06570387209210525,0.17519142017603379,0.6330536006674956,-0.03326709649900975,0.5077127631268543,0.0069922880530436365,-0.03389359726816321,0.098472169906503,0.11622591508613993,0.3568686459589286,-0.3337504206324739,-0.29354736948542365,0.2695051322861018,-0.024663782191438426,0.029102307010315936,-0.11894297397290775,0.33281018856407035,0.482349176283318,0.29266195947022916,0.06514076758221006,0.02458380113231285,0.2733339460581766,0.3593742165140698,-0.0012460538954153209,0.39583974353564905,-0.09638979065395495,-0.014299993884810234,-0.045797492740603366,-0.0037908500987658056,0.07616438171266748,-0.04141301410711861,-0.06822593414314548,0.12022232689353533,0.3779554916721921,0.8642409995583835,0.23048083990697668,0.24060249651280116,0.0336447539604621,0.41271189664851554,0.06588203026439712,-0.2905331880701296,0.32690804674622614,0.3341887197615744,0.4863388541200226,0.5557269868362574,0.2638402978568478,-0.07599215099648611,0.04049314111839798,0.4089029592964728,0.03361077364162977,0.7547188195745803,-0.0024594051913265132,0.26838090462926173,0.3949659768782353,0.010956969707456077,0.00816143136911771,0.5512869191084808,0.28262080776922766,0.18456906666334888,0.08536017055743875,0.08922819857216074,0.5308967522610307,0.37999281556191444,0.10541738911436552,0.3067454496973322,0.12583151152378858,0.21431847839976387,0.1445899692059109,0.6991093157619207,0.11797444399226284,0.2545942635777087,0.16220963683073453,0.3968146208525726,0.1475751052305693,0.18815941070107284,0.23599938815167348,0.49116493206961187,0.2513738255123588,0.17784355963778645,0.031106798590634917,0.16592041888087747,0.6894068713643245,0.2903855333077226,0.49515745611748335,0.14747728890735837,0.37964877413467457,0.32217261276050235,0.42481105297986294,0.37646130669123556,0.5855532335115162
Insula_R,0.5219767384131132,0.12400291875540952,1.0,-0.014660233118871598,0.173535796588636,0.24816868399423533,0.21725331841541673,0.24118828291412642,0.06965916960802968,0.040045298243931444,-0.015126886622862545,0.5620420582464969,0.16907485981585915,-0.045395150277229915,0.19911573017840378,0.49674751344446255,-0.11630506585529966,-0.04645853901516667,0.1402564680671758,-0.24841511018954016,0.06450586769985209,0.5438534832741336,0.12220782565088685,0.35281814871756184,-0.17740629595935675,-0.11541125978240445,0.37466244843384494,0.40169288806175624,0.5512667707240847,0.07965303844197968,-0.24256418082465048,0.36247725465561803,0.4695846835559695,0.005953501605240291,0.43552228895784467,-0.2583959905742603,0.29186993230222497,0.2879562187634889,-0.25603998227489755,-0.15347669819506563,0.11307905858918317,-0.1545644469389175,-0.25525569790987823,0.4704543501817304,0.17438692208656875,0.514696028152022,0.49241847683632856,-0.15988429468298052,0.07104203534060315,-0.10797515724867911,0.1880340902962504,0.11909500552195652,0.21754189709421595,0.09496879717590366,0.563473536375942,0.48718152452113805,0.4636510141177513,-0.1808879536070985,0.09438623200847854,0.3677712576223698,0.2725472249203824,0.01947286894191003,0.3359278277904114,0.2634055983006465,-0.03374990963955776,0.40576500050823666,0.2823367111024572,0.41123387922970855,0.2646264603406407,-0.14077953305684282,-0.04802732142147104,-0.01415120054678368,0.3911468406238295,-0.01903971727909001,0.35452698344151184,0.34711734753830287,0.5286511902605028,0.07622808082698825,0.222961205608537,-0.05677071127677939,0.44377768125558575,0.19260719772464788,0.23100738158919382,-0.1701945895783561,0.5888587747207614,0.043346883143446244,0.30713867387291194,0.030499058996345994,-0.03954832325497694,0.37984480944979787,0.5148344993833485,0.09515229795524748,0.3397579836251491,0.26923730711449295,0.1016176317563958,0.6523655554617219,0.2542988391019948,0.3458368216290135,0.01912329881332662,0.2768200785965706
Vermis_9,-0.0671056162176414,-0.15262285237520953,-0.014660233118871598,1.0,0.029974799104759815,0.6980120486620202,0.16340721286058574,0.029400632148134966,-0.0884866390316052,-0.014444685657261218,-0.22527015044891563,0.19238563362031888,0.09415404314358715,0.6307873965376316,-0.17593945771193323,-0.12895711243739993,0.07401867805133647,0.5430685167120834,0.5832746312674439,0.29994632008838445,0.18729966194084188,-0.12029269056029505,0.18721771931628656,0.48257175761647375,0.5719024796195445,0.47966409112691216,0.2579851153830202,0.0806445617107237,-0.03199761429219135,0.5621198847514182,0.5170059714117659,0.07268236311591057,-0.3492820039681803,0.7800021956816592,0.19892105852832925,0.3141771482840688,-0.26643807949804,0.6983058522158982,0.6157356333079351,0.6732962399357241,0.483973234819847,0.23354972636530977,0.6287404805908761,-0.05824167611019631,-0.2447514097361926,0.10905559936492393,-0.06512942501747689,0.7059732100095298,0.3040993482152982,0.42950890950925974,-0.07554194122099776,0.16655200391438704,0.4703660854107661,-0.3570258359526626,-0.2526964027461596,-0.3611881467685006,0.04144098343135153,0.570530893522083,0.32808641728945453,0.0531054023827201,-0.2118806624580012,0.09543720182744421,0.016609601083866936,0.0591429698077368,0.24931527954857097,-0.2304869986979026,-0.424411151238069,-0.01442088327725943,-0.09728669686554248,0.5192555912030771,0.44163899801007744,-0.24503416637779826,0.29713160596691757,0.5575521417349716,0.058657990252918124,0.14652930198970274,-0.36639661360044634,0.40020679312536767,-0.21404980903087242,0.6004953749489431,0.265569889627377,0.20770948250058213,-0.06518517829830155,0.3182627542958665,0.12143560157357979,-0.02361062846969862,-0.08707122073305075,0.1568486855979418,0.559212407051283,-0.13400409285472278,0.29474445537669397,-0.019263648040221994,0.1734659898957907,-0.14138246234174884,0.17368578744318877,-0.20296099284642488,0.22203795161701648,0.05896611115851007,0.16588218686457032,0.07162911101821196
Thal_MDl_R,0.3946955792490719,0.6408297739597832,0.173535796588636,0.029974799104759815,1.0,0.0027428358635674267,0.5189437069303746,0.22836857397872506,0.33216942426910273,0.3744151610015088,-0.059128678213474825,0.12265561214086446,0.5846655240608954,0.1748817560609317,0.6457005253639573,-0.030007884423003877,-0.07433763102340131,0.06154001263379847,0.1390229469396833,0.23937099767350958,-0.4131872661267434,-0.3068409458364461,0.3999244993634829,0.011178627517515605,0.3072641265913802,0.18254431160183668,0.3280777219333998,0.49550493450621197,0.3926740434606173,0.1719904064067049,0.11932451044037036,0.4255819578582205,0.21864863953156843,0.08784649915869505,0.43380618430441575,-0.036820185046921514,-0.10856245547005608,0.06368131433338564,0.22495996612189564,0.3128841702765066,-0.0003251018523168313,0.06276866288153364,0.2221980912457612,0.45972449676296784,0.6692008291137597,0.2784978903280794,0.27526647522312614,0.2601015491247863,0.46499630264533276,0.19164078409243626,-0.08109401625628775,0.5630448085515092,0.5088028746683905,0.4718053402195365,0.2976023157120033,0.05212690555661095,-0.10247183505352488,0.19577515347781577,0.6134972172758067,0.2575546448162551,0.7965675937665774,-0.2427034825723447,0.4312255412880782,0.6392264601145856,0.3288107606694152,0.1101428607587771,0.29940155018416265,0.41857759595533345,0.3378186779133159,0.315017325278607,0.24718150046244158,0.48987436213317836,0.49463921631282537,0.37446996968994933,0.4618141407193391,0.20851715740124302,0.21601487499885635,0.12423976934114953,0.6909423631630509,0.35626419074748156,0.3927067836151305,0.39625937792490096,0.3744701398348937,0.2884112508511933,0.14579011992190852,0.2204546671742893,0.6193906211938454,0.5346717842381652,0.41856300334372654,-0.028134629756320976,0.20368877148452116,0.7435309036898359,0.5177885695876924,0.45838815315718695,0.4453720625074009,0.32858700923813294,0.23407793219154888,0.46891348704854685,0.647430745849749,0.5415024229191181
OFClat_R,0.06471895094031503,-0.060256659203134964,0.24816868399423533,0.6980120486620202,0.0027428358635674267,1.0,0.12473587704144976,0.14215013880770655,-0.13795861645968813,0.02940273946915192,-0.24350109826630204,0.3432832093373772,0.0664315882214573,0.6573765846006258,-0.144860546325982,-0.13995053315320347,0.053416591435856434,0.5018426467627795,0.5063955693304447,0.16649393263097592,0.2767454393885244,-0.0820833213425032,0.26706001945734664,0.414418918940759,0.4685577847189688,0.30639032326925447,0.39441120593530377,0.27322625279220986,0.05086828217483187,0.415053141994742,0.34795984964055415,0.1803293999961069,-0.1306297126225173,0.6499066406884848,0.28470122116476787,0.1808031052673811,-0.16340679302119385,0.5700223419968508,0.43003748704721245,0.47297207538388747,0.4590505980147051,0.1559906567272957,0.4498604629942466,-0.04768353769164597,-0.11644352014842942,0.21405111622067496,0.02436864471812098,0.5322530066525046,0.38676694340035034,0.36026872207097554,-0.07905295852297894,0.09513004105749163,0.42867105858795396,-0.28772300836759396,0.08284713812477333,-0.2009381876259247,0.09499354554591259,0.42211862318059995,0.20722308619845745,0.010542667168382867,-0.16854337506689343,0.25948992942316296,0.073641782586548,0.09053923302595443,0.23621865336502426,-0.23462399528615158,-0.21139739467906624,0.07101096364163838,-0.05522466179144055,0.42062237848612793,0.38419887020168714,-0.24723891240716447,0.35131283549634723,0.4543359215030033,0.03822649629237052,0.27188458196963833,-0.17153850501419263,0.3615411482280061,-0.19095290811190474,0.4335907467878777,0.287483673790283,0.12204234727707439,-0.1415659595167385,0.20852967847631657,0.3761177924482979,-0.09123371080544454,-0.002577664968636497,0.1625790593473038,0.3960989462484403,0.06403644777719586,0.418756982268692,0.011543250641160812,0.14973083926544414,-0.02764841326860312,0.052662143931459536,0.049936761494718464,0.36838507558610706,0.2084214297308286,0.17512450401168272,0.1375025968262539
Precentral_R,0.4620532052703174,0.3070733941111497,0.21725331841541673,0.16340721286058574,0.5189437069303746,0.12473587704144976,1.0,0.15108871111832792,0.2843674192430242,-0.025345634271352592,-0.04538111616782739,0.1938750973555236,0.4719417790278783,0.19709951221974525,0.5959600212939995,0.12242496738749634,-0.17373273424532149,0.030431357498005934,0.04849383663546458,0.05608023984859555,-0.26799541998570675,-0.0557703615732566,0.30528711774103817,0.1526091024932801,0.32714191090540257,0.40246620482200607,0.34586926142496494,0.449180320793016,0.6725816083181027,0.11017554150048137,0.14454110744789983,0.6647217785972213,0.16366682978306876,0.059859042648307915,0.4625751086133405,-0.059303699949874444,-0.03437642854298524,0.18943789789574256,0.15246523213779706,0.2532855734987228,-0.04012976997290788,0.07691071514213273,0.028980593255061835,0.5770216593973618,0.33547906099586516,0.5239797788187961,0.39108717821980754,0.37580219712871227,0.17552888939306951,0.16271106699287027,0.20759964580238163,0.8806861087188628,0.4264750514827276,0.23815034256915488,0.15945998658944327,0.1072246324127302,0.19498812015681263,0.052024593766989924,0.658381981290034,0.19803148544160615,0.46592598350787784,-0.3874835792317264,0.4231976597162047,0.5990389776353938,0.22689603986018153,-0.028725677887372753,-0.044060020125377714,0.7202600524308679,0.5609553726414362,0.31363049642287977,0.17352832189559148,0.35542511076592853,0.533632539152745,0.3091134041641533,0.5177505664263018,0.42443307221733384,0.3334895606773465,-0.032647537355693805,0.42175461785940904,0.6250902380802018,0.6408983236870732,0.4496617186937564,0.3259648151695126,-0.028514528223388225,0.31486975581511273,0.15288193583985998,0.5350404068704636,0.4076028160700709,0.6488154118027206,-0.024599805735928317,0.4144103941939651,0.49297706764990923,0.7305553975386224,0.33674515952848727,0.5364250825352721,0.30921879488515647,0.0878101808164112,0.24722664829956936,0.4424576059365466,0.30713258687201633
SN_pc_L,0.5297787920622616,0.3691700407399366,0.24118828291412642,0.029400632148134966,0.22836857397872506,0.14215013880770655,0.15108871111832792,1.0,0.2571171104111094,0.11725631062768269,0.12787366120800858,0.4755327030674404,0.544384888025312,0.022269875985119012,0.12778249571672162,0.30087859411979645,-0.08626057189791843,-0.06786365253825653,0.18223930987509981,0.007635628989238935,0.022081658644227387,0.1360946047798807,0.44234105230761456,0.35781008749513,-0.1084982974942478,-0.20745942381894283,0.22311283778803842,0.16215821986247364,0.24995874692976386,0.3708275443243416,-0.061916551094573696,0.09065472084983886,0.42561786431330256,-0.024460682418950067,0.5041913194478149,-0.24899761925678568,0.20474524622120238,0.2788691027157631,-0.13626914956429312,0.005056563572744832,0.06749207848214259,-0.28083729141385605,-0.05411943897562537,0.4026561704555001,0.262544203184502,0.4667904332973907,0.5324682764289115,-0.05978315964757048,0.21507551855677567,-0.18488698309447793,0.02966051953948774,0.11914769285550814,0.20796730331999627,0.2148594706316857,0.2947519572577822,0.4276789750723332,0.06549562565237906,-0.17960900253982054,0.2631753192077389,-0.1336774641818994,0.26650288406797407,-0.016823808545066654,0.05016244337255075,0.24962135331283497,-0.20907394244254612,0.15280830588127,0.22135292981867105,0.17078291122275605,0.010984211698340305,-0.06771918681354971,-0.2312821991736143,0.2250640969771904,0.31654866652332453,-0.0815986935580225,0.3897657120435254,-0.04114749888936917,0.12895165291936642,0.025125529288102293,0.4281414198105828,0.05061419333134365,0.13395055874211811,-0.10686495589224271,0.27635022511472046,-0.2200643034721338,0.11652719066423918,0.2079176041536239,0.07413383706628306,-0.1387513780382985,0.06681363554267113,0.3550748616115046,0.15767482046136116,0.31100759102445763,0.226687001891392,0.23936066733640063,0.1614995319829939,0.3530422298129555,0.22207773073471512,0.08036132840396742,0.06516721249256353,0.332767761855299
Olfactory_R,0.5172796973442392,0.23139315212317405,0.06965916960802968,-0.0884866390316052,0.33216942426910273,-0.13795861645968813,0.2843674192430242,0.2571171104111094,1.0,0.26373952163180325,0.004666193071480234,0.3976299881321172,0.46983173218823593,-0.2221939119261045,0.2293646259812573,0.190002457676961,-0.05606299823156229,-0.4553108408385167,-0.11682594703687606,-0.3449493010131251,0.17544617020032333,0.05142137349261056,0.25591616334435724,0.18133974146742346,-0.13124837565154995,-0.1564869748813807,-0.2667336056228505,0.05700318282458564,0.17623226027053823,0.16271767313820648,-0.17467457584436138,-0.007482927293367233,0.29246140592283765,-0.3618599889216171,0.08702214878486418,-0.2942346210087374,0.2644583938236733,0.10805342401978907,-0.28545395972110243,-0.06493339550792596,-0.10707304712900013,-0.28562972166116113,-0.22335061275247528,0.40871281244844704,0.22827938306084278,0.43620259800678585,0.3334123029012775,-0.08021435104334047,0.17530981870348705,-0.4433454210803341,0.4084748387482428,0.21728950256112498,0.05071739931229583,0.6620266658977434,-0.1335123008168649,0.2587906359261639,-0.08457400942088451,-0.2914753291638904,0.18795687666196756,-0.0788172315436649,0.2674868977153898,-0.2287612507355586,0.18112595327271772,0.40451691747289636,-0.03936057739612458,0.31053798732879945,-0.004106365322464358,0.18413591580230412,-0.09174682295305911,-0.14676924596304508,-0.3650495131142171,0.5818771005922675,0.22877293496345763,-0.21613970701309085,0.6613155846145282,-0.23377230957670037,0.12951034530884864,-0.29520370827989956,0.4447001451091399,0.026537988116071384,-0.051444624296402744,-0.21227471085565616,0.39471288504715785,-0.23330127103608844,-0.260759542415779,0.36175066575624765,0.11228948566686853,-0.02967618019161338,0.012919655876591746,0.2152205074894462,-0.24604208651082105,0.3954168120276296,0.26105715563260357,0.13050046605187082,0.5149474878627206,0.29884549714636877,-0.1650620372449457,0.07564282240801586,0.1565294623933384,-0.0754034787287369
ACC_sup_L,0.1549168001867706,0.33120857145467913,0.040045298243931444,-0.014444685657261218,0.3744151610015088,0.02940273946915192,-0.025345634271352592,0.11725631062768269,0.26373952163180325,1.0,-0.12518637154080597,0.05410820992458329,0.24489243396168495,0.10414976876655131,0.3409759217232206,-0.04303346765157049,-0.12187831873728001,0.006266712281796022,0.18065751437477326,0.2266656108752347,-0.0001937882466207447,-0.16065001788653785,0.377762105699938,-0.014610978967253552,0.24115532630146963,-0.273256046048646,0.25406216932575004,0.32196454210468944,0.0016855065550917235,0.2701994446814411,0.1598457134880273,-0.22641154217066786,0.2112652433156423,0.09216507904827774,0.1577746285312679,-0.06975977221275648,-0.05548405259998315,0.08790991904187315,0.20143423330807605,0.24173510590863814,0.01627913789548089,-0.12001854477909615,0.37035926766937177,0.0517650736188723,0.4316940879551943,-0.01711465682004616,-0.08655401938636785,0.06297955389168922,0.6454893539044728,0.03597073664191446,-0.2192770477278694,-0.01304007076288313,0.36465463654331315,0.3225057960365234,0.21569100206058373,-0.034000205941753465,-0.19863037951745255,0.19294828210366477,0.2944964272214952,0.21671164199569834,0.2860080790515842,0.2398807175911808,0.5604216382258599,0.32043563200064884,0.3174487683554191,0.2447977773625208,0.5599275444618725,-0.027191087735343254,-0.2606655865151031,0.27660432769295207,0.20168623909006106,0.342198938426648,0.233285589262687,0.23680395769341406,0.16584207760742078,-0.27771456406005957,-0.250291899107898,0.24384019487195197,0.38710244227530605,-0.03601770217324675,-0.23702516304691199,-0.002606887402179189,0.23765387139457744,0.3452349361588888,0.1285605851756925,0.3792580505469128,0.1597929615010783,0.16617834388228667,0.03181135602756254,0.05785407795308423,-0.2870252337726119,0.4384051712188548,0.02178655978748654,0.6043355418914522,0.35157434053055003,0.2155951370302182,0.46597934554846265,0.6351037329926132,0.49481408769151763,-0.008377545210441754
