,Occipital_Inf_R,Insula_R,SN_pc_L,Temporal_Sup_R,Olfactory_R,Hippocampus_L,Cingulate_Mid_R,Cerebellum_4_5_L,Cerebellum_Crus2_R,Thal_PuL_R,Pallidum_L,Paracentral_Lobule_L,SupraMarginal_R,Thal_LP_L,Thal_MDl_L,ACC_pre_L,Cerebellum_9_R,Thal_VL_R,ACC_sub_R,Frontal_Sup_2_L,OFCant_R,Thal_PuA_R,Rectus_R,Thal_AV_R,Angular_L,Heschl_L,Postcentral_R,Thal_PuI_L,Thal_PuA_L,SN_pr_R,Thal_LP_R,Red_N_R,OFClat_L,Frontal_Inf_Oper_R,Calcarine_L,Cuneus_R,Frontal_Sup_Medial_L,Vermis_1_2,Cerebellum_7b_R,ACC_sup_R,Thal_MDl_R,Vermis_10,Supp_Motor_Area_R,Paracentral_Lobule_R,Temporal_Sup_L,OFCpost_L,Thal_MDm_R,Calcarine_R,Caudate_L,Hippocampus_R,Vermis_9,Putamen_L,Temporal_Mid_L,Vermis_7,Cerebellum_Crus1_L,Thal_AV_L,Thal_PuM_R,Vermis_3,Thal_PuL_L,SupraMarginal_L,OFCmed_L,Parietal_Inf_R,Lingual_R,Temporal_Pole_Sup_R,Cerebellum_9_L,Frontal_Med_Orb_R,Cerebellum_6_L,OFCpost_R,Occipital_Mid_R,Cerebellum_3_R,Thal_VPL_R,Thal_Re_R,Cerebellum_10_L,Caudate_R,LC_R
Occipital_Inf_R,1.0,-0.1545644469389175,-0.28083729141385605,0.5860130381844854,-0.28562972166116113,-0.26614617685038405,-0.09517476018017851,0.46684869357539327,0.3465180948432027,-0.347804793666855,-0.06822593414314548,0.21890452909086908,0.6893098540119497,0.025894911824752728,-0.19960070139457822,-0.12837049024703812,-0.4957733342001302,-0.15877244912584848,-0.028149941610710365,0.11589527997291865,-0.5379551745876846,-0.18014114102328926,-0.3850276142088438,0.4273962150183958,0.19286125847602598,-0.12594317599955746,0.4020449514258275,-0.06418777031572523,-0.21876569674974425,-0.2586631322655277,-0.00475440385561788,-0.41143334272972365,0.32129631854795476,0.24348262269467003,0.5569302061978806,0.4869769657893744,-0.0598784482341048,0.30903361888188224,0.03997083180774228,-0.0867872190140207,0.06276866288153364,-0.4544256864436063,-0.07649151409097805,0.12252963921163491,-0.01616684642522519,0.270557421326138,-0.24889234043440844,0.6367162889123898,-0.26577342466048326,-0.3930245659776369,0.23354972636530977,-0.06598009427224018,-0.24186056254507535,0.10172434605677451,-0.03209635667444811,0.12168664169236357,-0.23843984070906143,0.47426525870517966,-0.22906084941521054,0.5036149358283613,-0.2243682189144692,0.5017518299258725,0.49726761161551486,0.1720349824566556,-0.35061192481086406,-0.32758770591651937,0.4590996278970711,0.5664948623574132,0.657814589456635,0.11495096119510578,-0.016096362848066276,-0.21143621209057198,-0.574857809983045,-0.32069673041571983,0.3222931289912515
Insula_R,-0.1545644469389175,1.0,0.24118828291412642,0.19260719772464788,0.06965916960802968,0.4704543501817304,0.26923730711449295,-0.01903971727909001,0.11307905858918317,0.23100738158919382,0.12400291875540952,0.04168791117308456,-0.1836083609896354,0.30713867387291194,0.09515229795524748,0.4636510141177513,0.35430800178419974,0.390740240324705,0.06450586769985209,0.3458368216290135,0.49674751344446255,0.2634055983006465,0.5694869962139855,0.030499058996345994,-0.11630506585529966,0.5512667707240847,-0.03954832325497694,0.374682463262655,0.48704433967840416,0.2101231097995295,0.12656587013215917,0.36450818393202244,-0.045395150277229915,0.44377768125558575,-0.1657592900927929,-0.17581336305722042,0.24065065663573368,-0.14077953305684282,0.29112095799194254,0.23452553604141796,0.173535796588636,0.37984480944979787,0.19911573017840378,0.09438623200847854,0.37466244843384494,-0.03374990963955776,0.41167720304034067,-0.20172185067202167,0.2823367111024572,0.514696028152022,-0.014660233118871598,0.17438692208656875,0.2542988391019948,-0.015126886622862545,0.1402564680671758,0.01912329881332662,0.46976416822288886,-0.25525569790987823,0.5286511902605028,-0.18861137049830495,0.1880340902962504,-0.14974261945249676,-0.062121479124445725,0.3677712576223698,0.4041546591378301,0.5438534832741336,0.005953501605240291,-0.04802732142147104,-0.2583959905742603,0.3196217274114122,0.38507204216324514,-0.016419085517757802,0.292179679245799,0.5335820840885579,-0.1134377246821556
SN_pc_L,-0.28083729141385605,0.24118828291412642,1.0,-0.10686495589224271,0.2571171104111094,0.4026561704555001,0.23936066733640063,-0.0815986935580225,0.06749207848214259,0.27635022511472046,0.3691700407399366,0.17579097456489146,-0.17105912700994697,0.07413383706628306,0.31100759102445763,0.06549562565237906,0.3887691297528977,0.2744394120828063,0.022081658644227387,0.08036132840396742,0.30087859411979645,0.24962135331283497,0.2879889513715536,-0.1387513780382985,-0.08626057189791843,0.24995874692976386,0.06681363554267113,0.401348964784131,0.31071720591012447,0.24443664159757045,-0.11733387182928669,0.1140171487569189,0.022269875985119012,0.13395055874211811,-0.16322627760225222,-0.0693601786290886,0.0229953240849739,-0.06771918681354971,0.2252095440466394,0.24254416592138672,0.22836857397872506,0.3550748616115046,0.12778249571672162,0.2631753192077389,0.22311283778803842,-0.20907394244254612,0.34849220974413614,-0.1636426268888484,0.22135292981867105,0.4667904332973907,0.029400632148134966,0.262544203184502,0.22207773073471512,0.12787366120800858,0.18223930987509981,0.06516721249256353,0.36198171448690386,-0.05411943897562537,0.12895165291936642,-0.04421419483675491,0.02966051953948774,0.023546022762828838,-0.16839750609441723,-0.1336774641818994,0.30087325283868216,0.1360946047798807,-0.024460682418950067,-0.2312821991736143,-0.24899761925678568,0.21509460073134118,0.29601452111386817,0.14714382242841953,0.415868606156872,0.40092880656612023,0.07673413493228996
Temporal_Sup_R,0.5860130381844854,0.19260719772464788,-0.10686495589224271,1.0,-0.21227471085565616,0.29297150126992266,0.24554382830052823,0.7144291633063626,0.2772276774633991,-0.07631860295796057,0.16220963683073453,0.5857513175067283,0.728444305283872,0.4242066118881986,0.05739714381049061,0.08715357122072896,-0.3550331743389442,0.24959156531824983,-0.242246360925701,0.37081164674636574,-0.306428856111672,0.21413543911248997,-0.2450885609111817,0.5734118523608391,0.05031323185509813,0.3885329739548046,0.6954293628422294,0.35658529073376743,0.17521202752996345,-0.10775852478050908,0.09799027904814854,-0.18010921107228686,0.4205754548960098,0.6028289730553829,0.616440860059374,0.4227879371445798,-0.16241389145585028,0.4862098334198846,0.05773372073749382,0.16916176094920538,0.39625937792490096,-0.35360413543538716,0.3496430475871635,0.545178078368846,0.4423452094261186,0.4654724980670783,0.11412451671312555,0.6516950767117876,-0.026589102953872453,0.03349350921506817,0.20770948250058213,0.2793555052158102,0.03158792037070017,-0.042007391475632684,0.0763547886709811,0.35969145912637074,0.28260864229578236,0.4745592243666085,0.10258077836002875,0.5040115682614,-0.17610114984190706,0.5408779940334061,0.759594955793641,0.5065082072687415,-0.32919334854450544,-0.21409298160498144,0.44209058297754233,0.6656220572909655,0.4832043264200893,0.3190304343629933,0.49224519054598503,-0.0902435553658593,-0.4556852584940577,0.07849177176805613,0.5199132445124449
Olfactory_R,-0.28562972166116113,0.06965916960802968,0.2571171104111094,-0.21227471085565616,1.0,0.40871281244844704,0.13050046605187082,-0.21613970701309085,-0.10707304712900013,0.39471288504715785,0.23139315212317405,0.1687451642123903,-0.2312676221675625,0.11228948566686853,0.3954168120276296,-0.08457400942088451,0.258748199057346,0.2177339401850427,0.17544617020032333,0.07564282240801586,0.190002457676961,0.40451691747289636,0.05884301654598516,-0.02967618019161338,-0.05606299823156229,0.17623226027053823,0.012919655876591746,0.2730612101699871,0.2519211316757323,0.15286822713301,-0.043334981775820285,0.47821625803917606,-0.2221939119261045,-0.051444624296402744,-0.26998470495232024,-0.14006843169697533,0.12275392996218398,-0.14676924596304508,0.0468215946812289,0.30322677635135464,0.33216942426910273,0.2152205074894462,0.2293646259812573,0.18795687666196756,-0.2667336056228505,-0.03936057739612458,0.2948791651965792,-0.28674680158673344,-0.004106365322464358,0.43620259800678585,-0.0884866390316052,0.22827938306084278,-0.1650620372449457,0.004666193071480234,-0.11682594703687606,0.1565294623933384,0.35369260793819624,-0.22335061275247528,0.12951034530884864,-0.1393692170255685,0.4084748387482428,-0.13175454774409687,-0.16016922415818516,-0.0788172315436649,0.29274081500527416,0.05142137349261056,-0.3618599889216171,-0.3650495131142171,-0.2942346210087374,-0.15011813255361595,0.30416684984395337,0.49966453284182,0.29704408204536825,0.2827628784271924,-0.12418531847487724
Hippocampus_L,-0.26614617685038405,0.4704543501817304,0.4026561704555001,0.29297150126992266,0.40871281244844704,1.0,0.4189814405435892,0.11853182670144406,-0.1493397902620038,0.5129553214255241,0.3779554916721921,0.5050237281637493,-0.06200592900813607,0.5168347667081279,0.4372939967484445,0.32289088178579706,0.34986041359455844,0.575321095963738,-0.17701587898871793,0.2739035118647564,0.4328956591480323,0.5806656864250742,0.2839278305943555,0.1537683451866439,-0.18460228072050264,0.7346332126625001,0.3658997612591104,0.6315222885237748,0.6666483071512306,0.2963868156897008,0.011015456472915333,0.5135374694997872,-0.013777023157014998,0.5540101413424816,-0.08975705639890248,-0.20240503549278593,-0.10881317156074351,0.0839624707530499,0.08347291741559838,0.2891409547827359,0.45972449676296784,0.21835673979892023,0.5837335782263084,0.5563997364712423,0.4541906453619384,0.102493582674086,0.5777306432268726,-0.16731004718606585,0.2183517251951422,0.7982275259657445,-0.05824167611019631,0.44807515855792407,0.26418048787142046,-0.045599454123998885,0.07213203204047484,0.25723034606383943,0.7622860006534413,-0.14346369959018945,0.5798737970468426,-0.02810833611257644,0.2722171915531305,-0.029516956977254663,0.21867879667738485,0.2991267314007387,0.19056531249708691,0.2479613865338794,-0.1509705474012096,-0.078419084338273,-0.3747213858945264,0.22857712412446546,0.6907048560001203,0.2560158750138075,0.35473225009054815,0.6371806727785752,0.16372923069589487
Cingulate_Mid_R,-0.09517476018017851,0.26923730711449295,0.23936066733640063,0.24554382830052823,0.13050046605187082,0.4189814405435892,1.0,0.22933954566121328,-0.1396174651365742,0.3186654325196176,0.49515745611748335,0.4994119566667129,-0.11610084884929733,0.6485335746598385,0.46539075294933685,0.15483266348723357,0.024905900491719566,0.6187502263290139,-0.10684986497472014,0.7084295952755487,0.0823725168605554,0.5057071738026017,0.09616157368942746,0.2977345546045872,-0.23104188574744616,0.4138258204123781,0.18325064816426387,0.44895809754904276,0.5123797486861248,0.08328522094533385,0.4103744747276938,0.045692387044950405,0.017822350106938868,0.24641444475451962,0.032123502772575294,-0.04829342498222212,0.3473421371092039,0.24367792583409442,-0.1366078190204582,0.501108980941021,0.45838815315718695,0.06323736055963285,0.7046667854171533,0.5015298462063985,0.52238472518706,0.18428515117005365,0.40716693959828787,-0.01819551453261136,0.6206912789690202,0.26991060363791297,-0.14138246234174884,0.5483498472604301,0.4714122801973737,-0.01881365522123091,0.09238436049133093,0.4668405661725224,0.4742845200482976,0.16653261285244988,0.28071245825985625,-0.15019478654731852,-0.16629125461228583,-0.016737355534431425,0.24339711432143968,0.19053169090330754,-0.07349454876334119,0.028387113523928708,0.012007777440186178,0.1632357406315778,-0.2076691138690117,0.15417725713684907,0.5722221320785321,0.30600405441663475,0.0519135586751639,0.5913884663363064,0.2572584860474644
Cerebellum_4_5_L,0.46684869357539327,-0.01903971727909001,-0.0815986935580225,0.7144291633063626,-0.21613970701309085,0.11853182670144406,0.22933954566121328,1.0,0.29804750223747295,-0.12665818147484023,0.10541738911436552,0.5760421727418008,0.7724538064142598,0.3165880914289832,0.1721892975149409,-0.04372497085694704,-0.2135477573097177,0.08734717038374872,-0.04108363925509288,0.4212271284817309,-0.37578658882931615,0.2974146773752582,-0.32515951634460705,0.546257025128967,0.04534144111494646,0.13636815930167492,0.7159504852989004,0.4407395765638777,-0.06187534896163119,-0.16111678038987254,0.0809214081348822,-0.37091091710971785,0.700535095626918,0.45478726448543333,0.851977317892085,0.6496024449976278,-0.010942525110225247,0.7767717784558072,-0.05176856227992295,0.39454049740387226,0.37446996968994933,-0.3213150545504961,0.2535672731905413,0.6004784824738025,0.55772381036633,0.6514847140056957,-0.10369245752146702,0.8182924021547916,-0.08331042433432621,-0.01896844966004868,0.5575521417349716,0.1764506695981734,0.3225529568023417,-0.31798084528502174,0.33553124352803904,0.5690150039396857,0.13432667135653825,0.7909473426174576,-0.17631199658332125,0.754236320265951,-0.16655746269979255,0.7298791108439818,0.832552694156654,0.3638236588378787,-0.3292973269450753,-0.33175074944845584,0.7448505464158237,0.750253993982652,0.4598875738218218,0.5585580889266513,0.3793724363773279,-0.03629865041852027,-0.5211729820370752,0.023736603689167673,0.6934870134106149
Cerebellum_Crus2_R,0.3465180948432027,0.11307905858918317,0.06749207848214259,0.2772276774633991,-0.10707304712900013,-0.1493397902620038,-0.1396174651365742,0.29804750223747295,1.0,-0.125841621955313,-0.04141301410711861,0.07656031393067252,0.5236858343101726,-0.19907982826153955,-0.09512508372650301,0.0936934250696499,0.12179061448794748,-0.24665495335159027,0.18708290763766278,0.12024118218522745,-0.17929134302387154,-0.22638276050392372,0.036933456481898864,0.049478568245777885,0.282830489083359,-0.09915608983898899,0.3051852698353571,0.16208732966938008,-0.20652616638521143,-0.08037126404098771,-0.10570490944593462,-0.38458472003788696,0.40119827657277995,0.09742659335365468,0.42626031493810257,0.5896384883381681,0.2023920045159595,0.12799506526270554,0.7440359981735403,0.06998579975488968,-0.0003251018523168313,-0.05555470803362279,-0.30713176276404003,0.0632525563902457,0.03032596168374058,0.05430275360566846,-0.2482832458817378,0.5320375619090099,-0.17250004114697176,-0.050807435065145186,0.483973234819847,-0.12804842446588902,-0.042155494725174825,0.04945730026630218,0.3376816989726857,-0.03507109358372589,-0.16175052133338066,0.4648953790561033,-0.2990344279776988,0.46873121482092267,-0.20933490227083823,0.5956338523022823,0.21277844383871342,0.1113224295884484,0.28291478498567824,-0.06591294775517265,0.595113287870192,0.3064369077380413,0.5306619761306745,0.48930988304971085,-0.1153116345442636,-0.25944443588898297,-0.09544014796018464,-0.13587239601111817,0.3116556593102555
Thal_PuL_R,-0.347804793666855,0.23100738158919382,0.27635022511472046,-0.07631860295796057,0.39471288504715785,0.5129553214255241,0.3186654325196176,-0.12665818147484023,-0.125841621955313,1.0,0.3968146208525726,0.3426677821132553,-0.25932144154185666,0.26605291923375757,0.48862529547319167,0.1483580748415151,0.41330407563830446,0.5017618026698504,-0.1951868539365026,0.1557619328805777,0.3882272212128324,0.4058460814391586,0.33949908515330773,0.024621468816603816,-0.1479384475622674,0.43797786736317834,0.07756235393180312,0.3934138488422988,0.5015079147203249,0.31651385842286817,0.041043148995256865,0.2805886003590716,-0.2621274265226817,0.1692652264437377,-0.22767303051410653,-0.2369953862450636,0.1277745670820599,-0.1202645417933922,0.10926647349410076,0.31559145341330086,0.3744701398348937,0.24575789074413845,0.3663398063041074,0.37749611029165314,0.23551740825004003,-0.1456128491115369,0.4954462561924647,-0.28198549220396524,0.3854868096754275,0.4802612412569128,-0.06518517829830155,0.36057970329753225,0.297211072787027,0.07703794101997233,0.21639778954208705,0.15374691057776857,0.6129003025997082,-0.13173914321173538,0.2215779442017001,-0.18530728230143007,-0.0026879639428347333,-0.09209364400843502,-0.13187116112814454,-0.002643111750750029,0.2665179503261556,0.05910242153579815,-0.17870736654577757,-0.21062652064220083,-0.36548419883612193,-0.002358804177474627,0.4876668965701972,0.23085058891599305,0.453066718763317,0.6252157524364952,0.03096034677673762
