,Occipital_Mid_R,Paracentral_Lobule_L,Hippocampus_R,Frontal_Sup_Medial_R,Thal_MGN_L,Cerebellum_Crus1_L,Cerebellum_3_R,Thal_MDl_R,Temporal_Mid_L,Fusiform_R,Frontal_Inf_Orb_2_R,Angular_R,OFClat_R,OFCmed_R,SupraMarginal_L,Red_N_R,Thal_PuL_L,Raphe_M,Cerebellum_3_L,Temporal_Inf_R,OFCpost_R,OFCmed_L,ParaHippocampal_R,Thal_PuI_L,Caudate_L,Frontal_Med_Orb_R,Cerebellum_4_5_R,Cerebellum_10_L,Precuneus_L,Temporal_Pole_Sup_R,Insula_L,Thal_PuA_L,Temporal_Inf_L,Cerebellum_4_5_L,Thal_VPL_R
Frontal_Inf_Orb_2_R,0.2402408190098012,0.1297044087913059,-0.027631839715589628,0.33916488468742706,0.2482430519043927,0.3647410875201126,0.5900158443403395,0.0007321732642453101,0.44975206861482636,0.4772262528609984,1.0,0.4359896404395476,0.6130499947574654,-0.1462341512709712,0.3445481658208044,-0.39841238254706735,-0.03280326510036386,0.32772177910277245,0.20451160686845,0.05679170852186503,0.5978178729258055,-0.32979080718962134,0.13378562202517136,0.2626995178184232,0.16334149702138925,0.02467182100728296,0.5096883503880264,-0.2516084737550439,0.48336861655592545,0.30446344509915513,0.015958324888864138,-0.039744630109884736,0.24908933492667878,0.4522597965154403,0.037034222107327326
Angular_R,0.6048033536826124,0.09203944197033245,-0.36914993630390225,-0.23597510921891882,-0.17859984128128586,0.19739182874944816,0.2576328804157141,-0.06527809799307603,0.044490869856311836,0.41307980070008277,0.4359896404395476,1.0,0.2726828642556444,-0.33711756580462665,0.3654272843691887,-0.5701526154974816,-0.5296716769335709,0.1944370909542537,0.15910187981447654,0.30989795908063494,0.5028513117998447,-0.4578594246928489,-0.1617903722108586,-0.10698787206914562,-0.008005042158713479,-0.3627726618448448,0.609431616458052,-0.3690153815305323,0.5732186491071066,0.02127221885644418,-0.48289779527345034,-0.4396268451297359,-0.16996828437947026,0.3481664464495723,-0.22831859887019207
OFClat_R,0.1808031052673811,0.16401650701700368,0.21405111622067496,0.30214428162954543,0.35131283549634723,0.5063955693304447,0.69971720247651,0.0027428358635674267,0.36838507558610706,0.3141360221545606,0.6130499947574654,0.2726828642556444,1.0,-0.23462399528615158,0.6239296910547468,-0.3502984213933255,-0.17153850501419263,0.38676694340035034,0.30639032326925447,-0.24698801405508217,0.38419887020168714,-0.07905295852297894,0.3432832093373772,0.3172718203835499,-0.21139739467906624,-0.0820833213425032,0.42211862318059995,-0.14882565406280743,0.5105848133665237,0.010542667168382867,0.049936761494718464,-0.1659563856455472,0.43511101644851496,0.4543359215030033,0.016578506606124924
OFCmed_R,-0.338374223036841,-0.1421409456860509,0.28513088939421655,0.21492828356949495,0.15885186045396296,-0.07567039620940552,-0.09114717164900697,0.1101428607587771,0.021012030872111998,0.10693012457159923,-0.1462341512709712,-0.33711756580462665,-0.23462399528615158,1.0,-0.3890957344787226,0.5198959543344114,0.28065442594833984,-0.027057374918764282,-0.3294784051550106,0.1675645943321778,-0.3980993690136106,0.48591810126364693,0.37446327694985665,0.1502343433965136,0.20814424227174216,0.5456435256688,-0.38349358095627395,0.3308844971879564,-0.3387156572198784,0.1956901254828512,0.5364278425434198,0.22206019052723405,0.1291643661539974,-0.19598437518254785,0.15090040090004195
SupraMarginal_L,0.5257190503870031,0.46822968610682053,-0.005126584614539308,0.12552309506144202,0.3296855928499359,0.3961511092006782,0.5525854019888303,0.13941166720288795,0.09729965934928238,0.33780311468208374,0.3445481658208044,0.3654272843691887,0.6239296910547468,-0.3890957344787226,1.0,-0.4443405477869881,-0.3627131973008747,0.317458828508297,0.7813056912832179,0.011813528116891073,0.642337817693106,-0.07983568327029275,-0.07598507778403658,0.30670361998643947,-0.49373437421673444,-0.3593134750425432,0.7769312709532082,-0.43636549637317734,0.8276729874805706,0.1658219057588624,-0.3422287284372483,-0.2687294197540654,0.2471267739698402,0.754236320265951,0.09099198284982776
Red_N_R,-0.5263343535674854,-0.1249100117571424,0.44823772266939416,0.29043733398841387,0.3128052971978027,-0.2874802271102586,-0.20614274154160897,0.18618474572402294,-0.13592622143831698,-0.08953057682589338,-0.39841238254706735,-0.5701526154974816,-0.3502984213933255,0.5198959543344114,-0.4443405477869881,1.0,0.580109439291706,-0.08457893285986451,-0.19738576041182335,0.06174200274106225,-0.43853210969593687,0.5250494863489702,0.3059185819584032,0.1427567632128878,0.058346415156281625,0.3857743748955258,-0.544123373055201,0.3182946066779594,-0.5885613514989978,0.19829495353936566,0.631791132572002,0.42336768664844715,0.11175264075637535,-0.37091091710971785,0.27119184833827475
Thal_PuL_L,-0.4358024894002425,0.011166330413568687,0.4658203485190795,0.5494997447640848,0.35021390296171645,-0.272458601059709,-0.08538025269193718,0.21601487499885635,0.009951708136795542,0.01808378713628409,-0.03280326510036386,-0.5296716769335709,-0.17153850501419263,0.28065442594833984,-0.3627131973008747,0.580109439291706,1.0,-0.1798297988721271,-0.022198427070470466,0.03269468775960099,-0.20017757725419166,0.3682578976056324,0.2632270853555046,0.23580687762475633,0.19304332442005265,0.43034344339639796,-0.3948551805312303,0.2227871979095744,-0.41979621682871837,0.24510055840809572,0.6179988454373335,0.7347259022547166,0.04987849734943782,-0.17631199658332125,0.46416040856490026
Raphe_M,0.03387452662900866,0.48722800479952616,0.15384328117364734,0.13414138958685745,0.48423266775536405,0.35388531275216134,0.49611368153091184,0.46499630264533276,0.579863050097398,0.21340859718268054,0.32772177910277245,0.1944370909542537,0.38676694340035034,-0.027057374918764282,0.317458828508297,-0.08457893285986451,-0.1798297988721271,1.0,0.0698916379081406,-0.10735297720186732,0.3509149260373128,-0.19760223488306786,0.15345981579816498,0.46728430055982656,0.2441424870862145,-0.27285589196090637,0.4398963038682711,-0.2166318717962993,0.36926930863810614,0.1763350263940603,0.17779485970888656,0.057860684085762434,0.6405644161901475,0.4913211092977517,0.4459182523166682
Cerebellum_3_L,0.5157739406819617,0.3942594299798271,-0.04385143508905805,0.2719297671374556,0.33835200293127154,0.11371798386816215,0.3106715295213519,0.18254431160183668,-0.1526734302115898,0.37209448124822697,0.20451160686845,0.15910187981447654,0.30639032326925447,-0.3294784051550106,0.7813056912832179,-0.19738576041182335,-0.022198427070470466,0.0698916379081406,1.0,0.265820629977964,0.609000504186448,0.07474543678546068,-0.2652419368731547,0.2306360503222078,-0.49731874450218727,-0.25292948802815896,0.6721925198987277,-0.5116307536352233,0.6069650736906982,0.30547165612573274,-0.28973390568252483,-0.06850768750953193,-0.027650574183679083,0.7294464728392529,0.1975066675989398
Temporal_Inf_R,0.4585460118410237,0.04558957154861064,-0.2195266237586163,0.012946112056002062,-0.028056489646322277,-0.19993220599817285,-0.04585373950188777,0.16061052855054841,-0.39691502839566767,0.7114269184162877,0.05679170852186503,0.30989795908063494,-0.24698801405508217,0.1675645943321778,0.011813528116891073,0.06174200274106225,0.03269468775960099,-0.10735297720186732,0.265820629977964,1.0,0.26206011887370656,-0.03993818104613184,-0.14566285213584787,-0.012556800392269524,-0.01576305157198274,-0.002256555887706956,0.34333287184172806,-0.2606795181582118,0.21064437161336041,0.4284646809434019,-0.18137323735461847,-0.01764439678517663,-0.48972463396787524,0.20862270508305475,0.07527840063995551
OFCpost_R,0.4949777378017935,0.4354324212483684,-0.22857982163740526,0.1839956869321933,0.25622865261167255,0.319017457901846,0.4241582369860977,0.24718150046244158,0.2775811707813824,0.4166423597916083,0.5978178729258055,0.5028513117998447,0.38419887020168714,-0.3980993690136106,0.642337817693106,-0.43853210969593687,-0.20017757725419166,0.3509149260373128,0.609000504186448,0.26206011887370656,1.0,-0.45805042630176024,-0.30087441883775345,0.20579329165726176,-0.04048982915091855,-0.5017033533791033,0.8114214685427443,-0.5657293097304191,0.6810905047380627,0.4609002673083502,-0.2858836270674183,-0.14075342195765483,0.09105407937967343,0.750253993982652,0.18773045539594152
OFCmed_L,-0.25760762909423635,-0.1817779980049432,0.3316101734129172,0.2885301283771813,0.16459346916065415,-0.3796325253058087,-0.20337560835777213,-0.08109401625628775,-0.366902675626352,-0.11024722013522453,-0.32979080718962134,-0.4578594246928489,-0.07905295852297894,0.48591810126364693,-0.07983568327029275,0.5250494863489702,0.3682578976056324,-0.19760223488306786,0.07474543678546068,-0.03993818104613184,-0.45805042630176024,1.0,0.19850406508756807,0.08446402069119255,-0.35754681779808106,0.5764714728550941,-0.3982864176918873,0.17850500447690784,-0.3263700395583275,-0.008365485947950543,0.35251249003830465,0.10505746696789615,0.0062744942344708605,-0.16655746269979255,0.04430341578967776
ParaHippocampal_R,-0.34536165875188,0.09334202257295715,0.806812298594967,0.38096412224960796,0.3376806283462131,0.3654879077471441,0.43276308387214835,0.12265561214086446,0.3258424623341473,0.27838649782382835,0.13378562202517136,-0.1617903722108586,0.3432832093373772,0.37446327694985665,-0.07598507778403658,0.3059185819584032,0.2632270853555046,0.15345981579816498,-0.2652419368731547,-0.14566285213584787,-0.30087441883775345,0.19850406508756807,1.0,0.4335143524498257,0.18127143012996794,0.3918819262020531,-0.24951896459083195,0.5765044580105892,-0.011196640336668824,-0.04801913441437309,0.5720708233286685,0.3137253023767491,0.5230223044669464,-0.133689851990843,0.26017595337085325
Thal_PuI_L,-0.06646847560116485,0.651995527702814,0.5707723443162709,0.45946104866940835,0.7883054430701061,0.27777292709090995,0.488614133917739,0.5541878887544889,0.34515708812481,0.34378180315787793,0.2626995178184232,-0.10698787206914562,0.3172718203835499,0.1502343433965136,0.30670361998643947,0.1427567632128878,0.23580687762475633,0.46728430055982656,0.2306360503222078,-0.012556800392269524,0.20579329165726176,0.08446402069119255,0.4335143524498257,1.0,0.10822056031534631,0.020184895698167515,0.2141664272939033,0.19226776241183982,0.41294757439230767,0.2979722653208729,0.40376617364286665,0.5407516321328995,0.5259869989731949,0.4407395765638777,0.6911331174429381
Caudate_L,-0.27224461600946637,0.11168154618855446,0.11758597434064041,0.024604232110854208,0.06723338530754763,0.05352056039285825,-0.0049700982678605714,0.29940155018416265,0.5495390803421754,-0.03285997083584192,0.16334149702138925,-0.008005042158713479,-0.21139739467906624,0.20814424227174216,-0.49373437421673444,0.058346415156281625,0.19304332442005265,0.2441424870862145,-0.49731874450218727,-0.01576305157198274,-0.04048982915091855,-0.35754681779808106,0.18127143012996794,0.10822056031534631,1.0,0.02207379548788081,-0.16913875675519358,0.21527507682777097,-0.2436834198540257,0.05516283880035603,0.4537845892950531,0.3593548317142459,0.21004241521757996,-0.08331042433432621,0.33761453223461857
Frontal_Med_Orb_R,-0.3408717609590126,-0.33549433856484145,0.35296954917001716,0.34702664442402337,0.055717956359704335,-0.1617633939710163,0.02725296459077304,-0.3068409458364461,-0.0811516152785173,0.08167436407270637,0.02467182100728296,-0.3627726618448448,-0.0820833213425032,0.5456435256688,-0.3593134750425432,0.3857743748955258,0.43034344339639796,-0.27285589196090637,-0.25292948802815896,-0.002256555887706956,-0.5017033533791033,0.5764714728550941,0.3918819262020531,0.020184895698167515,0.02207379548788081,1.0,-0.4500731299956241,0.3642527488425146,-0.3313415028501699,0.1063702964771357,0.46452506787213527,0.1960619618106546,0.04268145131479916,-0.33175074944845584,-0.06508836917677159
Cerebellum_4_5_R,0.6549671490868604,0.41518734763677184,-0.2762013440316703,-0.02553647568065517,0.2404008074940729,0.35318084647027376,0.580799080418142,0.19577515347781577,0.17250670432236553,0.5673201524257372,0.5096883503880264,0.609431616458052,0.42211862318059995,-0.38349358095627395,0.7769312709532082,-0.544123373055201,-0.3948551805312303,0.4398963038682711,0.6721925198987277,0.34333287184172806,0.8114214685427443,-0.3982864176918873,-0.24951896459083195,0.2141664272939033,-0.16913875675519358,-0.4500731299956241,1.0,-0.6249202270658101,0.8272141145026157,0.31796319134537315,-0.4332985598240952,-0.2957696928677833,0.08617198623248128,0.8262161518927895,0.09900369357914386
Cerebellum_10_L,-0.4912491834554606,-0.06764492970505172,0.5211733648760383,0.06058317849825192,0.050373818237417385,0.08713569012902517,-0.07770482088900761,-0.0172051437016938,0.0993296736111016,-0.20138559432063863,-0.2516084737550439,-0.3690153815305323,-0.14882565406280743,0.3308844971879564,-0.43636549637317734,0.3182946066779594,0.2227871979095744,-0.2166318717962993,-0.5116307536352233,-0.2606795181582118,-0.5657293097304191,0.17850500447690784,0.5765044580105892,0.19226776241183982,0.21527507682777097,0.3642527488425146,-0.6249202270658101,1.0,-0.33781466844344177,-0.15172361003091933,0.4428744682293198,0.36248057119487587,0.19579259953273417,-0.5211729820370752,0.05993437832849915
Precuneus_L,0.5814167432278544,0.5882147981736093,-0.04158370936184736,0.08518550875348811,0.2559251642586866,0.4928308924737667,0.5827524788915549,0.20661656302611145,0.170160605832189,0.5386736614300236,0.48336861655592545,0.5732186491071066,0.5105848133665237,-0.3387156572198784,0.8276729874805706,-0.5885613514989978,-0.41979621682871837,0.36926930863810614,0.6069650736906982,0.21064437161336041,0.6810905047380627,-0.3263700395583275,-0.011196640336668824,0.41294757439230767,-0.2436834198540257,-0.3313415028501699,0.8272141145026157,-0.33781466844344177,1.0,0.20514469131371074,-0.40455384033996167,-0.16264760140326542,0.19468516959673474,0.7549823396834922,0.163985906382567
Temporal_Pole_Sup_R,0.08009527667743457,0.23830965329543627,0.054677895234742084,0.37737597583353105,0.39325330321333596,0.11470438713478096,0.29355219475271294,0.2575546448162551,0.16407715914778248,0.422033869115204,0.30446344509915513,0.02127221885644418,0.010542667168382867,0.1956901254828512,0.1658219057588624,0.19829495353936566,0.24510055840809572,0.1763350263940603,0.30547165612573274,0.4284646809434019,0.4609002673083502,-0.008365485947950543,-0.04801913441437309,0.2979722653208729,0.05516283880035603,0.1063702964771357,0.31796319134537315,-0.15172361003091933,0.20514469131371074,1.0,0.25166984472822945,0.19348349893785213,0.14917413812912175,0.3638236588378787,0.30231805270859546
Insula_L,-0.5621446862926727,0.08062262778053059,0.653048581364476,0.5242396361788592,0.5162442537139855,0.045508432846910814,0.17160000373269582,0.32858700923813294,0.4275813045997377,-0.009304018669803644,0.015958324888864138,-0.48289779527345034,0.049936761494718464,0.5364278425434198,-0.3422287284372483,0.631791132572002,0.6179988454373335,0.17779485970888656,-0.28973390568252483,-0.18137323735461847,-0.2858836270674183,0.35251249003830465,0.5720708233286685,0.40376617364286665,0.4537845892950531,0.46452506787213527,-0.4332985598240952,0.4428744682293198,-0.40455384033996167,0.25166984472822945,1.0,0.5827894028832379,0.5052248491936516,-0.135197159499066,0.47907838019116156
Thal_PuA_L,-0.37753875939020237,0.41404034258283623,0.4991061993202437,0.47125417344906795,0.4388764456277703,-0.0038347161610075274,-0.003400805170424748,0.5492211596413134,0.18678230794795117,0.028412229480500237,-0.039744630109884736,-0.4396268451297359,-0.1659563856455472,0.22206019052723405,-0.2687294197540654,0.42336768664844715,0.7347259022547166,0.057860684085762434,-0.06850768750953193,-0.01764439678517663,-0.14075342195765483,0.10505746696789615,0.3137253023767491,0.5407516321328995,0.3593548317142459,0.1960619618106546,-0.2957696928677833,0.36248057119487587,-0.16264760140326542,0.19348349893785213,0.5827894028832379,1.0,0.2423884783605168,-0.06187534896163119,0.7298867797584031
Temporal_Inf_L,-0.3598781614994479,0.4481339300098689,0.5760063057520198,0.3903468825592619,0.5291710569651189,0.5423209103913638,0.5369486240658208,0.3079710290068741,0.780757755199929,-0.04570014371167216,0.24908933492667878,-0.16996828437947026,0.43511101644851496,0.1291643661539974,0.2471267739698402,0.11175264075637535,0.04987849734943782,0.6405644161901475,-0.027650574183679083,-0.48972463396787524,0.09105407937967343,0.0062744942344708605,0.5230223044669464,0.5259869989731949,0.21004241521757996,0.04268145131479916,0.08617198623248128,0.19579259953273417,0.19468516959673474,0.14917413812912175,0.5052248491936516,0.2423884783605168,1.0,0.28072821833540595,0.43367522874551023
Cerebellum_4_5_L,0.4598875738218218,0.5760421727418008,-0.01896844966004868,0.26543576368837685,0.46868681283579033,0.33553124352803904,0.5585580889266513,0.37446996968994933,0.3225529568023417,0.46418586634008124,0.4522597965154403,0.3481664464495723,0.4543359215030033,-0.19598437518254785,0.754236320265951,-0.37091091710971785,-0.17631199658332125,0.4913211092977517,0.7294464728392529,0.20862270508305475,0.750253993982652,-0.16655746269979255,-0.133689851990843,0.4407395765638777,-0.08331042433432621,-0.33175074944845584,0.8262161518927895,-0.5211729820370752,0.7549823396834922,0.3638236588378787,-0.135197159499066,-0.06187534896163119,0.28072821833540595,1.0,0.3793724363773279
Thal_VPL_R,-0.17166709628852542,0.7014751104895092,0.511614717063089,0.45893901302085294,0.6119779660894491,0.11540166073120454,0.20714422615886027,0.7895314456837532,0.331685874605647,0.20523278381457052,0.037034222107327326,-0.22831859887019207,0.016578506606124924,0.15090040090004195,0.09099198284982776,0.27119184833827475,0.46416040856490026,0.4459182523166682,0.1975066675989398,0.07527840063995551,0.18773045539594152,0.04430341578967776,0.26017595337085325,0.6911331174429381,0.33761453223461857,-0.06508836917677159,0.09900369357914386,0.05993437832849915,0.163985906382567,0.30231805270859546,0.47907838019116156,0.7298867797584031,0.43367522874551023,0.3793724363773279,1.0
