,Cerebellum_7b_R,Red_N_R,Heschl_R,Rectus_R,Thal_IL_R,Thal_IL_L,Thal_LGN_R,Fusiform_L,Vermis_9,Cingulate_Post_R,Postcentral_L,ACC_pre_L,Thal_MDm_R,Cerebellum_8_R,OFClat_L,Fusiform_R,Cerebellum_6_L,Rectus_L,SN_pc_R,Pallidum_L,Cerebellum_Crus2_R,Thal_MGN_L,OFCmed_L,Frontal_Sup_2_R,Amygdala_L,Pallidum_R,Thal_Re_L,Rolandic_Oper_L,Frontal_Med_Orb_R,Paracentral_Lobule_L,Supp_Motor_Area_R,Thal_VL_L,Insula_L,ParaHippocampal_L,Temporal_Sup_R,Frontal_Sup_2_L,Thal_PuM_R,Thal_AV_R,Olfactory_R,Vermis_6,Frontal_Sup_Medial_R,Thal_MDl_L,Vermis_3,Temporal_Inf_R,Hippocampus_L,Occipital_Mid_L,Cerebellum_3_R,Parietal_Sup_L,Putamen_R,Thal_MDl_R,Thal_VPL_L,ACC_sub_R,Angular_R,Vermis_4_5,Thal_PuI_L,Cuneus_L,Paracentral_Lobule_R,Temporal_Pole_Mid_R,VTA_L,LC_L,Lingual_L,Postcentral_R,SN_pr_R,Hippocampus_R,Thal_VPL_R,SupraMarginal_R,Thal_PuL_R,Thal_PuA_R,Cerebellum_6_R,Temporal_Mid_L,Frontal_Inf_Tri_L,Parietal_Inf_L,Cingulate_Mid_R,Cerebellum_Crus2_L,Frontal_Inf_Tri_R,Cerebellum_Crus1_L,Red_N_L,Cerebellum_4_5_L,Temporal_Inf_L,Frontal_Inf_Orb_2_L,ParaHippocampal_R,Thal_PuI_R,OFCpost_R,ACC_sub_L,Lingual_R,Cerebellum_7b_L,Parietal_Inf_R,Parietal_Sup_R,Precentral_L,SN_pr_L,Calcarine_L,Frontal_Inf_Orb_2_R,OFCant_R,ACC_sup_R,Thal_AV_L,Raphe_D,Angular_L,ACC_sup_L,VTA_R,Occipital_Inf_R,Precentral_R,Cuneus_R,Thal_MDm_L,Frontal_Sup_Medial_L,Thal_PuM_L,Temporal_Mid_R,Vermis_7,SN_pc_L,Cerebellum_10_R,Vermis_10,Cerebellum_Crus1_R,Thal_VA_R,Caudate_L,Supp_Motor_Area_L,Precuneus_L,OFCpost_L,Raphe_M,ACC_pre_R,Occipital_Sup_R,OFCant_L,N_Acc_L,Thal_VL_R,Cerebellum_10_L,Cerebellum_9_R,Thal_MGN_R
Supp_Motor_Area_R,-0.30829983572338404,0.2670154616253202,0.5771900337179047,-0.08731797845569468,0.5872726450846554,0.4092192779707573,0.2920004611660991,0.4430607595585016,-0.17593945771193323,0.4181177683129106,0.23039167498002264,0.004198019809415925,0.5673889692461407,-0.14814565339236338,0.0405917602643005,-0.08851041206244531,-0.1188855013756538,-0.23682346631491688,0.01658332897469603,0.5077127631268543,-0.30713176276404003,0.47598659028953405,-0.004349569227645926,0.6738232714557887,0.4562842621420085,0.30032229477765643,0.37889208481602676,0.5921206160247645,-0.14598116802595001,0.6507327232890829,1.0,0.7665588810182621,0.40636542412277454,0.43311674291081925,0.3496430475871635,0.6325614491647709,0.5795255271414232,0.415449032399545,0.2293646259812573,-0.13984941110521829,0.4037086053217341,0.6279152767728513,0.056531362132411396,-0.05836418410778707,0.5837335782263084,-0.16058652559112838,-0.024919842761781774,0.09684425423307688,0.45266416731843484,0.6457005253639573,0.7032439728611805,-0.4586927175820158,-0.2656202001111224,0.13803217029136386,0.5248735419259081,-0.12190557891561486,0.5928716425033479,0.22658864745773144,0.1776503282697267,0.14177193294385199,0.3052459239641935,0.3123358516862139,0.07837504531192041,0.30018779775623566,0.7307321344716097,-0.013230345848623032,0.3663398063041074,0.6627265971291417,-0.15077278922627413,0.3251722580975783,0.391784805456258,0.09318585744890437,0.7046667854171533,-0.11838700396244807,0.2947976053919981,-0.036231779357444746,0.45378511148892536,0.2535672731905413,0.3780138191499882,0.251214439944551,-0.01757433281617692,0.275889397224508,0.14983712665832957,-0.2659877142437184,0.32465289518214585,-0.013328603792235815,-0.05318289198997419,-0.004510998059693503,0.5970658765165308,0.3501902512757583,0.026702590348455593,0.02380639520338121,0.08461041733923902,0.3515126041775426,0.5916058060720648,0.30205283847001313,-0.17447794172895376,0.3409759217232206,0.11728175713033524,-0.07649151409097805,0.5959600212939995,-0.1417253130564021,0.6107612738530246,0.003630308023213993,0.6397694017341569,0.27500091031635937,-0.09484813536812092,0.12778249571672162,0.13374426596075012,-0.02207672094068399,-0.19189179183708768,0.4465312054170426,0.36094634298669326,0.9149618278382747,0.0001209400760948769,0.3217898208118504,0.3726263055485786,-0.25791300115096094,-0.13471411456835503,0.40521167851151985,0.4024937135285772,0.7594312754329307,-0.0032312746341756587,-0.07715860387629078,0.15040493316463743
Thal_VL_L,-0.12163451533501807,0.33603062575106435,0.4695146605386959,0.07906228360494626,0.7863333006914053,0.6101992739786749,0.34707582153050837,0.36945256774632274,-0.2118806624580012,0.2727012446346763,0.13818708295670612,-0.02972295810384413,0.7979053477253554,-0.05827913529598181,-0.05339053579174118,0.03126458432129199,-0.1335304317982698,-0.06655736388844258,0.11284565137315639,0.7547188195745803,-0.18321025725105133,0.4857157343925781,-0.102336404856926,0.4326076155497619,0.40803143340870285,0.43277640965751335,0.4531287720658952,0.5116653545540203,-0.18235963994163645,0.5265664183723378,0.7665588810182621,1.0,0.5036567832907696,0.4766429068540211,0.2671802065120701,0.49521295154042894,0.6548048052465689,0.4129644827079495,0.2674868977153898,-0.1977292745027774,0.2728991529704203,0.781794336673651,-0.009826166543574441,0.03724950929601633,0.5702735022724217,-0.21890079492005715,0.015201730329406565,-0.01352305954789668,0.5229608840194,0.7965675937665774,0.8020465338741493,-0.4934534167337524,-0.2792387481010966,0.0731660808585345,0.4850815958667916,-0.1514539810344213,0.47878515772875013,0.22496230181986676,0.27895892072885203,0.00957867237168877,0.11649533090909038,0.206631371520564,0.23824568429640536,0.2935939070152706,0.7743713301178795,-0.0630435498771333,0.47982433079206727,0.6173045169477659,-0.06793896569171656,0.27566123554878935,0.31973959696853577,0.0015482972576699122,0.5385994134137406,-0.08539438100241924,0.2748823305165878,0.013526887708419644,0.5148440747086398,0.1316479443819041,0.27683595139125244,0.0910201642376229,0.0817659081344181,0.3478136087981257,0.09633552276241958,-0.25151829448830987,0.15742177483824737,-0.022302804175566175,-0.08261933298887682,-0.07262600760111583,0.5081056465633362,0.3069867927167221,-0.08587753622543759,-0.056677101299780965,0.11594090548280059,0.38109422437874607,0.560995887375161,0.36419575449312164,-0.10848958995141532,0.2860080790515842,0.1581234161080947,-0.10691903303449814,0.46592598350787784,-0.2142130561438608,0.8178461034213294,-0.00576810834621675,0.6743432486255491,0.2885612236560122,-0.006404495811826651,0.26650288406797407,0.12178919514994377,0.03749402647649564,-0.09372681787058695,0.6056839605302256,0.4605270002532466,0.7613350466320713,-0.06921801692860811,0.1962066784316155,0.3487434255946595,-0.12080476777386932,-0.14933493879193763,0.2851663309859114,0.5506384859268251,0.8960442581476441,0.1211545987596771,-0.021889144585964065,0.283867084453036
Insula_L,0.040799130192678765,0.631791132572002,0.40617187791225984,0.5765875789065775,0.3465689437884632,0.5368375934671223,0.45464015681825193,0.24989859631331174,-0.20296099284642488,0.30798724692914287,-0.1327293072373357,0.30557452154652465,0.6189513099123967,0.3185949575550484,-0.20945199877603657,-0.009304018669803644,-0.29416629219936885,0.5228412483426793,-0.11037797541509305,0.37964877413467457,-0.22760956174246638,0.5162442537139855,0.35251249003830465,0.3196962596287675,-0.014963251756062654,0.25915922495457167,0.21635162649390063,0.6352767999265132,0.46452506787213527,0.08062262778053059,0.40636542412277454,0.5036567832907696,1.0,0.7371603549984602,-0.09941097620607206,0.309558536205665,0.596736268992462,-0.054902312601504195,0.29884549714636877,-0.5067973420737628,0.5242396361788592,0.46283529739229434,-0.38692577017525753,-0.18137323735461847,0.641925715439786,-0.443406576310426,0.17160000373269582,-0.35085474113667786,0.6124576593238465,0.32858700923813294,0.5356117737598828,-0.09358126510614767,-0.48289779527345034,-0.17742464946128597,0.40376617364286665,-0.4411642361854494,0.16243026532926805,-0.20488759282446892,0.2649984560247555,-0.33104472312954664,-0.2522266031143866,-0.10199212526006625,0.37166051418443724,0.653048581364476,0.47907838019116156,-0.47550496360072364,0.43266798951608887,0.5452069081694271,-0.21110911464379714,0.4275813045997377,0.26744738012548314,-0.3509830433770285,0.36208876491742814,0.34470354519158175,0.2524103708480488,0.045508432846910814,0.6702788969036333,-0.135197159499066,0.5052248491936516,-0.2066106745594414,0.5720708233286685,0.6428542262548383,-0.2858836270674183,-0.22121611127717714,-0.21766414009555585,0.08576425420019573,-0.4011894045372356,-0.4615633721229242,0.2509808838117628,0.22082189108880632,-0.4149528117398793,0.015958324888864138,0.6511831997967272,0.3495066422818281,0.20189899530761568,0.7242825100381518,-0.25455589170640563,0.2155951370302182,-0.347911733558255,-0.5186092477576908,0.30921879488515647,-0.45047211633301193,0.5589236283424615,0.12281479013177574,0.6621455306182055,-0.0792323951267465,-0.16174332305933112,0.3530422298129555,-0.343471573888832,0.45468721893654923,-0.08563302685931218,0.13798674558422552,0.4537845892950531,0.30159419255548975,-0.40455384033996167,0.007396882363911589,0.17779485970888656,0.045144539393100945,-0.5843221858318158,-0.1490555590214747,0.5221349340803569,0.5624770220180029,0.4428744682293198,0.40799630984515556,0.6670089719595722
ParaHippocampal_L,0.18851769225939613,0.4856782959819174,0.4214700036495313,0.49671847264335517,0.4605279059483226,0.6937825575464535,0.66168671918316,0.3913501381859938,-0.0671056162176414,0.5022453829905277,0.11111131515597066,0.3190897854990702,0.553059073783234,0.44299742843941586,-0.12646579099837127,0.05014172313216098,-0.23587084265636962,0.4251309627746907,0.04366177596389606,0.4048561249143432,-0.10482568081079918,0.5130976215787971,0.2874819809817873,0.3378156748198223,0.1911102246669564,0.18850902672849498,0.3569207465014756,0.5679571680832416,0.319050974357258,0.36528957975723403,0.43311674291081925,0.4766429068540211,0.7371603549984602,1.0,-0.031098421887906003,0.2367459602486531,0.7122568537809602,-0.028915579358502468,0.5172796973442392,-0.4000233981833855,0.4637835341887908,0.49277042781174624,-0.23736555122039624,-0.1839200265027569,0.8094227065236719,-0.29386456724522647,0.20477269638669024,-0.16599137204810163,0.45091870384730165,0.3946955792490719,0.5956936420971467,-0.0002255203352866137,-0.38474915559744677,-0.21014278687456162,0.5659002784737003,-0.266023387649682,0.47754381687393266,-0.061242701311508725,0.4486817245514624,-0.3238593960079696,-0.09930487011844473,0.156143662923565,0.3293585510583865,0.8698675372103992,0.6029326742867048,-0.3131795526980105,0.5615404374505192,0.5427210940634948,-0.20655829884152072,0.3823312237174046,0.1245827739211284,-0.13752256958701783,0.4148895761678469,0.31486548005804615,0.28254765204126675,0.11013445534366835,0.5661752618859968,-0.07745534368008067,0.573626692157219,-0.1906439511316529,0.7559068892788346,0.7658914321963805,-0.29421156539144405,-0.12133872455541023,-0.09537656158562413,0.245047566820681,-0.14518922138199747,-0.20804767169443955,0.381538631339046,0.3038368738278897,-0.31101468746728445,-0.06967427080343412,0.5128522669699592,0.39809886968200336,0.21800982655844045,0.7084280233983024,-0.20732280785738694,0.1549168001867706,-0.21833566200758478,-0.4287319715018372,0.4620532052703174,-0.27517610977940216,0.6047977817065668,0.08445994427582601,0.7167588639397794,0.003945669778974188,0.01055178921668234,0.5297787920622616,-0.3684391083861458,0.45928024580916516,-0.19761474208004998,0.31285671070909604,0.35958030216030307,0.33005365311697626,-0.1582173979516785,-0.09929416788197495,0.2562681163864439,0.18008367004029588,-0.47702587395197266,-0.2118376250153938,0.44719965114935994,0.5342712623916734,0.5650447790829267,0.5569155900829558,0.6837454734078109
Temporal_Sup_R,0.05773372073749382,-0.18010921107228686,0.42657869838128987,-0.2450885609111817,0.41658785672037396,-0.04654551468354893,0.3703593519894531,0.5551673210098058,0.20770948250058213,0.2142453801687833,0.6235681281226632,0.08715357122072896,0.11412451671312555,-0.2199965628918352,0.4205754548960098,0.5979400866631345,0.44209058297754233,-0.3333743909229696,0.33670383569268036,0.16220963683073453,0.2772276774633991,0.3593680492758194,-0.17610114984190706,0.2153673145742407,0.33620863450384275,0.2525623687208295,0.0611118521609436,0.3889258634542188,-0.21409298160498144,0.5857513175067283,0.3496430475871635,0.2671802065120701,-0.09941097620607206,-0.031098421887906003,1.0,0.37081164674636574,0.28260864229578236,0.5734118523608391,-0.21227471085565616,0.5091691243485286,0.3203542783637987,0.05739714381049061,0.4745592243666085,0.5353257256563662,0.29297150126992266,0.32310657134160775,0.3190304343629933,0.479196522560047,0.17181065215687225,0.39625937792490096,0.35270763721753784,-0.242246360925701,0.2848074028713244,0.5618722919857784,0.35658529073376743,0.4929032629960089,0.545178078368846,0.4510037422561814,-0.2272313400583968,0.5223548078360671,0.7284005387352225,0.6954293628422294,-0.10775852478050908,0.03349350921506817,0.49224519054598503,0.728444305283872,-0.07631860295796057,0.21413543911248997,0.38200339756003265,0.03158792037070017,0.5469314386320365,0.5647133129804628,0.24554382830052823,-0.24107155572129202,0.5332726307561493,0.0763547886709811,-0.17914727901184235,0.7144291633063626,-0.042438772567705424,0.560387826742833,-0.1840801329531866,-0.09693863623845052,0.6656220572909655,-0.037816939647438284,0.759594955793641,-0.05045468440286105,0.5408779940334061,0.3956943824641212,0.5902532053810977,0.14875934200434984,0.616440860059374,0.32548152915034506,-0.306428856111672,0.16916176094920538,0.35969145912637074,-0.2942295402155217,0.05031323185509813,-0.002606887402179189,0.4649989182876956,0.5860130381844854,0.4496617186937564,0.4227879371445798,-0.0030660096262262143,-0.16241389145585028,0.17628627020579313,0.8838113865556746,-0.042007391475632684,-0.10686495589224271,0.6247187737565976,-0.35360413543538716,0.1172048174950922,0.4775147915974581,-0.026589102953872453,0.2385457878342424,0.5847092282454962,0.4654724980670783,0.18838013377783966,-0.003123027069221259,0.5554167114044717,0.6251190642150779,-0.18726605541271202,0.24959156531824983,-0.4556852584940577,-0.3550331743389442,-0.36703774774122083
Frontal_Sup_2_L,-0.003547720669222068,-0.03810617017839798,0.14419244533591152,0.0056954986643774665,0.4180858328158549,0.18059020240668702,0.32928345963727235,0.5515130824486819,0.05896611115851007,0.23884649271481745,0.18505980641133332,0.036196232530084166,0.2941060232912771,-0.012349499353153184,0.24862211151410224,0.33291675519416425,0.2707370783770327,-0.17815203265853166,-0.045508065596340644,0.42481105297986294,0.12024118218522745,0.4421237070876265,-0.20904465247549775,0.7471839429408229,0.06049132261782024,0.4983774946062888,0.19230368132956283,0.29116332482121526,-0.06758185082132669,0.4721913243710766,0.6325614491647709,0.49521295154042894,0.309558536205665,0.2367459602486531,0.37081164674636574,1.0,0.29851858988135427,0.3981122404035525,0.07564282240801586,0.1982919954979615,0.35914776028702705,0.3897105899106248,0.3928406164953364,0.14250242834772375,0.2739035118647564,0.0749106217805087,0.32156324646138695,0.22745536547963613,0.5165869321925866,0.46891348704854685,0.42300962338514203,-0.11383436440060439,0.19491219842464053,0.19639814941366007,0.500841377650163,0.2114004027878486,0.4230608182157695,0.13696340799992715,0.04910976576007468,0.301028306162417,0.332141347984697,0.24767648667292916,-0.036186293737624844,0.09363269859442819,0.4686757476219345,0.14559855540049607,0.1557619328805777,0.40331055170283975,0.16229532692293291,0.47980841442693745,0.33763366300498876,0.22959787280851812,0.7084295952755487,-0.23730395987921846,0.3326698786070426,0.19251456123474828,0.21733483721089944,0.4212271284817309,0.393949433942697,0.3724969739262723,0.07192922970701103,0.0013737566356102058,0.4004787628680098,0.2052377335613008,0.38992514469657785,0.12061915897971404,0.20863257902147125,0.25130621241697426,0.28511474962032696,0.3529211247994219,0.27441510057846435,0.5385728858960657,-0.0494235675758871,0.6029912278227415,0.5265867916205772,0.20264219858533034,-0.07032547935500491,0.6351037329926132,0.30606282720418754,0.11589527997291865,0.24722664829956936,0.23257852337730905,0.3017461971213112,0.5408866827200872,0.2783117496770998,0.39453204987165325,-0.1478594042452745,0.08036132840396742,0.4323118519318027,0.024841371009026017,0.20078434591503475,0.3525046858777011,0.43982200967089025,0.7162255226597372,0.3138727401319494,0.4511859403964762,0.5833193658544429,0.06475910047216664,0.09653827038210576,0.3613274323184749,0.12268242787415694,0.4574499926897507,-0.17985921114233058,-0.08502059823948271,-0.06496954208598224
Thal_PuM_R,0.07021896667893918,0.42377146750970796,0.5979514203267394,0.3065720455834142,0.676904399243222,0.6225879635990687,0.6281428502141765,0.45559142353296506,-0.06930481821632185,0.5878042540843402,0.24576670341967996,0.30153811176846534,0.6888836218481341,0.22446153016357764,-0.07279593938299697,0.12148030308891171,-0.1160907709680617,0.20659153166500702,0.15663780761682006,0.4941451323502208,-0.16175052133338066,0.5807194976730312,0.17531695085765445,0.3695833683015116,0.3068164445578333,0.2582034623287722,0.38853332259980167,0.6673912310832246,0.18540391161221187,0.5225850272053666,0.5795255271414232,0.6548048052465689,0.596736268992462,0.7122568537809602,0.28260864229578236,0.29851858988135427,1.0,0.1932617964674748,0.35369260793819624,-0.24517548205599485,0.48986197867402587,0.5256930656288167,-0.1288216384217444,0.014374006886485309,0.7622860006534413,-0.22802969513638724,0.1448583451675352,-0.004040971006233266,0.4705540505440214,0.5749881648614767,0.8272503810553328,-0.15830896960633062,-0.41168932153327625,-0.005013083304807534,0.6467856298670713,-0.11557604548494561,0.5814037029355011,0.12092659202280932,0.3504157633582343,-0.10797810171436055,0.1493687747018504,0.28283447110830684,0.33600249764661355,0.6566698605115387,0.8360927951754064,-0.10451283175554887,0.6129003025997082,0.6865245488283476,-0.06216645143869768,0.2633741356008362,0.34187922261037007,0.005280026595349281,0.4742845200482976,0.20000784818187883,0.4056903410152067,0.09242623996254952,0.44982164741766,0.13432667135653825,0.40619491147839565,0.000692012528074542,0.4322622608827318,0.6626868664770084,-0.06231486962323841,-0.25153095790503216,0.14355516472005206,0.09347295081151322,-0.05985910510250255,-0.11362701182588794,0.5689189500125317,0.2605403980911,-0.09354967558140638,-0.07786478545433487,0.4033374215465261,0.3079550838280601,0.3051983306363599,0.4576371678534127,-0.17100625681644274,0.08622115648961216,-0.043329504452033415,-0.23843984070906143,0.5688951330227874,-0.20266544213426876,0.6367648413727007,-0.0268214853686728,0.8463283245795572,0.24083390421444173,-0.029975928223562057,0.36198171448690386,-0.09814598408984782,0.22299216545432946,-0.15679202880776866,0.481011133592966,0.31901623910987353,0.46272877396359796,0.0021324559302185555,0.051235188493483096,0.20005198222754417,0.09774567969802887,-0.2560760965640774,0.0027461825065477714,0.37981713810075396,0.7025693297488552,0.30974341508896275,0.289266701225874,0.5028708896152886
Thal_AV_R,-0.1630781416948469,-0.1775435653800486,0.26228102237993356,-0.3141844327906814,0.3975718172484245,0.04852672911389265,0.11121829343278643,0.4033660070104326,0.1568486855979418,0.17153852548539408,0.4671681048115975,0.001321468631719575,0.23987067546613516,-0.24964211946975617,0.31465058241413285,0.2826670617912894,0.2793964334754749,-0.4268473925522482,0.10684548107557497,0.2513738255123588,0.049478568245777885,0.28311734048219966,-0.17422017626361444,0.3324059339116772,0.3206622173269763,0.2834918952377551,0.1176905113945174,0.24949393257008406,-0.3676724790756458,0.4850832536351815,0.415449032399545,0.4129644827079495,-0.054902312601504195,-0.028915579358502468,0.5734118523608391,0.3981122404035525,0.1932617964674748,1.0,-0.02967618019161338,0.40185093813213313,0.2863110375582746,0.34909241490960013,0.394312172694199,0.26670078016066834,0.1537683451866439,0.24800770703818714,0.1325234902027012,0.37714459208464696,0.15167088683850985,0.5346717842381652,0.37314675932842195,-0.2472781087696993,0.251326512072654,0.4851037496089892,0.2723237913494897,0.33030278260472745,0.41948081817792005,0.2778480106683947,-0.21881129898229618,0.443732000808353,0.5821685123426719,0.48974602134683215,-0.08656316461429227,-0.06575193336419195,0.44279906684457937,0.5051269127701474,0.024621468816603816,0.3211967806048398,0.2833623085577583,0.11483072158214566,0.43237373310505894,0.4625032949050129,0.2977345546045872,-0.2163189496051306,0.3652662567128701,0.019016624648120036,-0.09179140852722664,0.546257025128967,0.03636900159041393,0.5163364492758411,-0.2238429937466086,-0.13865312356090745,0.6096044396166448,-0.03818807985957966,0.5464780459343379,-0.11584811362160469,0.3571658301733054,0.332181118749327,0.510315788804893,0.14216492257591257,0.4667233157532453,0.29233783912266176,-0.38737402267640136,0.231260017339706,0.6083906650197396,-0.25385439744761285,-0.03451632301521888,0.16617834388228667,0.3631102467445693,0.4273962150183958,0.4076028160700709,0.2582477419629246,0.2294309436024551,0.007702771841612701,0.14595925287734407,0.5285046485784982,-0.013289542392790038,-0.1387513780382985,0.44689325050910095,-0.39882974943090366,0.10150219540574215,0.4340803073688193,0.09401817850080604,0.33829425724034323,0.4040684322000315,0.4804860541466373,0.23404081856649142,0.06916995849525258,0.3555974952741856,0.44084172332483357,0.006528012335419582,0.4163561014743174,-0.40325382835317064,-0.3338447870292123,-0.35048532902727036
Olfactory_R,0.0468215946812289,0.47821625803917606,0.07586449923347276,0.05884301654598516,0.3530316872472299,0.46983173218823593,0.08702214878486418,0.05071739931229583,-0.0884866390316052,0.5149474878627206,0.026537988116071384,-0.08457400942088451,0.2948791651965792,0.18133974146742346,-0.2221939119261045,-0.05436876934585842,-0.3618599889216171,0.046620338041038344,-0.10754936082069017,0.23139315212317405,-0.10707304712900013,0.22877293496345763,0.4084748387482428,0.18112595327271772,0.33254863214841773,-0.1507770657707598,0.4410749533826761,0.18413591580230412,0.05142137349261056,0.1687451642123903,0.2293646259812573,0.2674868977153898,0.29884549714636877,0.5172796973442392,-0.21227471085565616,0.07564282240801586,0.35369260793819624,-0.02967618019161338,1.0,-0.29399557494638406,0.044714133976604495,0.3954168120276296,-0.22335061275247528,-0.014722015584165948,0.40871281244844704,-0.13800429446386628,-0.15011813255361595,-0.20302088993305167,-0.1335123008168649,0.33216942426910273,0.26831774202404196,0.17544617020032333,-0.2523432782146773,-0.4433454210803341,0.2730612101699871,-0.18895442643483876,0.18795687666196756,-0.17407285648412754,0.24629768250368345,-0.28545395972110243,-0.13332901992829516,0.012919655876591746,0.15286822713301,0.43620259800678585,0.30416684984395337,-0.2312676221675625,0.39471288504715785,0.40451691747289636,-0.4553108408385167,-0.1650620372449457,-0.23377230957670037,-0.08021435104334047,0.13050046605187082,0.08905159868602058,-0.24604208651082105,-0.11682594703687606,0.5488311124463976,-0.21613970701309085,0.2645414465087947,-0.13124837565154995,0.3976299881321172,0.3334123029012775,-0.3650495131142171,-0.2287612507355586,-0.16016922415818516,0.16271767313820648,-0.13175454774409687,-0.17467457584436138,0.21728950256112498,0.25591616334435724,-0.26998470495232024,-0.35354671622339395,0.190002457676961,0.30322677635135464,0.1565294623933384,0.29246140592283765,-0.05606299823156229,0.26373952163180325,-0.3449493010131251,-0.28562972166116113,0.2843674192430242,-0.14006843169697533,0.4447001451091399,0.12275392996218398,0.36767107347146355,-0.18588206591550005,0.004666193071480234,0.2571171104111094,-0.23330127103608844,0.2152205074894462,-0.4133511532277789,-0.0754034787287369,-0.004106365322464358,0.2550621076047348,-0.18190393180463152,-0.03936057739612458,0.17530981870348705,0.24768966155291333,-0.30172748292859286,-0.19796504265541923,0.6620266658977434,0.2177339401850427,0.29704408204536825,0.258748199057346,0.2587906359261639
Vermis_6,0.17399109861254056,-0.6174862503273938,-0.22964151454517556,-0.39744501364203205,0.07789090465794146,-0.1798339475357774,0.07236924265441567,0.4754482095474855,0.6738637398496314,0.015270803193339342,0.587927190690409,-0.1364693237931668,-0.43622716178146526,-0.0011916474317519164,0.6787958813929056,0.45868976919979687,0.8397272216165999,-0.37865511050951806,0.3359477470431884,-0.10897607849463269,0.5549066853719781,0.15000241025555303,-0.2841265020100728,-0.003101046898582165,-0.01480599790139755,0.04358108448029474,0.04287441012283228,-0.1580063233994526,-0.35364858895260926,0.3138243776302261,-0.13984941110521829,-0.1977292745027774,-0.5067973420737628,-0.4000233981833855,0.5091691243485286,0.1982919954979615,-0.24517548205599485,0.40185093813213313,-0.29399557494638406,1.0,-0.04530175133987305,-0.1296686683671877,0.8464889127156141,0.20426502085934423,-0.2579537998980803,0.6850063023905338,0.5038294562228746,0.692790603223035,-0.25293875879119126,0.08549001558199394,-0.12218185057478351,0.13412683292268407,0.5604859336300329,0.6052500789475547,0.15254264184735594,0.8727991310281539,0.2924771646091272,0.3282985651909392,-0.3707634002046814,0.7957254216605503,0.7412642432632998,0.5768463885848458,-0.264181611966018,-0.3058780578202455,-0.03471164732361755,0.8427251624695968,-0.26691663039979485,-0.112088293836259,0.6562169284488191,0.07712037290239149,0.20656166639862064,0.7867797302465122,-0.08452325189459994,-0.20557659207817572,0.2583955359286726,0.35251153083557185,-0.5134672475127756,0.7636727854631457,0.062117361415562795,0.7214420604445599,-0.23227059158864768,-0.4244449169511831,0.6839329305014149,0.24522342572746889,0.653551279421154,0.2790468936439074,0.8207895516038466,0.6554554059195273,0.16296247224499033,0.11950112404506574,0.8659042947095592,0.44693865198974514,-0.48338471322903703,0.13035436258305672,0.2638934734190271,-0.6371580132193518,0.19838953743223098,0.07981744891211742,0.5919183584153724,0.625276082740546,0.037302286373399746,0.7839928802011881,-0.3253448370352247,0.04380243496162274,-0.35987762346512714,0.4494930391520792,-0.16683375027742708,-0.1747531809366697,0.7211729796037409,-0.4157471581962957,0.38820841750607127,0.15523592756618787,-0.318303243374405,-0.12025008437904308,0.8339548025245798,0.42784188404900825,0.32613171712063094,0.12365126501218725,0.7552656205093066,0.31532647232328603,-0.4748527402131376,-0.2869694110261232,-0.5707872133135197,-0.22152241576904597,-0.7155556972243673
Frontal_Sup_Medial_R,0.11538846810330755,0.29043733398841387,0.4078279147606476,0.2726949353404947,0.19455709549078498,0.17564902460932663,0.45689893070174137,0.4011139682709681,0.16699689267642132,0.3223680351790506,0.3270210699697004,0.46510032980622656,0.2606810586415361,0.289524133600181,0.15684969445738503,0.28974805144500365,0.13509657439520656,0.18904143626462974,-0.1415551092431196,0.0450240710536367,-0.02669325304897303,0.49560570890580297,0.2885301283771813,0.5362922274537394,-0.03272101032681506,0.07502427374957707,0.12517201704411243,0.6362962672026717,0.34702664442402337,0.32743368536604484,0.4037086053217341,0.2728991529704203,0.5242396361788592,0.4637835341887908,0.3203542783637987,0.35914776028702705,0.48986197867402587,0.2863110375582746,0.044714133976604495,-0.04530175133987305,1.0,0.17357460492748333,-0.11443866981024028,0.012946112056002062,0.5114128315049951,0.0013496378545200822,0.3059077188859381,0.13597107187113916,0.35612597023613285,0.3033443938066331,0.5639232809423648,-0.08604459637696686,-0.23597510921891882,0.1347818538543774,0.45946104866940835,0.016348412893235367,0.3713383332730154,-0.05916085288635338,-0.01430547953336129,0.05295964783101126,0.24571543088357473,0.32149776122339896,0.08887730175018002,0.5601659334900799,0.45893901302085294,0.05196437982597323,0.11918761815841122,0.48442943260498966,0.06280732034112269,0.2841678054927093,0.5988015208810528,0.12702331199082584,0.31928392547751716,0.24789583875180368,0.619088676400377,0.17816509732849523,0.19917127096829096,0.26543576368837685,0.3903468825592619,0.187886570169863,0.38096412224960796,0.4264633194262709,0.1839956869321933,-0.2165524083160912,0.18062620969717413,0.11260463662354808,0.031442861386949295,-0.04929619319518028,0.5223736058815117,0.19322707683540696,0.06099703196399893,0.33916488468742706,0.37224385957486467,0.20350567973044037,0.25969081665331706,0.3014758449462903,-0.2775382897583419,-0.010567643354983343,-0.15377918734373133,-0.015194689509390178,0.5537488897792144,-0.026558050478128026,0.11236869417545457,0.18730640205170504,0.5134631793764131,0.2109144151736527,-0.19378501838308582,0.06688323047782509,-0.08804403458753117,0.17511605465613564,0.032611626712124565,0.20310305592677105,0.024604232110854208,0.18729037119089556,0.08518550875348811,0.248424965300361,0.13414138958685745,0.22855712799804023,-0.11995355149134504,0.043628442900121564,0.017839770865266655,0.3810926295901921,0.06058317849825192,0.2868204346368655,0.2086551646098353
