,Cerebellum_7b_R,Red_N_R,Heschl_R,Rectus_R,Thal_IL_R,Thal_IL_L,Thal_LGN_R,Fusiform_L,Vermis_9,Cingulate_Post_R,Postcentral_L,ACC_pre_L,Thal_MDm_R,Cerebellum_8_R,OFClat_L,Fusiform_R,Cerebellum_6_L,Rectus_L,SN_pc_R,Pallidum_L,Cerebellum_Crus2_R,Thal_MGN_L,OFCmed_L,Frontal_Sup_2_R,Amygdala_L,Pallidum_R,Thal_Re_L,Rolandic_Oper_L,Frontal_Med_Orb_R,Paracentral_Lobule_L,Supp_Motor_Area_R,Thal_VL_L,Insula_L,ParaHippocampal_L,Temporal_Sup_R,Frontal_Sup_2_L,Thal_PuM_R,Thal_AV_R,Olfactory_R,Vermis_6,Frontal_Sup_Medial_R,Thal_MDl_L,Vermis_3,Temporal_Inf_R,Hippocampus_L,Occipital_Mid_L,Cerebellum_3_R,Parietal_Sup_L,Putamen_R,Thal_MDl_R,Thal_VPL_L,ACC_sub_R,Angular_R,Vermis_4_5,Thal_PuI_L,Cuneus_L,Paracentral_Lobule_R,Temporal_Pole_Mid_R,VTA_L,LC_L,Lingual_L,Postcentral_R,SN_pr_R,Hippocampus_R,Thal_VPL_R,SupraMarginal_R,Thal_PuL_R,Thal_PuA_R,Cerebellum_6_R,Temporal_Mid_L,Frontal_Inf_Tri_L,Parietal_Inf_L,Cingulate_Mid_R,Cerebellum_Crus2_L,Frontal_Inf_Tri_R,Cerebellum_Crus1_L,Red_N_L,Cerebellum_4_5_L,Temporal_Inf_L,Frontal_Inf_Orb_2_L,ParaHippocampal_R,Thal_PuI_R,OFCpost_R,ACC_sub_L,Lingual_R,Cerebellum_7b_L,Parietal_Inf_R,Parietal_Sup_R,Precentral_L,SN_pr_L,Calcarine_L,Frontal_Inf_Orb_2_R,OFCant_R,ACC_sup_R,Thal_AV_L,Raphe_D,Angular_L,ACC_sup_L,VTA_R,Occipital_Inf_R,Precentral_R,Cuneus_R,Thal_MDm_L,Frontal_Sup_Medial_L,Thal_PuM_L,Temporal_Mid_R,Vermis_7,SN_pc_L,Cerebellum_10_R,Vermis_10,Cerebellum_Crus1_R,Thal_VA_R,Caudate_L,Supp_Motor_Area_L,Precuneus_L,OFCpost_L,Raphe_M,ACC_pre_R,Occipital_Sup_R,OFCant_L,N_Acc_L,Thal_VL_R,Cerebellum_10_L,Cerebellum_9_R,Thal_MGN_R
Cerebellum_7b_R,1.0,-0.09886959036012603,-0.2224280175189927,0.3690255418186624,-0.02515123238864075,0.1328677422872708,0.38431889488949883,0.12132456113726892,0.28674860283860704,-0.058869789775484745,0.17716836015942813,0.314299787697734,-0.0669175868629964,0.667579633762448,0.11654563458865978,0.5774685693070958,0.27948762892419543,0.3224246170626412,0.24423391384729162,-0.03399041478904127,0.7440359981735403,0.0877741709392534,-0.09853673222347299,-0.04010548614111068,-0.24274418160316855,0.003594152075405959,0.09001279695156991,-0.14506144832462756,0.2395218393770823,0.010645620198974535,-0.30829983572338404,-0.12163451533501807,0.040799130192678765,0.18851769225939613,0.05773372073749382,-0.003547720669222068,0.07021896667893918,-0.1630781416948469,0.0468215946812289,0.17399109861254056,0.11538846810330755,-0.096927949956914,0.07386219005867618,0.2703185369531097,0.08347291741559838,0.28881785000411664,0.3722949086954095,0.03013998495748087,-0.046890959335978914,-0.018589964736633127,0.027799277689284932,0.16168544787910233,0.22385985621019475,-0.07917361954699981,0.20875220752777754,0.2928154139793308,0.03438568153548436,-0.03500213356857725,0.24185048042683366,-0.12299643879551121,-0.08456489817867345,0.13517436537078006,0.10871899624328545,0.2572103392662508,-0.07942719203446012,0.16260812498581906,0.10926647349410076,-0.20660592662233315,0.1913481728911697,-0.032154456129435106,-0.0743509055630812,0.16976726560807145,-0.1366078190204582,0.29622696347720784,0.20061603199526792,0.3526506133529152,-0.13772771209815135,-0.05176856227992295,0.01808343575142524,-0.12049477290195222,0.4869516265304311,0.24903164296338645,-0.024534127540513134,0.1641320719954827,-0.10294740661198667,0.41634638596881507,0.32045908210372065,0.14134324441924606,-0.030461854330861533,-0.06093112484977957,0.04483791995094936,0.18925549481602802,0.22631716964554552,0.01710603391275298,-0.24662027098133088,0.12584741780612393,0.14530593931800662,-0.08974517809577115,0.12355256086628114,0.03997083180774228,-0.0028523363805328474,0.2585939407941276,-0.06668704523091028,0.23594199214456055,0.0948728098804853,0.10567713548049798,0.15886437747747806,0.2252095440466394,-0.03974117584500411,0.25375604810426816,0.282408355007555,0.08924706082196633,-0.08648066398906785,-0.2740388830113262,0.3313758080619733,-0.20482607893112068,-0.08524479490777159,0.35522772035369926,0.11672924451855016,-0.3669730694445379,-0.16972003416333858,-0.13891083586014852,0.32269577055003607,0.48445775690725923,0.14121681885383489
Red_N_R,-0.09886959036012603,1.0,0.2853350206704434,0.28767098197514906,0.2284021395080546,0.32872372244941,0.06894557928296274,-0.11481987368512551,-0.386440240726902,0.29430962848815356,-0.24077464898303647,0.09108401071094956,0.5060423325540205,0.07635257072141462,-0.4238969086664596,-0.08953057682589338,-0.5802030606390778,0.29654310008936513,-0.16054915199072015,0.14541113610939183,-0.38458472003788696,0.3128052971978027,0.5250494863489702,0.12256610699221357,0.17511218461910547,-0.16024269477399375,0.2060869560440387,0.39793584331598847,0.3857743748955258,-0.1249100117571424,0.2670154616253202,0.33603062575106435,0.631791132572002,0.4856782959819174,-0.18010921107228686,-0.03810617017839798,0.42377146750970796,-0.1775435653800486,0.47821625803917606,-0.6174862503273938,0.29043733398841387,0.2339958563283944,-0.6310027407698858,0.06174200274106225,0.5135374694997872,-0.500062506151989,-0.20614274154160897,-0.462298131887529,0.1333500665944018,0.18618474572402294,0.3340859349269352,-0.09025299001571496,-0.5701526154974816,-0.4241927238880385,0.1427567632128878,-0.5721117997353345,-0.1031493607431994,-0.26481639417999703,0.1375175764738093,-0.468159152428178,-0.343273097218184,-0.24381884340861631,0.3005557863614877,0.44823772266939416,0.27119184833827475,-0.48230729211365925,0.2805886003590716,0.39132935624464654,-0.5658074293645527,-0.13592622143831698,0.03591694283362246,-0.465569713883573,0.045692387044950405,0.2263007005949478,-0.0776773232685823,-0.2874802271102586,0.8037614427302453,-0.37091091710971785,0.11175264075637535,-0.3637721769405743,0.3059185819584032,0.4401351026014623,-0.43853210969593687,-0.4567062801253231,-0.29623773999839775,-0.12136738029826766,-0.5618853231393476,-0.5663479001531896,0.19407333161044105,0.08769106489089765,-0.542687508121277,-0.39841238254706735,0.5016744900180626,0.057543720938985486,-0.01889348798962392,0.533031796258886,-0.18764125021722283,-0.028755381765609808,-0.5936330943883698,-0.41143334272972365,0.23834346583667956,-0.563555731866067,0.4177455384141325,-0.0751203674692022,0.5304046455709459,-0.15819368281729795,-0.1626858532080558,0.1140171487569189,-0.39703706382876325,0.25077710584703944,-0.42866577967136843,-0.13561682676668124,0.058346415156281625,0.192558607556964,-0.5885613514989978,-0.09955366324833177,-0.08457893285986451,0.013008639829148233,-0.5257333009116251,-0.1556998009253324,0.5856291546823489,0.325764075868008,0.3182946066779594,0.20151638506498343,0.49310895592680093
Heschl_R,-0.2224280175189927,0.2853350206704434,1.0,0.04980892755370882,0.3696796697946452,0.29503468475766476,0.3378865714765746,0.30905415414835447,-0.19386076745862604,0.3399778578461852,0.2532556301122358,0.27011583039969217,0.43786099642168047,-0.10665065257310284,-0.12244143207613883,-0.15682236655266005,-0.20592674583334308,-0.011307383849264701,0.13753943988131048,0.28199237907566316,-0.3320260867807262,0.30548109619982067,0.16641032427029948,0.2265550769726463,0.5103854832639074,0.21053362161070024,0.13214878059099222,0.7899765758687258,0.08918532555449217,0.47179267291605365,0.5771900337179047,0.4695146605386959,0.40617187791225984,0.4214700036495313,0.42657869838128987,0.14419244533591152,0.5979514203267394,0.26228102237993356,0.07586449923347276,-0.22964151454517556,0.4078279147606476,0.30795728286521523,-0.16516306895891925,-0.06122721491389289,0.6293892038869522,-0.27931510739824694,-0.08413448386438817,0.0058055811252724085,0.40141678546540205,0.3403366590493933,0.5722478499475308,-0.3255826711053614,-0.3867344539290118,0.15253366365022458,0.2946635531612083,-0.2311943627418891,0.47730791052823046,0.24597008004530732,0.2100717398310458,-0.005576639491167178,0.20729514898233967,0.34318006065798773,0.14408639930130537,0.41181033361254044,0.5979242365956764,-0.023446428629507975,0.3559619957906838,0.46546522386123307,-0.035001284248613124,0.16885915385395125,0.4704404622666013,0.0036716552929176647,0.38108137049726964,0.1337974093004925,0.3639544725859491,-0.09054147311805603,0.259644242396314,0.11603186667403863,0.21423451428212856,0.07670170826305944,0.02265016427878791,0.4207712381950048,0.047222332138183234,-0.34047266352884265,0.19738013523050588,-0.14875771904844967,-0.11953807640396243,-0.1357093567733774,0.6194954205504282,0.1031733570534584,-0.10060132542703386,-0.14716352054481738,0.21253241929351294,-0.0036816270428068703,0.24932794823009322,0.22115403814348053,-0.29674719416071305,-0.12460126073436548,0.030629261074210393,-0.06666700005162832,0.631040825160221,-0.2835759865639125,0.3665237693174696,-0.3330598106863098,0.5649697526715052,0.25063145506524864,0.005573619149423903,0.09621696285408206,-0.10575038113110898,-0.00413266332784474,-0.22233350810827202,0.3386796423569189,0.21481840250988796,0.38855535724368234,-0.10746043882371246,0.13736860552762503,-0.042928165237526565,-0.17162230276121693,-0.1919929535249472,0.2831634884278144,0.22192120316880382,0.5330622670611243,0.10629841200125803,-0.002707008727496324,0.2884715086989893
Rectus_R,0.3690255418186624,0.28767098197514906,0.04980892755370882,1.0,-0.0035738295168682983,0.25218926786467954,0.33039443460604556,-0.03435613789323344,-0.12568702390628053,-0.04305395196724329,-0.2393326596858748,0.45916559849754984,0.31488413719542047,0.488772525165228,-0.35371492168072505,0.1510495310285575,-0.10522877069309781,0.9301245719118736,0.009846941233536844,0.1523226821388534,0.036933456481898864,0.06244037787550534,0.14851681535824995,0.09453841488434293,-0.3895710780961821,0.16392729170059778,-0.0578113758160542,0.12402603770239344,0.5841104058075913,-0.16574261034841703,-0.08731797845569468,0.07906228360494626,0.5765875789065775,0.49671847264335517,-0.2450885609111817,0.0056954986643774665,0.3065720455834142,-0.3141844327906814,0.05884301654598516,-0.39744501364203205,0.2726949353404947,0.06768602733717181,-0.4023375712979386,-0.030827226684271607,0.2839278305943555,-0.3066996365884311,0.15660712353426742,-0.3585733225996026,0.41958751705676967,-0.05110940675339791,0.18943465413861202,0.06428325922422502,-0.26012466751485974,-0.22634879614174108,0.10263613934185244,-0.33744304533451625,-0.08188149920719137,-0.30805321998705315,0.3846895356653757,-0.4974336051414323,-0.4535263854323927,-0.26777318533228217,0.34797077272612975,0.4528520901698931,0.07264412962980055,-0.45487976437224253,0.33949908515330773,-0.014868727476441315,0.0017559640173643264,0.24655683069874518,-0.07496591938161876,-0.3603602803779927,0.09616157368942746,0.39848276902721935,0.13722891387328562,0.223521431258387,0.23223394490043067,-0.32515951634460705,0.18154201176175042,-0.5546542228146271,0.6913717752611319,0.5334195411622891,-0.4311370227006207,0.09157105854303861,-0.43682017453423605,0.15385683371558176,-0.30430868058104193,-0.3266026575693951,-0.13599558629242037,-0.1577430820309349,-0.4163728074050196,0.03834663945746462,0.7162852174856843,0.02780986283090172,-0.30422534770853127,0.5689069025319199,-0.10637405589075936,-0.05259285956586374,-0.18390471205661815,-0.3850276142088438,-0.03139303383148575,-0.27908859014363685,0.19174724402665932,0.24935739978272167,0.3014699451272773,-0.14732523552231236,0.1495894717090635,0.2879889513715536,-0.4726625459740075,0.4928438787628626,0.23059388322126048,0.0644833381471819,0.3656230188859548,-0.1045809572387864,-0.2709405631666569,-0.4869385695228309,-0.15723177596512547,0.3312164280016871,-0.4362930729659391,-0.5171153542378264,0.12093432930367312,0.20859448561748797,0.5265243089861918,0.5421597140155426,0.7042486044966587
Thal_IL_R,-0.02515123238864075,0.2284021395080546,0.3696796697946452,-0.0035738295168682983,1.0,0.681440668383171,0.5189182368613934,0.5322636420962299,0.030358992651078238,0.4738544770701111,0.39275059403593193,-0.08743085057092073,0.6917477239854928,-0.008203133464000447,0.18596050276060028,0.2319009917669513,0.11512082492022249,-0.08722723043926287,0.2923486779860383,0.7236806877286037,0.012178226512967533,0.5640055529758192,-0.06472593799513199,0.3426772735351972,0.39939819388509235,0.36936952857274713,0.5515930093798581,0.43758051972259226,-0.2712293848820627,0.6560731622767824,0.5872726450846554,0.7863333006914053,0.3465689437884632,0.4605279059483226,0.41658785672037396,0.4180858328158549,0.676904399243222,0.3975718172484245,0.3530316872472299,0.07789090465794146,0.19455709549078498,0.7073067138178936,0.24094082819303086,0.151440820159843,0.5499345159406349,-0.0027678365056547044,0.19291007560014448,0.2128949761573498,0.3259979829798669,0.8256738352656696,0.7054358167771323,-0.3298011248979705,-0.07976241122694426,0.19198773867771185,0.6035664048826132,0.17195995118871177,0.6431510373482608,0.2957449584053039,0.17767133268145258,0.1951959399821331,0.3440007399429456,0.44163200820276316,0.24839840308858097,0.3384005704956157,0.8220797579340576,0.21026103570249097,0.4385022098666269,0.6089198055629275,0.10764046152239759,0.23472995013767453,0.2133571934882592,0.25865451449114735,0.4211370253834425,-0.15611547312926796,0.22916798907162003,0.14397971338203458,0.4186908156081388,0.37914631838309815,0.3207960524585901,0.278997898357742,0.158271970231655,0.2860734788632253,0.20961082199664038,-0.19708270761846497,0.3362029580408139,0.1697376648729208,0.22319377153532663,0.16829273767769617,0.5778632554348635,0.4062848742296279,0.16541331161172637,-0.05852133633890924,0.0014541363888236803,0.5104036880115199,0.5633547352199657,0.21598822170570414,-0.05497924040848236,0.3302150434491536,0.2576874345192857,0.047775236325089766,0.5030962634344109,0.10902826795211563,0.7352210307796717,-0.02463010738728814,0.5709688628199292,0.4322757060636485,-0.058998228314073184,0.326873481180916,0.3078039018602615,-0.014666845497174457,-0.04914714938259886,0.614349910808478,0.3060104259741343,0.5791591113007857,0.23107561426813003,0.2654385155548238,0.48797937764348803,0.010451175428146674,0.07546369771033028,0.3083283720155769,0.5080533757219358,0.6952465936372001,0.018202619659078455,-0.028150828342112036,0.13390918008147723
Thal_IL_L,0.1328677422872708,0.32872372244941,0.29503468475766476,0.25218926786467954,0.681440668383171,1.0,0.5726556470169374,0.3782276399278706,0.09415404314358715,0.46284375699606245,0.27970638749003646,0.004836504445953715,0.5826162723719758,0.3849334044819917,0.01853754382208958,-0.049930135820289406,-0.0356891245048209,0.22123259457803698,0.24425433797180326,0.6330536006674956,-0.025824004522474346,0.5434828502723568,0.08033922007140652,0.23412544024290338,0.2745162032397064,0.205355411516165,0.610110454028336,0.41288203009517765,-0.05069587809993998,0.46736516592805616,0.4092192779707573,0.6101992739786749,0.5368375934671223,0.6937825575464535,-0.04654551468354893,0.18059020240668702,0.6225879635990687,0.04852672911389265,0.46983173218823593,-0.1798339475357774,0.17564902460932663,0.7210427647944702,0.022579082138500666,-0.24207754709539156,0.5920777921507845,-0.06471058689425738,0.21507989740114802,-0.001979919956118851,0.2594155033995633,0.5846655240608954,0.5975377847310699,-0.1979122786538583,-0.2892843524779239,-0.04189196523749375,0.5777031982563454,-0.00960771269733032,0.5254401944956268,0.1525393751904342,0.4214723888039204,-0.05857842223610625,0.0029971165139748607,0.2935918455742577,0.36442739312731576,0.615875942838,0.584937733966748,-0.09893650951129479,0.5970149052475087,0.5649935304111067,-0.03569503750619894,0.3433443895214814,0.0009182256143330363,0.09167080251032923,0.29130274127293243,0.192596543876395,0.11921014396603777,0.25923583913160975,0.5254508350173585,0.04762097136080134,0.5347777238762331,0.030590621400218038,0.4833133891460889,0.5731339888281936,-0.13759156668142283,-0.21005505496403334,-0.05892901885267508,0.3522381586085654,0.07737089315698742,0.001010120412526008,0.4493879860741386,0.3853391025934383,-0.15269474998894972,-0.19191084441647352,0.3255275197399583,0.4592570616470275,0.3962392391765714,0.5066066313030296,-0.0859137526044436,0.24489243396168495,0.0366049409933497,-0.3476723027034885,0.4719417790278783,-0.0817475526122714,0.7933640666308073,0.003698634195226379,0.6248015311020796,-0.02979141176390896,-0.021767408150410502,0.544384888025312,-0.11610866659179114,0.26837397967738,-0.07240720750597407,0.34606877636347,0.270915975668218,0.3933659947048281,0.012801122462696338,-0.047071150143443916,0.3853147017686429,0.0493045373477612,-0.23988632000835833,-0.12211398598834666,0.549560046513134,0.5321927585048071,0.40792477707772545,0.42247054370250814,0.4486328921778829
Thal_LGN_R,0.38431889488949883,0.06894557928296274,0.3378865714765746,0.33039443460604556,0.5189182368613934,0.5726556470169374,1.0,0.6065688838301826,0.19892105852832925,0.4175944973628907,0.42589762522283914,0.2961405985096193,0.3697348392494296,0.397780175819828,0.2893222177802833,0.4081177731269988,0.2658632138036924,0.27228734980364544,0.2923568776939283,0.39583974353564905,0.2447691789596294,0.6022708328312202,0.01791189103451246,0.29914958342783565,0.07430147235021219,0.3788724644272305,0.3296218926625796,0.4767009575076871,0.18470189533885023,0.5157181550717364,0.2920004611660991,0.34707582153050837,0.45464015681825193,0.66168671918316,0.3703593519894531,0.32928345963727235,0.6281428502141765,0.11121829343278643,0.08702214878486418,0.07236924265441567,0.45689893070174137,0.3671323644183522,0.20225688518776594,0.028128821661602906,0.6151569907224183,0.021283761846084163,0.5173379705799299,0.1742462387124896,0.46262621856954134,0.43380618430441575,0.5195174967358861,-0.0010580468981557871,-0.02172746589990123,0.16506139046512658,0.6805737771122247,0.215655239579376,0.6309918392981436,0.139650156361633,0.27661104276266457,0.11405515533698997,0.2535528715571487,0.45845852901982087,0.2042014782696028,0.6998719884117821,0.5970768455892648,0.14828295437413175,0.3206351612541564,0.45269372846821304,0.26233630033365807,0.42388601296932155,0.26062649051543557,0.2235104375646365,0.42851793966655466,0.1612996423823563,0.49565578180439357,0.26962233603541735,0.1620358037397536,0.37324353869023297,0.446240236888717,0.15902753297738834,0.5739719583664404,0.584010311678925,0.10942638886024678,0.06943443474649016,0.24996242659357265,0.32574343315553067,0.30659758726321273,0.167724025601674,0.4684821510928415,0.38886630170708963,0.12840051353168616,0.22829984583385055,0.2719183809873553,0.4607995700623468,0.3253556952435803,0.4549564819211556,-0.16327001994704166,0.1577746285312679,0.2073793885478053,-0.08527664239830601,0.4625751086133405,0.1757302496022358,0.36516786256611383,0.053875544291209596,0.5342749157322918,0.39193129382690045,-0.034580480473875096,0.5041913194478149,0.06126946453630193,0.29372046252231704,0.08178046536264053,0.49869940446526734,0.2877615962844972,0.17642660933301296,0.33262098078559993,0.04338794651109443,0.3654406460300999,0.08588281284556976,-0.014950937566772798,0.05903648240709294,0.04272832334617081,0.3991202963327041,0.2725591905783951,0.3611867920395381,0.3470453682937576
Fusiform_L,0.12132456113726892,-0.11481987368512551,0.30905415414835447,-0.03435613789323344,0.5322636420962299,0.3782276399278706,0.6065688838301826,1.0,0.4703660854107661,0.4697614200299235,0.6002057983632479,0.11121850036920872,0.12395159358957406,0.22787339705650883,0.5151425825230731,0.4075228846299387,0.5452991242196896,-0.11213987041947819,0.38079343900824875,0.3341887197615744,0.22564975769499937,0.6268325210006319,-0.2014414891728638,0.431935917588699,0.1758442620832384,0.35038969589564045,0.3073853286007264,0.4826316190331205,-0.17398678283302682,0.6910736107266992,0.4430607595585016,0.36945256774632274,0.24989859631331174,0.3913501381859938,0.5551673210098058,0.5515130824486819,0.45559142353296506,0.4033660070104326,0.05071739931229583,0.4754482095474855,0.4011139682709681,0.3931929325866466,0.6388199736664166,0.01357138036070629,0.4833186177983355,0.28732128333722445,0.6642309208601145,0.5541294378698849,0.3100821023302638,0.5088028746683905,0.4740882430994656,-0.05702206405359398,0.14857224383557036,0.590583607264816,0.6236404944133067,0.5200823950913297,0.7568275567491457,0.4466911935719188,-0.007627792260310371,0.6260818505419731,0.7193904545806665,0.6742138043383521,0.02335971928454074,0.39047408972192993,0.602128534483546,0.46970948604214746,0.23038844352044374,0.500198587450898,0.47561908872422975,0.6487913056648801,0.4169554779409828,0.5801493310370996,0.4628048526728323,-0.023291641595147756,0.48034907608525734,0.5205429109066186,0.10115033466798701,0.7542504753057752,0.6979105848056552,0.6246845966837733,0.28765929040213006,0.2000658683373991,0.5563408359916128,0.10780270679098106,0.6920365813514147,0.3962925870254088,0.5787122150280708,0.4245363116453859,0.49161746732382583,0.41744682276450396,0.5839468138819542,0.4437529817663575,-0.05898143427492653,0.5479339797523963,0.554854667388892,0.01896597015089415,-0.07009145558034344,0.36465463654331315,0.47572452091380896,0.1487027162616396,0.4264750514827276,0.3706267393158311,0.26681786382999695,0.14039386689035577,0.3130337307822887,0.5534088698789749,-0.2714244649223206,0.20796730331999627,0.5106259544857399,-0.09835747487007213,0.2978354746533549,0.44726233078778427,0.17916750730495035,0.37130296896354875,0.6085738396126348,0.5380560820628368,0.6538495226277682,0.1549232337387992,0.2874677049710778,0.23525894369801423,-0.01096653516835694,0.34920853187432077,-0.15506172417257932,0.16612838327586993,-0.0982778865992669
Vermis_9,0.28674860283860704,-0.386440240726902,-0.19386076745862604,-0.12568702390628053,0.030358992651078238,0.09415404314358715,0.19892105852832925,0.4703660854107661,1.0,0.17368578744318877,0.6004953749489431,0.04144098343135153,-0.3965485999587918,0.48257175761647375,0.6307873965376316,0.28569311856226737,0.7800021956816592,-0.06251987561652174,0.2136762294515076,-0.15262285237520953,0.483973234819847,0.29713160596691757,-0.07554194122099776,0.016609601083866936,-0.1915580115760886,-0.10684987607391579,0.17941990772619912,-0.01442088327725943,-0.12029269056029505,0.28786113655762097,-0.17593945771193323,-0.2118806624580012,-0.20296099284642488,-0.0671056162176414,0.20770948250058213,0.05896611115851007,-0.06930481821632185,0.1568486855979418,-0.0884866390316052,0.6738637398496314,0.16699689267642132,-0.019263648040221994,0.6287404805908761,-0.18866632038237677,-0.05824167611019631,0.6248530079807234,0.647671884999492,0.651404758093195,-0.2526964027461596,0.029974799104759815,0.00922498015404638,0.18729966194084188,0.30625364079435885,0.42950890950925974,0.30649912412168634,0.7743563273246591,0.32808641728945453,0.158165850022032,-0.16998602605193153,0.6157356333079351,0.5345757914267183,0.559212407051283,-0.07303118389541786,0.10905559936492393,0.000797614995590977,0.6045200091645849,-0.06518517829830155,0.0591429698077368,0.5430685167120834,0.22203795161701648,0.14652930198970274,0.7059732100095298,-0.14138246234174884,0.17932820940955851,0.29474445537669397,0.5832746312674439,-0.28818548459219234,0.5575521417349716,0.3942750217011711,0.5719024796195445,0.19238563362031888,-0.06512942501747689,0.44163899801007744,0.09543720182744421,0.3327813059745409,0.5621198847514182,0.7394257718246963,0.5170059714117659,0.16655200391438704,0.18721771931628656,0.6332212707370439,0.40240818415009144,-0.12895711243739993,0.11392370329352886,0.16588218686457032,-0.3492820039681803,0.07401867805133647,-0.014444685657261218,0.29994632008838445,0.23354972636530977,0.16340721286058574,0.6240651773915984,-0.21404980903087242,0.12335063526832078,-0.11147914630343658,0.0951618285620524,-0.22527015044891563,0.029400632148134966,0.3182627542958665,-0.13400409285472278,0.4152467359538191,0.07162911101821196,-0.424411151238069,-0.2156654926789646,0.7034373231286902,0.24931527954857097,0.3040993482152982,0.2875130327741275,0.4742510361614358,-0.0903568893309311,-0.3570258359526626,-0.25602207013685074,-0.17826103306999014,0.3383003207803568,-0.3611881467685006
Cingulate_Post_R,-0.058869789775484745,0.29430962848815356,0.3399778578461852,-0.04305395196724329,0.4738544770701111,0.46284375699606245,0.4175944973628907,0.4697614200299235,0.17368578744318877,1.0,0.3983407276997288,0.05453904863114041,0.2620216813869576,0.15428442940477752,0.11262269128449767,0.06720814413210249,0.006250240188837383,-0.0683748898729527,0.07898679750913216,0.14747728890735837,-0.08479870270156309,0.5108900425897399,0.3169379289896503,0.3956313819128843,0.3057856358398348,-0.11424499439664476,0.4674203609927068,0.4928846352330053,-0.0007300051900856797,0.5308146973687371,0.4181177683129106,0.2727012446346763,0.30798724692914287,0.5022453829905277,0.2142453801687833,0.23884649271481745,0.5878042540843402,0.17153852548539408,0.5149474878627206,0.015270803193339342,0.3223680351790506,0.44631764442673216,0.14717891579130477,-0.020150275952744896,0.5023612442361256,-0.018413180782581043,0.14175459541107951,0.16345675911922883,-0.0502615747655168,0.4453720625074009,0.41273254386482633,0.021686834728806538,-0.1790146930238668,0.09549992811934685,0.5716922690317919,0.12344325023261575,0.6177651914466856,0.1767712637757293,0.07941302331827936,0.13848999805853573,0.36705352921590956,0.4180636670644665,0.06995038475307429,0.49452379967477067,0.5951263997205635,0.10076218429153527,0.39939095896685856,0.6614341795283503,-0.1007517166154192,0.1547991387810674,0.010234269573498295,0.24200490762191465,0.34164919951544387,0.04351555388905431,0.029835862852372587,0.08259684852888555,0.35696929815596923,0.3266547212236393,0.4656111815259929,0.26305722688626587,0.3140158592662652,0.3556996529101372,0.08726062352928768,-0.23597800728855428,0.3190625580090568,0.2928065442793799,0.14738153961127884,0.09771042113824387,0.5370238212064096,0.3533849864788291,0.11659749864883663,-0.10703138674677178,0.14397390384090478,0.488067054190458,0.46805130220489866,0.20197142628706716,-0.1952122151359876,0.35157434053055003,-0.09084658270436083,-0.11649578784048771,0.5364250825352721,0.0855948786119362,0.4052853661888806,0.08786536831424191,0.48399091988113996,0.166663327157727,-0.2441532254379791,0.1614995319829939,0.06614416446495842,0.06205328205917535,-0.24630207128987025,0.028018757243599125,0.061147128130962,0.31208886514850426,0.1799570727944878,0.2784915403156018,0.3812280793909264,0.1448821503769611,-0.0670163496123036,0.06925379703573341,0.3507164026609505,0.2872380593983523,0.06743896610060542,0.20349288534884075,0.13481859550910028
