,Thal_MGN_L,Frontal_Inf_Tri_L,Thal_LP_R,Putamen_L,SN_pc_R,Cerebellum_Crus1_R,Thal_MDm_L,OFCpost_L,Thal_IL_L,Cingulate_Post_R,Thal_PuM_L,Thal_VPL_L,Vermis_7,Occipital_Sup_R,Vermis_1_2,Caudate_L,Heschl_R,Occipital_Mid_L,VTA_L,Cerebellum_8_L,Olfactory_R,Precentral_L,Frontal_Inf_Orb_2_R,Occipital_Inf_L,Temporal_Pole_Sup_R,Temporal_Sup_R,Thal_MDm_R,Cerebellum_8_R,Occipital_Sup_L,Temporal_Mid_L,Cerebellum_4_5_R,Thal_AV_L,Parietal_Sup_L,Postcentral_L,Cerebellum_Crus2_R,Cerebellum_7b_L,Cingulate_Mid_R,Calcarine_R,ParaHippocampal_R,Calcarine_L,SupraMarginal_L,Red_N_L,Insula_R,Frontal_Sup_2_L,Pallidum_R,Thal_VA_L,Olfactory_L,Putamen_R,Thal_LGN_R,Angular_L
Thal_PuM_L,0.6327576307255879,0.3668350429962479,0.16699726961246192,0.4756970103242534,0.05960041987115176,-0.21739991222515118,0.682227402047852,0.05005441246378674,0.6248015311020796,0.48399091988113996,1.0,0.837012172076643,0.011158867192854692,-0.3427756113347663,-0.013746608401576802,0.23555037143058435,0.5649697526715052,-0.252402024452015,0.33854925254162366,0.2182916445517234,0.36767107347146355,0.5789224285976196,-0.07709695267828669,-0.12714989525169137,0.2630546626454991,0.17628627020579313,0.7000191352047617,0.2876737150299207,-0.07774804620556881,0.183517997260175,-0.26602896614287586,0.2675856497884089,-0.11153448496893945,0.21167997730073576,-0.15898202731390318,0.09531106779961866,0.4379029506391739,-0.2855935965727127,0.4322173651353603,-0.2070649299218636,-0.13049878090723666,0.5431553860539559,0.4998412252996481,0.2783117496770998,0.15403680402705247,0.49582149702818434,0.3585532326560961,0.4493755478870074,0.5342749157322918,-0.15295136207249974
Thal_VPL_L,0.6253536469909113,0.5190812808122964,0.2338300046920424,0.6073431769008609,0.09538710222809921,-0.039549972489718664,0.6422122726998629,0.17006789431947747,0.5975377847310699,0.41273254386482633,0.837012172076643,1.0,-0.03154173521103915,-0.1390979679600857,0.18047415071743553,0.2246407812743471,0.5722478499475308,-0.13498439737034643,0.2694280521565178,0.17992625301466797,0.26831774202404196,0.6503922125032556,0.0853826616889915,0.06971559615992466,0.2717504765405946,0.35270763721753784,0.6839599409397659,0.1670360782964749,0.01618814855032787,0.25147213835939586,-0.030704861153495463,0.4423839722642065,0.10265746124386255,0.32813849997540095,-0.07928394615213366,0.06397232875973975,0.5155083320992603,-0.07145964365383037,0.29410751713232847,0.0015862945598390874,0.05821348398071529,0.4068534534302269,0.4406323017011978,0.42300962338514203,0.35306750508289564,0.5586439968144592,0.3893759105710188,0.514492480627459,0.5195174967358861,-0.13956041827910207
Vermis_7,-0.3064607248933391,-0.1418220276484381,-0.007252920886531261,-0.02213598690310665,0.1430085262069662,-0.04450824977654552,0.06248421956445349,-0.30205091536122886,-0.021767408150410502,-0.2441532254379791,0.011158867192854692,-0.03154173521103915,1.0,-0.013023797754757573,-0.41191161478088767,0.1538821099260153,0.005573619149423903,-0.019537645628430026,0.3366556214353055,-0.22098443893525269,0.004666193071480234,-0.11875124609243214,-0.05042982667412262,-0.010540188253354251,-0.12452891644094148,-0.042007391475632684,0.09306414152416488,-0.010855497840489774,-0.07657114501473472,-0.21343783244450892,-0.2024457135827741,-0.213286665919247,-0.18040391342094217,-0.0963597285340691,0.04945730026630218,-0.08934876780114427,-0.01881365522123091,-0.15659758181508418,0.01663072878250784,-0.20484377372251136,-0.22514737225263506,-0.15871680719753614,-0.015126886622862545,-0.1478594042452745,0.09062648176407138,-0.005954502802508842,0.072181824442264,0.04688901158509098,-0.034580480473875096,0.12886217529314622
Occipital_Sup_R,0.060316092707763114,0.15807626838980526,-0.016050172713093572,-0.10533815364201288,0.3147806907221999,0.28318005308356675,-0.30712315811645585,0.3374954150657979,-0.23988632000835833,-0.0670163496123036,-0.3427756113347663,-0.1390979679600857,-0.013023797754757573,1.0,0.4839725469141342,-0.34414707133926264,-0.1919929535249472,0.6453576057606074,-0.33633171166684483,0.0620016784148231,-0.30172748292859286,0.15929881853062672,0.29597782719687793,0.47504567897017047,0.18401894226302812,0.5554167114044717,-0.35192128644550225,-0.12161072880475177,0.42748524929200205,-0.1117873256342978,0.7921789513209788,0.1858968987708639,0.5775131845088362,0.5121916638585682,0.4907570916234254,0.14958531670969663,-0.13169618870689534,0.8245277746853392,-0.35051875044636704,0.7666167994902637,0.6764105255386625,-0.4682585169558601,-0.27137776595614016,0.09653827038210576,-0.011922067574951943,-0.18631252336382126,-0.15164217300556326,-0.3064135406403415,-0.014950937566772798,0.2715749639042662
Vermis_1_2,0.4777828638023831,0.3694166595550913,0.13243469249398818,0.206072858350955,0.17618435311588088,0.23997959920895048,0.01898185199189197,0.6076450344722122,0.09704347041275645,0.32715495501953656,-0.013746608401576802,0.18047415071743553,-0.41191161478088767,0.4839725469141342,1.0,-0.09941847751203023,0.17055335756425238,0.3611033883884684,-0.37257026733102766,0.2453577974506795,-0.14676924596304508,0.4067551165275372,0.38086975658774097,0.36481722673431854,0.32222887698868174,0.4862098334198846,-0.16410017063406276,-0.1025386027235187,0.29535298161220364,0.43177554915610117,0.6957668946033086,0.6228058352346765,0.612146912383203,0.5483906076191568,0.12799506526270554,0.28541373188494207,0.24367792583409442,0.6466031890427641,-0.21365115763955952,0.6918369804579262,0.682867024725593,-0.054797187101096816,-0.14077953305684282,0.38074004697300823,0.1326222283521611,0.051774804186819616,0.0648555215904972,0.044389116359365835,0.21356050807239058,-0.0500060244431773
Caudate_L,0.06723338530754763,-0.11560657551801577,0.3981627378688739,0.59796313489158,0.09778817490715669,0.14705302493672903,0.5010089836781276,-0.07722158877543173,0.270915975668218,0.061147128130962,0.23555037143058435,0.2246407812743471,0.1538821099260153,-0.34414707133926264,-0.09941847751203023,1.0,0.21481840250988796,-0.4195320618323367,0.3053205389343014,-0.1934768616696694,-0.004106365322464358,-0.0684127229165832,0.16334149702138925,0.11496861763217879,0.05516283880035603,-0.026589102953872453,0.5266973399974244,-0.1016118442544813,-0.31295061456031076,0.5495390803421754,-0.16913875675519358,0.23859885896600083,-0.2745096823602,-0.31563440693671535,-0.17250004114697176,-0.0669612772290417,0.6206912789690202,-0.2771106771628252,0.18127143012996794,-0.2789148341387862,-0.49373437421673444,0.24377984328332925,0.2823367111024572,0.43982200967089025,0.6376685232852227,0.43287355242050973,0.3407946441550507,0.703045624130941,0.2877615962844972,-0.1758533407656728
Heschl_R,0.30548109619982067,0.4704404622666013,0.17142698704655243,0.38254570080635647,0.13753943988131048,-0.22233350810827202,0.3665237693174696,0.13736860552762503,0.29503468475766476,0.3399778578461852,0.5649697526715052,0.5722478499475308,0.005573619149423903,-0.1919929535249472,0.17055335756425238,0.21481840250988796,1.0,-0.27931510739824694,0.2100717398310458,-0.09256923575026534,0.07586449923347276,0.6194954205504282,-0.14716352054481738,-0.1503994398880409,0.20865367623143508,0.42657869838128987,0.43786099642168047,-0.10665065257310284,-0.23187490067970845,0.16885915385395125,-0.13669627606031973,0.24932794823009322,0.0058055811252724085,0.2532556301122358,-0.3320260867807262,-0.14875771904844967,0.38108137049726964,-0.17235670983286075,0.02265016427878791,-0.10060132542703386,-0.03552129366630755,0.259644242396314,0.2392626166853901,0.14419244533591152,0.21053362161070024,0.23724166889429552,0.3768447824787472,0.40141678546540205,0.3378865714765746,-0.29674719416071305
Occipital_Mid_L,0.061326378160686756,0.10515914768422148,-0.22595679969735855,-0.2017548865412553,0.2547409929959815,0.27165717222245117,-0.2750256348958722,0.3019041816546808,-0.06471058689425738,-0.018413180782581043,-0.252402024452015,-0.13498439737034643,-0.019537645628430026,0.6453576057606074,0.3611033883884684,-0.4195320618323367,-0.27931510739824694,1.0,-0.24159959481401652,0.35004322443844266,-0.13800429446386628,0.14125959198696486,0.31387643807343885,0.38531270055040623,0.10519422733643165,0.32310657134160775,-0.38685491927685745,0.21532484812155553,0.521035059953884,-0.028242866581568236,0.6164785439408952,0.09796666361787848,0.5498298856750491,0.5588883062753818,0.5371264918993991,0.346994658023104,-0.17544792423722283,0.6748563649999285,-0.08861404168916089,0.627206021828964,0.7021884704547428,-0.40577093626398486,-0.19197669114831847,0.0749106217805087,-0.12948867049859164,-0.165477167848363,-0.1643164694751773,-0.34979520946078857,0.021283761846084163,0.3358419329210299
VTA_L,-0.03522944196250518,-0.15959604309226896,0.028537558570782,0.20241809840627853,0.2146196179631766,-0.13166798385456516,0.3498511298069298,-0.37554572947594944,0.4214723888039204,0.07941302331827936,0.33854925254162366,0.2694280521565178,0.3366556214353055,-0.33633171166684483,-0.37257026733102766,0.3053205389343014,0.2100717398310458,-0.24159959481401652,1.0,0.10370779298015455,0.24629768250368345,0.05018339864109205,-0.21055735134019352,-0.07513929420077771,-0.22186587714237588,-0.2272313400583968,0.33659474453817473,0.31395410036561133,-0.1832991865018924,0.0985456139184877,-0.38087247677196234,-0.15348115420311248,-0.1943684943898424,-0.11383304504835005,-0.0588638799073038,0.07426552519298661,0.23095551252842184,-0.3845850570270044,0.34405989154558,-0.3859615289796145,-0.33076057223773103,0.21305189259372104,0.09140643332943235,0.04910976576007468,0.1773007922745576,0.30650099659149993,0.2536755874375238,0.22471462051851437,0.27661104276266457,-0.02380827506304616
Cerebellum_8_L,0.40988939696551885,0.08357398705283657,-0.12226401591815829,-0.14688465189305644,0.15837863520991396,0.29945605081163895,0.05874734850115205,0.05822972413469807,0.3576412264643102,0.25439018236635424,0.2182916445517234,0.17992625301466797,-0.22098443893525269,0.0620016784148231,0.2453577974506795,-0.1934768616696694,-0.09256923575026534,0.35004322443844266,0.10370779298015455,1.0,0.10805342401978907,0.14380677139807185,0.24718311701003967,0.1972492474282493,0.1241922125824898,-0.0640205386037943,-0.14128102362949335,0.8688778501928948,0.3779440356803021,0.3777992976926388,0.13571132398324623,0.044046581013821896,0.32808219569655056,0.3912012772874776,0.33182023767535285,0.6812901154556682,0.01589629422542236,0.17186712313569444,0.5595102527027159,0.26260947734252577,0.41527801884852816,0.023378426266309146,0.2879562187634889,0.10344506705955402,-0.1223303719790219,0.036733943622043734,-0.16621163875514658,-0.047224179737979335,0.3810331935258405,-0.03928988717180166
Olfactory_R,0.22877293496345763,-0.23377230957670037,-0.043334981775820285,0.22827938306084278,-0.10754936082069017,-0.4133511532277789,0.4447001451091399,-0.03936057739612458,0.46983173218823593,0.5149474878627206,0.36767107347146355,0.26831774202404196,0.004666193071480234,-0.30172748292859286,-0.14676924596304508,-0.004106365322464358,0.07586449923347276,-0.13800429446386628,0.24629768250368345,0.10805342401978907,1.0,0.21728950256112498,-0.35354671622339395,-0.29520370827989956,-0.0788172315436649,-0.21227471085565616,0.2948791651965792,0.18133974146742346,-0.04407733906996656,-0.1650620372449457,-0.2914753291638904,0.1565294623933384,-0.20302088993305167,0.026537988116071384,-0.10707304712900013,0.16271767313820648,0.13050046605187082,-0.28674680158673344,0.3976299881321172,-0.26998470495232024,-0.1393692170255685,0.5488311124463976,0.06965916960802968,0.07564282240801586,-0.1507770657707598,0.46303788322340445,0.5818771005922675,-0.1335123008168649,0.08702214878486418,-0.05606299823156229
Precentral_L,0.5807470670492408,0.5336654051914229,0.11169222860781722,0.3950283549908412,0.25550717255749705,-0.14841468915692066,0.4131376500989195,0.3469774004481974,0.4493879860741386,0.5370238212064096,0.5789224285976196,0.6503922125032556,-0.11875124609243214,0.15929881853062672,0.4067551165275372,-0.0684127229165832,0.6194954205504282,0.14125959198696486,0.05018339864109205,0.14380677139807185,0.21728950256112498,1.0,-0.057788054451108684,0.006738319764598643,0.2819676598408293,0.5902532053810977,0.3903541366278446,0.055731343067935535,0.06609617211799919,0.061058149192191234,0.22310625941180734,0.47487225901847835,0.36085576835342115,0.7531900486411123,-0.025738961127826362,0.05910002556415045,0.30840261765980886,0.22651827322721915,0.07187215377793713,0.28778476198593045,0.4300701381720156,0.21324145882824425,0.11909500552195652,0.28511474962032696,0.0611981118951914,0.36787711895061204,0.4043216487478313,0.11925025564520102,0.4684821510928415,-0.09770134967164898
Frontal_Inf_Orb_2_R,0.2482430519043927,0.4003882807708093,0.25660318936847665,0.06934901077518912,-0.0186760308234279,0.5736613895973534,-0.23931550676519842,0.35065376857985325,-0.19191084441647352,-0.10703138674677178,-0.07709695267828669,0.0853826616889915,-0.05042982667412262,0.29597782719687793,0.38086975658774097,0.16334149702138925,-0.14716352054481738,0.31387643807343885,-0.21055735134019352,0.24718311701003967,-0.35354671622339395,-0.057788054451108684,1.0,0.5234491640890528,0.30446344509915513,0.32548152915034506,-0.17194003954839418,0.13118653161147234,0.29752606373330875,0.44975206861482636,0.5096883503880264,0.23385170903193656,0.34986311693933286,0.20980647273485387,0.38946784891010006,0.18321854032620805,0.31151436098106944,0.4742069086181289,0.13378562202517136,0.47182279242726727,0.3445481658208044,-0.2822141281439794,0.34795137527770514,0.5385728858960657,0.4822817304329413,-0.25835398977368723,-0.2103254059371997,0.4124023015285643,0.22829984583385055,0.078515433758485
Occipital_Inf_L,0.15702079300528266,0.15383727357523658,0.06728188021740189,0.12732077525119023,0.23057889314311955,0.4587182167192586,-0.1374319096503101,0.21266942071656378,-0.07565830647103976,-0.10904637748636563,-0.12714989525169137,0.06971559615992466,-0.010540188253354251,0.47504567897017047,0.36481722673431854,0.11496861763217879,-0.1503994398880409,0.38531270055040623,-0.07513929420077771,0.1972492474282493,-0.29520370827989956,0.006738319764598643,0.5234491640890528,1.0,0.1276662967811329,0.3772683472298453,-0.16679626020458305,0.06744457145830939,0.29871803162865485,0.3419500843616081,0.5691858742708961,0.19258419880624542,0.4165313927465704,0.290123261901837,0.4223423428397655,0.20451595075937337,0.23253162340116346,0.5718371063748374,-0.032679479004099406,0.5520089124756581,0.393848701984316,-0.31573375929142167,0.07622808082698825,0.4006199944266785,0.3983938833101636,-0.09908919791018984,-0.08652376878038139,0.20746128940320138,0.2237271128504194,0.09374437080845019
Temporal_Pole_Sup_R,0.39325330321333596,0.40260756190930574,0.08221043343165571,0.20083937101855345,0.0745982967339077,0.11316299310486744,0.11670923221146676,0.5523700252419841,0.00697708388313193,0.216574470205698,0.2630546626454991,0.2717504765405946,-0.12452891644094148,0.18401894226302812,0.32222887698868174,0.05516283880035603,0.20865367623143508,0.10519422733643165,-0.22186587714237588,0.1241922125824898,-0.0788172315436649,0.2819676598408293,0.30446344509915513,0.1276662967811329,1.0,0.5065082072687415,0.13933707668377468,-0.0006498994045890847,0.12697886398961114,0.16407715914778248,0.31796319134537315,0.27102453699905227,0.1708388546440528,0.2256082401338285,0.1113224295884484,0.06012185798061464,0.19053169090330754,0.26373666714150074,-0.04801913441437309,0.27719088252628166,0.1658219057588624,0.167946313746201,0.3677712576223698,0.3707237762451442,0.023300969250921812,0.1202685414234777,0.07011199320507375,0.13263746075901203,0.12896972620664265,0.06273190026718545
Temporal_Sup_R,0.3593680492758194,0.5469314386320365,0.09799027904814854,0.2793555052158102,0.33670383569268036,0.1172048174950922,-0.0030660096262262143,0.4654724980670783,-0.04654551468354893,0.2142453801687833,0.17628627020579313,0.35270763721753784,-0.042007391475632684,0.5554167114044717,0.4862098334198846,-0.026589102953872453,0.42657869838128987,0.32310657134160775,-0.2272313400583968,-0.0640205386037943,-0.21227471085565616,0.5902532053810977,0.32548152915034506,0.3772683472298453,0.5065082072687415,1.0,0.11412451671312555,-0.2199965628918352,0.22625642530963763,0.03158792037070017,0.6635388600718156,0.35969145912637074,0.479196522560047,0.6235681281226632,0.2772276774633991,-0.05045468440286105,0.24554382830052823,0.6516950767117876,-0.1840801329531866,0.616440860059374,0.5040115682614,-0.17914727901184235,0.19260719772464788,0.37081164674636574,0.2525623687208295,0.020068880317568597,0.15706523238631914,0.17181065215687225,0.3703593519894531,0.05031323185509813
Thal_MDm_R,0.43170706334435216,0.190663347977393,0.26567180474184476,0.73671758139622,0.053284803086568064,-0.13989649287398423,0.8196288158963937,-0.018322789314249598,0.5826162723719758,0.2620216813869576,0.7000191352047617,0.6839599409397659,0.09306414152416488,-0.35192128644550225,-0.16410017063406276,0.5266973399974244,0.43786099642168047,-0.38685491927685745,0.33659474453817473,-0.14128102362949335,0.2948791651965792,0.3903541366278446,-0.17194003954839418,-0.16679626020458305,0.13933707668377468,0.11412451671312555,1.0,-0.0254973737187209,-0.24624246100622263,0.1427698678516023,-0.31348527250565333,0.3060478456380107,-0.28711794008105834,-0.049944074357253926,-0.2482832458817378,-0.099376341305717,0.40716693959828787,-0.3674458281492638,0.23766631733248428,-0.3564061998589298,-0.37003587069053445,0.5780369939135822,0.41167720304034067,0.2941060232912771,0.4128198858213529,0.7033617400608123,0.5165881579951468,0.5686135246088855,0.3697348392494296,-0.09499448196194757
