,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,Thal_Re_L,SN_pr_R,Precentral_L,Frontal_Inf_Orb_2_R
Thal_AV_L,0.06516721249256353,0.3060478456380107,0.45913428088046515,0.35969145912637074,0.3699483992424069,0.24932794823009322,0.27118698100131916,0.12168664169236357,-0.012494829917119145,-0.27354570092549546,1.0,0.36655536303067615,0.5727988120137507,0.16588218686457032,0.29725552019279605,0.4538148674545915,0.3927391775271755,-0.14522791947712124,0.47487225901847835,0.23385170903193656
Thal_LGN_L,0.41117581103144973,0.6504814721331837,-0.1552806188827063,0.12344253711014712,-0.03299148831088419,0.4249766397055457,-0.18578477819944147,-0.3462787026178256,-0.06180417117001791,0.3592348369600589,0.36655536303067615,1.0,0.5142588047735086,-0.0775258346377108,0.6899352573802261,0.36309640669637566,0.42579219006712615,0.3434816502165102,0.517372875574354,-0.08320823440074006
Paracentral_Lobule_R,0.2631753192077389,0.2521420998965808,0.3845458941827216,0.545178078368846,0.35284071510951565,0.47730791052823046,0.4214457623462645,0.12252963921163491,-0.023668293849379605,-0.1724821846779217,0.5727988120137507,0.5142588047735086,1.0,0.32808641728945453,0.47388744603915833,0.5881233552006492,0.466965493657721,0.09927561775158714,0.6915454673760169,0.1375791472479197
Vermis_9,0.029400632148134966,-0.3965485999587918,0.44163899801007744,0.20770948250058213,0.6307873965376316,-0.19386076745862604,0.7743563273246591,0.23354972636530977,-0.18866632038237677,-0.26643807949804,0.16588218686457032,-0.0775258346377108,0.32808641728945453,1.0,0.058657990252918124,0.2579851153830202,0.17941990772619912,-0.07303118389541786,0.16655200391438704,0.40240818415009144
Amygdala_R,0.3897657120435254,0.40934612883631816,-0.08846036812820886,0.13633250671470679,-0.00683488651006789,0.33609572073830046,-0.03363007718585701,-0.1864033198096483,0.06506377912812987,0.25562368190522317,0.29725552019279605,0.6899352573802261,0.47388744603915833,0.058657990252918124,1.0,0.14918004738913154,0.4546121110943615,0.21898578471373556,0.5141131219860058,-0.1279657174682032
Temporal_Sup_L,0.22311283778803842,0.2206535553827819,0.4424985491773179,0.4423452094261186,0.34791689865957187,0.44197660575266073,0.21455223651613492,-0.01616684642522519,-0.184079032551839,-0.03359361026473214,0.4538148674545915,0.36309640669637566,0.5881233552006492,0.2579851153830202,0.14918004738913154,1.0,0.05762806063691591,0.07927285650173858,0.36598683040724017,0.5203914361965104
Thal_Re_L,0.2654020361782745,0.3466374493627305,0.03319859745067225,0.0611118521609436,0.17551028429222237,0.13214878059099222,0.14601598245846767,-0.10878579517589985,-0.06192498843148815,0.03191925314024913,0.3927391775271755,0.42579219006712615,0.466965493657721,0.17941990772619912,0.4546121110943615,0.05762806063691591,1.0,0.15372496094572188,0.4462100103592259,-0.1975114947155315
SN_pr_R,0.24443664159757045,0.37483740384804803,-0.25602327092419574,-0.10775852478050908,-0.14900005873032954,0.14408639930130537,-0.19192247102430188,-0.2586631322655277,-0.07248236783952804,0.33644865505630694,-0.14522791947712124,0.3434816502165102,0.09927561775158714,-0.07303118389541786,0.21898578471373556,0.07927285650173858,0.15372496094572188,1.0,0.11059910506036415,-0.13953346050537963
Precentral_L,0.11914769285550814,0.3903541366278446,0.3124404136071912,0.5902532053810977,0.2840806602942926,0.6194954205504282,0.23835428140525494,0.1801724949399211,0.07987914291235892,-0.130548611747871,0.47487225901847835,0.517372875574354,0.6915454673760169,0.16655200391438704,0.5141131219860058,0.36598683040724017,0.4462100103592259,0.11059910506036415,1.0,-0.057788054451108684
Frontal_Inf_Orb_2_R,-0.02434241192814425,-0.17194003954839418,0.5978178729258055,0.32548152915034506,0.47804004804433675,-0.14716352054481738,0.4480922880707547,0.30757796703299783,0.05679170852186503,-0.3350563837851759,0.23385170903193656,-0.08320823440074006,0.1375791472479197,0.40240818415009144,-0.1279657174682032,0.5203914361965104,-0.1975114947155315,-0.13953346050537963,-0.057788054451108684,1.0
