,Precentral_R,OFCmed_R,Amygdala_R,Occipital_Inf_R,Cerebellum_8_L,Raphe_M,Vermis_9,Hippocampus_L,Temporal_Pole_Mid_L,Frontal_Inf_Tri_L,Amygdala_L,Paracentral_Lobule_L,Frontal_Sup_2_L,Occipital_Sup_R,Frontal_Inf_Oper_L,Frontal_Sup_Medial_R,Cerebellum_Crus2_R,SN_pc_L,Caudate_L,Supp_Motor_Area_L,Vermis_1_2,Temporal_Inf_R,Thal_MDm_R,Frontal_Sup_2_R,Postcentral_L,Lingual_L,Vermis_6,N_Acc_L,Thal_VL_R,Cerebellum_8_R,Thal_IL_L,ACC_sub_L,Thal_MGN_L,N_Acc_R,Calcarine_L,Paracentral_Lobule_R,Lingual_R,OFClat_R,Thal_VPL_R,OFCpost_R,Putamen_R,ACC_sup_L,LC_R,Cerebellum_Crus1_R,Thal_VL_L,OFCant_L,Thal_MDl_L,Cerebellum_10_R,Frontal_Inf_Oper_R,Angular_R,Red_N_R,ParaHippocampal_L,Thal_VA_R,Insula_R,ACC_pre_R,Raphe_D,Supp_Motor_Area_R,SupraMarginal_R,OFCpost_L,OFCant_R,Cerebellum_Crus2_L,Precentral_L,Frontal_Med_Orb_R,Thal_LP_L,Parietal_Inf_R,Cerebellum_4_5_L,Thal_AV_R,ACC_sub_R,Temporal_Pole_Mid_R,VTA_R,Thal_MGN_R,Cerebellum_10_L,Vermis_10,Cingulate_Post_L,Vermis_7,Temporal_Pole_Sup_R,Thal_PuA_R,ACC_sup_R,Cerebellum_9_R,Thal_PuL_R,Vermis_4_5,Pallidum_R,Temporal_Inf_L,Postcentral_R,Cerebellum_3_L,Parietal_Sup_R,Fusiform_R,SN_pr_L,ParaHippocampal_R,Thal_VPL_L,Hippocampus_R,Putamen_L,Precuneus_L,LC_L,Frontal_Inf_Orb_2_L,Thal_MDm_L,Thal_Re_L,Heschl_L,Frontal_Med_Orb_L,Cingulate_Post_R,Thal_PuI_R,Thal_PuL_L,SN_pc_R,Frontal_Mid_2_R,Occipital_Mid_L,Angular_L,Heschl_R,Cerebellum_7b_R,Frontal_Sup_Medial_L,Rectus_L
Precentral_R,1.0,-0.028725677887372753,0.5177505664263018,0.07691071514213273,0.18943789789574256,0.17552888939306951,0.16340721286058574,0.5770216593973618,0.15288193583985998,0.42443307221733384,0.42094408739698286,0.6864832555378498,0.24722664829956936,-0.0012414158206953076,0.6647217785972213,0.5537488897792144,-0.04012976997290788,0.15108871111832792,-0.044060020125377714,0.4039687863060363,0.31363049642287977,-0.045958405968631176,0.3838067400840065,0.4231976597162047,0.6250902380802018,0.3918910801005991,0.037302286373399746,0.23815034256915488,0.4833502031435225,0.1526091024932801,0.4719417790278783,-0.3874835792317264,0.533632539152745,0.12598775601128223,0.1478116848440179,0.658381981290034,0.2391258412789149,0.12473587704144976,0.6179208155662786,0.17352832189559148,0.15945998658944327,-0.025345634271352592,0.2888836109589117,-0.16258765679858284,0.46592598350787784,0.21609014179469213,0.49297706764990923,-0.028514528223388225,0.6408983236870732,-0.22841402095992847,0.23834346583667956,0.4620532052703174,0.30713258687201633,0.21725331841541673,0.056679179664994785,0.16366682978306876,0.5959600212939995,0.2628787584804248,0.22689603986018153,0.12242496738749634,0.1332953006473576,0.8806861087188628,-0.0557703615732566,0.5350404068704636,0.20627790729927015,0.3091134041641533,0.4076028160700709,-0.26799541998570675,0.1382678283727774,0.05608023984859555,0.1072246324127302,0.03711409823320652,-0.024599805735928317,0.7305553975386224,-0.04538111616782739,0.19803148544160615,0.5990389776353938,0.16304324662440026,0.16093324184785507,0.3259648151695126,0.16271106699287027,0.08286772192356429,0.3416674116380194,0.6488154118027206,0.40246620482200607,0.14454110744789983,0.08098362083586165,0.30528711774103817,0.1938750973555236,0.676108064690464,0.5239797788187961,0.33547906099586516,0.21005156348885312,0.15246523213779706,0.32714191090540257,0.42175461785940904,0.44581289295481974,0.6725816083181027,-0.038847427555906575,0.5364250825352721,0.39108717821980754,0.3334895606773465,0.11759759188519789,0.31486975581511273,0.06201430749850709,-0.17373273424532149,0.631040825160221,-0.0028523363805328474,-0.20081951512046875,-0.08309965996226713
OFCmed_R,-0.028725677887372753,1.0,0.33340254464935765,-0.3324808851495822,0.14775565720432735,-0.027057374918764282,-0.2304869986979026,0.2805841008615859,0.04384089740800505,-0.12984085318175365,-0.11615877643611582,-0.1421409456860509,0.11916719666902717,-0.3746938229644479,-0.05734249398291447,0.21492828356949495,-0.1297552493159096,0.15280830588127,0.20814424227174216,0.07636647926922928,-0.21956717167504688,0.1675645943321778,0.30245267322310626,0.20500411488642933,-0.27041921579763756,-0.3470084092044524,-0.3565548064330782,0.35997163827996875,0.16220068550758646,0.19860593012603817,0.22058745784513933,-0.1523485284445238,0.15885186045396296,0.31701888137815165,-0.35956020492415736,-0.05260722127880551,-0.25556365501777095,-0.23462399528615158,0.15090040090004195,-0.3980993690136106,0.12496466690895519,0.2447977773625208,-0.28272212829878024,-0.2506470710566671,0.13559521588365006,-0.17897480479104005,0.14107310369228904,-0.29369953946525057,-0.11462406838339007,-0.33711756580462665,0.5198959543344114,0.3983757134407067,-0.18414188026155076,0.40576500050823666,0.09966078578780999,0.4809205426861691,0.10065941030295668,-0.4141688487003901,-0.026252757081530822,0.6693741499363716,0.1312573026999382,-0.06809031129459735,0.5456435256688,0.013916139357935127,-0.3596170950788463,-0.19598437518254785,-0.2320649100383465,0.12376204251544644,-0.2509578569794942,-0.4467645155579654,0.41927853361040707,0.3308844971879564,0.4272207099034514,0.09752233798914672,-0.03382923126955207,0.1956901254828512,0.22803874753572775,0.2586801823735119,0.26110202421451445,0.24696392366744682,-0.3666797784275297,-0.17680078421536882,0.1291643661539974,-0.2601582570307945,-0.3294784051550106,-0.4212553468207154,0.10693012457159923,0.06177357614762819,0.37446327694985665,0.09980793664759098,0.28513088939421655,0.03987426060146628,-0.3387156572198784,-0.37399502751461033,-0.3023396900115847,0.2888994608216442,0.08019430920614026,0.2021297112023856,0.5448772616757493,0.2708868119296695,0.338682132266848,0.28065442594833984,-0.19209083797487528,0.03663600192144726,-0.2781077608840025,-0.09642207048382903,0.01866368124062268,0.09643132865611669,0.2109576453078731,0.5278561216308422
Amygdala_R,0.5177505664263018,0.33340254464935765,1.0,-0.1864033198096483,0.27966062326555996,0.32142064971615225,0.058657990252918124,0.6964872797966691,0.3108615575813922,0.13871556246572347,0.34500710830463477,0.4136356194701414,0.17489785879741168,-0.20342514070050127,0.35285277722464475,0.41172225136338353,-0.04939830595485524,0.3897657120435254,0.013194022891087702,0.22775376973655564,0.12449681104669316,0.06506377912812987,0.40934612883631816,0.2714012753821372,0.30561624664278764,0.11551963873197779,-0.18299315787905304,0.46271503772845396,0.36470932546290563,0.2869731580115749,0.6315766787751982,-0.28777672494826756,0.5888764905227807,0.37591341542616996,-0.11106088878659871,0.47388744603915833,0.09591764854017651,0.03822649629237052,0.5570383937978511,-0.08846036812820886,0.15094808160624415,0.16584207760742078,0.20652169593153955,-0.27443322142275434,0.40162712890930785,-0.05844193381443682,0.420979023087953,-0.09103495922831449,0.3060435780811467,-0.28428917400485604,0.5667868067470175,0.7205370718783394,0.1739831828394933,0.35452698344151184,0.22131194663826947,0.4360716927808005,0.33054754762492744,-0.036046161586436073,0.10910953112723286,0.3149627886534713,0.16658762318516043,0.5141131219860058,0.18922264154202667,0.2983048344208533,0.03271276331029865,0.0809269471403438,0.0614438032305667,0.06385890521126512,0.028506934604421625,-0.2228201959701829,0.3360576142489165,0.28394777895368944,0.2044628199322733,0.5501493482148699,-0.11615520397725854,0.2351603739849461,0.5858291025910296,0.44460777303268567,0.33138807944654375,0.37178685800835193,-0.1715823687944782,0.0204077156686178,0.4438372086718297,0.3264046954166539,0.12187818206244375,-0.07202274847668327,0.18239205964389335,0.37801663556214793,0.5280242067547032,0.5249936129628519,0.7331244602545404,0.3207550729663348,-0.0028766337977669584,-0.07156630486183384,0.06359321796006795,0.4792246027205843,0.4546121110943615,0.47104907188994705,0.07279248902001582,0.6105674902309677,0.5473236769141265,0.37241000446335515,0.10395383997216322,0.09588048675510812,-0.1281559640116099,-0.16024077625092775,0.33609572073830046,0.13186842129582843,0.053919794927042915,0.1157979673720347
Occipital_Inf_R,0.07691071514213273,-0.3324808851495822,-0.1864033198096483,1.0,-0.2233195120546425,0.040483624583233714,0.23354972636530977,-0.26614617685038405,-0.2115401334800562,0.25493692105814875,0.10567750665707197,0.21890452909086908,0.11589527997291865,0.6165004532607649,0.1428538910374058,-0.015194689509390178,0.3465180948432027,-0.28083729141385605,-0.26577342466048326,-0.06468146432392761,0.30903361888188224,0.4541645709935644,-0.24889234043440844,-0.04590252682393707,0.3884455754519319,0.5315656606375301,0.625276082740546,-0.3749661750452481,-0.15877244912584848,-0.3252385994618212,-0.3476723027034885,0.17577671698043573,-0.07337210546313014,-0.5319925714111631,0.5569302061978806,0.12252963921163491,0.49726761161551486,0.1559906567272957,-0.016096362848066276,0.5664948623574132,-0.15868745458907615,-0.12001854477909615,0.3222931289912515,0.16920801497971855,-0.10691903303449814,0.4354289590451971,-0.19960070139457822,0.5611473682526621,0.24348262269467003,0.46951656913068585,-0.41143334272972365,-0.4287319715018372,0.18488706936749924,-0.1545644469389175,0.06208080177270591,-0.5487120394303757,-0.07649151409097805,0.6893098540119497,0.270557421326138,-0.5379551745876846,-0.34886653324145356,0.1801724949399211,-0.32758770591651937,0.025894911824752728,0.5017518299258725,0.46684869357539327,0.4273962150183958,-0.028149941610710365,0.24351546338721172,0.41393573558195496,-0.612588072715304,-0.574857809983045,-0.4544256864436063,0.0172991005168187,0.10172434605677451,0.1720349824566556,-0.18014114102328926,-0.0867872190140207,-0.4957733342001302,-0.347804793666855,0.40073339626849236,0.05665914693237459,-0.3364449255006066,0.4020449514258275,0.5678244991568864,0.4757888598363567,0.4176972029653376,-0.06282100133890235,-0.3821906332778344,-0.06703637009220555,-0.3930245659776369,-0.06598009427224018,0.528070943822536,0.4414347956944095,0.4119223734177495,-0.3263578471377757,-0.10878579517589985,-0.12594317599955746,-0.3511092503828124,-0.11649578784048771,-0.49467862557775205,-0.22906084941521054,0.1929027560134192,0.07708245944752096,0.4009705896087252,0.19286125847602598,-0.06666700005162832,0.03997083180774228,-0.0598784482341048,-0.40808097502428436
Cerebellum_8_L,0.18943789789574256,0.14775565720432735,0.27966062326555996,-0.2233195120546425,1.0,0.25460158011175354,0.6983058522158982,0.2529903853122,0.11166898173730933,0.08357398705283657,-0.27189974839706743,0.22272182030511506,0.10344506705955402,0.0620016784148231,0.07697531710171797,0.32657929516624545,0.33182023767535285,0.2788691027157631,-0.1934768616696694,-0.10908749505086521,0.2453577974506795,-0.30872105409946654,-0.14128102362949335,0.15252317354392628,0.3912012772874776,0.17412672678826535,0.24701577645938524,-0.08860182041363941,-0.06543466816146196,0.8688778501928948,0.3576412264643102,-0.010747400605825134,0.40988939696551885,0.21048990936986525,0.26260947734252577,0.31690241097657007,0.01027758146862887,0.5700223419968508,0.11218232331473285,0.06882731446616387,-0.047224179737979335,0.08790991904187315,0.285719766996866,0.29945605081163895,-0.05043283798724907,-0.4163088153252047,0.09272206213611409,-0.03927267241415189,0.23635035483393388,-0.06656328067573213,-0.030079404909804083,0.33576171838341795,0.01455684002733583,0.2879562187634889,0.3595621359556144,0.11287638000849899,-0.06918616483636558,0.1653049439661438,0.05822972413469807,0.3708045529149467,0.5512644302985571,0.14380677139807185,0.22561240395607735,-0.053991967530599934,0.43318322746917887,0.25746420090680855,-0.11688497999207127,0.19406396931531775,0.002427939953001887,0.019143942964237732,0.15173448215877963,0.3110037306998777,0.3184005418948179,0.2583574152570847,-0.22098443893525269,0.1241922125824898,0.1895146991543306,0.24635410272850158,0.7976238824081748,0.24983352862953787,0.12402839701651976,-0.1223303719790219,0.6161335125863207,0.33621749608694923,0.13063900936220055,0.19286668534551704,0.19465057595440435,0.20007859121548452,0.5595102527027159,0.17992625301466797,0.4600688264502429,-0.14688465189305644,0.40055115937407004,0.24254485035588577,0.25729313465308756,0.05874734850115205,0.2382799668937155,0.19228754468995155,0.1879875248845814,0.25439018236635424,0.35230920362808177,-0.11420904227887846,0.15837863520991396,0.1920647743006217,0.35004322443844266,-0.03928988717180166,-0.09256923575026534,0.4514592062734628,0.2610367543032676,0.33403919598052884
Raphe_M,0.17552888939306951,-0.027057374918764282,0.32142064971615225,0.040483624583233714,0.25460158011175354,1.0,0.3040993482152982,0.16811754092170433,0.5047925087976778,0.023970353540663177,-0.0029161751452512004,0.48722800479952616,0.5833193658544429,0.19272352844946808,0.0979189782442288,0.13414138958685745,0.11207817108417492,0.21507551855677567,0.2441424870862145,0.4378752331608815,0.5825337702132047,-0.10735297720186732,0.10079125979955153,0.4559640031783276,0.26918827879576845,0.4090507483732896,0.32613171712063094,0.15938691837503913,0.28193839544772187,0.042009738065626856,0.3853147017686429,0.17621077892880319,0.48423266775536405,0.12664117330025224,0.3758047163751347,0.5289583462010697,0.39224297392595003,0.38676694340035034,0.4459182523166682,0.3509149260373128,0.21258939599687546,0.6454893539044728,0.4788389820161685,0.20061877374017453,0.3487434255946595,0.23155364429020323,0.45990034246247424,0.5210933374929287,0.12444258211537645,0.1944370909542537,-0.08457893285986451,0.2562681163864439,0.29347988167849764,0.07104203534060315,0.025153081477194462,0.13456453010027963,0.3726263055485786,0.22975845443609627,0.34768059026392983,-0.13607489025946912,-0.318791759484778,0.19097366725059078,-0.27285589196090637,0.3066987117782472,0.37404930198333475,0.4913211092977517,0.23404081856649142,-0.032261226915048694,0.24074632490779077,0.2906641736478321,-0.16531528267128628,-0.2166318717962993,-0.017448815258030104,0.26852027685915514,-0.33618028535559996,0.1763350263940603,0.45950056140857304,0.7029563977645928,-0.00987988907255148,0.10959588704383008,0.26105132098107936,0.2968652291861106,0.6405644161901475,0.346821607255076,0.0698916379081406,0.3439996188333474,0.21340859718268054,0.5682088564009528,0.15345981579816498,0.26435395871058853,0.15384328117364734,0.42937811048745045,0.36926930863810614,0.4777528499374374,0.4367645279252499,0.3310618416710009,0.36930670088698314,0.049644587128299625,-0.3213869231472909,0.3812280793909264,-0.038483733848017704,-0.1798297988721271,0.11287285618893832,0.19100451113961936,0.16241403555948494,-0.14864335383737864,-0.042928165237526565,-0.08524479490777159,0.3484745903111582,-0.20349329609167685
Vermis_9,0.16340721286058574,-0.2304869986979026,0.058657990252918124,0.23354972636530977,0.6983058522158982,0.3040993482152982,1.0,-0.05824167611019631,-0.02361062846969862,0.14652930198970274,-0.1915580115760886,0.28786113655762097,0.05896611115851007,0.4742510361614358,0.07268236311591057,0.16699689267642132,0.483973234819847,0.029400632148134966,-0.424411151238069,-0.2156654926789646,0.5192555912030771,-0.18866632038237677,-0.3965485999587918,0.016609601083866936,0.6004953749489431,0.5345757914267183,0.6738637398496314,-0.3570258359526626,-0.25602207013685074,0.48257175761647375,0.09415404314358715,0.09543720182744421,0.29713160596691757,-0.17999773081759507,0.6332212707370439,0.32808641728945453,0.3327813059745409,0.6980120486620202,0.000797614995590977,0.44163899801007744,-0.2526964027461596,-0.014444685657261218,0.5701970675983733,0.4152467359538191,-0.2118806624580012,-0.0903568893309311,-0.019263648040221994,0.3182627542958665,0.265569889627377,0.30625364079435885,-0.386440240726902,-0.0671056162176414,0.07162911101821196,-0.014660233118871598,0.2875130327741275,-0.3492820039681803,-0.17593945771193323,0.6045200091645849,0.24931527954857097,-0.12895711243739993,0.17932820940955851,0.16655200391438704,-0.12029269056029505,-0.08707122073305075,0.7394257718246963,0.5575521417349716,0.1568486855979418,0.18729966194084188,0.158165850022032,0.29994632008838445,-0.3611881467685006,-0.17826103306999014,-0.13400409285472278,0.1734659898957907,-0.22527015044891563,0.0531054023827201,0.0591429698077368,0.11392370329352886,0.3383003207803568,-0.06518517829830155,0.42950890950925974,-0.10684987607391579,0.3942750217011711,0.559212407051283,0.47966409112691216,0.5170059714117659,0.28569311856226737,0.18721771931628656,0.19238563362031888,0.00922498015404638,0.10905559936492393,-0.2447514097361926,0.7034373231286902,0.6157356333079351,0.5719024796195445,-0.21404980903087242,0.17941990772619912,-0.03199761429219135,-0.20763061735502017,0.17368578744318877,-0.06512942501747689,-0.36639661360044634,0.2136762294515076,0.12143560157357979,0.6248530079807234,0.07401867805133647,-0.19386076745862604,0.28674860283860704,0.12335063526832078,-0.06251987561652174
Hippocampus_L,0.5770216593973618,0.2805841008615859,0.6964872797966691,-0.26614617685038405,0.2529903853122,0.16811754092170433,-0.05824167611019631,1.0,0.3342186896323785,0.40564170731841553,0.4541091710798524,0.5050237281637493,0.2739035118647564,-0.282499831274095,0.6099652083963567,0.5114128315049951,-0.1493397902620038,0.4026561704555001,0.2183517251951422,0.43189061723656175,0.0839624707530499,-0.021941230455977203,0.5777306432268726,0.33515260545388403,0.3341877353645676,0.1734810183193848,-0.2579537998980803,0.41250566800099714,0.575321095963738,0.27391119561699734,0.5920777921507845,-0.312655112319956,0.6143861228898465,0.3552934935757874,-0.08975705639890248,0.5563997364712423,0.21867879667738485,-0.04768353769164597,0.6907048560001203,-0.078419084338273,0.4094028548203218,0.0517650736188723,0.16372923069589487,-0.2380708549895072,0.5702735022724217,0.06503723131020582,0.4372939967484445,-0.12765581484073477,0.5540101413424816,-0.4148982328840031,0.5135374694997872,0.8094227065236719,0.40747503069748875,0.4704543501817304,0.09261462655675033,0.4855977053896222,0.5837335782263084,-0.06200592900813607,0.102493582674086,0.4328956591480323,0.2562400544169618,0.6037799857084216,0.2479613865338794,0.5168347667081279,-0.029516956977254663,0.11853182670144406,0.1537683451866439,-0.17701587898871793,0.12080301639722821,-0.11157307295473136,0.5148352764992812,0.35473225009054815,0.21835673979892023,0.7105501501147924,-0.045599454123998885,0.2991267314007387,0.5806656864250742,0.2891409547827359,0.34986041359455844,0.5129553214255241,-0.011634588476946215,0.1528947176056501,0.46642574542401555,0.3658997612591104,0.10301244520453022,-0.1594776916404839,0.12964519979813982,0.2615440824976007,0.5072844196999466,0.6826018030749307,0.7982275259657445,0.44807515855792407,-0.023497585421837334,-0.10691141104718825,0.04441241829393223,0.5616375134373967,0.3221196338848693,0.7346332126625001,0.29292708373342763,0.5023612442361256,0.6839542309924806,0.5798737970468426,0.18200298663698247,0.31433395035411343,-0.2052287741834565,-0.18460228072050264,0.6293892038869522,0.08347291741559838,-0.10881317156074351,0.20251218203494364
Temporal_Pole_Mid_L,0.15288193583985998,0.04384089740800505,0.3108615575813922,-0.2115401334800562,0.11166898173730933,0.5047925087976778,-0.02361062846969862,0.3342186896323785,1.0,-0.1388386357736686,0.17470135072915305,0.36120615553888075,0.3038289863120587,-0.17477350564788982,-0.013788138488264459,0.03053658023399708,-0.18470479893719663,0.2079176041536239,0.30023052260672745,0.419757627446371,0.1363590428212002,-0.254717417951443,0.08800395717436867,0.2906631509364916,-0.005376329337816765,0.03542284921231872,-0.11309922211469348,0.22135690638577832,0.2609503924331667,0.08130239010936173,0.31068267138198136,0.08759252410396123,0.15578318192067364,0.2573693535487086,-0.09234117683414526,0.43028139369063356,0.09107012082472232,-0.09123371080544454,0.33308376077927515,-0.13652633112575557,0.1475002969441135,0.3792580505469128,0.20835247417367217,-0.2157496013750626,0.2602315903433779,-0.01992194639578022,0.2891006629074689,0.020758723144778883,-0.01758213135171821,-0.08732739943237235,0.08316421986954085,0.41063394604824327,0.15157573765803925,0.043346883143446244,-0.07585759902865727,0.28067891695682146,0.3599755527701785,-0.2046152476603904,-0.024085342220244024,0.17179627239768108,-0.11377015341659703,0.06754890063809972,0.0012423324418177361,0.21116250028385167,-0.014432900909490428,-0.039904748556719216,-0.0317250257784252,-0.05321568347675217,0.23405004544770286,0.025773583644639428,0.20302475379044832,0.14824007550866075,0.15854360502135692,0.2275023478150767,-0.09267978777816689,-0.08233488620136009,0.30380454060830386,0.3965302244652275,0.19512498536798598,0.31526645422172184,-0.11978520224273036,0.09427676145118671,0.5792110745687507,0.09654507303271284,-0.2943620690236876,0.03605441452192981,-0.1287792450849845,0.2350097981134834,0.24390595948444244,0.1504258349407437,0.31256832320340805,0.265221278269044,-0.0018668815793398486,0.018197503731587013,-0.027227545827593673,0.3148201660154917,0.2289266060396141,0.1738160475921479,-0.0841964684138205,0.31741749362218397,0.24930065507008603,-0.04630586834959407,0.003939535143334958,0.012303252603688627,-0.1353970316207322,-0.22469952358923911,0.21989848214836408,-0.07651880787377485,0.16510294031153677,-0.07799448819819838
Frontal_Inf_Tri_L,0.42443307221733384,-0.12984085318175365,0.13871556246572347,0.25493692105814875,0.08357398705283657,0.023970353540663177,0.14652930198970274,0.40564170731841553,-0.1388386357736686,1.0,0.1975009696197364,0.3208846893755942,0.33763366300498876,0.15807626838980526,0.8371262618104145,0.5988015208810528,-0.034305097131476114,-0.04114749888936917,-0.11560657551801577,0.2494155029652655,0.3694166595550913,0.04625447089716206,0.190663347977393,0.18400613013098074,0.42593758917433705,0.4664485879829151,0.20656166639862064,-0.14629101478747827,0.3097143050155471,-0.04565993907268923,0.0009182256143330363,-0.17429722871068198,0.45801921912611465,-0.22297658009899404,0.3426321703536235,0.26583914663168745,0.43971329987514796,0.27188458196963833,0.36996015439106256,0.4259704179460999,0.41390006978605876,-0.27771456406005957,0.19870978437598646,0.07844490518225322,0.31973959696853577,0.41048062462437823,0.04438490194458924,0.2034100231643192,0.8099854269489634,-0.17685468636741386,0.03591694283362246,0.1245827739211284,0.42599286025049393,0.34711734753830287,-0.07412380145930327,-0.0781498036469682,0.391784805456258,0.3475220991458956,0.4620640833088936,0.0031849806821683756,0.1024848827106812,0.5336654051914229,0.09140564693234435,0.555878950500073,0.16095206174676743,0.4316087748602114,0.43237373310505894,-0.16286512922980906,0.07929162967837798,0.10586237221198913,-0.08898122414038025,-0.21952227776810035,-0.17161339555979957,0.5134686956591945,-0.1418220276484381,0.40260756190930574,0.29544759420428907,-0.08076055775974277,-0.11197582241067976,-0.0875774007982048,0.37498327046725555,0.2568844054118026,0.13523093180049575,0.40529888326633434,0.5539801215419179,0.1010686234056064,0.20992758640193962,0.07329275844024245,-0.06575438201047268,0.5190812808122964,0.20128665806565454,0.26470033541466365,0.23363200800627795,0.3118913280888029,0.45361893105002316,-0.00850870686592275,-0.0388607595403453,0.4734037263547974,0.18824437538304734,0.010234269573498295,0.14295797231264917,0.5077341798749959,0.04951429186239905,0.6063525263766473,0.10515914768422148,-0.02262265610653917,0.4704404622666013,-0.0743509055630812,-0.22585452227217076,-0.1214578504342151
