,Angular_R,Frontal_Inf_Oper_L,Vermis_6,Cuneus_L,Vermis_1_2,LC_L,Temporal_Mid_R,Thal_VPL_L,Temporal_Pole_Sup_L,OFCmed_R,Thal_PuA_L,Cerebellum_6_L,Thal_Re_L,Frontal_Inf_Tri_R,Thal_PuL_R,Heschl_R,Calcarine_L,ParaHippocampal_L,Paracentral_Lobule_R,ParaHippocampal_R,Heschl_L,Angular_L,Cerebellum_10_R,Frontal_Med_Orb_L,Thal_LP_L,Cerebellum_Crus1_R,Thal_Re_R,Parietal_Inf_L,Olfactory_R,Raphe_D,Occipital_Mid_R,Parietal_Sup_L,ACC_sub_L,Precuneus_R,LC_R,Thal_VL_L,Vermis_3,Cerebellum_4_5_L,Precuneus_L,Amygdala_R,OFCpost_L,Frontal_Mid_2_R,Paracentral_Lobule_L,Frontal_Mid_2_L,Cerebellum_Crus1_L,Thal_MGN_R,Rectus_R,Supp_Motor_Area_L,SN_pr_R,OFCpost_R,Thal_PuA_R,Insula_R,Vermis_7,Supp_Motor_Area_R,Thal_PuI_L,Thal_IL_L,OFClat_L,Cerebellum_9_R,Thal_VPL_R,Putamen_L,Thal_MDl_L,Thal_AV_R,N_Acc_L,SN_pc_L,Red_N_R,Raphe_M,Cerebellum_8_R,ACC_sup_R,Cerebellum_9_L,Cerebellum_7b_R,Lingual_R,Lingual_L,Thal_AV_L,Thal_MDm_R,VTA_R,Thal_PuL_L,ACC_pre_L,Fusiform_L,Temporal_Mid_L,Thal_PuM_L,Cerebellum_4_5_R,Cerebellum_3_L,Cingulate_Post_L,Occipital_Sup_L,Temporal_Pole_Mid_R,Frontal_Med_Orb_R,SupraMarginal_R,Thal_VA_R,Frontal_Sup_Medial_R,OFCmed_L
Angular_R,1.0,-0.31408073136551645,0.5604859336300329,0.5450916887954972,0.20926679921780372,0.3603709690507353,0.3388238304528632,-0.3529212702692986,-0.4563588137419855,-0.33711756580462665,-0.4396268451297359,0.4876378230670473,-0.09018900616723181,-0.055690626558219346,-0.2912673560848432,-0.3867344539290118,0.5174089666995582,-0.38474915559744677,0.05486400606767254,-0.1617903722108586,-0.3565435558298455,0.19252293390333003,0.5231950243870495,-0.38230734589264703,-0.2454392698907511,0.37977970781985865,-0.24717075139374092,0.41965568781633816,-0.2523432782146773,-0.4377172314000778,0.6048033536826124,0.365761544065998,0.4301054860775538,0.5493140004319015,0.3708061056339771,-0.2792387481010966,0.5928261632674913,0.3481664464495723,0.5732186491071066,-0.28428917400485604,0.1709213317343236,0.017032073492316512,0.09203944197033245,0.00025159207571790626,0.19739182874944816,-0.5229212936555782,-0.26012466751485974,-0.17188046542691104,-0.24288334029506775,0.5028513117998447,-0.3682587925004534,-0.20871545485977167,0.11094178519251542,-0.2656202001111224,-0.10698787206914562,-0.2892843524779239,0.38870035536693937,-0.2498048014710707,-0.22831859887019207,-0.10807202809658102,-0.1966254575873073,0.251326512072654,-0.42375284192210844,-0.13219691795023317,-0.5701526154974816,0.1944370909542537,-0.10270191230125783,0.16578470142462515,-0.0636757267110949,0.22385985621019475,0.3497908664333528,0.3192112314124269,0.04159002138102747,-0.3660406055545959,0.5192832220809749,-0.5296716769335709,-0.14895863510567603,0.14857224383557036,0.044490869856311836,-0.48255218831648006,0.609431616458052,0.15910187981447654,-0.2752629201960307,0.3116027508169824,0.2665120442861353,-0.3627726618448448,0.5060737475532268,0.04571087029981844,-0.23597510921891882,-0.4578594246928489
Frontal_Inf_Oper_L,-0.31408073136551645,1.0,0.06344261999682894,0.06887693677991952,0.3415615530164763,0.2085573350835059,0.3708492070027955,0.6883865803079083,-0.0842026114860569,-0.05734249398291447,0.5455167035068684,0.12003976524413795,0.18219806445025305,0.7483190447360878,0.13636094337885724,0.6221595366529633,0.20707376974515634,0.3664033812457725,0.45845422594511526,0.10586120717124585,0.6324065026302106,-0.14654796960198943,0.0859257979084706,0.13504937924104873,0.6576028942308108,-0.04213459572498292,0.11883973221655313,0.2696709149505271,-0.007482927293367233,0.1272078581119048,-0.051999854305613616,0.2453394617990051,-0.3709421440168042,0.1438463501558063,0.22519631903175535,0.483565944624649,-0.017329794704719164,0.40278411396986796,0.13944623315492718,0.35285277722464475,0.31796670826404105,0.4701448340563893,0.4808246070192015,0.6095770815587269,0.030720422462911998,0.08945033088087422,0.013607083085504724,0.3598896519422733,0.12440746648348586,0.27931573896960316,0.5231172589517011,0.36247725465561803,-0.16680587431257501,0.5531690972171944,0.5005181573406592,0.26424743265203526,0.25920248369812166,-0.012223429350980312,0.5983960706839063,0.37031408009052974,0.31069382893029324,0.45017495682873665,0.1173585431646033,0.09065472084983886,0.23925713180580593,0.0979189782442288,-0.00044863077834097077,0.057668337499787184,-0.15421920004951675,-0.10103165842103479,0.4047298881226432,0.45893086159569596,0.3934484000148386,0.4207695302336502,0.03539530241209789,0.5738284358251571,0.2646585973911311,0.44778980279275876,0.1587687204194526,0.583419599420332,0.11590426604842588,0.5094077400487221,0.6846343239922063,-0.01610391960223802,0.09329979630422179,0.03964733318488256,0.2588129149565542,0.47646147536511174,0.6687391375640325,0.1751402515157617
Vermis_6,0.5604859336300329,0.06344261999682894,1.0,0.8727991310281539,0.6209253147339969,0.7957254216605503,0.4494930391520792,-0.12218185057478351,-0.7547297350831033,-0.3565548064330782,-0.3835512135003712,0.8397272216165999,0.04287441012283228,0.2583955359286726,-0.26691663039979485,-0.22964151454517556,0.8659042947095592,-0.4000233981833855,0.2924771646091272,-0.23227059158864768,-0.20080013546198858,0.19838953743223098,0.7211729796037409,-0.40736168484804425,-0.045182564580509885,0.38820841750607127,-0.2638798891736214,0.7867797302465122,-0.29399557494638406,-0.6371580132193518,0.6699680722697515,0.692790603223035,0.24522342572746889,0.8206467687133884,0.632976092841341,-0.1977292745027774,0.8464889127156141,0.7636727854631457,0.8339548025245798,-0.18299315787905304,0.42784188404900825,0.08863243239007933,0.3138243776302261,0.17501121946863887,0.35251153083557185,-0.7155556972243673,-0.39744501364203205,-0.12025008437904308,-0.264181611966018,0.6839329305014149,-0.112088293836259,-0.22932569871501884,-0.16683375027742708,-0.13984941110521829,0.15254264184735594,-0.1798339475357774,0.6787958813929056,-0.22152241576904597,-0.03471164732361755,-0.13168396508600952,-0.1296686683671877,0.40185093813213313,-0.4748527402131376,-0.1747531809366697,-0.6174862503273938,0.32613171712063094,-0.0011916474317519164,0.13035436258305672,-0.2301372537307922,0.17399109861254056,0.653551279421154,0.7412642432632998,0.2638934734190271,-0.43622716178146526,0.5919183584153724,-0.49244013758495875,-0.1364693237931668,0.4754482095474855,0.07712037290239149,-0.35987762346512714,0.8888435279092508,0.6609853373873172,0.052516594132725275,0.5047942405824604,0.3282985651909392,-0.35364858895260926,0.8427251624695968,0.15523592756618787,-0.04530175133987305,-0.2841265020100728
Cuneus_L,0.5450916887954972,0.06887693677991952,0.8727991310281539,1.0,0.5800500153546015,0.7505244952121477,0.4176043125745631,-0.017634451228631547,-0.6948205621088749,-0.33569638349793773,-0.28313332256331003,0.8510290896418917,0.14601598245846767,0.2992964334119895,-0.19185661561496356,-0.2311943627418891,0.8615831056790261,-0.266023387649682,0.4214457623462645,-0.06989453567936638,-0.14808983242217452,0.25902980088367317,0.6535818842261616,-0.41571714143080724,-0.06816848742410488,0.39019624993986085,-0.2318380558035983,0.8621312599604619,-0.18895442643483876,-0.5459872532694542,0.5824152331309852,0.7454538144213941,0.17368232313512505,0.9089737766268272,0.6365426275372545,-0.1514539810344213,0.8283347549647326,0.7384905409029568,0.9278883047217255,-0.03363007718585701,0.4117762115681054,0.07885166767408867,0.4429827189080565,0.1643861741059645,0.47339336718569847,-0.6193526966683407,-0.33744304533451625,-0.09813629851592756,-0.19192247102430188,0.6437168187169111,-0.0221981988512525,-0.15281314697718354,-0.11244519161965452,-0.12190557891561486,0.3165438125732557,-0.00960771269733032,0.7283880458369207,-0.030150649360409013,0.06163472046993936,-0.12240910769562445,-0.05754837691001113,0.33030278260472745,-0.4231960439690582,-0.02075095305328983,-0.5721117997353345,0.37928252582908795,0.20297580645036004,0.18699548824248077,-0.06027347530184574,0.2928154139793308,0.5974620264766024,0.7239988159002733,0.27118698100131916,-0.385458399626663,0.5289969793984919,-0.4811358865803539,-0.10289948055923762,0.5200823950913297,0.10561806291493435,-0.21047170112955413,0.8403189203617843,0.638639626471066,0.16785964004478035,0.6980925361118652,0.3443344233671361,-0.34150111001582617,0.8683658789257868,0.21247629997720263,0.016348412893235367,-0.2400217183296575
Vermis_1_2,0.20926679921780372,0.3415615530164763,0.6209253147339969,0.5800500153546015,1.0,0.8590261108992395,0.3934637660927671,0.18047415071743553,-0.54466219952316,-0.21956717167504688,-0.11261022565417472,0.5650682383116852,0.1855325864259888,0.273851222280389,-0.1202645417933922,0.17055335756425238,0.6918369804579262,-0.07766870518999897,0.5064565897451564,-0.21365115763955952,0.10450323070630665,-0.0500060244431773,0.6370291092294544,-0.3492327909549608,0.3221195598671063,0.23997959920895048,0.1212638005128695,0.615229155521802,-0.14676924596304508,-0.2819392485908775,0.2806718052175103,0.612146912383203,-0.007353720432276708,0.6320784926845899,0.6797171246088383,0.14589695609006495,0.7034167023239326,0.7767717784558072,0.5406940045601493,0.12449681104669316,0.6076450344722122,0.21077083476994263,0.4945577590057968,0.38892044594148256,0.31193435160974614,-0.5127955864641072,-0.42458965563965895,0.23162215559606594,-0.25911421246217997,0.6522591035116455,0.41563662892567965,-0.14077953305684282,-0.41191161478088767,0.321691051363544,0.33453295331590677,0.09704347041275645,0.5984281320355099,-0.2082045222584323,0.3030402356436079,0.206072858350955,0.2592689155408587,0.44603977015322466,-0.14017179980420116,-0.06771918681354971,-0.264095690698689,0.5825337702132047,-0.1025386027235187,0.3656133590108554,-0.4463051135769728,-0.21531750052302442,0.6957269703627607,0.7840729758211342,0.6228058352346765,-0.16410017063406276,0.39076104928770855,-0.17986139158027437,-0.19535308675186566,0.6835264743640265,0.43177554915610117,-0.013746608401576802,0.6957668946033086,0.5984392136300662,0.30536679696393493,0.29535298161220364,0.4124911676242925,-0.34841425917851776,0.6055918354596466,0.19426445619422705,0.20612704751379213,-0.12342599374094411
LC_L,0.3603709690507353,0.2085573350835059,0.7957254216605503,0.7505244952121477,0.8590261108992395,1.0,0.4361401144565207,0.0346025995400983,-0.7383475467150805,-0.37399502751461033,-0.24070734878108582,0.7310114072185263,0.07389052180620828,0.24919894499748707,-0.21652212003691176,-0.005576639491167178,0.8214052259928086,-0.3238593960079696,0.4212724255500408,-0.33440400712303225,-0.07376100865004417,0.06040007124716923,0.7577260251036826,-0.43950680401329956,0.17261452393017493,0.3643380860644543,-0.06969940979522858,0.726571119039011,-0.28545395972110243,-0.5067735099112507,0.44967363092951457,0.7117738457152883,0.09406203796620126,0.7491041951503832,0.710205625173497,0.00957867237168877,0.8231487438696747,0.8312416406097402,0.7052720501714509,-0.07156630486183384,0.5819647607987085,0.1442865857094076,0.4368500764874111,0.2767482805116474,0.3965581123376122,-0.656591433618211,-0.4974336051414323,0.09673927260114039,-0.30889229194374795,0.738815244541003,0.1825911199279105,-0.25603998227489755,-0.3436636503124919,0.14177193294385199,0.22899758739580603,-0.05857842223610625,0.7098180950881614,-0.2526816403095851,0.14297831723633023,0.06120204971863821,0.08201226072256643,0.443732000808353,-0.32091888744808017,-0.13626914956429312,-0.468159152428178,0.4777528499374374,-0.10044622073328555,0.25645148430613013,-0.43690294597502655,-0.12299643879551121,0.7301847189088921,0.8148444871228256,0.4774996511490302,-0.3148946839189757,0.5485280546436353,-0.37370057740262036,-0.19959841239327544,0.6260818505419731,0.3238874525211691,-0.20419431606788394,0.8303416493277042,0.6720874208755174,0.17644179915483074,0.3877169247420198,0.4315447769344958,-0.4336224761534644,0.7415167865370252,0.18478951814362762,0.05295964783101126,-0.290086045430482
Temporal_Mid_R,0.3388238304528632,0.3708492070027955,0.4494930391520792,0.4176043125745631,0.3934637660927671,0.4361401144565207,1.0,0.25850097656043836,-0.44964684007056577,-0.07746518235660194,0.13612872425163072,0.3897180693184535,0.02869299998822805,0.3896196507809374,-0.055326405989326116,0.25063145506524864,0.5367907797773936,0.003945669778974188,0.483871946600908,-0.10067783260749606,0.23916985229921756,0.0749325866621821,0.6706389531037881,-0.1370739696574803,0.35902007366940747,0.16017934243307355,-0.016311342590770713,0.42851799646934935,-0.18588206591550005,-0.18883778926946096,0.4697815596355833,0.337828051112002,0.0958074921868029,0.5357818301589703,0.4821736880877029,0.2885612236560122,0.4854714532849703,0.6641086218509046,0.5143589498528337,0.12449351953844247,0.40664389616124547,0.2673847683175987,0.4837689001119262,0.38878027207246146,0.08972830982771064,-0.2951366320663097,-0.14732523552231236,0.2259207038818547,-0.11230363007769906,0.6050244244554356,0.16820747600306574,0.2222970874505827,-0.02662877286749612,0.27500091031635937,0.33639544612018946,-0.02979141176390896,0.35208940501814595,-0.36488562183697243,0.4712483333490295,0.3198532933165342,0.10636882245332956,0.5285046485784982,-0.1075521718754207,-0.09831623366308412,-0.15819368281729795,0.28962061432215624,-0.24496699210620945,0.3167475749160508,-0.24410367782216055,0.10567713548049798,0.7491518017921894,0.6259802657754776,0.38165843133757216,0.16119904093067436,0.4425901444653771,0.04287865053080376,0.011269635873391722,0.5534088698789749,0.12757775858296144,0.11053363012048424,0.6528698601882673,0.502713584727465,0.3456297864268341,0.21546303302532746,0.45889777304868073,-0.21026447846425578,0.5986810442455825,0.4850524769315229,0.2109144151736527,-0.2881649759663626
Thal_VPL_L,-0.3529212702692986,0.6883865803079083,-0.12218185057478351,-0.017634451228631547,0.18047415071743553,0.0346025995400983,0.25850097656043836,1.0,0.16212341471127864,0.09980793664759098,0.892419288800821,0.016513937140825368,0.4125070468660953,0.5470175661659471,0.4670833570491213,0.5722478499475308,0.0015862945598390874,0.5956936420971467,0.5646484798660446,0.29410751713232847,0.6518893355530606,-0.13956041827910207,-0.005505522693858117,0.1265683615644355,0.7857860497363082,-0.039549972489718664,0.3090585729421651,0.12970297635397138,0.26831774202404196,0.3682472226744458,-0.2500526305940628,0.10265746124386255,-0.27213126216592826,0.09729544164039951,0.18550523261627247,0.8020465338741493,-0.051072681965990935,0.2150271509899384,0.07406975300413847,0.5249936129628519,0.17006789431947747,0.44594686046851945,0.5820469126630755,0.6003970549418473,0.11472468920568725,0.3297488102952204,0.18943465413861202,0.5930200821756981,0.2755214433639655,0.11272344617412251,0.7115502084277977,0.4406323017011978,-0.03154173521103915,0.7032439728611805,0.6652148637172631,0.5975377847310699,0.05911033076619674,0.191378526943944,0.8372469283714833,0.6073431769008609,0.646354540311908,0.37314675932842195,0.3647057359769633,0.3154333086586,0.3340859349269352,0.26435395871058853,0.1670360782964749,0.2369476052623647,0.0522877207872391,0.027799277689284932,0.18032575920335853,0.24146692720035381,0.4423839722642065,0.6839599409397659,0.056434118512065944,0.659672559232059,0.2340536967850834,0.4740882430994656,0.25147213835939586,0.837012172076643,-0.030704861153495463,0.19611723353110647,0.7916324117874018,0.01618814855032787,0.089252217378108,0.034984544692026553,0.03398482706698691,0.5941974496861882,0.5639232809423648,0.09350416400307475
Temporal_Pole_Sup_L,-0.4563588137419855,-0.0842026114860569,-0.7547297350831033,-0.6948205621088749,-0.54466219952316,-0.7383475467150805,-0.44964684007056577,0.16212341471127864,1.0,0.49809270472894496,0.3718184304759106,-0.6002709337737098,-0.030737985310028068,-0.12286222233584017,0.3697483823261984,0.08593591328721664,-0.7655309217914216,0.6189514378923285,-0.23141686474577433,0.6424934546007312,0.27404141831791423,-0.18789463821866384,-0.7066613281179842,0.5661592455117324,0.012567797930473409,-0.14092066571700113,0.19254726963588265,-0.6577422107238003,0.39191237265858747,0.7273970032596055,-0.6419060476142373,-0.6251202748596882,-0.026765778623477666,-0.6690337224206276,-0.43952385776391995,0.12198070461348247,-0.6892040273444757,-0.6844510549809932,-0.6680946239316876,0.3149543387863416,-0.45681519906414664,0.09457875792415354,-0.3102209413062625,-0.09440805456927326,-0.07503662941338837,0.7966168027889173,0.6874990306103638,0.027369874415622636,0.2775433542398869,-0.6628401529128599,0.13636264004506066,0.4666980051045947,0.07649282513747811,0.03224229811193744,-0.013398750884672574,0.29632966142559347,-0.5713005991102801,0.5036368430831561,0.053769995149476245,0.07796898356864909,0.14307611470150586,-0.4154056308706103,0.40180792849494107,0.29153266768331115,0.5652856449581039,-0.13738070548904774,0.33335430851394415,0.017755312426887836,0.47641857515124036,0.15424568352721238,-0.6240945580636357,-0.6758025564358441,-0.2713972572752687,0.3603634201893102,-0.5480328252121164,0.46702612180592196,0.29502498171808056,-0.22123161410257158,0.1689875878643581,0.36212131487439875,-0.7601336489724791,-0.6729277326083657,0.016112066445419675,-0.2977122691796706,-0.4155148942331724,0.5151691194075111,-0.7905960391592982,-0.12943733907850208,0.19130296495624477,0.2831794318813431
OFCmed_R,-0.33711756580462665,-0.05734249398291447,-0.3565548064330782,-0.33569638349793773,-0.21956717167504688,-0.37399502751461033,-0.07746518235660194,0.09980793664759098,0.49809270472894496,1.0,0.22206019052723405,-0.2541859859670073,0.08019430920614026,-0.12266516994331175,0.24696392366744682,0.01866368124062268,-0.35956020492415736,0.3983757134407067,-0.05260722127880551,0.37446327694985665,0.2021297112023856,-0.09642207048382903,-0.29369953946525057,0.5448772616757493,0.013916139357935127,-0.2506470710566671,0.20299729200094663,-0.3675304753426823,0.31053798732879945,0.4809205426861691,-0.338374223036841,-0.43560607638117943,-0.1523485284445238,-0.31254351217418236,-0.28272212829878024,0.13559521588365006,-0.35321944499521063,-0.19598437518254785,-0.3387156572198784,0.33340254464935765,-0.026252757081530822,0.03663600192144726,-0.1421409456860509,-0.0012137235547929617,-0.07567039620940552,0.41927853361040707,0.5538796124263412,0.07636647926922928,0.09800015446640815,-0.3980993690136106,0.22803874753572775,0.40576500050823666,-0.03382923126955207,0.10065941030295668,0.1502343433965136,0.22058745784513933,-0.3178643837959287,0.26110202421451445,0.15090040090004195,0.03987426060146628,0.14107310369228904,-0.2320649100383465,0.35997163827996875,0.15280830588127,0.5198959543344114,-0.027057374918764282,0.19860593012603817,0.2586801823735119,0.3046159357256733,0.09643132865611669,-0.25556365501777095,-0.3470084092044524,0.0041795012725828855,0.30245267322310626,-0.4467645155579654,0.28065442594833984,0.1602477969058251,-0.04089646494390788,0.021012030872111998,0.293790596631066,-0.38349358095627395,-0.3294784051550106,0.09752233798914672,-0.16548572185967822,-0.2509578569794942,0.5456435256688,-0.4141688487003901,-0.18414188026155076,0.21492828356949495,0.48591810126364693
