,Thal_PuI_L,Temporal_Pole_Mid_R,Cingulate_Post_L,Thal_PuI_R,LC_R,Vermis_9,Occipital_Sup_R,Thal_PuA_L,Thal_LP_R,Thal_MDl_L,Temporal_Sup_R,ACC_sup_L,OFCpost_L,ACC_pre_L,Lingual_R,Rolandic_Oper_R,Paracentral_Lobule_L,Precuneus_L,LC_L,Temporal_Inf_L,Thal_PuL_L,Thal_PuM_R,ParaHippocampal_L,Frontal_Inf_Oper_L,Occipital_Mid_R,SupraMarginal_R,OFClat_R,Cingulate_Post_R,Hippocampus_L,Parietal_Inf_R,Precentral_R,Insula_L,Rectus_L,Frontal_Med_Orb_R,ACC_pre_R,N_Acc_R,Frontal_Inf_Tri_L,Temporal_Sup_L,Frontal_Mid_2_L,OFCmed_R,Cerebellum_Crus1_R,Thal_Re_R,Thal_LP_L,Thal_Re_L,Cerebellum_6_R,Vermis_4_5,Calcarine_L,VTA_R,Vermis_7,Angular_R,Vermis_1_2,Temporal_Pole_Sup_R,OFCant_R,Olfactory_L,Cerebellum_3_L,Paracentral_Lobule_R,Lingual_L,Rectus_R,Temporal_Mid_R,Amygdala_R,Cerebellum_3_R,SupraMarginal_L,Thal_MGN_R,Thal_LGN_R,Thal_MDl_R,Cerebellum_4_5_R,Frontal_Inf_Orb_2_L,OFCmed_L,Occipital_Inf_L,Cuneus_L,ACC_sub_L,Occipital_Sup_L,Red_N_L,SN_pr_R,Pallidum_R,Vermis_3,Angular_L,Caudate_L,ACC_sup_R,Thal_AV_L,Temporal_Inf_R,Cerebellum_8_R,Temporal_Pole_Mid_L,Thal_MDm_L,Putamen_L
Thal_PuI_L,1.0,0.1319195987299551,0.7338519702586767,0.46984162707874383,0.3590434032636078,0.30649912412168634,0.08141223361452095,0.5407516321328995,0.10213813163138778,0.5097301229890823,0.35658529073376743,0.2894351037849252,0.29173003113555035,0.13348853414571743,0.3505982446466799,0.3186504967599443,0.651995527702814,0.41294757439230767,0.22899758739580603,0.5259869989731949,0.23580687762475633,0.6467856298670713,0.5659002784737003,0.5005181573406592,-0.06646847560116485,0.24055949784679925,0.3172718203835499,0.5716922690317919,0.6315222885237748,0.3450410058124735,0.5629171493907128,0.40376617364286665,0.02915021799322769,0.020184895698167515,0.09760698860899437,0.16505633501629655,0.3374321689527896,0.48808021303311727,0.5372774596652621,0.1502343433965136,0.051918858903042334,0.2298172492667303,0.4671254701151009,0.46104154677692905,0.17196250124798176,0.16206945508128145,0.27179671441488507,0.1220556251314354,-0.11821773700055335,-0.10698787206914562,0.33453295331590677,0.2979722653208729,0.21285942840157168,0.2702608035020508,0.2306360503222078,0.6913939266185207,0.4000383115376734,0.10263613934185244,0.33639544612018946,0.547892781438812,0.488614133917739,0.30670361998643947,0.18442899723193168,0.6805737771122247,0.5541878887544889,0.2141664272939033,0.39543876460983185,0.08446402069119255,0.2414717313623975,0.3165438125732557,-0.1250550060616234,0.2123072751142229,0.2776843585743514,0.2256994654193073,0.20503693821271937,0.2636286264688243,-0.09570739100708336,0.10822056031534631,0.505804445591324,0.49042224874578916,-0.012556800392269524,0.38016385233044564,0.2716492221536008,0.5021633180652979,0.39909986268947373
Temporal_Pole_Mid_R,0.1319195987299551,1.0,0.11360294281093923,-0.13228588167378807,0.5541902153710747,0.158165850022032,0.34232893986314233,0.007908642421384452,0.030774260663474027,0.1508208570505625,0.4510037422561814,0.19225850422540014,0.2800788308388492,-0.09918394621128264,0.5470872826900101,0.20767526220077248,0.5023488340050029,0.424821892674243,0.4315447769344958,0.1717670050639197,-0.21253109728318442,0.12092659202280932,-0.061242701311508725,0.09329979630422179,0.2402794689890624,0.3980025773975824,-0.12360333383534299,0.1767712637757293,0.12080301639722821,0.4139713970056223,0.1382678283727774,-0.20488759282446892,-0.3939129263471995,-0.4039487183048366,-0.0908963617768843,-0.2373156328315856,0.07929162967837798,0.33885854550577804,0.04735179773055415,-0.2509578569794942,0.14731267021222547,0.011506774567769173,0.1343599048059953,0.10385240398535171,0.2682206046029395,0.49741693675228954,0.4017945385884597,0.5491531876522426,0.019157669501499993,0.2665120442861353,0.4124911676242925,0.32798926109266496,-0.2536461070207399,0.16128996163016748,0.2658800803652853,0.5032234196650972,0.48061158146512767,-0.30805321998705315,0.45889777304868073,0.028506934604421625,0.16387480402368568,0.3133358132076966,-0.25034467110181324,0.139650156361633,0.2707667112593723,0.4787653160707696,0.3855767999616187,-0.4745267874596205,0.260047955610698,0.3443344233671361,-0.008930328752571054,0.15850944595209684,-0.10362887208160161,-0.052437379158143074,0.12721817098152788,0.49865984142455483,0.0959242193159883,0.13570475785255195,0.2445904697890615,0.29871109021904424,0.14399500168903007,-0.12317279093742281,0.23405004544770286,0.14992225993752648,0.23368659314836251
Cingulate_Post_L,0.7338519702586767,0.11360294281093923,1.0,0.49803227238432046,0.3280016714735637,0.1734659898957907,0.0020015570551111484,0.663195621262132,0.09019421495274711,0.4065552193836451,0.4816565691944772,0.02178655978748654,0.25941251028245554,0.30931495891197497,0.3944791547443598,0.6227777633016696,0.7033625845811398,0.3127012700388981,0.17644179915483074,0.42274773505269814,0.5037093940816528,0.7710232013089462,0.56650877428234,0.6846343239922063,-0.12179145663982476,0.2196585574870113,0.14973083926544414,0.665334238882781,0.7105501501147924,0.21710683790982313,0.7305553975386224,0.36337493073896404,0.0021204428856421327,0.10379646609783322,0.11421848002764871,0.0925675843085756,0.5134686956591945,0.4667950093062988,0.5047395412347822,0.09752233798914672,-0.1131592146995344,0.18612083630757933,0.6535720278107973,0.3526093327238911,0.1003444544672518,0.17400535150725133,0.21890110626301318,0.04122591151626828,-0.11034555114698008,-0.2752629201960307,0.30536679696393493,0.26660355781287753,0.21284799697480034,0.3001779072902253,0.3978951296126667,0.7306617508209733,0.47273631762121593,0.0843968557483971,0.3456297864268341,0.5501493482148699,0.25811424251096254,0.2574013131840803,0.20311212984436264,0.5894073014945528,0.5177885695876924,0.10809935504023056,0.30476558893757827,0.2389986466548163,0.09863792100292641,0.16785964004478035,-0.23739632989412118,0.08946020001677107,0.22775272241462485,0.1697510456572619,0.1388932767514394,0.09602647580771544,-0.22102813467840954,0.028225196915146772,0.22927494287451253,0.4025584482539257,0.008492743245345248,0.18760371190768946,0.2275023478150767,0.36188070099445774,0.3200077720748907
Thal_PuI_R,0.46984162707874383,-0.13228588167378807,0.49803227238432046,1.0,-0.03441801125140245,-0.06512942501747689,-0.4701266077426173,0.5522491602732593,0.030430067843974472,0.32439843503993837,-0.09693863623845052,-0.08655401938636785,-0.26258136345766886,0.4266622419576325,-0.21616574579236478,0.24881156744692207,0.2202178451753143,-0.19245474046168398,-0.34477518588398093,0.40912585219916464,0.49392564686256024,0.6626868664770084,0.7658914321963805,0.34974862067728907,-0.501253819620305,-0.34839555265134414,0.02436864471812098,0.3556996529101372,0.6839542309924806,-0.18937392143539566,0.39108717821980754,0.6428542262548383,0.49667460642619793,0.40938642585302587,0.10798589115977733,0.47240979455064597,0.14295797231264917,0.29827723593167277,0.12279041091288177,0.338682132266848,-0.16217776493659625,0.12204038694935987,0.26605234058749666,0.22926570260552318,-0.15473031356671132,-0.23434655516086586,-0.3637891643206769,-0.2626535660050607,0.06888138227899747,-0.48276440661826586,-0.1940560308999743,-0.04341789355875117,0.6319206351221919,0.18373065680027773,-0.2087682450137913,0.32017772039261927,-0.19621026519704232,0.5334195411622891,-0.1231371261894874,0.5473236769141265,0.11129683832905814,-0.2005532974538633,0.7359449307287148,0.584010311678925,0.27526647522312614,-0.4553452085806822,-0.2653475844007605,0.27726295009979135,-0.1973598444730772,-0.2856964284954664,-0.2128371130128697,-0.12818096332081994,0.39058727022039164,0.3619573300241195,0.11862211198018312,-0.38164453523869324,-0.2375321258100443,0.23000117936257367,0.0998542567653114,0.022857047486844834,-0.2473564291518285,0.5021781967097797,0.24930065507008603,0.45028604373085657,0.20434118230980503
LC_R,0.3590434032636078,0.5541902153710747,0.3280016714735637,-0.03441801125140245,1.0,0.5701970675983733,0.4713158767189724,-0.043929848259081875,0.05760615576676804,0.21125463399461855,0.5199132445124449,0.19257292959441358,0.3472433016734787,0.021101660724617933,0.69254383955052,0.20361706394253745,0.5701166117272956,0.6822645275239425,0.710205625173497,0.4307442117772944,-0.20572560949932672,0.15724579516492815,0.06993147884905919,0.22519631903175535,0.35073558343612454,0.6137824427958856,0.36259893929091247,0.32792275253784714,0.16372923069589487,0.673749894331142,0.2888836109589117,-0.15122474578906656,-0.26585539463789937,-0.36817998273660196,0.09072654967041524,-0.22907990841128956,0.19870978437598646,0.5591070432680578,0.23802677873584124,-0.28272212829878024,0.3761710266025405,0.00901657356791694,0.2362916471178227,0.23915778132674817,0.5332140002273962,0.675786281606061,0.640954186612436,0.6321242696882221,-0.1411419988669527,0.3708061056339771,0.6797171246088383,0.1869676797370018,-0.287346927342575,0.03317740829237059,0.4837184251063378,0.6135891738380598,0.7526383147430354,-0.21652416058981977,0.4821736880877029,0.20652169593153955,0.5751207733167827,0.6631324751227613,-0.31654837181827966,0.42151739581084546,0.3005184090773015,0.7291974977620499,0.6067164252218532,-0.36839060108701527,0.42212772078194244,0.6365426275372545,0.131496731180423,0.37657794287585683,-0.11621136531863849,-0.13762215977710346,0.23256014728848706,0.7511438083747903,0.03379856834301912,-0.0008468069083982957,0.32604114103427917,0.43372981712864145,-0.005867672121179368,0.09107517391387114,0.20835247417367217,0.0481847204824609,0.1627442944775653
Vermis_9,0.30649912412168634,0.158165850022032,0.1734659898957907,-0.06512942501747689,0.5701970675983733,1.0,0.4742510361614358,-0.23891452085559944,-0.11195304835772783,-0.019263648040221994,0.20770948250058213,-0.014444685657261218,0.24931527954857097,0.04144098343135153,0.3327813059745409,-0.09728669686554248,0.28786113655762097,0.7034373231286902,0.6157356333079351,0.3942750217011711,-0.36639661360044634,-0.06930481821632185,-0.0671056162176414,0.07268236311591057,0.3141771482840688,0.6045200091645849,0.6980120486620202,0.17368578744318877,-0.05824167611019631,0.7394257718246963,0.16340721286058574,-0.20296099284642488,-0.06251987561652174,-0.12029269056029505,0.2875130327741275,-0.17999773081759507,0.14652930198970274,0.2579851153830202,0.0806445617107237,-0.2304869986979026,0.4152467359538191,-0.2604479136022551,-0.08707122073305075,0.17941990772619912,0.5430685167120834,0.42950890950925974,0.6332212707370439,0.29994632008838445,-0.22527015044891563,0.30625364079435885,0.5192555912030771,0.0531054023827201,-0.12895711243739993,-0.24503416637779826,0.47966409112691216,0.32808641728945453,0.5345757914267183,-0.12568702390628053,0.0951618285620524,0.058657990252918124,0.647671884999492,0.78291412751425,-0.3611881467685006,0.19892105852832925,0.029974799104759815,0.570530893522083,0.5719024796195445,-0.07554194122099776,0.40020679312536767,0.7743563273246591,0.09543720182744421,0.5624696633896772,-0.28818548459219234,-0.07303118389541786,-0.10684987607391579,0.6287404805908761,0.07401867805133647,-0.424411151238069,0.11392370329352886,0.16588218686457032,-0.18866632038237677,0.48257175761647375,-0.02361062846969862,-0.21404980903087242,-0.2447514097361926
Occipital_Sup_R,0.08141223361452095,0.34232893986314233,0.0020015570551111484,-0.4701266077426173,0.4713158767189724,0.4742510361614358,1.0,-0.3354745562406559,-0.016050172713093572,-0.1764630329113231,0.5554167114044717,-0.015737986079914345,0.3374954150657979,-0.2180483766681594,0.5918888089381799,0.05649442352424409,0.28709763087080215,0.7300891592187699,0.6431816243250872,-0.17787789158110717,-0.4369792675227969,-0.2560760965640774,-0.47702587395197266,0.0371009926371884,0.7243226932722718,0.8118222956767768,0.2683162549572859,-0.0670163496123036,-0.282499831274095,0.7283425413565451,-0.0012414158206953076,-0.5843221858318158,-0.4313772048842578,-0.41810286248882167,0.005352716428454501,-0.5440065753683806,0.15807626838980526,0.04745655864840278,0.08859571104510318,-0.3746938229644479,0.28318005308356675,-0.21724630700872707,-0.056255295204891094,0.04664652067182335,0.5007964021755086,0.5232152796654352,0.7666167994902637,0.5327545995850819,-0.013023797754757573,0.5609478918160558,0.4839725469141342,0.18401894226302812,-0.5463731481270492,-0.15164217300556326,0.6168588572372394,0.22099914592103967,0.6351089005865795,-0.4362930729659391,0.526858902025915,-0.20342514070050127,0.31993824090567474,0.6764105255386625,-0.7160816598846448,-0.014950937566772798,0.09530607263527661,0.7921789513209788,0.5955819257558853,-0.28083264272483877,0.47504567897017047,0.7643037145556637,0.12759594612998723,0.42748524929200205,-0.4682585169558601,-0.25153246338574886,-0.011922067574951943,0.6793043845693355,0.2715749639042662,-0.34414707133926264,0.0422192000240383,0.1858968987708639,0.3665553387671444,-0.12161072880475177,-0.17477350564788982,-0.30712315811645585,-0.10533815364201288
Thal_PuA_L,0.5407516321328995,0.007908642421384452,0.663195621262132,0.5522491602732593,-0.043929848259081875,-0.23891452085559944,-0.3354745562406559,1.0,0.2201792113898193,0.5369305128139967,0.17521202752996345,0.020308513507079774,-0.04351059502568776,0.33195392214772096,-0.03560278023151681,0.4948240421223495,0.41404034258283623,-0.16264760140326542,-0.24070734878108582,0.2423884783605168,0.7347259022547166,0.8061698572715276,0.6225683015990104,0.5455167035068684,-0.37753875939020237,-0.24483854266635702,-0.1659563856455472,0.2850431620798253,0.6666483071512306,-0.23871842780195132,0.5180114250394212,0.5827894028832379,0.2194844393019377,0.1960619618106546,0.0343227801563254,0.3690748137015008,0.3777629270898351,0.319490241523672,0.4584499701824495,0.22206019052723405,-0.1472884192919211,0.27045693476170724,0.6771540778439863,0.2797718913099469,-0.1399002858947698,-0.11551711728208489,-0.2534601475909045,-0.06917149598866584,0.10886592522682571,-0.4396268451297359,-0.11261022565417472,0.19348349893785213,0.3951781410304057,0.35720653250822937,-0.06850768750953193,0.3980623108643015,-0.04897347462432693,0.3454158423555764,0.13612872425163072,0.43730999471091997,-0.003400805170424748,-0.2687294197540654,0.5423048236837412,0.430868934914244,0.5492211596413134,-0.2957696928677833,-0.1448789066875504,0.10505746696789615,-0.06406981886159874,-0.28313332256331003,-0.238459406502307,-0.13613289460940908,0.4338957943875751,0.32414636464052965,0.32497933765051434,-0.29035286563611556,-0.16471558679518244,0.3593548317142459,0.13827467161287876,0.20783285486987438,-0.01764439678517663,0.15837838289966572,0.16894984110857056,0.6458096739698678,0.5389441269884604
Thal_LP_R,0.10213813163138778,0.030774260663474027,0.09019421495274711,0.030430067843974472,0.05760615576676804,-0.11195304835772783,-0.016050172713093572,0.2201792113898193,1.0,0.3194835807542549,0.09799027904814854,0.2235557694345743,0.11369950692166393,0.10423424887056773,0.013133336673109808,0.1582592505359083,0.057324459098307114,-0.096567032058074,0.0439128523032747,0.01298136171721265,0.18909005639476162,0.10645220489098921,0.009315308288615251,0.17727639834257988,0.0017410148570337054,-0.08811065452127462,-0.028439416834951547,0.037688989846837224,0.011015456472915333,-0.1532163978478715,0.1694129738184861,0.19779975684166887,-0.033033767299645,-0.05826257142087231,-0.13570894028601246,0.09793224199902979,0.1533689188870316,0.24334346022445583,0.3574153012225233,-0.0036102470506890216,0.1546518043109464,0.2448954223274099,0.47096308649747587,0.06571086029691249,0.09493115407496032,0.17334938540931366,-0.0466156105346058,0.19149600649337023,-0.007252920886531261,-0.03149605459109355,0.13243469249398818,0.08221043343165571,-0.055368090156545674,0.17659980031875813,-0.04451292817274325,0.03763182702978932,0.033309503018371774,0.04124719349295598,0.07825948757143893,-0.03411263314642977,-0.038977643229124934,-0.12036181425907473,0.05697940785117596,0.04263698464566528,0.24281903235510324,-0.004894613613028893,0.09638585736798547,-0.11420198186770587,0.06728188021740189,-0.14018651505275428,0.09537468558519996,-0.2077738738584767,0.061093334243201465,-0.004544160240498438,0.45812337716264745,-0.029899592512297506,-0.08553422227989685,0.3981627378688739,0.14823221736990821,0.35401068343285,-0.041836363747465494,-0.12238925599635811,-0.0033972405790092548,0.22185395679839207,0.3604202431710587
Thal_MDl_L,0.5097301229890823,0.1508208570505625,0.4065552193836451,0.32439843503993837,0.21125463399461855,-0.019263648040221994,-0.1764630329113231,0.5369305128139967,0.3194835807542549,1.0,0.05739714381049061,0.4384051712188548,0.17098818576397717,-0.08158272415123922,0.08734225922581638,0.1688944403010805,0.4980860392459239,-0.01321580405174036,0.08201226072256643,0.4468970153816987,0.21643993530190334,0.5256930656288167,0.49277042781174624,0.31069382893029324,-0.22585206792659798,-0.072239102037276,0.011543250641160812,0.44631764442673216,0.4372939967484445,0.006394396460936452,0.49297706764990923,0.46283529739229434,-0.016762150176564496,-0.257088517723304,-0.04858114338967015,0.50176457429516,0.04438490194458924,0.3453861733448132,0.3907720261166322,0.14107310369228904,0.005504279814420194,0.6053925315299109,0.5447494139329249,0.5727644720873981,-0.04949601482516901,0.11435199400560239,-0.06370156826601507,0.14868527749354538,-0.0558829463848886,-0.1966254575873073,0.2592689155408587,0.10300545820119669,0.0983711065344416,0.534757024696662,-0.07398106326213164,0.5069201210512172,0.12895744892637437,0.06768602733717181,0.10636882245332956,0.420979023087953,0.07939584640132116,0.016257407243396926,0.23157614116081912,0.3671323644183522,0.7435309036898359,-0.02339780999129662,0.1520757128709331,-0.04894313837395905,-0.005824739255156818,-0.05754837691001113,-0.20834579019850075,-0.09514169335042288,0.4980412403520005,0.15207888038399126,0.3256387307542308,0.10760477411647347,-0.11765363469668848,0.4243538361531176,0.49316543265277696,0.668273844518287,-0.17480933756706032,0.06964517671278785,0.2891006629074689,0.8398081007676647,0.7024465893720045
