,Rolandic_Oper_R,Frontal_Inf_Tri_R,Supp_Motor_Area_L,ACC_sub_R,ACC_sup_L,Thal_Re_R,Frontal_Sup_2_R,Thal_MGN_L,SN_pr_L,Amygdala_L,Vermis_8,Raphe_M,Temporal_Inf_L,Thal_LP_R,N_Acc_R,OFCpost_L,Rolandic_Oper_L,OFCant_R,Thal_AV_L,Cerebellum_6_R,Hippocampus_R,Cerebellum_7b_R,Temporal_Pole_Sup_L,ACC_pre_R,Putamen_R,Vermis_10,Occipital_Inf_L,Cerebellum_9_L,Calcarine_R,Cerebellum_6_L,Temporal_Pole_Mid_L,ACC_sup_R,Supp_Motor_Area_R,OFCant_L,Thal_VPL_R,VTA_R,Thal_PuA_R,Frontal_Inf_Orb_2_L,Frontal_Sup_Medial_R,Thal_MDl_L,Postcentral_L,Thal_VL_R,Frontal_Sup_Medial_L,Thal_MDm_L,Precuneus_L,Frontal_Inf_Oper_R,Cerebellum_8_R,Thal_PuA_L,Cerebellum_Crus1_R,Pallidum_R,Lingual_R,N_Acc_L,Cerebellum_4_5_R,Cerebellum_7b_L,Temporal_Sup_L,Parietal_Inf_L,Cingulate_Mid_R,Thal_PuM_R,Parietal_Sup_R,SN_pr_R
Rolandic_Oper_R,1.0,0.643082599543433,0.39324800988618713,-0.35049141114760757,-0.2606655865151031,0.054987820184210785,0.2296133524137462,0.34012521407890106,0.12752278165626327,0.4664494614981382,-0.18323331958984868,-0.058030603939132806,0.029123692094387008,0.1582592505359083,-0.19080386873899777,0.3164315629351035,0.6751515835218813,-0.006981178644089273,0.3028649170448823,0.03683804143500152,0.28760621778504725,-0.21801409080244405,-0.16596440296287931,-0.21990087499773134,0.3678301212059298,-0.17366213478113032,0.023000136125909836,-0.33635252924725495,0.1145958080390019,-0.0011672540409627774,-0.014636411676201853,-0.11214381120525974,0.6006542835753451,0.5210044034546802,0.5608403267658755,0.08213479397897813,0.39860894942285485,0.29034992361636064,0.49352274793395523,0.1688944403010805,0.3807179841259982,0.47807839416080095,-0.3900072308315756,0.15294499690209276,0.08893169042406691,0.7495028132960477,-0.2437088180247508,0.4948240421223495,-0.16494772087156648,0.19554025742961917,0.4484140236340282,0.006394136502851646,0.1069821653173284,-0.24042559213933015,0.4265459844013933,0.18230934481369301,0.32466009062173223,0.47218357359289104,-0.008515387682516052,0.02743620205852054
Frontal_Inf_Tri_R,0.643082599543433,1.0,0.16666960751882898,-0.05226949412592372,-0.2870252337726119,-0.2057216682862684,0.21390660087669525,0.4699674689145653,0.11568230622733425,0.020879925038038816,-0.17007832605132614,0.0779683749030045,0.20651633506347206,0.12301011647890518,-0.17419500877799743,0.249860455151916,0.503369115249404,0.07403178490229896,0.2161818753484264,0.3830341756636111,0.3499273934533179,0.20061603199526792,-0.12286222233584017,0.0698779026957799,0.47085994319349983,-0.019955855077893367,0.2667279095072618,0.01810398767559506,0.2833568095485016,0.4160155236938625,-0.0966912345700961,-0.008154110763966044,0.2947976053919981,0.21613732649711279,0.40083576572895147,0.20306632746133296,0.25575429294400964,0.3305483137798159,0.619088676400377,0.051868041867087294,0.46686720854655733,0.29874386855471124,-0.11291631450247942,0.023592574032304057,0.37038181314225177,0.8878571748243317,0.19694258851168606,0.4137578577364546,0.21447943083265134,0.3310231195754379,0.38571291905546046,-0.29342958015600623,0.27500609429893524,0.01817145094376934,0.5631226187633164,0.3416231712724833,0.2259485096560646,0.4056903410152067,0.19771142751073956,0.06000669520604995
Supp_Motor_Area_L,0.39324800988618713,0.16666960751882898,1.0,-0.45321229070598573,0.43561480335387615,0.500531149010377,0.6629762921465276,0.36287745381758607,0.3221937597839117,0.3823538080378123,-0.025457256956533975,0.4378752331608815,0.3171621514000807,0.23324601676779702,0.273060267663514,0.2659579727144033,0.381657874346585,0.01187782773335199,0.5431627702079588,-0.16128330041298228,0.13971572261570284,-0.2740388830113262,0.027369874415622636,-0.21653642972001758,0.40465336286216586,-0.018255489648949737,0.09088099880754603,-0.20798608938020324,-0.02964125450372587,-0.1077759575827703,0.419757627446371,0.40124057505118127,0.9149618278382747,0.3584336860114761,0.6316745220754107,0.19852366860346762,0.5315949145275973,0.18311859589681048,0.18729037119089556,0.6204692147512547,0.11760369761815288,0.6939922457624379,0.15915448079085004,0.6163371393331997,0.024569950101113982,0.32133386232992045,-0.16700472966684404,0.5517446166099222,-0.13563981220371069,0.3208702202437623,0.26194179717636645,0.4211491007874152,0.026806786546483125,-0.007701936200451128,0.32061090111285784,0.06964282418136201,0.6606587241042903,0.46272877396359796,0.08089221784054407,0.0891522595327131
ACC_sub_R,-0.35049141114760757,-0.05226949412592372,-0.45321229070598573,1.0,-0.0001937882466207447,-0.20220222852089084,-0.11332353764260823,-0.07859635065663202,-0.006425377790053275,-0.26522665296340214,0.0515999768166694,-0.032261226915048694,0.026747205862860533,-0.13233243970227845,-0.04386473766070512,-0.05020065169726051,-0.2020507943877822,0.015249329909380212,-0.2635663173360354,0.03782095142282122,0.0338356892060483,0.16168544787910233,0.12938623620516262,0.34231879171006646,-0.13039184748499363,0.13446927780126514,-0.037848159464764705,0.1901579035200584,0.029338591858464533,0.10307784227691728,-0.05321568347675217,-0.019541115348436354,-0.4586927175820158,-0.27557486043395496,-0.3149797666630992,-0.22699480141790765,-0.17040972032439683,-0.051623067806758474,-0.08604459637696686,-0.3500519244239179,-0.12756079195971778,-0.47515045515110055,0.1912535673544287,-0.36191394200863014,0.04870625635848687,-0.20623720888037503,0.14451420330141623,-0.2935812400304048,-0.05987274909312796,-0.08667174702408362,-0.10273179712484981,-0.2737150732504267,0.013884436175898303,0.11734483308310392,-0.1741117776793864,-0.039376266157495565,-0.10684986497472014,-0.15830896960633062,-0.03761949833543246,-0.0944997743504642
ACC_sup_L,-0.2606655865151031,-0.2870252337726119,0.43561480335387615,-0.0001937882466207447,1.0,0.3862347106038171,0.5604216382258599,0.233285589262687,0.377762105699938,0.023881413953344668,-0.05548405259998315,0.6454893539044728,0.4023514177078995,0.2235557694345743,0.23886012791304695,0.3174487683554191,-0.027191087735343254,-0.04303346765157049,0.49481408769151763,0.006266712281796022,-0.01711465682004616,-0.08974517809577115,0.01841724591836545,0.05774712548047522,0.21569100206058373,0.05785407795308423,0.24384019487195197,0.0012361845487087514,0.1224614719787897,0.09216507904827774,0.3792580505469128,0.8054626072812535,0.3409759217232206,0.14784237583886878,0.26093688929688874,0.2266656108752347,0.32043563200064884,0.24115532630146963,-0.010567643354983343,0.4384051712188548,-0.03601770217324675,0.26663610578891916,0.5851907658033549,0.38710244227530605,0.13429969751982848,-0.23702516304691199,-0.014610978967253552,0.020308513507079774,0.11871376610185344,0.3085830203093475,0.17420215219936064,0.3225057960365234,0.19294828210366477,0.2701994446814411,0.25406216932575004,0.06297955389168922,0.6043355418914522,0.08622115648961216,0.1598457134880273,-0.06303953044826174
Thal_Re_R,0.054987820184210785,-0.2057216682862684,0.500531149010377,-0.20220222852089084,0.3862347106038171,1.0,0.23727653103427387,0.3364440914085797,0.374750216008656,0.3056965913539593,0.10594080988226859,0.4127083189775459,0.23129059463559928,0.2448954223274099,0.41798536037302886,0.11479755759641154,0.27023416130225275,0.0002381249637605976,0.465806934401363,-0.3592048947056883,0.1425031710494033,-0.28019036779836737,0.19254726963588265,-0.24215642274123633,0.15492704482597763,0.04303081486892582,-0.19528995181149153,-0.11034513175899881,-0.2013526569075817,-0.31786709239377675,0.3155642002743118,0.3739426966518989,0.46676119472063815,0.2163640561107799,0.4168087364835556,-0.10510138858940067,0.5039179404053493,0.015294857724106324,-0.008227591789171417,0.6053925315299109,-0.09057111095177237,0.44525636379126243,-0.01578853301442966,0.5635598960199336,-0.25867752189905047,-0.026964982066874744,-0.190388413757773,0.27045693476170724,-0.22813092817190747,0.18184642131404993,-0.012209685964917298,0.6403040628029769,-0.14387310458973324,0.02027976375744052,-0.008384914187556745,-0.18038961553769134,0.30600405441663475,0.28252357568451886,-0.16854271167102913,0.03717855500676913
Frontal_Sup_2_R,0.2296133524137462,0.21390660087669525,0.6629762921465276,-0.11332353764260823,0.5604216382258599,0.23727653103427387,1.0,0.31678276910824343,0.29006467834094307,0.058145379738663995,0.042842103546474615,0.4559640031783276,0.4278361059902254,0.22895638718415978,0.1454101108182474,0.2832028463044924,0.33266567708129346,0.16138119912002116,0.449007737113594,0.005110843905036473,0.26529594517156563,-0.04010548614111068,0.11222998487177402,0.16650842151119943,0.33340617977870984,0.05978969387284089,0.13650992936022707,0.01715830754031785,0.03828913637435533,0.10228151093411278,0.2906631509364916,0.5193535334107058,0.6738232714557887,0.09370418485920412,0.47341808777056854,0.1253810951958586,0.46120149359182827,0.20372288525269358,0.5362922274537394,0.41836891094912354,0.1963199244758071,0.4757623815585376,0.5686225306285977,0.3438179677663165,0.1821527366840817,0.29009356360104277,0.08900659890840733,0.4110471170006112,0.06300680573789666,0.24427869042846037,0.2330590814176287,0.12277943212160139,0.09114290029501428,0.14243978425650883,0.4023944814591139,0.16345038943045365,0.696815710569259,0.3695833683015116,0.22216643581455245,-0.0016671423056097824
Thal_MGN_L,0.34012521407890106,0.4699674689145653,0.36287745381758607,-0.07859635065663202,0.233285589262687,0.3364440914085797,0.31678276910824343,1.0,0.5051553703040783,0.18673039794479188,0.016422165721849562,0.48423266775536405,0.5291710569651189,0.156183091984564,0.1544627148274768,0.38285249840421365,0.5744991153152235,0.17590571917071557,0.5183800899090969,0.11994704009365073,0.5257980173644692,0.0877741709392534,-0.016408765895911354,0.006957248763445907,0.3529213604308123,0.10240425376374719,0.15702079300528266,0.07743659847000088,0.2015028151326122,0.26203978204565204,0.15578318192067364,0.45829078504234255,0.47598659028953405,0.23656319197984005,0.6119779660894491,0.035248527957965965,0.6583080496274932,0.4452546592196962,0.49560570890580297,0.48992959244841044,0.4635762365895739,0.41775113602014885,-0.011978769416069603,0.47020464678509605,0.2559251642586866,0.5406789726529024,0.25619676692205057,0.4388764456277703,0.05157118641367699,0.23558710567861996,0.3516491968795526,0.28251131851365285,0.2404008074940729,0.3268553958769968,0.49846649962400014,0.31656829480669213,0.3744095511865608,0.5807194976730312,0.054438099157109295,0.18214656115051733
SN_pr_L,0.12752278165626327,0.11568230622733425,0.3221937597839117,-0.006425377790053275,0.377762105699938,0.374750216008656,0.29006467834094307,0.5051553703040783,1.0,0.1954502332570932,-0.13984762303574105,0.5682088564009528,0.41001841175483966,0.09872941429485405,0.11985771240801985,0.2814980389760054,0.2849818840871075,-0.020626041659466642,0.5726676053054318,-0.03113440061171998,0.2580172027709792,-0.06093112484977957,-0.05997189842919294,-0.14651049472173228,0.16287113962418173,0.12452644336339933,0.126851245294755,0.007386754716592864,0.1525798105591718,0.152275201831721,0.2350097981134834,0.4569617429830409,0.3501902512757583,0.3027190441196161,0.4296528101619824,0.034360693985336456,0.5544297086181195,0.3631711513173426,0.19322707683540696,0.4451641173388669,0.22048464742463933,0.2619693831854785,0.02358870569193623,0.3347473901073126,0.17633328153116565,0.20251780843820988,0.08244659901943212,0.16422527381358618,-0.01766084691183619,0.176290184487905,0.19037307238110154,0.27570921704729373,0.16280952104369717,0.35521067850875077,0.29267512086700226,0.1728332688532249,0.31975184912294186,0.2605403980911,0.09983133981616746,-0.1478063197944445
Amygdala_L,0.4664494614981382,0.020879925038038816,0.3823538080378123,-0.26522665296340214,0.023881413953344668,0.3056965913539593,0.058145379738663995,0.18673039794479188,0.1954502332570932,1.0,-0.16431343178568247,-0.0029161751452512004,-0.033442511984053735,0.039000801811983565,0.019205422806518508,0.2308063969298446,0.3824330406282249,-0.19884205919516487,0.2921720425683085,-0.19087307852671956,0.1160822648873114,-0.24274418160316855,-0.18707833154434897,-0.2519538691147041,-0.016542105708318478,-0.2830182094539545,-0.13396192861859066,-0.35358118377810693,0.04791363681579919,-0.23084972549379645,0.17470135072915305,0.06606205004074811,0.4562842621420085,0.43545825993177434,0.3768952485214766,0.13997297360388064,0.3189036903120412,0.22128265852254952,-0.03272101032681506,0.3440313274804247,0.2679930355551354,0.3161108324867758,-0.38266186511311284,0.3481326241444028,-0.0042364186501476515,0.23508800650753855,-0.31815679348040365,0.26017111896998496,-0.3977476640211432,0.038364191106071144,0.29231859966236945,0.3678023719595372,0.06932782654344612,-0.14776343044077286,0.014791994782080707,0.11232237883764135,0.19041912015231643,0.3068164445578333,0.007601277200922549,-0.10791661091987775
