,Rolandic_Oper_R,Frontal_Inf_Tri_R,Supp_Motor_Area_L,ACC_sub_R,ACC_sup_L,Thal_Re_R,Frontal_Sup_2_R,Thal_MGN_L,SN_pr_L,Amygdala_L,Vermis_8,Raphe_M,Temporal_Inf_L,Thal_LP_R,N_Acc_R,OFCpost_L,Rolandic_Oper_L,OFCant_R,Thal_AV_L,Cerebellum_6_R,Hippocampus_R,Cerebellum_7b_R,Temporal_Pole_Sup_L,ACC_pre_R,Putamen_R,Vermis_10,Occipital_Inf_L,Cerebellum_9_L,Calcarine_R,Cerebellum_6_L,Temporal_Pole_Mid_L,ACC_sup_R,Supp_Motor_Area_R,OFCant_L,Thal_VPL_R,VTA_R,Thal_PuA_R,Frontal_Inf_Orb_2_L,Frontal_Sup_Medial_R,Thal_MDl_L,Postcentral_L,Thal_VL_R,Frontal_Sup_Medial_L,Thal_MDm_L,Precuneus_L,Frontal_Inf_Oper_R,Cerebellum_8_R,Thal_PuA_L,Cerebellum_Crus1_R,Pallidum_R,Lingual_R,N_Acc_L,Cerebellum_4_5_R,Cerebellum_7b_L,Temporal_Sup_L,Parietal_Inf_L,Cingulate_Mid_R,Thal_PuM_R,Parietal_Sup_R,SN_pr_R
Vermis_8,-0.18323331958984868,-0.17007832605132614,-0.025457256956533975,0.0515999768166694,-0.05548405259998315,0.10594080988226859,0.042842103546474615,0.016422165721849562,-0.13984762303574105,-0.16431343178568247,1.0,-0.20174484064380926,0.28355341624618735,-0.013413347117828036,0.5548822896754413,-0.3602352104183583,0.18484359573074988,0.6595343242562061,-0.27354570092549546,-0.34632482489210076,0.4608060173584376,0.058219018448930175,0.7482944353857648,0.12371773550664468,0.14004697041988287,0.5289218241337321,-0.4375794792646548,0.4615898996526279,-0.7324070554912749,-0.504203338428502,0.11603141740506105,-0.003621571476207232,0.014484280046028083,-0.5923216160341056,-0.005091350382895609,-0.5160436210362978,0.11476178009291212,-0.539887998654887,0.14537634015851292,0.10226391569974326,-0.37637303198654715,0.15041042111801106,0.10720156157935648,0.2867751581161033,-0.569766787774692,-0.16855399000233393,0.4757501267454796,0.3201164289925049,-0.16164037922832086,-0.1626122858097528,-0.5836298364618437,0.3320260810974735,-0.7312487166936017,0.09269151433588894,-0.03359361026473214,-0.5094134712795213,-6.530806286512767e-05,0.2647178692877921,-0.50949015431166,0.33644865505630694
Raphe_M,-0.058030603939132806,0.0779683749030045,0.4378752331608815,-0.032261226915048694,0.6454893539044728,0.4127083189775459,0.4559640031783276,0.48423266775536405,0.5682088564009528,-0.0029161751452512004,-0.20174484064380926,1.0,0.6405644161901475,0.07638107156895248,0.12664117330025224,0.34768059026392983,0.16437502146149113,-0.13607489025946912,0.5979293396686375,0.2050665600519997,0.15384328117364734,-0.08524479490777159,-0.13738070548904774,0.025153081477194462,0.21258939599687546,-0.017448815258030104,0.3637178993590228,-0.08732062424074405,0.3641284491275374,0.36064518837754816,0.5047925087976778,0.7029563977645928,0.3726263055485786,0.23155364429020323,0.4459182523166682,0.2906641736478321,0.45950056140857304,0.4367645279252499,0.13414138958685745,0.45990034246247424,0.26918827879576845,0.28193839544772187,0.3484745903111582,0.3310618416710009,0.36926930863810614,0.12444258211537645,0.042009738065626856,0.057860684085762434,0.20061877374017453,0.2968652291861106,0.39224297392595003,0.15938691837503913,0.4398963038682711,0.37349100234269034,0.4487325279904675,0.34094172998985073,0.45037238270571794,0.20005198222754417,0.3439996188333474,-0.04279996591245941
Temporal_Inf_L,0.029123692094387008,0.20651633506347206,0.3171621514000807,0.026747205862860533,0.4023514177078995,0.23129059463559928,0.4278361059902254,0.5291710569651189,0.41001841175483966,-0.033442511984053735,0.28355341624618735,0.6405644161901475,1.0,0.01298136171721265,0.38909436650152024,0.23419099513880368,0.4518717690280485,0.3180810390758448,0.3990100747367995,0.14589042267321928,0.5760063057520198,0.01808343575142524,0.24538403197456007,0.17985210332235876,0.27078015719895915,0.21826806183960692,0.14638296642216952,0.15554097669986752,0.03589309148367514,0.23394278443352312,0.5792110745687507,0.5165592396292725,0.3780138191499882,-0.1931879870361743,0.43367522874551023,0.05215494975529508,0.5446649950139117,0.2916126177261662,0.3903468825592619,0.4468970153816987,0.2980485978681331,0.29716276932266156,0.2749561865525683,0.36799262915116654,0.19468516959673474,0.25072533624608984,0.46515518787431,0.2423884783605168,0.18324070752561006,0.15962089133145213,0.18802102293557357,0.18770976709896411,0.08617198623248128,0.5210944530887144,0.622570960515627,0.25134450710929845,0.3857477084172565,0.40619491147839565,0.1236665894132582,0.10952421933778787
Thal_LP_R,0.1582592505359083,0.12301011647890518,0.23324601676779702,-0.13233243970227845,0.2235557694345743,0.2448954223274099,0.22895638718415978,0.156183091984564,0.09872941429485405,0.039000801811983565,-0.013413347117828036,0.07638107156895248,0.01298136171721265,1.0,0.09793224199902979,0.11369950692166393,0.22977481761519516,-0.055368090156545674,0.35401068343285,0.09493115407496032,-0.061994136353862375,-0.16438539035168456,0.023889528985194988,-0.13570894028601246,0.4152332463509571,-0.06561908466423955,0.06728188021740189,-0.07473197686534519,-0.058201029469173424,0.0021969800479950553,-0.0033972405790092548,0.14823221736990821,0.2900622588835138,0.25018997596038434,0.2098804728810929,0.19149600649337023,0.2837376390991627,0.09638585736798547,0.15271841448521162,0.3194835807542549,-0.08559569763651256,0.403386365017216,0.050712032598150714,0.22185395679839207,-0.096567032058074,0.1185883642686236,-0.12238925599635811,0.2201792113898193,0.1546518043109464,0.45812337716264745,0.013133336673109808,0.08698765361466985,-0.004894613613028893,-0.12456292278938343,0.24334346022445583,-0.085991912455659,0.4103744747276938,0.10645220489098921,-0.08935812952176785,-0.004544160240498438
N_Acc_R,-0.19080386873899777,-0.17419500877799743,0.273060267663514,-0.04386473766070512,0.23886012791304695,0.41798536037302886,0.1454101108182474,0.1544627148274768,0.11985771240801985,0.019205422806518508,0.5548822896754413,0.12664117330025224,0.38909436650152024,0.09793224199902979,1.0,-0.24336522485354906,0.204790541390014,0.3981812442970438,0.012613358745190538,-0.2666067874221117,0.43111087050685487,0.05989535486643001,0.6396246432820811,0.23505509877824005,0.25213471374927937,0.38136095696315403,-0.24450591581223372,0.3791851250628202,-0.5357099004540619,-0.3571253798476954,0.2573693535487086,0.22765616680556897,0.21623811199639223,-0.41358359003383016,0.2436522986376394,-0.23324496107320597,0.2942216661316825,-0.3715843220708571,0.04161756445500772,0.50176457429516,-0.19144653706994405,0.3954008364663306,0.19491215179159344,0.5731755371789115,-0.38173694399465025,-0.08565893803519384,0.34389087006989877,0.3690748137015008,-0.039314193574217934,0.14129823966924993,-0.41657216698745025,0.7207940032193725,-0.4955792724400685,0.1557499730973512,0.025351352292700077,-0.28180308566120305,0.16742485823671532,0.3466251920213296,-0.34532925862336983,0.3711255498831262
OFCpost_L,0.3164315629351035,0.249860455151916,0.2659579727144033,-0.05020065169726051,0.3174487683554191,0.11479755759641154,0.2832028463044924,0.38285249840421365,0.2814980389760054,0.2308063969298446,-0.3602352104183583,0.34768059026392983,0.23419099513880368,0.11369950692166393,-0.24336522485354906,1.0,0.28223283638912416,-0.3400866547100558,0.5288860486223128,0.2731353838207207,-0.1004856526788287,-0.20482607893112068,-0.45681519906414664,-0.034548909559559395,-0.009143109904527467,-0.2616109759234285,0.21266942071656378,-0.3483761839108516,0.5097814079085377,0.35937542841112874,-0.024085342220244024,0.3502503736658893,0.3217898208118504,0.5406300377718045,0.24863125183521537,0.20227376831194996,0.31509869963575987,0.7773488515268202,0.248424965300361,0.17098818576397717,0.4039234749453539,0.09304280861470807,0.030704345119554936,0.030288098693422656,0.3924073716505965,0.2882859398594012,-0.19575074503536227,-0.04351059502568776,0.07688386263265223,0.051353451786143624,0.6338888658621445,0.012562692277867542,0.5180884415441243,0.06211264685744997,0.32887909426910855,0.47593555961807554,0.18428515117005365,0.051235188493483096,0.2909379400299108,-0.24739448682917178
Rolandic_Oper_L,0.6751515835218813,0.503369115249404,0.381657874346585,-0.2020507943877822,-0.027191087735343254,0.27023416130225275,0.33266567708129346,0.5744991153152235,0.2849818840871075,0.3824330406282249,0.18484359573074988,0.16437502146149113,0.4518717690280485,0.22977481761519516,0.204790541390014,0.28223283638912416,1.0,0.27617815430690035,0.3729772655291466,0.023269414559938598,0.591481867410535,-0.14506144832462756,0.1782189638655905,-0.03834616514767361,0.44661266424502644,0.10878272941297866,-0.12443266093931771,-0.12553622201075246,-0.138867290706358,-0.08578960633084434,0.21700229936755008,0.17763715683845085,0.5921206160247645,0.23444074463988504,0.6547778327177213,-0.0891368832194294,0.6552991210992899,0.21032971374144296,0.6362962672026717,0.4170393907062952,0.3581486135236944,0.5524934637563136,-0.20292204801939587,0.40258534175029836,-0.07235916742630227,0.6132106702898326,0.07971978865803968,0.5908519072767275,-0.13918161618651376,0.19137814380509025,0.23027441534894724,0.2928312052880971,-0.08646154383090743,-0.03305184145445668,0.5505228935393041,0.07746719751218967,0.39770858710743445,0.6673912310832246,-0.1634740234351828,0.17248263134082678
OFCant_R,-0.006981178644089273,0.07403178490229896,0.01187782773335199,0.015249329909380212,-0.04303346765157049,0.0002381249637605976,0.16138119912002116,0.17590571917071557,-0.020626041659466642,-0.19884205919516487,0.6595343242562061,-0.13607489025946912,0.3180810390758448,-0.055368090156545674,0.3981812442970438,-0.3400866547100558,0.27617815430690035,1.0,-0.20785974378814523,-0.2806856260785787,0.5442786726612687,0.22631716964554552,0.6364692412899973,0.09168159756156985,0.22650436612262112,0.5215257897845261,-0.2620447055118671,0.4490193732910298,-0.5473705386931361,-0.2566468375707891,0.17179627239768108,0.016985171504946744,0.08461041733923902,-0.44636809051380816,0.16261499426694023,-0.45322689231794044,0.2021392824556368,-0.41913595939647885,0.37224385957486467,0.0983711065344416,-0.18968256854893936,0.20148266683356444,0.10959177866033831,0.2529549363250221,-0.3531686384368628,0.0818025974707512,0.4961131145980251,0.3951781410304057,-0.1788130123156697,-0.15923741391372126,-0.4392062953886745,0.23416089758574862,-0.5577660609178325,0.2713014557309801,0.09091692014170993,-0.3593540698927204,0.0823725168605554,0.4033374215465261,-0.4300388386176173,0.29818997130660957
Thal_AV_L,0.3028649170448823,0.2161818753484264,0.5431627702079588,-0.2635663173360354,0.49481408769151763,0.465806934401363,0.449007737113594,0.5183800899090969,0.5726676053054318,0.2921720425683085,-0.27354570092549546,0.5979293396686375,0.3990100747367995,0.35401068343285,0.012613358745190538,0.5288860486223128,0.3729772655291466,-0.20785974378814523,1.0,0.11630300395507717,0.0957501982690859,-0.24662027098133088,-0.2713972572752687,-0.18301946108544992,0.22480375740166167,-0.13460148321372492,0.19258419880624542,-0.2584257320447761,0.31249027958098424,0.2219657878161431,0.24756331148932026,0.5777386714370385,0.5916058060720648,0.47199080183861164,0.6041090978926625,0.26635759328350694,0.689247483398427,0.5778558047232448,0.25969081665331706,0.668273844518287,0.3554433885787143,0.5175365785180562,0.029421910042031606,0.4936037929540217,0.2866735107747164,0.3489533519748633,-0.13721461913104188,0.20783285486987438,0.007910284784216494,0.3020933157433251,0.4762138606841812,0.25980848559062947,0.3552403178180183,0.17863175692956035,0.4538148674545915,0.3432592748918537,0.4668405661725224,0.3051983306363599,0.2571408752875615,-0.14522791947712124
Cerebellum_6_R,0.03683804143500152,0.3830341756636111,-0.16128330041298228,0.03782095142282122,0.006266712281796022,-0.3592048947056883,0.005110843905036473,0.11994704009365073,-0.03113440061171998,-0.19087307852671956,-0.34632482489210076,0.2050665600519997,0.14589042267321928,0.09493115407496032,-0.2666067874221117,0.2731353838207207,0.023269414559938598,-0.2806856260785787,0.11630300395507717,1.0,-0.10405920284021589,0.1913481728911697,-0.47959339552493213,0.20185962668981539,0.1199182644977071,-0.24432293228569232,0.5240804096741959,-0.11190967152445078,0.6169649331748976,0.7653557303582975,-0.19460972123701892,0.11176450553829295,-0.15077278922627413,0.12079219141118756,0.025393091968985877,0.643572926340434,-0.14463318070317063,0.49700951457951775,0.06280732034112269,-0.04949601482516901,0.48828165757689734,-0.07249227361539597,0.11628164024317644,-0.1908079429208069,0.6563445090903182,0.24665223608165157,0.15243586744892526,-0.1399002858947698,0.6874752743032068,0.3393326450862115,0.4411752098126519,-0.4523635710922688,0.6426129921235122,0.1615926673485147,0.47715560924202316,0.600946857655234,0.02337921401741911,-0.06216645143869768,0.5608417752761802,0.012698487963571111
Hippocampus_R,0.28760621778504725,0.3499273934533179,0.13971572261570284,0.0338356892060483,-0.01711465682004616,0.1425031710494033,0.26529594517156563,0.5257980173644692,0.2580172027709792,0.1160822648873114,0.4608060173584376,0.15384328117364734,0.5760063057520198,-0.061994136353862375,0.43111087050685487,-0.1004856526788287,0.591481867410535,0.5442786726612687,0.0957501982690859,-0.10405920284021589,1.0,0.2572103392662508,0.524263879826395,0.26308957920851617,0.30330071643496737,0.43053462385162766,-0.1352890405618438,0.44312079339839583,-0.281515952759072,-0.10961065996481772,0.31256832320340805,0.25855041339669943,0.30018779775623566,-0.26222244384664833,0.511614717063089,-0.24787779628255424,0.4834976388517495,-0.09107341003779942,0.5601659334900799,0.3471535366515417,0.30555121225670634,0.38011361408934924,0.04560991298909052,0.4069574112466856,-0.04158370936184736,0.39616047980711755,0.5429384175654357,0.4991061993202437,-0.13348720897752267,0.04464821483409394,-0.023154181630614643,0.2879315976173107,-0.2762013440316703,0.30342261400522313,0.39654542160033923,0.03266397576731687,0.26991060363791297,0.6566698605115387,-0.1373202632041302,0.32077964167472
Cerebellum_7b_R,-0.21801409080244405,0.20061603199526792,-0.2740388830113262,0.16168544787910233,-0.08974517809577115,-0.28019036779836737,-0.04010548614111068,0.0877741709392534,-0.06093112484977957,-0.24274418160316855,0.058219018448930175,-0.08524479490777159,0.01808343575142524,-0.16438539035168456,0.05989535486643001,-0.20482607893112068,-0.14506144832462756,0.22631716964554552,-0.24662027098133088,0.1913481728911697,0.2572103392662508,1.0,0.15424568352721238,0.35522772035369926,-0.046890959335978914,0.25375604810426816,0.1870849895998746,0.5639261198114167,0.12347935954487055,0.27948762892419543,-0.07651880787377485,0.01710603391275298,-0.30829983572338404,-0.3669730694445379,-0.07942719203446012,0.12355256086628114,-0.20660592662233315,-0.12049477290195222,0.11538846810330755,-0.096927949956914,0.17716836015942813,-0.13891083586014852,0.23594199214456055,-0.06668704523091028,0.3313758080619733,0.11611063695580422,0.667579633762448,0.030867914814606955,0.282408355007555,0.003594152075405959,-0.10294740661198667,-0.16972003416333858,0.14105982588459937,0.41634638596881507,-0.006591348262211279,0.16976726560807145,-0.1366078190204582,0.07021896667893918,0.14134324441924606,0.10871899624328545
