,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
SN_pc_L,1.0,0.34849220974413614,-0.2312821991736143,-0.10686495589224271,0.022269875985119012,0.09621696285408206,-0.02075095305328983,-0.28083729141385605,-0.25573455217203805,0.1140171487569189,0.20474524622120238,0.06516721249256353,0.41117581103144973,0.2631753192077389,0.029400632148134966,0.3897657120435254,0.22311283778803842,0.2148594706316857,0.2654020361782745,0.11914769285550814,0.42561786431330256,-0.02434241192814425,0.3530422298129555,0.05061419333134365,0.12787366120800858
Thal_MDm_R,0.34849220974413614,1.0,-0.1508746939229187,0.11412451671312555,-0.21975484670414921,0.43786099642168047,-0.385458399626663,-0.24889234043440844,0.07793498774459644,0.5060423325540205,0.25092919390485413,0.3060478456380107,0.6504814721331837,0.2521420998965808,-0.3965485999587918,0.40934612883631816,0.2206535553827819,0.6452836008982568,0.3466374493627305,0.3903541366278446,0.5493253414221881,-0.17194003954839418,0.6189513099123967,-0.049944074357253926,0.09306414152416488
OFCpost_R,-0.2312821991736143,-0.1508746939229187,1.0,0.6656220572909655,0.5750172718500534,0.047222332138183234,0.6437168187169111,0.5664948623574132,0.26206011887370656,-0.43853210969593687,-0.5903596694591748,0.45913428088046515,-0.1552806188827063,0.3845458941827216,0.44163899801007744,-0.08846036812820886,0.4424985491773179,-0.3176685831305834,0.03319859745067225,0.3124404136071912,-0.4521814539851858,0.5978178729258055,-0.2858836270674183,0.5573437121548458,-0.15162503820481835
Temporal_Sup_R,-0.10686495589224271,0.11412451671312555,0.6656220572909655,1.0,0.4205754548960098,0.42657869838128987,0.4929032629960089,0.5860130381844854,0.5353257256563662,-0.18010921107228686,-0.6000855799552919,0.35969145912637074,0.12344253711014712,0.545178078368846,0.20770948250058213,0.13633250671470679,0.4423452094261186,-0.18726605541271202,0.0611118521609436,0.5902532053810977,-0.2942295402155217,0.32548152915034506,-0.09941097620607206,0.6235681281226632,-0.042007391475632684
OFClat_L,0.022269875985119012,-0.21975484670414921,0.5750172718500534,0.4205754548960098,1.0,-0.12244143207613883,0.7283880458369207,0.32129631854795476,-0.02272761403062793,-0.4238969086664596,-0.4680811634134852,0.3699483992424069,-0.03299148831088419,0.35284071510951565,0.6307873965376316,-0.00683488651006789,0.34791689865957187,-0.30004780242898327,0.17551028429222237,0.2840806602942926,-0.33254434042733344,0.47804004804433675,-0.20945199877603657,0.6277536650428759,-0.2497091677310881
Heschl_R,0.09621696285408206,0.43786099642168047,0.047222332138183234,0.42657869838128987,-0.12244143207613883,1.0,-0.2311943627418891,-0.06666700005162832,-0.06122721491389289,0.2853350206704434,0.08412016837389882,0.24932794823009322,0.4249766397055457,0.47730791052823046,-0.19386076745862604,0.33609572073830046,0.44197660575266073,0.22192120316880382,0.13214878059099222,0.6194954205504282,0.22115403814348053,-0.14716352054481738,0.40617187791225984,0.2532556301122358,0.005573619149423903
Cuneus_L,-0.02075095305328983,-0.385458399626663,0.6437168187169111,0.4929032629960089,0.7283880458369207,-0.2311943627418891,1.0,0.5405887816293159,0.15700635736221014,-0.5721117997353345,-0.5896997141156888,0.27118698100131916,-0.18578477819944147,0.4214457623462645,0.7743563273246591,-0.03363007718585701,0.21455223651613492,-0.4231960439690582,0.14601598245846767,0.23835428140525494,-0.5459872532694542,0.4480922880707547,-0.4411642361854494,0.7105850460972626,-0.11244519161965452
Occipital_Inf_R,-0.28083729141385605,-0.24889234043440844,0.5664948623574132,0.5860130381844854,0.32129631854795476,-0.06666700005162832,0.5405887816293159,1.0,0.4541645709935644,-0.41143334272972365,-0.7142417777078214,0.12168664169236357,-0.3462787026178256,0.12252963921163491,0.23354972636530977,-0.1864033198096483,-0.01616684642522519,-0.3749661750452481,-0.10878579517589985,0.1801724949399211,-0.5487120394303757,0.30757796703299783,-0.5186092477576908,0.3884455754519319,0.10172434605677451
Temporal_Inf_R,-0.25573455217203805,0.07793498774459644,0.26206011887370656,0.5353257256563662,-0.02272761403062793,-0.06122721491389289,0.15700635736221014,0.4541645709935644,1.0,0.06174200274106225,-0.36533389460583154,-0.012494829917119145,-0.06180417117001791,-0.023668293849379605,-0.18866632038237677,0.06506377912812987,-0.184079032551839,-0.03831523977731839,-0.06192498843148815,0.07987914291235892,-0.1952328817422614,0.05679170852186503,-0.18137323735461847,0.0897395855284295,0.10688084851405012
Red_N_R,0.1140171487569189,0.5060423325540205,-0.43853210969593687,-0.18010921107228686,-0.4238969086664596,0.2853350206704434,-0.5721117997353345,-0.41143334272972365,0.06174200274106225,1.0,0.5280394523506654,-0.01889348798962392,0.5810197470181471,-0.1031493607431994,-0.386440240726902,0.5667868067470175,-0.1477041829957699,0.5856291546823489,0.2060869560440387,0.19407333161044105,0.533031796258886,-0.39841238254706735,0.631791132572002,-0.24077464898303647,-0.1626858532080558
Vermis_8,0.20474524622120238,0.25092919390485413,-0.5903596694591748,-0.6000855799552919,-0.4680811634134852,0.08412016837389882,-0.5896997141156888,-0.7142417777078214,-0.36533389460583154,0.5280394523506654,1.0,-0.27354570092549546,0.3592348369600589,-0.1724821846779217,-0.26643807949804,0.25562368190522317,-0.03359361026473214,0.3320260810974735,0.03191925314024913,-0.130548611747871,0.5707126093383819,-0.3350563837851759,0.5724838494999612,-0.37637303198654715,-0.013594589751275192
Thal_AV_L,0.06516721249256353,0.3060478456380107,0.45913428088046515,0.35969145912637074,0.3699483992424069,0.24932794823009322,0.27118698100131916,0.12168664169236357,-0.012494829917119145,-0.01889348798962392,-0.27354570092549546,1.0,0.36655536303067615,0.5727988120137507,0.16588218686457032,0.29725552019279605,0.4538148674545915,0.25980848559062947,0.3927391775271755,0.47487225901847835,0.06058116357538421,0.23385170903193656,0.20189899530761568,0.3554433885787143,-0.213286665919247
Thal_LGN_L,0.41117581103144973,0.6504814721331837,-0.1552806188827063,0.12344253711014712,-0.03299148831088419,0.4249766397055457,-0.18578477819944147,-0.3462787026178256,-0.06180417117001791,0.5810197470181471,0.3592348369600589,0.36655536303067615,1.0,0.5142588047735086,-0.0775258346377108,0.6899352573802261,0.36309640669637566,0.5544806129227724,0.42579219006712615,0.517372875574354,0.6121747428944432,-0.08320823440074006,0.7159121275977491,0.19689042504006873,-0.16930661602124628
Paracentral_Lobule_R,0.2631753192077389,0.2521420998965808,0.3845458941827216,0.545178078368846,0.35284071510951565,0.47730791052823046,0.4214457623462645,0.12252963921163491,-0.023668293849379605,-0.1031493607431994,-0.1724821846779217,0.5727988120137507,0.5142588047735086,1.0,0.32808641728945453,0.47388744603915833,0.5881233552006492,0.11146038669505318,0.466965493657721,0.6915454673760169,0.066312976144785,0.1375791472479197,0.16243026532926805,0.7014627780147984,-0.057860411950024754
Vermis_9,0.029400632148134966,-0.3965485999587918,0.44163899801007744,0.20770948250058213,0.6307873965376316,-0.19386076745862604,0.7743563273246591,0.23354972636530977,-0.18866632038237677,-0.386440240726902,-0.26643807949804,0.16588218686457032,-0.0775258346377108,0.32808641728945453,1.0,0.058657990252918124,0.2579851153830202,-0.3570258359526626,0.17941990772619912,0.16655200391438704,-0.3492820039681803,0.40240818415009144,-0.20296099284642488,0.6004953749489431,-0.22527015044891563
Amygdala_R,0.3897657120435254,0.40934612883631816,-0.08846036812820886,0.13633250671470679,-0.00683488651006789,0.33609572073830046,-0.03363007718585701,-0.1864033198096483,0.06506377912812987,0.5667868067470175,0.25562368190522317,0.29725552019279605,0.6899352573802261,0.47388744603915833,0.058657990252918124,1.0,0.14918004738913154,0.46271503772845396,0.4546121110943615,0.5141131219860058,0.4360716927808005,-0.1279657174682032,0.5235589549806057,0.30561624664278764,-0.11615520397725854
Temporal_Sup_L,0.22311283778803842,0.2206535553827819,0.4424985491773179,0.4423452094261186,0.34791689865957187,0.44197660575266073,0.21455223651613492,-0.01616684642522519,-0.184079032551839,-0.1477041829957699,-0.03359361026473214,0.4538148674545915,0.36309640669637566,0.5881233552006492,0.2579851153830202,0.14918004738913154,1.0,-0.10346001251722363,0.05762806063691591,0.36598683040724017,0.22797152435954018,0.5203914361965104,0.42940387094233806,0.3720717628281387,-0.1676958475174483
N_Acc_L,0.2148594706316857,0.6452836008982568,-0.3176685831305834,-0.18726605541271202,-0.30004780242898327,0.22192120316880382,-0.4231960439690582,-0.3749661750452481,-0.03831523977731839,0.5856291546823489,0.3320260810974735,0.25980848559062947,0.5544806129227724,0.11146038669505318,-0.3570258359526626,0.46271503772845396,-0.10346001251722363,1.0,0.43717046979692403,0.2174360733978955,0.42548118426463805,-0.4349546298400023,0.5221349340803569,-0.13894622968751827,-0.03432628047857481
Thal_Re_L,0.2654020361782745,0.3466374493627305,0.03319859745067225,0.0611118521609436,0.17551028429222237,0.13214878059099222,0.14601598245846767,-0.10878579517589985,-0.06192498843148815,0.2060869560440387,0.03191925314024913,0.3927391775271755,0.42579219006712615,0.466965493657721,0.17941990772619912,0.4546121110943615,0.05762806063691591,0.43717046979692403,1.0,0.4462100103592259,0.20777647395776563,-0.1975114947155315,0.21635162649390063,0.34320688009817185,-0.08656941514941956
Precentral_L,0.11914769285550814,0.3903541366278446,0.3124404136071912,0.5902532053810977,0.2840806602942926,0.6194954205504282,0.23835428140525494,0.1801724949399211,0.07987914291235892,0.19407333161044105,-0.130548611747871,0.47487225901847835,0.517372875574354,0.6915454673760169,0.16655200391438704,0.5141131219860058,0.36598683040724017,0.2174360733978955,0.4462100103592259,1.0,0.04480260359039169,-0.057788054451108684,0.2509808838117628,0.7531900486411123,-0.11875124609243214
Raphe_D,0.42561786431330256,0.5493253414221881,-0.4521814539851858,-0.2942295402155217,-0.33254434042733344,0.22115403814348053,-0.5459872532694542,-0.5487120394303757,-0.1952328817422614,0.533031796258886,0.5707126093383819,0.06058116357538421,0.6121747428944432,0.066312976144785,-0.3492820039681803,0.4360716927808005,0.22797152435954018,0.42548118426463805,0.20777647395776563,0.04480260359039169,1.0,-0.09929548883905351,0.7242825100381518,-0.30063692057977254,-0.010741544667737203
Frontal_Inf_Orb_2_R,-0.02434241192814425,-0.17194003954839418,0.5978178729258055,0.32548152915034506,0.47804004804433675,-0.14716352054481738,0.4480922880707547,0.30757796703299783,0.05679170852186503,-0.39841238254706735,-0.3350563837851759,0.23385170903193656,-0.08320823440074006,0.1375791472479197,0.40240818415009144,-0.1279657174682032,0.5203914361965104,-0.4349546298400023,-0.1975114947155315,-0.057788054451108684,-0.09929548883905351,1.0,0.015958324888864138,0.20980647273485387,-0.05042982667412262
Insula_L,0.3530422298129555,0.6189513099123967,-0.2858836270674183,-0.09941097620607206,-0.20945199877603657,0.40617187791225984,-0.4411642361854494,-0.5186092477576908,-0.18137323735461847,0.631791132572002,0.5724838494999612,0.20189899530761568,0.7159121275977491,0.16243026532926805,-0.20296099284642488,0.5235589549806057,0.42940387094233806,0.5221349340803569,0.21635162649390063,0.2509808838117628,0.7242825100381518,0.015958324888864138,1.0,-0.1327293072373357,-0.16174332305933112
Postcentral_L,0.05061419333134365,-0.049944074357253926,0.5573437121548458,0.6235681281226632,0.6277536650428759,0.2532556301122358,0.7105850460972626,0.3884455754519319,0.0897395855284295,-0.24077464898303647,-0.37637303198654715,0.3554433885787143,0.19689042504006873,0.7014627780147984,0.6004953749489431,0.30561624664278764,0.3720717628281387,-0.13894622968751827,0.34320688009817185,0.7531900486411123,-0.30063692057977254,0.20980647273485387,-0.1327293072373357,1.0,-0.0963597285340691
Vermis_7,0.12787366120800858,0.09306414152416488,-0.15162503820481835,-0.042007391475632684,-0.2497091677310881,0.005573619149423903,-0.11244519161965452,0.10172434605677451,0.10688084851405012,-0.1626858532080558,-0.013594589751275192,-0.213286665919247,-0.16930661602124628,-0.057860411950024754,-0.22527015044891563,-0.11615520397725854,-0.1676958475174483,-0.03432628047857481,-0.08656941514941956,-0.11875124609243214,-0.010741544667737203,-0.05042982667412262,-0.16174332305933112,-0.0963597285340691,1.0
