,Putamen_R,Vermis_9,Thal_VPL_R,Precuneus_R,Fusiform_L,LC_L,OFClat_L,Vermis_10,Vermis_3,OFCmed_R,Rectus_L,Calcarine_L,Temporal_Mid_L,SN_pc_R,Raphe_D,ACC_sub_L,Caudate_R,Putamen_L,OFClat_R,Frontal_Inf_Oper_L,Vermis_7,Parietal_Inf_L,OFCmed_L,Thal_PuL_R,Vermis_8,Thal_IL_L,Thal_VPL_L,Cerebellum_9_R,Thal_IL_R,Occipital_Mid_L,Cingulate_Mid_R,Thal_LP_R,SN_pr_R,SupraMarginal_L,Thal_PuA_L,Cerebellum_9_L,OFCant_L,Vermis_4_5,ACC_pre_L,Temporal_Pole_Sup_L,Temporal_Pole_Mid_R,ParaHippocampal_R,Cerebellum_7b_R,Pallidum_L,Rolandic_Oper_R,Angular_R,Amygdala_L,Heschl_L,Thal_PuL_L,Thal_PuA_R,Cerebellum_6_R,Cerebellum_Crus2_L,Thal_PuI_R,Parietal_Sup_R,Temporal_Pole_Sup_R,Cuneus_R,Supp_Motor_Area_L,ParaHippocampal_L,Frontal_Sup_2_L,Thal_VA_R,Precuneus_L,Thal_MGN_L,Parietal_Sup_L,Cerebellum_3_R,Thal_MDl_L,OFCpost_R,Frontal_Sup_Medial_R,Rolandic_Oper_L,ACC_sub_R,Lingual_R,Thal_AV_L,LC_R,SupraMarginal_R,Occipital_Sup_L,Cerebellum_10_L,Cerebellum_4_5_R,SN_pc_L,ACC_sup_R,Vermis_1_2,Thal_AV_R,Rectus_R,Cingulate_Post_L,Occipital_Inf_R,VTA_R,Temporal_Inf_L,Cingulate_Post_R,Frontal_Mid_2_R,Insula_L,Frontal_Med_Orb_L,Frontal_Mid_2_L,Amygdala_R,Cerebellum_8_R,Pallidum_R,ACC_pre_R,Angular_L,Thal_LP_L,Frontal_Inf_Tri_R,OFCant_R,N_Acc_L,Caudate_L,OFCpost_L,Cerebellum_Crus2_R,Raphe_M,Olfactory_L,Cerebellum_Crus1_L,Frontal_Sup_Medial_L,Cingulate_Mid_L,Temporal_Inf_R,Vermis_6,Thal_MGN_R,Thal_LGN_L,Thal_MDm_L,Thal_Re_L,Precentral_R,Red_N_R,Temporal_Sup_R,Paracentral_Lobule_R,Postcentral_L,Frontal_Inf_Tri_L,Temporal_Pole_Mid_L,Cerebellum_Crus1_R,Thal_PuM_R,Precentral_L,Thal_VA_L,Hippocampus_R,Cerebellum_4_5_L,Cerebellum_7b_L,Heschl_R,Occipital_Inf_L,Frontal_Sup_2_R,Red_N_L,Cuneus_L,ACC_sup_L,Thal_PuI_L,Cerebellum_8_L
Putamen_R,1.0,-0.16319450401087116,0.35459843498531884,0.24093281723311927,0.1895655543152714,0.17707351646128744,0.10453216590301649,-0.14769856752039026,0.03589737179299956,0.3064204624492966,0.20914759819618564,-0.22179083962050297,0.08857798760043571,0.05815474276182793,0.1001234668348249,0.13320309202861128,0.17155543737789677,0.6179193994111702,0.24646249494765787,-0.32374809300901725,-0.054176241898608916,0.08841384491446276,0.23822149068333864,-0.1256155836028613,-0.36258673376334144,0.12387116240228287,0.38573983294950875,-0.2480170881972237,0.16669163854554356,0.03557843094765888,0.1621877241348439,-0.07708302327594811,-0.15281785858616434,0.033769254217637795,-0.32123096028971365,-0.11156523352664346,0.27274492584878,0.3578265605457901,0.2596614421754581,-0.29945477140339394,0.0851634564476113,0.21338318936488757,0.07754242018973904,0.45281526973210645,0.2915811046035642,-0.10594141889654904,0.33814562578590845,0.20896765719892385,-0.2534965896719835,-0.060335937725909033,-0.20920418549003486,0.1386623326086945,0.2783861740221137,-0.006959977275188401,0.004616311981948396,-0.12465006566949266,0.008958311181215947,0.2592343096352568,0.08041330369498505,0.27875588617014646,0.2407133475495498,-0.028686891800085032,-0.06055961881169574,0.31329037146448735,0.298393203100092,0.3516730532905103,0.18520997426106145,0.03855308137151543,0.2439827547082778,0.02423756938395639,0.3312161071271306,0.3983122205442839,0.00239979057237016,-0.1898933057282718,-0.17608447864227753,0.405284069148407,-0.17997879832815433,0.0574991839890673,0.199767710798077,0.18000065437223378,0.2256295938369199,0.02380362527801171,-0.11766407621422142,-0.1348781471952285,0.03689953422141657,0.0737734322246256,0.37998638642673827,0.3855924333768112,-0.022379703046827064,0.2500387907948599,0.12446903297983007,-0.4364847169948317,0.5684550776646038,0.10024002033452264,-0.09697540173279875,-0.5279720616133652,0.336954046393771,0.10139724119144096,0.14617448339366368,0.6399642897615766,0.0270477628379217,-0.23587366908785096,0.3051120121364824,-0.2504003507848244,-0.09181611941333,0.09374583692299662,0.2790202743473306,-0.23970500241376255,0.2105183671135651,0.1619198707666677,0.37589352204689497,0.15479010758656603,0.03591436830098724,0.0027504734395588652,0.4193718222599907,-0.010467333731894807,0.23455897363824912,0.2578676574187362,-0.0025265823544494688,-0.08451679959948327,0.2722074266328155,0.03287745486192343,0.3150516844331456,0.43029867450902026,0.1871017702141407,0.19992679264942453,-0.21272217765551912,0.4574711876921013,0.01686171845022969,0.2647112000947209,0.2535064502956193,-0.1859144025706145,0.06616811735837913,-0.04416453422575131,-0.05865183272763909
Vermis_9,-0.16319450401087116,1.0,-0.04217211043205293,0.05713879161256916,0.6090642732892817,0.10939566354198677,-0.024579533490972964,0.7733476724201981,0.3691707049605633,-0.33430695398991467,-0.3407978708157899,0.46067633875266845,0.6127637386250229,-0.02995205348951175,0.5072147557931784,-0.42651864251955224,-0.23597324273343426,-0.2140394563613801,-0.5455024356005048,0.3056917336424018,0.4570971265500623,0.12739996773167825,-0.13801291432199994,0.2855046747018565,0.5079263880641728,0.22043038167925016,-0.005105295535459375,0.6956144217096197,-0.013362780685317488,0.6448260660293573,-0.10086331156878156,0.24649771946688226,0.05802876632917756,0.2923222707767654,0.24971807456983183,0.7437490291058287,-0.4545842122356761,0.2117417078134113,-0.4534407820147428,0.6669534932940807,0.15942648078939697,-0.43916181860357906,-0.21629655602522332,-0.4967098835872052,-0.11093714555306697,0.12459109224128763,0.08980929209100963,-0.17671075506397052,0.2815221942397439,0.6858438532786061,0.7093584607450211,0.4436159760199988,0.40723714558126173,-0.29025776983004603,0.47685331008309634,0.6048271492652457,0.2551814550943941,-0.537006508603166,-0.16004261070551612,-0.20543672837845997,0.09940221470907802,0.10607070435698297,0.011837718340797053,0.05318872536215988,0.12344088170973695,0.3845283199323709,-0.2795907978290868,0.1758587557431147,-0.24702931472954356,0.6343848007820165,0.26572690522365905,-0.1840890636657754,-0.12348506910416869,0.439941266697685,0.6056975993045716,0.048850425093196155,0.2767076898375164,-0.46492575201206665,-0.06561271595785921,-0.36083662451133214,-0.18896286560556216,-0.18905320884622703,0.3560756197369649,0.2436180831871164,0.5556625505436481,-0.45435158621748495,0.08016582846988472,0.35121727311062817,-0.2440140420981241,-0.3038027685346908,0.2993523950311252,0.4402060479160592,-0.49788777729584766,-0.37541613610679153,0.334462486884728,0.035477247125628816,-0.32637920779348467,-0.3109262678951831,-0.011219210221208607,-0.3233710461448364,0.4859407457270663,0.298979166408389,-0.3038671568889033,0.0414689506942044,0.8162744252224521,-0.18754411756158199,0.19592445064955125,0.5866116675534169,0.6656084848305882,-0.09542820226435003,0.13979134996737183,0.13389163036876348,-0.20422665426126638,-0.40952294933295,0.11936855302042985,-0.06396175118856572,0.19963053657680013,0.06425731082542972,0.09483622158562799,0.47981923067973203,0.4516895022262014,0.5409872598648615,-0.16705708935108288,0.17067984166423023,-0.1609093287425004,0.4410090500634179,0.6643941618262175,0.024442181767786984,0.7019405447039043,-0.0021273905221656703,0.3256243042984903,0.5650633584802633,-0.5322175266595529,0.08682581746953771,0.5980846012714915
Thal_VPL_R,0.35459843498531884,-0.04217211043205293,1.0,-0.04471618815402266,0.21040099083120958,0.4514077667500315,0.5088498119693737,-0.386848925210878,-0.38719952274611624,0.5468230957625653,0.44930513550670387,-0.5515528992425236,-0.0611978974467218,0.41044033999719154,0.29770182217243185,0.400177751019385,0.43862843549003405,-0.031146812990229273,0.5272380409507071,-0.041506578454666855,0.17610733414149532,-0.3226943891757997,0.5830269995459959,-0.15950507538382466,-0.4272338601614754,0.3412100004974355,0.5432728522215315,-0.3090118132437895,0.34627067295933467,-0.2819193412672099,0.2622188131410799,-0.05629432577085496,0.060744669462182314,-0.14503864984121048,-0.36211584947004827,-0.28442988064194324,0.5854355607662661,0.39368527209453813,0.5740176570944839,-0.4302522205013825,0.2996979535993981,0.44765824149394723,0.12431507069224702,0.37417436909029717,0.16275144218283016,-0.45087660040784605,0.5306715700124498,0.2524664786423552,-0.6751378769411194,-0.257801043941283,-0.1790635808030326,-0.25213483095869565,0.5543891507848099,-0.5473552896267863,0.13349396128516347,-0.4553555209766896,0.23628559401118343,0.5063567207396524,0.2758802090344759,0.6017616598814618,-0.14664319777032467,0.1565043145228221,-0.46373380191049135,-0.09983085768865396,0.4942491131251981,0.3823457311395596,0.2624751184308317,0.26358362924542406,0.6393987783702473,-0.41398670069345794,0.46220068772630246,0.4215759003510573,-0.19768814681004113,-0.5387949357586564,-0.3169220517179965,0.10736913991246196,-0.009546227162136333,0.24261133987891478,0.47595897926707226,0.18124297401668618,0.5710915589899196,0.24676014380427738,-0.36483858882356196,-0.13093619163162118,0.09579887237680151,0.11738759057013472,0.2846263059170098,0.4242194946357067,0.5293806954668587,0.22493176287765482,0.34601205605873325,-0.36126910460151623,0.48518702779627615,0.5090076450544903,-0.3085865578407012,-0.4782467031091382,0.40615228497035455,0.45620758270904865,0.2920085225667136,0.5542164251577194,-0.06360884973163315,-0.006791064557323427,0.26851208742575466,-0.030472152285018473,-0.25861054094874697,0.23691746600518354,0.3192813830572393,-0.2518393734364561,0.15727341447663237,0.12239426980974949,0.06371306678088284,-0.07079743253422226,-0.06741602997956432,-0.07469035442768175,0.3185232782245293,0.10732240509978726,0.36828518641874575,-0.1958057381616687,0.1939888705004175,-0.2011489039609815,-0.236963764528856,-0.1916060103800096,-0.050919437313084466,0.366728624112515,0.5374265806065728,-0.05142597075739137,-0.31566693461721695,0.2686219095801266,-0.2107836339024713,0.3545818609298983,0.2005768180789741,-0.39834168290909805,-0.08056170611818385,-0.17746855360052638,-0.3319575513262677
Precuneus_R,0.24093281723311927,0.05713879161256916,-0.04471618815402266,1.0,0.4087358005473202,-0.034490021390791104,0.024409562108535912,0.15689818242795486,0.49640229430825134,-0.016095177857742483,0.013109322026387347,0.4960316756025305,0.20747630083057228,0.12280795652578758,0.2573099933054368,0.04813568338979862,0.0996988680875913,0.01713934734815631,-0.08175470753060884,0.013529190119104889,-0.0032660818208245894,0.38251878327256916,0.11358920057779442,0.19881339777936294,0.0680012364846646,0.13753552499080374,0.21972257283385963,0.06333816015264533,0.37939605987760516,0.4559151582644646,0.27122620815465154,0.24052265717213084,-0.06696435885481387,0.09544101155268381,0.2003763330636906,0.10333187191255644,-0.04024878527817659,0.25904429664518575,-0.031077908458467248,0.16702719411862335,0.28685622784223996,0.004396606172274756,0.29462505815541135,-0.0794659735062206,0.10843361727799497,0.48652708741788847,0.1103935355515603,-0.16574974447661348,0.29074649890408893,0.24640832763843257,0.20776940641516567,-0.06100228810737934,0.2156318127053714,0.587294488484397,0.3274888833709539,0.48110279168983905,0.13828188754658405,0.054345497156104615,0.26486274661483944,-0.11834867443953903,0.7919862971231202,0.14287776566004423,0.5650748351026883,0.3425021716929839,-0.13490784561374083,0.15686529115919745,0.23625636009231568,-0.10219181772744229,-0.178927442015593,0.4084110631385532,-0.09193707227738207,0.0005014567370338415,0.33696719365072064,0.4580497121984838,0.13350733773234336,0.2898324998403451,0.05075709272449183,-0.2550546330353083,-0.07590511808440749,0.07763731120172102,-0.09192894709776252,0.11749700722237656,-0.22604834887073297,0.051998796244387566,0.1438104225347151,0.28785565532756496,0.4535760667965928,0.2005069457617592,0.02772132216560902,0.20000590001874663,0.004705349746196174,0.08362375811823555,0.1829223388191149,0.02052372499717926,0.33007043615821813,0.13411284723905223,0.17886743839574828,-0.21447863412745047,0.1614583080970513,0.2551388494987282,0.3817199713536211,-0.003399803587897274,-0.09767217652846269,0.05382637259299475,0.05287881212678897,0.34795506408614324,0.2962226677058834,-0.0658784362685067,0.17067488067286754,0.27362533004663675,0.17129312141846176,0.21538440006800222,-0.023855717828568934,0.09302528848982776,-0.08114947147427644,0.2836567963451617,0.28122417901730545,0.11930390502733774,0.04091295454147603,-0.1828138052107616,0.1027883090441151,0.47988446766932363,-0.08574517829444382,0.32695472796440295,-0.06685676734983412,0.6375065622730007,0.08110402137055372,0.3129195981945497,0.4046059065745194,0.42076880968540076,-0.03355127124301708,0.4010945158610837,-0.0938366710675648,0.25237497421708016,0.11967047727238846
Fusiform_L,0.1895655543152714,0.6090642732892817,0.21040099083120958,0.4087358005473202,1.0,0.18452103550113505,0.29327570415239484,0.44183712631217553,0.3158463831094053,-0.010918314551916494,-0.09774354944360449,0.4431734952679498,0.8271774397149113,0.14758741170148168,0.6327522280393653,-0.24419316004386385,-0.258182301175635,-0.24627395608125013,-0.3960142655358442,0.5084007552770751,0.47032832432164334,0.45516424474343065,-0.050151738001351545,0.37437093752023953,0.26980470836888176,0.378868922630508,0.08104926561185428,0.2503946574119977,0.22746350385932113,0.7300371102195929,-0.10800940966286701,0.24658175720053918,0.17696860350261948,0.5869754394420855,-0.10877186457466317,0.2888498820398223,-0.24174830969024066,0.5543211217523646,-0.2734873396381271,0.34783136650105184,0.18007962544047126,-0.16207093726935082,-0.07594686908588724,-0.15864399184624411,0.024724390600404073,-0.133133076015837,0.548166346052934,0.12671024858753197,-0.0527376142093997,0.6192268049779338,0.4015001267082753,0.30117754234637756,0.6299989977485835,-0.2217484820537646,0.33117649441278574,0.5109134416229345,0.5283494842424242,-0.012169032233290118,-0.11442327755686049,0.08542209435526678,0.4612998744908923,0.3520497294927421,0.2442556649539374,0.235407944288673,0.17593169536324896,0.5766192870031974,0.04888116702316787,0.5054385194026269,-0.15563250939083886,0.4546215128669399,0.26425202709741036,0.14127472094048313,-0.34685604642955165,0.4243154139926784,0.34662375608975854,0.374132765227127,0.37448902726467204,-0.36430854607582536,0.20723286081757689,-0.28203271565291416,0.04296462727783092,-0.01381935005693316,0.16791686068613537,0.11028704876807192,0.8433065270456087,-0.2084521911481309,0.5001669880001954,0.44816227389441804,-0.12469320661394048,0.2588034755820477,0.2575304493273279,-0.0857027283946779,-0.17026723031459415,-0.20392334182806796,0.5459353101960035,-0.27791074280725003,-0.10923029536670642,0.013080940699037855,0.08573662794200872,0.21842191960338522,0.2174585818658146,-0.027020525458375688,-0.04120701129923761,0.14701896875261553,0.4970295066720026,-0.18373418604224498,0.6687018743478516,0.1952847703800931,0.7268849447952155,-0.003925985478031186,0.09457587270454926,0.06593815996614041,0.01125753407178213,-0.5135268418536079,0.0576488154126675,-0.2076592685479749,0.393025923358914,0.4407414089171971,0.565952651993229,0.3558047933396041,0.09052342258788844,0.6597039346566106,0.24741390368644178,0.5348280115410914,0.011592582978168465,0.7719623399411534,0.2632091079036758,0.33560798785175483,0.7394327907140738,0.17211344189210806,0.3844617971399771,0.567516455053685,-0.20703010446253872,-0.059573373423925116,0.3235712818009188
LC_L,0.17707351646128744,0.10939566354198677,0.4514077667500315,-0.034490021390791104,0.18452103550113505,1.0,0.08924236452424358,-0.23437819422399012,-0.33067867539029866,0.37534174967881034,0.4445217952810174,-0.15841365904895635,-0.008211964069964968,0.15853016586106145,0.1433640171075795,0.30430911304001196,0.37412517201480583,0.1546221697469122,0.40823268944572516,-0.15600574632020006,-0.020879943846322024,-0.2549703023474744,0.4410980384014441,-0.1548071157336507,-0.14585438192726394,0.0716932855513849,0.3777481886323077,-0.29945368102996406,0.31744805672807935,-0.1428453055741794,0.3758758997522007,0.11665319668171169,-0.1101504456445928,-0.14656166990574995,-0.05863392765261764,-0.2671003514534267,0.4070076073741768,0.4426356350434518,0.36499520633262267,-0.2972548325229623,0.37240920359231855,0.49745504264494683,-0.06714465338021532,0.18809171126210844,0.2733596594975045,-0.1399049800446881,0.3936557404658193,0.2395398500423329,-0.2748800455090064,-0.0734955240027078,0.26671792463198396,-0.14545189599231473,0.44008973115845795,-0.44751273247663126,0.2630027262951788,-0.12725308169480937,0.0905225520816173,0.36693497733200464,0.2672420684635534,0.34734601943499605,-0.08972608043970505,0.09213194275263902,-0.41656318862587066,-0.010511344394353752,0.4733677799198711,0.11211916330604889,0.199717947007909,0.2352767781204541,0.4039554861304579,-0.10652131318726173,0.36147502354694566,0.5857835171100559,-0.0009672569475972812,-0.31956890043717845,-0.29516001998168234,0.2447157378333892,0.03157401676884743,0.015395402804817162,0.5254061678908178,0.3638694996580677,0.46321229733921265,0.12739745356594614,-0.1485966875829762,0.011169543797312371,0.10170956621525938,0.06917692651192286,0.13274829773265967,0.4985898880548891,0.280384763719847,0.06296968605229139,0.36099440817750783,-0.24461100847787073,0.3326693350981667,0.3349339878128251,-0.3011201829958488,-0.17025957072348802,0.32931295391442966,0.07122856035254868,0.053483126370805954,0.20683988778825593,0.059926459471436974,0.06709478182571735,0.2982318571985272,-0.18329694641150512,0.10347671543628159,0.21484610274487034,0.19539408784238121,0.03705715608375905,0.13686857191161234,0.21882579553389409,0.15421494628133628,0.2154318862451094,0.18891092136144758,0.12278850011026504,0.11730144826823276,0.3543252209887973,0.43686833400817815,-0.17563464858050024,0.029661196184829708,-0.11947347589303135,0.018534237379332383,-0.0514152198901599,-0.04953643626729101,0.23154601636234412,0.47846518294191337,-0.06378491264372088,-0.18228634483127876,0.40980342485175153,-0.14789149986878766,0.34221458421547657,-0.14938521693147153,-0.09018040097259461,-0.23032760926070164,0.1333672125447882,-0.3973904182086155
OFClat_L,0.10453216590301649,-0.024579533490972964,0.5088498119693737,0.024409562108535912,0.29327570415239484,0.08924236452424358,1.0,-0.12755992794003707,-0.2669757516987053,0.3493494547026664,0.2351677738493962,-0.16940728349320985,0.2553536206097703,0.07535575181926062,0.24120610206181306,0.17782650797302518,-0.05191625271546081,-0.2836798477036508,0.2346511162720825,0.3526664255013503,-0.012654506911245795,0.1760229327633862,0.18259285650997886,0.08580483988563191,-0.08803852354513964,0.15711413142591968,0.1344206337735099,-0.025608143568191626,0.238150490112713,-0.0051897421226410785,-0.2305678823969537,0.24730902579739394,0.01925274961312089,0.22137595827078627,-0.37692895078865396,-0.05556521504715288,0.26633144725680635,0.1392313603117269,0.3066447588987834,-0.22149677804457588,0.025023303991868882,0.10987341684870547,-0.016410452524429613,0.2944286711167125,-0.3883947672062565,-0.5454712370473309,0.4691120547812863,0.18908853136502238,-0.5368628460333809,0.0016842076104186378,-0.24415205502140802,-0.2158892598305773,0.10667908468600049,-0.23512324872792353,-0.14446999652036746,-0.34176309665705645,0.4617664301093358,0.3056106606434755,0.24750967511712005,0.31589730639606883,0.12765872619225624,0.13668602187592835,0.09791484661683818,-0.18793090540160268,0.24140592845662837,0.5055721836600577,0.3670470782563581,0.2785270038316762,0.42586763171811454,-0.3035527814314804,0.1846275291524307,0.16547324505998615,-0.47206420982260583,-0.14330852571237793,-0.0017557933465716376,-0.08294378542494384,0.18950488520762113,-0.053224853682883475,0.041452708104866724,0.15383074205970865,0.3962625105456311,0.2542109789640784,-0.21551261074733483,-0.2795500226722887,0.31997836140208913,-0.031570696847651285,0.389541189142309,0.14900923514833567,0.2761708210695527,0.49757773047120263,-0.1356937664533822,-0.08152004175366236,0.11641190294700267,0.44703439513683535,0.1866243509887575,-0.27064868393864877,-0.05206941387267964,0.7013111886158582,0.2661530489098299,0.5490076343769662,-0.017868713967815603,-0.3316833287298843,0.04515370948363215,0.04422684936856291,-0.2634775442682469,0.22373853485109893,0.47774464836404096,-0.516514179284462,0.029975803721001424,-0.23539229531510586,-0.11343327330495788,-0.04610284471924507,0.015037395553463036,-0.4542862930466337,0.08990789580371454,-0.3710796730045443,0.15949829608047192,0.12864828176116075,0.5357303623568186,-0.06348140788324663,-0.386085183982137,0.05871580052817586,0.0870611342510213,0.43283011471402594,0.09385162001213884,0.14310204338480204,-0.06729654041811295,0.10492258046039911,0.01942788780589379,0.13126926655162102,0.1491996411082632,-0.2046211133038023,0.0916917757674688,-0.3661478895689573,0.05211076989194328
Vermis_10,-0.14769856752039026,0.7733476724201981,-0.386848925210878,0.15689818242795486,0.44183712631217553,-0.23437819422399012,-0.12755992794003707,1.0,0.5843969939651804,-0.5993630177540258,-0.5912122204851905,0.6361381593128245,0.5627969802908969,-0.2742925536141326,0.32335047509214443,-0.5526837447288215,-0.4156944081342388,-0.062694481360297,-0.7238512402936438,0.24320071302416676,0.32058593840505223,0.3346589841531037,-0.40702231239089837,0.3541493574556266,0.6229030630360217,0.04136811683135348,-0.1696293951908744,0.9084145299263063,-0.1604338350432107,0.678475969686507,-0.2674432657109334,0.30352455964328895,-0.09514808253716966,0.33570622108605797,0.3483153621517878,0.9055715982451865,-0.6782921211102371,0.05087271498293994,-0.633483239080585,0.7640134349167704,-0.07212726620089954,-0.7304800115954956,-0.09982934628932909,-0.5076693649938784,-0.28037338295107306,0.2849865128197789,-0.18545036138016982,-0.32843201188864946,0.5266089618573202,0.7295388485703639,0.6420273214577618,0.6323093809178233,0.04088165094324131,0.059440269015283105,0.28184130715313244,0.6851307822867189,0.14129016444336265,-0.8115622137262684,-0.22672219930818102,-0.4332345626644873,0.3096206641571341,0.08106387409330951,0.30002513325092744,0.1301316849552965,-0.11114541281309305,0.26789687423919756,-0.366497434152313,-0.019353690735566653,-0.48330386090308547,0.7920737889606029,0.023482038330553814,-0.4681529473413372,-0.05119567821352345,0.6132497534821618,0.8983473075336299,-0.004129683496142784,0.16586903292559033,-0.5814261158055845,-0.4468714051571646,-0.338560854188018,-0.49830314185042185,-0.21729270013107985,0.478000856293557,0.16165950855543318,0.4246412476039377,-0.43455509357878136,-0.0014641245241165668,0.06147482276734849,-0.4882948447845822,-0.2877677850801347,-0.04921111475395596,0.6476894378824627,-0.6177969745839714,-0.5416989412013921,0.477958439402259,0.18821865774941524,-0.4817112500543982,-0.4120665088294755,-0.051898444822724724,-0.38426148196538357,0.47943505927069247,0.23916556233938324,-0.522873623171277,-0.05884531045960697,0.7485596083451599,-0.19047331494169442,0.050056368774398376,0.4643597838616479,0.5423551501751019,-0.16394245234737695,0.20931844927866977,0.22010628933834886,-0.24906129662732246,-0.4000128337579171,0.07656002336197108,-0.22146828001676466,-0.04805384184900428,0.19083622778960166,-0.0021634268853049877,0.5199614507781978,0.5864641967179168,0.5717022154227088,-0.10176081560551088,0.060231588643692796,-0.5142906346573788,0.488855131656929,0.7816098690051975,-0.11505950583073168,0.7269420550528535,-0.17609921633280104,0.29023411976028984,0.5827092685418772,-0.4255898597523108,0.23772943323400925,0.852775297370043
Vermis_3,0.03589737179299956,0.3691707049605633,-0.38719952274611624,0.49640229430825134,0.3158463831094053,-0.33067867539029866,-0.2669757516987053,0.5843969939651804,1.0,-0.4872513004250576,-0.4428933810270549,0.5907539004760448,0.24802272486529656,0.025492929486078696,0.27905983711652343,-0.28920620146223314,-0.17949665298187006,0.06396971698200082,-0.5022218026912268,0.06932589280112074,0.27610574847995456,0.2621545210489631,-0.2512700100548113,0.2611639864553162,0.2351925355337744,0.12564465900858687,-0.040857730659859495,0.5101353257107238,-0.03007604575415978,0.528671311924302,-0.06738797123534765,0.008983721785119515,0.09991053710816276,0.1511776639745648,0.4378213463086597,0.5277252196173418,-0.4592676281540188,0.037663367282772385,-0.4466476287969267,0.5894253663923542,0.011940991489977407,-0.4552754180881922,0.13602485598180522,-0.37800091946195014,0.09688135953133575,0.6239953102556133,-0.278383462561431,-0.31490338348099567,0.6749773729481177,0.4015246609197353,0.3213649379301675,0.2817801515127594,0.07167910856320224,0.46564890952899163,0.25454662145543944,0.7169460123006448,-0.02252140363467871,-0.4940285008897277,-0.06420914603551939,-0.4496044051451038,0.4273297165959947,0.022668045974033782,0.42222100442664623,0.5085531450686119,-0.46287063702191805,0.1473114234294159,-0.11846917152123072,-0.21998083549665665,-0.6089525511696787,0.7073596674420393,-0.19447048463415492,-0.4563322404855335,0.31195430218488224,0.6385589540350737,0.4974114522154602,0.2627415142953981,-0.07512411476032499,-0.33124224475084085,-0.38251481215450145,-0.4456756275277317,-0.5207863601667923,-0.04619091374243568,0.17935959847391747,0.2798591335173851,0.10639014018458476,-0.013178373932913663,0.048996164236121444,0.13920611592929544,-0.30914173060269945,-0.262593463905595,-0.01442312199038529,0.37177838710367855,-0.20896737968829154,-0.4731666475572174,0.3937997245124122,0.15289815353148375,-0.2247143243558276,-0.5007467489004479,0.13663030600923737,-0.27594511718778053,0.49776343217259206,0.24204659336362735,-0.31577060307907323,0.1937468807449758,0.371335399597399,0.019436340599327785,-0.14283908390173938,0.4419267253734653,0.3309737771019682,0.11604192453150264,0.07579502258906015,0.07283701829735352,-0.40305762244546917,0.007250387109293258,0.02533780631691925,0.05570542258866759,-0.07858987822268626,0.0672488705579227,-0.07522211232900422,0.14001242180070017,0.3987446408477386,0.44574213418262326,-0.14082384597219003,-0.07100832971003311,-0.3756472669932534,0.6347257566698074,0.26619610978751246,-0.024573311254562004,0.5329495373517809,0.04373605054767819,0.23331139587479374,0.6351922483733761,-0.21683814951483016,0.241610011082839,0.4436035508908085
OFCmed_R,0.3064204624492966,-0.33430695398991467,0.5468230957625653,-0.016095177857742483,-0.010918314551916494,0.37534174967881034,0.3493494547026664,-0.5993630177540258,-0.4872513004250576,1.0,0.7489159450339723,-0.4527997456053135,-0.18273470289705074,0.31668103562153577,0.008209535141761043,0.459378700679875,0.4759964211161494,-0.0020717776542956393,0.6816789795511569,-0.3502936418325351,-0.10826651150339317,-0.35151824245968355,0.6274082914706604,-0.3387503142281468,-0.3113713004762859,-0.02051840968367777,0.4194065225796173,-0.5911902391315658,0.16590160790432443,-0.4004211401983376,0.37840724545331056,-0.13123729200749784,0.1158089627671452,-0.3127143222981601,-0.4757336591053502,-0.4894397794931376,0.6921928686464937,0.14780205430165533,0.7615833097378726,-0.5671842503132776,0.46098662843497545,0.733726226191243,0.04998715609666333,0.2110826472332437,0.3076252613835073,-0.3801437521712243,0.48642118185148614,0.4045105964896334,-0.6253674915025956,-0.48107678806959425,-0.21174114537890035,-0.3702647331094972,0.2587263428301383,-0.2500162282297085,0.08403029910495093,-0.5658123665378264,0.12842053097967385,0.734786488055466,0.35026680408587146,0.4591815679794883,-0.21484582872272862,-0.13660576685173262,-0.40981043892745017,-0.09931061182082394,0.32243314606598866,0.20956491550884956,0.20096790467599793,0.18513846880070614,0.5487669591776354,-0.5898867246403606,0.13718609030603499,0.538186990788556,-0.03885240576148398,-0.624351468847075,-0.5650090690687106,0.27068243486569776,0.06154245789624306,0.3218791102059156,0.5477548168559159,0.2330386042741234,0.7109657974174597,0.04054750781669316,-0.42089312649509203,-0.03369297207650542,-0.04113936062260113,0.15169169874700827,0.4182073781893548,0.39809563948332566,0.5053392177421199,0.19469144210955877,0.28277826884594776,-0.49908993928292245,0.6050032131471942,0.6532419810212949,-0.5219665392770207,-0.30428182105441254,0.624341565172272,0.37824974737850836,-0.10168182882186343,0.5587132579490287,-0.1075211391069017,-0.24008090321595144,0.5856449392047857,0.1120357663797557,-0.3587969090484515,0.2834447411529562,0.26651237312744264,-0.38769040522442094,-0.2674334081545439,0.20326661679545932,-0.17796517328519257,-0.344012317327241,0.29404889440265886,0.16784624633758222,-0.13015059219251324,0.2598162415335036,0.4258091722541348,-0.14354265167440997,0.060048890196922174,-0.2767963459042695,-0.29855672291945007,-0.4268208605732836,0.04664162348188609,0.27270923889720367,0.5524976597588592,-0.14840094672674808,-0.3784827612736854,0.3632171801629873,-0.31854964080944786,0.4494920616499975,-0.3209443996965833,-0.5153969619053946,0.036584387464435375,-0.3089216287374171,-0.4541982830942318
