,Thal_LGN_L,Cerebellum_10_R,Occipital_Sup_R,Frontal_Sup_2_L,Pallidum_R,Cuneus_R,Supp_Motor_Area_L,Amygdala_R,Raphe_D,Frontal_Inf_Orb_2_R,Precuneus_L,Parietal_Inf_L,Cingulate_Post_R,Frontal_Sup_Medial_R,Angular_R,ParaHippocampal_L,Thal_PuA_R,Putamen_R,ACC_sub_R,Thal_PuL_R,Temporal_Sup_L,LC_R,Thal_VPL_L,Temporal_Mid_R,ACC_pre_R,Frontal_Mid_2_L,Occipital_Inf_R,OFClat_R,Cerebellum_9_R,Vermis_7,Cingulate_Mid_R,Rectus_R,Thal_MDm_R,Thal_VPL_R,Caudate_L,Occipital_Inf_L,Parietal_Sup_L,Thal_IL_R,Thal_VL_R,ACC_sup_L,Cerebellum_8_L,Paracentral_Lobule_R,Temporal_Pole_Sup_R,Red_N_R,Heschl_L,OFClat_L,Olfactory_R,Temporal_Mid_L,OFCpost_R,Vermis_3,N_Acc_R,Vermis_1_2,Thal_VA_R,Frontal_Sup_2_R,Parietal_Sup_R,Cerebellum_6_L,ParaHippocampal_R,Frontal_Inf_Oper_L,Cerebellum_4_5_R,Thal_MDm_L,SupraMarginal_R,ACC_pre_L,Precentral_R,Parietal_Inf_R,Thal_LP_R,Thal_PuM_R,Cerebellum_7b_L,Thal_PuA_L,Cerebellum_4_5_L,N_Acc_L,Postcentral_R,Rectus_L,Cerebellum_7b_R,Amygdala_L,Cerebellum_10_L,SN_pc_L,Frontal_Inf_Oper_R,ACC_sub_L,Calcarine_L,Supp_Motor_Area_R,OFCant_R,Paracentral_Lobule_L,Fusiform_L,Thal_PuI_R,Thal_MDl_L,Thal_MGN_L,Thal_Re_L,Frontal_Inf_Tri_L,Cerebellum_9_L,Thal_MDl_R,Hippocampus_L,Temporal_Pole_Mid_R,Thal_VL_L,Cerebellum_8_R,LC_L,Lingual_L,Rolandic_Oper_L,Angular_L,Fusiform_R,Rolandic_Oper_R,Putamen_L,Olfactory_L,Cerebellum_6_R,Temporal_Inf_L,Cerebellum_Crus2_R,Frontal_Mid_2_R,SN_pc_R,Insula_R,Occipital_Sup_L,Red_N_L
Thal_LGN_L,1.0,-0.05199014363830895,0.11441438366986689,-0.0998650600967675,0.04230203054140404,0.09880091136596703,-0.11664361372521435,0.15983512948641476,0.005831048438466776,0.1709971628634298,0.3171812448530087,0.058515010185504084,0.05636887995256173,-0.05079636655764213,0.12037533504293972,-0.26019650668698774,0.16830052371495166,0.37589352204689497,0.262536774473891,-0.17343463458220323,-0.11498705375618634,0.132450455142405,0.23006723233989704,0.31737828217054764,-0.11151038168099132,-0.06224522455289201,0.1769717745392226,-0.021179146772816636,0.1398705749252995,-0.14928448327323665,0.23373758734594913,-0.06538569873603751,0.5120611538470561,0.06371306678088284,0.04766946633238995,0.1369822892353686,-0.039854967954561504,0.24113221730992948,0.3232965085228909,-0.1514999871171191,0.2200052841243673,0.0827451730968858,0.17908589149898022,0.5861232098824302,-0.061485953149543415,-0.11343327330495788,-0.2868974438500248,0.05150265458397373,0.12831976001465673,0.07579502258906015,0.2644468428955677,-0.0965942460352743,0.19099323390954265,0.058449841370436344,-0.0233641374252095,0.20406165995116715,-0.1095342753628486,-0.11776790846636534,0.07367026566613921,0.604709655018544,0.15115329143482514,-0.1474122136504746,0.033149672318664815,0.13078854167246884,0.12477707751861433,0.2186423487645648,0.25249128611863497,0.25064739300012534,0.17176067664084016,0.14324677081267845,0.0396450975573492,-0.08713624632385672,-0.022825303527000313,0.0847703771514483,0.19725037421443622,-0.20694661421898333,0.06720780675109098,-0.06193518716055447,0.018672887685204524,-0.056358500835455225,-0.07536499094605821,-0.06983015347020684,0.09457587270454926,0.15061552488779056,0.41062331211557573,0.1576418708387572,-0.027690636249189767,-0.1308219326189811,0.2526704871466578,0.4645509240127348,-0.07860874216361749,-0.007938910453303388,0.28504601784373995,0.08258597593025757,0.15421494628133628,0.3964418919909218,-0.023115823076983833,-9.685886602943321e-05,0.30661256476407206,0.08689669785113703,0.38883676543853823,-0.6096614931343639,0.16853416959596204,0.01570044530585174,-0.07236589762382328,0.06609808433276747,-0.26667951197138245,0.018364092522937827,0.09395158655072215,0.21625095789774534
Cerebellum_10_R,-0.05199014363830895,1.0,0.2517938396943971,0.3594121573735304,0.04883215505995719,0.2578992123497797,-0.003808370099578373,0.2168040159700649,0.3105545792666035,-0.029302237140632795,-0.0733837936197146,-0.285513961827309,-0.08274742225349618,0.014752652822320227,0.2986902759699263,-0.19549105994137628,0.09169520169969143,-0.038735386174760564,-0.06732868394678183,-0.004911310805481827,-0.15163645404609855,-0.012558267114255015,0.2846593879705642,0.32653309074835835,0.05925138648132482,-0.2439515639808892,-0.06863707349625973,0.051551354085804614,0.4150148422486076,0.3507537829457857,0.25585466142455215,0.07577606524821498,0.02249172274602919,0.1466619727421949,-0.08242210042807943,0.18216582565833445,-0.3178217345749687,0.04965402893073346,0.09436120901102256,-0.4666764882098852,0.17576354030023178,0.34338676002511365,0.3920627074081399,0.018550023664041012,-0.1854137382318021,-0.0689531919124089,0.20826560642922595,0.05849233648351326,0.11077872197266647,0.21734673905617224,0.01163279537564481,0.08773020813266512,-0.18854936727187596,0.3423300329417685,-0.22926044811304794,0.5224917751202807,0.021448198542018876,-0.22932660465417223,0.24986129413892846,0.02743200125919949,0.19408274223335234,0.11745819087492237,0.1646292090555738,-0.03054846444785443,0.08535927598476047,0.03560518822965835,0.2912365634714468,0.15182340154023133,0.11593993384296064,0.030927599297016176,-0.0023979562237648293,0.11909571813868658,-0.04185690574900254,-0.055013979932486544,0.31472174211992276,0.08210353816167597,0.13690118957569566,-0.05238721361919542,0.15600351023732328,0.4551024495621035,-0.3025875385400239,0.16174335700532752,0.22615907647226954,0.30332734004921885,0.01100978577675089,-0.03959575487388912,-0.2386893034869,-0.2766632196250111,0.425758284006198,0.1333406524990042,-0.12489790408317265,0.280071164041443,0.13496076182420666,0.386034869751692,0.3234808828747293,0.37808702057118093,-0.18875566515955142,-0.1660566547683809,0.5419858811241921,0.07010702573415213,0.06458516875586585,0.08412004005460147,0.6343379260838493,0.09110627944369618,0.4551491504227117,0.035988758193813336,0.23547165622526436,0.0560472579858812,-0.05638358176534365,-0.022813855381206057
Occipital_Sup_R,0.11441438366986689,0.2517938396943971,1.0,0.13326198705673814,-0.15682742377490153,0.7087227542372936,-0.2748519620232997,-0.08732726181887164,0.0072509376321412845,-0.5062130292385891,0.3934677070040553,0.13124623832551768,0.14737880450590535,-0.052439096720012554,0.9389269391133388,-0.4865017922095913,0.2744326347622032,-0.22833897260506003,-0.4759406751875671,0.11554937269194764,-0.4405332225137046,-0.41918136708771675,-0.03270667959717853,0.797916688134508,-0.355438144796659,-0.33840111675100787,-0.04107745523068664,-0.28465377213895404,0.3937417443625197,-0.0330170583469395,0.19050734787049378,-0.4855909559743243,0.4022064662564377,-0.4943905498238212,-0.41800730350219256,0.3078665071534058,0.45320248171973987,0.15595224329614657,-0.1449377094730464,-0.3456041204796978,0.2148008448804987,-0.21421170262979336,0.2935417369553969,0.024856726224532534,-0.5770921562611026,-0.4138280537591604,-0.2965797242231905,-0.1013845027838606,-0.2203044751335308,0.6746183299170493,0.3857038673072089,-0.48253368645827666,-0.5176741426775626,0.1378972127645875,0.6861086013737512,0.31395896551260793,-0.32516634824541707,-0.09454673007071288,-0.06308790962033914,0.322128320628613,0.6469274961393374,-0.41568178217693325,0.314395711969201,0.7142763664926077,0.12592963429502566,0.37592308533856,0.22786858051009506,0.688119940185529,0.2810944773694521,0.22669085014642681,0.5213723690516617,-0.3439939676914252,0.14550169063991641,-0.4839914561905477,0.31787494474317496,-0.2325092270732775,0.1339392837894446,-0.11370938228044271,0.5663176855550035,0.2857870677928623,-0.5964308326911677,-0.12269526863593015,-0.016379012416771147,-0.12653688285267473,-0.4672642770026577,-0.10581308738145045,-0.37635543577991143,-0.40837423014709584,0.37436233107555783,0.03855637239108974,-0.4821720117691711,0.08400101269211324,-0.4608568288231199,0.5112535081860156,-0.20485477205951208,0.5596757091620793,-0.5648843934003285,0.2720136639099986,0.44960990618133534,-0.02364364166601714,0.044887697971898725,-0.020190890312573092,0.3594495065536479,-0.26261117938610523,0.4009682883890351,-0.15362989280640602,-0.013522921022635139,-0.09568000701132667,0.6267903033654519,-0.00971854955285019
Frontal_Sup_2_L,-0.0998650600967675,0.3594121573735304,0.13326198705673814,1.0,0.48289905381010234,-0.1791678236946372,0.2999466251485085,0.16856542240152525,0.167182472448329,0.41235325922403027,0.07525845310531323,-0.30853634092035215,0.2527539256724708,0.3899452918156363,0.21472969078455936,0.3933096166117691,-0.3624393517715276,0.08041330369498505,0.38888307915360615,-0.2795481573115955,-0.05530085934752305,0.20095615100469275,0.5696244121407776,0.13240023845537327,0.6336334517675465,0.034530185271884,-0.2650407317218458,0.6004898773004802,-0.1899031175267256,-0.1443471760304754,0.5103264608234916,0.38459918286014194,-0.05015648749319141,0.2758802090344759,0.2305466617715994,-0.34746164222437453,-0.09843450344930656,0.20284680699125238,0.43969659773275777,-0.2413664386239312,-0.3444903880122359,0.34968989688511753,0.4161212438079401,-0.04381533628833568,0.043782857409012256,0.24750967511712005,0.3932669677582332,-0.34366238430201074,-0.062393930642254625,-0.06420914603551939,-0.16356506210097782,0.1918567502346557,0.15622560334547964,0.7878747768307729,0.17940423577738648,-0.19579990722352755,0.5067491584390503,-0.3569507717382158,0.16619126527247507,-0.01057915015730706,0.48197142331341,0.6374938686015699,0.443063553215333,0.37865045003539216,0.08717583559615423,-0.3037704535704431,-0.17794075015999852,0.16452657113747032,-0.0034233872933574715,0.06276985948444298,0.4353463388287035,0.6370079403853028,0.18910562872066525,-0.06260533133866193,-0.15726934482676994,0.003978213736845642,0.5608846125113534,0.4966115264350977,-0.14266722556787423,0.5226554197526186,-0.11322431364521628,0.3763692887036864,-0.11442327755686049,0.07731911803164436,-0.014299763966862715,0.07259552213908041,-0.21381948761331215,-0.27498741132934135,-0.16790316618731208,0.3738531988517848,0.3518966162746283,0.5556168998649224,0.32067354111329044,0.11439159435262755,0.2672420684635534,-0.02828725482880981,-0.13948227387014983,-0.3309710438802619,0.2786459641643867,0.23758682457130975,0.0657757279033361,0.1565259341513074,0.04369631547434955,-0.251347623294536,0.0959605759265735,0.4015990363049166,0.3045674618565591,-0.08732642542521372,-0.24213346265100816,-0.2963229434574108
Pallidum_R,0.04230203054140404,0.04883215505995719,-0.15682742377490153,0.48289905381010234,1.0,-0.45094784310551467,-0.10397807269433652,0.1855727820122683,-0.039897307576670545,0.6656501091272986,-0.056476375468093996,-0.3867825677386337,0.37657951329068995,0.3365457719528927,0.01900223176940675,0.6436558312686579,-0.6117621388099039,0.5684550776646038,0.44195866820045665,-0.43355979421266544,-0.23232109473836837,0.422124503667869,0.5662887398784195,-0.057819372897569124,0.5088243068163505,0.19521888851314803,-0.5186238961127962,0.7336546480418175,-0.6027701640909958,-0.16073963290748172,0.47897681035720824,0.45899897185110955,-0.17899626183564624,0.48518702779627615,0.6298461163480359,-0.4763251552405141,-0.29736956815575416,0.3359599766215463,0.40819541417092986,0.10221212135223999,-0.5782374333919315,0.2825507861314765,0.05865321116495233,0.1494878392035583,0.1850240679697728,0.11641190294700267,0.43213281261036507,-0.4604442540712948,-0.03225581797433249,-0.20896737968829154,0.028752729429114623,0.3563906990236049,0.4299889814170563,0.4889864388223525,0.04002221165128943,-0.48468598137976765,0.6595153380484039,-0.5311567759679311,0.29000442905588836,-0.0892653101842777,0.3141533143030032,0.6870970280194512,0.4517049851346754,0.11753277437311005,-0.2816264882783121,-0.43268783687490814,-0.5712028204029671,-0.2542531330531067,-0.15733666368402785,0.23604743621268015,0.4001496269967462,0.6233512117836599,0.26703576875266216,0.22642849077096017,-0.562099846711304,-0.22310474630881583,0.4770672373189169,0.5919668205218535,-0.5081402113175689,0.3333770554117545,0.14849329848568132,0.2796412245537546,-0.17026723031459415,0.1826138707339596,0.15082648959459935,-0.03485194870250533,-0.012189010181009931,-0.2236855858888807,-0.5018894618233448,0.23856708251217756,0.4770911168630462,0.32400101873138687,0.5479958705508765,-0.4241389428485579,0.3326693350981667,-0.32012669857601633,-0.17188728358704292,-0.4976024048226815,0.2089217574151447,0.3919072424283898,0.3199011531381,-0.010971426463906538,-0.33192670078981357,-0.37968552020273205,-0.029056433221070134,0.21979936901713193,0.37033938629154173,-0.20316332593028325,-0.5293805898590177,-0.1479905301950957
Cuneus_R,0.09880091136596703,0.2578992123497797,0.7087227542372936,-0.1791678236946372,-0.45094784310551467,1.0,0.1001808563269051,0.0755013803498694,0.3007207158043308,-0.6827730330917281,0.48728698829275763,0.4909745937556081,-0.19869878895418386,-0.2014680376405702,0.5959173742200734,-0.5305050088048774,0.7504195702412193,-0.12465006566949266,-0.6222012192412649,0.44735052379415974,0.03207310501574608,-0.2807457261701717,-0.16327664548407936,0.5276585392960975,-0.6229527850057357,-0.20440194721889296,0.34914709437749397,-0.6825487110847248,0.5226454213746267,0.30980548674067354,-0.0902266191103308,-0.5059779986490335,0.46075142830513705,-0.4553555209766896,-0.43582565122187367,0.7372542976321371,0.54497665028556,0.01480223703460851,-0.35961086259248215,-0.3454847075434754,0.42858720129347283,-0.021718142446552586,0.35094392946997705,-0.03111630620692946,-0.2991524888698305,-0.34176309665705645,-0.2203948612623253,0.5467178269078063,0.1399864145792402,0.7169460123006448,0.26182630868111334,-0.27350232835346566,-0.48710573761589354,-0.009517689305355731,0.3471794233602742,0.7153343550216489,-0.4909523628739481,0.29156600653106457,0.14363910483920334,0.2629361752228159,0.1674385205025969,-0.6734600214824654,-0.1637963311624167,0.29265950162575494,0.2792090057880949,0.748185902915727,0.41667598508733134,0.4739378150257277,0.5690516117676927,-0.012885376078017654,-0.06272040253049177,-0.48147923226399203,-0.0512273047805424,-0.11329160709022047,0.49622168462274385,0.08015059852181801,0.026176788075590936,-0.43060609200126077,0.7734018132450354,0.16149988416749317,-0.573502840317021,-0.3470064471393844,0.5109134416229345,0.23310865293028488,-0.2708075172840206,0.09147076793124287,-0.19176753148094672,0.016967593831708025,0.5179908384980186,-0.03920003361700671,-0.3539981025821576,0.0452481486753452,-0.45227670419612387,0.32600003307649145,-0.12725308169480937,0.7121858224681805,-0.018387144262116,0.635292031607999,0.3514919596339372,0.020427914568998517,-0.013656405350822024,0.09244312658389578,0.5788825062853531,0.3871630187569068,0.28441907233307134,0.04842124067772762,-0.06624917251691849,0.4133543310378504,0.864540939381145,0.24740814563888242
Supp_Motor_Area_L,-0.11664361372521435,-0.003808370099578373,-0.2748519620232997,0.2999466251485085,-0.10397807269433652,0.1001808563269051,1.0,0.24424664601988383,0.5297909286793041,0.0794849934580348,0.21984714970640856,0.2839500137304705,-0.2365221152661991,0.2197211206147012,-0.35981694269027403,0.22716112683850861,0.27227792476881646,0.008958311181215947,0.12982318891315608,0.14614372523008481,0.690730877235187,0.15137631208280242,0.20286461784764398,-0.36099070133149946,0.19521733297812488,0.3104567309337245,0.35757764370040984,-0.11445619007417988,0.018495673208913533,0.20973953226625722,-0.07069547111602398,0.18145357140716406,0.08376086524233212,0.23628559401118343,0.0740380926680328,0.2570963632012862,0.21165854474132623,0.0334938517331575,0.09062564862596163,-0.018664334333678936,0.07972388828023141,0.42525737434970773,0.28166354150246786,-0.11320492917601511,0.38170027455760536,0.4617664301093358,0.25246683038362605,0.5059292548583934,0.37954955299562815,-0.02252140363467871,-0.2506683843518062,0.33380754891898345,0.29170472050130125,0.30582526138928884,-0.1778338083090179,0.2619940354281863,0.10684681542720866,0.5074161532424237,0.2574621247159261,-0.11310449172747251,-0.2763522650963563,0.07500001276853809,-0.3435994752971321,-0.13898680038876884,0.2768253058952888,0.20078446225821772,0.1631632531229987,-0.06673918385595579,0.46548869570105234,-0.1524373251988135,-0.3914902113916624,0.2085635250450752,-0.08766945480489392,0.34489537991238095,0.1635937101171124,0.5034779582532115,0.2670906507796585,0.06412995787172203,0.1349635909535981,0.09886804557076663,0.1716541419153458,0.04173467655308007,0.5283494842424242,0.35858077306762504,0.19037602406611243,0.49623269873399156,-0.01898064777717049,0.5331814136711301,0.06669374281866758,0.22934760314548638,0.4930086962543104,0.2668009672615114,0.07989945445498846,-0.01242449696167238,0.0905225520816173,0.11083993012058,0.6755180347894402,0.32773046457570726,-0.09959929513372229,0.09154282290797666,-0.3696146469492438,0.23744698769191136,0.16541161285221118,0.6148208013446813,-0.18401296809138926,0.6304729316630602,0.08994627555538136,0.6651736920960166,0.21503229395518733,0.09235051096034001
Amygdala_R,0.15983512948641476,0.2168040159700649,-0.08732726181887164,0.16856542240152525,0.1855727820122683,0.0755013803498694,0.24424664601988383,1.0,0.4107034985365142,0.34095525455806397,-0.10410406675167364,-0.3134276722850387,-0.028680056543620613,-0.08425782841543429,0.020527536662110296,0.18449464315257913,-0.050642074397243796,0.12446903297983007,0.31696651014234606,-0.4208598244990502,0.06386680260646732,0.2801654292734686,0.4364186902005163,0.15974362476238801,0.1741482830668299,-0.3432576968707031,0.17430796195506723,0.20678773792361924,-0.17934836192599862,0.19667861192524308,0.4666881481712762,0.33670456856325925,-0.1591834939188674,0.34601205605873325,-0.14684498336771806,0.03118729286689815,-0.39060244508760156,0.060870685190244626,0.5688190605617827,-0.3865190222372037,-0.21036488855802837,0.36900694151846436,0.6719857674715557,0.18034215332489326,0.3335403892268474,-0.1356937664533822,0.575872330870186,0.04807268926350985,0.27851820939691674,-0.01442312199038529,0.006901880523007164,0.49028736384762817,0.4604460249920553,0.4531641610237603,-0.3259135453149499,0.21871731956265655,0.4529606479364158,-0.10979287612632817,0.37084684270609075,-0.08362808600281242,0.20536755838855436,0.2480637019942248,0.1460681163446587,-0.07314902525648151,-0.2607258837337135,-0.10157759090070666,-0.07789834415829737,0.2052286387629531,0.20833539110697705,-0.05237736110887312,-0.0727476265170789,0.35652615720161107,-0.027894379854764572,0.3124691647297087,-0.1856700172786735,-0.00046450022743504553,0.5462245603221723,0.24752112286564443,-0.1795974869186579,0.37417702062843405,-0.18197354900905555,0.09515257714189444,0.2575304493273279,0.6153355658532046,0.31951902438932883,0.1626850355105074,-0.15914805770929671,-0.13381475249754482,-0.029537160191342622,0.15466792195793552,0.28561008749934486,0.6805941217176817,0.43088422454480035,-0.20578773172160314,0.36099440817750783,0.06503371156623888,0.33163733299992565,-0.23395687279468688,0.5589044590535579,0.5910514802851272,-0.0851660898975842,0.020518031704788695,0.27921802364360593,0.1983266723605979,0.1831889943119437,0.2947098911332533,0.24867532755130684,0.532749530396118,-0.10349743137072442,0.013496255136324234
Raphe_D,0.005831048438466776,0.3105545792666035,0.0072509376321412845,0.167182472448329,-0.039897307576670545,0.3007207158043308,0.5297909286793041,0.4107034985365142,1.0,0.04615404992481547,0.17317705650052484,0.08208787834688744,-0.1774417454565696,0.10587946419142805,-0.01869399909269831,0.03823324412701506,0.30933034602482723,0.1001234668348249,0.007148333935678072,0.036637712667591166,0.36977032864136733,0.046487313085380975,0.39703321709995937,-0.05196836679215166,0.008826753306149146,-0.014110492274219684,0.19872342380074123,-0.18045268105156131,0.19800496905343284,0.46999323967952095,0.018358740271331938,-0.006390825754792359,0.19907325982815202,0.29770182217243185,0.0622420675977233,0.43847008712578284,0.057409037657779965,0.08166026965520967,0.19606064716585034,-0.2699489003406427,0.181621327173628,0.27753970847123044,0.4809220361697064,0.11713125310389445,0.09158448218100762,0.24120610206181306,0.42879912246528146,0.42456135277215207,0.39677236781415215,0.27905983711652343,0.045430316966167214,0.2758153066334055,0.21451962476775013,0.34027770005255553,-0.1805298644170056,0.4906208961649718,0.018937126496757124,0.2862416137999266,0.33930151328136876,-0.06506024692802594,-0.04684762164979331,-0.00929451113456869,-0.2809119095048415,-0.06524736138815769,0.07334229578057735,0.25979545567232887,0.22528113897921723,0.11025669538939645,0.564624195420977,0.10306920129844116,-0.31015373279210745,-0.004467934338958497,0.028193776336165953,0.319254139513396,0.2551013898767317,0.31630801813323334,0.29024756988149114,0.062242446260542615,0.1423374681329969,0.15276631686938094,-0.06049856861092292,-0.16723501894558618,0.6327522280393653,0.5798218815787674,0.14955671384050107,0.4033568609896194,-0.24722731518787058,0.23197198226555882,0.28383590338434006,0.3139477368581958,0.3016563246937052,0.33888885320009104,0.10411669841810563,0.08549228659750295,0.1433640171075795,0.3600525075615262,0.354584030549285,0.24995321086334685,0.24141735410005388,0.1412942422677321,-0.3181506289696549,0.3166985611055105,0.2893990459151927,0.4953755539583193,0.06649973642478757,0.4334486413225627,0.3199238121078373,0.667999866450749,0.25758526501060264,0.3304233717079817
Frontal_Inf_Orb_2_R,0.1709971628634298,-0.029302237140632795,-0.5062130292385891,0.41235325922403027,0.6656501091272986,-0.6827730330917281,0.0794849934580348,0.34095525455806397,0.04615404992481547,1.0,-0.15956289471395851,-0.46968345843329007,0.23972005709346134,0.22648685045386036,-0.3774252491947262,0.6147447133386466,-0.5893233427060438,0.44546895973895834,0.7835215027359484,-0.5668061630301139,0.0392181500712177,0.5052507283687471,0.5788311412986367,-0.25230304872822773,0.7029590373696011,0.12218835594259989,-0.3366887635712203,0.8277343036999516,-0.5371583774378943,-0.23289122286578906,0.47941642553510183,0.7103464977722337,-0.24402283449204332,0.6535267589558227,0.5583905614811545,-0.4712176071202272,-0.5382042766873973,0.23371379926712638,0.6502072497385263,-0.018253963015791044,-0.42138136701873374,0.3522142367060682,0.14677389637811084,0.2412097894303716,0.43483637161343547,0.38962492930043274,0.48767505775737185,-0.35417032283305466,0.1676843863539628,-0.4687042323613471,-0.20184323955847908,0.4524971037741335,0.6724403656996346,0.4617066968514297,-0.3054250342299352,-0.44674862825611145,0.7113709732830904,-0.37879311459740517,0.2380766324184813,-0.06911005866291298,0.0866263887533415,0.8101529512507072,0.26381233592663356,-0.10658953196991805,-0.19885475612183753,-0.5096986050686029,-0.3818245276490322,-0.29540854557226826,-0.14373678413693525,0.06541020675949721,0.09920218531092785,0.7187845616436043,0.11890273209645534,0.3700403592192419,-0.4497622666107735,-0.11255316539663367,0.41950047113328937,0.5385527472909105,-0.6131152465934997,0.1745156516637446,0.44630642402644044,0.35655218882192113,-0.11280112029040658,0.2318396275639335,0.4955063673006876,0.02931861560993366,0.08426057390311831,-0.017998613198064145,-0.430671112920692,0.3834953535617741,0.536528211687404,0.4147189293151238,0.7841930954025511,-0.4146221843419153,0.40097992512126607,-0.3834827053314746,0.13591940836564922,-0.6238559266522157,0.11999800505164049,0.3204211388992294,0.11399237092303527,-0.18962664845960805,-0.27759825202500105,-0.17586555097535927,-0.222034988733818,0.3878253118564642,0.24287855411801332,-0.026481292385674017,-0.7004647366187967,-0.18413971576939403
