,Frontal_Mid_2_L,Thal_PuL_R,Thal_LGN_L,Thal_MGN_L,Raphe_D,Temporal_Sup_L,Cingulate_Mid_R,Fusiform_R,Cerebellum_6_R,Frontal_Sup_Medial_L,Lingual_L,Raphe_M,Cerebellum_Crus2_R,Postcentral_R,ParaHippocampal_R,Vermis_1_2,LC_R,SupraMarginal_R,Olfactory_L,Postcentral_L,Thal_VA_R,OFCmed_R,Parietal_Sup_L,ACC_sup_L,Cerebellum_3_R,SN_pr_L,SN_pc_R,Precentral_L,Thal_PuA_R,Frontal_Inf_Oper_R,Thal_MDl_R,Cerebellum_9_R,Red_N_L,Vermis_8,Frontal_Sup_2_R,Thal_LP_L,Parietal_Inf_L,OFCant_R,Cerebellum_Crus2_L,Hippocampus_R,Rolandic_Oper_L,Parietal_Inf_R,Cerebellum_6_L,Cingulate_Post_L,ACC_sub_L,Thal_MGN_R,ACC_sub_R,Temporal_Sup_R,Cerebellum_Crus1_L,OFClat_R,Thal_VL_L,Insula_L,Cerebellum_3_L,Thal_LP_R,Occipital_Inf_L,Angular_R,Precuneus_L,Frontal_Inf_Tri_R,Thal_AV_L,Cerebellum_8_R,Frontal_Med_Orb_R,Paracentral_Lobule_R,Thal_IL_R,Temporal_Pole_Sup_L,Occipital_Mid_R,SN_pr_R,Pallidum_R,Frontal_Inf_Orb_2_R,Occipital_Inf_R,Thal_VPL_L,Heschl_R,Lingual_R,Fusiform_L,Hippocampus_L,Thal_VPL_R,Rolandic_Oper_R,Frontal_Sup_2_L,Cerebellum_Crus1_R,Olfactory_R,Caudate_L,Temporal_Inf_L,Red_N_R,Cuneus_L,Cerebellum_7b_L,Vermis_6,Heschl_L,Cerebellum_7b_R,OFCpost_R,Thal_VA_L,Frontal_Mid_2_R,Amygdala_L,Insula_R,Temporal_Inf_R,Amygdala_R,Vermis_9,Angular_L,Thal_PuM_R,Thal_Re_L,Supp_Motor_Area_L,Cerebellum_8_L
Frontal_Mid_2_L,1.0,0.2316197222885284,-0.06224522455289201,0.281203753502404,-0.014110492274219684,0.5298925142332508,-0.25123296768460796,-0.4523498504204136,-0.3315455998108493,-0.02595290146826884,-0.16649635568369545,0.22569998852478404,-0.43642670788864,-0.2516029356668211,0.107721090163873,0.19181693328452232,0.3569378373196872,-0.49695326757927827,0.020926045863425387,0.5240546866284577,0.14590127235107347,0.19469144210955877,0.3168008929172713,0.5303171526488998,0.009967610574054517,0.13784059533309198,0.014833592875484834,0.5687415584125995,-0.020841403848893023,-0.09609812588294162,0.1130900316509673,-0.34364139418759543,0.1463055388766753,-0.18939410485615596,-0.06752627949327578,-0.2689575927511034,0.5135700677488936,0.5659714395950776,-0.17429418831778543,-0.0230758476705276,0.31321023126319736,-0.16060695953172766,-0.26617754429836393,0.24155701621456882,0.07556952689753535,-0.11148815264730746,0.12194109657767113,-0.4342248093451502,-0.3219710311839001,0.027647866311676133,0.026622764144499444,-0.09431451298390464,0.4111053420023445,0.17415399950153537,-0.05283709854951191,-0.443433064509809,0.32836110536927443,-0.08986767301570309,-0.007079813657349939,-0.3803479602383778,-0.1104718273357289,0.13508035445124622,0.18686638624382146,-0.3619738313219437,-0.3317471230765351,-0.008438232161119061,0.19521888851314803,0.12218835594259989,-0.183794945998464,-0.11596176372882035,0.25315742807424485,-0.27099214143486716,0.2588034755820477,0.5122784231922322,0.22493176287765482,-0.25236052889577076,0.034530185271884,-0.3497419014393328,-0.09536071300623203,0.5824093678973928,0.29070349390539874,-0.029503730064021974,-0.07788254333772293,-0.27762704364835056,-0.028914447220279513,0.19991711778828528,-0.014205395383967251,0.04347112588726651,0.31026527440013385,0.28661735102830643,0.40604551892367097,0.00843711947342807,-0.5850118496763866,-0.3432576968707031,-0.3038027685346908,0.3522679143144846,0.13365676966659756,0.3136031086155318,0.3104567309337245,-0.1898665802530189
Thal_PuL_R,0.2316197222885284,1.0,-0.17343463458220323,0.012083508891034805,0.036637712667591166,0.37059262650264546,-0.4770403910096605,-0.4058633055015704,0.1524891087461723,-0.20007398352401282,0.2624734858757485,-0.29720349160189735,-0.08228925174896659,-0.36685161407685657,-0.5128203387089607,-0.18774673329367622,-0.13819546736782154,-0.40219864576245806,0.20304688091762402,0.5107970440167527,-0.4753343476235713,-0.3387503142281468,0.508272523727543,0.041708510427386256,-0.2256668744697989,0.2250942153657584,-0.09594302855605753,0.28619397752477416,0.6510233767710614,-0.3173727079148303,-0.20856428562719712,0.3445868526759794,0.19323421630693713,0.49147425580851295,-0.2830251146894193,0.27711760903708504,0.5765701936654936,-0.08554657502402062,0.24955193980235976,-0.5006978198645619,0.13148078475069597,-0.10671329508553896,0.2992160295556732,-0.12428396427860298,-0.46452107203556586,-0.30341970056103873,-0.4297838497804247,-0.3934202429759937,0.339048932876323,-0.5513978950928455,-0.3294473125307653,0.027102271727485625,-0.029580590496352237,0.48609090190002896,0.5040671331590783,-0.055229178117555684,0.28555600567340617,-0.5120957057538048,-0.17415352658008304,0.1425885403717555,-0.32152012379005734,-0.06809792653986199,0.06313639277703048,0.2284016118241896,0.13253049736344374,0.05781934654961044,-0.43355979421266544,-0.5668061630301139,0.08414920165235078,-0.3429336230208431,0.22536300261451644,0.2544518600987055,0.37437093752023953,-0.139954026306132,-0.15950507538382466,-0.36199878309018935,-0.2795481573115955,0.04025308773969578,-0.31620519905078315,-0.015202145934174476,0.435568489942138,-0.269405510459629,0.5529248321444672,0.2829214841538281,0.15428801474502282,-0.12184941428578774,-0.022252124535444673,0.10811781077145174,0.011152355734911025,0.016394027806920473,0.07531996972533309,0.20720762391603523,-0.05295244328178483,-0.4208598244990502,0.2855046747018565,0.596401673720479,0.6576486021759554,0.21629826870862426,0.14614372523008481,0.3462126173553009
Thal_LGN_L,-0.06224522455289201,-0.17343463458220323,1.0,0.1576418708387572,0.005831048438466776,-0.11498705375618634,0.23373758734594913,0.30661256476407206,0.16853416959596204,-0.05907563408427925,0.3964418919909218,-0.03451435348511964,-0.07236589762382328,0.0396450975573492,-0.1095342753628486,-0.0965942460352743,0.132450455142405,0.15115329143482514,-0.6096614931343639,0.057584452348010524,0.19099323390954265,-0.17796517328519257,-0.039854967954561504,-0.1514999871171191,0.10083693986238133,-0.490320477149996,-0.26667951197138245,0.006782245035059489,0.16830052371495166,0.06720780675109098,0.4645509240127348,0.1398705749252995,0.21625095789774534,-0.0857906742339135,0.058449841370436344,-0.17261708124427866,0.058515010185504084,-0.07536499094605821,0.2655990139833895,0.07635830420861855,-0.023115823076983833,0.13078854167246884,0.20406165995116715,-0.018927156225931833,-0.06193518716055447,0.21994531213357932,0.262536774473891,0.07014102964664759,0.1642341642101464,-0.021179146772816636,0.28504601784373995,-0.007598615268667007,-0.06538398907741272,0.12477707751861433,0.1369822892353686,0.12037533504293972,0.3171812448530087,0.09686537791497819,0.4007405214901249,0.08258597593025757,-0.015430544567439594,0.0827451730968858,0.24113221730992948,0.19421679334805073,0.1737287702447681,-0.4532182242507557,0.04230203054140404,0.1709971628634298,0.1769717745392226,0.23006723233989704,0.04277002614105487,0.39173942144462065,0.09457587270454926,-0.07860874216361749,0.06371306678088284,0.08689669785113703,-0.0998650600967675,0.47627001564364885,-0.2868974438500248,0.04766946633238995,0.01570044530585174,0.5861232098824302,0.010509037005746291,0.25249128611863497,0.2563834382203254,-0.061485953149543415,-0.022825303527000313,0.12831976001465673,0.32665362272413384,0.06609808433276747,0.0847703771514483,0.018364092522937827,0.06531185170808418,0.15983512948641476,0.13979134996737183,-9.685886602943321e-05,0.2186423487645648,-0.027690636249189767,-0.11664361372521435,0.2200052841243673
Thal_MGN_L,0.281203753502404,0.012083508891034805,0.1576418708387572,1.0,0.4033568609896194,0.43248907913581497,0.0153188940060071,-0.01713448278021814,0.0668606571210745,-0.09232324788503599,0.21088561768149564,-0.0040225464874388125,-0.08495551972528674,-0.19321230784126076,-0.005814294648294427,0.21443883398689173,0.12958009629849054,-0.10359280415645962,-0.02267389575286233,0.12292818887385466,0.3447896801098441,-0.13660576685173262,0.10932666954885951,0.05137052562683857,0.3038756363697007,-0.014792225848699379,0.06658632971956738,0.09031166140321718,0.12265251184557889,0.2521129650171874,0.34782551747707074,-0.01624341157428604,0.21114403067723583,-0.06021660030441643,0.06828844189737153,-0.12752697381659187,0.15718528551080332,0.12633096680757844,0.08468192622526466,0.2400700175401465,0.4456806964239522,-0.0590126201405377,0.15417656401288884,0.0628845671136213,0.08138575698217967,0.1852703917056054,0.05435371626331085,-0.10610218566617434,0.01641771557168821,-0.11789763384998288,-0.029526013367800356,-0.03294042768058096,0.2549388724602164,0.10912543305061292,0.10044851502888406,-0.19040530503726935,0.2264085396498899,0.09441561353833496,0.2525699924186938,0.01011407098448751,-0.31011465905479035,0.17634612939056987,0.09079464092406962,0.08901069467582251,0.02427405944397866,0.13502330911790977,-0.03485194870250533,0.02931861560993366,0.2953719331151392,0.19955040924267564,-0.18117483893230693,0.16781685729957935,0.3520497294927421,0.38796285173606865,0.1565043145228221,0.08083687537764754,0.07259552213908041,-0.28289890389915606,-0.00318123799874807,0.017421211335811995,0.3662937828764052,0.1434555272739773,0.16070381097550804,0.0033741949346321495,0.3311720162698129,0.11487096804328298,0.16720004381720296,0.04238280810277407,0.2431370999472515,0.2631509848266124,0.15368341860189613,0.364213701952811,0.10715030645392712,0.1626850355105074,0.10607070435698297,0.24109801937337114,0.1692096993376064,-0.10314856541358455,0.49623269873399156,-0.0360949746122663
Raphe_D,-0.014110492274219684,0.036637712667591166,0.005831048438466776,0.4033568609896194,1.0,0.36977032864136733,0.018358740271331938,0.24141735410005388,0.2893990459151927,0.08414436206584733,0.3600525075615262,-0.06414058919576124,0.06649973642478757,-0.31015373279210745,0.018937126496757124,0.2758153066334055,0.046487313085380975,-0.04684762164979331,0.3166985611055105,0.015442274476361572,0.21451962476775013,0.008209535141761043,0.057409037657779965,-0.2699489003406427,0.40348240323162726,0.16565865147002645,0.3199238121078373,-0.11211536042463383,0.30933034602482723,0.29024756988149114,0.3139477368581958,0.19800496905343284,0.3304233717079817,0.09042746027713816,0.34027770005255553,-0.12754089951842454,0.08208787834688744,-0.06049856861092292,0.16810192009259925,0.2490049988885142,0.354584030549285,-0.06524736138815769,0.4906208961649718,0.07520718805856032,0.062242446260542615,0.1381690974888928,0.007148333935678072,0.0232687290911934,0.2987291413592988,-0.18045268105156131,0.10411669841810563,0.41027544601625243,0.30439971370123275,0.07334229578057735,0.43847008712578284,-0.01869399909269831,0.17317705650052484,0.11617211302115893,0.2750169866759348,0.08549228659750295,-0.21382301914608476,0.27753970847123044,0.08166026965520967,0.2567291901614061,0.013145854802025651,0.38710954978231377,-0.039897307576670545,0.04615404992481547,0.19872342380074123,0.39703321709995937,0.007729157463413315,0.32474300358504316,0.6327522280393653,0.3016563246937052,0.29770182217243185,0.1412942422677321,0.167182472448329,-0.021056497985007704,0.42879912246528146,0.0622420675977233,0.4953755539583193,0.11713125310389445,0.25948345537158496,0.22528113897921723,0.5868438628609528,0.09158448218100762,0.028193776336165953,0.39677236781415215,0.33524642274403965,0.4334486413225627,0.319254139513396,0.667999866450749,0.32823127073926145,0.4107034985365142,0.5072147557931784,0.24995321086334685,0.25979545567232887,-0.24722731518787058,0.5297909286793041,0.181621327173628
Temporal_Sup_L,0.5298925142332508,0.37059262650264546,-0.11498705375618634,0.43248907913581497,0.36977032864136733,1.0,-0.34262820781793224,-0.3975266106703403,0.09210417182273731,-0.19511043444540865,0.014671765484885864,0.13000974788677802,-0.35700262622495316,-0.6800711490632577,0.04705203494487743,0.36263930953628887,0.2563380728068047,-0.6680760363035733,0.1897591900054736,0.5185881535482147,0.27202732526865775,0.12781470275303392,0.24283538907259303,0.18268876128001904,-0.08958005194477447,0.33209835882855615,0.024661458129106393,0.4577429322121169,0.36939446140824583,-0.03988864136764259,0.18331343723874777,-0.0663201931532989,0.11132892269498888,0.2556974335728296,-0.0034009194144836268,-0.09878316450697532,0.5057509626344996,0.4194332706813617,0.06574164769452154,0.18732098086638113,0.7830283072611263,-0.3838635595157095,0.17795254348765585,0.1993016518071758,-0.052532264134737335,-0.2641949816723405,0.12036381494582632,-0.4273788356257687,0.16553107810000048,-0.18593059829466388,0.061397210173636765,0.12032298643175961,0.4322416996385113,0.32143701042791567,0.25861393445272424,-0.5981409280396889,0.28358039116674255,-0.10280843035905758,0.18379044808764913,-0.21332481532342776,-0.3052141570992631,0.3169332756915625,0.13221415779824888,0.06756644333878098,-0.2920447715110107,0.27816651858016384,-0.23232109473836837,0.0392181500712177,0.23015853402605566,-0.11325413151123787,0.056158660974443525,-0.044261130257649814,0.6135601632539033,0.5722735420772458,0.24563696137916174,-0.1515965710194092,-0.05530085934752305,-0.4470921199505537,0.11368051852982251,0.20098152644343692,0.8063614566804486,-0.19885243611174333,0.19169488269221957,0.08169653258904307,0.29988023904021677,0.49848413134432834,-0.18248332112218343,0.3532836457065855,0.4042747158962436,0.40266355157809425,0.5680935032890719,0.6198593471642093,-0.1176537083905705,0.06386680260646732,0.20873004422576028,0.5031567385161325,0.37944072816936963,0.28290064015150185,0.690730877235187,0.027706726019028648
Cingulate_Mid_R,-0.25123296768460796,-0.4770403910096605,0.23373758734594913,0.0153188940060071,0.018358740271331938,-0.34262820781793224,1.0,0.6356910640863195,0.2190644559280451,0.4793358865067131,0.1349735923344887,0.208133271827652,0.2463329757682053,0.5269033403344319,0.5800743089334924,0.31904890465783586,0.275176445702621,0.6803530258721857,-0.17795097417669026,-0.5604885011622766,0.2598276539786512,0.37840724545331056,-0.4144893228344012,-0.36228439013368474,0.08825285856704271,-0.0892223008331685,0.2651038640718078,-0.4581149861062012,-0.34303267552469385,0.7346430953968985,0.2659363062536363,-0.31559446024366195,-0.3723284855947097,-0.32552642101894913,0.6408533500570964,0.0015809096835730813,-0.5563937246996871,-0.18191359303504362,-0.2703839088514078,0.5151839134303092,-0.1708245328898647,0.3884118996120316,-0.10400050876908233,-0.011099903421899076,0.41835885032189307,0.5423026332413166,0.37456545164298516,0.8390858945692343,-0.08562818204945766,0.5366381118032375,0.5239252917350312,0.3264318789875608,0.1786706974932147,-0.045461353147088726,-0.21334470196677746,0.35457591201631317,-0.027358327680580847,0.7388530136736915,0.22746087761201642,-0.05288548587048662,0.4476530205069016,0.4762542538879774,0.33868033083573307,-0.1773942359535476,-0.09236386702481157,-0.1345354235097422,0.47897681035720824,0.47941642553510183,-0.3130648543292409,0.5978421296535245,0.2423865292394602,0.02271398205094002,-0.10800940966286701,0.19602755933674632,0.2622188131410799,0.5632585135669149,0.5103264608234916,0.0887592535783834,0.33890825416904524,0.08635168669947257,-0.3494142746930301,0.11511906482891077,-0.18033015556023593,-0.11938728567367972,-0.11337873775843058,0.011964118144873736,0.1793003950647015,-0.1477608588179045,0.10120339826795613,0.3135682621036029,0.045286616587893354,0.0003353268778194347,0.11714661944516135,0.4666881481712762,-0.10086331156878156,-0.605581184552853,-0.24549130189697518,0.003311074636649483,-0.07069547111602398,-0.3412551025709758
Fusiform_R,-0.4523498504204136,-0.4058633055015704,0.30661256476407206,-0.01713448278021814,0.24141735410005388,-0.3975266106703403,0.6356910640863195,1.0,0.6194440301024101,0.27465799870730057,0.45995818857862614,0.06814893877497177,0.4331339854568972,0.3488895873153921,0.276043231416005,0.16736928275859292,0.09402337251154903,0.6118369285492401,-0.14935237481082841,-0.44475633656398444,0.02489896192011012,0.0004539604232145361,-0.3062816736883093,-0.5059609551334218,0.43187499843147176,-0.19195199750934525,0.15516074380886388,-0.4436462451501346,-0.008872871658414447,0.5029401531189027,0.22868561143407864,0.08381609789592973,-0.09040265320909731,-0.0907793460007916,0.42784658762466465,0.018001246258064638,-0.39337031124661326,-0.4397472854058115,0.1470448846490948,0.3588385373895932,-0.16681994095507793,0.2898529834662111,0.4066887713178771,-0.011776764288044661,0.1691966983809997,0.47580622283703916,0.044265343420750954,0.683957376413708,0.354882892698873,0.1311601164371847,0.25623924968534845,0.45859850262152235,0.021289665670352648,-0.11044287520105686,0.09120006852760915,0.5698156168184704,0.0161982814112852,0.3554426152683821,0.27733631907711337,0.1608662383027113,0.10407029096882418,0.2949678799428625,0.10485508402141674,0.236234847837423,0.34736791414449586,-0.07312094030498748,0.2089217574151447,0.11999800505164049,0.10584568527484176,0.4809058025020577,0.11815886284160625,0.4794235890583911,0.09706757841581913,-0.10370242959922535,0.026597856881380166,0.5327067668822908,0.2786459641643867,0.4943288481017338,0.2665523874665004,-0.279580943825811,-0.12305913856820305,0.2482119234400142,0.17806937596575098,0.15978417901322733,0.27424542125666496,-0.08504778597103616,0.002445920037375032,0.0034398162178086813,0.04724864058448153,0.08843995870892479,-0.04290178214326546,0.16492779111653574,0.6119483295580412,0.5589044590535579,0.3439930971794526,-0.3308746493322851,-0.0479741307788118,-0.2362487696079038,-0.09959929513372229,-0.0626476146970585
Cerebellum_6_R,-0.3315455998108493,0.1524891087461723,0.16853416959596204,0.0668606571210745,0.2893990459151927,0.09210417182273731,0.2190644559280451,0.6194440301024101,1.0,0.055006974932267215,0.6736262578738669,-0.13276645200896672,0.33233608919871654,-0.1296001505340918,-0.12320943098651545,0.073513096287068,-0.07666886985195102,0.1405869847600864,-0.037479936964031915,-0.09626322033683492,-0.2275902810385412,-0.21174114537890035,-0.03872791920405314,-0.49509483221469575,0.10016557378649639,0.12109167862548922,-0.05627965161016133,-0.24333319043518403,0.4947503402682078,0.1633480427303603,0.12014718791351642,0.5117520111567486,-0.1778350724244107,0.5960094857420409,0.18855173262194005,0.29165758514377776,-7.574970905791776e-06,-0.41012568558765716,0.37575095042324974,-0.002952068491193243,0.10725213242225468,0.09247255267954316,0.8084157725625737,-0.043804148276528336,-0.26047046972782634,0.13249343242938894,-0.22155591138595776,0.3232482884855373,0.8098606382663719,-0.3341482953559137,0.01746911436511278,0.3492330309541842,-0.05760517052948081,0.318242512170162,0.4885885985584162,0.3409227657317195,0.17748583994399966,-0.05133364435592745,0.13178571662374955,0.46840680383812044,-0.24250255089736877,0.3984504771234736,0.09563025838891853,0.5710287778122656,0.3790138656616475,-0.016211749634543197,-0.33192670078981357,-0.27759825202500105,0.3248417994881108,0.10773745425063093,0.09987420544582926,0.6553537526277118,0.4015001267082753,-0.1742720513784335,-0.1790635808030326,0.1342332127939047,0.04369631547434955,0.46283426239685743,-0.05243191977940058,-0.4092139056705621,0.3916717811244717,-0.13085714101732432,0.4734144229523545,0.6561250731996792,0.36230863619996534,-0.06385207237406305,-0.18471820691271054,0.12105581728957222,0.07910477474786122,0.11655523015220766,0.03604080393644676,0.40188592961939007,0.582029359463713,0.27921802364360593,0.7093584607450211,0.08673173722702496,0.38209284735502036,0.025393954786028752,0.16541161285221118,0.3931259764679796
Frontal_Sup_Medial_L,-0.02595290146826884,-0.20007398352401282,-0.05907563408427925,-0.09232324788503599,0.08414436206584733,-0.19511043444540865,0.4793358865067131,0.27465799870730057,0.055006974932267215,1.0,0.05539018034085199,0.00021897370528320696,0.13928696160187318,0.4963762003046741,0.43331815486652636,0.0553022803456975,0.10323611517700079,0.4955620951773918,0.08839481282978011,-0.5340480250135118,0.03928988119404659,0.2834447411529562,-0.015162598087150519,-0.21323296065210723,0.07481039747791392,-0.006525281997956825,0.24986772838429155,-0.5047560032593295,-0.30832842026150453,0.4189650847424637,0.3813784907984442,-0.11604898425229815,-0.36025852919378254,-0.19332647267387276,0.7392187356201128,0.18321763223949428,-0.27548411756986374,-0.10110209170529043,-0.35557927248932397,0.24147193621613683,-0.3539322483266789,0.43356227011299797,-0.19468148385345208,0.3777720446162023,0.4401947244468128,0.1065266586110422,0.33989086980178107,0.5598939649111269,-0.26942593888584127,0.568650341097106,0.2891494325541556,0.3317413363737616,0.10591359038778529,0.14726494091563141,-0.2992431100230296,0.3486171424727237,0.12833621672763812,0.3976888281225015,-0.0025093627688053716,0.17404807502088596,0.5463100780221242,0.27042918367023633,0.3063238125272225,-0.34466137966107857,-0.0438117603852071,-0.09923362352460002,0.45492770114361264,0.32842802281956207,-0.4184827956528032,0.5090268507784809,0.16712362150393828,-0.0937213680450429,-0.18373418604224498,0.23512912106892908,0.23691746600518354,0.1128065124562303,0.8791194514850612,-0.07698945067022185,0.2843310135458288,0.25069563796327965,-0.3608509994143037,-0.05666042184543882,-0.23239932052602746,-0.1319540612768464,-0.3059637634350716,-0.10367867836917448,0.20858735008144857,-0.030043429788692837,0.041514006950821795,0.292288171411422,-0.07252910195915459,-0.1971844112530099,-0.19789061011649547,0.05837025135035656,-0.18754411756158199,-0.2832759783580231,-0.21758130124226394,-0.16473959969293878,0.08361745616033732,-0.2673127501455833
