,Pallidum_R,Vermis_4_5,Supp_Motor_Area_R,Olfactory_R,Temporal_Sup_R,Insula_L,Cerebellum_6_R,Frontal_Mid_2_R,OFCmed_R,Temporal_Pole_Mid_L,Hippocampus_L,Cerebellum_3_L,Thal_PuM_L,Paracentral_Lobule_R,ParaHippocampal_R,Vermis_9,Occipital_Inf_L,Thal_VA_L,N_Acc_R,SupraMarginal_L,Cerebellum_4_5_R,Calcarine_L,Temporal_Pole_Sup_R,OFCpost_R,Occipital_Sup_L,Red_N_R,Temporal_Sup_L,Cingulate_Post_L,Rectus_L,Precentral_R,Heschl_R,ACC_sup_L,Thal_LGN_L,Temporal_Inf_R,Thal_VL_L,OFClat_R,ACC_sub_R,SN_pc_R,Red_N_L,ACC_pre_L
Calcarine_L,-0.5081402113175689,0.09656615316678914,-0.0028647626372881093,-0.43262687724769106,-0.009914625012231148,0.0411044566013078,0.5836020814899101,0.20654542060328387,-0.4527997456053135,0.31338708129031473,-0.31771015258291657,-0.2598973902560473,0.46746978498074593,0.0467582606859507,-0.4542613816221115,0.46067633875266845,0.7063871776894272,0.08432921836849859,-0.09923036228731524,0.3559821984669693,0.05810036179102515,1.0,0.20037032327201806,0.07445266251033479,0.7536235773383729,-0.29584262888079954,0.16901473633443415,-0.19133833190990215,-0.37275274084415944,-0.1424287590157602,0.13993561013326633,-0.22943889605780124,0.018672887685204524,0.2653149286310648,-0.44520050501285074,-0.6342899821380907,-0.5619434502927753,-0.24086165065908907,-0.0926877742700135,-0.5707477917762727
Temporal_Pole_Sup_R,0.05865321116495233,0.21388026175557848,0.45629604396116236,0.40969696093905195,0.600620569166329,0.5377522385920814,0.5421706734413179,0.33780771700373957,0.08403029910495093,0.11927658448079446,0.09729021164611942,0.11506391872425795,0.3557611457805317,0.3772162664291555,0.21006266593925002,0.47685331008309634,0.24832995117529633,0.18628345467070873,-0.0401929931908262,-0.26709902626204013,0.23647148911002616,0.20037032327201806,1.0,0.24681138751045692,0.1476302902788468,0.025047093114433983,0.019852740393376898,-0.025891637799467043,0.26331676714964447,0.15964737037740542,0.04006596035184116,-0.6422984097112463,0.17908589149898022,0.53954628097813,0.2854475926538848,0.10911828996448174,0.1270441370254851,0.24725826666312767,-0.10885013041320205,0.16925086048824323
OFCpost_R,-0.03225581797433249,0.3027089284661865,-0.0654081213381361,0.2695576108374141,-0.3067056393914664,0.5187351578498827,0.12105581728957222,0.42781301063659194,0.20956491550884956,0.3918182461398106,0.18544579543603093,0.23524597947413384,-0.3465612192475516,0.26610137663387023,-0.06926116351552236,0.3845283199323709,0.44530959482344024,0.42471093511476504,-0.026536149872158413,0.3698216136791868,0.21499561565725053,0.07445266251033479,0.24681138751045692,1.0,0.14957518366158656,0.202870039562513,0.3532836457065855,0.025990524173362062,-0.039411663229641576,-0.5269128717844911,0.20559978279256633,-0.20119854714002272,0.12831976001465673,0.042945242879516315,0.26487191699401463,-0.1029149204566011,0.0919592503076425,-0.04368399526143476,0.3567033155729959,0.03461731548620906
Occipital_Sup_L,-0.5293805898590177,-0.0082773184783787,-0.11266336409685634,-0.3965753028494422,-0.23226696801567245,-0.06698247858004706,0.343497348768219,0.09833235950218043,-0.624351468847075,0.39227998080370996,-0.3054386493112296,-0.311297353279941,0.41009158056993894,-0.18713629237638726,-0.5708237936930944,0.439941266697685,0.6739607103198874,0.07508594373095756,0.22735749502343622,0.5327032565759243,0.002297371924048956,0.7536235773383729,0.1476302902788468,0.14957518366158656,1.0,-0.05373367984609066,0.16819010184549685,-0.16999330925476622,-0.5848306386832072,-0.31250807734415686,-0.16286423984931736,-0.11406946283623912,0.09395158655072215,0.3739381093308605,-0.6099608031092831,-0.7333507334400774,-0.607822910103448,-0.22314358035454948,0.27384210945282045,-0.7351487148967963
Red_N_R,0.1494878392035583,0.16745570205694443,-0.011320597877805063,-0.09338260202585037,-0.0669359740599369,0.02012037774962958,-0.13085714101732432,-0.08457263350089106,-0.13015059219251324,0.0030631275994669185,-0.1262539879623655,-0.11047236902196447,-0.048094164979942455,-0.16433810203300042,-0.13934770787354425,0.11936855302042985,-0.00460236827902602,0.3162045744808143,0.5887691764246296,-0.04874089094675525,-0.05749194622229224,-0.29584262888079954,0.025047093114433983,0.202870039562513,-0.05373367984609066,1.0,-0.19885243611174333,-0.02793793192246897,-0.157793961442582,-0.09141220123699112,-0.012743446875210437,-0.2514611136293777,0.5861232098824302,0.014468106375864969,0.268140815872181,0.12519070561595028,0.39473113460807874,-0.059118099356559636,0.632573318714737,-0.11489711731404076
Temporal_Sup_L,-0.23232109473836837,0.4308123981847203,-0.2605956784697832,0.11368051852982251,-0.4273788356257687,0.12032298643175961,0.09210417182273731,0.40266355157809425,0.12781470275303392,0.39773354264190175,0.5722735420772458,0.4322416996385113,-0.28434478349453257,0.3169332756915625,0.04705203494487743,0.20873004422576028,0.25861393445272424,0.4042747158962436,-0.34691783904588563,0.6711757358602043,0.13390939736919744,0.16901473633443415,0.019852740393376898,0.3532836457065855,0.16819010184549685,-0.19885243611174333,1.0,0.1993016518071758,0.08767044810430791,-0.5956848883927951,0.056158660974443525,0.18268876128001904,-0.11498705375618634,-0.1176537083905705,0.061397210173636765,-0.18593059829466388,0.12036381494582632,0.024661458129106393,0.11132892269498888,-0.05981635811023382
Cingulate_Post_L,0.2447219441154182,0.18841912966920613,-0.011710456827310816,0.13011494463330164,0.06505551551864329,-0.0604777831281147,-0.043804148276528336,-0.14106283420083182,0.04054750781669316,-0.24080078191972326,0.41790934488986614,0.16436146564258827,0.134227205290977,0.2740632866321774,0.2718303645631877,-0.18905320884622703,-0.28996177890306624,0.001984204443461487,0.04878117124943063,-0.003403357754918797,0.1697769936950578,-0.19133833190990215,-0.025891637799467043,0.025990524173362062,-0.16999330925476622,-0.02793793192246897,0.1993016518071758,1.0,0.15894086664848175,0.13482465132088012,0.009907425445408628,0.3649324846129952,-0.018927156225931833,-0.14734005315472024,0.03150413899848851,0.2656573927045376,0.17531096369412427,0.1974250520500937,-0.08439356885083862,0.2585916497744384
Rectus_L,0.6233512117836599,0.15198817161323688,0.35663671602715447,0.5143632227622477,0.49453254887597414,0.43291943852177034,-0.05937937539089196,0.44151670993699177,0.7489159450339723,-0.3431787609166406,0.620812091518603,0.5657209439805778,-0.13360225998729794,0.5164714484339227,0.8559424218115226,-0.3407978708157899,-0.4434938135453382,0.18851755579136023,-0.5312091806342385,-0.4415953989006607,0.31652238754963796,-0.37275274084415944,0.26331676714964447,-0.039411663229641576,-0.5848306386832072,-0.157793961442582,0.08767044810430791,0.15894086664848175,1.0,0.4206780899575812,0.2598194990747891,-0.03867166763541539,-0.08713624632385672,-0.27366017797317616,0.6270867458086941,0.7486261024804101,0.602791204120273,0.4231938560318909,-0.5262761750277168,0.7960130050874643
Precentral_R,0.4517049851346754,-0.1243643609521941,0.6106269808205032,0.1418309262718398,0.760981937492728,0.016879085200346196,0.010005475171573746,-0.051701591059579236,0.16784624633758222,-0.5019697223730653,0.011247100922596662,-0.027418853622341838,0.4298474570926393,0.2028211781392712,0.5198601143703977,-0.40952294933295,-0.48176567538617304,-0.31113345207578935,0.04247588253548207,-0.7461255363813417,0.17230314453019402,-0.1424287590157602,0.15964737037740542,-0.5269128717844911,-0.31250807734415686,-0.09141220123699112,-0.5956848883927951,0.13482465132088012,0.4206780899575812,1.0,0.06766912331908548,-0.0264402228744068,0.033149672318664815,0.08010537076269902,0.14583456992260574,0.5135969104155774,0.11584945309221677,0.19514748662803028,-0.5057499332486857,0.4238969711551849
Heschl_R,0.3884569314530738,0.2718052864669242,0.2184515584812467,0.1566683727297306,0.21598624014942552,0.5084251403191276,0.09987420544582926,0.2853532576629296,0.3632171801629873,-0.2760520472091868,0.20295475451058398,0.37020515504633134,-0.12058867184457218,0.3992040849108462,0.21512463512777932,0.024442181767786984,0.19473610494023286,0.36982382538304326,-0.14102492343841433,0.014246934125276105,0.1813706203937232,0.13993561013326633,0.04006596035184116,0.20559978279256633,-0.16286423984931736,-0.012743446875210437,0.056158660974443525,0.009907425445408628,0.2598194990747891,0.06766912331908548,1.0,-0.06911746649098278,0.04277002614105487,-0.2636172176100822,0.4279103406247154,0.2159662522713403,0.09870830116035882,0.1549917565185351,-0.057610673983706624,0.21853770022577443
ACC_sup_L,0.10221212135223999,-0.05009227129521714,-0.39035838549118995,-0.15858740169554889,-0.40929362471636865,-0.42538884555315065,-0.49509483221469575,-0.15502721818298776,0.036584387464435375,-0.059127526906824206,0.27352873446591247,0.23547621161978144,-0.28323587118969207,-0.07878880865808346,0.11325127271057117,-0.5322175266595529,-0.3277443878707125,-0.18678928646865378,-0.056825377236572876,0.24929077471053637,0.06828156913085702,-0.22943889605780124,-0.6422984097112463,-0.20119854714002272,-0.11406946283623912,-0.2514611136293777,0.18268876128001904,0.3649324846129952,-0.03867166763541539,-0.0264402228744068,-0.06911746649098278,1.0,-0.1514999871171191,-0.4087119775688808,-0.21656487282517026,0.009909869370977875,-0.10407141764641292,-0.09959889906451647,-0.05958863525282334,0.04599527524665684
Thal_LGN_L,0.04230203054140404,0.23928986440829628,-0.056358500835455225,-0.2868974438500248,0.07014102964664759,-0.007598615268667007,0.16853416959596204,0.06609808433276747,-0.17796517328519257,0.15618704293555713,-0.07860874216361749,-0.06538398907741272,0.16780030777809524,0.0827451730968858,-0.1095342753628486,0.13979134996737183,0.1369822892353686,0.32665362272413384,0.2644468428955677,-0.04603092948745105,0.07367026566613921,0.018672887685204524,0.17908589149898022,0.12831976001465673,0.09395158655072215,0.5861232098824302,-0.11498705375618634,-0.018927156225931833,-0.08713624632385672,0.033149672318664815,0.04277002614105487,-0.1514999871171191,1.0,0.06531185170808418,0.28504601784373995,-0.021179146772816636,0.262536774473891,-0.26667951197138245,0.21625095789774534,-0.1474122136504746
