,Thal_LP_R,Thal_PuL_L,Thal_IL_L,Caudate_L,Frontal_Inf_Tri_R,Frontal_Sup_2_R,Frontal_Med_Orb_L,OFCmed_L,Frontal_Inf_Orb_2_R,Precentral_R,Rolandic_Oper_R,Frontal_Mid_2_L,Frontal_Sup_2_L,Olfactory_L,Occipital_Mid_R,VTA_R,Temporal_Pole_Mid_R,Cerebellum_8_R,Cerebellum_7b_L,Cerebellum_6_R,OFCant_R,Occipital_Mid_L,Temporal_Pole_Mid_L,Heschl_L,ACC_sup_R,Vermis_9,Cerebellum_6_L,N_Acc_L,Cerebellum_Crus2_R,Vermis_1_2,ACC_pre_R,Thal_IL_R,Thal_LGN_L,Thal_PuM_L,Precuneus_R,Thal_VPL_R,N_Acc_R,SN_pc_R,Hippocampus_L,Cerebellum_8_L,Putamen_R,Cerebellum_10_L,Cerebellum_3_L,SN_pr_L,OFCpost_L,Frontal_Inf_Orb_2_L,OFCpost_R,Amygdala_R,Calcarine_R,Vermis_3,Precentral_L,Pallidum_L,Red_N_L,Red_N_R,SN_pr_R,Occipital_Sup_L,Cingulate_Mid_L,ParaHippocampal_R,Temporal_Mid_L,Cerebellum_10_R,Thal_PuA_L,Thal_MDm_L,ParaHippocampal_L,Thal_MGN_L,OFClat_R,Temporal_Mid_R,Insula_L,Olfactory_R,Cerebellum_4_5_L,Pallidum_R,Cingulate_Mid_R,ACC_pre_L,Occipital_Inf_R,Heschl_R,Cingulate_Post_R,Insula_R,Cerebellum_3_R,Thal_PuM_R,SupraMarginal_L,Cerebellum_9_L,OFClat_L,Frontal_Inf_Oper_L,LC_R,Fusiform_L,Vermis_6,Thal_PuL_R,Cingulate_Post_L,Thal_VL_R,Postcentral_R,Frontal_Sup_Medial_R,Raphe_D,Thal_PuI_L,Thal_PuI_R,LC_L,Parietal_Inf_L,Thal_MDl_R,Temporal_Inf_R,Vermis_7,Cuneus_L,Putamen_L,Frontal_Inf_Tri_L,Temporal_Sup_R,Caudate_R,Amygdala_L,Thal_MDl_L,Rectus_R,Fusiform_R,Thal_Re_L,Cerebellum_Crus1_R,Parietal_Sup_R,Hippocampus_R,Thal_LGN_R,Cerebellum_Crus1_L,Temporal_Inf_L,Thal_PuA_R
Thal_LP_R,1.0,0.1895536947324743,-0.19797662530816978,0.02263029784881321,-0.21966811552161108,0.038483258287654656,-0.20830115524124695,-0.14573223671000246,-0.19885475612183753,-0.26735636446806693,-0.3666611745540042,0.17415399950153537,0.08717583559615423,-0.2480775453481188,0.1548987678003836,-0.1382468246991591,-0.08377908481696074,0.3169362406012426,0.4724228294797159,0.318242512170162,0.07464885666801066,0.3976192621223934,0.16159194432792484,-0.12902839653237164,-0.3972031852506166,0.24649771946688226,0.2609436136556263,-0.1785238542746117,-0.16612572682051238,-0.17749752261396184,0.03611572196451727,0.27235297855503937,0.12477707751861433,0.17611610266839428,0.24052265717213084,-0.05629432577085496,-0.19517942588167345,-0.29995691671512403,-0.07957082804143814,0.35792679367007224,-0.07708302327594811,0.3497484662670778,-0.025708223468939875,-0.030781212388178762,0.20078657081658804,0.395573547917367,0.11834687158414714,-0.2607258837337135,0.23112137365389118,0.008983721785119515,0.02138402070532809,-0.10741325565323319,-0.0291373054993766,-0.017566071403568653,-0.3254979354485756,0.3568342911549569,0.3371500713888614,-0.23240613909683933,0.382663980210805,0.08535927598476047,0.19521558960107396,0.5124524987170542,-0.20027921284236838,0.10912543305061292,-0.20577044771376912,0.07347446053114229,0.06292594672923622,-0.33120752108570994,0.17209132186693302,-0.2816264882783121,-0.045461353147088726,-0.19197102576986133,0.09231195485816837,0.20195406223637075,-0.19954843886224682,0.15574757872038178,-0.26145844552298536,0.5159260334988478,0.2664631592253277,0.2968838029003476,0.24730902579739394,0.20944324563796218,0.04711588660008314,0.24658175720053918,0.06653577678765787,0.48609090190002896,-0.0788208952472334,-0.10319744608190991,-0.15886035251608438,0.09535587503359237,0.07334229578057735,0.19148970718034478,0.011517563330903273,0.11665319668171169,0.4139092713857436,0.3612833632006504,-0.21080363297825638,-0.17680221065083238,0.26436737421274165,-0.009790343974373495,0.15364131518691387,-0.11800935132683403,-0.2753211788740784,0.09849108068680039,0.28289565353706086,-0.061910638510144646,-0.11044287520105686,0.28666410992930946,0.16757982995893742,0.12104472900685845,-0.22738566256989476,0.14265243561242893,0.27982071539656733,0.2685715178848718,0.5580202804421595
Thal_PuL_L,0.1895536947324743,1.0,-0.1771121284630504,-0.5669391243832076,-0.3478579360914431,-0.10176817644337563,-0.4256131098269803,-0.3238311917532845,-0.6931111193823247,0.20517959267792324,-0.003215062217090698,-0.4062407904414084,-0.059690297010595826,0.056768527311929384,0.8434324172947366,0.3099551347941557,-0.07746963967004579,0.5076816285297762,0.3602528075194685,0.3972092021197991,-0.6542861398270794,0.41010031771225325,0.05147850286341882,-0.4835914246977684,-0.38299780175013554,0.2815221942397439,0.4064777499864141,-0.05767805240923669,0.3641982736650336,-0.456429217473056,-0.5187446176283957,-0.08307155120048403,0.02320500522660027,0.6557077970306449,0.29074649890408893,-0.6751378769411194,0.2844932252259005,-0.11004817204526826,-0.6251220847265777,0.3123956538309031,-0.2534965896719835,0.40327048120319586,-0.5276553317853194,-0.07502388021986003,0.4289245609019788,0.13657747966919842,-0.2607956184339575,-0.20950350569100912,0.5857721152712415,0.6749773729481177,-0.2929815061349449,-0.4862451559018981,-0.014196864844098402,-0.09444399375670234,-0.06315594401873334,0.6627308690072242,-0.4396293472617506,-0.4605723054531813,0.027855860877196503,0.2098382562050444,0.6323527119576448,0.23345572320516483,-0.6069639482662015,-0.17575803138014887,-0.49766669340857245,0.752097151228952,-0.042759620489421085,-0.370912280286066,0.1708978476658576,-0.35334960500950524,-0.007084717870556212,-0.5625169142868472,0.20453795518804851,-0.05651485784687828,-0.07583649599982373,-0.06176907669947821,0.2516555786256675,0.3809312871268366,-0.01586466394737242,0.4467439678320106,-0.5368628460333809,-0.05345663383081265,-0.46570979048354116,-0.0527376142093997,0.05344699194356182,0.29541798618821,-0.22218247178325867,-0.36057443072014916,0.3978837268970586,-0.19763549297816332,-0.03227773072162411,0.37201334734855895,-0.20339546048734158,-0.2748800455090064,0.18068004532595253,-0.1780668671290377,0.45278265126283634,0.046863666958738816,0.6205625570229466,0.11517494051839562,-0.35828421332051213,0.21599479356663323,-0.20276626453288712,-0.5345920626042383,-0.4997792594785549,-0.6111044381707543,0.3464754509552259,-0.21624354684371674,0.4527916852009037,0.5883489980274402,-0.4856378736529498,-0.047272503486458395,0.3951697677774482,-0.1931309501255337,0.4105662757922024
Thal_IL_L,-0.19797662530816978,-0.1771121284630504,1.0,-0.010025404936162845,0.2107644642906388,0.23348559215239947,0.3624439716202624,0.30221695948167354,0.2120620289199792,-0.08977073166086444,0.25206484360082754,-0.008970715764690046,0.1035333542696587,-0.00039647328869381657,0.027699752440489587,-0.13558387659401547,0.29570190882795966,-0.07862967125495438,-0.09731657471268818,0.0007269873483171426,0.02353456367566618,0.1505803966981889,0.11895151344313674,0.14503310172233513,0.04598282226409379,0.22043038167925016,0.17812400581609558,0.38088276461849774,0.020260965745571666,0.22689711725831938,-0.03755148775670479,0.1593195086127854,0.2909218522872474,0.06761968110970613,0.13753552499080374,0.3412100004974355,0.3455958606771769,0.26032212764079776,0.33053162315950835,-0.10216005068628013,0.12387116240228287,0.009384730134958665,0.20130855939908446,-0.25180989559024747,0.21481449340393782,0.25196113882644705,0.22373562325338028,0.5535071856605941,0.15363877990249702,0.12564465900858687,-0.15558323748891242,0.2952273439699597,0.4175326696010513,0.429118777987511,0.15726750787932764,0.1683936763200798,0.3690726500719042,0.13872921519235548,0.13520043581905775,0.0013203963895415296,0.20962062724671163,0.0628302859006382,0.09660915838016912,0.5248418575147784,0.022850830728273656,-0.000680220661870701,0.1288323161733486,0.3015320494035964,0.3670446627159161,0.10666196539026505,0.14918689878548275,-0.0294741297412926,0.20256215129864788,-0.2316185589951949,-0.013299598471328259,0.4820218971167169,0.4550158327559575,0.10234017387836838,0.058860662661258153,0.04680341117728611,0.15711413142591968,0.2865662806919633,0.13758111771366954,0.378868922630508,0.5457517849661409,-0.2766316176650889,0.14789413167928084,0.43982968243597664,-0.11920588073364397,0.10594754185243614,0.5529414421287697,-0.002260566447538846,0.528955283141925,0.0716932855513849,-0.02781803148448493,0.3863692467177051,0.3183293462366902,0.243622890398022,0.15011409729459455,-0.27989751366702176,0.14700974903717937,0.058474432749201964,0.2597897500714815,0.19379859312208284,0.20388537214951494,0.04101261627740235,0.2774495055428556,-0.43892836125240475,-0.12501023918848028,-0.15511716189043234,0.4707700672801604,0.3283115534564823,-0.00867587066555802,0.25931457310447614,0.04027319510334415
Caudate_L,0.02263029784881321,-0.5669391243832076,-0.010025404936162845,1.0,0.3014249095795474,0.2945756399704727,0.240514070670622,0.34237833289137254,0.5583905614811545,-0.10484248886763634,-0.0688073460825979,0.5824093678973928,0.2305466617715994,-0.04423992543732248,-0.6196215400591233,-0.18634654040935994,0.061263752348546974,-0.42396087245152875,-0.3406842375836648,-0.4092139056705621,0.45785741176148537,-0.13642943987951078,-0.4191052608137156,0.14075555505002288,0.07077912383697513,-0.3233710461448364,-0.33671172239941444,0.2808791774105715,-0.31386906662861386,0.21137825004805125,0.4220538595858178,0.36904970268779863,0.04766946633238995,-0.4866966669668761,0.2551388494987282,0.5542164251577194,-0.1514187716345721,0.17285894642241098,0.5064380043349408,-0.17392237738500885,0.6399642897615766,-0.28427124011058724,0.5171428203273525,0.012996792926884508,-0.21813940754675726,-0.05149088515839756,0.2762838489524935,-0.14684498336771806,-0.3156559863107102,-0.27594511718778053,0.2080364341129422,0.42923572153785317,0.08088896155345503,0.12950575315981266,-0.11480541012520076,-0.4075040291952552,0.4147727341387916,0.3089707181624533,0.03411410769483334,-0.08242210042807943,-0.6167905138816604,-0.03800876872098784,0.5506530512649092,0.017421211335811995,0.444323923469505,-0.4518328423954169,0.22415955479304264,0.21165906129799095,0.07089297461579948,0.6298461163480359,0.08635168669947257,0.4926997467051507,-0.5545126588856855,0.5609920808707467,0.19665936379342278,-0.051981799008643345,-0.0216169786851433,-0.04920185016529778,0.01174746377136314,-0.3142479743448483,0.5490076343769662,-0.16899607405007808,0.42328010816401335,0.21842191960338522,-0.046130411515133286,-0.015202145934174476,0.21171653447291414,0.0904884476348752,-0.10903440224698209,0.3797183123700906,0.0622420675977233,-0.3033226579884353,0.18070813844884076,0.20683988778825593,0.05253530004213869,0.29748536045100515,-0.6983783966847388,-0.09821693936423953,-0.389919250829546,0.18274325494012714,0.2631539284287189,-0.0751571755027909,0.20088231384638683,0.49869779486144034,0.2607513911595083,0.45021488664137876,-0.279580943825811,0.22071076214306284,-0.1874260116053856,-0.08836554208406906,0.1182421177497056,0.3068069951297004,-0.4141667515008736,0.051415294183452,-0.23401499070144283
Frontal_Inf_Tri_R,-0.21966811552161108,-0.3478579360914431,0.2107644642906388,0.3014249095795474,1.0,0.6600640749619654,0.5958366996340674,0.6965795169912586,0.7165394715071631,0.5458667704404625,0.7073234961205346,-0.08986767301570309,0.5369671934032592,0.011091367091036414,-0.3277309383884073,0.025047946608739692,0.643639546217958,-0.3122948265019713,-0.3016792971472228,-0.05133364435592745,-0.03255538982619955,-0.4424845200273506,-0.26595263321954027,0.36882227703805726,0.37521021497090723,-0.32637920779348467,-0.316142964955509,-0.14320133181350164,-0.04955866874639769,0.5370973548569505,0.5733465951694853,0.1622100719532008,0.09686537791497819,-0.038234548075281934,0.17886743839574828,0.40615228497035455,-0.1918458317137241,0.2690094014928928,0.48363309840372387,-0.47154181018460334,0.336954046393771,-0.4374217616592259,0.5046576241350983,0.1403092983437616,0.1427569509527839,-0.31466857751573746,-0.04858554302257881,0.5064405092670005,-0.16694377674748984,-0.2247143243558276,-0.21408931323702604,0.2711345334159031,-0.368390907665819,-0.030922178281952123,0.10942473174969132,-0.46937369561038716,0.21035290184302577,0.742406924141353,-0.395453576205179,-0.003286480000483605,-0.010852481743831775,-0.16967842242242737,0.584245799567739,0.09441561353833496,0.6702055705211224,0.07897528023950001,0.3503724600810401,0.5244169526614854,-0.008677856538370712,0.6241896642858901,0.7388530136736915,0.7216559725448738,-0.18604376358234703,0.15724033501027773,0.21189425158203162,0.11018789296987357,0.18002497218005453,-0.46830481447082206,-0.5790259896262391,-0.39051590363591526,-0.05206941387267964,-0.49498732353639435,0.4591171225128462,-0.10923029536670642,-0.1867108385672874,-0.5120957057538048,-0.016310678827982324,0.6194896056034698,0.38505309134760685,0.10029214971300925,0.11617211302115893,0.0201088994772283,0.33435502736098743,0.32931295391442966,-0.5171897262456627,0.20101660534818847,-0.05502723197820665,-0.15000979279204543,-0.41124333020026216,0.06776023045506369,-0.2035250748059145,0.6525160250763109,0.7912066216581581,0.17879335032878838,0.2674605549490796,0.5117880734867816,0.3554426152683821,0.07759937680028392,-0.20150122735153517,-0.02651448489437736,0.722100087000492,0.19693855668467744,-0.29229143088330045,-0.22700348026341688,-0.5162430129787435
Frontal_Sup_2_R,0.038483258287654656,-0.10176817644337563,0.23348559215239947,0.2945756399704727,0.6600640749619654,1.0,0.4611786937068217,0.7051580433368584,0.4617066968514297,0.404452230158822,0.4278584769850831,-0.06752627949327578,0.7878747768307729,0.14085720910873883,-0.10020303383611429,0.10488222561170726,0.7377765225017405,-0.07600167721470336,-0.10814742744601581,0.18855173262194005,-0.19693555474346053,-0.10547122749131563,-0.31188285894301926,0.09642106171055248,0.05771140780098633,-0.0021273905221656703,0.0021595544118812406,0.009785147678865133,0.0481888997270361,0.3331695535389531,0.5628785870336681,0.3054134275226273,0.058449841370436344,0.1588269944225452,0.42076880968540076,0.3545818609298983,-0.18722765879185996,0.37434366494372107,0.4143375135389667,-0.2696289867498736,0.2647112000947209,-0.20186744741974952,0.3839771558049399,0.1232644096179407,0.4931588323622829,0.04156348809077257,0.14684171156489512,0.4531641610237603,0.10785731506316815,0.04373605054767819,-0.34947368029993753,0.09542575990859713,-0.24560020989244014,-0.01587845281648048,0.09038435073839157,-0.15370587528550747,0.26254118709727403,0.5536635199443342,-0.1321637960680713,0.3423300329417685,0.1613298856227039,-0.00018795598158688806,0.4031253792399222,0.06828844189737153,0.5180431852537187,0.2117141180293772,0.5589882898678977,0.4979845603690352,0.23844281147967086,0.4889864388223525,0.6408533500570964,0.5790180840525243,-0.26099430984424793,0.26518029525826486,0.2843274380171226,0.20352445308841108,0.24203043936105556,-0.11781327762886096,-0.38512154330640325,-0.12044561666037103,0.13126926655162102,-0.38391395449431026,0.31825791114205604,0.17211344189210806,0.017386905616650485,-0.2830251146894193,0.2060854403082055,0.4946598077131394,0.3170937681584326,0.3576516085461822,0.34027770005255553,0.060496332231477545,0.36262492557185416,0.34221458421547657,-0.2734346011835622,0.405010590200185,0.017428859256110138,0.011984678695618289,-0.09745184733659848,0.08110380723300942,-0.24105182190603383,0.6153611616203262,0.6857612553718254,0.20013894878710878,0.10265680153368176,0.4201611438239357,0.42784658762466465,-0.10720124059446401,-0.041456549842492,0.10655277045718817,0.4907387406928855,0.4491461128555073,-0.06257766481964981,-0.04695185214207489,-0.192066727235425
Frontal_Med_Orb_L,-0.20830115524124695,-0.4256131098269803,0.3624439716202624,0.240514070670622,0.5958366996340674,0.4611786937068217,1.0,0.7334936346873396,0.5658351428369964,0.2993299805431998,0.233085647321151,-0.007825490038173953,0.48559259583488684,0.11036758969986515,-0.3940556933486832,-0.224968585309571,0.5039084289898269,-0.17299057362217746,-0.42659385988624454,-0.19433399771670143,0.16284088931747862,-0.4510098062032754,-0.3755381667492422,0.16462299021016327,0.3394641553719119,-0.2440140420981241,-0.38411522777043944,0.3143861633908705,0.02022699426086743,0.32465331632663663,0.5263934177281855,0.16385299498842254,-0.14688041409171076,-0.018029902623144467,0.02772132216560902,0.5293806954668587,0.08445533946707384,0.239409734037935,0.4529378218150163,-0.49364019513679064,-0.022379703046827064,-0.4248015484589531,0.30681579671007353,-0.054578790473622144,0.04818974448595387,-0.2752347198789978,0.01673587002742823,0.4225618597621693,-0.3182137388547887,-0.30914173060269945,-0.40462161168238936,0.2472526752037004,-0.10250471935950436,0.03481220576954614,0.12096189750318252,-0.3958343921957445,0.06218662943431753,0.5797588164837486,-0.4105321316712883,0.024564623689066548,-0.022999431661492854,-0.23449896595916567,0.5020966509868591,0.12600547120086408,0.633444248769617,-0.15709028696808797,0.14516778222717736,0.6136675481541777,-0.10862151425287099,0.47589745219650176,0.42474911583147285,0.6110053020697055,-0.3428508946856342,-0.0665276411736061,0.19178712132971257,0.0733191077446661,0.04906682013779145,-0.41206763444367234,-0.46702773866490843,-0.37715950140704546,0.2761708210695527,-0.20024437830955438,0.3077670438714952,-0.12469320661394048,-0.05506097563798681,-0.4251940504621491,0.21821301345407895,0.5927545944800711,0.21724933819087577,0.19360206709798508,0.18909166240360276,-0.0861206587772597,0.2508852591721351,0.280384763719847,-0.46258259129511775,0.2126053427303593,-0.0735217951468688,-0.15898272214768847,-0.38357960018009013,-0.2931311061078822,-0.0699888187511788,0.4076920938330313,0.6861030285833836,0.16665750869052934,0.15946672349301316,0.3348943958399312,0.1563068427441693,-0.1706348951264,-0.45344213275766154,-0.10029166420105774,0.5831218865247623,0.3930319069185364,-0.4690397990744722,-0.21575817504390238,-0.5049354009283081
OFCmed_L,-0.14573223671000246,-0.3238311917532845,0.30221695948167354,0.34237833289137254,0.6965795169912586,0.7051580433368584,0.7334936346873396,1.0,0.6842386579741669,0.3507411779313047,0.3671952049620407,-0.18343147626717618,0.67357573952443,0.03071956634812659,-0.37212169487826674,-0.09380849823961428,0.7624325214223776,-0.21408144759486408,-0.3624401794593294,-0.07517657799085709,-0.030776141277516513,-0.4163267354668447,-0.4550549624814784,0.14857642154641115,0.20430465786627203,-0.13801291432199994,-0.28122315727489056,0.20171943009771778,0.10859937455575702,0.36642674153397387,0.5978405151309645,0.3109739418705507,-0.03251751060015878,-0.025904992804400707,0.11358920057779442,0.5830269995459959,-0.022959920108218526,0.3883237774982924,0.3839859784729922,-0.4791879599712237,0.23822149068333864,-0.38255929798789934,0.3574316267938941,-0.11292097527391103,0.3236268246913321,-0.07157149152724517,0.111613616698131,0.5284599882296708,-0.19668171607614837,-0.2512700100548113,-0.4761004267630669,0.24294882423789385,-0.13449320557394628,0.18212082407924712,-0.02830665387832631,-0.4753062421069094,0.05503499679592458,0.6544377595694126,-0.38988071252316614,0.23862801905529202,0.007686963209810126,-0.09377261804652415,0.4938400064039858,-0.03328328914798327,0.7534540890884172,0.050894009383540995,0.49221844196249814,0.6942298080977245,-0.10982363897348475,0.631596327935814,0.6227620957216284,0.738528698913217,-0.4080309085252087,0.24814832536991374,0.17604643548812646,0.06116626609326028,0.07503863694579695,-0.354392626924674,-0.5825243122925365,-0.3098314330936003,0.18259285650997886,-0.5040509730525091,0.3832977226774429,-0.050151738001351545,-0.003256821059063903,-0.4745826264005154,0.08923910054722244,0.6970687516300912,0.2550828998759362,0.12268906064269071,0.22304398927498473,-0.09633797996848932,0.3711385359489976,0.4410980384014441,-0.543048941645739,0.3665512592309013,-0.05910575242228059,-0.10815326434016814,-0.37664819323594245,0.04129829374175924,-0.3466253917887082,0.6083734664507285,0.8412275696790619,0.2076228039104958,0.28054389549024533,0.5559277942654377,0.37615592710935086,-0.1639956721057234,-0.15220753594317976,-0.11078878639498575,0.6375709428273374,0.48889472977886766,-0.33810624701796793,-0.251519262143479,-0.41628291163403514
Frontal_Inf_Orb_2_R,-0.19885475612183753,-0.6931111193823247,0.2120620289199792,0.5583905614811545,0.7165394715071631,0.4617066968514297,0.5658351428369964,0.6842386579741669,1.0,0.26381233592663356,0.3204211388992294,0.12218835594259989,0.41235325922403027,-0.18962664845960805,-0.6296106262063893,-0.23617539627581943,0.4147189293151238,-0.4146221843419153,-0.3818245276490322,-0.27759825202500105,0.44630642402644044,-0.5698690568300064,-0.2911338403757844,0.43483637161343547,0.3229865879920997,-0.3859418870206265,-0.44674862825611145,0.06541020675949721,-0.222034988733818,0.4524971037741335,0.7029590373696011,0.23371379926712638,0.1709971628634298,-0.3351361086913552,-0.061701012250321936,0.6535267589558227,-0.20184323955847908,0.24287855411801332,0.536528211687404,-0.42138136701873374,0.44546895973895834,-0.4497622666107735,0.4934987893294845,-0.08032498357049579,-0.04616487578597507,-0.06638201130691439,0.1676843863539628,0.34095525455806397,-0.47798271737382914,-0.4687042323613471,-0.06314974784695318,0.5217072584372363,-0.18413971576939403,0.2412097894303716,-0.07208516242307186,-0.7004647366187967,0.2671409557836695,0.7113709732830904,-0.35417032283305466,-0.029302237140632795,-0.29540854557226826,-0.06911005866291298,0.6147447133386466,0.02931861560993366,0.8277343036999516,-0.25230304872822773,0.2843333934557949,0.48767505775737185,-0.14373678413693525,0.6656501091272986,0.47941642553510183,0.8101529512507072,-0.3366887635712203,0.21758646568074375,0.23972005709346134,-0.026481292385674017,-0.0047247145469840116,-0.5096986050686029,-0.45028291989320096,-0.430671112920692,0.38962492930043274,-0.37879311459740517,0.5052507283687471,-0.11280112029040658,-0.2042647942763235,-0.5668061630301139,0.14213630152452636,0.6502072497385263,0.09920218531092785,0.22648685045386036,0.04615404992481547,-0.2191252321025156,0.2318396275639335,0.40097992512126607,-0.46968345843329007,0.3834953535617741,-0.37004374091422504,-0.23289122286578906,-0.6530936439370469,0.11399237092303527,-0.017998613198064145,0.3136919845324951,0.6539154423307392,0.3700403592192419,0.4955063673006876,0.7103464977722337,0.11999800505164049,0.08426057390311831,-0.2237311588845426,-0.3054250342299352,0.652559731137063,0.12272584642191876,-0.4519877620753654,-0.17586555097535927,-0.5893233427060438
Precentral_R,-0.26735636446806693,0.20517959267792324,-0.08977073166086444,-0.10484248886763634,0.5458667704404625,0.404452230158822,0.2993299805431998,0.3507411779313047,0.26381233592663356,1.0,0.5225445636218519,-0.25712630335919373,0.443063553215333,-0.023460869577010737,0.12057013949309443,0.18000524345887242,0.25531582210205817,-0.019556847873486022,-0.2838802098401862,0.010005475171573746,-0.2561227453758039,-0.5175123778069127,-0.5019697223730653,-0.04026976549895963,0.3278203644033369,-0.40952294933295,-0.3496775838772695,-0.08512823204026043,0.2796836003404651,0.13688610252761416,0.318466040406026,0.0462199732184615,0.033149672318664815,0.4298474570926393,0.09302528848982776,-0.07469035442768175,0.04247588253548207,0.19514748662803028,0.011247100922596662,-0.48945013917363556,0.0027504734395588652,-0.41116965733961036,-0.027418853622341838,0.0014978525921316766,0.103574003322655,-0.48833650719700533,-0.5269128717844911,0.1460681163446587,-0.06273792859462361,0.007250387109293258,-0.3945451856978991,0.07009530946770749,-0.5057499332486857,-0.09141220123699112,-0.05034316804706504,-0.31250807734415686,-0.4008526155228345,0.5198601143703977,-0.7298895030237028,0.1646292090555738,0.2969037926551782,-0.04215713849740753,0.24594639311644495,-0.1280846947336182,0.5135969104155774,0.4899163161586258,0.016879085200346196,0.1418309262718398,-0.27286749251344333,0.4517049851346754,0.7185175722072428,0.4238969711551849,-0.3059723773050717,0.06766912331908548,0.438217292578041,-0.4154684947460882,0.1705380853326423,-0.5145331072458991,-0.7461255363813417,-0.3157598086596135,-0.4542862930466337,-0.5906786354976827,0.12766776656034953,-0.5135268418536079,-0.47067666953457765,-0.4623116926031617,0.13482465132088012,0.32688792219127993,0.8655950890111872,0.13266722486093233,-0.2809119095048415,0.26148140541631626,-0.07681923076765586,0.12278850011026504,-0.5860080080529062,-0.05585897788432574,0.08010537076269902,-0.2436880616299782,-0.25734422796102785,0.2096574718920828,-0.5550596467799148,0.760981937492728,0.6564155388468355,-0.3176818199140081,-0.1417392624896126,0.11437420182476808,0.49578055745875194,-0.040029746498922096,0.002437342398207544,0.2861785787821884,0.3085041911472515,-0.1392217262677154,-0.2762689253349622,-0.6675576086579927,-0.6109349479260691
