,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pc_R,1.0,-0.14395244669186655,-0.04368399526143476,0.3406432755482929,0.07535575181926062,0.1549917565185351,-0.04696789379410301,-0.3277426039668464,0.07838926177362565,-0.30392832352043264
Thal_MDl_L,-0.14395244669186655,1.0,0.2374216891862838,0.021126838648804335,0.24140592845662837,0.1889316192957708,-0.29965299300829257,0.09064037413778933,-0.14271453665343412,-0.14809955826129556
OFCpost_R,-0.04368399526143476,0.2374216891862838,1.0,-0.3067056393914664,0.5055721836600577,0.20559978279256633,0.1747492152178845,0.10276289818655256,0.042945242879516315,0.11498375683952457
Temporal_Sup_R,0.3406432755482929,0.021126838648804335,-0.3067056393914664,1.0,-0.3710796730045443,0.21598624014942552,-0.10664598098175733,-0.35186523519867013,0.23454210923229799,-0.17280742461137555
OFClat_L,0.07535575181926062,0.24140592845662837,0.5055721836600577,-0.3710796730045443,1.0,0.10492258046039911,-0.2046211133038023,-0.21551261074733483,-0.516514179284462,-0.08803852354513964
Heschl_R,0.1549917565185351,0.1889316192957708,0.20559978279256633,0.21598624014942552,0.10492258046039911,1.0,0.07029307018326494,-0.485385253369962,-0.2636172176100822,-0.0552739132997326
Cuneus_L,-0.04696789379410301,-0.29965299300829257,0.1747492152178845,-0.10664598098175733,-0.2046211133038023,0.07029307018326494,1.0,0.3269477006070897,0.49428104447861926,0.46017887269437535
Occipital_Inf_R,-0.3277426039668464,0.09064037413778933,0.10276289818655256,-0.35186523519867013,-0.21551261074733483,-0.485385253369962,0.3269477006070897,1.0,0.5174245599435459,0.3705869097922002
Temporal_Inf_R,0.07838926177362565,-0.14271453665343412,0.042945242879516315,0.23454210923229799,-0.516514179284462,-0.2636172176100822,0.49428104447861926,0.5174245599435459,1.0,0.22835476297471527
Vermis_8,-0.30392832352043264,-0.14809955826129556,0.11498375683952457,-0.17280742461137555,-0.08803852354513964,-0.0552739132997326,0.46017887269437535,0.3705869097922002,0.22835476297471527,1.0
