,Thal_PuL_L,Frontal_Inf_Orb_2_L,Supp_Motor_Area_L,Frontal_Sup_Medial_R,Amygdala_L,Thal_AV_L,Cerebellum_Crus2_R,Frontal_Inf_Tri_L,Raphe_D,Supp_Motor_Area_R,ACC_sup_L,Frontal_Inf_Oper_R,Cerebellum_3_L,OFClat_L,Amygdala_R,Heschl_R,Calcarine_L,Frontal_Med_Orb_L,Temporal_Pole_Sup_L,OFCpost_L,Thal_VPL_L,Temporal_Sup_L,SupraMarginal_L,Occipital_Inf_L,Temporal_Pole_Mid_R,VTA_R,Raphe_M,Thal_IL_R,Cerebellum_4_5_R,Frontal_Inf_Oper_L,Cerebellum_4_5_L,Parietal_Sup_R,Thal_MDm_L,Angular_L,OFCmed_L,Rolandic_Oper_R,Thal_VL_R,Frontal_Mid_2_R,Cingulate_Post_R,OFCant_R,Cerebellum_Crus1_L,Lingual_R,Thal_VPL_R,Parietal_Inf_R,Frontal_Mid_2_L,Temporal_Pole_Mid_L,Frontal_Sup_2_R,Vermis_10,SN_pc_R,Postcentral_L,Cerebellum_3_R,Olfactory_R,LC_L,Frontal_Sup_Medial_L,Thal_LGN_R,OFClat_R,Vermis_7,Cerebellum_8_L,Cerebellum_Crus1_R,Cerebellum_10_R,Cerebellum_7b_L,Thal_VA_R,Cerebellum_6_L,ACC_sup_R,Occipital_Sup_R,ACC_sub_L,Precentral_L,Paracentral_Lobule_L,Hippocampus_R,Occipital_Mid_L,Frontal_Med_Orb_R,Thal_PuL_R,Thal_VL_L,ACC_pre_L,Frontal_Inf_Orb_2_R,Thal_PuM_L,Thal_PuM_R,Thal_AV_R,VTA_L,Temporal_Pole_Sup_R,Caudate_R,Frontal_Sup_2_L,Hippocampus_L,Occipital_Mid_R,OFCant_L,Thal_Re_L,Lingual_L,Paracentral_Lobule_R,Vermis_4_5,Caudate_L,Temporal_Inf_R,Fusiform_L,OFCpost_R,Thal_MDl_L,Occipital_Sup_L,Vermis_3,Calcarine_R,Occipital_Inf_R,Cingulate_Post_L,Temporal_Inf_L,Vermis_8,Angular_R,Precentral_R,Thal_MDm_R,Pallidum_R
Thal_PuL_L,1.0,0.13657747966919842,-0.2623983867411156,-0.19763549297816332,-0.5345920626042383,-0.3212210486786797,0.3641982736650336,-0.35828421332051213,-0.03227773072162411,0.15592699992104886,-0.2631730003251367,-0.07076149969349757,-0.5276553317853194,-0.5368628460333809,-0.20950350569100912,-0.05651485784687828,0.6569860858559,-0.4256131098269803,0.5032051203491346,0.4289245609019788,-0.1511785435983741,-0.4149401230763034,-0.01586466394737242,0.37289730980842545,-0.07746963967004579,0.3099551347941557,-0.4698519728717861,-0.08307155120048403,-0.06110751701883752,-0.05345663383081265,0.1708978476658576,0.5883489980274402,0.23345572320516483,0.28430108190551956,-0.3238311917532845,-0.003215062217090698,-0.36057443072014916,-0.23001372278290338,-0.07583649599982373,-0.6542861398270794,0.3951697677774482,0.6692998434376862,-0.6751378769411194,0.5248188310386022,-0.4062407904414084,0.05147850286341882,-0.10176817644337563,0.5266089618573202,-0.11004817204526826,-0.05996967010550585,0.2516555786256675,-0.370912280286066,-0.2748800455090064,0.05526309630248319,-0.047272503486458395,-0.49766669340857245,0.046863666958738816,0.3123956538309031,0.4527916852009037,0.2098382562050444,0.3602528075194685,-0.6990740453210437,0.4064777499864141,-0.38299780175013554,0.8405444562266834,-0.3261750268376996,-0.2929815061349449,-0.2725518753708984,-0.4856378736529498,0.41010031771225325,-0.35933873411397804,0.29541798618821,-0.5759033406812115,-0.5625169142868472,-0.6931111193823247,0.6557077970306449,0.3809312871268366,-0.256010315090539,0.5444486332222374,0.1732821054884608,-0.20276626453288712,-0.059690297010595826,-0.6251220847265777,0.8434324172947366,-0.5560028316989174,-0.21624354684371674,0.5617651653049364,-0.29507284358908753,-0.2651351500618462,-0.5669391243832076,0.45278265126283634,-0.0527376142093997,-0.2607956184339575,-0.4997792594785549,0.6627308690072242,0.6749773729481177,0.5857721152712415,0.20453795518804851,-0.22218247178325867,-0.1931309501255337,0.3568487413949561,0.8005811869409876,0.20517959267792324,0.2844339604695894,-0.35334960500950524
Frontal_Inf_Orb_2_L,0.13657747966919842,1.0,0.23911902880845645,-0.07958515825442773,0.18338123477645718,0.36810135011136075,0.05628280659163251,0.1697478278626898,0.35877894380252784,-0.08256743123158986,-0.49922946952051034,-0.15604474102136542,-0.18032674574748964,0.3199589793481917,0.1665975766054918,0.07244573506129524,0.3426565561994308,-0.2752347198789978,0.5410217687394353,0.5258391094247217,0.026438563663954834,0.20060855441461678,0.32091066083521347,0.5935375176871681,0.1097773037128597,-0.11456863207135484,-0.29518487364820517,0.210842046496267,-0.02754064007823275,0.29574345109927797,0.47998995634493163,-0.14515589509216115,0.4144150376304361,0.37962131941460886,-0.07157149152724517,-0.2442506062737679,0.06857929461007674,0.2721774518708877,-0.2761140309414728,0.01655943662528966,0.5199613753346471,0.5745196233491167,0.11493369114121559,-0.04895711593445447,-0.14946010138154223,0.45680367102320457,0.04156348809077257,0.6242896122220728,-0.11858469460724988,0.19961768132969787,-0.0031641972308436087,-0.13765556515399416,0.047078686043240156,-0.021532587071504707,0.23161174223196293,-0.3271407842227682,0.11886747378310714,0.6321624513158541,0.4476288501737806,0.2524234079604771,0.5131569500740191,-0.05048890021544288,0.6339534833530523,-0.62441045956763,0.15196370938155768,-0.411893086608597,-0.03054991053850983,-0.20862609755066502,-0.17794072104616804,0.5261425486751286,-0.23558703227713493,0.18864617411957663,0.05660357914968454,-0.331725737484107,-0.06638201130691439,0.06910578730853553,0.5682262312897228,-0.06012742656702971,0.1604796716385882,0.32496671292014107,-0.2106128265670588,-0.09544731366237437,-0.22781818168533596,0.17157225221298297,-0.2956162644584359,-0.2736792873136206,0.5851993649058991,0.03384065882071454,0.18303594865909512,-0.05149088515839756,0.21780234200426268,0.5089668335231669,0.6360530355141867,0.24261688764338085,0.38605590338340107,0.34864083995527706,0.3965881435020606,0.2538475321761188,-0.12063058781540124,0.4328510039588431,0.22746093065717907,0.014527260320957582,-0.48833650719700533,0.5651273133435457,-0.3204604122405861
Supp_Motor_Area_L,-0.2623983867411156,0.23911902880845645,1.0,0.2197211206147012,0.34489537991238095,0.23648772536793108,-0.18401296809138926,0.5331814136711301,0.5297909286793041,0.09886804557076663,-0.018664334333678936,0.2670906507796585,0.3920131536437032,0.4617664301093358,0.24424664601988383,-0.13984935879739474,0.1349635909535981,0.17347568915889555,0.13137231953016446,0.1476190813560806,0.20286461784764398,0.690730877235187,0.3735256954259263,0.2570963632012862,0.2668009672615114,-0.07499802380230079,0.0609387234869425,0.0334938517331575,0.2574621247159261,0.5074161532424237,0.46548869570105234,-0.1778338083090179,-0.11310449172747251,0.32773046457570726,0.08737665005565907,0.09154282290797666,0.09062564862596163,0.6304729316630602,-0.2365221152661991,0.1716541419153458,0.15237047861091757,0.1183307825456527,0.23628559401118343,-0.13898680038876884,0.3104567309337245,0.3792216605538089,0.30582526138928884,0.14129016444336265,0.08994627555538136,0.28328620462119064,0.12929641300291403,0.25246683038362605,0.0905225520816173,0.08361745616033732,0.28248038347671317,-0.11445619007417988,0.20973953226625722,0.07972388828023141,-0.35676087923920574,-0.003808370099578373,0.1631632531229987,0.29170472050130125,0.2619940354281863,0.05616924353057291,-0.2748519620232997,0.06412995787172203,0.18484867709098948,0.04173467655308007,0.33132997451197727,0.30177649494135356,-0.22314495698074813,0.14614372523008481,0.07989945445498846,0.07500001276853809,0.0794849934580348,-0.17940174922832444,0.20078446225821772,-0.06738637875742293,0.031899340541079575,0.28166354150246786,-0.06938434397510665,0.2999466251485085,0.4930086962543104,-0.08414556509829413,0.11344884041792404,-0.01898064777717049,0.11083993012058,0.42525737434970773,0.361315499647255,0.0740380926680328,0.058907835015133234,0.5283494842424242,0.37954955299562815,0.19037602406611243,0.21503229395518733,-0.02252140363467871,0.18019225657616605,0.35757764370040984,0.05926254660541224,0.6148208013446813,0.20601468356433664,-0.35981694269027403,-0.3435994752971321,0.08376086524233212,-0.10397807269433652
Frontal_Sup_Medial_R,-0.19763549297816332,-0.07958515825442773,0.2197211206147012,1.0,0.2271079641826815,-0.05603961395538847,-0.17175294204509084,0.233423282071127,0.10587946419142805,0.13183731307268967,0.4055258553095983,0.08584937542869116,0.37430428558879775,0.3670470782563581,-0.08425782841543429,0.16325174585445787,-0.12145714257226486,0.19360206709798508,-0.3079548845345137,-0.053774449113487936,0.16377668220422012,0.22845667459854999,0.06003841661594296,-0.2418947192619851,0.002033810350777057,0.010474951742005273,0.22222489665970047,0.2592179064043892,0.2035166039383191,0.14896430888153658,0.09145145628317375,0.08412904780733114,0.10629119145741657,0.0757554381353629,0.12268906064269071,0.0074867468873077315,0.11844766884787691,0.2912427588814558,0.42931639836384083,0.35083253904849554,-0.2653808819380203,-0.20613421915558794,0.2624751184308317,0.06903913592607501,0.5630491918359103,-0.33623369279986404,0.3576516085461822,-0.366497434152313,0.2417443060299139,0.009944673301206186,0.1885517510394628,0.13884768394784244,0.199717947007909,0.4790574358563925,0.12009867758240418,0.30040442784406507,-0.041582736268340435,-0.3659618808205415,-0.30762487461676635,0.014752652822320227,-0.26115977357350945,0.13018832031612476,-0.2465647814735302,0.25049283875115413,-0.052439096720012554,0.2910463695111577,0.13742268254140463,0.33866149270608265,0.2068138700927078,-0.11674090079591033,0.07589508739658908,-0.12195747604511793,0.07613292706916941,0.32711782894919555,0.22648685045386036,0.028102371819276224,-0.09649936174595802,0.28911655981126017,-0.04214062546269767,-0.1524331637031892,0.13017589568648436,0.3899452918156363,0.4993647594413122,-0.2208033683563602,0.24514836818425942,0.09925567703895201,-0.015441156089601206,0.2528942250270641,0.1525065561661654,0.3797183123700906,-0.33762092162785484,0.04888116702316787,0.029366075669507132,0.011928688107827204,-0.07698724363571216,-0.11846917152123072,-0.18310180898908032,-0.3276759943340851,0.5509892159602651,-0.05292338901344777,-0.300138649361657,-0.04633023967146158,0.13266722486093233,0.1577254257695492,0.3365457719528927
Amygdala_L,-0.5345920626042383,0.18338123477645718,0.34489537991238095,0.2271079641826815,1.0,0.4147865145273197,-0.2487990609127793,0.49536069601621335,0.319254139513396,-0.01881413091034,0.029424651001105775,0.1256342243398691,0.6144740027848249,0.4691120547812863,0.3124691647297087,0.461445684509943,-0.10395504521635289,0.16665750869052934,-0.13711667608036307,-0.08594834454971563,0.18290980525846076,0.5680935032890719,0.31317011253646093,0.1893179401283746,0.22978860097073042,-0.004931182658597656,0.3249716103240723,0.28369238056559926,0.2926140356949966,0.21940082775164998,0.22521870272274636,-0.4473100121164765,0.011468513294296117,0.11097735195779639,0.2076228039104958,0.12870233757919788,0.19397418929945934,0.42489124434967973,0.04012883472477354,0.4352864949747618,0.05360436654817052,-0.17923556008543343,0.5306715700124498,-0.41825938856621414,0.40604551892367097,0.1683079589656042,0.20013894878710878,-0.18545036138016982,0.14995269459831143,0.34798940510072573,-0.09056532928127854,0.4068127231300788,0.3936557404658193,-0.07252910195915459,0.2990421012095956,0.12887527408949373,0.1710940271694961,-0.15873610746656097,-0.17971797503908793,-0.055013979932486544,-0.13944915870856425,0.49491577706836076,0.06292396346841474,-0.00935616430876493,-0.4839914561905477,0.08817867755194447,0.38198496477804955,0.08594507078929842,0.3987777741525466,0.19869428767434072,0.1133425414151389,0.07531996972533309,0.534118294685622,0.24535786084747474,0.3700403592192419,-0.3721836379526365,0.19940751956634511,0.08089780797212025,-0.26530070606711587,0.07379204858729901,0.00041008890663143775,-0.06260533133866193,0.6589829031615179,-0.5471866472755764,0.2453500388028281,0.41950321988449535,-0.06751278536016893,0.48487919985849837,0.5058161474511049,0.49869779486144034,-0.152602946894552,0.548166346052934,0.5421171970421399,0.5124176104061525,-0.16655208214216435,-0.278383462561431,0.07920901876501338,-0.10627692290294384,0.16151186657744557,0.5510944741577948,-0.06585334083481661,-0.4974940464736743,-0.3176818199140081,-0.05562940999506241,0.22642849077096017
Thal_AV_L,-0.3212210486786797,0.36810135011136075,0.23648772536793108,-0.05603961395538847,0.4147865145273197,1.0,0.02317820696722557,0.04185409706511264,0.2750169866759348,0.14034454048244283,-0.3585100967052798,0.24622621182927032,0.24525764351058088,0.1846275291524307,0.45630542881593994,0.08591792731287096,-0.23433820743717684,0.18098986461742236,-0.06109212172741174,0.161874338241854,0.35725968822176174,0.18379044808764913,0.022952210127560137,0.022834299571301293,0.23491416967193868,-0.1980235318935678,0.16024878089292688,0.2527919625161573,0.13398495170129288,0.008701739462134062,0.08236413827098894,-0.41667246794258056,0.39362490964323854,-0.06408986660303698,0.3572646826164134,0.12729887941169762,0.5674444681721811,0.21031481837115037,-0.15029919244933018,0.11242526410465135,0.08961175362804491,0.10398686382195062,0.46220068772630246,-0.1847744463561425,-0.007079813657349939,0.2021595173487013,0.2197480881081983,0.023482038330553814,0.017252077574017356,0.021017073100641468,-0.006093906375908486,0.2559445241680135,0.36147502354694566,-0.0025093627688053716,0.1622030554169183,0.16620198270058206,-0.010599874557649366,-0.04571682671826124,0.14408455989531616,0.10842420206843717,0.020222582402642863,0.5176488758089536,0.13137570342882143,-0.14658932248886528,-0.22743156454578453,0.10123402075063777,-0.0020130441050157316,0.037255864517108744,0.45271685411755086,0.03687266317980708,0.2151291017360687,-0.17415352658008304,0.5802482478420518,0.11401525553750773,0.3702107550325712,-0.12390960523539728,0.1326522839717276,0.25901206340211186,-0.015433016887034563,0.30886473049722,0.23076737033410052,0.08993718911459277,0.20464391215233066,-0.14069316634560103,0.29607360970121854,0.011238167039769159,0.134433737650291,0.23352912805205348,0.4261001335736414,0.13553903481403523,0.1396807790301332,0.26425202709741036,0.33920608894095633,0.7380066241716308,-0.13138736083687014,-0.19447048463415492,0.027039543985254596,0.1884268992606117,-0.036089406567633556,0.25362207226623956,-0.2682152193286399,-0.22805249598035765,-0.1429936791781469,0.2977237805812392,0.13065414749342455
Cerebellum_Crus2_R,0.3641982736650336,0.05628280659163251,-0.18401296809138926,-0.17175294204509084,-0.2487990609127793,0.02317820696722557,1.0,-0.3533050562072745,0.06649973642478757,0.40181552856689257,-0.4080707576225299,0.15079940445698975,-0.2395622248226196,-0.3316833287298843,0.1831889943119437,-0.029401214463064176,0.043657112072614,0.02022699426086743,0.2225588418769216,0.3083066520256164,0.08839967305281358,-0.35700262622495316,-0.288056163164924,0.07203393605074346,0.18006272179829105,0.330892207420667,-0.2938547384887089,0.024389099159685672,-0.043613749956334165,-0.13383466306511302,-0.06311974588937545,-0.05098680913407638,-0.061934084463156173,-0.14711989512705728,0.10859937455575702,0.15889539042242817,0.12307908898924827,-0.3081372987338243,0.0010343491506355088,-0.3813606186152855,0.23509295090370394,0.20350236380429543,-0.006791064557323427,0.07069254023567892,-0.43642670788864,-0.1205740142949499,0.0481888997270361,0.23916556233938324,0.2898575471701858,-0.4570369569842602,0.008321809699079903,0.1138664491977989,0.06709478182571735,0.13928696160187318,0.14649544451041707,-0.047310694341722574,0.3203020838084715,0.018973172363077006,0.15334986879846546,0.4551491504227117,0.08565373215433046,-0.14613177942533012,0.2758903807237955,-0.021450860175753657,0.4009682883890351,-0.06340547147190205,-0.4544555071594689,0.11485791813977371,-0.025732500421068054,-0.010152265307184927,-0.009487552218528839,-0.08228925174896659,-0.12185989004410759,-0.07339119062054023,-0.222034988733818,0.36990300178120383,-0.027270906858922153,-0.26355234815268713,0.16160354492246257,0.309323991746931,0.23202847994532771,0.0959605759265735,-0.242863365426361,0.22334167177318912,-0.08425543860536219,-0.34652040312648513,0.2770545284208751,0.06973631970618718,-0.06286382768047992,-0.31386906662861386,0.43360972839366285,-0.027020525458375688,-0.15177738309064034,-0.2294071920639953,0.055978423791027895,0.24204659336362735,0.30335068026856393,-0.07934130795301679,0.031387135982147644,-0.19192516882865324,0.06613299730264623,0.4352191403463467,0.2796836003404651,-0.04683445333314383,-0.029056433221070134
Frontal_Inf_Tri_L,-0.35828421332051213,0.1697478278626898,0.5331814136711301,0.233423282071127,0.49536069601621335,0.04185409706511264,-0.3533050562072745,1.0,0.23197198226555882,-0.2204896719978082,0.3274292837161815,-0.16009333271803483,0.3437976770310442,0.5357303623568186,-0.13381475249754482,0.08431699072045752,0.14491837583203498,-0.0699888187511788,0.09140472653712729,-0.3692304631938829,-0.24597615269964476,0.7760868156924153,0.7029394300215391,0.2973120128848906,-0.2718858422054117,-0.05195277745722168,0.12590474459639492,0.019082032943101363,0.1557168372532525,0.8022514658033719,0.3705675788603087,-0.2905549209438318,-0.14721643994082176,0.4945892066099217,-0.3466253917887082,-0.15381578754940456,-0.30184926161993914,0.34252850603644097,-0.16821359517982012,0.5615127579930572,0.04459186434312376,-0.06974865940624372,0.1939888705004175,-0.4335556462800209,0.6625504962704482,0.3460564201710439,-0.24105182190603383,-0.0021634268853049877,0.04027814240022429,0.6250948701842153,-0.013498284978057034,-0.007871974075734008,0.029661196184829708,-0.40346809515104637,0.11512433784690747,-0.2982708951675035,0.2253677403561165,0.07658117408150375,-0.39140387624274325,-0.2766632196250111,-0.047937633411339144,0.14995964996030733,0.10991290744963617,-0.056676862072336416,-0.40837423014709584,-0.1545133924961401,0.6046376509910896,-0.05967317024303848,-0.029412862366602434,0.3583141926685,-0.43229700728188397,0.3851183974586401,-0.1263200181766251,-0.17981685364110286,-0.017998613198064145,-0.38603439851828275,0.3312707221510319,-0.2202954236788958,-0.2460294670646712,-0.3114730661703289,-0.5063204327933666,-0.27498741132934135,0.4462963988988462,-0.2885065663166303,-0.2081753002846227,0.21701571994162044,-0.001526739751295796,0.14154976630978786,0.3563344952314641,0.2631539284287189,-0.18297222933167107,0.565952651993229,0.3494635707303161,0.09064729269220151,0.19506984932946314,-0.07522211232900422,0.06089245395253,0.14191050218902004,0.026674317054004453,0.6695132461649411,0.11824576521216465,-0.5897667846496805,-0.5550596467799148,0.07158801485180258,-0.2236855858888807
Raphe_D,-0.03227773072162411,0.35877894380252784,0.5297909286793041,0.10587946419142805,0.319254139513396,0.2750169866759348,0.06649973642478757,0.23197198226555882,1.0,0.15276631686938094,-0.2699489003406427,0.29024756988149114,0.30439971370123275,0.24120610206181306,0.4107034985365142,0.007729157463413315,0.1423374681329969,0.18909166240360276,0.2567291901614061,0.35312971338848154,0.39703321709995937,0.36977032864136733,0.19648055618962168,0.43847008712578284,0.33888885320009104,0.13489005549232255,-0.06414058919576124,0.08166026965520967,0.33930151328136876,0.2862416137999266,0.564624195420977,-0.1805298644170056,-0.06506024692802594,0.24995321086334685,0.22304398927498473,0.1412942422677321,0.19606064716585034,0.4334486413225627,-0.1774417454565696,-0.06049856861092292,0.2987291413592988,0.32474300358504316,0.29770182217243185,-0.06524736138815769,-0.014110492274219684,0.22338429201755544,0.34027770005255553,0.32335047509214443,0.3199238121078373,0.015442274476361572,0.40348240323162726,0.42879912246528146,0.1433640171075795,0.08414436206584733,0.5300637360513694,-0.18045268105156131,0.46999323967952095,0.181621327173628,-0.021056497985007704,0.3105545792666035,0.22528113897921723,0.21451962476775013,0.4906208961649718,-0.07927806913730309,0.0072509376321412845,0.062242446260542615,-0.11211536042463383,-0.16723501894558618,0.2490049988885142,0.4015319169983677,-0.21382301914608476,0.036637712667591166,0.10411669841810563,-0.00929451113456869,0.04615404992481547,-0.020020154586850178,0.25979545567232887,-0.2518652057874305,0.2462125955183307,0.4809220361697064,0.09779422971925472,0.167182472448329,0.3016563246937052,0.013145854802025651,0.015237896143080592,-0.24722731518787058,0.3600525075615262,0.27753970847123044,0.38731825595139807,0.0622420675977233,0.32823127073926145,0.6327522280393653,0.39677236781415215,0.14955671384050107,0.25758526501060264,0.27905983711652343,0.4245572292199637,0.19872342380074123,0.07520718805856032,0.4953755539583193,0.09042746027713816,-0.01869399909269831,-0.2809119095048415,0.19907325982815202,-0.039897307576670545
Supp_Motor_Area_R,0.15592699992104886,-0.08256743123158986,0.09886804557076663,0.13183731307268967,-0.01881413091034,0.14034454048244283,0.40181552856689257,-0.2204896719978082,0.15276631686938094,1.0,-0.39035838549118995,0.6230192320948316,0.15444619898487075,-0.24636309504981097,0.37417702062843405,0.2184515584812467,-0.0028647626372881093,0.3197936303075981,-0.11519008852766319,0.3109754939635429,0.42128343089653636,-0.2605956784697832,-0.3991459432433568,-0.06721074542340714,0.45772762735484696,0.2561051777699767,0.06179309197466502,0.12807960831803658,0.2574403814908778,-0.2865642152555946,0.050358733639519294,-0.011187450152103885,-0.08611407965197714,-0.37762978334173974,0.4732079558576783,0.5310066759146712,0.336940244295834,0.26392475569335444,0.1705582981199389,-0.32085989400102016,0.04579243151601821,0.08301111401551348,0.22252279172853145,0.20873955904332556,-0.20606942050369165,-0.28852826666270354,0.6017783174058119,-0.10870742920229932,0.39719941538763937,-0.4438015729388783,0.18541341932277927,0.43586188940883047,0.3023275492377629,0.4382738868460971,0.3180244598003546,0.3072149789279146,0.15236068100699776,-0.3219658313534345,0.031017935286152293,0.4551024495621035,-0.18161736709405227,0.04089940858498366,0.07364540858861612,0.09173179040296044,0.2857870677928623,0.27829617497350584,-0.33945443548385357,0.4067519720743192,0.3290661359121259,-0.10729321231700778,0.29092656451646304,-0.18875274056304478,0.22329209587740415,0.33867636853302646,0.1745156516637446,0.2772600632519871,-0.13416186016481804,-0.04283592528497476,0.22247734399679375,0.45629604396116236,0.5533402482190001,0.5226554197526186,0.15366975477423525,0.026954703443178143,0.3122601279199143,-0.19437035930161267,0.21223770195651134,0.43022148145696054,0.16181171230383318,-0.05990539287718706,0.3267857412136817,0.037906395862290984,-0.0654081213381361,-0.05903422892904166,-0.11266336409685634,0.15833967182241462,0.26238473827924647,-0.21734147909285553,-0.011710456827310816,-0.1797461722085049,-0.19964055881398565,0.3964772620461489,0.6106269808205032,-0.10746577943712783,0.3333770554117545
