,Thal_MDm_R,Occipital_Mid_R,Postcentral_R,Cingulate_Post_L,Temporal_Pole_Mid_L,OFCmed_L,ParaHippocampal_L,Cingulate_Post_R,Rectus_R,Thal_IL_L,Cerebellum_10_L,Occipital_Sup_L,Temporal_Inf_L,Thal_LP_R,SN_pr_L,Cerebellum_3_L,OFClat_R,Temporal_Pole_Sup_R,Fusiform_R,Vermis_10,Occipital_Inf_R,Cingulate_Mid_L,VTA_R,SupraMarginal_R,Temporal_Pole_Sup_L,Thal_VPL_R,Parietal_Sup_R,Occipital_Sup_R,Thal_PuI_R,SN_pc_L,Frontal_Inf_Oper_R,Temporal_Mid_R,Cerebellum_4_5_L,SN_pr_R,Heschl_L,Angular_R,Thal_Re_L,Olfactory_L,Amygdala_L,Frontal_Inf_Tri_L,Vermis_6,Fusiform_L,Pallidum_L,Thal_VA_L,Frontal_Inf_Oper_L,Vermis_9,Temporal_Mid_L,Frontal_Sup_Medial_R,Precentral_L,Supp_Motor_Area_R,Supp_Motor_Area_L,OFCmed_R,Rolandic_Oper_L,Putamen_R,LC_L,Red_N_L,Hippocampus_L,Frontal_Sup_Medial_L,Raphe_M,Precuneus_R,SupraMarginal_L,Thal_AV_R,Cerebellum_9_R,ACC_sup_L,Frontal_Inf_Tri_R,Cerebellum_6_R,Angular_L,Lingual_L,Occipital_Inf_L,Thal_PuM_L,Frontal_Sup_2_R,Thal_MDl_R,Paracentral_Lobule_R,Thal_LGN_L,Thal_VL_R,Parietal_Inf_R,ACC_sub_L,OFCpost_L,Cerebellum_8_R,Thal_VL_L,Paracentral_Lobule_L,Cingulate_Mid_R,Frontal_Med_Orb_L,OFCpost_R,Thal_PuI_L,Cerebellum_Crus1_R,Putamen_L,Pallidum_R,Vermis_1_2,Cerebellum_6_L,Temporal_Inf_R,Occipital_Mid_L,Frontal_Inf_Orb_2_R,Cerebellum_Crus2_L,Hippocampus_R,Caudate_L,Thal_MDm_L,Cerebellum_7b_R,SN_pc_R,Cerebellum_10_R,Thal_AV_L,Thal_LP_L,Olfactory_R,Thal_MGN_L,VTA_L,ACC_pre_L,Rectus_L,Precuneus_L,ACC_sub_R,Rolandic_Oper_R,N_Acc_R,Cerebellum_3_R,Thal_PuL_R,OFCant_R,ParaHippocampal_R,Vermis_4_5,Vermis_3,Cerebellum_Crus2_R,Thal_PuM_R,LC_R
Thal_MDm_R,1.0,0.4357899163857402,-0.10285912899776736,0.14600198315773663,0.11730796762262087,-0.22166419353395458,-0.40861604823730263,0.03878527629924642,-0.37742250922889536,0.2977799015978852,0.43326466604332925,0.5394178117494919,0.2111060768750802,0.3501690120231189,-0.56755773507834,-0.23407056209413746,-0.3026524997332705,0.0559130169681278,0.08262133566833205,0.4194413989936179,0.19091987723458817,0.19276316758771175,-0.26535726360011974,0.02539280588788446,0.2974025502021707,-0.08059794712939528,0.22205555300357166,0.4022064662564377,0.03286497933730844,-0.15260896319462613,-0.13196523972866803,0.25946965028695346,0.4372204691698984,-0.3975243760126894,-0.3037080720164647,0.2618818434557764,-0.3024836369561002,-0.44022842944730844,-0.05562940999506241,0.07158801485180258,0.47438605632292186,0.33581338269845,0.27126967721942735,0.3542230877731669,0.2712905988231808,0.26094840492590277,0.30514084104300526,0.1577254257695492,0.018466276816496017,-0.10746577943712783,0.08376086524233212,-0.5166798897653533,-0.09295627995022639,0.23075281229983996,-0.04042017517333011,0.5305250076502581,-0.1658974519598811,0.03066167338710085,-0.3500911220291267,0.3545691487722433,0.36687718132680375,0.17031167982471046,0.3915400605175834,-0.1321095888558277,-0.35903750870364753,0.12641536048858762,0.5610361422518877,0.5938582698230598,0.36728271292615655,0.2702720043013698,0.010591645910701957,0.6260831787706103,-0.16827546576894195,0.5120611538470561,0.037341173012605235,0.2326193611512259,-0.2200473762784358,0.22904630747894314,0.25098211401485876,-0.19407562285962962,-0.18439089622754218,-0.16535029966099946,-0.3213638861064953,0.23445945664741302,0.2738501261581237,0.33627312913244806,0.2586273585832938,-0.17899626183564624,-0.3859630831697049,0.3312864630506078,0.04254108181964042,0.4466100832639168,-0.24402283449204332,0.2745940136822821,-0.28680358033793674,0.014839031583289199,0.7488299021332256,0.029311181848722397,-0.236438650408484,0.02249172274602919,0.2977237805812392,-0.027914299335014693,-0.4292417088541344,0.2904334423298353,0.13809113409204027,-0.46866645842170424,-0.4601224067201071,0.6079534609932967,-0.061886550047904075,-0.2923725773714223,0.4783555788373841,0.2936842722225885,0.17624404210366187,-0.09435178086804334,-0.4574707678692961,0.2007232033843453,0.38656086444198756,-0.04683445333314383,0.6071287877551678,-0.11779290294266621
Occipital_Mid_R,0.4357899163857402,1.0,0.32759964752415494,-0.20180649212648077,0.24069752597013092,-0.37212169487826674,-0.6131493934034148,-0.1580283599244711,-0.6418394042823455,0.027699752440489587,0.4608557202193958,0.730953892745835,-0.06501301381228743,0.1548987678003836,-0.18016126590646175,-0.5283138405241926,-0.5149038922413446,0.1794343607891419,0.34736791414449586,0.5649850465857074,0.5087661894604473,-0.2719972997724222,0.12300283949588624,0.43832315815556777,0.5127407915101717,-0.7196821008170103,0.5712854020037359,0.7626561787209634,-0.24746115305529226,-0.07615188365511703,-0.09057451526179582,0.6900819913073479,0.262893680990335,-0.10051616522840012,-0.37756389225246917,0.7002329468754039,-0.30206758843857023,-0.06932387717925283,-0.5471866472755764,-0.2885065663166303,0.17845268554836222,-0.027154230489007166,-0.2790088846537908,-0.24855739361129525,0.052138246057011665,0.28773078921434164,0.10313649798898056,-0.2208033683563602,-0.1702354852283895,0.026954703443178143,-0.08414556509829413,-0.6854709185461394,-0.2633598191676419,-0.21540378207809338,-0.28551212351193744,0.08184215353666092,-0.5631747199825256,-0.0438117603852071,-0.37722668859758784,0.22291378926987823,0.10579383777949755,-0.19964446354229748,0.4607499066570135,-0.21883756625474915,-0.3277309383884073,0.3790138656616475,0.3901923748834415,0.5164410778947394,0.3113650063742159,0.5553327737319746,-0.10020303383611429,-0.05020681236495156,-0.3138833980978169,0.1737287702447681,-0.27352797954450275,0.5224584779447046,-0.27998803856169174,0.41263799382594746,0.5033956822337016,-0.5913984652944948,-0.2662755429918223,-0.09236386702481157,-0.3940556933486832,-0.22426525435315384,0.38067455568738634,0.4459170200601285,0.13395299220801776,-0.40402973208181886,-0.451507119877349,0.41564060098934297,0.49960099066981706,0.41763995667247633,-0.6296106262063893,0.4391343053081075,-0.3724985240074299,-0.6196215400591233,0.3330352671297506,-0.053926376847007455,-0.27898467980256286,0.11344266448186045,-0.14069316634560103,0.44150416353998045,-0.42806648795577845,0.02427405944397866,0.5903518793903386,-0.6174921081616703,-0.46927781528910695,0.3091273424733997,-0.563237054992601,0.0029295465411983608,0.3354325125409701,0.39642572139478643,0.13253049736344374,-0.6140961792048091,-0.4620228475999576,-0.18989045802719295,0.6092149603251626,0.22334167177318912,0.34383832357770283,-0.3639025170998796
Postcentral_R,-0.10285912899776736,0.32759964752415494,1.0,0.07796016859196447,-0.5722537701245822,0.2550828998759362,0.08599595735569339,0.4055118967822539,-0.09932905097049437,-0.11920588073364397,-0.2750278364139836,-0.08694581790931757,-0.7858702128049363,-0.15886035251608438,-0.1177351804266213,-0.21864290287828533,0.38594460644457607,0.0836231165768351,0.3488895873153921,-0.3078555387323301,-0.30604257663669204,-0.4726474011905823,0.07291442056798769,0.8514835295911432,-0.2362599925950528,-0.27450054986649536,0.6548037062045001,0.5213723690516617,-0.3241568278712531,-0.3338249156005592,0.36750712757430837,0.5724773011906701,-0.2095229332570895,-0.1743127152294356,-0.23699215474861854,0.6692743382912668,-0.14843200671699375,-0.06416865185437191,-0.5241723180588996,-0.6411972689120692,-0.5179037622920961,-0.5891714241928304,0.07461210563147282,-0.31542619635933056,-0.5847911558821406,-0.4849132500945904,-0.7419782080758835,0.1250255355794905,-0.46678016934166616,0.3787079512285641,-0.3914902113916624,-0.004858997379206109,-0.6206022358446938,-0.004163721881257518,-0.1267028048400537,-0.4410154230813381,-0.17568638888908206,0.4963762003046741,-0.0016937022111840538,0.2543744936783638,-0.6921059126540651,0.2960382174634999,-0.26678018315235036,0.017336296819893023,0.38505309134760685,-0.1296001505340918,-0.4215259462413348,-0.044959593281649265,-0.4088814664516421,0.5163163038741378,0.3170937681584326,-0.01542074763055998,-0.07444310341778362,0.0396450975573492,0.182707659767339,0.717031873955397,0.36470129931522993,0.17587573216997754,0.1485373875147665,-0.058410487127068006,0.2812821670739536,0.5269033403344319,0.21724933819087577,-0.5818931216701073,0.2247788104632901,0.02404362975494491,0.21267805015414698,0.4001496269967462,-0.14895187191434173,-0.40569480370003635,-0.05286403778838169,-0.4215424610251778,0.09920218531092785,-0.3396631157480592,0.07814250993583037,-0.10903440224698209,0.06193530049097596,0.25583589416662644,0.07400674985861999,-0.0023979562237648293,-0.29657726405763274,0.3402538921923433,-0.07071192352277628,-0.19321230784126076,0.17227584865944998,0.26681993939918575,0.228010776439661,-0.014344904645259346,-0.0023134952317875254,0.30758390997162066,0.14932557787359446,0.21979765087289085,-0.36685161407685657,-0.3439926163983144,0.29634738001419647,-0.32454782866530996,0.1618799264687348,0.19667701493748874,-0.39309767836390863,-0.06977892564895417
Cingulate_Post_L,0.14600198315773663,-0.20180649212648077,0.07796016859196447,1.0,-0.24080078191972326,0.08923910054722244,0.291007755944936,0.6965694983994758,0.08082826444245234,0.14789413167928084,-0.16722137448613242,-0.16999330925476622,0.012730471242249623,-0.0788208952472334,0.0020304479977485833,0.16436146564258827,0.2656573927045376,-0.025891637799467043,-0.011776764288044661,-0.21729270013107985,-0.2633806203650048,0.0484410571341234,-0.060455052637453995,-0.12650510740165383,-0.14296708191859167,0.24676014380427738,-0.08997141238034831,-0.027265561786231695,0.01569180825891471,-0.02045269853258612,-0.043769802605943646,-0.2524671323712929,0.04476442846385087,0.09915160293354815,0.11649197636386042,0.01200496429787933,-0.09108031248332399,0.1526104747953744,0.16151186657744557,0.026674317054004453,-0.07338295237172965,-0.01381935005693316,0.3425759464893091,0.001984204443461487,0.06240981471726887,-0.18905320884622703,-0.17045736263765332,0.5509892159602651,-0.0194097505959003,-0.011710456827310816,0.05926254660541224,0.04054750781669316,0.01869302758116495,0.02380362527801171,0.12739745356594614,-0.08439356885083862,0.41790934488986614,0.3777720446162023,0.14304769895060837,0.11749700722237656,-0.003403357754918797,0.17500415185793286,-0.12046357697599702,0.3649324846129952,-0.016310678827982324,-0.043804148276528336,0.07849575616335684,-0.08219303257743497,-0.28996177890306624,0.134227205290977,0.2060854403082055,0.2481486436963801,0.2740632866321774,-0.018927156225931833,0.20591067277255648,-0.14214448811042152,0.34447151050020824,-0.06583507286926667,-0.03253089090625363,0.03150413899848851,0.4748111779091696,-0.011099903421899076,0.21821301345407895,0.025990524173362062,-0.0010912017335107675,-0.28526972671905576,0.057261072176144054,0.2447219441154182,0.1438132609591895,-0.12618991028028867,-0.14734005315472024,-0.22207060674589382,0.14213630152452636,-0.31595005656060005,0.17848803909758895,0.21171653447291414,0.07603792152492742,0.025885004106125882,0.1974250520500937,0.13266824232858587,-0.036089406567633556,-0.05183290792678061,0.13011494463330164,0.0628845671136213,-0.15233641619731583,0.2585916497744384,0.15894086664848175,0.21129935601132555,0.17531096369412427,-0.01927524150629628,0.04878117124943063,0.12708195693772,-0.12428396427860298,0.20904539110613887,0.2718303645631877,0.18841912966920613,-0.04619091374243568,0.031387135982147644,-0.13426366125791692,0.01966148783660611
Temporal_Pole_Mid_L,0.11730796762262087,0.24069752597013092,-0.5722537701245822,-0.24080078191972326,1.0,-0.4550549624814784,-0.4019655893980343,-0.4150705627274496,-0.19338673723011662,0.11895151344313674,0.4330456610162896,0.39227998080370996,0.6259745333408113,0.16159194432792484,0.12240259778732872,-0.038375334180667735,-0.5946493440398573,0.11927658448079446,-0.0025313560581713083,0.5199614507781978,0.79051912826799,0.32772856265748684,-0.004287029830615033,-0.4314294219201985,0.6019658734557379,-0.2011489039609815,-0.2640594276176812,-0.18856019607889213,0.14763710414109235,0.3200445440768844,-0.2847117143096092,-0.09742530729973554,0.33890056583869654,0.17719216125428883,0.2719394449941168,-0.2687876811959995,0.07577137870051878,-0.03683706171728021,0.1683079589656042,0.3460564201710439,0.4145994399692949,0.3558047933396041,-0.18706075842139402,0.12036995552272331,0.47173994916801365,0.47981923067973203,0.630239726502036,-0.33623369279986404,0.421935015651002,-0.28852826666270354,0.3792216605538089,-0.2767963459042695,0.6030467391630784,-0.08451679959948327,-0.11947347589303135,0.2128176108168323,-0.14097255517972243,-0.5582370280144262,-0.029443647568839864,-0.1828138052107616,0.5321842259669185,-0.28733781500513395,0.3705134304218911,-0.059127526906824206,-0.26595263321954027,0.37944545426300597,0.376452923684358,0.2566435082878546,0.4454718147141434,-0.12761560946881542,-0.31188285894301926,-0.1134802984873957,0.03778722683434811,0.15618704293555713,-0.1586763719004672,-0.32564494421806284,-0.45074867530249946,0.08424570611446015,0.09697059052439351,-0.15627591448655098,-0.2691050637687187,-0.3385924642177365,-0.3755381667492422,0.3918182461398106,0.13097665214351173,0.21763882103812215,-0.07266978547414185,-0.5755990324044354,0.02927198640365224,0.5676145873948348,0.44392903240432857,0.4888860198845224,-0.2911338403757844,0.5961564624968846,-0.027125877489527495,-0.4191052608137156,0.04867542043832326,-0.3407277142447282,-0.29436052478165475,-0.09996723346848435,0.2021595173487013,0.040113765557084964,-0.12252947913438506,0.1757224149649126,0.1677858943079367,-0.4778380603471691,-0.3431787609166406,0.10652768247224577,-0.20761021309839547,0.04416145899822388,-0.09987720886573732,0.014570829622985887,0.22344053265562258,-0.022292130242640533,-0.34650158645695484,0.20998921719157343,0.14001242180070017,-0.1205740142949499,0.3465130472004894,-0.09375274531318249
OFCmed_L,-0.22166419353395458,-0.37212169487826674,0.2550828998759362,0.08923910054722244,-0.4550549624814784,1.0,0.4938400064039858,0.17604643548812646,0.5559277942654377,0.30221695948167354,-0.38255929798789934,-0.4753062421069094,-0.251519262143479,-0.14573223671000246,-0.11292097527391103,0.3574316267938941,0.7534540890884172,0.5427692764344475,0.37615592710935086,-0.40702231239089837,-0.4080309085252087,0.05503499679592458,-0.09380849823961428,0.4284471262523987,-0.4840027879652249,0.5830269995459959,-0.11078878639498575,-0.09326913200038357,0.3711385359489976,-0.2385831885161249,0.6649114440190399,0.050894009383540995,-0.10982363897348475,-0.02830665387832631,0.14857642154641115,0.04446681213306009,-0.1639956721057234,0.03071956634812659,0.2076228039104958,-0.3466253917887082,-0.003256821059063903,-0.050151738001351545,0.24294882423789385,0.2295157705714652,-0.5040509730525091,-0.13801291432199994,-0.38988071252316614,0.12268906064269071,-0.4761004267630669,0.4732079558576783,0.08737665005565907,0.6274082914706604,-0.0980334956966154,0.23822149068333864,0.4410980384014441,-0.13449320557394628,0.3839859784729922,0.615046496485755,0.2461528215545685,0.11358920057779442,-0.5825243122925365,0.2856042252316494,-0.3800346203768044,-0.3764453903676549,0.6965795169912586,-0.07517657799085709,-0.5410009013838339,-0.2140209075880146,-0.34650172175701105,-0.025904992804400707,0.7051580433368584,0.3665512592309013,0.30877850313322536,-0.03251751060015878,0.6970687516300912,0.15671641174274445,0.6370468033347663,0.3236268246913321,-0.21408144759486408,0.6909444253295586,0.24618459310391358,0.6227620957216284,0.7334936346873396,0.111613616698131,-0.09633797996848932,-0.15220753594317976,0.04129829374175924,0.631596327935814,0.36642674153397387,-0.28122315727489056,-0.05910575242228059,-0.4163267354668447,0.6842386579741669,-0.36648090451572285,0.6375709428273374,0.34237833289137254,-0.09377261804652415,0.26041595287621605,0.3883237774982924,0.23862801905529202,0.3572646826164134,-0.16883953222041653,0.6942298080977245,-0.03328328914798327,-0.0186645830690974,0.738528698913217,0.6537333295934609,-0.1477543232108247,0.6097317644722751,0.3671952049620407,-0.022959920108218526,0.07503863694579695,-0.4745826264005154,-0.030776141277516513,0.6544377595694126,0.13639743357371983,-0.2512700100548113,0.10859937455575702,-0.354392626924674,0.3832977226774429
ParaHippocampal_L,-0.40861604823730263,-0.6131493934034148,0.08599595735569339,0.291007755944936,-0.4019655893980343,0.4938400064039858,1.0,0.35116467325610207,0.626982150384815,0.09660915838016912,-0.7625022058699902,-0.5157458664260207,-0.029235636372603048,-0.20027921284236838,0.41647187610213104,0.7252930208678302,0.6398483879326464,-0.06443948065704701,-0.14178621040325573,-0.8115622137262684,-0.3962389740261433,0.3181573414919834,0.05296300213394546,-0.08249973461903472,-0.7122291468838218,0.5063567207396524,-0.16142399511395422,-0.4865017922095913,0.25209749863476255,0.17281110576188155,0.4274045979945954,-0.4979514612423554,-0.14823568350381366,0.32393570419761053,0.4936071171681364,-0.3724777342622824,0.3363140362223446,0.30286971851511996,0.47193545321618524,0.2339302590806548,-0.31387772160926086,-0.012169032233290118,0.42189909497155886,0.17156338984233746,-0.1059446473591097,-0.537006508603166,-0.2189949450002724,0.4835088220002298,0.2026562909892548,0.20053858826545634,0.22716112683850861,0.734786488055466,0.3389965095125615,0.2592343096352568,0.36693497733200464,-0.2869834201032013,0.834616224341658,0.2841405265874441,0.6001851511128928,0.054345497156104615,-0.13984799231911627,0.21352550332726605,-0.8576866188258809,0.3689943711216401,0.584245799567739,-0.4042236806076839,-0.32144574795205355,-0.5170383336014608,-0.48363219231955745,-0.34061366248393754,0.4031253792399222,0.06330051496729305,0.39155057173665203,-0.26019650668698774,0.29264681067395665,-0.14660434745445408,0.5378525599179985,-0.33053081724112077,-0.6838233965804073,0.47317661940868466,0.32217754524185344,0.275254718265807,0.5020966509868591,-0.04751406834645286,-0.2912593316791829,-0.6097920227444685,-0.047766347835425486,0.6436558312686579,0.6764758591820186,-0.5997952291515305,-0.4122262295817685,-0.4238030936534249,0.6147447133386466,-0.4843836456304964,0.6345299038050686,0.5506530512649092,-0.31622948701803083,0.08172896092643862,0.43470847587131534,-0.19549105994137628,0.07501417446807182,-0.29721852359420853,0.5602255477093088,0.10852730945419234,-0.26717429717943897,0.7127047684668569,0.755181868000245,-0.12427482503015125,0.46791603220567907,0.4018099223605197,-0.36388697138581294,0.044026668508347536,-0.2538269506530731,0.42312107287657513,0.8250416290733209,0.2341683603882685,-0.4940285008897277,-0.25661661333441044,-0.42709929164581806,0.584526455320415
Cingulate_Post_R,0.03878527629924642,-0.1580283599244711,0.4055118967822539,0.6965694983994758,-0.4150705627274496,0.17604643548812646,0.35116467325610207,1.0,0.10885351361637359,-0.013299598471328259,-0.37776345393659544,-0.21763151652925497,-0.29786527392593076,-0.19954843886224682,-0.017246271963553588,0.0837456652661802,0.41448930533504114,0.021573247884037566,0.031790915082829475,-0.43455509357878136,-0.4291988716230464,-0.09129749498408701,-0.03765986817176322,0.1933215767728118,-0.2594306449219716,0.11738759057013472,0.18762239255590024,0.14737880450590535,-0.06641726959232425,-0.20494934899623782,0.11465971233445652,0.02586462974014253,-0.05058397836931065,-0.009535795842959842,0.04036384506575442,0.2313244383872519,0.02281612992680052,0.04626966612564252,0.04012883472477354,-0.16821359517982012,-0.31139238605366754,-0.2084521911481309,0.28642090643187756,-0.07888311911175272,-0.2174899639941421,-0.45435158621748495,-0.4029194497290889,0.42931639836384083,-0.05761659153158385,0.1705582981199389,-0.2365221152661991,0.15169169874700827,-0.20265162030764922,0.0737734322246256,0.06917692651192286,-0.2744748756998377,0.2842792449040303,0.3818928651640085,0.19345987796696104,0.28785565532756496,-0.21268629754324003,0.27029497475380404,-0.3546699161823763,0.30451716455490646,0.21189425158203162,-0.20798007875466104,-0.13800955251322686,-0.12355259967740673,-0.35448146158743704,0.23323699855336527,0.2843274380171226,0.11647198902102111,0.1369500478964189,0.05636887995256173,0.23395435363237022,0.17371208632817337,0.3829822815124067,-0.09736605153974846,-0.1680955476495503,0.08307553689956608,0.42111389819368433,0.27519257751280596,0.19178712132971257,-0.14649390254409722,0.09526091082569038,-0.2200809871591392,0.20307729724043977,0.37657951329068995,0.06096314037232462,-0.3724623510578412,-0.21113644852287594,-0.33433705764032107,0.23972005709346134,-0.4312769696702163,0.15608855889283024,0.19665936379342278,0.0831466988115302,0.12300152534966316,0.17868210705480156,-0.08274742225349618,-0.15029919244933018,0.007272827935007509,0.09517951869978862,-0.09485658834236864,-0.13612664214042142,0.3364526679549753,0.24418599628619064,0.2383453051985496,0.1399643236685599,0.1893198030729433,0.018711551396463348,0.056653913042626,-0.21648258192993683,0.06878859250792695,0.3754575719217279,0.012922607956152393,-0.013178373932913663,0.0010343491506355088,-0.1886891011070224,0.05103921669612457
Rectus_R,-0.37742250922889536,-0.6418394042823455,-0.09932905097049437,0.08082826444245234,-0.19338673723011662,0.5559277942654377,0.626982150384815,0.10885351361637359,1.0,0.04101261627740235,-0.4545925492825024,-0.6023805712579849,0.03793510266576404,-0.061910638510144646,0.20886382242296436,0.5218870638528438,0.6384780875228525,0.16941728264594164,0.009318938480365389,-0.49830314185042185,-0.31769030919275565,0.309925318126785,0.016451489885880837,-0.10465555644534429,-0.5089145562100702,0.5710915589899196,-0.39004155058301804,-0.4855909559743243,0.2920282814791979,0.17290274098879868,0.3525617912756079,-0.28511002722738854,-0.16148913065006792,0.06435609165817409,0.40750248233955555,-0.3997663879534891,0.23911034980055454,0.04153962721757747,0.4565708370747807,0.1068750943519148,-0.2275963236739012,0.04296462727783092,0.32504234165184415,0.3527849881427196,-0.18811541085599645,-0.18896286560556216,-0.10857009749140635,0.22564968241241593,0.032273854002373606,0.19393347899987531,0.18145357140716406,0.7109657974174597,0.2629593071948418,0.2256295938369199,0.46321229733921265,-0.3056733083955464,0.5633923149272372,0.30451639357075055,0.5056566153203773,-0.09192894709776252,-0.22125321863735395,0.27439754809983324,-0.4849787278408901,-0.13798913236462376,0.5117880734867816,-0.10383576999496824,-0.4441039015771122,-0.2735185862389318,-0.31114600582580476,-0.30733252608383754,0.4201611438239357,0.16453408339532324,0.4295750093819754,-0.06538569873603751,0.4160012185158975,-0.20396666810985692,0.23132751116996622,-0.01935114835054614,-0.43178739156607554,0.6606113653064206,0.304179624912346,0.3766192824824213,0.3348943958399312,0.1919717225633813,-0.19607874416306992,-0.27799401983318445,0.027475647698412587,0.45899897185110955,0.5473264706363202,-0.3018764418230091,-0.3231301713174344,-0.3651626169861748,0.7103464977722337,-0.3237001133405303,0.5765612409551067,0.45021488664137876,-0.15736957883326058,-0.0685247867104213,0.4097894228673899,0.07577606524821498,0.3038402298967344,-0.35731366034251005,0.44486698765088567,-0.06028033545189388,-0.25912000849174066,0.6694474549698107,0.8140844044090451,-0.15466488923289376,0.6640820906087382,0.26721455099381786,-0.5193134227546249,-0.2807664457537578,-0.2507269601009426,0.4123159574165728,0.6784049307035925,0.1942648457404303,-0.5207863601667923,-0.1243258645940488,-0.3129809064936476,0.4726659641408827
Thal_IL_L,0.2977799015978852,0.027699752440489587,-0.11920588073364397,0.14789413167928084,0.11895151344313674,0.30221695948167354,0.09660915838016912,-0.013299598471328259,0.04101261627740235,1.0,0.009384730134958665,0.1683936763200798,0.25931457310447614,-0.19797662530816978,-0.25180989559024747,0.20130855939908446,0.022850830728273656,0.40661032790967266,0.2774495055428556,0.04136811683135348,0.20256215129864788,0.3690726500719042,-0.13558387659401547,0.09394011037409512,0.1283973352556275,0.3412100004974355,-0.15511716189043234,0.025203551958007234,0.528955283141925,-0.03732852309549447,0.3940255142884122,-0.000680220661870701,0.3670446627159161,0.15726750787932764,0.14503310172233513,-0.010338505934912378,-0.43892836125240475,-0.00039647328869381657,0.19379859312208284,0.14700974903717937,0.5457517849661409,0.378868922630508,0.2952273439699597,0.35345427143048624,0.2865662806919633,0.22043038167925016,0.13520043581905775,0.10594754185243614,-0.15558323748891242,0.12112913050102302,0.3736139799087744,-0.02051840968367777,0.2841278005513328,0.12387116240228287,0.0716932855513849,0.4175326696010513,0.33053162315950835,-0.01978371512927816,0.08499537947567484,0.13753552499080374,0.058860662661258153,-0.09629463344637972,-0.04141427902545241,-0.14322885618775996,0.2107644642906388,0.0007269873483171426,0.17160853424470912,0.17091936726573767,0.09421306827660694,0.06761968110970613,0.23348559215239947,0.3863692467177051,0.09598279866376475,0.2909218522872474,0.43982968243597664,-0.028763247468449497,0.26950646834830644,0.21481449340393782,-0.07862967125495438,0.12522434866487242,-0.08119365866605546,0.14918689878548275,0.3624439716202624,0.22373562325338028,-0.002260566447538846,-0.12501023918848028,-0.27989751366702176,0.10666196539026505,0.22689711725831938,0.17812400581609558,0.3183293462366902,0.1505803966981889,0.2120620289199792,0.03963644045818101,0.4707700672801604,-0.010025404936162845,0.0628302859006382,0.07838592742849997,0.26032212764079776,0.0013203963895415296,0.42797717706812743,-0.3169740402147676,0.3015320494035964,0.5248418575147784,0.10866759105118305,-0.0294741297412926,0.03291305740926234,0.15996075056294998,0.2252130936687299,0.25206484360082754,0.3455958606771769,0.4550158327559575,-0.2766316176650889,0.02353456367566618,0.13872921519235548,0.3106378400210305,0.12564465900858687,0.020260965745571666,0.10234017387836838,0.13758111771366954
