,SupraMarginal_R,Hippocampus_R,Thal_LP_R,Cerebellum_9_L,Thal_MGN_L,Thal_PuM_R,Cerebellum_Crus1_R,Cerebellum_10_L,Rectus_R,Thal_LGN_R,Precentral_R,Thal_PuL_L,Cerebellum_6_R,Frontal_Inf_Orb_2_L,ACC_sup_L,Raphe_D,VTA_R,Vermis_6,Paracentral_Lobule_R,Precentral_L,Calcarine_R,Frontal_Inf_Tri_L,Thal_PuM_L,OFClat_R,Frontal_Sup_Medial_R,Frontal_Sup_2_L,ACC_pre_R,SN_pr_R,Occipital_Mid_R,Supp_Motor_Area_L,Parietal_Inf_L,Temporal_Pole_Mid_L,Thal_MGN_R,Cerebellum_9_R,Raphe_M,SN_pr_L,Postcentral_R,N_Acc_R,LC_R,ParaHippocampal_R,Thal_VPL_L,Frontal_Inf_Orb_2_R,OFClat_L,Cingulate_Post_L,Cuneus_L,Temporal_Pole_Sup_R,Caudate_L,ParaHippocampal_L,Cerebellum_4_5_L,Vermis_8,OFCmed_R,Precuneus_R,Thal_AV_L,Frontal_Sup_Medial_L,Caudate_R,Occipital_Inf_L,SupraMarginal_L,Temporal_Mid_L,OFCpost_L,Angular_R,Thal_MDl_R,Pallidum_L,Cerebellum_7b_L,Rolandic_Oper_R,Fusiform_R,Amygdala_R,Thal_PuA_R,Red_N_L,Putamen_L,Frontal_Inf_Oper_L,Thal_VA_R,Temporal_Sup_L,Vermis_7,Insula_L,Thal_IL_R,Vermis_4_5,Thal_MDm_L,Frontal_Med_Orb_R,Thal_PuI_R,Putamen_R,Vermis_3,LC_L,Pallidum_R,Cerebellum_4_5_R,Thal_VL_L,Thal_LGN_L,Cerebellum_3_L,Lingual_R,Vermis_9,Angular_L,Cingulate_Post_R,SN_pc_L,Heschl_L,Thal_PuI_L,Parietal_Inf_R
SupraMarginal_R,1.0,-0.42185634568365704,-0.16246217874737426,-0.4003878157046087,0.018903266184844194,-0.24165103555718925,-0.4364537084584307,-0.018520635568218636,0.1465778657862016,0.25364478426481574,0.9000097079299209,0.026703775047737834,-0.5092706835828301,0.2790872715955325,0.06418366964905223,0.03805483587317055,0.15722607871653152,-0.09761083688620668,0.36866990204610867,-0.3616354328901013,0.0024098957023632414,0.4218021051977932,0.17969075581948046,0.051876598452299666,-0.34225259947073866,-0.1488144380544565,-0.2228874125972427,-0.024965324131285827,0.07173301351024548,0.023291216407464108,-0.04668691364622011,0.5057011877315163,0.02907524761049482,-0.0036367626233980623,-0.11233204737855777,0.024923602998142523,0.9182774336825571,-0.049072669804071746,-0.2439715854972075,-0.22076581263825645,-0.14805708359749123,-0.4027674227156773,0.4750423224565191,-0.14529740848590292,-0.14675646838609668,-0.6065440096145996,0.12210245375374038,0.27285250204972256,-0.02185615114109686,-0.44663666522544093,-0.3672426684674087,0.6264649659650036,0.0132574133748821,-0.21109245361209555,-0.02914834567740031,0.17817137298968855,0.12850142716616855,0.5003724416635067,-0.19909050339977183,0.6851653952044371,0.043893239499289624,-0.1499115285954419,0.21757794718616524,0.5393290786587924,-0.2884384306832309,-0.6375754689612119,-0.09854444518600468,0.11132067172815939,-0.2565530801913173,0.41325756763980276,-0.19175924332312444,0.5315856716940119,-0.43976624982090984,0.4793998738496183,-0.4523063920232522,-0.15292212771347538,-0.13439887759237948,0.08169877695430808,0.11850039079701573,0.3340808215453574,-0.3375899037772321,0.0011882830839352217,0.46747072124226813,0.0920799273870138,-0.11539622157852239,-0.2366152955375939,0.09334238073201973,-0.03676076426216778,-0.2950927959550995,-0.13044222560602958,-0.054672966092142776,-0.2196578481734332,0.2706978195785022,-0.024621175802490382,0.89054139615616
Hippocampus_R,-0.42185634568365704,1.0,0.3038792374574553,0.28653205680779037,0.18235549734654466,0.5398598650728399,-0.1096930370714655,0.1279378565761874,0.05578166517688544,0.2429126485339493,-0.4925446429657071,0.12749821300524627,0.10239663174525397,0.2259302496328794,0.30616994485120563,0.4962193768926738,0.2747459895593166,0.08822828563947757,0.11124558431526466,0.4756240609613869,-0.25036887062045204,-0.057297628725956895,-0.04477142976624434,0.2451434965687583,0.4485252514663156,0.4297729938563969,0.5512534350693438,0.1141793579780529,-0.25902627448736276,0.23449730024747834,0.3756985520705494,-0.20348276242487465,0.4096025547247626,-0.3815326886133522,-0.34992784059303494,0.4387137687015734,-0.47640208650441823,0.536973735555725,0.5763402510011975,0.8137114308858238,0.09321139043683259,0.8712445377877989,-0.10866890304376475,0.3110563889690027,0.03912806637960036,0.5920631253107743,-0.057102017504925905,0.13083374984967389,0.1912241970316211,-0.07751635217357537,0.5749200737360416,-0.030218163192898818,0.10411355507681029,0.32657075539361663,0.4277373106165921,-0.6939254796586315,0.03404974897767011,-0.71148796939725,0.2642692757475964,-0.30555825683038984,0.449518312751934,0.393619618428568,-0.4270840516109968,0.161402118697944,0.37361377166458865,0.4518508394869342,0.2850625286363494,0.3424586870267626,0.6288669022502033,-0.25028112588170137,0.6486989816378437,-0.3450010288356378,-0.07678735850888493,-0.33486769513957104,0.5470119500559425,0.13588983129807722,0.2500940687593365,-0.020753709323701797,0.3502108441817918,0.04776256818312459,0.4682846309120027,0.09626385465266003,-0.25560312375762256,0.39879913678526024,0.40887897244517213,0.718718260122488,0.06529183497948429,-0.1501194581339667,-0.12669033467457488,0.15365256916241876,0.42821411458714725,0.6200723076890851,-0.15356868474011443,0.4559343332855136,-0.5055014211165834
Thal_LP_R,-0.16246217874737426,0.3038792374574553,1.0,0.1839596673139717,0.12262746302288637,0.2623179868553371,0.03886675336615864,0.12702196753218584,0.052979540744187106,0.12712605041622177,-0.03466816508422283,0.15214044132636445,0.20296832615753854,0.05747086967425285,0.21930457106137086,-0.08788098449032722,0.12466415912808929,0.2638410921114275,-0.010022699888664393,0.09286454981513424,0.17198824030892687,-0.054944440818444545,0.09284629279406759,-0.08245928944819955,0.2596922224912918,0.31206531555147626,0.23591356640217745,0.07940880690342177,-0.011460930322827469,0.1667819003144722,-0.11909419958767152,0.05657569529056772,0.11050017840546557,0.11540745116422205,-0.012611710065808631,0.26865328388782056,-0.12340776294529539,0.17950172717649132,0.32113933159333785,0.2036373708959037,0.5565093205673609,0.24834457091156092,-0.012743681685825452,0.34345026143115714,0.27795567621777506,0.23284583545755738,0.342911310820232,0.15225530696543027,0.4917209470679301,0.3736004734620343,0.26081365115849586,-0.030178973262310626,0.4624177528685575,0.2240017278552691,0.4481226858136484,-0.11025179222592163,-0.26281702815483554,-0.22286393844737012,0.18358608177308092,0.02955706341103487,0.3668329308435342,0.517689311388105,0.048365576019157884,-0.08096580397944489,0.15331222906887182,0.18256963280293068,0.5221733598489071,0.14231705368845435,0.3284612185137792,-0.0380856969702074,0.4781904123453182,-0.18574004689852877,0.3627246687188333,-0.02088281282618484,0.49457318981467546,0.41597044885074064,0.6289616031108897,0.12323284693305712,0.3197020552768184,0.12684000179643096,0.4489969028126398,0.16853451593959556,0.09678434378139807,0.38005526740823975,0.7168612066565117,0.28098744676317383,0.23704194885791766,0.23267604559020075,0.29058113438065736,0.06036577590987131,0.5099407718484936,0.20731411622547782,0.13741366717795053,0.43126513090069696,-0.13629185721349135
Cerebellum_9_L,-0.4003878157046087,0.28653205680779037,0.1839596673139717,1.0,-0.15392952996152298,-0.19028171209999933,0.6048873335258417,-0.4069933712614108,-0.01375534840219588,-0.5794990295458514,-0.4547762284039406,-0.5642522451669237,0.6864945997082152,-0.4726791296420217,-0.3991564426677825,-0.4341535179619698,-0.3879919121700348,0.14292239464887163,-0.10806038742423173,0.301444515104961,0.35078034907631306,-0.6370407038758333,-0.46841072354604446,0.38845007663589026,0.037860178265806343,-0.08093357614579694,-0.16034190716155147,0.29207042530693006,0.4966716159314783,-0.09096248077830674,0.240762405027892,-0.28070748020328196,-0.3371976791881278,0.41788892014318135,0.4198679433986725,-0.2773880196329554,-0.4199061778446915,-0.19051796916183533,-0.09277940576629115,0.06478982453549754,0.08834527081096248,0.3854744012621841,-0.6832831555094864,-0.08774591291216186,0.3755399864792618,0.6979860616920818,-0.22738158059012278,-0.5762838520123167,0.15793823607237623,0.6076227147587597,0.1916340766675706,-0.18417411679539047,0.22627779408146736,-0.05567371493806022,0.08775339298445811,0.2364810654385995,0.22171672585898886,-0.4213925046341916,0.0325119828507018,0.015100178137959655,-0.18333806165614808,0.019294043610893496,0.3675986355092046,-0.3331921989921569,0.41589889350323855,0.5657673802068539,0.40532753548754136,-0.5198708583781176,0.31496725858769387,-0.6033284938021515,0.051372675673410896,-0.5682417858063686,0.6262076414600541,-0.12086845466901792,0.3628219841077451,0.34095052343122606,0.24330171840700895,0.0683089401732277,-0.39245440056086917,-0.3459525589084449,0.30215707571942685,-0.47843408379005187,-0.3705521729078206,0.06464199768498674,0.12482180734775689,-0.09596115560608204,-0.30546934064161285,0.2950986367054593,0.46726683819042303,0.4016859330605768,-0.08620428748902463,0.05084217128709337,-0.2967816586391106,-0.3025608977096374,-0.42533862129650757
Thal_MGN_L,0.018903266184844194,0.18235549734654466,0.12262746302288637,-0.15392952996152298,1.0,0.2899532313306781,-0.15855335803058623,0.2761318370962208,0.4653849959018105,0.45215362257773756,0.047265580473070286,0.31671931579802853,-0.13107367604704165,0.36432577238812974,0.15255911342699552,0.16174655453881395,0.23853765361677262,0.15020954026996294,0.1352359282886495,0.18862363134505994,-0.047955516133583315,0.2157628173358608,0.2205943285678041,-0.021795461057042623,0.295562840445585,0.3723691711688803,0.3194857045489263,0.30991144791439373,-0.18234319655696507,0.2976225507999344,0.16053203982658867,0.07667029677290133,0.4389769697063704,-0.21823846101330238,-0.1703333331600499,0.4116319523524193,0.03549860762412966,0.3097735477917799,0.16075165593236,0.34782367107184864,0.18171938601483262,0.20970938072589523,0.2690844772137487,0.27491789585172155,0.13574035835382545,0.026780347695366052,0.21778520161210374,0.45164019489075236,0.23583413876536088,-0.1614091004479673,0.196367076860197,0.19646331843674716,0.02823328893102434,0.26027810135491325,0.39649519621200313,-0.27812232320754804,-0.003201591505371814,-0.047090788726550446,0.2339361224931141,-0.013751579924728412,0.3952902934951344,0.41735972329527543,-0.13175942684700367,0.1907770820339259,0.1221429489806573,-0.08543412058257283,0.0741173597683888,0.2018568811952261,0.08293634370370877,0.09289006886454677,0.26109017592267614,0.08927604199717346,-0.11765931371910575,0.054259227537954396,0.2080642139342971,0.14495043704555097,0.21661564386547535,0.1445543015163694,0.3056474090787847,0.14503409815142246,0.18343128289842606,0.09592961199958144,0.25920621110728775,0.32080607692633745,0.2682928402113527,0.36486847509294945,0.1964533048362888,0.06543138479263402,-0.09125709619561477,0.05019465460950457,0.26882283849426963,0.2302355420793455,0.04285213230908616,0.440082760555427,0.07421378216222464
Thal_PuM_R,-0.24165103555718925,0.5398598650728399,0.2623179868553371,-0.19028171209999933,0.2899532313306781,1.0,-0.3516916437471555,0.4040332311241925,0.24696622564524884,0.5086428281335842,-0.18525357491744804,0.7268101154362911,-0.22911414458185303,0.36939581861137355,0.6150478886689212,0.6380628019833444,0.44700092938395125,0.07008430448475386,-0.19453958370431237,-0.044396926800282635,-0.4252278085531347,0.31996577322819814,0.6742565003588,-0.006031877758431796,0.19319552164807025,0.2644300221637261,0.5032020356133977,-0.00533465827100894,-0.7376116548630572,0.09640184256039108,-0.23897341293601346,-0.02395948925816322,0.5696218450943712,-0.21745076210296105,-0.5131435005243191,0.6733991739210204,-0.26287038727475665,0.5953101407123217,0.5996460531562564,0.5942452773495149,0.3643100902334884,0.3671307777183423,0.3307964647756386,0.4146691703673832,-0.3464387137187242,-0.05528863550046032,0.20553422431500837,0.5680071841980272,0.15196911417607473,-0.07580106050102414,0.2502184709626793,-0.2659828130474839,0.17907197401540925,0.09918189959745763,0.3263609415406986,-0.5964179589919405,-0.40218600377522334,-0.2647302841544048,0.07554405792780204,-0.4947550463954959,0.6199119634206298,0.4171772402446291,-0.19000914077248887,0.16342105574725022,0.043440230315372315,0.024046938871094357,0.10566789830348555,0.6738986210720187,0.13739253559370107,0.3033178781379094,0.6852789122338766,0.08108632825428236,-0.2714813075072562,-0.21474199997304566,0.3396824293990503,-0.10203883555589917,0.35988758228304074,0.044462190645644266,0.5923356147185372,0.09548261736216797,0.2567657158304259,0.5715757657129976,-0.11993862935369774,0.2776601742223882,0.573195791635638,0.5395743991652497,0.4019203440540084,-0.2533761169296626,-0.071382176506555,-0.4216457570963046,0.6355748917745625,0.4887513231961028,0.21665829454172617,0.5646599096446839,-0.3328335204870692
Cerebellum_Crus1_R,-0.4364537084584307,-0.1096930370714655,0.03886675336615864,0.6048873335258417,-0.15855335803058623,-0.3516916437471555,1.0,-0.25103155151376155,-0.23870816510841375,-0.5729584390961755,-0.43306061930283496,-0.45253922858484447,0.8915069025378011,-0.4707066202870795,-0.35211072302772545,-0.5462515144513008,-0.6497041090561593,0.20170402678701346,-0.22679419999071979,0.28597136957592534,0.6380982468123616,-0.4466429588132965,-0.2805678715207145,0.0829337892885961,0.11292114366677597,-0.04855509931176013,-0.2743789471041633,0.1321806144086079,0.42875239353195604,0.004600784226992572,0.112626609797484,-0.5479486277347754,-0.5105437843823711,0.514688562780425,0.6607977150046047,-0.49785816277271694,-0.4891349934039287,-0.5406120248009996,-0.26310524806798813,-0.3411387001793037,0.07054195972425965,0.01912493444140759,-0.707600965227681,-0.06184472219799476,0.27291251872172617,0.47761995453826067,-0.1264344766508558,-0.6385871301241406,0.014283790089269317,0.7034204448414997,-0.1713514833021788,-0.3357425452857847,-0.010838837411595992,-0.006838805653121732,-0.09850512786340249,0.5105188514470987,0.2416539853041033,-0.04182482468482852,0.09177968761778896,-0.19171986908801766,-0.32897281088742925,-0.05578399158120638,0.19784739532741635,-0.28035603164344725,0.5567363609480286,0.6032459095594992,0.21305396516366876,-0.6759612940867575,0.21478567963434372,-0.36103463903165556,-0.30126275138769487,-0.3632358351484893,0.7590690256829602,0.13227399654990574,0.2678937173763508,0.328732503247357,-0.081617286866474,-0.16945126015740075,-0.4772688618258927,-0.18079962980654868,0.3026937652476531,-0.42026600053715196,-0.13275856338083694,-0.12163280889290969,-0.09966447394722804,-0.33032458252810015,-0.17559388727309846,0.5469769238645729,0.6595570592996516,0.22246402397388668,-0.18242376174090155,-0.21146568925174683,-0.16547775789549526,-0.33985748345721656,-0.48100173966830595
Cerebellum_10_L,-0.018520635568218636,0.1279378565761874,0.12702196753218584,-0.4069933712614108,0.2761318370962208,0.4040332311241925,-0.25103155151376155,1.0,0.15574282905408848,0.49580087079238744,0.054102302858500935,0.4669045464908183,-0.19856935116446675,0.33614904479376057,0.3903918053916002,0.3459606548522925,0.3214919756029051,0.17174033122322455,-0.06091108358115848,-0.02204175971395036,-0.15434044794234672,0.38169507030653615,0.4197106318265811,-0.25762739724714634,0.305250812126169,0.344975644754879,0.388673027430954,-0.10973241482901816,-0.48538851564630364,0.17112077727977165,-0.15425830701119597,0.0895154374301173,0.37061173371034706,-0.14035950700232738,-0.29037619647642265,0.43458633820386755,-0.014180264956977754,0.3298158571452448,0.39807456608432945,0.23748751887840167,0.09995150668350535,0.012640006292237854,0.41640847330753455,0.3605716571454427,-0.11914825675435306,-0.20981065299811597,0.3043177116464123,0.5043777267530148,0.14242135681943677,-0.16200524571750502,0.11574634555454004,-0.049027007863556286,-0.029350583898213826,0.27723020280952637,0.204455327532651,-0.32977793173979325,-0.24849867393281458,0.09711573260743363,0.22000388946026125,-0.24185580526924882,0.3731604220618438,0.32749582639489233,-0.339623817581339,0.20051001150512768,0.005327325407859546,-0.09482178985613667,-0.07399125154642894,0.44330674690706184,0.010909741468725758,0.37965730226477157,0.2648575859637098,0.21038092477046672,-0.2105579698714026,0.011689898324651376,0.12308899465723655,0.014011079912551546,0.07628382397887379,-0.05335364812880354,0.43084904821478465,0.23589482103411433,0.13539739773336792,0.4597324743261,0.22531850165975736,0.2373369559650313,0.2580714834445582,0.2556853548405288,0.43444148889993794,-0.03807338618093943,-0.08325557354351323,-0.27629965302978515,0.34752986215485027,0.12275359228668084,0.2260730573030453,0.3925598522467835,-0.026769357466301918
Rectus_R,0.1465778657862016,0.05578166517688544,0.052979540744187106,-0.01375534840219588,0.4653849959018105,0.24696622564524884,-0.23870816510841375,0.15574282905408848,1.0,0.2463897630319795,0.13955306397331546,0.20655544513259164,-0.22547988467790078,0.232933749446635,-0.05365168408028084,0.02393411761116972,0.26621320675361826,-0.040028157314078154,-0.04270932101937651,-0.007410861714339773,-0.12634849089428818,0.12835727838229924,0.22692628573150012,0.08384049155579947,-0.007790316998529987,0.06889593792420329,0.09625867213567722,0.33991018299613857,-0.14431504480615395,0.08570012120538521,-0.04525739111665507,0.22230833916478074,0.35128287586772095,-0.03143522994342854,-0.21613805659685065,0.40689122685696655,0.16106644994794567,0.28393312214516736,0.06896745633438833,0.3266642520988606,0.06994714750299483,0.0038877742829893413,0.2471750202420126,0.06576511307152307,0.05898654866870116,-0.10537844208978167,0.18441011027824747,0.436132892415384,0.0948000746042298,-0.15203594905431722,0.13660015123193225,0.11379120772664016,0.16223577999655278,-0.01347955333142252,0.3923321543024824,-0.10751446508948435,-0.13102376262674903,0.02424967785971636,0.03038935572287707,0.04868680759645308,0.17520449739195496,0.23736167954100149,0.10764585650196329,0.09118670206496336,-0.04628137498264582,-0.20270142997445773,0.12121275623299418,0.1260164962914162,-0.22024766542206217,0.0738127160983317,0.13787084987753798,0.042822991751128525,-0.20158168871077697,0.0898664558364061,0.06068322379542198,0.010114257044310116,0.17568987036030745,0.38185154696730667,0.15649337380425954,0.054012641036312564,-0.015647976153461175,0.07826293247596305,0.14223178599589306,0.17785126204220672,0.25354463691041323,0.07251132075223775,-0.020148929556075442,-0.07228032559804551,-0.15638006949137037,-0.06063822792940314,0.026309055129612943,0.10215770684292315,0.03276889886150367,0.07925178552330078,0.14687894182148659
Thal_LGN_R,0.25364478426481574,0.2429126485339493,0.12712605041622177,-0.5794990295458514,0.45215362257773756,0.5086428281335842,-0.5729584390961755,0.49580087079238744,0.2463897630319795,1.0,0.30741893061767894,0.6379257895034645,-0.4625544734405419,0.7255403616899194,0.6578779604053157,0.6288697237631301,0.5833325519600295,0.09789765139842625,0.26344766854155993,0.047375074541210246,-0.24492644369521066,0.6891181204324891,0.5197065881180288,-0.2248041860785508,0.22694714522125997,0.4369411733108658,0.4466433607145083,-0.14382546266064933,-0.5543022326957601,0.3926326821428518,-0.008671680067415657,0.24038614246433831,0.6225645947509525,-0.3537952148166333,-0.5384018413252223,0.6361959305036191,0.2714371496164183,0.5602148972849853,0.38480364931835187,0.4028734099672173,0.15362208559066362,0.09234304790688411,0.6968387659154741,0.479373018059439,-0.15281607018076632,-0.39747111180177586,0.40914937334356827,0.7247086116915739,0.2535579002042991,-0.44079070391909875,0.1222659715414588,0.29114562666723093,0.08641335034382454,0.3257772587541907,0.36583021159379053,-0.47979671044267874,-0.13050797220832897,0.1527838353322831,0.13227682203183566,-0.0633852954551934,0.574194942336426,0.4085762710068253,-0.3514347302113758,0.5224527551240092,-0.024050062910951145,-0.34910941098616266,-0.07755341809234266,0.7257508295991626,0.11442675285600078,0.5556255635952427,0.4407874860000185,0.4822361582982965,-0.4748067602384549,0.13476509586328655,0.09400074140152057,0.030121639142309333,0.10987169533355833,0.047995735888058576,0.7454484239251018,0.5638662375314382,0.10243600532851066,0.5118774378198548,0.4176035750420154,0.4148350840041678,0.33382142412105537,0.5567470398339849,0.44872707566611103,-0.04785633426483147,-0.33531179210461665,-0.21701989974956276,0.4822496738564483,0.27287457432413903,0.4041343818391795,0.6787419547790162,0.2572049959026986
Precentral_R,0.9000097079299209,-0.4925446429657071,-0.03466816508422283,-0.4547762284039406,0.047265580473070286,-0.18525357491744804,-0.43306061930283496,0.054102302858500935,0.13955306397331546,0.30741893061767894,1.0,0.10832606116621996,-0.5110603251401731,0.23220198852453938,0.13696388378623983,-0.04756576529973725,0.14026381706050725,-0.11013122238530945,0.3320105464299204,-0.34753058745145804,0.052822329859264806,0.4072114926261625,0.24325954827033708,-0.02835250217507405,-0.2998768754695555,-0.08884470299140217,-0.24371925614192425,-0.030331383658353164,0.05084045586255376,0.12682430178215442,-0.18408390258053253,0.5215511932073583,0.06292588192599956,0.10207224687656018,-0.06222713787059223,0.050744330002695154,0.9375207198881541,-0.04783327449982172,-0.24381637961959102,-0.30805767475592966,-0.015763677263785254,-0.46021029533532726,0.4843860740829713,-0.05508956932193957,-0.10157172529781883,-0.6525785711896366,0.18619164775182814,0.312618455575568,0.055687458603406355,-0.36699072658221005,-0.4104686663597218,0.5652825342518508,0.09021674859860182,-0.18153317273537925,-0.023176572233439517,0.22920445057422376,-0.05002899923460605,0.5422538578512034,-0.25804467626075855,0.6664841598694342,0.07294050581084467,-0.03744494088150417,0.2986382289143673,0.4556378549685288,-0.35557290082354753,-0.6497297651316956,-0.060437992774436254,0.13415112504390073,-0.2987063828984849,0.43869098116504146,-0.1425232716924396,0.4574556935497456,-0.37358037948720285,0.3928736438523882,-0.3887162448504437,-0.07309055129372945,0.0023416704266268048,0.05577750948918726,0.18394643807091723,0.3235715714026822,-0.32905359758648056,0.07174578146073292,0.5631195056875691,0.07375445844293275,-0.004295923568815561,-0.2118058756164358,0.13469423655500037,0.011700546294359094,-0.25211769135366224,-0.13091110912051127,0.03215689340140908,-0.2545114319332306,0.2650302199857627,0.056674868020682424,0.8752936335061212
