,VTA_L,Lingual_R,Thal_PuI_R,Thal_PuL_L,Putamen_L,Cerebellum_8_R,Thal_AV_R,OFClat_R,ACC_sub_L,Heschl_R,Cerebellum_4_5_L,Thal_MDm_R,Vermis_1_2,Rectus_R,OFCpost_R,Olfactory_L,Temporal_Pole_Mid_R,Occipital_Mid_R,Cuneus_L,OFCpost_L,Precuneus_L,SN_pc_L,Occipital_Inf_R,Red_N_R,ACC_sub_R,ACC_pre_L,Vermis_6,Thal_MGN_L,Frontal_Inf_Oper_R,Raphe_M,Thal_IL_R,LC_R,Thal_VPL_L,Cerebellum_Crus1_L,Frontal_Inf_Orb_2_R,SN_pc_R,Rolandic_Oper_R,Temporal_Sup_R,Frontal_Inf_Tri_L,Hippocampus_R,ACC_sup_L,Precentral_L,Occipital_Sup_R,Thal_VL_L,Frontal_Inf_Oper_L,Thal_LGN_R,Supp_Motor_Area_L,SupraMarginal_L,LC_L,Thal_PuM_R,Parietal_Sup_L,Temporal_Inf_R,Cingulate_Mid_R,Caudate_R,Thal_PuL_R,Cerebellum_Crus2_L,Rolandic_Oper_L,Precuneus_R,Cingulate_Post_R,Postcentral_R,Thal_MGN_R,Vermis_8,Fusiform_L,Temporal_Inf_L,Pallidum_L,Thal_VA_R,Thal_LGN_L,Thal_VA_L,Cerebellum_9_L,Vermis_3,Red_N_L,ACC_sup_R,Cerebellum_8_L,Occipital_Inf_L,Frontal_Mid_2_R,Calcarine_L,Thal_VPL_R,Frontal_Med_Orb_R,Occipital_Sup_L,Amygdala_R,Thal_PuM_L,N_Acc_R,Parietal_Sup_R,Cuneus_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Thal_LP_R,OFCmed_R,Thal_VL_R,Temporal_Pole_Mid_L,Temporal_Sup_L,Amygdala_L,Frontal_Mid_2_L,Cerebellum_6_L,Vermis_4_5,Pallidum_R,Temporal_Mid_R,Cerebellum_7b_L,Thal_MDl_L,Angular_L,Cerebellum_3_L,Frontal_Med_Orb_L,Putamen_R,Cerebellum_Crus1_R,Frontal_Inf_Tri_R,Cerebellum_10_R,Cerebellum_6_R,Thal_AV_L,Parietal_Inf_R,Frontal_Sup_Medial_R,Frontal_Sup_Medial_L,Thal_IL_L,SupraMarginal_R,OFClat_L,Precentral_R,Supp_Motor_Area_R,Thal_PuA_L,Olfactory_R,N_Acc_L,Thal_MDm_L,Vermis_10,Calcarine_R,Thal_PuA_R,Thal_PuI_L,Raphe_D,Parietal_Inf_L,Cerebellum_Crus2_R,Frontal_Inf_Orb_2_L,Lingual_L,Temporal_Mid_L
VTA_L,1.0,-0.28008813621992074,0.5568006541537133,0.5639735780819515,-0.1183523926502865,-0.5260422685660141,0.17694334016956714,-0.010834755479778262,0.28959849844540625,-0.10335844084324737,0.12686044152576614,0.2683004973418345,0.30064098273639156,0.32690829876085403,0.15772296790269283,0.5388929684273256,-0.2367333870383696,-0.48961327409592725,-0.22479588403893555,0.05976636569331736,0.00260077330458577,0.4566211256533671,-0.5865973752631508,0.5934491409717889,0.23546484012357324,0.14561353116310388,0.0015373658003616213,0.3565266617036239,0.22613112011193562,-0.4786337189240153,-0.022829320655620385,0.28972468799989853,0.16357837287834903,-0.38040915452131724,0.12144385910521403,0.3082922216803767,0.2408978644145262,0.005797086557668922,0.4242491305209081,0.2352397082315505,0.4232003930881925,-0.12416679533230664,-0.3582718998973874,0.3393460803378585,0.2933496124995257,0.5669219018688646,0.10893420150641764,-0.257473005050548,0.2984724141452951,0.5132293466085968,-0.11692112692780293,-0.41577795000768925,0.20967525879412857,0.322447466204429,0.28515064224465997,-0.48955610383926507,0.008231874097552787,0.03275715721529931,0.35161705771531504,0.11968839971214133,0.4361491308637626,-0.2476277306274364,0.06487754105361813,0.11716448340989008,0.2730651386578753,0.40020648976644657,0.3907950374310685,0.41663437600764885,-0.3719691982846335,0.06268133192743841,0.48480173448027436,0.3174142537446034,-0.4396852585206721,-0.4819821446616673,0.4823128600623853,-0.36928033231428004,0.23573262503365147,0.23573525050049543,-0.38443958001883677,-0.34924910081876337,0.41416578178535723,0.3839815149257642,0.045657137959728346,-0.4245741252005204,0.17222888495121036,0.2541489372658287,0.12720062892790382,0.14954429309444367,0.31701334687929306,0.35012035886304793,0.29863054091316465,0.30975498541544944,0.27546597600311956,0.12064729490757227,-0.16695492618699478,0.10284437453667983,-0.50668594141823,-0.18876687509845336,0.5030087794993863,-0.2799972467825826,0.19268576210773716,0.00529247518457609,0.2134233493201734,-0.5425271703495084,0.3430882460984496,0.4554148291121219,-0.4417050729051694,0.10095149926471794,0.13348453612055225,0.028517976281634803,0.045083219723049316,0.2538381161181217,0.15505185170567196,0.48893710477674296,0.16443723760323872,0.12411071860251044,0.14312486081402462,0.13427646356095707,0.40777717104329947,0.1480040864286352,-0.17145202378878635,-0.4162960833612203,-0.10740325670792786,0.5402620182158626,0.4425858824148358,-0.14624631523453924,-0.5208652347071034,0.5923337438884232,-0.3194623082117722,-0.03597512914855538
Lingual_R,-0.28008813621992074,1.0,-0.04090557583177691,-0.19033728964455027,0.25813268665475264,0.5925075170545498,0.08057268136391679,-0.19583809440887198,-0.19175426353970695,0.11048706297689331,0.6155581444872272,0.16770802668789758,0.09618767591881683,-0.07228032559804551,-0.15858223882322944,-0.2707127112166005,0.256927146656459,0.41657449157590504,0.5866649546705187,0.15002374897613632,0.3539903728948428,-0.22967062307741387,0.39700843304433536,-0.3600464162457643,-0.2933746143393192,0.06122728078412012,0.6012925169361163,0.06543138479263402,0.0032097344561952948,0.43118251895281834,0.28998743776411007,-0.18892604759279144,0.3318599022459434,0.5505259093809531,-0.1032408319702505,-0.19906032666323778,0.03299843732377237,-0.06727138232171355,0.06323823413444676,-0.1501194581339667,-0.09029694749557082,0.2378060235039613,0.4398579852513587,0.16012557521141832,0.08301376494049159,-0.04785633426483147,0.26604994375907814,0.276953171957203,-0.13513525620168396,-0.2533761169296626,0.16553334513327628,0.24463768027256066,0.1086479180875549,0.19272608269611585,-0.11576751141399513,0.3808417415072747,0.45079710740138124,0.16862809397885928,0.12969156866089832,-0.044566724656649015,-0.24291025095923036,0.4846644235317521,0.45761059043072055,0.16356401844158053,0.20676308474641406,-0.1211422226992961,-0.13430699804936655,-0.009100077775449186,0.2950986367054593,0.3959956079870079,-0.27182957244298606,0.06465097839507167,0.4472971767794489,0.5307383119334588,-0.2122597572556893,0.796886218877664,0.11607330564695513,0.05176898887511999,0.5053118146406578,0.24873436702134938,-0.061501344791840815,-0.25199067648655865,0.07946485712273635,0.6328272571458424,0.18771387052357189,0.11613154427873118,0.23267604559020075,-0.06939838717806354,0.03238966391430455,-0.12107288636172893,0.1342091215949335,0.09984089554692185,0.1446761722702604,0.611467491208126,0.755649606079257,0.3267933794262372,0.26767689844012404,0.28249190011025027,-0.08207699558498222,0.31272964260768843,0.2243238971309656,-0.1278934085856939,0.3212724977670191,0.5469769238645729,-0.2655324639203706,-0.26797429466018824,0.6405139597520161,0.2527399388283121,0.05836309784521015,0.1674480689364336,0.25454619769759085,0.18531667792551837,-0.03676076426216778,-0.1391361848730529,0.011700546294359094,0.27533734518752534,0.25316583067301557,-0.0909438496394809,-0.09200293493708121,0.1523940448899601,0.4569268660272339,0.8607567967024238,0.3198624002495858,0.08426113616555604,-0.3768403087320931,0.15549907634882898,0.4898654578585165,0.003660802121185608,0.9295411725316424,0.325086689458764
Thal_PuI_R,0.5568006541537133,-0.04090557583177691,1.0,0.5425988541874625,0.20447688641669098,-0.4094390528906348,0.2746354927560233,-0.1573813745421751,0.22943273245392629,-0.031801371179182664,0.3294353823225375,0.42511609128141103,0.4268195321893224,0.15649337380425954,0.15627119965414135,0.42520613439787575,-0.16252713250131703,-0.49227332804182,-0.14236808875002,0.1050987456423523,0.13877312936456435,0.2449773847872374,-0.5876814292004839,0.5539382494593361,0.1900015925266593,0.21096688177031928,0.19756350795177452,0.3056474090787847,0.25901142977163044,-0.4693971328881291,0.17182358246621357,0.44041776513893016,0.304867987526665,-0.35729568621060387,0.21190444401359143,0.22289359591042388,0.355136042503642,0.1093004303541969,0.5080562821375733,0.3502108441817918,0.5888736767197392,-0.0033532606835682817,-0.30533990028998237,0.4746389072049347,0.3866904213418969,0.7454484239251018,0.26788768500926247,-0.24257732565019463,0.44603745964044983,0.5923356147185372,-0.10231388237581511,-0.3750251798888831,0.3320781737130253,0.39870457060311587,0.4343842288415455,-0.5305962508755666,0.22755497925945553,0.1438117565774062,0.5363758048846915,0.13891971729137725,0.5286708743340269,-0.2524454959677192,0.20116237690558716,0.14130561443199713,0.42036452814771336,0.5178492627951098,0.5420829018241745,0.5156379581025159,-0.39245440056086917,0.26496698331977786,0.6032503981340717,0.48794230475270284,-0.4645433104389706,-0.4580398738662747,0.5347177820603973,-0.16283331459608802,0.4282289454804374,0.16962663696909944,-0.27513615270628167,-0.18545441925832323,0.4616117133616474,0.5195325972890815,0.05048112027476407,-0.3539530609892813,0.3454453699539506,0.39500915341408743,0.3197020552768184,0.19144710089737357,0.4644870340855629,0.29313553976621237,0.30362213785556436,0.33176849535965336,0.47112986692018305,0.27211468211427425,0.04844079057374316,0.31312814053895616,-0.4413164815517274,-0.28126839386441493,0.4772474277723617,-0.20320907766210497,0.4493483312889558,-0.06070151548192886,0.4687128074758401,-0.4772688618258927,0.33025010999049287,0.5799788562575642,-0.31731278004180996,0.17987224764211274,0.12982612809640956,0.19671167781980076,0.23775708847286264,0.3589132718464802,0.11850039079701573,0.5229412722610849,0.18394643807091723,0.34801891082439895,0.2660660204563926,0.2029543370448291,0.155161873104412,0.27681949910460246,-0.13960762972550486,-0.257558406842184,0.023883756374872413,0.7014044930364098,0.5082852463522406,-0.10271065431736956,-0.4354523966877875,0.6205711893853616,-0.10170019554179796,0.011433600774185197
Thal_PuL_L,0.5639735780819515,-0.19033728964455027,0.5425988541874625,1.0,-0.1103318470079386,-0.4136455041792004,0.18354107020367133,-0.25484314678230485,0.2407732289863338,-0.1317428731545764,0.11493621617013812,0.22581274736621357,0.5537139686155054,0.20655544513259164,-0.029584366669328382,0.6243955199909483,-0.2901939001620125,-0.749792023867628,-0.3627779490948478,0.1559596364576461,-0.09763843050074869,0.4149313734668094,-0.5367893721967162,0.7586253224443885,0.26658709678542414,0.14701178343471244,0.035507842522228564,0.31671931579802853,0.15774481488677664,-0.5036351685523454,0.11105767244924379,0.44520819690418123,0.3050173828583542,-0.22435816645945267,0.02207967209545498,0.33598398372433613,0.29454803011962916,-0.11289641250700698,0.6178608190112018,0.12749821300524627,0.6563564884401906,-0.18393413044941376,-0.6194082753858347,0.4129063337390466,0.6440593574964703,0.6379257895034645,0.1774735314903377,-0.36404580578247525,0.6782629496849959,0.7268101154362911,-0.4246716421801069,-0.4288827495333193,0.2082634343157096,0.1895317424995771,0.3102444887186185,-0.46998690330212667,-0.012379788528416527,-0.14358918503954057,0.4986394289532123,0.006663669845467768,0.5075559045595817,-0.19328743749668237,0.29575067555968293,0.3416904552166242,0.2970092181914487,0.4752337693315364,0.3486693554933197,0.4926630365937916,-0.5642522451669237,0.03171538683839965,0.7359534892869243,0.3604565926749382,-0.40841575285338705,-0.4483956139403777,0.6089814364669979,-0.3277749162805897,0.2752842661821563,-0.05595114946544774,-0.5552068625267015,-0.2897053427282632,0.7538631226675304,0.40731172672805493,-0.2060257786040776,-0.5434021102355227,0.2981868700552676,0.4877637095547659,0.15214044132636445,0.06963486822342425,0.3434122342060118,0.04707519406006254,0.4468093131023518,0.4741936136623594,0.47090340932765506,0.32647416165811216,-0.12748281625531102,0.07343449027655376,-0.6422209320035166,-0.23541601592199576,0.5510811285833339,-0.520469024903114,0.4830973349381263,0.14606047061694183,0.2390236584927442,-0.45253922858484447,0.18267614256876796,0.5007219100689095,-0.3945773211632296,0.10014013240225464,-0.014090455466843831,0.150334469851431,0.14325679944112404,0.44053838474906776,0.026703775047737834,0.640483307472754,0.10832606116621996,0.3090196445044657,0.26338700935737647,0.2006392047658103,-0.05862479772441692,0.11550760569189412,-0.1502525350124112,-0.37582751142990467,-0.07563849619230958,0.533356938684478,0.5945754861149695,-0.32175872901688357,-0.3231339758110768,0.49437764735986,-0.3462307860736663,0.12417396871230238
Putamen_L,-0.1183523926502865,0.25813268665475264,0.20447688641669098,-0.1103318470079386,1.0,0.12142514372268773,0.3993305112310073,0.09276421425316876,0.0617169948514883,0.6271227263784718,0.36143308912061733,0.39961298326123706,0.24090134072323324,-0.22024766542206217,0.5422043362296283,-0.17307301161180216,-0.08906627510410452,0.08812657960117334,0.20665737275105567,0.3200970849427881,0.3541022001788392,0.3373162241113174,0.23481114110058904,-0.10899381283342098,0.11789061180653204,0.3496920501188216,0.24796681557505185,0.08293634370370877,0.3788504676430901,0.08723230338218652,0.5453070237523479,0.3542459409999855,0.22555902200775643,-0.31497563551641694,0.610410881411903,-0.07444209413976179,0.22461768598404352,0.6476785595537677,-0.024701775477784817,0.6288669022502033,0.22943738482408993,0.5643899597765143,0.08812715136146927,0.29636596558067685,-0.13590593826640832,0.11442675285600078,0.3912185773901519,0.3169985911830905,-0.10536850153012466,0.13739253559370107,0.4044608493192768,0.5099515398817931,0.35946965275260234,0.40920053080279634,0.21953255994547702,-0.1106152424064274,0.6207735468434357,0.1530775987926865,0.3415640221001743,-0.29686001062226264,0.08804187821084439,0.11033921774868566,-0.2852863567473802,-0.4939354672097878,0.45589702037946594,0.37514285996061764,0.4923118874972623,0.3352686147452105,0.31496725858769387,0.5237214751618681,0.06977149055394313,0.4883014090453822,-0.08192219290061119,-0.30020690969316544,-0.16351073211597314,0.24109397001020988,0.5678464666488509,-0.15554358439454374,0.15076632530296058,0.489253271690181,-0.21708375201226157,0.33302782212106913,-0.010510804058015447,0.15002003168307232,0.45635174567004,-0.11812201580764371,0.3284612185137792,0.32260917975578646,0.5394486738232895,-0.3606908935201158,-0.19235554169908922,-0.2852986875265144,0.1945373848784997,-0.08296684019822874,0.3657993867160913,0.11341621770693175,0.5120750115858,-0.31208662503957246,0.19699434032170499,0.3779125467670594,0.2058777718928941,0.03773400273275946,0.3319590025362221,0.21478567963434372,0.1036682499923825,-0.07872737381686955,0.3795971712152481,0.1310512484805228,-0.31140305002886903,0.4956717510409658,0.3961459171485728,0.13446859728475466,-0.2565530801913173,-0.2755414203540237,-0.2987063828984849,0.18530785817055717,0.12198935990948885,0.2961846322301124,0.09537739078485662,0.23694976388011796,0.23798769105296586,0.19322524614916645,0.444819542327298,0.34482859975243013,0.16490328719832417,0.5118158119822176,0.1997909834771743,0.06842047957385272,0.22336014885607924,-0.4092285615758916
Cerebellum_8_R,-0.5260422685660141,0.5925075170545498,-0.4094390528906348,-0.4136455041792004,0.12142514372268773,1.0,0.07909270998797803,0.016435167162785726,-0.2624861133525847,0.29038266764401877,0.08826942388602384,0.006003914722456841,-0.08600797194968807,-0.1752255964568624,-0.17971178940856097,-0.44205484763278957,0.5223605492425073,0.47961860729875266,0.3742857701798087,0.049077414699285296,-0.04839289707530134,-0.3246158605375879,0.803365706689717,-0.6339156863944695,-0.29455179242889473,-0.077824105542409,0.1711510685957179,-0.17812722185333466,-0.1890723040313995,0.6869323737680172,0.2907239312460037,-0.2818304257002426,0.1501996115005174,0.6929188017745819,-0.10246163947883917,-0.31522473171658927,-0.31362345972310124,-0.0277552862335725,-0.33969135525967536,-0.1925189080960603,-0.32434709502309955,0.20874005294084408,0.31489911570615925,0.028300731163838643,-0.2246840735041456,-0.493082621164007,0.06326613803284079,0.15842614139368766,-0.3401205531934906,-0.3372724198176811,-0.08063691620830918,0.5635826261051818,-0.03994658868447568,-0.06716543238776888,-0.22296516575873704,0.7393753214092944,0.1633715397601062,-0.2796678617120815,-0.15898069392002337,-0.35456360407930976,-0.529831628208107,0.7010127502239768,0.11276225573138231,-0.038172635968292165,0.03453502147213253,-0.26098870441291316,-0.4072065781758016,-0.17227510514074737,0.5739542137727008,0.2668217873278037,-0.5777446857119158,-0.21634636972316162,0.7858559499977302,0.6375732595449469,-0.4362868029011635,0.6702354355039982,0.0001498482151979359,-0.13863889137909083,0.36178230084828106,0.5573243737217277,-0.17435626279658306,-0.4744933258442623,-0.3540127941287952,0.48582725569579316,-0.015404915901214398,-0.10346562156393665,0.11769026395107945,-0.14586982077762461,-0.06970931084602379,-0.3477433741751247,-0.24455825013092575,-0.1607028686121812,-0.06586676884862325,0.17079873063803228,0.4161881854815628,-0.018551397138737657,0.585363706550849,0.36356275961187917,-0.2568748826274598,0.26410877422501344,-0.08138730193065251,-0.2821750310966017,-0.05980949186189016,0.8998480357720505,-0.37936373446416677,-0.47760453037045664,0.8045690873807276,0.12262155034934936,-0.3472821969173245,0.06077484134346393,0.08476365099164403,-0.01958297506197299,-0.3620971226594121,-0.5350011225161534,-0.3039999236658912,0.08468855526167118,0.12488696346149748,0.014753451409546238,-0.11799123636616408,0.05539742065573616,0.5824501872066515,0.7036833160361735,0.24362034896535587,-0.3242482099077384,-0.5939468883876217,-0.041054940613506875,0.8817073216469015,-0.4382260346977438,0.6122920078093887,0.15052069199035922
Thal_AV_R,0.17694334016956714,0.08057268136391679,0.2746354927560233,0.18354107020367133,0.3993305112310073,0.07909270998797803,1.0,0.09817716809952183,0.3039443960614709,0.5660683860618134,0.4376701560968926,0.7596552315499754,0.28938208756813016,0.10292044700658877,0.44010305902330515,0.09717120025457218,0.2169492599544562,-0.1566800720230982,0.1825908196556692,0.274037343849676,0.028007689971634383,0.4330729331066616,0.03511788348291675,0.13092916766771104,0.2335732617217642,0.2588089151184106,0.19168538782591604,0.18336782997810583,0.1062884943238399,-0.13941743830761602,0.596575053076274,0.42282524341556416,0.49065503557420387,-0.26512685059120517,0.5424348432636178,0.11715915132450147,-0.08786557880134414,0.37355202073182625,-0.19601135872146386,0.5340888395020699,0.19248769902349358,0.20038169222792196,-0.2376019607704761,0.7439784704596135,-0.20747805049017895,0.07346041716619352,0.17909410922492897,-0.3126441536905751,0.14649965470571388,0.41720994054152966,-0.06530448434806645,0.2774080185910752,0.3087854581160812,0.45674882607628137,0.572080489085364,-0.11269459140856733,0.12147213507288443,-0.19607617249644335,0.5311690092114105,-0.36896807139821175,0.2587505242409607,0.3744278625957234,-0.35147288875072236,-0.4393285761984413,0.5697385037548269,0.6183535181086894,0.47184159095256006,0.6143501498252272,0.336143748242305,0.4717621485693632,0.15629707032861942,0.3443812324655562,0.07467792570832522,-0.34890642288323664,0.159985279494285,0.0324204061171511,0.72461927778758,0.12983523298866143,-0.2025974536586088,0.34555908669068974,0.047367975864041845,0.31747870221597996,-0.2934591728570986,-0.1972118621131521,0.3812542555335589,0.042473709578015106,0.6719240453999257,0.3936379474674901,0.8156277698937295,-0.06337340322048605,-0.4085503716429982,-0.22836401750748406,0.26779618327521737,0.05286884032287968,0.3119470681636554,-0.1490548662455379,0.2459933492509673,-0.026795934920772566,0.6003343233797002,0.032231532301114106,0.18687688886833947,-0.08279001173016944,-0.08456510019184343,0.060119401172033966,0.03659768653537044,0.30282045383821843,0.2254045427288507,0.3409880417523334,-0.3993642478167644,0.35741873810485475,0.21173875345582208,0.1876479813845368,-0.37023404916146535,-0.11665952210533052,-0.260557811524617,0.07761218987873687,0.3937193001420658,0.5391868403975166,0.311128066894927,0.6484590434446639,0.24145376756784198,-0.02590740034053256,0.5037991188339275,0.43340355632021627,0.0287163575201225,-0.05303480851635154,0.02796008742564145,0.012996850357445067,0.043186557329275455,-0.5108247706443039
OFClat_R,-0.010834755479778262,-0.19583809440887198,-0.1573813745421751,-0.25484314678230485,0.09276421425316876,0.016435167162785726,0.09817716809952183,1.0,-0.04278077408028062,0.20481464199452845,-0.23412092706522847,0.09284330262550057,-0.3466892497651808,0.08384049155579947,0.18301287426235954,-0.1998392430536655,0.15429703108653547,0.043905558281966774,-0.22462122414024113,-0.3494736508209724,-0.2556290126145411,0.14942342431731348,0.21473012927770074,-0.05932778089551785,-0.03894394072766905,-0.2892954613249243,-0.24256460787204964,-0.021795461057042623,0.17069992323653724,-0.027473958679361733,-0.0358895267086651,-0.032143416992228314,-0.20362578564079403,-0.1310941291690576,0.3605404878242247,0.0715953584396987,0.051783612636920724,0.3489940600979108,-0.37993704502030895,0.2451434965687583,-0.07781339303522176,-0.008744025228935498,-0.07628704161056334,-0.003947850953164836,-0.3602393714427778,-0.2248041860785508,-0.1898115863887494,0.0686993337790043,-0.2907550865146746,-0.006031877758431796,-0.044225931738972164,0.2624763450839746,0.08891800468629066,-0.06291902409723858,0.19550231690118378,0.2619065343927939,0.03223996182998765,-0.07519453195215801,0.036447827065790604,-0.015625628821445036,-0.0010375934175031886,0.06487685300219605,-0.3191318195912255,-0.3296718278941276,-0.14492257058541105,0.07525269706540784,0.08169190933583702,0.04760499182748128,0.38845007663589026,-0.15250817527624055,-0.1516904296487074,-0.028493837016628602,0.21108573850473544,-0.06396664197223345,0.06683880758813225,-0.27705039137302,-0.05056133727429236,-0.05894576039183864,-0.19904741314763838,0.029734691215132704,-0.1634106955976338,0.04716474433472425,-0.10633495784132332,-0.18915326891178427,-0.2242360325858901,-0.27118309631201176,-0.08245928944819955,-0.16423168970337104,-0.010260952714161598,-0.029800043613914688,-0.32168669266772393,-0.45657229915902536,-0.1663351740698401,-0.43593345683522744,-0.22620748491876683,-0.18385411933639062,0.3172056091975861,0.17624557882762737,0.06116217576868179,0.029574959138884995,-0.35320946290007704,-0.3156188351063685,-0.3055911497028036,0.0829337892885961,0.37635488389183336,-0.06715254753517866,0.07841323339986978,0.0624643325581777,-0.13876676534223173,-0.29499023519092726,-0.3842598156352091,-0.08750992782770164,0.051876598452299666,-0.34069980016162843,-0.02835250217507405,-0.2097296166655652,-0.07673398943475566,0.035581647193565276,0.2839037967030883,0.11118076682357732,-0.15151996247074376,-0.13644154910108197,0.06805962084497834,-0.21242003128765494,0.033972033249937396,0.05487507925733987,0.0659480877612502,-0.20592903774197358,-0.17899033474600265,-0.3621128408484163
ACC_sub_L,0.28959849844540625,-0.19175426353970695,0.22943273245392629,0.2407732289863338,0.0617169948514883,-0.2624861133525847,0.3039443960614709,-0.04278077408028062,1.0,0.2646804582708631,0.03276411830403034,0.16408760616500379,0.29900188363820085,0.22334539381927906,0.4702459855382861,0.47341997091841287,-0.12894990486206018,-0.3438225628016861,-0.062309685687886224,0.46801465421922317,0.13491529394318888,0.4081257081339464,-0.19440990173015102,0.2439550411671417,0.3091431236092129,0.4298814776148321,0.12436470119777711,0.19580554639272862,0.23641251744280445,-0.522479363505189,0.14451776936189514,0.36540687325263616,-0.07209410600369508,-0.49197596273533484,0.4000210669088304,0.05837147521855452,0.165767345346461,0.3452600908134959,0.11718572305436054,0.36767833156926544,0.07671421092939715,0.18566650679984642,-0.35709339607405777,0.18882848112416636,-0.05332491427264853,0.20733751781759732,0.1556652485726154,-0.07329188330239342,0.1992300171658355,0.275363595613916,0.05562030084613473,0.11290707259807743,0.02127327058824624,0.31908867684846354,0.3121037951453037,-0.2908949999753939,-0.030324254527097177,-0.09206817497068326,0.1278939658614142,-0.2855820341621961,0.41427009503234374,-0.10218351267970856,-0.2570643598209329,-0.2599337515971675,0.23484920017962335,0.2743724610133414,0.4411015765087703,0.24033329833844708,-0.06520181155957429,0.26234417247753955,0.1686923928347856,0.19116897145983394,-0.3374808029147072,-0.5296773485750079,0.12166948577078603,-0.3413794209087215,0.2124375432668752,0.3010860293981992,-0.2521891499305176,-0.004448472472299194,0.06050672702978266,0.2601124131144613,-0.08672637422004947,-0.2498991693720191,0.3959387111981699,0.024460791193477677,0.09052627045243172,0.39775626356211596,0.29549306441596435,-0.052655274221482674,-0.11997555487998067,0.06742870795440155,0.21326023076139988,-0.16785909521333325,-0.15906501687542332,-0.15456530985667052,0.029392764948752634,-0.42865435683780584,0.24015968342174956,-0.13008279136669862,0.032765952642080626,0.1746162804318643,-0.03441062106980209,-0.1329054135395358,0.08691971777094698,0.10853369991371288,-0.11494568612613831,-0.06540501551007809,-0.23191737247674404,0.417355324542171,0.17824421209436703,-0.015493769816277682,-0.14592098140059895,0.1599087994150921,-0.22938641207529184,0.07734880372818975,-0.15738660331605034,0.3287244610651097,0.36008963757105705,0.020037261175391972,0.028860690012208198,-0.28402741924458,0.007872792402812034,0.3240455659086407,0.31282847125243035,0.15823270432036157,-0.11259880518756105,0.34106852310740554,-0.3073980916447484,-0.334831224563627
Heschl_R,-0.10335844084324737,0.11048706297689331,-0.031801371179182664,-0.1317428731545764,0.6271227263784718,0.29038266764401877,0.5660683860618134,0.20481464199452845,0.2646804582708631,1.0,0.23412127565906246,0.4112196345507964,0.19918286298514978,-0.06913826912874915,0.7018909317666975,-0.06437715883363422,0.062370306672126966,0.05048695473742631,0.25542704196217053,0.32676052105283176,0.19573149305550155,0.46674425852248247,0.41565527015587705,-0.17454664501905717,0.29515433816162134,0.36489215329725627,0.19553260658904603,0.04203714991467286,0.32354754490391063,0.10627370587386872,0.7106350986844531,0.39210260461965124,0.2041279278267693,-0.3014948048191775,0.7535910569862813,-0.021703892179490654,-0.016437720920900917,0.7747821036904337,-0.30607820893613036,0.7236199598167592,-0.024647763127108403,0.5173472312037597,-0.10900304958369274,0.35450607957524777,-0.39498903858493534,-0.22070898542916373,0.20817908255840215,0.1437619566058776,-0.10044233854323005,0.24893630092854685,0.2196722608086423,0.7623933385476982,0.17748657390666944,0.3769129822549107,0.31132023719248303,0.10452199366633814,0.41798220891003546,-0.20681464348331108,0.2807933599171347,-0.6881213166097015,0.03592646709592865,0.34413151316234203,-0.522029873563034,-0.7025810122745871,0.3495762145815576,0.39563717899399714,0.3578187351480001,0.3741914161755886,0.6043216079623193,0.5075588808677666,-0.09825218705749036,0.20562596022679147,0.15308823343276917,-0.3203648277966984,-0.312974344830311,0.16763911130027082,0.5768831460640174,-0.14736923104964003,0.019840145562055628,0.7285359468546136,-0.23907964418039016,0.12260694498407915,-0.3518704993056988,0.10204877663786019,0.3788290560402129,-0.3523207529815845,0.32483867875983274,0.4644902472614822,0.6015025893088286,-0.4449755444289943,-0.4925237748779127,-0.43000062665445493,0.06787123764505544,-0.2298689110160047,0.34714651749076875,-0.36059423572129995,0.720769904867016,-0.2099541263885605,0.2521751390097806,0.2683596481497379,-0.0485906562097146,-0.026364128605325002,-0.12658641918264893,0.3987453931947078,0.04294950414889152,-0.10328179812561471,0.5256965151557105,0.10935821997798259,-0.6956394907444818,0.49622259298398036,0.29309773268072686,0.10195389476663973,-0.6189687047920792,-0.4930174718344738,-0.6541129022611207,-0.019237748616816423,0.0668569010351657,0.5797257203086518,0.2211952307953469,0.1889925437349764,0.42134232024907553,0.13078361413592882,0.46573056162482634,0.13640650132422477,0.07039901624724935,0.3867638390425323,0.34309213512244113,-0.14795375642677175,0.07279096326963873,-0.6324359107215597
