,Precuneus_L,Rolandic_Oper_L,SN_pc_R,Insula_L,Temporal_Pole_Mid_L,Cerebellum_Crus1_L,N_Acc_L,OFCant_L,Raphe_M,VTA_R,OFCmed_L,ACC_pre_L,Thal_LP_L,Thal_MDm_L,Thal_VL_L,Cerebellum_9_R,Cerebellum_Crus1_R,Amygdala_L,ACC_sub_R,Thal_PuI_R,SupraMarginal_L,Cingulate_Post_L,Cerebellum_7b_L,Cerebellum_6_R,Supp_Motor_Area_L,Frontal_Sup_Medial_L,Vermis_4_5,Thal_VPL_L,Hippocampus_R,Putamen_R,Thal_MGN_L,Thal_MDl_R,Rolandic_Oper_R,Lingual_L,Precentral_R,ACC_pre_R,Paracentral_Lobule_R,ACC_sup_L,Fusiform_L,Caudate_R,SN_pc_L,Frontal_Sup_Medial_R,Angular_L,Occipital_Mid_L,Frontal_Inf_Tri_L,Caudate_L,Cerebellum_3_R,Fusiform_R,Rectus_L,Cingulate_Mid_R
OFCmed_L,0.15845603778167486,0.046074071533682946,0.0018761073759754842,0.21140826505960553,0.039529418707147435,0.17007096327862822,-0.1831891703622336,0.08358399177921585,0.20330084933163617,-0.10157447424672257,1.0,0.043775235805756936,0.13890751588837344,-0.12265411525955523,0.07044354274551666,0.13384343511223548,-0.06314104261470078,0.2630958639376612,-0.13744978245338607,0.0050017493522356874,-0.006021115429930949,0.19921131768550876,0.08892580995742984,-0.10730273180404461,0.14277886343265803,0.22008947795558542,0.20654212113382908,0.14293308869894245,-0.26862099668920336,0.1459668747905033,0.11786084830811219,0.15871637174318762,0.13655088782990818,0.13625471182001017,0.2632686847598365,0.08371472229316002,0.1565662932067682,0.10562914371131611,0.23827570208367474,-0.07203132315394813,0.06306408971508946,0.06758846164800107,0.02419430060581278,0.18145296201355093,0.26924782862909313,0.19098050842438108,-0.12506854039350843,-0.02156290687991405,0.18960759718935005,0.12708473597615558
ACC_pre_L,0.5526301378469508,0.1126160849062044,0.0739899963634449,0.23057839221673318,-0.017449634765540047,-0.3708937751285509,0.30340497091089413,0.5963318089818739,-0.02939512976187543,0.14119745085071567,0.043775235805756936,1.0,0.012611686911093205,-0.056186999331979924,0.18249479328570714,-0.30821492834052305,-0.04145898685883126,0.33766914573892476,0.31786574805549944,0.21096688177031928,0.19640354182101272,0.30233364306061883,-0.44276802868632836,0.03403336034840779,0.31481904027396634,0.7829992855424923,0.2307641182190688,0.059437788745170056,0.3978827473716764,0.3153102194036707,0.22811507302298092,0.3558081744122407,0.131285213646487,0.019139395422568546,-0.2772268643558987,0.8233825550505761,0.427760863528987,-0.024205253156833126,-0.18853888962928828,0.4610051716474221,0.41062074155317946,0.818122764935238,0.3350748761009893,0.010723266056973647,0.2756577978921988,0.38655721342865296,0.4869667632386902,0.17338292093467533,0.4117923734987617,0.14740180565804975
Thal_LP_L,-0.2295932175483798,-0.07502000199479136,0.2867355410458483,0.013174789115304274,0.1445363410178926,-0.035983346034656014,-0.03442369600983185,0.34032920566221925,-0.44082976738336166,0.384083030101622,0.13890751588837344,0.012611686911093205,1.0,0.3282782086998673,0.5405407379028571,-0.008987530263627563,-0.337584735447354,0.46606924066890104,0.21237645426018442,0.5205220488087435,-0.49468303721499796,0.45019610823573486,-0.03500672735535654,-0.287601894046958,0.08487681248517617,0.09014262239856,-0.05836730925034472,0.3487598583999476,0.08049909819361227,0.19887796667585209,0.21968426729023285,0.4929591159339094,0.15866615096115644,-0.20948307884647763,0.06415311978377004,0.35806153130127694,-0.2578123311130063,0.5828007664167513,0.36068439881773523,0.1883969073968214,0.23241057330294476,0.07530040876245558,-0.5628515844983463,-0.48570359646617123,0.5018029399912873,0.4156027442007471,-0.1549273254748967,-0.11156161652341558,0.15785209983814355,0.18150544456809714
Thal_MDm_L,-0.09116579586693205,0.019520882045729784,0.2586544070454193,-0.19835204291078898,0.20431723501476626,-0.04736041171476847,0.16459431673392033,0.06954388773745052,-0.12476936790360879,0.18001762545889405,-0.12265411525955523,-0.056186999331979924,0.3282782086998673,1.0,0.6994778782499204,0.17028237215864872,-0.081617286866474,-0.1542595378370477,0.09899330882165248,0.27681949910460246,-0.35060929120655926,0.3451128637830907,0.317421971540661,0.06850200255594034,0.0834767358588552,0.02785916591959181,0.276297077251457,0.5218342981671141,0.2500940687593365,-0.05106345654333416,0.21661564386547535,0.31130984584267435,-0.223944347857126,0.1855824630733991,0.0023416704266268048,0.06425962209413515,-0.1607266123899898,0.17810356323302617,-0.1306207027155158,0.3590129594937482,0.07748495354026017,0.02493396473702415,0.06166600439514414,-0.0777538799070438,-0.17032280106713893,0.31518771905801946,0.16658181799083033,-0.021405815777201683,0.06578973481279769,0.21874338977758317
Thal_VL_L,0.07609679803943362,0.23146989163643622,0.241165353370171,0.010431613905655163,0.1338640445269605,-0.13900567421214108,0.18936862646067773,0.37825667735101565,-0.20250773156016805,0.22715442372221273,0.07044354274551666,0.18249479328570714,0.5405407379028571,0.6994778782499204,1.0,0.1023754365226457,-0.09966447394722804,0.055008155879156244,0.23060326594510633,0.4746389072049347,-0.27928768884472677,0.5396682595225973,0.09392128737819362,0.07929508780840251,0.3312530411799769,0.2579356092059923,0.41439464615032645,0.7025818967760978,0.40887897244517213,0.20368385350066234,0.2682928402113527,0.6699824423885863,0.11871365492420606,0.11204381432415615,-0.004295923568815561,0.38729446556701524,0.03167333533181691,0.41720990791522916,-0.027418270845323944,0.5459709195412846,0.40801043307614365,0.28679086178257884,-0.0436300111637238,-0.23672121383403064,0.19302969975872394,0.4368331337467595,0.2769959263350866,0.1668688706597924,0.2525870685167701,0.4638610627875003
Cerebellum_9_R,-0.22638175662077603,-0.0070015593156079,-0.13625195895140985,0.3281558220919931,0.04722558867551678,0.7908469030195995,-0.16499418836738888,-0.5502539983642637,0.5838160912805328,-0.3920693448376615,0.13384343511223548,-0.30821492834052305,-0.008987530263627563,0.17028237215864872,0.1023754365226457,1.0,0.514688562780425,0.021650719607732443,-0.3274044187290083,-0.260491917769028,-0.056838608438385924,-0.007489592438593764,0.7026871658382896,0.4269292728443681,-0.14640008126599316,-0.14489991520945206,0.2713074571900503,0.21276563769796242,-0.3815326886133522,0.025555428330377904,-0.21823846101330238,-0.21477545498631484,-0.265630806857171,0.5207723322063711,0.10207224687656018,-0.4038044404781621,-0.24556259336754416,-0.208485699781945,0.3582322597138169,-0.10917270837051431,-0.4632463338612805,-0.2626272239557409,0.06890443764093787,0.5524926405325752,-0.16328143631610867,0.23725994075400877,-0.2529296784445237,0.05390380873335592,-0.14225130602763858,0.04859438015132739
Cerebellum_Crus1_R,-0.07102844132177077,0.20143230413708862,-0.308507829409002,0.13227399654990574,-0.5479486277347754,0.5788266130552566,-0.033914605306039035,-0.4517518452989266,0.6607977150046047,-0.6497041090561593,-0.06314104261470078,-0.04145898685883126,-0.337584735447354,-0.081617286866474,-0.09966447394722804,0.514688562780425,1.0,-0.3157342129889948,-0.2472880266707955,-0.4772688618258927,0.2416539853041033,-0.06184472219799476,0.19784739532741635,0.8915069025378011,0.004600784226992572,-0.006838805653121732,0.328732503247357,0.07054195972425965,-0.1096930370714655,-0.18079962980654868,-0.15855335803058623,-0.32897281088742925,-0.28035603164344725,0.531404867552822,-0.43306061930283496,-0.2743789471041633,-0.22679419999071979,-0.35211072302772545,-0.022292149932279667,-0.09850512786340249,-0.21146568925174683,0.11292114366677597,0.22246402397388668,0.38772419317354784,-0.4466429588132965,-0.1264344766508558,0.1713280774627827,0.5567363609480286,-0.08383695234293599,-0.08812587217179547
Amygdala_L,0.23212965853698175,-0.1421472641571115,0.25781639673942647,0.5321200239171126,0.3687084148114162,0.14479095010459972,-0.08837287740606989,0.2934905582140624,-0.12317119790115294,0.28029424116131735,0.2630958639376612,0.33766914573892476,0.46606924066890104,-0.1542595378370477,0.055008155879156244,0.021650719607732443,-0.3157342129889948,1.0,0.005914941277400128,0.33176849535965336,-0.07605921739722447,0.2908498598633087,-0.09543127223934111,-0.36011520859187274,0.15818145039446857,0.416753257158452,0.05088025583772963,0.022341446478801204,-0.2532158859157357,0.5082258619869615,0.2250993140387013,0.2824167640298911,0.24522916208327236,0.044683622028124224,0.3280453833324063,0.3922150269617106,0.19166872649453365,0.1220331951571065,0.6348488671533146,0.15015346301366023,-0.08786569097614991,0.2171664976228783,-0.21167103971497095,0.11761598897783064,0.6988954037841187,0.6188451638714859,-0.1417547121160719,-0.17290636409168322,0.07350211410725457,0.06819541903655739
ACC_sub_R,0.010317406198335514,-0.06296999410199376,0.14427445926066684,-0.21247031628736657,0.012223933547385253,-0.4284190227038697,0.16616265173569733,0.3895321638044669,-0.33533235969912545,0.23306005755260972,-0.13744978245338607,0.31786574805549944,0.21237645426018442,0.09899330882165248,0.23060326594510633,-0.3274044187290083,-0.2472880266707955,0.005914941277400128,1.0,0.1900015925266593,-0.060193304372117735,0.11971154361115172,-0.2938339259358351,-0.13384325808783598,0.001932546537297181,0.1756278768427997,-0.0896172279676438,0.07853516078541498,0.4172965827875497,-0.06490274211228625,-0.01635655528731578,0.2601085890590816,0.04330066378347475,-0.32614902294914405,-0.25979044839202964,0.4303399354411648,0.03674698976638696,0.15616647045207677,-0.24651555561977548,0.10867819155272336,0.36403063760444826,0.24986884748791002,-0.08653193822224212,-0.3849324950048925,0.09201225864560497,0.0053600534014207266,0.2487093084589891,-0.03663820750939798,0.2744901886249495,-0.036320453146373124
Thal_PuI_R,0.13877312936456435,0.22755497925945553,0.22289359591042388,0.04279312592513977,0.29313553976621237,-0.35729568621060387,0.155161873104412,0.38370905188150445,-0.4693971328881291,0.6177126505315692,0.0050017493522356874,0.21096688177031928,0.5205220488087435,0.27681949910460246,0.4746389072049347,-0.260491917769028,-0.4772688618258927,0.33176849535965336,0.1900015925266593,1.0,-0.24257732565019463,0.3944715185473955,-0.28126839386441493,-0.31731278004180996,0.26788768500926247,0.23775708847286264,0.04844079057374316,0.304867987526665,0.3502108441817918,0.4687128074758401,0.3056474090787847,0.5384120737518253,0.355136042503642,-0.10170019554179796,0.18394643807091723,0.42091281162912475,0.1496450259677937,0.5888736767197392,0.20116237690558716,0.39870457060311587,0.2449773847872374,0.19671167781980076,-0.20320907766210497,-0.36951855967767133,0.5080562821375733,0.3621779101329532,0.15934648344241714,-0.03090593833072206,0.0682508542659942,0.3320781737130253
SupraMarginal_L,0.5848524298942305,0.5227233129148678,-0.09740514845482871,0.32123873071954684,-0.17785839140116153,0.021983898038585824,-0.009412044889524636,-0.09580263875765607,0.31395086296962194,-0.24748466639826802,-0.006021115429930949,0.19640354182101272,-0.49468303721499796,-0.35060929120655926,-0.27928768884472677,-0.056838608438385924,0.2416539853041033,-0.07605921739722447,-0.060193304372117735,-0.24257732565019463,1.0,-0.05706903919999811,-0.09596392456763647,0.2628852471029363,0.3449828202402814,0.22158595541505183,0.19701080819621727,-0.13907852221478215,0.03404974897767011,0.26717081156636013,-0.003201591505371814,-0.045756073044158276,0.2970162402900529,0.265540181139186,-0.05002899923460605,-0.0042541339688675905,0.5803341630983877,-0.22308738610590656,0.01893027211689262,0.01821849976670085,-0.01792988194430399,0.1885225919782342,0.6541146460604116,0.4469799694610678,0.13486181461426544,-0.029224834542587123,0.31807906745244413,0.3810287217623685,0.04062750830075605,0.0697146150062942
Cingulate_Post_L,0.34854680025472723,0.3730020583079049,0.18561633509452508,0.12454547799021758,-0.02741575475602628,-0.10060359720165328,-0.016734654527607893,0.3425759773861073,-0.15143169696324604,0.2131332645580819,0.19921131768550876,0.30233364306061883,0.45019610823573486,0.3451128637830907,0.5396682595225973,-0.007489592438593764,-0.06184472219799476,0.2908498598633087,0.11971154361115172,0.3944715185473955,-0.05706903919999811,1.0,-0.1061221981232635,0.09947064079118044,0.5760343840797344,0.5948934038477847,0.5311204577629283,0.3516503312328971,0.3110563889690027,0.3414416097866454,0.27491789585172155,0.5651705632955998,0.24332833851165403,0.22108899826992262,-0.05508956932193957,0.4561696993880278,0.1558747653709949,0.45121009419702923,0.16788720183141548,0.3703000374215996,0.3323602426646737,0.4516726854040004,0.06882203182142489,-0.05386514454626616,0.41656149965073797,0.47842414244175013,0.27700134597090814,0.2895251179770996,0.17396931358521758,0.4073028169463893
Cerebellum_7b_L,-0.2719450997237198,-0.1538367591938525,0.006630461011781047,0.21006692116319378,0.17952687514558024,0.6429964642727009,-0.059772413577792935,-0.4713247579478062,0.3383134612555157,-0.26830505463065435,0.08892580995742984,-0.44276802868632836,-0.03500672735535654,0.317421971540661,0.09392128737819362,0.7026871658382896,0.19784739532741635,-0.09543127223934111,-0.2938339259358351,-0.28126839386441493,-0.09596392456763647,-0.1061221981232635,1.0,0.14333277628619598,-0.2496917334603389,-0.3433149476571159,0.18970083164492646,0.238009533853325,-0.4270840516109968,-0.14356487735896206,-0.13175942684700367,-0.20467826962373828,-0.24507912461668493,0.38917933655290843,0.2986382289143673,-0.48987173169195136,-0.1925799033497365,-0.22060075680088476,0.22673072363426436,-0.13180595934308736,-0.3614229826899194,-0.45279378471956194,0.04622476220802006,0.43992846073868963,-0.22800427254232492,0.08308932874683571,-0.33170327151809836,-0.14180937776113015,-0.1722491243054041,-0.05339345686266314
Cerebellum_6_R,0.05181121292313028,0.3306483913631632,-0.3142102922465425,0.05899619358515957,-0.5063071671748335,0.4390824263792827,0.01452550933067867,-0.31990405043981085,0.5436199431551796,-0.4431609458667284,-0.10730273180404461,0.03403336034840779,-0.287601894046958,0.06850200255594034,0.07929508780840251,0.4269292728443681,0.8915069025378011,-0.36011520859187274,-0.13384325808783598,-0.31731278004180996,0.2628852471029363,0.09947064079118044,0.14333277628619598,1.0,0.10371922331512477,0.09412252901549889,0.4938106233760904,0.19654288112698662,0.10239663174525397,-0.1222992668450896,-0.13107367604704165,-0.15646646003248954,-0.2473236662056626,0.5942589169850107,-0.5110603251401731,-0.15525335135041607,-0.12443035013594692,-0.2505090382874941,-0.05895985524077853,0.03495172500037124,-0.0688221177349429,0.18725326144254129,0.28345132290511565,0.31892146792304277,-0.411218034260465,-0.07697284824758852,0.36803811871438896,0.7086112431616537,-0.05114866281251091,-0.021825760874043094
Supp_Motor_Area_L,0.6814771494351172,0.5011522071003589,0.1290945872252897,0.14090973260932643,-0.0785202108145046,-0.2004091939977185,-0.05373240875043281,0.3221352857603822,-0.044689157632950706,0.05181787832163465,0.14277886343265803,0.31481904027396634,0.08487681248517617,0.0834767358588552,0.3312530411799769,-0.14640008126599316,0.004600784226992572,0.15818145039446857,0.001932546537297181,0.26788768500926247,0.3449828202402814,0.5760343840797344,-0.2496917334603389,0.10371922331512477,1.0,0.5905964407560057,0.4747948965946609,0.20171539728152368,0.23449730024747834,0.40913231136167305,0.2976225507999344,0.4319363783780154,0.40583323837498814,0.17870473174358872,0.12682430178215442,0.3637561206351587,0.6015346666928592,0.27708691195382795,0.07095955470530509,0.40175171758886496,0.2781605079569019,0.5708311857749568,0.3843282345884325,0.11646252910951331,0.43282352191239654,0.312191043670204,0.32163325911609864,0.39770277444897184,0.10616384214844159,0.48902002350450313
Frontal_Sup_Medial_L,0.6741671638769784,0.2686391016561279,0.116732606648146,0.24040423624359225,-0.03860511967824178,-0.22143844614813493,0.03502273372122057,0.47738133598818344,0.07398267396350833,0.04766252434429298,0.22008947795558542,0.7829992855424923,0.09014262239856,0.02785916591959181,0.2579356092059923,-0.14489991520945206,-0.006838805653121732,0.416753257158452,0.1756278768427997,0.23775708847286264,0.22158595541505183,0.5948934038477847,-0.3433149476571159,0.09412252901549889,0.5905964407560057,1.0,0.5259664264052142,0.17609603128899265,0.32657075539361663,0.4571949047560552,0.26027810135491325,0.4112729163828405,0.1611507551618785,0.23062669976505887,-0.18153317273537925,0.7466010969625105,0.4816762497530235,0.09058852813790008,-0.03670505284129702,0.4643650527484034,0.2956760350971842,0.8402712728115919,0.4455499776197907,0.2101777753809969,0.35160175160569307,0.5604723694216465,0.461252940550102,0.2569851640833352,0.2976427158918426,0.2905315660188281
Vermis_4_5,0.516853017014163,0.44721896433793357,0.011387426392165332,0.2353559218400926,-0.08424965048998591,0.22840974633433453,-0.09072263827446503,0.01942493277966414,0.33318246851174327,-0.1718656922561703,0.20654212113382908,0.2307641182190688,-0.05836730925034472,0.276297077251457,0.41439464615032645,0.2713074571900503,0.328732503247357,0.05088025583772963,-0.0896172279676438,0.04844079057374316,0.19701080819621727,0.5311204577629283,0.18970083164492646,0.4938106233760904,0.4747948965946609,0.5259664264052142,1.0,0.45785282199162153,0.13588983129807722,0.2808232402461018,0.14495043704555097,0.26450056888769535,0.0362730362660304,0.76102393830592,-0.07309055129372945,0.1701957393638121,0.3405222141883572,0.010120842389448754,0.14021330524710088,0.39737969552503316,0.047721607794164976,0.38710218437400806,0.4448738178042546,0.47019594890081573,0.050827407108076386,0.3990069029363934,0.4212798436101711,0.49476320882802727,0.034844123355348484,0.22791615806524143
