,Cerebellum_10_R,Cerebellum_9_L,ACC_pre_L,Thal_IL_R,Occipital_Inf_R,SupraMarginal_R,Vermis_6,Occipital_Sup_R,Putamen_R,Temporal_Pole_Mid_L,Frontal_Sup_Medial_L,Postcentral_L,Cingulate_Post_R,Caudate_L,Thal_PuL_R,Thal_PuI_L,Frontal_Inf_Oper_L,Angular_R,ACC_sub_L,Occipital_Mid_L,Calcarine_R,Frontal_Mid_2_L,Vermis_1_2,Temporal_Sup_R,Amygdala_L,Thal_VPL_L,VTA_R,Frontal_Inf_Oper_R,Vermis_7,Pallidum_R,Cingulate_Mid_L,Precentral_R,Thal_MDl_L,Thal_VL_R,Thal_LGN_L,Vermis_4_5,Paracentral_Lobule_L,Temporal_Inf_L,Cerebellum_Crus1_R,Supp_Motor_Area_L,Temporal_Pole_Mid_R,Rectus_L,OFClat_R,Thal_PuL_L,Parietal_Sup_R,Vermis_8,Red_N_L,Amygdala_R,Cuneus_R,Temporal_Mid_R,Cerebellum_7b_L,OFCant_L,Cerebellum_Crus2_R,Supp_Motor_Area_R,Fusiform_R,Occipital_Sup_L,Cerebellum_Crus1_L,Raphe_M,Cerebellum_7b_R,Thal_MGN_R,Lingual_L,Cerebellum_4_5_R,ACC_sup_R,Cerebellum_Crus2_L,Cerebellum_8_L
Cerebellum_10_R,1.0,-0.34513513305957877,0.012216825013024879,0.08991940790950574,-0.6341868580744503,0.14216197035833966,0.021086182341050568,-0.38485662070174603,0.1570114225992,0.4020498887814974,0.07523217715095848,-0.3645020267360401,0.456540022036384,0.3001176373686016,0.47583291906049846,0.47417514631344315,0.27332179979637977,-0.051778808753934105,0.10853369991371288,-0.38009308925645197,-0.3983173805768472,0.442761746747402,0.33385751784639617,-0.05588087991896814,0.25612830208947684,0.22636298963233703,0.567303609080366,0.0503957990702511,-0.3535039949581755,0.11009514454170265,0.021033420786501583,0.24168113802155106,0.5706410224645762,0.3796981333894421,0.38475290116654937,-0.06358218153130867,0.005043963558259986,0.16942861955190303,-0.6207291677462115,0.0574606854483673,-0.11614096912205125,0.10096467080124923,-0.06715254753517866,0.5007219100689095,-0.02529407563468165,-0.22515704630795655,0.6010254718095709,-0.26644139278845336,-0.5281773377648806,-0.5221129195383568,-0.06181761956651463,0.38604722633080957,-0.5472782881477773,0.155760728658049,-0.30517720788263886,-0.3773698225026897,-0.3233714937306104,-0.4782284247265163,-0.5721148468638684,0.44286147364490114,-0.25732316141607847,0.263364730138224,0.26331010851757136,-0.4949619853022383,-0.3415999351900094
Cerebellum_9_L,-0.34513513305957877,1.0,-0.011640904833105144,0.3628219841077451,0.6525968399278005,-0.4003878157046087,0.14292239464887163,0.25167770653329996,-0.3459525589084449,-0.28070748020328196,-0.05567371493806022,0.2443745742818079,-0.08620428748902463,-0.22738158059012278,0.11179726461691372,-0.3025608977096374,-0.6033284938021515,0.015100178137959655,-0.06520181155957429,0.25910029116640565,0.35078034907631306,-0.26852329656720125,-0.3080101391472332,0.42069943801844345,-0.54782790030091,0.08834527081096248,-0.3879919121700348,-0.011767811250169843,0.6262076414600541,-0.3705521729078206,-0.19593624014241534,-0.4547762284039406,-0.023333345145679328,0.19703401629693734,-0.09596115560608204,0.34095052343122606,-0.12999480041458047,-0.5597292237291112,0.6048873335258417,-0.09096248077830674,0.339532557225551,0.06712951343619163,0.38845007663589026,-0.5642522451669237,-0.19905753019276043,0.6076227147587597,-0.5198708583781176,0.5657673802068539,0.3551375092134043,0.7986329114896673,0.3675986355092046,-0.2243220945732995,0.48864160059391315,-0.26910535397710367,0.41589889350323855,0.2859548326887457,0.1729008506893911,0.4198679433986725,0.7197789914824968,-0.3371976791881278,0.3532007029866461,0.06464199768498674,-0.14027061741050872,0.584274264943471,0.7035288783521643
ACC_pre_L,0.012216825013024879,-0.011640904833105144,1.0,0.4393619107813432,-0.11535590560594501,-0.21979727119321923,0.2099404897912754,0.15850074822547333,0.3153102194036707,-0.017449634765540047,0.7829992855424923,0.2596539337137569,0.09315782768868766,0.38655721342865296,-0.0052940297274473086,0.36087927352856464,0.09938697167638558,0.02740046023956606,0.4298814776148321,0.010723266056973647,0.011455888350052793,0.35606819296661296,0.3897422796006287,0.30857953471805305,0.33766914573892476,0.059437788745170056,0.14119745085071567,0.3447856856644072,0.059701431442693555,0.0016456113312373233,0.26485661066183847,-0.2772268643558987,0.11646083804137815,0.37390049095193956,0.26752958695834794,0.2307641182190688,0.4497859017670376,-0.19008061623834097,-0.04145898685883126,0.31481904027396634,-0.2718575946974679,0.4117923734987617,-0.2892954613249243,0.14701178343471244,0.1672580568304954,-0.14704184848401958,0.14328363484703363,0.37744039682614766,0.19057547069312827,0.13326364386259035,-0.44276802868632836,0.5963318089818739,-0.0390112319942503,0.1654937796277122,0.17338292093467533,0.23928841780082838,-0.3708937751285509,-0.02939512976187543,-0.025667947433378965,0.17752111752106303,0.019139395422568546,0.3026256050429492,0.21760263505731392,-0.4568628536400453,-0.3096300780212736
Thal_IL_R,0.08991940790950574,0.3628219841077451,0.4393619107813432,1.0,0.2239372848911787,-0.4523063920232522,0.2843933335450696,-0.017544209367166833,0.13096196716280686,-0.27417502844108244,0.5352481469769933,0.27261922505629277,0.40591636231062816,0.25271362429060745,0.32282637517115403,0.3488588529224355,-0.022450559530151022,-0.18213253386710765,0.14451776936189514,-0.004846921307774247,0.2456232150987897,0.41922283524525855,0.3855286868101912,0.5232651474523526,-0.06605838177767037,0.4759599928183901,-0.09260709425120413,0.34800013656798856,0.3554874099075721,-0.06174864937234444,0.28494692868693455,-0.3887162448504437,0.4222023037165661,0.6988237957089556,0.3795018911247833,0.5732561317867261,0.39240058214850354,-0.38702623879696346,0.2678937173763508,0.47193775869436677,0.12693446104996892,0.2566262679744626,-0.0358895267086651,0.11105767244924379,-0.18613310745855738,0.25263254319382056,0.1245763294641581,0.6088565615712926,0.18426823098862724,0.42444609873644595,-0.11318959746262498,0.3609394532312301,0.2689298957228383,0.28744350148776,0.48071326350970994,0.14947104501659933,-0.15782503469594683,0.12191921576425668,0.30267292505887194,0.16101502778522253,0.22833332485347382,0.4474054609657867,0.25476133198646006,-0.06634467033813017,0.11852238324135199
Occipital_Inf_R,-0.6341868580744503,0.6525968399278005,-0.11535590560594501,0.2239372848911787,1.0,-0.4148445038061161,0.003426491690613441,0.2317683999280126,-0.30604413342802667,-0.5832414168209097,-0.10402454355796688,0.22743355967252935,-0.23066990706612409,-0.2647830959549048,-0.2425067864928682,-0.4495202050260944,-0.4847366269526233,-0.14563524809072506,-0.19440990173015102,0.3541911611944444,0.5402501813200806,-0.3386860560378821,-0.204042033334929,0.17977803507424908,-0.4663207491854691,0.02450824771557189,-0.7028149723318463,-0.11822237130594743,0.6531925227939064,-0.241269439193118,-0.13091095528472932,-0.4341040086675502,-0.36460164180151156,-0.10141163250428972,-0.325754591341411,0.24386085855856776,-0.21073373410340696,-0.3497591160103123,0.9198622493847768,-0.08935150241056242,0.37336245040437804,-0.0750382013781422,0.21473012927770074,-0.5367893721967162,-0.3677869092050979,0.6156216600521432,-0.6961677820211053,0.586628343011964,0.3998702172979963,0.7888912814149496,0.23955105697989656,-0.47853863641249333,0.8854073830181876,-0.14940882458657748,0.4850676605204497,0.24138273621173367,0.47774072187262007,0.663662385548979,0.7720119006351281,-0.536875055628835,0.4120598104933584,-0.2267634956283213,-0.20564356408599582,0.7741750093374121,0.7088461505592885
SupraMarginal_R,0.14216197035833966,-0.4003878157046087,-0.21979727119321923,-0.4523063920232522,-0.4148445038061161,1.0,-0.09761083688620668,0.32155695629894115,0.3340808215453574,0.5057011877315163,-0.21109245361209555,-0.12689734047684922,-0.054672966092142776,0.12210245375374038,-0.09992650912567698,-0.024621175802490382,0.41325756763980276,0.6851653952044371,-0.14592098140059895,0.13476939280920006,0.0024098957023632414,0.1152940498741107,-0.12952258287711413,-0.2240922124927076,0.32745711025046687,-0.14805708359749123,0.15722607871653152,0.14614317785842457,-0.43976624982090984,0.46747072124226813,0.27870023585881304,0.9000097079299209,-0.06648317153654526,-0.3142839993517389,-0.2366152955375939,-0.15292212771347538,0.19804843730612984,0.566883975095132,-0.4364537084584307,0.023291216407464108,-0.1896888003063907,0.0018476500561466311,0.051876598452299666,0.026703775047737834,0.7167254066863765,-0.44663666522544093,0.11132067172815939,-0.6375754689612119,0.03139903799590975,-0.45011327459627243,0.21757794718616524,-0.028682642094342733,-0.3955658131379191,0.17660237465060458,-0.2884384306832309,0.13891004603100496,0.10392920085478097,-0.11233204737855777,-0.5671543665507411,0.02907524761049482,0.003478326338343723,0.0920799273870138,0.03952169649456908,-0.22302279374082382,-0.2034079042187564
Vermis_6,0.021086182341050568,0.14292239464887163,0.2099404897912754,0.2843933335450696,0.003426491690613441,-0.09761083688620668,1.0,0.05545748791196478,0.17518594964398176,-0.005582244529089439,0.20914490607089678,0.012993895571270326,0.25552022160280713,0.23395059622539868,0.11169915338263292,0.28944217096002284,0.1294866857606127,-0.07757443831340291,0.12436470119777711,0.10421743552210813,0.3719212218434527,0.22140514535059325,0.3502796796524686,0.08724320616243303,0.1524307505282012,0.202687156126737,0.15553983758024267,0.14364661026724446,0.5360306641721532,0.11379960292711676,0.15953387481266246,-0.11013122238530945,0.1596093991884663,0.2057481777513126,0.11754590913254319,0.497936260905934,0.2992128895658703,0.09326133841780276,0.20170402678701346,0.2708559820399127,0.05628559186820254,0.04859613712757309,-0.24256460787204964,0.035507842522228564,-0.0008516189830301762,0.39135270812057565,0.0048918117680520614,0.11378588527290613,0.27472107536753615,0.06432392419457007,-0.05874924971382253,0.1636628411904098,0.12914209071898308,0.1530439839275344,0.45092892000916807,0.18311775569211894,0.1261205142174548,-0.0013651564853425135,0.13647872551563126,0.04717761220912818,0.5033322742682264,0.6484870970477415,0.08604374692870964,0.04203101234767899,0.0661057286664001
Occipital_Sup_R,-0.38485662070174603,0.25167770653329996,0.15850074822547333,-0.017544209367166833,0.2317683999280126,0.32155695629894115,0.05545748791196478,1.0,0.26056332944703064,0.21264392321688125,0.25053155100258434,0.39974427021916054,-0.385968587548297,0.22167670692982291,-0.455995118356531,-0.2844612038870922,-0.12369232694554365,0.767238714092017,-0.35709339607405777,0.8607921483568055,0.6201707238175799,-0.08547994272930848,-0.3226844033167343,-0.10666151369598585,0.05125376589599918,-0.04700625325913452,-0.32155263701076103,-0.01912108865488728,0.24233491553245273,0.3490923722254994,0.18146423680641785,0.3027540812818914,-0.43689609297043247,-0.25570992641461143,-0.4423693947544497,0.39520461903478105,0.21654564345190103,0.08098295366581504,0.22756091819676919,0.14382187083830847,0.07521794304194035,-0.08563596696209334,-0.07628704161056334,-0.6194082753858347,0.6634562840994513,-0.02608253415374875,-0.5132497786908651,0.1199798510584088,0.8302220099869371,0.3077754465663333,0.2838423844097563,-0.27340492709617853,0.13190017340205648,0.0699727811176888,0.05585942942450934,0.8699592091988796,0.32097150026789484,0.6149068040067563,0.1697308351319228,-0.42872680382304257,0.5877680629663085,-0.008189086404517905,-0.20879733115143514,0.10974950848159958,0.24038402828816935
Putamen_R,0.1570114225992,-0.3459525589084449,0.3153102194036707,0.13096196716280686,-0.30604413342802667,0.3340808215453574,0.17518594964398176,0.26056332944703064,1.0,0.2303547147573668,0.4571949047560552,0.21936048022295265,0.22472688054137424,0.6471352987860935,-0.03494678313063395,0.38310119649619334,0.607047892017697,0.25008899232568105,-0.03441062106980209,0.22414919213427953,0.27192268034380923,0.4623498829306113,0.318774505799986,0.0012577244751950521,0.5082258619869615,0.20933614288998434,0.24746319818372572,0.2471486291991494,-0.1815110206756639,0.6928959305150845,0.526032914436158,0.3235715714026822,0.03968125865665041,0.1629596360741654,0.07627584837273524,0.2808232402461018,0.3992883128580499,0.42423588891357106,-0.18079962980654868,0.40913231136167305,-0.19784180121026929,0.07738428872877183,-0.3055911497028036,0.2390236584927442,0.3571590986776045,-0.24810802214231914,0.3170874010394109,-0.051323007192243655,0.19391413690659356,-0.25348423785559465,-0.14356487735896206,0.11132428507653427,-0.1415227211106513,0.5103850098428084,0.11174219697761073,0.28239853416158694,0.05441411686043818,0.01442497784915765,-0.2914369783044597,0.10202877534713196,0.33102955217565166,0.32599200069354756,0.40945236034971305,-0.30945254864549754,-0.26285714296050555
Temporal_Pole_Mid_L,0.4020498887814974,-0.28070748020328196,-0.017449634765540047,-0.27417502844108244,-0.5832414168209097,0.5057011877315163,-0.005582244529089439,0.21264392321688125,0.2303547147573668,1.0,-0.03860511967824178,-0.30216035531899543,0.0036704750418943997,0.33488829366676326,0.07325205948942373,0.12835840831178166,0.2276172877912022,0.46827321120868887,-0.052655274221482674,0.14323600944207618,-0.16193004809815226,0.15622936643855068,-0.09642365337839595,-0.2911916971778649,0.3687084148114162,0.017259628846934005,0.43678085319504634,-0.031545574688429,-0.27592584097098943,0.26817833077139513,-0.08941302725325644,0.5215511932073583,0.15615247018948072,-0.040909677946712145,-0.10661658564665498,-0.08424965048998591,0.008544387474464435,0.40757612881884764,-0.5479486277347754,-0.0785202108145046,0.08254796772192928,-0.127964139297394,-0.029800043613914688,0.04707519406006254,0.4519025820630309,-0.2985671919424311,0.17752481232359396,-0.43835713578704394,-0.06295078725314872,-0.4941689923820896,0.17952687514558024,0.048762751812894724,-0.588805288092749,0.007855798720793582,-0.5147214214586443,0.09792746552620288,-0.030343075262153043,-0.1900621331769493,-0.48995779277777,0.05600437201453427,-0.013922489747145037,0.094842481977475,-0.11311937541798114,-0.32262384756701984,-0.2140243022622838
