,Cerebellum_10_R,Cerebellum_9_L,ACC_pre_L,Thal_IL_R,Occipital_Inf_R,SupraMarginal_R,Vermis_6,Occipital_Sup_R,Putamen_R,Temporal_Pole_Mid_L,Frontal_Sup_Medial_L,Postcentral_L,Cingulate_Post_R,Caudate_L,Thal_PuL_R,Thal_PuI_L,Frontal_Inf_Oper_L,Angular_R,ACC_sub_L,Occipital_Mid_L,Calcarine_R,Frontal_Mid_2_L,Vermis_1_2,Temporal_Sup_R,Amygdala_L,Thal_VPL_L,VTA_R,Frontal_Inf_Oper_R,Vermis_7,Pallidum_R,Cingulate_Mid_L,Precentral_R,Thal_MDl_L,Thal_VL_R,Thal_LGN_L,Vermis_4_5,Paracentral_Lobule_L,Temporal_Inf_L,Cerebellum_Crus1_R,Supp_Motor_Area_L,Temporal_Pole_Mid_R,Rectus_L,OFClat_R,Thal_PuL_L,Parietal_Sup_R,Vermis_8,Red_N_L,Amygdala_R,Cuneus_R,Temporal_Mid_R,Cerebellum_7b_L,OFCant_L,Cerebellum_Crus2_R,Supp_Motor_Area_R,Fusiform_R,Occipital_Sup_L,Cerebellum_Crus1_L,Raphe_M,Cerebellum_7b_R,Thal_MGN_R,Lingual_L,Cerebellum_4_5_R,ACC_sup_R,Cerebellum_Crus2_L,Cerebellum_8_L
Frontal_Sup_Medial_L,0.07523217715095848,-0.05567371493806022,0.7829992855424923,0.5352481469769933,-0.10402454355796688,-0.21109245361209555,0.20914490607089678,0.25053155100258434,0.4571949047560552,-0.03860511967824178,1.0,0.35339023336301933,0.17079657276405322,0.5604723694216465,-0.02963260112726898,0.37447110177416154,0.20712902016233584,0.06095619268723404,0.17824421209436703,0.2101777753809969,0.22223707453505942,0.5650210841063973,0.35833179361324435,0.18545638597553255,0.416753257158452,0.17609603128899265,0.04766252434429298,0.2125060516484185,0.12618832642936226,0.2093968101137504,0.44812377988852886,-0.18153317273537925,0.13986261190004012,0.3532180080478815,0.25020681840100456,0.5259664264052142,0.48813335519113704,-0.10240512888932386,-0.006838805653121732,0.5905964407560057,-0.18522603692798334,0.2976427158918426,-0.3842598156352091,0.14325679944112404,0.1867646272710091,-0.12104365910765488,0.21479339385438403,0.37457586479910004,0.3162146693108691,0.07789684703606431,-0.3433149476571159,0.47738133598818344,0.039600209677540646,0.4436157866560598,0.2569851640833352,0.3589551550766564,-0.22143844614813493,0.07398267396350833,0.021292015412439007,0.20560917252739333,0.23062669976505887,0.327689347438406,0.2616591941046927,-0.4381899885328402,-0.22225123995887533
Postcentral_L,-0.3645020267360401,0.2443745742818079,0.2596539337137569,0.27261922505629277,0.22743355967252935,-0.12689734047684922,0.012993895571270326,0.39974427021916054,0.21936048022295265,-0.30216035531899543,0.35339023336301933,1.0,-0.15171824673540482,-0.09072210470758903,-0.1987500497918985,0.003328280177800806,-0.20731702288221338,0.09780844541715587,0.03946253530410241,0.24563004819757417,0.24980349851274522,0.040467462858407056,-0.10612631755229407,0.4297638966363754,-0.27101573870395235,-0.08592493991851054,-0.23143006903452656,0.3295928849977553,-0.008151523860948076,0.15716368854419552,0.3993233656255164,-0.18413477732112207,-0.25517138443433646,0.0675920412756091,0.23106500984706382,0.26410989943466284,0.540463976514806,-0.45646687084437315,0.2052946204278801,0.508990295971866,-0.21893880603150748,0.0035792935413748077,0.060430956602803114,-0.3422194954781004,0.32123044415128604,-0.21647552683860635,-0.1869767720106621,0.3365859591016703,0.5287963626247243,0.4766466036716191,-0.3250288121035009,0.005481265224111149,0.15497566078474936,0.3280651932905245,0.4669391269194359,0.48965402946096814,-0.28045450236360103,0.2081132653863371,0.3153820886563237,0.031839307796853525,0.16444931800411822,0.18690558800936385,0.20187419492447667,-0.09151891586248001,-0.11942804325369138
Cingulate_Post_R,0.456540022036384,-0.08620428748902463,0.09315782768868766,0.40591636231062816,-0.23066990706612409,-0.054672966092142776,0.25552022160280713,-0.385968587548297,0.22472688054137424,0.0036704750418943997,0.17079657276405322,-0.15171824673540482,1.0,0.3058982099372889,0.5887411965228211,0.5680551003040809,0.2922452545851134,-0.153275305958117,0.1278939658614142,-0.41225514343666014,-0.020136274824506178,0.4805943490912189,0.38048946354275076,0.24822550706148308,0.026717131491331092,0.42790156905877125,0.3343442907946688,0.18808622954254334,0.02194144938965686,0.0684006183300923,0.2733308950393188,0.03215689340140908,0.6598213007741901,0.6369615684785379,0.503539271142425,0.27933317345806896,0.11275963344421715,-0.06209146466502864,-0.18242376174090155,0.26765341191010594,-0.07006301429509446,0.21501250224818091,0.036447827065790604,0.4986394289532123,-0.20224459431052202,0.1529038019789035,0.48976788914957353,-0.01966511355316012,-0.33027939749868057,-0.15913549610193684,-0.08142399978717703,0.3304532858915145,-0.14259269002885608,0.2634241215439223,0.20942966401663346,-0.31107040547459885,-0.22874792040309894,-0.29276127074708974,-0.23528857153770544,0.37452334324992137,0.049818219939679276,0.4799324563088392,0.601981897078813,-0.2829662351661553,-0.17752016483101263
Caudate_L,0.3001176373686016,-0.22738158059012278,0.38655721342865296,0.25271362429060745,-0.2647830959549048,0.12210245375374038,0.23395059622539868,0.22167670692982291,0.6471352987860935,0.33488829366676326,0.5604723694216465,-0.09072210470758903,0.3058982099372889,1.0,0.06212600749194098,0.325397064302798,0.5235606460070414,0.19882200063909555,-0.07542897341343369,0.2968427702918451,0.27030622211305977,0.5045651470705408,0.33405741974971503,-0.27829096897413147,0.6188451638714859,0.37259503011229955,0.18026239680197234,-0.11757227136828648,0.09720550363020111,0.5218166457023965,0.3099010234575612,0.18619164775182814,0.195295598146779,0.2657701482536969,-0.07134222430351643,0.3990069029363934,0.10179242589411223,0.4323873279750357,-0.1264344766508558,0.312191043670204,-0.008197058012817657,0.022121557029687034,-0.3850297227933731,0.33042551254227,0.1379422274676769,0.02418773294123044,0.24675174171755937,0.0071621544259062,0.150638343553211,-0.3252402942956031,0.08308932874683571,0.10603616286184489,-0.08934694649772087,0.39937479123079034,-0.037461274868258725,0.25813692173766495,0.2020029848361553,0.09590607616099518,-0.25171524140948465,0.10114768362614775,0.36610561825678795,0.2139246967819054,0.2249585851674444,-0.25038282403501927,-0.019191009511692617
Thal_PuL_R,0.47583291906049846,0.11179726461691372,-0.0052940297274473086,0.32282637517115403,-0.2425067864928682,-0.09992650912567698,0.11169915338263292,-0.455995118356531,-0.03494678313063395,0.07325205948942373,-0.02963260112726898,-0.1987500497918985,0.5887411965228211,0.06212600749194098,1.0,0.444230601503594,-0.015502726012345898,-0.19778950632371783,0.3121037951453037,-0.5104378127902615,-0.26076590897314306,0.2845466924766386,0.2047041568846889,0.34512864900756984,-0.1642375862543836,0.26625015627377996,0.31046709820792145,0.10594463618985937,-0.040371810332123934,-0.11753523712256987,-0.11662780714254752,-0.07342928735795902,0.6123974639142218,0.5979149108168031,0.543058097100602,0.07606359327665192,0.002927293293148207,-0.2579187963851039,-0.23777680886797142,0.026719536856857344,0.13350353446781152,0.19814501260630463,0.19550231690118378,0.3102444887186185,-0.2473818142369544,0.10279510226137689,0.41751092232323794,0.015919590010458076,-0.44562424770634546,-0.028998873175649628,-0.023465011649773448,0.3264106749350471,-0.23023094781520795,0.016419905711883644,0.08169201396896661,-0.37758693448661956,-0.3623330021024691,-0.47492643568029014,-0.09203488306348767,0.4604806699031816,-0.14644902170894672,0.41085675535126176,0.42277805805543295,-0.19106020174908425,-0.09936662069069134
Thal_PuI_L,0.47417514631344315,-0.3025608977096374,0.36087927352856464,0.3488588529224355,-0.4495202050260944,-0.024621175802490382,0.28944217096002284,-0.2844612038870922,0.38310119649619334,0.12835840831178166,0.37447110177416154,0.003328280177800806,0.5680551003040809,0.325397064302798,0.444230601503594,1.0,0.2777374235784844,-0.13326239797062886,0.3240455659086407,-0.38673072254970964,-0.1395940807451566,0.5281896437567003,0.47709443138796825,0.19751887298522508,0.227403183651906,0.37521333689860525,0.5259437495303755,0.34555384516420906,-0.10668531170082818,0.25116305644671083,0.19172849590151614,0.056674868020682424,0.5536632095944787,0.5941210216985708,0.698725075201118,0.18878256276376326,0.4468975392880124,-0.046594056898008746,-0.33985748345721656,0.4027763778342319,-0.13578385151870329,0.21140677976489552,-0.21242003128765494,0.533356938684478,0.04823672859328311,-0.13750545378909157,0.5433723484393773,-0.0606404089647987,-0.2710782297575653,-0.278849857227853,-0.31866885593509947,0.5654493683428531,-0.30110583773094385,0.3781967572440936,0.123854269955171,-0.2426897514308698,-0.4051180001826256,-0.4582033794996675,-0.29496015400377196,0.5320228907874878,-0.017476687080810613,0.5401067775585792,0.6219778697321441,-0.5261108106370441,-0.43548580725779945
Frontal_Inf_Oper_L,0.27332179979637977,-0.6033284938021515,0.09938697167638558,-0.022450559530151022,-0.4847366269526233,0.41325756763980276,0.1294866857606127,-0.12369232694554365,0.607047892017697,0.2276172877912022,0.20712902016233584,-0.20731702288221338,0.2922452545851134,0.5235606460070414,-0.015502726012345898,0.2777374235784844,1.0,0.07118544100063055,-0.05332491427264853,-0.05474578073385348,-0.003437901106272756,0.5711397703006349,0.3657492234467964,-0.27275259704811833,0.68288706716569,0.21613714375292095,0.24691732726204976,0.1919982436463931,-0.3123431814472888,0.4213210867105815,0.5332665236243356,0.43869098116504146,0.2372058446498964,0.017859974437463583,-0.043933073864914816,0.02848593535658234,0.25196743125565,0.7424676063459369,-0.36103463903165556,0.2730118965248006,-0.297336847145962,0.15952410431711678,-0.3602393714427778,0.6440593574964703,0.17785967947721693,-0.2549239209028497,0.5796503822952348,-0.36922658156696375,-0.12237513194795077,-0.6532429549807736,-0.04780168875628663,0.23106900627958554,-0.23271655795084925,0.3948208440577581,-0.09114890567903898,-0.053478385779894784,0.14550234284549549,-0.15895689866537147,-0.5448233943201903,0.21002492698190178,-0.013162452695174572,0.17140649838924826,0.2152326293411938,-0.3520677709221952,-0.29930193834075525
Angular_R,-0.051778808753934105,0.015100178137959655,0.02740046023956606,-0.18213253386710765,-0.14563524809072506,0.6851653952044371,-0.07757443831340291,0.767238714092017,0.25008899232568105,0.46827321120868887,0.06095619268723404,0.09780844541715587,-0.153275305958117,0.19882200063909555,-0.19778950632371783,-0.13326239797062886,0.07118544100063055,1.0,-0.24445746113451686,0.5515330702313128,0.29220553429510876,0.06905932676792043,-0.28340550440831613,-0.1329255903892337,0.11151976830912688,-0.05454346423505507,-0.05401604112847553,0.039529936435506265,-0.06674878957505477,0.3989409114292785,0.16019662710057922,0.6664841598694342,-0.13933940153844196,-0.15545445753229634,-0.29822842287991935,0.15989758406481322,0.22067279497842227,0.22257579421567725,-0.19171986908801766,0.12238008364177409,-0.015860071308179097,0.04448767226861836,0.03493479160158662,-0.3584061884061343,0.7909354843323897,-0.23086827682863886,-0.19594295432793182,-0.2657303497107023,0.4479102812431364,-0.01782986135560119,0.34037662730850615,-0.08342897913377455,-0.23891668194247903,0.1026902391755238,-0.23233515778938568,0.5875970188650853,0.12293614157090799,0.24600056481589033,-0.20876896809647347,-0.19368480568329904,0.2862657751746846,0.051455083611403725,-0.08370512404706255,-0.14567543171648437,0.03025168748455401
ACC_sub_L,0.10853369991371288,-0.06520181155957429,0.4298814776148321,0.14451776936189514,-0.19440990173015102,-0.14592098140059895,0.12436470119777711,-0.35709339607405777,-0.03441062106980209,-0.052655274221482674,0.17824421209436703,0.03946253530410241,0.1278939658614142,-0.07542897341343369,0.3121037951453037,0.3240455659086407,-0.05332491427264853,-0.24445746113451686,1.0,-0.4472853747335458,-0.28402741924458,0.21326023076139988,0.29900188363820085,0.3452600908134959,0.06742870795440155,-0.07209410600369508,0.27391388071332007,0.23641251744280445,-0.09877549121485403,-0.15456530985667052,-0.10840704470302867,-0.22938641207529184,0.24015968342174956,0.29549306441596435,0.4411015765087703,-0.15906501687542332,0.26502952315119016,-0.2599337515971675,-0.1329054135395358,0.1556652485726154,-0.12894990486206018,0.2322044725252179,-0.04278077408028062,0.2407732289863338,-0.08672637422004947,-0.10218351267970856,0.1686923928347856,-0.004448472472299194,-0.2498991693720191,0.029392764948752634,-0.42865435683780584,0.5753229764458728,-0.11259880518756105,0.07734880372818975,0.12883439294378776,-0.2521891499305176,-0.49197596273533484,-0.522479363505189,-0.051533036018587185,0.41427009503234374,-0.3073980916447484,0.2845489176617445,0.19116897145983394,-0.2908949999753939,-0.3374808029147072
Occipital_Mid_L,-0.38009308925645197,0.25910029116640565,0.010723266056973647,-0.004846921307774247,0.3541911611944444,0.13476939280920006,0.10421743552210813,0.8607921483568055,0.22414919213427953,0.14323600944207618,0.2101777753809969,0.24563004819757417,-0.41225514343666014,0.2968427702918451,-0.5104378127902615,-0.38673072254970964,-0.05474578073385348,0.5515330702313128,-0.4472853747335458,1.0,0.739706043372123,-0.06744087859852553,-0.32036387204725375,-0.3148286373055921,0.11761598897783064,0.062294326503653116,-0.40985704792313843,-0.19090797194480238,0.40510982690117414,0.30913512679528726,0.06541676298989933,0.170556244026374,-0.4671696386716089,-0.34161953869345485,-0.5834200169460633,0.47019594890081573,0.06570600208760025,0.24526412806940429,0.38772419317354784,0.11646252910951331,0.24554042111274957,-0.2062789281196202,-0.19382774316253118,-0.5619721978058978,0.3863793285476748,0.17474021908509668,-0.5455562294127477,0.18242738346492263,0.8154141100031803,0.27287455321217935,0.43992846073868963,-0.468048511399693,0.3142949178046421,0.08769962815810863,0.059720806166248974,0.841150041055296,0.5990108532259618,0.6906989959523268,0.30172670885255853,-0.5539330372450484,0.711584306223449,-0.13168970470284455,-0.33504039938420965,0.3463729694026322,0.46228344696644813
