,LC_R,Calcarine_R,Putamen_R,Fusiform_L,Occipital_Inf_R,Cerebellum_8_L,Thal_PuI_R,ACC_sub_L,Parietal_Sup_L,Thal_MGN_R,Cingulate_Post_R,Calcarine_L,Cerebellum_Crus1_R,Putamen_L,Caudate_R,Supp_Motor_Area_L,Cerebellum_10_R,Temporal_Mid_R,Thal_AV_L,LC_L,Frontal_Med_Orb_R,Pallidum_L,N_Acc_R,Precuneus_R,Hippocampus_L,Frontal_Inf_Oper_L,Insula_L,Thal_VPL_R,Temporal_Pole_Sup_L,Supp_Motor_Area_R,Rolandic_Oper_R,Thal_VPL_L,Frontal_Mid_2_L,Vermis_6,Raphe_D,OFCmed_R,Occipital_Mid_R,Frontal_Sup_2_L,Paracentral_Lobule_R,Postcentral_L,Parietal_Inf_R,Cerebellum_4_5_R,Frontal_Inf_Orb_2_R,Vermis_9,Cerebellum_6_L,Thal_PuI_L,Olfactory_L,Parietal_Sup_R,ACC_sup_L,Thal_MDm_L,Temporal_Inf_R,Thal_MGN_L,Frontal_Inf_Tri_R,Amygdala_L,Thal_PuM_R,Thal_VA_R,Cingulate_Mid_L,Temporal_Inf_L,Frontal_Sup_Medial_R,Insula_R,Vermis_10,Cerebellum_Crus1_L,Vermis_4_5,Cerebellum_Crus2_L,Lingual_L,Thal_IL_L,Frontal_Sup_2_R,Vermis_8,Precentral_R,Precentral_L,Cerebellum_9_R,Cerebellum_9_L,ACC_pre_L,VTA_R,Rolandic_Oper_L,Raphe_M,ACC_sub_R,SN_pr_L,Thal_IL_R,Cerebellum_7b_R,Temporal_Sup_L,OFCmed_L,OFClat_L,Angular_L,Occipital_Sup_R,Angular_R,OFClat_R,Red_N_R,Thal_LGN_R,Thal_PuA_R,Precuneus_L,Temporal_Pole_Mid_R,Cuneus_R,Vermis_7,Frontal_Inf_Orb_2_L,OFCant_R,Cerebellum_3_L,Rectus_L,Cuneus_L,SupraMarginal_L
LC_R,1.0,-0.31293187850316584,0.09124586718955303,-0.15678756625567383,-0.2801973961062907,-0.35724549434840885,0.44041776513893016,0.36540687325263616,-0.08406402698664105,0.4687948946159911,0.4909005014645313,-0.22559318447336457,-0.26310524806798813,0.3542459409999855,0.2797898028538713,0.25523703070508513,0.36409551011715385,-0.04864115104017303,0.061550197004608904,0.5058908237005647,-0.015874531568487855,0.3773921229510387,0.49863615625973523,-0.09965372328344962,0.18283488753211247,0.1992284923879993,-0.2005458530085529,0.5180700895913466,-0.3966714805424722,0.16381127539300525,0.21550482042935637,0.2246779780994055,0.41126618679508176,0.16959343263996696,0.5735241427651072,0.42484482723777306,-0.513211251648956,0.4687742739140593,0.0632584583116706,-0.01660810846365698,-0.31213452495855415,0.380837686546217,0.4978533333953137,-0.10110111796622223,0.02423360251936399,0.49862909114871473,0.41391030770101334,-0.20860096061416247,0.4064628257050912,0.21769146241868867,0.08721591066472563,0.16075165593236,0.2809463003951854,0.06809304850877866,0.5996460531562564,0.5741735976791562,0.22058532948700726,-0.213119140345911,0.41329815735500114,0.20283560956742744,0.04945917975140028,-0.5164144341776535,0.013614579620878236,-0.4181141038030671,-0.31056452772054716,0.3792618625856184,0.1512203258543525,-0.11557127662377863,-0.24381637961959102,0.16457988208242097,-0.3374689810491277,-0.09277940576629115,0.295102897767872,0.34252972596252457,0.19636914255274807,-0.4584708746957969,0.3492903556580658,0.5028716300890153,0.4671376528884335,-0.14333825804804246,-1.7830240761915504e-05,-0.05354239221859041,0.2327086893123113,-0.19254563034007904,-0.4722319473358629,-0.32110058884755943,-0.032143416992228314,0.4412702916437031,0.38480364931835187,0.19626958709272102,0.12578904137046648,-0.20830319079982593,-0.3495034260545219,-0.16190193134020048,0.3280108067412973,0.6386477586726634,0.3298778164438448,0.36031161666805545,-0.11890003233865766,-0.17691233111734114
Calcarine_R,-0.31293187850316584,1.0,0.27192268034380923,0.3736983754018825,0.5402501813200806,0.5428679866994314,-0.257558406842184,-0.28402741924458,0.22661059954362486,-0.403534015779872,-0.020136274824506178,0.8525528055777298,0.6380982468123616,0.19322524614916645,0.11095249173903525,0.22917554385719988,-0.3983173805768472,0.41673762860011493,0.18488359836269957,-0.2637157772731326,-0.06797268127959857,0.10386403003496665,-0.43511544610524994,0.21225982337249935,-0.03758939119116974,-0.003437901106272756,0.4880085033780959,0.025703749982754362,0.47527347020515454,0.25078779226725756,-0.02443315152067862,0.22818400650787626,0.05690916405976417,0.3719212218434527,-0.524681171877204,-0.14987334244636819,0.6213752840123997,0.11089557633698201,0.2126045774117655,0.24980349851274522,0.08631464676299248,0.18592510483128816,-0.1603213658849449,0.5546588513923388,0.4369094248376338,-0.1395940807451566,-0.3607988476754213,0.12955271942689459,-0.24104740188633664,0.02097489899655165,0.3208613638139631,-0.047955516133583315,-0.3490018170337006,0.026685733233316765,-0.4252278085531347,-0.26669859337170204,0.2017578323931647,0.1375131237435892,0.14137254625023726,0.24864940007687203,0.46001447214364694,0.6230946731621478,0.6688741754466168,0.4553501926213867,0.883537266877909,0.0826621375302872,0.0649600538998698,0.43925978560565915,0.052822329859264806,0.2420760579870893,0.5616387340890491,0.35078034907631306,0.011455888350052793,-0.45258669880393143,0.4142534949241262,0.6062352501533336,-0.3481661137772136,-0.3640294644685696,0.2456232150987897,0.41501663664211064,0.05757197744471693,0.17884061783948535,-0.2869762110882188,0.4324423842553388,0.6201707238175799,0.29220553429510876,-0.13644154910108197,-0.4835646063443847,-0.24492644369521066,0.3293541862613436,0.32473844881516206,0.2762243118356387,0.7664966033539731,0.6059657105928669,-0.17556181548901834,-0.4779191612573612,0.031584457330253335,-0.12147086486968722,0.6055397396274772,0.358837991278915
Putamen_R,0.09124586718955303,0.27192268034380923,1.0,0.503374264637268,-0.30604413342802667,-0.26285714296050555,0.4687128074758401,-0.03441062106980209,0.23606239902858828,0.10202877534713196,0.22472688054137424,0.3288936412276785,-0.18079962980654868,0.3319590025362221,0.46856092672397126,0.40913231136167305,0.1570114225992,-0.25348423785559465,0.14848058170801087,0.18261151838987127,-0.012736018120871937,0.3736233416500087,0.21539657643689653,0.47802963337519927,0.6713275378647441,0.607047892017697,0.6817829481200437,0.1755406822147657,0.38791598679672845,0.5103850098428084,0.5065176408102005,0.20933614288998434,0.4623498829306113,0.17518594964398176,0.22401639078709643,0.02543112675754687,-0.014235872081521569,0.4014890420727945,0.4723704510634711,0.21936048022295265,0.3854018874993554,0.32599200069354756,-0.07755221642347597,-0.045594048496754046,0.4148262351891144,0.38310119649619334,0.2779807676769555,0.3571590986776045,0.3705935302682627,-0.05106345654333416,-0.3155093967137137,0.14503409815142246,0.00930699328948854,0.5082258619869615,0.09548261736216797,0.11275564702954355,0.526032914436158,0.42423588891357106,0.305145174651406,0.18066279262512552,0.09020869842081002,0.05441411686043818,0.2808232402461018,-0.30945254864549754,0.33102955217565166,0.40818527543055955,0.4079955374941304,-0.24810802214231914,0.3235715714026822,0.13401629085660657,0.025555428330377904,-0.3459525589084449,0.3153102194036707,0.24746319818372572,0.5204882144428371,0.01442497784915765,-0.06490274211228625,0.17320068988702905,0.13096196716280686,-0.2914369783044597,0.6398994143730646,0.1459668747905033,0.4652605553828553,0.14689075396931442,0.26056332944703064,0.25008899232568105,-0.3055911497028036,0.194918906311915,0.5638662375314382,0.15083833472720806,0.4066992084551074,-0.19784180121026929,0.19391413690659356,-0.1815110206756639,0.5805546880744855,0.0933027017731164,0.46590520473172,0.07738428872877183,0.12563859124924603,0.26717081156636013
Fusiform_L,-0.15678756625567383,0.3736983754018825,0.503374264637268,1.0,-0.2059759382612627,0.07528283255935027,0.20116237690558716,-0.2570643598209329,-0.2692067471576175,-0.08176085478718771,0.05743993298752251,0.27161702880310223,-0.022292149932279667,-0.2852863567473802,-0.049396744158535365,0.07095955470530509,0.10256652125066666,-0.5055855687294453,0.1051332517762634,0.2744622204068125,-0.016146857737939873,-0.01435993353380424,-0.13862331758031893,0.16172149749155337,0.6681558726555801,0.6922811852308371,0.6184274247291074,-0.29608923786133473,0.6868777296338152,0.3224880099820672,0.27046643692536654,0.10820008843095874,0.25248504398183835,0.3437852759406088,0.009816032429946421,-0.42899124218877865,-0.11020882094956132,-0.03622876369270407,0.08861244912882374,-0.2989134546497509,0.47114507314085907,0.17951428761943036,-0.5993812485738998,0.24582983490824056,0.7787803969669601,0.031060224285921062,0.1356350793161113,0.15776369040123564,0.14379166096945736,-0.1306207027155158,-0.48440388599927914,0.0022724614460937474,-0.12290926748343695,0.6348488671533146,-0.028765251867572325,-0.24556181648141479,0.29167055945417414,0.8967554890685739,-0.19877560510011305,-0.407784900834922,0.10185706841648029,0.5835079449979552,0.14021330524710088,0.09784346212287963,0.39500799304537215,0.38105401636176983,0.47338848072984197,0.035613340385468456,0.4987046192137492,-0.3504830469589641,0.3582322597138169,-0.41574315812014473,-0.18853888962928828,0.09889417861455221,0.09875102922826627,0.08093045441344451,-0.24651555561977548,0.023085070440955795,-0.21058478219569932,-0.33936199116920635,0.7296729737255638,0.23827570208367474,0.4827173539681813,-0.2902195988771583,0.10890182856426221,0.1379138137778205,-0.3191318195912255,0.1699426578476843,0.29264375803000614,-0.15679949416163078,0.027800859164671586,-0.010232810383850153,0.157007192680852,-0.013825364651876554,0.3131569923853872,-0.25893161344162857,0.4631049674915953,-0.1579794536730131,-0.03969034606379052,0.01893027211689262
Occipital_Inf_R,-0.2801973961062907,0.5402501813200806,-0.30604413342802667,-0.2059759382612627,1.0,0.7088461505592885,-0.5876814292004839,-0.19440990173015102,0.014939195244920418,-0.536875055628835,-0.23066990706612409,0.4460583903916925,0.9198622493847768,0.23481114110058904,-0.19268332124840298,-0.08935150241056242,-0.6341868580744503,0.7888912814149496,-0.013717008802782267,-0.48233269258488837,-0.1870571362504834,-0.15498616251892125,-0.5116744993194574,-0.32275874878193234,-0.6093253689673194,-0.4847366269526233,0.013948321078127919,-0.019321197885722674,0.07299027466836258,-0.14940882458657748,-0.33166145079279913,0.02450824771557189,-0.3386860560378821,0.003426491690613441,-0.5504868454360734,-0.15975567871959986,0.4883421710826832,-0.1641407259684124,-0.257682842708906,0.22743355967252935,-0.4851950265937293,-0.2267634956283213,0.0563451449094941,0.5176983137622433,-0.18342763801013223,-0.4495202050260944,-0.5884049790164196,-0.3677869092050979,-0.39808687785562386,-0.07831657770435752,0.785952508922556,-0.21475149637715615,-0.2806959210651017,-0.4663207491854691,-0.39051356612561944,-0.3092797832505525,-0.13091095528472932,-0.3497591160103123,0.009565507438924037,0.3782692621779063,0.4894055487928454,0.47774072187262007,0.24386085855856776,0.7741750093374121,0.4120598104933584,-0.19979266151298852,-0.3490617570417224,0.6156216600521432,-0.4341040086675502,0.27960415216572876,0.4494581506365599,0.6525968399278005,-0.11535590560594501,-0.7028149723318463,0.14045049232945359,0.663662385548979,-0.24934239340696393,-0.5426111550428347,0.2239372848911787,0.7720119006351281,-0.4844108517613678,-0.08143332983957208,-0.8095813463945097,0.2602511102723617,0.2317683999280126,-0.14563524809072506,0.21473012927770074,-0.7158499593936807,-0.6717368512191865,0.21700346887311578,-0.1544424032242706,0.37336245040437804,0.3998702172979963,0.6531925227939064,-0.6104355407929088,-0.4969092203194261,-0.3031509447380012,-0.0750382013781422,0.2002219861828963,0.23599738248275082
Cerebellum_8_L,-0.35724549434840885,0.5428679866994314,-0.26285714296050555,0.07528283255935027,0.7088461505592885,1.0,-0.4645433104389706,-0.3374808029147072,-0.22387588641899844,-0.5312889852689611,-0.17752016483101263,0.4829200181872064,0.7073293069910168,-0.08192219290061119,-0.1676247194875985,-0.20829009263689538,-0.3415999351900094,0.47016323623392664,0.26520073234919034,-0.33664296751567,0.013784890719011712,-0.10721656667900453,-0.4580085806804244,-0.32789234764747693,-0.3571038200408171,-0.29930193834075525,0.12004842530273561,-0.048238031057294996,0.2723162824179047,-0.14171460612335224,-0.40064696784345993,0.1965477891271563,-0.2560574297817052,0.0661057286664001,-0.6255629154756662,-0.23096255168188157,0.482430834852123,-0.30636410029470706,-0.34591796873242725,-0.11942804325369138,-0.2195679915249242,-0.21883837435694858,-0.17999935208204507,0.6100982597487347,0.10885181890306744,-0.43548580725779945,-0.44364430138933714,-0.30421939429026734,-0.36183517753774563,0.20418997506920394,0.39264577949591484,-0.24435609139670636,-0.34965339094200704,-0.26076277082214816,-0.2707478383589951,-0.22253536194381107,-0.24663771854683192,-0.004521277401424438,-0.24332468034974447,0.11683533766987175,0.40208440969216497,0.7423660888480123,0.2920226286875525,0.8628409631992109,0.5064661338164074,-0.010452563628361751,-0.18047305032554228,0.7252617985868957,-0.154260208367793,-0.07338306003892443,0.7763752798292911,0.7035288783521643,-0.3096300780212736,-0.5484672857474002,-0.06058885831283553,0.5738299702303084,-0.256863001132404,-0.409886668341272,0.11852238324135199,0.5931996757400724,-0.2889306624845279,-0.007806502519811868,-0.5228915372737607,0.14337755730320764,0.24038402828816935,0.03025168748455401,0.21108573850473544,-0.5385574137343816,-0.5900400862945567,0.2316776630312729,-0.29009373572955294,0.5192706666266534,0.31717139871750016,0.6756486582411696,-0.560630810805415,-0.5053523509010932,-0.18646889115409407,-0.12134961097817305,0.20766949242314103,0.03991749829264394
Thal_PuI_R,0.44041776513893016,-0.257558406842184,0.4687128074758401,0.20116237690558716,-0.5876814292004839,-0.4645433104389706,1.0,0.22943273245392629,-0.10231388237581511,0.5286708743340269,0.5363758048846915,-0.16283331459608802,-0.4772688618258927,0.20447688641669098,0.39870457060311587,0.26788768500926247,0.5799788562575642,-0.4413164815517274,0.17987224764211274,0.44603745964044983,0.16962663696909944,0.42036452814771336,0.5195325972890815,0.1438117565774062,0.5968149689822064,0.3866904213418969,0.04279312592513977,0.4282289454804374,-0.14261585319236117,0.34801891082439895,0.355136042503642,0.304867987526665,0.47112986692018305,0.19756350795177452,0.5082852463522406,0.19144710089737357,-0.49227332804182,0.3454453699539506,0.1496450259677937,-0.10387400381257936,0.12982612809640956,0.4603161060907471,0.21190444401359143,-0.23434206433269353,0.27211468211427425,0.7014044930364098,0.42520613439787575,0.05048112027476407,0.5888736767197392,0.27681949910460246,-0.3750251798888831,0.3056474090787847,0.33025010999049287,0.33176849535965336,0.5923356147185372,0.5178492627951098,0.19019032220492432,0.14130561443199713,0.19671167781980076,-0.03044773395841306,-0.13960762972550486,-0.35729568621060387,0.04844079057374316,-0.5305962508755666,-0.10170019554179796,0.3589132718464802,0.39500915341408743,-0.2524454959677192,0.18394643807091723,-0.0033532606835682817,-0.260491917769028,-0.39245440056086917,0.21096688177031928,0.6177126505315692,0.22755497925945553,-0.4693971328881291,0.1900015925266593,0.5953918772591018,0.17182358246621357,-0.44772547148565905,0.30362213785556436,0.0050017493522356874,0.5229412722610849,-0.20320907766210497,-0.30533990028998237,-0.08603265918028723,-0.1573813745421751,0.5539382494593361,0.7454484239251018,0.023883756374872413,0.13877312936456435,-0.16252713250131703,-0.3539530609892813,-0.3167608680931196,0.6205711893853616,0.47614277744356087,0.4493483312889558,0.0682508542659942,-0.14236808875002,-0.24257732565019463
ACC_sub_L,0.36540687325263616,-0.28402741924458,-0.03441062106980209,-0.2570643598209329,-0.19440990173015102,-0.3374808029147072,0.22943273245392629,1.0,0.05562030084613473,0.41427009503234374,0.1278939658614142,-0.3413794209087215,-0.1329054135395358,0.0617169948514883,0.31908867684846354,0.1556652485726154,0.10853369991371288,0.029392764948752634,-0.06540501551007809,0.1992300171658355,0.3010860293981992,0.23484920017962335,0.2601124131144613,-0.09206817497068326,0.032297938057719036,-0.05332491427264853,-0.11616556564250594,0.2124375432668752,-0.31571059605061874,0.07734880372818975,0.165767345346461,-0.07209410600369508,0.21326023076139988,0.12436470119777711,0.31282847125243035,0.39775626356211596,-0.3438225628016861,0.3959387111981699,0.04854889374848454,0.03946253530410241,-0.23191737247674404,0.2845489176617445,0.4000210669088304,-0.16655203330895207,-0.16785909521333325,0.3240455659086407,0.47341997091841287,-0.08672637422004947,0.07671421092939715,0.020037261175391972,0.11290707259807743,0.19580554639272862,0.08691971777094698,0.06742870795440155,0.275363595613916,0.2743724610133414,-0.10840704470302867,-0.2599337515971675,0.417355324542171,0.24551477842989552,0.028860690012208198,-0.49197596273533484,-0.15906501687542332,-0.2908949999753939,-0.3073980916447484,-0.015493769816277682,0.024460791193477677,-0.10218351267970856,-0.22938641207529184,0.18566650679984642,-0.47821414068216433,-0.06520181155957429,0.4298814776148321,0.27391388071332007,-0.030324254527097177,-0.522479363505189,0.3091431236092129,0.3395741817220138,0.14451776936189514,-0.051533036018587185,-0.11997555487998067,-0.21338486494051412,0.1599087994150921,-0.13008279136669862,-0.35709339607405777,-0.24445746113451686,-0.04278077408028062,0.2439550411671417,0.20733751781759732,0.007872792402812034,0.13491529394318888,-0.12894990486206018,-0.2498991693720191,-0.09877549121485403,0.34106852310740554,0.5128073358249506,0.032765952642080626,0.2322044725252179,-0.062309685687886224,-0.07329188330239342
Parietal_Sup_L,-0.08406402698664105,0.22661059954362486,0.23606239902858828,-0.2692067471576175,0.014939195244920418,-0.22387588641899844,-0.10231388237581511,0.05562030084613473,1.0,-0.02897478140386147,-0.23836503348226112,0.23531880191411814,-0.014616110397114065,0.4044608493192768,0.2666824724948029,0.4044063477495353,-0.2660169615277739,0.35857783324858483,-0.07957190827558301,-0.34286418329269963,0.07421664095388693,0.06505195458956475,0.02991689063166069,0.7423680636667507,-0.16995597508010613,-0.19936549221340974,0.16452129082480701,0.08485862950237706,-0.027889523435923266,0.14231429342008142,0.23292391286952618,-0.1296236487453586,0.05768348065152004,0.10461558658561321,-0.10002836721205989,0.4060707179094622,0.5437636620452448,0.3630202389845009,0.7684696617025961,0.7658698745983962,0.2942802594861927,0.27950744017158924,0.32781922325675655,-0.1892204565957016,-0.15996423949566738,0.04862077277787409,-0.09750130861378271,0.7106081963396699,-0.3050031569503476,-0.1487787532180322,0.24981263882490048,0.1691921247134642,0.039869410594418696,-0.08058738110820508,-0.3876929454227274,-0.06407192484008997,0.3752735338007871,-0.32828318646250054,0.40381434151785905,0.4526253188949689,0.07791829113738845,-0.3228269087113832,0.3079839995583291,-0.29779517867870997,0.21209552491704045,-0.11380472696082791,-0.1773464006576425,-0.3211402576598984,0.017468879759991587,0.5908088751283438,-0.26830404301816496,0.1983161769564005,0.44499837487463967,-0.1015247932122487,0.37464019176713936,0.20394121713010982,-0.020521037877234607,-0.1533621373470256,0.20518658627370073,0.135886412170996,-0.008770805573662539,0.003511636738520681,-0.07529618733120175,0.7832302787092218,0.6717493168922527,0.48198247439796815,-0.044225931738972164,-0.23323770828855267,-0.03185100374709789,0.2550900106665668,0.8150196945564744,-0.26826140738315457,0.6195439614422315,-0.010027567167544955,0.10028729368360234,0.08730220757554603,-0.0754321842441332,0.13851347284336327,0.5836163258808075,0.7106588700672132
Thal_MGN_R,0.4687948946159911,-0.403534015779872,0.10202877534713196,-0.08176085478718771,-0.536875055628835,-0.5312889852689611,0.5286708743340269,0.41427009503234374,-0.02897478140386147,1.0,0.37452334324992137,-0.36540716637290505,-0.5105437843823711,0.08804187821084439,0.34428906532286796,0.32128057048969394,0.44286147364490114,-0.34710427816736505,0.01910765885161801,0.4051839143960435,0.10412923404801329,0.4591709872683708,0.6138727029247989,0.07815109681478218,0.2845940562514462,0.21002492698190178,-0.2285014755119863,0.2598048874465134,-0.3820792740284984,0.2875099721377799,0.3475478621152724,0.10239349009835283,0.4061745697033084,0.04717761220912818,0.601255592052273,0.24359811978255738,-0.5527942181143504,0.40433707920490997,0.12129177580813723,0.031839307796853525,-0.018728698962569002,0.38402100878351164,0.30710213498734357,-0.37990323316630886,-0.009227730539017757,0.5320228907874878,0.4103131663363613,0.009807628658598097,0.4116608061847447,0.24605169485898581,-0.2099765145463574,0.4389769697063704,0.2736251350043158,0.18237367262602633,0.5696218450943712,0.48782406786872323,0.1454734209959293,-0.1128333364650264,0.28607968974446424,-0.09649260377477861,-0.2605154463009086,-0.584819389336787,-0.050200898605060856,-0.572443837446718,-0.3641620391429216,0.23498337018276216,0.305981809280903,-0.3804649205744536,0.06292588192599956,0.1344263599027263,-0.48864935020849887,-0.3371976791881278,0.17752111752106303,0.4140023077086481,0.06556709625328304,-0.6743765208352119,0.304129739180641,0.6529746298913426,0.16101502778522253,-0.38220232658450337,0.0689528035942472,-0.09762211912387213,0.43902348219032555,-0.2022462300754001,-0.42872680382304257,-0.19368480568329904,-0.0010375934175031886,0.6747514649893396,0.6225645947509525,0.06625676751890583,0.15155561017339717,-0.22344082085767134,-0.38978198836907335,-0.4259929519925639,0.4563480984495712,0.6105936290299456,0.23975355727279712,0.09501763979418218,-0.15163188391465798,-0.21179152372478863
